time,CANESM2,NORESM1-M,MPI-ESM-LR,IPSL-CM5A-LR,CSIRO-MK3-6-0,GFDL-CM3,CNRM-CM5,CCSM4,CESM1-CAM5,GFDL-ESM2G,GISS-E2-R
2019.0,13841055000.0,13841055000.0,13841055000.0,13841055000.0,13841055000.0,13841055000.0,13841055000.0,13841055000.0,13841055000.0,13841055000.0,13841055000.0
2020.0,13793167000.0,13793167000.0,13793167000.0,13793167000.0,13793167000.0,13793167000.0,13793167000.0,13793167000.0,13793167000.0,13793167000.0,13793167000.0
2021.0,13794587000.0,13661730000.0,13630339000.0,13770398000.0,13694323000.0,13585229000.0,13688490000.0,13690254000.0,13629402000.0,13636514000.0,13624475000.0
2022.0,13558892000.0,13507835000.0,13547960000.0,13536122000.0,13625475000.0,13448699000.0,13571358000.0,13513228000.0,13509201000.0,13474138000.0,13638142000.0
2023.0,13456195000.0,13359820000.0,13576643000.0,13394731000.0,13459493000.0,13265219000.0,13413343000.0,13401674000.0,13398378000.0,13319087000.0,13504984000.0
2024.0,13396506000.0,13215530000.0,13383642000.0,13269790000.0,13583805000.0,13086352000.0,13316281000.0,13215076000.0,13291559000.0,13221768000.0,13450059000.0
2025.0,13147993000.0,13009297000.0,13259678000.0,13229813000.0,13381604000.0,12844884000.0,13204979000.0,13144229000.0,13426455000.0,13044057000.0,13238632000.0
2026.0,12947170000.0,12904905000.0,13264737000.0,12967325000.0,13114726000.0,12570425000.0,13042980000.0,13310343000.0,13200487000.0,12916894000.0,13138967000.0
2027.0,12757958000.0,12724387000.0,13061682000.0,12901158000.0,12984010000.0,12297540000.0,12859311000.0,12908485000.0,12963033000.0,12731598000.0,13023716000.0
2028.0,12530017000.0,12567844000.0,12941715000.0,12722256000.0,12787855000.0,11991688000.0,12638143000.0,12940663000.0,12806612000.0,12605561000.0,12856576000.0
2029.0,12387430000.0,12360503000.0,12774216000.0,12460656000.0,12721262000.0,11684123000.0,12449967000.0,12624752000.0,12683113000.0,12439928000.0,12762975000.0
2030.0,12413240000.0,12202384000.0,12608850000.0,12335256000.0,12528208000.0,11274698000.0,12401676000.0,12454391000.0,12496131000.0,12265756000.0,12647097000.0
2031.0,12204925000.0,12019130000.0,12560037000.0,12099739000.0,12458874000.0,10848838000.0,12162399000.0,12546090000.0,12533954000.0,12150226000.0,12550928000.0
2032.0,11904974000.0,11858447000.0,12356237000.0,11907018000.0,12268957000.0,10414168000.0,11936936000.0,12221721000.0,12254206000.0,11902949000.0,12400882000.0
2033.0,12101766000.0,11625770000.0,12342298000.0,11672692000.0,12129269000.0,10023660000.0,11754426000.0,12065201000.0,12115969000.0,11725691000.0,12298300000.0
2034.0,11615535000.0,11434451000.0,12449502000.0,11650483000.0,11899185000.0,9593009000.0,11703355000.0,11856071000.0,11898231000.0,11621359000.0,12229807000.0
2035.0,11416989000.0,11230626000.0,12005048000.0,11327843000.0,11703975000.0,9215001000.0,11506452000.0,11713466000.0,11643303000.0,11437833000.0,12340620000.0
2036.0,11278987000.0,10988605000.0,11855754000.0,11038424000.0,11486651000.0,8819046000.0,11328093000.0,11576175000.0,11599137000.0,11231429000.0,12104903000.0
2037.0,11061729000.0,10931055000.0,11671047000.0,10786335000.0,11332624000.0,8474328000.0,11137247000.0,11422343000.0,11344007000.0,11026959000.0,12009807000.0
2038.0,10855479000.0,10690934000.0,11495234000.0,10557767000.0,11189803000.0,8088775700.0,10980895000.0,11194583000.0,11159824000.0,11034487000.0,11939730000.0
2039.0,10611582000.0,10476390000.0,11337645000.0,10425093000.0,11017261000.0,7671888400.0,10820175000.0,11090952000.0,10979785000.0,10894439000.0,11776385000.0
2040.0,10496935000.0,10514469000.0,11136814000.0,10160207000.0,10855714000.0,7281210400.0,10614412000.0,10943570000.0,10860791000.0,10566617000.0,11675664000.0
2041.0,10350367000.0,10169588000.0,10902719000.0,9915951000.0,10679490000.0,6993062000.0,10465611000.0,10810107000.0,10589354000.0,10391553000.0,11635913000.0
2042.0,10155229000.0,10006928000.0,10719504000.0,9719049000.0,10467517000.0,6639776000.0,10280324000.0,10604836000.0,10391121000.0,10250775000.0,11521874000.0
2043.0,9999187000.0,9797543000.0,10547377000.0,9515415000.0,10302176000.0,6311098400.0,10034847000.0,10454414000.0,10174622000.0,10054031000.0,11432100000.0
2044.0,9854674000.0,9590048000.0,10334863000.0,9278859000.0,10081844000.0,6045185000.0,9849190000.0,10282477000.0,9937417000.0,9904127000.0,11326713000.0
2045.0,9708243000.0,9358472000.0,10079844000.0,9055974000.0,9856043000.0,5786203000.0,9695642000.0,10160083000.0,9747944000.0,9726327000.0,11229954000.0
2046.0,9630884000.0,9185691000.0,9878447000.0,8868068000.0,9691580000.0,5626937300.0,9472996000.0,10095010000.0,9570705000.0,9543567000.0,11204384000.0
2047.0,9368737000.0,9115985000.0,9738042000.0,8617074000.0,9437484000.0,5350403000.0,9294553000.0,10049098000.0,9354216000.0,9358170000.0,11038371000.0
2048.0,9386016000.0,8878783000.0,9576630000.0,8705120000.0,9211114000.0,5144342500.0,9086481000.0,9731098000.0,9356109000.0,9240640000.0,11009127000.0
2049.0,9073368000.0,8731056000.0,9326960000.0,8323388400.0,9039229000.0,4960034000.0,8856375000.0,9629755000.0,9157006000.0,9050991000.0,10937334000.0
2050.0,8939226000.0,8513755000.0,9136828000.0,8128587000.0,8910796000.0,4755655700.0,8644881000.0,9505966000.0,8966276000.0,9027546000.0,10803139000.0
2051.0,8750574000.0,8365677000.0,8964058000.0,7928309000.0,8889850000.0,4597833000.0,8469229600.0,9359898000.0,8771248000.0,8793166000.0,10706590000.0
2052.0,8594564000.0,8285650000.0,8732497000.0,7748796000.0,8618750000.0,4405956000.0,8296332000.0,9196123000.0,8577602000.0,8623704000.0,10588650000.0
2053.0,8507727400.0,8035052500.0,8533440500.0,7579322400.0,8440474000.0,4285713200.0,8073316400.0,9061514000.0,8406427600.0,8529979000.0,10459147000.0
2054.0,8305019400.0,8133268500.0,8343098000.0,7375672000.0,8242734600.0,4118819300.0,7980281000.0,8973941000.0,8250090000.0,8368699400.0,10331689000.0
2055.0,8161498000.0,7880794000.0,8149715000.0,7218854400.0,8077066000.0,3959033600.0,7751600000.0,8815012000.0,8063858000.0,8429148000.0,10235816000.0
2056.0,7944630300.0,7830506000.0,7957486000.0,7044973600.0,7887859700.0,3830616000.0,7526234000.0,8637879000.0,7916495400.0,8146024400.0,10216961000.0
2057.0,7797285400.0,7698587000.0,7774151700.0,6830883000.0,7703538000.0,3684243200.0,7385450000.0,8501937000.0,7779330000.0,7961898500.0,10068362000.0
2058.0,7647074300.0,7561090600.0,7606614500.0,6697098000.0,7756145000.0,3578644000.0,7216198700.0,8408119000.0,7638977000.0,7829124600.0,9952103000.0
2059.0,7485814300.0,7500442600.0,7442948000.0,6564282400.0,7428231000.0,3454983200.0,7103971000.0,8297872400.0,7629627400.0,7740720600.0,9989415000.0
2060.0,7342467000.0,7321456600.0,7256967700.0,6441243000.0,7253611000.0,3340331500.0,6951727600.0,8165766000.0,7461508000.0,7576131000.0,9811396000.0
2061.0,7199118000.0,7244082000.0,7096489500.0,6774860000.0,7118424600.0,3242403000.0,6823944700.0,8002226700.0,7270901000.0,7507954000.0,9704700000.0
2062.0,7018816000.0,7140623400.0,7309839000.0,6371715000.0,6987846700.0,3140768800.0,6720699400.0,7867304000.0,7229426000.0,7447342600.0,9583996000.0
2063.0,6804027400.0,7016699000.0,6927349000.0,6078933500.0,6810368500.0,3039714300.0,6710290400.0,7717244000.0,6987340300.0,7421846500.0,9463281000.0
2064.0,6624966000.0,6910589400.0,6780515300.0,5972779500.0,6994992000.0,2975007200.0,6563971600.0,7604483000.0,6856549000.0,7263674400.0,9337976000.0
2065.0,6468252000.0,6796965000.0,6648929000.0,5785731600.0,6597738000.0,2882160400.0,6769701400.0,7460577300.0,6728719400.0,7137292300.0,9224983000.0
2066.0,6340704000.0,7329457000.0,6479639000.0,5659062000.0,6527892000.0,2819887900.0,6537103400.0,7334618600.0,6597223400.0,7048231000.0,9114225000.0
2067.0,6223543300.0,6732740000.0,6334979600.0,5524873000.0,6397952000.0,2751144400.0,6363112000.0,7183249000.0,6487272400.0,6989700600.0,9025841000.0
2068.0,6083273000.0,6625420000.0,6210348500.0,5398606000.0,6250768000.0,2678745000.0,6323892000.0,7127335000.0,6345355300.0,7012561400.0,8950603000.0
2069.0,5971930000.0,6504924700.0,6113899000.0,5311415300.0,6504939500.0,2616649500.0,6165625000.0,7048370700.0,6311913500.0,6747919000.0,8839028000.0
2070.0,5826105300.0,6436038700.0,7089188400.0,5231911000.0,6202320400.0,2545084400.0,6121558500.0,6873476000.0,6123742000.0,6685446000.0,8763720000.0
2071.0,5722914000.0,6329518000.0,6068089000.0,5085154300.0,6377098000.0,2487614700.0,5992286000.0,7039273500.0,5985920000.0,6638997500.0,8693806000.0
2072.0,5587660300.0,6253001700.0,6130380000.0,4975661000.0,5977670000.0,2431286500.0,5945827300.0,6755669000.0,5876812000.0,6528030000.0,8562297000.0
2073.0,5494384600.0,6200813000.0,5885846500.0,4853496300.0,5866877400.0,2388619300.0,5862767000.0,6607542000.0,5799123000.0,6442889700.0,8678801000.0
2074.0,5466796500.0,6107277300.0,5832827000.0,4782427000.0,5824596000.0,2338114600.0,6100628500.0,6508268000.0,5648897000.0,6367325000.0,8478078000.0
2075.0,5380718000.0,6047097000.0,5713223700.0,4923755500.0,5738814500.0,2277512000.0,5852790000.0,6408592000.0,5558017000.0,6300010500.0,8330257000.0
2076.0,5300210000.0,5977858600.0,5638170600.0,4826907000.0,5686171000.0,2240344300.0,5797121000.0,6303295000.0,5552253400.0,6329250000.0,8179538400.0
2077.0,5248359000.0,5885917700.0,5576594000.0,4585646600.0,5564221400.0,2205297000.0,5659962000.0,6361763000.0,5378324000.0,6184538600.0,8182040000.0
2078.0,5104549400.0,5828762000.0,5498236400.0,4475617000.0,5519491000.0,2159810300.0,5591971000.0,6208403500.0,5379928600.0,6171780600.0,8017651000.0
2079.0,5328664600.0,5870411300.0,5453691400.0,4428486000.0,5402348000.0,2118370200.0,5518444500.0,6088544000.0,5242277000.0,6035538400.0,7901511700.0
2080.0,4983194000.0,5738387500.0,5395420700.0,4350183000.0,5316301300.0,2084643100.0,5461202000.0,5990924300.0,5253804000.0,6006309400.0,7835873300.0
2081.0,5085005300.0,5674148000.0,5341035000.0,4257693700.0,5201019000.0,2051666800.0,5431094300.0,6024902000.0,5113952000.0,6196802600.0,7767097300.0
2082.0,4937895000.0,5640497000.0,5384197000.0,4791108600.0,5104028000.0,2014830100.0,5355645400.0,6096066000.0,5033250300.0,5974220000.0,7684154000.0
2083.0,4888451600.0,5560853500.0,5376522000.0,4222902800.0,5022173000.0,1993275800.0,5242883600.0,5905506000.0,4959776300.0,5852542000.0,7598926000.0
2084.0,4796785000.0,5490750000.0,5243529000.0,4126208500.0,4950242300.0,1963446100.0,5152432000.0,5766116000.0,4884266500.0,5879240700.0,7491493400.0
2085.0,4719216000.0,5453585000.0,5177351700.0,4060328000.0,4914778600.0,1942612900.0,5082967000.0,5697479000.0,4802686000.0,6089361000.0,7415169000.0
2086.0,4664805400.0,5379793400.0,5131867000.0,3989561900.0,4789922000.0,1916852200.0,5069828000.0,5644600300.0,4717791000.0,5791441400.0,7367191600.0
2087.0,5052153300.0,5419111000.0,5119492600.0,4035166700.0,4678967000.0,1894117200.0,4941704700.0,5653936600.0,4678061600.0,5725253000.0,7297584600.0
2088.0,5090236400.0,5312724000.0,5036164600.0,3908348200.0,4648692700.0,1868997100.0,4848438000.0,5622065700.0,4607272400.0,5664811500.0,7293340000.0
2089.0,4639117300.0,5267606500.0,4991569000.0,3845800200.0,4490822000.0,1846168400.0,4795513000.0,5546501000.0,4539564000.0,5682365400.0,7193186000.0
2090.0,4765232600.0,5203585500.0,4950231000.0,3796671200.0,4375486000.0,1926566500.0,4765145600.0,5496224300.0,4500385300.0,5608383000.0,7108683000.0
2091.0,4562142700.0,5165583400.0,4963195400.0,3743056000.0,4326633000.0,1814557600.0,4666471000.0,5502814000.0,4421735000.0,5565443600.0,7066822700.0
2092.0,4499558400.0,5106784000.0,4845871000.0,3911301400.0,4204237000.0,1782760000.0,4776043000.0,5446805000.0,4335111700.0,5530184700.0,7081596000.0
2093.0,4450100000.0,5129718000.0,5060108300.0,3811694800.0,4183367000.0,1735970600.0,4597868500.0,5393787000.0,4256172800.0,5486831600.0,7035430400.0
2094.0,4424353000.0,5002859000.0,4930620400.0,3613989400.0,4048350200.0,1710797300.0,4585652000.0,5385643000.0,4269990100.0,5586988500.0,6953814500.0
2095.0,4375744500.0,4950525000.0,4835229000.0,3853482800.0,3982249200.0,1688470900.0,4549880300.0,5313276000.0,4162964200.0,5457907700.0,6883603000.0
2096.0,4324565500.0,4920715000.0,4798229500.0,3591563000.0,4148656000.0,1671190700.0,4530179000.0,5330737000.0,4162508300.0,5402034700.0,6844051500.0
2097.0,4739801600.0,4857473000.0,4707399000.0,3711657200.0,4620444000.0,1703555500.0,4422192600.0,5268696600.0,4103066400.0,5361499600.0,6802902000.0
2098.0,4284290800.0,4815001000.0,4659355000.0,3527547100.0,4073110300.0,1639304200.0,4403477000.0,5227223000.0,4005549000.0,5755695600.0,6870641700.0
2099.0,4231259100.0,4749498000.0,4630306000.0,3474814000.0,3975652600.0,1620741600.0,4310704000.0,5208945000.0,3968572200.0,5392585000.0,6862579700.0
2100.0,4179213300.0,4718494700.0,4612088300.0,3483899100.0,4019672000.0,1607329000.0,4259630000.0,5308019000.0,3920234500.0,5345636400.0,6720718000.0
