time,CCSM4,CSIRO-MK3-6-0,MPI-ESM-LR,CNRM-CM5,CANESM2,GISS-E2-R,GFDL-CM3,CESM1-CAM5,NORESM1-M,GFDL-ESM2G,IPSL-CM5A-LR
2013.0,3052667400.0,3052667400.0,3052667400.0,3052667400.0,3052667400.0,3052667400.0,3052667400.0,3052667400.0,3052667400.0,3052667400.0,3052667400.0
2014.0,2943952100.0,2943952100.0,2943952100.0,2943952100.0,2943952100.0,2943952100.0,2943952100.0,2943952100.0,2943952100.0,2943952100.0,2943952100.0
2015.0,2911599600.0,2911599600.0,2911599600.0,2911599600.0,2911599600.0,2911599600.0,2911599600.0,2911599600.0,2911599600.0,2911599600.0,2911599600.0
2016.0,3242674200.0,3242674200.0,3242674200.0,3242674200.0,3242674200.0,3242674200.0,3242674200.0,3242674200.0,3242674200.0,3242674200.0,3242674200.0
2017.0,2965335000.0,2965335000.0,2965335000.0,2965335000.0,2965335000.0,2965335000.0,2965335000.0,2965335000.0,2965335000.0,2965335000.0,2965335000.0
2018.0,3044245500.0,3044245500.0,3044245500.0,3044245500.0,3044245500.0,3044245500.0,3044245500.0,3044245500.0,3044245500.0,3044245500.0,3044245500.0
2019.0,2894116600.0,2894116600.0,2894116600.0,2894116600.0,2894116600.0,2894116600.0,2894116600.0,2894116600.0,2894116600.0,2894116600.0,2894116600.0
2020.0,2928172500.0,2928172500.0,2928172500.0,2928172500.0,2928172500.0,2928172500.0,2928172500.0,2928172500.0,2928172500.0,2928172500.0,2928172500.0
2021.0,2860176600.0,3051868400.0,2898002700.0,2873802000.0,2876841500.0,2875824400.0,2863445500.0,2864152000.0,2931801000.0,2867451600.0,2877225700.0
2022.0,2860223500.0,2998924800.0,2851060000.0,2885342200.0,2863028000.0,2858816300.0,2835668000.0,2838587400.0,2897410600.0,2863265800.0,2851393300.0
2023.0,3094305000.0,2952869400.0,2844901600.0,2863614000.0,2840102700.0,2884960000.0,2818793700.0,2823057000.0,2852052500.0,2866934000.0,2902324200.0
2024.0,2968822500.0,2915460000.0,2884471000.0,2844164400.0,2885012500.0,2854995500.0,2792508400.0,2817316000.0,2852994300.0,2849717500.0,3140270600.0
2025.0,3195402000.0,2923049000.0,2832974800.0,2820252700.0,2813673200.0,2881558300.0,2771725300.0,2802232800.0,2851562500.0,2847023600.0,2889827800.0
2026.0,2934334700.0,2861938200.0,2989210600.0,2802253300.0,2805400800.0,2855187500.0,2755298000.0,2787079000.0,2848443000.0,2843175400.0,2824139000.0
2027.0,2877148400.0,2856114700.0,2830583300.0,3122790000.0,2778327600.0,2811302000.0,2706922800.0,2752098600.0,2884976400.0,2830645200.0,2790244000.0
2028.0,2839311600.0,2821557000.0,2810902300.0,2871711500.0,2755062500.0,2788050700.0,2654365400.0,2998641000.0,2812873500.0,2909095700.0,2866300000.0
2029.0,2832006000.0,2804622000.0,2775000600.0,2774422000.0,2729941000.0,2773421000.0,2618722300.0,2743728000.0,2799162400.0,2811777000.0,2752923000.0
2030.0,2773191700.0,2781187000.0,2772242200.0,2760830700.0,2742965000.0,2757598200.0,2581192400.0,2707285800.0,2778025500.0,2787799300.0,2725037300.0
2031.0,2768924000.0,2769281000.0,2767955000.0,2756600600.0,2836042000.0,2730601700.0,2519215000.0,2676517000.0,2764819500.0,2765150700.0,2683735800.0
2032.0,2739394300.0,2780716300.0,2740044300.0,2702838000.0,2697814000.0,2707805000.0,2470954500.0,2643429600.0,2748510500.0,2797594600.0,2648159000.0
2033.0,2811896300.0,2729518300.0,2719480000.0,2694363000.0,2666917600.0,2683302700.0,2412960800.0,2642086400.0,2725815000.0,2730045200.0,2616621600.0
2034.0,2761493200.0,2718016500.0,2709792800.0,2763192000.0,2645220000.0,2659895300.0,2381968400.0,2586209800.0,2742492400.0,2707897900.0,2611269400.0
2035.0,2704199000.0,2694081500.0,2683549400.0,2725874400.0,2615440600.0,2632062200.0,2324254500.0,2550819800.0,2690073900.0,2696179200.0,2561519900.0
2036.0,2674138000.0,2672164900.0,2654991600.0,2635803400.0,2598434600.0,2610666200.0,2270067000.0,2507026200.0,2671114500.0,2668903700.0,2518024400.0
2037.0,2698228000.0,2646520000.0,2626854100.0,2688074000.0,2579149300.0,2577327600.0,2215164000.0,2489391000.0,2648586500.0,2732204800.0,2487282400.0
2038.0,2626782200.0,2621882000.0,2614301700.0,2609301200.0,2535026200.0,2540087800.0,2154246700.0,2446301700.0,2621744400.0,2645759500.0,2416809500.0
2039.0,2596694000.0,2585522400.0,2581986800.0,2585172200.0,2494824700.0,2508145200.0,2099531300.0,2400888300.0,2582806800.0,2609686500.0,2373860000.0
2040.0,2612151300.0,2565689600.0,2542423800.0,2546226200.0,2478133000.0,2469854700.0,2042516400.0,2335548000.0,2539423500.0,2575865300.0,2311593000.0
2041.0,2616881200.0,2543376100.0,2503706600.0,2519372000.0,2402956500.0,2400568600.0,1998768600.0,2296527000.0,2530824200.0,2552276200.0,2236677400.0
2042.0,2623866000.0,2508531000.0,2456800000.0,2502722800.0,2364072000.0,2350830800.0,1908239600.0,2239254800.0,2522156500.0,2542600000.0,2255453400.0
2043.0,2514964700.0,2460950300.0,2412664000.0,2467308000.0,2331376600.0,2303647700.0,1847379700.0,2178943500.0,2464729900.0,2484278300.0,2146346100.0
2044.0,2489285600.0,2420136000.0,2392367600.0,2438230300.0,2287012600.0,2254402600.0,1784027000.0,2124104100.0,2424557600.0,2439728600.0,2113599500.0
2045.0,2458839000.0,2379658800.0,2343835400.0,2507571700.0,2241339400.0,2218170400.0,1725341000.0,2064896300.0,2418711600.0,2399207000.0,2049713500.0
2046.0,2459232300.0,2350808600.0,2287722000.0,2387976200.0,2185430300.0,2173411600.0,1654895600.0,2001797900.0,2372006000.0,2353288700.0,1979231500.0
2047.0,2393129200.0,2311659800.0,2242824700.0,2318960000.0,2123504900.0,2106199200.0,1619687000.0,1973320200.0,2486257000.0,2317483800.0,1915407200.0
2048.0,2351817500.0,2382912800.0,2205164500.0,2254242800.0,2055920000.0,2061345400.0,1596669700.0,1883464100.0,2365032400.0,2264510200.0,1857558400.0
2049.0,2313801200.0,2247096300.0,2165321700.0,2208104000.0,1987611100.0,2019176000.0,1539306000.0,1829358200.0,2298084600.0,2216193800.0,1794051100.0
2050.0,2336731000.0,2223283200.0,2120236900.0,2164783900.0,1921167200.0,1954214300.0,1526960500.0,1804723300.0,2249082400.0,2182244600.0,1716204900.0
2051.0,2261201000.0,2201365000.0,2105353700.0,2145878800.0,1870843400.0,1939443200.0,1507595000.0,1710830300.0,2203640600.0,2128187800.0,1658971500.0
2052.0,2189348000.0,2156641000.0,2044270200.0,2123224700.0,1793127200.0,1882288400.0,1468737500.0,1640807600.0,2294182400.0,2083543200.0,1593386900.0
2053.0,2153250800.0,2160533000.0,1995297500.0,2125818900.0,1712456000.0,1854071200.0,1500468600.0,1559406500.0,2153363200.0,2041266600.0,1559463000.0
2054.0,2108728700.0,2213482500.0,1983782300.0,2031264000.0,1656415000.0,1815695500.0,1413504100.0,1492872800.0,2113756700.0,1963413200.0,1547326100.0
2055.0,2045364500.0,2271645200.0,1920753800.0,1980662900.0,1610288100.0,1769083500.0,1363813900.0,1412697100.0,2071321300.0,1916254100.0,1487472000.0
2056.0,2007142300.0,2289008000.0,1892055800.0,1942832900.0,1555830700.0,1761672800.0,1314225700.0,1366539300.0,2047961000.0,1909611600.0,1412969000.0
2057.0,2037393500.0,2115180900.0,1853860200.0,1876591200.0,1511446000.0,1675667700.0,1274128600.0,1313862900.0,2051293000.0,1852584400.0,1376681200.0
2058.0,1931671200.0,2070756900.0,1839235100.0,1849128000.0,1444594700.0,1642431900.0,1236394900.0,1276866300.0,1970310300.0,1818813200.0,1333367200.0
2059.0,1877497700.0,2037538400.0,1781937000.0,1795717500.0,1409255400.0,1599190800.0,1204620300.0,1237196800.0,1928348400.0,1761269600.0,1299644800.0
2060.0,1826901900.0,1980200100.0,1752331500.0,1837593900.0,1347953500.0,1569573400.0,1184133200.0,1201804000.0,1938128400.0,1740718100.0,1257884000.0
2061.0,1771766700.0,1929387400.0,1724200600.0,1729411300.0,1324856200.0,1521151900.0,1219543800.0,1158144500.0,1876142100.0,1712243500.0,1283871700.0
2062.0,1742133400.0,2157237200.0,1748915800.0,1692811900.0,1280291700.0,1472036900.0,1135431000.0,1109209100.0,1908733600.0,1705426000.0,1187930500.0
2063.0,1694766700.0,1925055500.0,1745640800.0,1665900300.0,1247041300.0,1429009500.0,1095853800.0,1073202370.0,1816449500.0,1650162300.0,1148454900.0
2064.0,1718356000.0,1890559700.0,1665079800.0,1624206000.0,1209451100.0,1420881400.0,1057157000.0,1044340000.0,1778616600.0,1608821600.0,1245278600.0
2065.0,1658206600.0,1945219600.0,1637970200.0,1691042200.0,1162346100.0,1364340000.0,1023283140.0,1034858200.0,1852809000.0,1558745700.0,1102294400.0
2066.0,1570248800.0,1961456300.0,1617216600.0,1600488100.0,1121282000.0,1329474400.0,988809900.0,998870500.0,1742711800.0,1518723500.0,1042518500.0
2067.0,1526332300.0,1803489900.0,1610665300.0,1583592100.0,1086330500.0,1307993300.0,957827800.0,976207940.0,1705170200.0,1469579300.0,999023940.0
2068.0,1493074300.0,1764462300.0,1552147600.0,1540011000.0,1057482900.0,1262869200.0,919802000.0,949180300.0,1635619500.0,1425394800.0,968343740.0
2069.0,1453603100.0,1771903900.0,1521236900.0,1501957500.0,1028796800.0,1240654100.0,884650240.0,953797500.0,1674738600.0,1384114700.0,948150800.0
2070.0,1414065400.0,1802163200.0,1477628300.0,1468388700.0,1006467500.0,1213748700.0,856812540.0,905386750.0,1572438300.0,1378596000.0,924969100.0
2071.0,1358352000.0,1993311100.0,1432817000.0,1467578100.0,982449860.0,1199840800.0,822461000.0,880381060.0,1538708700.0,1334038800.0,873384770.0
2072.0,1338327600.0,1766104700.0,1402897000.0,1406083700.0,948073800.0,1163424900.0,794008770.0,859555400.0,1513259900.0,1298971900.0,848092860.0
2073.0,1295715500.0,1716824400.0,1358115700.0,1356783100.0,935271000.0,1136773500.0,769420350.0,856136600.0,1491404800.0,1282287200.0,818730000.0
2074.0,1253949000.0,1725119700.0,1690951000.0,1315413600.0,906221250.0,1109930200.0,746025860.0,845069760.0,1489961600.0,1247952900.0,796708600.0
2075.0,1232523800.0,1696649500.0,1390055800.0,1273618300.0,874104640.0,1080145400.0,726988300.0,800097100.0,1422417800.0,1206249600.0,769944960.0
2076.0,1184641700.0,1888578800.0,1422087400.0,1230113200.0,1291304300.0,1059270700.0,708691260.0,765150900.0,1381121500.0,1180249500.0,767549440.0
2077.0,1162641300.0,1814895400.0,1298885000.0,1210365300.0,837578300.0,1040329900.0,687341060.0,746636160.0,1350206100.0,1173178100.0,727371840.0
2078.0,1130769000.0,1913399700.0,1256867700.0,1170998400.0,808377900.0,1012598300.0,669909900.0,713274500.0,1318192800.0,1134991500.0,704526850.0
2079.0,1120296100.0,1908264800.0,1227096400.0,1128216600.0,783103940.0,1036509250.0,650316500.0,690660900.0,1284982500.0,1107926400.0,678821700.0
2080.0,1084474400.0,1851329500.0,1197197600.0,1089737900.0,765931600.0,1025118140.0,629023550.0,670645060.0,1246617600.0,1109507700.0,655488200.0
2081.0,1061537100.0,1688559500.0,1351491800.0,1064900900.0,750253000.0,1257141900.0,601141600.0,646426400.0,1226258300.0,1065654660.0,635669060.0
2082.0,1032521500.0,1925578000.0,1197565800.0,1048762600.0,732401400.0,957003400.0,585563000.0,621331500.0,1213195900.0,1041793150.0,624664200.0
2083.0,1005107100.0,1726170400.0,1159272800.0,1026102200.0,736707460.0,943160800.0,567716500.0,601810370.0,1171045600.0,1032736400.0,609067140.0
2084.0,968225600.0,1686207700.0,1128440300.0,1000543600.0,720096300.0,911359800.0,547420860.0,585143900.0,1147713500.0,988708800.0,584660900.0
2085.0,953614140.0,1635804700.0,1104886000.0,1365566700.0,688647500.0,1165451800.0,532764450.0,568394800.0,1124280000.0,993598100.0,568757250.0
2086.0,962509250.0,1676018600.0,1098387700.0,965454850.0,668301600.0,895616800.0,515591870.0,545253300.0,1237419000.0,954358300.0,546538750.0
2087.0,934563260.0,1631790600.0,1057414850.0,1012093250.0,650563650.0,865682200.0,497254240.0,524423500.0,1102940500.0,934226500.0,534806500.0
2088.0,906475600.0,1591237800.0,1019819100.0,942169200.0,624025200.0,858137800.0,477386780.0,509777280.0,1115932400.0,977595460.0,518909020.0
2089.0,884905000.0,1507076500.0,1002431100.0,929580860.0,603066400.0,836203970.0,462512540.0,523834800.0,1052731650.0,908643500.0,501231200.0
2090.0,861500100.0,1492675100.0,969530750.0,902565760.0,585219650.0,808742600.0,441629440.0,489229400.0,1053829400.0,881840100.0,491419260.0
2091.0,843592260.0,1470473200.0,961631600.0,877924200.0,573087900.0,861010900.0,424349340.0,468255230.0,1016838140.0,865157900.0,475736420.0
2092.0,900913200.0,1442749300.0,936984100.0,852545400.0,550817900.0,783912100.0,405335550.0,453267780.0,991209200.0,853466750.0,464390820.0
2093.0,819810400.0,1422147600.0,1114236300.0,836419460.0,537486600.0,762211140.0,396425440.0,428900260.0,966352500.0,839750200.0,448904830.0
2094.0,801192500.0,1485559900.0,924739000.0,818033500.0,521762370.0,744278460.0,379450100.0,408235400.0,950738560.0,831260160.0,431880640.0
2095.0,778947700.0,1403063700.0,1001419500.0,851276000.0,502748480.0,725667500.0,361362000.0,399391800.0,940200000.0,811124100.0,418978400.0
2096.0,765546940.0,1368262800.0,933954300.0,1384455700.0,486288540.0,705962300.0,348639680.0,386850620.0,921675140.0,798803200.0,412585630.0
2097.0,751525760.0,1367559800.0,882607700.0,815078660.0,480414750.0,690689400.0,337087580.0,372221400.0,893800600.0,772447040.0,402687970.0
2098.0,854235260.0,1328975200.0,1024876350.0,770046140.0,462038370.0,670562600.0,329176900.0,364514340.0,894149500.0,760025500.0,383395740.0
2099.0,727689660.0,1833001200.0,842782300.0,752553540.0,448399520.0,654122700.0,314192200.0,347473060.0,859339260.0,748068800.0,363988930.0
2100.0,701098750.0,1557615900.0,869169300.0,734925950.0,438497060.0,628728000.0,302797660.0,337172960.0,840867900.0,726775740.0,346880580.0
