time,TAIESM1,CESM2-WACCM,MPI-ESM1-2-HR,IPSL-CM6A-LR,GFDL-ESM4,MRI-ESM2-0,KACE-1-0-G,IITM-ESM,UKESM1-0-LL
2021.0,4263417500000.0,4273205100000.0,4254338600000.0,4270389700000.0,4250367000000.0,4304761500000.0,4279766600000.0,4237298200000.0,4260495600000.0
2022.0,4240595700000.0,4242968700000.0,4236782600000.0,4258648600000.0,4224580800000.0,4293296000000.0,4267541300000.0,4171679400000.0,4218218000000.0
2023.0,4220726500000.0,4203945700000.0,4197439800000.0,4222920700000.0,4212683200000.0,4269514400000.0,4215696300000.0,4089462400000.0,4201179300000.0
2024.0,4188560700000.0,4150846600000.0,4158320500000.0,4197617500000.0,4176124000000.0,4233659200000.0,4179567600000.0,4041052000000.0,4168882600000.0
2025.0,4147281700000.0,4120387500000.0,4130519600000.0,4165156500000.0,4129650400000.0,4234248700000.0,4148510900000.0,3997172500000.0,4132472600000.0
2026.0,4118613600000.0,4086803700000.0,4123590400000.0,4128088500000.0,4095884000000.0,4217691400000.0,4100090500000.0,3931923300000.0,4083046700000.0
2027.0,4073815800000.0,4028220600000.0,4103497000000.0,4067237600000.0,4049713000000.0,4210687200000.0,4069893300000.0,3868676300000.0,4029825000000.0
2028.0,4025834000000.0,3977973300000.0,4090996200000.0,4026446000000.0,4032032700000.0,4166362600000.0,3997385000000.0,3830362000000.0,3996625100000.0
2029.0,3999868400000.0,3934614000000.0,4069692500000.0,3983503300000.0,3998381200000.0,4124865200000.0,3976502700000.0,3782463700000.0,3926441600000.0
2030.0,3959182900000.0,3879374200000.0,4058138000000.0,3972020600000.0,3974140000000.0,4084347200000.0,3954230400000.0,3742012000000.0,3864558600000.0
2031.0,3906931800000.0,3849520400000.0,4045537500000.0,3947055300000.0,3944661400000.0,4055947000000.0,3935699000000.0,3690826600000.0,3819984000000.0
2032.0,3851871000000.0,3833620600000.0,4040971000000.0,3916189700000.0,3921972000000.0,4044543500000.0,3905231300000.0,3641661500000.0,3756501200000.0
2033.0,3793395600000.0,3771120200000.0,4022231400000.0,3887071500000.0,3886632100000.0,4025391300000.0,3842233900000.0,3584821600000.0,3712481000000.0
2034.0,3744215300000.0,3729567500000.0,3995985500000.0,3869365500000.0,3871456600000.0,4010179800000.0,3807623500000.0,3536968700000.0,3650901200000.0
2035.0,3707073200000.0,3672239000000.0,3967788800000.0,3844282000000.0,3854423600000.0,4003932400000.0,3801455300000.0,3487796800000.0,3613051000000.0
2036.0,3651118600000.0,3596951500000.0,3958040200000.0,3787141000000.0,3823263300000.0,3980742000000.0,3774248000000.0,3435857200000.0,3575456700000.0
2037.0,3606374000000.0,3554706200000.0,3929538600000.0,3746287000000.0,3782911200000.0,3955429500000.0,3746039300000.0,3384108400000.0,3534678700000.0
2038.0,3555788600000.0,3541854600000.0,3917378200000.0,3706107200000.0,3767270600000.0,3915198000000.0,3724083200000.0,3347082400000.0,3503361400000.0
2039.0,3521486300000.0,3484930300000.0,3907596300000.0,3686224000000.0,3746677000000.0,3886210400000.0,3699529200000.0,3310976500000.0,3473478500000.0
2040.0,3497200700000.0,3448567000000.0,3908207000000.0,3629905300000.0,3718623800000.0,3860870200000.0,3659056000000.0,3250728200000.0,3440244200000.0
2041.0,3463566600000.0,3399222800000.0,3876528300000.0,3576141400000.0,3716954500000.0,3847905600000.0,3612619600000.0,3202385400000.0,3401863100000.0
2042.0,3424940000000.0,3373367600000.0,3865877200000.0,3521280500000.0,3694592500000.0,3836094700000.0,3574948200000.0,3160910900000.0,3353025700000.0
2043.0,3379895500000.0,3365215400000.0,3827905000000.0,3492487600000.0,3673376200000.0,3820433700000.0,3544646400000.0,3130653700000.0,3308194400000.0
2044.0,3326839000000.0,3342006500000.0,3790887200000.0,3456439400000.0,3640722000000.0,3786849000000.0,3500146400000.0,3067685600000.0,3275052300000.0
2045.0,3296001000000.0,3290221800000.0,3762715400000.0,3406037800000.0,3609783000000.0,3749694000000.0,3459417400000.0,3010931000000.0,3238300500000.0
2046.0,3245763200000.0,3255590500000.0,3728939700000.0,3379281000000.0,3599077700000.0,3720049600000.0,3426447000000.0,2955833000000.0,3196902200000.0
2047.0,3202179100000.0,3197444300000.0,3701834500000.0,3344237600000.0,3573036000000.0,3702757300000.0,3396037800000.0,2916254200000.0,3153820600000.0
2048.0,3152652500000.0,3162143000000.0,3660279700000.0,3307813000000.0,3554002900000.0,3676297200000.0,3370807000000.0,2835407000000.0,3106234200000.0
2049.0,3117235300000.0,3107739700000.0,3617959400000.0,3268240500000.0,3517956000000.0,3650360700000.0,3349338000000.0,2790864200000.0,3068858700000.0
2050.0,3086013200000.0,3050020300000.0,3603768000000.0,3232156400000.0,3482267000000.0,3620581100000.0,3311252800000.0,2734661800000.0,3013726200000.0
2051.0,3042680000000.0,3015192000000.0,3577524000000.0,3217205000000.0,3464947000000.0,3590682800000.0,3290605300000.0,2686215800000.0,2971802000000.0
2052.0,2994913400000.0,2983264000000.0,3537611300000.0,3185026800000.0,3452137600000.0,3549127500000.0,3249142800000.0,2631443200000.0,2947728300000.0
2053.0,2956777200000.0,2946556500000.0,3521016000000.0,3156387600000.0,3430750600000.0,3511573300000.0,3221659300000.0,2585536800000.0,2909926300000.0
2054.0,2927781000000.0,2918553700000.0,3520408600000.0,3125128200000.0,3399092500000.0,3510108200000.0,3197960700000.0,2546949000000.0,2853138000000.0
2055.0,2889061800000.0,2882620000000.0,3515566000000.0,3097132800000.0,3365012800000.0,3496478800000.0,3152077000000.0,2518919000000.0,2794856400000.0
2056.0,2853822500000.0,2835430000000.0,3498260000000.0,3054619900000.0,3336626200000.0,3465210800000.0,3115535300000.0,2472592300000.0,2759919700000.0
2057.0,2819287700000.0,2768418600000.0,3457766400000.0,3024860200000.0,3314769200000.0,3438074100000.0,3096100200000.0,2432258000000.0,2718658000000.0
2058.0,2761609400000.0,2733770300000.0,3422944500000.0,2992013300000.0,3289960400000.0,3400921800000.0,3081082500000.0,2383453400000.0,2688852700000.0
2059.0,2735533000000.0,2711945500000.0,3387862500000.0,2973627800000.0,3262640300000.0,3354155300000.0,3049966500000.0,2348594500000.0,2655303000000.0
2060.0,2688181900000.0,2669241700000.0,3357668300000.0,2953575100000.0,3237505100000.0,3323791400000.0,3012113700000.0,2316575700000.0,2621371000000.0
2061.0,2635713000000.0,2615014900000.0,3346834000000.0,2930201300000.0,3220123200000.0,3309210000000.0,2989958400000.0,2277081400000.0,2579258000000.0
2062.0,2597352600000.0,2565775300000.0,3329671000000.0,2890965500000.0,3202184000000.0,3294117000000.0,2969796300000.0,2242151400000.0,2550747600000.0
2063.0,2571909500000.0,2535833500000.0,3308126700000.0,2864066300000.0,3181797700000.0,3258983600000.0,2925947300000.0,2198661500000.0,2486404600000.0
2064.0,2530336600000.0,2488211300000.0,3288596200000.0,2845758700000.0,3154938200000.0,3213998400000.0,2873736600000.0,2156101600000.0,2455777600000.0
2065.0,2490182400000.0,2453234500000.0,3258540000000.0,2830624000000.0,3128091200000.0,3208904000000.0,2844889200000.0,2111289600000.0,2425915000000.0
2066.0,2454053000000.0,2415304400000.0,3219047800000.0,2817012000000.0,3122735600000.0,3172934400000.0,2804195300000.0,2072166000000.0,2411778000000.0
2067.0,2409449400000.0,2395187700000.0,3198821900000.0,2794819000000.0,3097035300000.0,3178763000000.0,2784710400000.0,2035437800000.0,2387804200000.0
2068.0,2360683800000.0,2355340500000.0,3181187400000.0,2753768000000.0,3071546800000.0,3157398700000.0,2743257500000.0,1993016200000.0,2353852800000.0
2069.0,2321776600000.0,2315203000000.0,3160003000000.0,2724136200000.0,3042749700000.0,3137730200000.0,2706870000000.0,1964987300000.0,2327762000000.0
2070.0,2283890300000.0,2293247000000.0,3133159200000.0,2694383100000.0,3020443400000.0,3106808000000.0,2675212600000.0,1939645700000.0,2308629000000.0
2071.0,2251125400000.0,2261614300000.0,3137380500000.0,2673931700000.0,2998225300000.0,3076307600000.0,2632121800000.0,1904145100000.0,2265762500000.0
2072.0,2206436000000.0,2222992400000.0,3102560200000.0,2642588200000.0,2995759600000.0,3050748200000.0,2594370700000.0,1872571100000.0,2239056800000.0
2073.0,2182767300000.0,2195002400000.0,3068760700000.0,2611614600000.0,2969581600000.0,3028518400000.0,2563940300000.0,1845822200000.0,2200277600000.0
2074.0,2155826200000.0,2167362200000.0,3040899200000.0,2585561100000.0,2957279200000.0,3011444200000.0,2503230400000.0,1800871600000.0,2170442700000.0
2075.0,2104296500000.0,2116603100000.0,3008194200000.0,2563619400000.0,2945784000000.0,2982517400000.0,2478746600000.0,1777957000000.0,2141589300000.0
2076.0,2056162000000.0,2068999200000.0,2980508000000.0,2549435600000.0,2915658400000.0,2930332400000.0,2454857000000.0,1747254600000.0,2108290900000.0
2077.0,2032867500000.0,2041192900000.0,2967237000000.0,2525131200000.0,2888489000000.0,2883601600000.0,2415875900000.0,1719057000000.0,2055248300000.0
2078.0,1993853000000.0,2026190700000.0,2958629300000.0,2505807500000.0,2849312600000.0,2858782000000.0,2382325400000.0,1686684300000.0,2012415000000.0
2079.0,1969963800000.0,1990117700000.0,2924456700000.0,2488490300000.0,2827054000000.0,2849408300000.0,2365240600000.0,1653375100000.0,1976397000000.0
2080.0,1927123200000.0,1944022500000.0,2908707400000.0,2462122800000.0,2820135500000.0,2829101000000.0,2337732600000.0,1617087300000.0,1938455300000.0
2081.0,1883647400000.0,1903677400000.0,2888212400000.0,2444035600000.0,2806294200000.0,2795817000000.0,2309346000000.0,1583273300000.0,1907918000000.0
2082.0,1851988600000.0,1862435600000.0,2851971500000.0,2428150500000.0,2775115600000.0,2758890200000.0,2275422200000.0,1554464200000.0,1872797100000.0
2083.0,1816693700000.0,1834195200000.0,2843744000000.0,2404591300000.0,2751111000000.0,2738726600000.0,2228072000000.0,1528807400000.0,1849404400000.0
2084.0,1775276100000.0,1799302300000.0,2829539300000.0,2385546300000.0,2731452000000.0,2722748000000.0,2192017900000.0,1506459300000.0,1805956300000.0
2085.0,1741836400000.0,1768432900000.0,2818017000000.0,2349807000000.0,2731224000000.0,2695120300000.0,2174976900000.0,1471425000000.0,1772261100000.0
2086.0,1714926600000.0,1732362600000.0,2803878300000.0,2313788900000.0,2709946400000.0,2663103900000.0,2151968900000.0,1443237300000.0,1736571900000.0
2087.0,1688784500000.0,1698375300000.0,2798730600000.0,2293237500000.0,2685576200000.0,2629436200000.0,2120687300000.0,1409385500000.0,1713780400000.0
2088.0,1665727300000.0,1670452500000.0,2784626200000.0,2271913000000.0,2668221400000.0,2602647000000.0,2084969400000.0,1377243600000.0,1684093100000.0
2089.0,1635289500000.0,1643949700000.0,2764750000000.0,2246941300000.0,2653151600000.0,2591336400000.0,2059541500000.0,1348711400000.0,1653444300000.0
2090.0,1605520000000.0,1621590100000.0,2757022400000.0,2223945000000.0,2649167000000.0,2565784500000.0,2033614500000.0,1317996900000.0,1617035700000.0
2091.0,1575646900000.0,1605139400000.0,2742640700000.0,2194721300000.0,2628054700000.0,2546230400000.0,2017052300000.0,1296295400000.0,1581563100000.0
2092.0,1543505400000.0,1572495600000.0,2723725000000.0,2180792300000.0,2602391300000.0,2510716000000.0,1997069200000.0,1281087500000.0,1551900300000.0
2093.0,1513567700000.0,1539340200000.0,2707954600000.0,2150002000000.0,2588248400000.0,2488050000000.0,1974984100000.0,1262094100000.0,1515400100000.0
2094.0,1469336400000.0,1508986800000.0,2701176900000.0,2133683700000.0,2560293900000.0,2458136600000.0,1930180400000.0,1236180100000.0,1486346800000.0
2095.0,1437790100000.0,1492020800000.0,2683813500000.0,2109361800000.0,2542911600000.0,2437342600000.0,1916800000000.0,1215336800000.0,1470359100000.0
2096.0,1413372700000.0,1451762100000.0,2662969400000.0,2086101000000.0,2529350400000.0,2433731500000.0,1887308200000.0,1198121000000.0,1452909800000.0
2097.0,1379011000000.0,1418166400000.0,2662444800000.0,2064101500000.0,2523269700000.0,2409823200000.0,1865819000000.0,1177856100000.0,1426444500000.0
2098.0,1349833900000.0,1396584500000.0,2633467700000.0,2036563800000.0,2496956200000.0,2396591800000.0,1850567800000.0,1164619200000.0,1412034100000.0
2099.0,1323553100000.0,1372412200000.0,2610291000000.0,2022673400000.0,2467510000000.0,2378052100000.0,1830332100000.0,1143713400000.0,1398399700000.0
2100.0,1304529500000.0,1336290600000.0,2584829500000.0,2002906800000.0,2442346600000.0,2358053700000.0,1804613200000.0,1123993300000.0,1381002100000.0
