time,CESM2-WACCM,TAIESM1,CNRM-CM6-1,CANESM5,MIROC6,MPI-ESM1-2-HR,EC-EARTH3,IPSL-CM6A-LR,KACE-1-0-G,MRI-ESM2-0,GFDL-ESM4,UKESM1-0-LL,IITM-ESM,CNRM-ESM2-1
2021.0,4242065000000.0,4251367500000.0,4264835000000.0,4281093300000.0,4264027500000.0,4291443300000.0,4255893700000.0,4258361500000.0,4270376400000.0,4272449000000.0,4258485200000.0,4235822400000.0,4226697400000.0,4278109000000.0
2022.0,4181380800000.0,4225962600000.0,4214084900000.0,4237496200000.0,4232225200000.0,4272766000000.0,4227077200000.0,4220828800000.0,4245327200000.0,4242628700000.0,4234973800000.0,4179451400000.0,4172582700000.0,4257287000000.0
2023.0,4133070600000.0,4172724600000.0,4173825300000.0,4209238900000.0,4218288300000.0,4246401400000.0,4191767500000.0,4197533600000.0,4197141200000.0,4225066300000.0,4210515500000.0,4131007000000.0,4110376500000.0,4236623000000.0
2024.0,4085923400000.0,4118780800000.0,4128144600000.0,4163669900000.0,4209912800000.0,4224585000000.0,4153290000000.0,4190496600000.0,4177579000000.0,4212653000000.0,4176598500000.0,4097393800000.0,4066831500000.0,4197924200000.0
2025.0,4035409000000.0,4068101300000.0,4093512300000.0,4132140000000.0,4176815600000.0,4192075300000.0,4135117400000.0,4158650000000.0,4174033700000.0,4186790000000.0,4141358500000.0,4056521000000.0,3995197200000.0,4179507800000.0
2026.0,3968799000000.0,4022141200000.0,4039178500000.0,4106263700000.0,4141426100000.0,4182722700000.0,4079111400000.0,4105607800000.0,4151942000000.0,4163679000000.0,4091724000000.0,4006463400000.0,3932107800000.0,4160377800000.0
2027.0,3943602300000.0,3995027600000.0,3973591900000.0,4055252900000.0,4107001400000.0,4147245000000.0,4030453500000.0,4072444300000.0,4109673700000.0,4138723200000.0,4046955200000.0,3968124600000.0,3883627200000.0,4120192500000.0
2028.0,3914956500000.0,3948754200000.0,3939892700000.0,4002929700000.0,4068473000000.0,4118761200000.0,3978468800000.0,4043984900000.0,4077718600000.0,4086678700000.0,4009715600000.0,3947345700000.0,3830332000000.0,4079373500000.0
2029.0,3868932700000.0,3898291800000.0,3866219200000.0,3971870400000.0,4009923700000.0,4090887100000.0,3949400200000.0,4001979000000.0,4048519200000.0,4064792500000.0,3973823900000.0,3910171600000.0,3758509500000.0,4045824900000.0
2030.0,3836450200000.0,3855327000000.0,3833061400000.0,3958597700000.0,3957100400000.0,4063841000000.0,3901340300000.0,3938211300000.0,3998976800000.0,4028566900000.0,3934046400000.0,3883034500000.0,3675131200000.0,4034147000000.0
2031.0,3812192700000.0,3814590500000.0,3794318000000.0,3927953400000.0,3888342400000.0,4040301500000.0,3864274100000.0,3897567700000.0,3967481500000.0,4005417000000.0,3896280400000.0,3843264000000.0,3632648700000.0,3986807300000.0
2032.0,3769500000000.0,3773922000000.0,3764912000000.0,3880516000000.0,3874768800000.0,4000395000000.0,3831690000000.0,3850273800000.0,3937268400000.0,3977465000000.0,3856095200000.0,3807642400000.0,3588049000000.0,3954344700000.0
2033.0,3741188600000.0,3731720000000.0,3718762000000.0,3847675000000.0,3849944300000.0,3972293700000.0,3780758500000.0,3805690500000.0,3880007800000.0,3962701600000.0,3818231700000.0,3781970000000.0,3537084600000.0,3932665200000.0
2034.0,3694164700000.0,3643718800000.0,3704585500000.0,3817580500000.0,3832846700000.0,3946571000000.0,3727836800000.0,3785167000000.0,3873030300000.0,3939963800000.0,3768293800000.0,3749098600000.0,3471868400000.0,3893432000000.0
2035.0,3665822000000.0,3571608000000.0,3666870500000.0,3784855800000.0,3785917000000.0,3928922500000.0,3710550500000.0,3748076000000.0,3851029800000.0,3919941200000.0,3749881800000.0,3687721200000.0,3413163000000.0,3853402500000.0
2036.0,3616187400000.0,3539771300000.0,3626303500000.0,3757091300000.0,3747491300000.0,3917017300000.0,3666978000000.0,3712190500000.0,3825575700000.0,3897634000000.0,3735946500000.0,3624415000000.0,3346420200000.0,3825678400000.0
2037.0,3568640700000.0,3499479800000.0,3591786000000.0,3728800700000.0,3706911000000.0,3908253000000.0,3633267000000.0,3682833500000.0,3788109800000.0,3869565300000.0,3695709800000.0,3582120000000.0,3289816200000.0,3802632600000.0
2038.0,3507193400000.0,3445625700000.0,3561564000000.0,3682508200000.0,3694623200000.0,3871066600000.0,3617509300000.0,3638833400000.0,3748296700000.0,3833354000000.0,3670476300000.0,3543061800000.0,3241832300000.0,3785295700000.0
2039.0,3480533600000.0,3401167100000.0,3504073600000.0,3641055600000.0,3676404400000.0,3859143200000.0,3589353500000.0,3610358000000.0,3705902500000.0,3792320000000.0,3631784000000.0,3496361300000.0,3188926000000.0,3766465600000.0
2040.0,3442653800000.0,3351329400000.0,3461580000000.0,3602577000000.0,3644020200000.0,3832543700000.0,3565402500000.0,3591311000000.0,3669384800000.0,3756761800000.0,3601611600000.0,3446041700000.0,3142012600000.0,3739724500000.0
2041.0,3407063300000.0,3309694400000.0,3430827000000.0,3567849300000.0,3621712800000.0,3795397000000.0,3527994500000.0,3568580200000.0,3623110600000.0,3719737000000.0,3568915200000.0,3388227500000.0,3091963000000.0,3686930800000.0
2042.0,3356792700000.0,3285199600000.0,3404074000000.0,3536719000000.0,3586874000000.0,3780820000000.0,3470481700000.0,3528599800000.0,3591016300000.0,3652562700000.0,3538192000000.0,3332315500000.0,3028086400000.0,3644462000000.0
2043.0,3305770800000.0,3236950400000.0,3362000000000.0,3490624600000.0,3548863000000.0,3755976400000.0,3427072700000.0,3481396600000.0,3560905000000.0,3605304000000.0,3507830400000.0,3284704400000.0,2979120000000.0,3608536000000.0
2044.0,3269149600000.0,3200410700000.0,3325319700000.0,3445613700000.0,3517563800000.0,3730807200000.0,3401274000000.0,3438378700000.0,3519786300000.0,3560574300000.0,3471657700000.0,3244295500000.0,2925168700000.0,3599304800000.0
2045.0,3225456700000.0,3158444300000.0,3296873700000.0,3379189800000.0,3497739700000.0,3711496000000.0,3375938000000.0,3374523400000.0,3488659500000.0,3532158700000.0,3439781000000.0,3215200400000.0,2856065200000.0,3568671700000.0
2046.0,3182311500000.0,3126187500000.0,3272939000000.0,3322528700000.0,3467740000000.0,3685954000000.0,3338923400000.0,3335660000000.0,3458101000000.0,3491281500000.0,3395787400000.0,3186125000000.0,2780563200000.0,3519706000000.0
2047.0,3153004600000.0,3069236700000.0,3231442500000.0,3275921300000.0,3420551000000.0,3650784600000.0,3286414000000.0,3301654400000.0,3427090300000.0,3459986200000.0,3374052500000.0,3149783600000.0,2716821000000.0,3481346500000.0
2048.0,3114668000000.0,3032086500000.0,3196897500000.0,3223896200000.0,3403656000000.0,3604739300000.0,3220578800000.0,3268468800000.0,3405331000000.0,3420024000000.0,3342554000000.0,3109719000000.0,2655577400000.0,3442392200000.0
2049.0,3064745700000.0,2980271400000.0,3162867200000.0,3186062000000.0,3388801000000.0,3574453800000.0,3196503500000.0,3231740000000.0,3380577000000.0,3378838800000.0,3304708600000.0,3071736300000.0,2585372700000.0,3408055200000.0
2050.0,3005534700000.0,2917621800000.0,3119675600000.0,3145172800000.0,3386760000000.0,3536194000000.0,3176451300000.0,3214820800000.0,3350846500000.0,3333344000000.0,3276178200000.0,3021408000000.0,2511302000000.0,3375343900000.0
2051.0,2985989800000.0,2868826000000.0,3077993100000.0,3106705500000.0,3357002200000.0,3488295200000.0,3132709100000.0,3196768200000.0,3322189000000.0,3289183000000.0,3268025800000.0,2962411200000.0,2456551200000.0,3315635600000.0
2052.0,2965050500000.0,2843937300000.0,3041195200000.0,3076677000000.0,3336573800000.0,3465084100000.0,3080613800000.0,3160556400000.0,3288618500000.0,3274677400000.0,3234036400000.0,2878318000000.0,2395793000000.0,3294898400000.0
2053.0,2926378700000.0,2799355000000.0,3004917400000.0,3032204400000.0,3314685800000.0,3432932200000.0,3029157300000.0,3114167000000.0,3235440500000.0,3251557600000.0,3194459800000.0,2818263700000.0,2342911500000.0,3255155300000.0
2054.0,2898545000000.0,2768661600000.0,2963474700000.0,3004063500000.0,3275795200000.0,3411966400000.0,3000237800000.0,3070853400000.0,3203756000000.0,3212138000000.0,3172972600000.0,2780761400000.0,2276265300000.0,3223659000000.0
2055.0,2839370300000.0,2716865100000.0,2932142500000.0,2958187000000.0,3265441000000.0,3380536000000.0,2967331000000.0,3038167200000.0,3174199500000.0,3195265000000.0,3135585400000.0,2716314000000.0,2225361000000.0,3204283000000.0
2056.0,2809364500000.0,2666229000000.0,2884584600000.0,2897326600000.0,3241274500000.0,3345192300000.0,2941434200000.0,3009578800000.0,3128921400000.0,3166502000000.0,3124391300000.0,2665830200000.0,2181154000000.0,3151899000000.0
2057.0,2758871600000.0,2626277900000.0,2856773200000.0,2844886600000.0,3198833100000.0,3299722400000.0,2903472000000.0,2976354700000.0,3077740400000.0,3135872700000.0,3092262000000.0,2604935200000.0,2126706000000.0,3119716000000.0
2058.0,2712540000000.0,2587358400000.0,2825957000000.0,2795588000000.0,3167815200000.0,3280188700000.0,2868755600000.0,2921078700000.0,3005216200000.0,3111135700000.0,3068214600000.0,2551142700000.0,2063769300000.0,3082682000000.0
2059.0,2691973500000.0,2551682700000.0,2793776000000.0,2769322800000.0,3152340300000.0,3251997800000.0,2831235000000.0,2897522500000.0,2955433200000.0,3086836600000.0,3040356600000.0,2515056000000.0,2010027100000.0,3025864200000.0
2060.0,2659752300000.0,2492900800000.0,2762548200000.0,2726704400000.0,3142340600000.0,3233416200000.0,2790827800000.0,2867270500000.0,2894745300000.0,3051412800000.0,3015801600000.0,2484242200000.0,1966014900000.0,2981389000000.0
2061.0,2605795200000.0,2447968000000.0,2737007200000.0,2685198700000.0,3117085000000.0,3221003200000.0,2749905800000.0,2810270200000.0,2862266700000.0,3017753000000.0,2991713700000.0,2438858800000.0,1915669000000.0,2946564600000.0
2062.0,2552003000000.0,2395460900000.0,2710102900000.0,2644959800000.0,3095999000000.0,3190780300000.0,2708526900000.0,2789990500000.0,2827067300000.0,3003080500000.0,2969623900000.0,2387726000000.0,1864716400000.0,2918225500000.0
2063.0,2498168600000.0,2356912600000.0,2673868500000.0,2598260200000.0,3066535300000.0,3147369500000.0,2674717600000.0,2751774600000.0,2799033400000.0,2974704700000.0,2950641700000.0,2334648000000.0,1812044300000.0,2896456000000.0
2064.0,2436880700000.0,2322668500000.0,2634591200000.0,2562394000000.0,3007902400000.0,3121955200000.0,2620289200000.0,2721168500000.0,2753589700000.0,2953692600000.0,2928817000000.0,2289385900000.0,1756979100000.0,2869463400000.0
2065.0,2393868900000.0,2277347700000.0,2586091700000.0,2520183000000.0,2986939300000.0,3105446200000.0,2572857000000.0,2683073500000.0,2720587300000.0,2919005000000.0,2897761500000.0,2241043000000.0,1702298400000.0,2843275200000.0
2066.0,2319607400000.0,2230341300000.0,2554434700000.0,2482811400000.0,2978859500000.0,3075228600000.0,2549482000000.0,2651310000000.0,2678529000000.0,2859471200000.0,2870260500000.0,2184749100000.0,1649752400000.0,2811786700000.0
2067.0,2270097800000.0,2178924700000.0,2523938000000.0,2428255000000.0,2935500800000.0,3045964400000.0,2512461000000.0,2607488400000.0,2623614200000.0,2815510400000.0,2836449500000.0,2122792600000.0,1598461800000.0,2790491700000.0
2068.0,2230814200000.0,2129494500000.0,2457254800000.0,2371878000000.0,2905834500000.0,3009665300000.0,2466642400000.0,2559523200000.0,2571621600000.0,2775736600000.0,2812344000000.0,2070266900000.0,1546870500000.0,2759949300000.0
2069.0,2175242700000.0,2074332000000.0,2418933000000.0,2323363400000.0,2867376000000.0,2977033400000.0,2414838500000.0,2527998800000.0,2532992000000.0,2729682700000.0,2792307300000.0,2001454100000.0,1498214200000.0,2732999300000.0
2070.0,2124754500000.0,2034502300000.0,2377319700000.0,2287071000000.0,2829363200000.0,2952973000000.0,2378844300000.0,2497085700000.0,2488732700000.0,2703004000000.0,2766201400000.0,1957502500000.0,1453709200000.0,2700077000000.0
2071.0,2062740000000.0,1980346100000.0,2337916300000.0,2236111400000.0,2751809700000.0,2918722800000.0,2352350500000.0,2456559800000.0,2438075800000.0,2676647800000.0,2739077400000.0,1910130600000.0,1400374000000.0,2655873000000.0
2072.0,2007754200000.0,1916750700000.0,2306509000000.0,2191932900000.0,2721345700000.0,2885249100000.0,2304211700000.0,2415194300000.0,2375084100000.0,2646993500000.0,2706937500000.0,1864768700000.0,1352490300000.0,2622833800000.0
2073.0,1932328700000.0,1872582000000.0,2240522000000.0,2142160400000.0,2679987500000.0,2859893000000.0,2254159200000.0,2380588400000.0,2304740200000.0,2612156400000.0,2697540700000.0,1818215200000.0,1303674900000.0,2585859500000.0
2074.0,1882185400000.0,1831675500000.0,2206831500000.0,2096672400000.0,2648746200000.0,2818319300000.0,2221523900000.0,2327886700000.0,2267511000000.0,2596972800000.0,2690210600000.0,1764883300000.0,1244289000000.0,2538618000000.0
2075.0,1840335200000.0,1774716800000.0,2166238600000.0,2044601700000.0,2619273400000.0,2782086000000.0,2172801400000.0,2295060800000.0,2216501700000.0,2563522700000.0,2660704700000.0,1717472500000.0,1192858100000.0,2502173000000.0
2076.0,1773819700000.0,1736255900000.0,2104674000000.0,1982359400000.0,2581301300000.0,2762746000000.0,2129222400000.0,2256143400000.0,2175769500000.0,2508835500000.0,2631536700000.0,1672313700000.0,1149020400000.0,2454649000000.0
2077.0,1719870700000.0,1693129800000.0,2049605600000.0,1928533900000.0,2544920400000.0,2733218500000.0,2079369500000.0,2214249000000.0,2145765600000.0,2478890800000.0,2604768700000.0,1613476800000.0,1100194600000.0,2404578800000.0
2078.0,1657551000000.0,1640448700000.0,2017681200000.0,1876299700000.0,2527973900000.0,2705472000000.0,2029996900000.0,2173657300000.0,2104147000000.0,2449631300000.0,2595838000000.0,1565078300000.0,1056245940000.0,2373402000000.0
2079.0,1622607900000.0,1582591200000.0,1980159400000.0,1823861600000.0,2500591400000.0,2690361900000.0,1987305300000.0,2138252500000.0,2067551600000.0,2433600500000.0,2568561600000.0,1520758200000.0,1011116400000.0,2340335600000.0
2080.0,1571082000000.0,1539376700000.0,1941776500000.0,1778910800000.0,2456894600000.0,2658220600000.0,1930977500000.0,2101249000000.0,2027310800000.0,2396335400000.0,2538140900000.0,1461564100000.0,966737700000.0,2311466500000.0
2081.0,1540135200000.0,1500449500000.0,1905794100000.0,1728866200000.0,2405600900000.0,2622342600000.0,1894565200000.0,2055268700000.0,1986166500000.0,2359311500000.0,2501646200000.0,1409886200000.0,928170440000.0,2257409500000.0
2082.0,1481262800000.0,1467157400000.0,1870659800000.0,1684552700000.0,2343876200000.0,2602774600000.0,1858543200000.0,2019371600000.0,1959737800000.0,2322904000000.0,2467702000000.0,1363123100000.0,885722640000.0,2206714000000.0
2083.0,1446963700000.0,1427426800000.0,1820736500000.0,1635687200000.0,2304590000000.0,2567631300000.0,1800125500000.0,1983566600000.0,1908139500000.0,2286790400000.0,2432703100000.0,1313725500000.0,843414600000.0,2158111600000.0
2084.0,1409857900000.0,1382221900000.0,1784884500000.0,1587951400000.0,2287710200000.0,2513904000000.0,1731220200000.0,1943173200000.0,1864013600000.0,2263978000000.0,2407151200000.0,1266197900000.0,801286850000.0,2119782400000.0
2085.0,1351344200000.0,1343887800000.0,1735888600000.0,1528331500000.0,2253301200000.0,2487333400000.0,1705615300000.0,1903742800000.0,1824941300000.0,2235208000000.0,2377772200000.0,1205552400000.0,761458400000.0,2082319600000.0
2086.0,1296639700000.0,1291307500000.0,1708757500000.0,1479210600000.0,2220846700000.0,2472358400000.0,1675261200000.0,1870548800000.0,1778592100000.0,2189913100000.0,2348010000000.0,1169044800000.0,719531100000.0,2041101300000.0
2087.0,1254639900000.0,1249267400000.0,1667094500000.0,1438342200000.0,2179394600000.0,2429887000000.0,1636396800000.0,1838159100000.0,1737646700000.0,2157849700000.0,2321314200000.0,1121422700000.0,680873750000.0,2004917700000.0
2088.0,1201010400000.0,1217213400000.0,1630772700000.0,1392675500000.0,2151923600000.0,2402313300000.0,1589324300000.0,1800799000000.0,1694013600000.0,2133992800000.0,2295614100000.0,1070709740000.0,642409370000.0,1964094800000.0
2089.0,1160833100000.0,1174475800000.0,1600455300000.0,1354342500000.0,2129732000000.0,2362761300000.0,1554283600000.0,1764296400000.0,1638044500000.0,2098373300000.0,2264382300000.0,1013432840000.0,602779900000.0,1929875400000.0
2090.0,1113703300000.0,1138743400000.0,1551946600000.0,1307130500000.0,2091759000000.0,2332554700000.0,1526115100000.0,1715587300000.0,1609078400000.0,2074708100000.0,2221716500000.0,962388000000.0,564217700000.0,1892023500000.0
2091.0,1069592300000.0,1090461760000.0,1513070100000.0,1258366000000.0,2022629400000.0,2295499300000.0,1479445700000.0,1672099700000.0,1569614100000.0,2030125300000.0,2189441800000.0,922484340000.0,529631000000.0,1842849600000.0
2092.0,1022530600000.0,1050465600000.0,1474819100000.0,1214703100000.0,1996535100000.0,2264348200000.0,1429198700000.0,1635357200000.0,1507924400000.0,1994769800000.0,2163650500000.0,891088340000.0,490879450000.0,1803167600000.0
2093.0,971747100000.0,1015786200000.0,1437700300000.0,1171034300000.0,1969297400000.0,2219535000000.0,1397563000000.0,1592820000000.0,1462698900000.0,1953406500000.0,2129736000000.0,851723500000.0,459475000000.0,1763294300000.0
2094.0,940021000000.0,983664800000.0,1390054700000.0,1132439000000.0,1935321100000.0,2195887400000.0,1366102800000.0,1553553400000.0,1416753600000.0,1915048800000.0,2106700900000.0,813350260000.0,428473880000.0,1715847300000.0
2095.0,896810200000.0,950992400000.0,1342958100000.0,1095217800000.0,1890629000000.0,2161266800000.0,1322139500000.0,1517774400000.0,1364108800000.0,1861846800000.0,2081203000000.0,782060400000.0,397843200000.0,1681336400000.0
2096.0,863092600000.0,913961450000.0,1306714700000.0,1059366800000.0,1856477300000.0,2137696900000.0,1279200500000.0,1483463300000.0,1329169700000.0,1824409900000.0,2051317700000.0,735236400000.0,369913500000.0,1645141800000.0
2097.0,823586800000.0,867799800000.0,1280542800000.0,1025040400000.0,1828288600000.0,2102381100000.0,1243444200000.0,1442227200000.0,1288191600000.0,1796229300000.0,2025897200000.0,702663800000.0,340112050000.0,1619016000000.0
2098.0,794462600000.0,838435900000.0,1244155600000.0,998917600000.0,1807135800000.0,2055010100000.0,1206876200000.0,1411672400000.0,1247918400000.0,1743435200000.0,2000411300000.0,662073500000.0,314550030000.0,1587525600000.0
2099.0,756949900000.0,811570200000.0,1206534700000.0,966416660000.0,1763604300000.0,2008144200000.0,1179509500000.0,1378543200000.0,1203289300000.0,1709578100000.0,1983452800000.0,624671800000.0,290796900000.0,1553363900000.0
2100.0,727177040000.0,773495850000.0,1158331800000.0,927815100000.0,1726582100000.0,1957947500000.0,1137434000000.0,1343595900000.0,1168599000000.0,1695134800000.0,1945458000000.0,585890270000.0,269322680000.0,1516662800000.0
