time,EC-EARTH3-VEG,EC-EARTH3,CAMS-CSM1-0,BCC-CSM2-MR,INM-CM4-8,FGOALS-F3-L,CESM2,MRI-ESM2-0,CMCC-CM2-SR5,MPI-ESM1-2-HR,CESM2-WACCM,GFDL-ESM4,NORESM2-MM,INM-CM5-0
2016.0,52334450000.0,52334450000.0,52334450000.0,52334450000.0,52334450000.0,52334450000.0,52334450000.0,52334450000.0,52334450000.0,52334450000.0,52334450000.0,52334450000.0,52334450000.0,52334450000.0
2017.0,51847790000.0,51847790000.0,51847790000.0,51847790000.0,51847790000.0,51847790000.0,51847790000.0,51847790000.0,51847790000.0,51847790000.0,51847790000.0,51847790000.0,51847790000.0,51847790000.0
2018.0,50600063000.0,50600063000.0,50600063000.0,50600063000.0,50600063000.0,50600063000.0,50600063000.0,50600063000.0,50600063000.0,50600063000.0,50600063000.0,50600063000.0,50600063000.0,50600063000.0
2019.0,49024760000.0,49024760000.0,49024760000.0,49024760000.0,49024760000.0,49024760000.0,49024760000.0,49024760000.0,49024760000.0,49024760000.0,49024760000.0,49024760000.0,49024760000.0,49024760000.0
2020.0,47483860000.0,47483860000.0,47483860000.0,47483860000.0,47483860000.0,47483860000.0,47483860000.0,47483860000.0,47483860000.0,47483860000.0,47483860000.0,47483860000.0,47483860000.0,47483860000.0
2021.0,46220784000.0,46852860000.0,46280126000.0,46333460000.0,46954170000.0,46241260000.0,46184680000.0,46638055000.0,46842565000.0,45488840000.0,46033592000.0,45912300000.0,48167432000.0,46847214000.0
2022.0,45353185000.0,45246300000.0,45407576000.0,45381730000.0,46337190000.0,45290586000.0,45583167000.0,44684587000.0,46168150000.0,44896928000.0,43882420000.0,43360367000.0,48221800000.0,45775260000.0
2023.0,43541213000.0,44441092000.0,43669398000.0,44628380000.0,46499783000.0,44248953000.0,44545950000.0,42271350000.0,44937450000.0,45075358000.0,44168937000.0,41906106000.0,47004828000.0,45301380000.0
2024.0,43421962000.0,42318905000.0,42699235000.0,44167470000.0,45103497000.0,43454710000.0,43738430000.0,41411228000.0,44147233000.0,43619470000.0,43210334000.0,39435334000.0,47075650000.0,43969802000.0
2025.0,43103790000.0,40942530000.0,43007648000.0,43476070000.0,44040217000.0,42431470000.0,42803070000.0,39373574000.0,43863600000.0,43644330000.0,43275170000.0,37383680000.0,45541126000.0,42833404000.0
2026.0,41850340000.0,39821296000.0,43025620000.0,41995160000.0,43006513000.0,43224515000.0,41935696000.0,38011150000.0,42103310000.0,43741356000.0,43421720000.0,36454162000.0,43131957000.0,41466364000.0
2027.0,41494220000.0,38968670000.0,41778622000.0,41739846000.0,42637380000.0,42285720000.0,41156575000.0,36870800000.0,40160997000.0,42035704000.0,42415587000.0,35952690000.0,41566618000.0,40566444000.0
2028.0,40857080000.0,37126880000.0,40927556000.0,41886540000.0,41585730000.0,39762220000.0,39467917000.0,35744494000.0,38120554000.0,40430305000.0,42401980000.0,34372215000.0,40807200000.0,40018980000.0
2029.0,39953244000.0,36260884000.0,40017355000.0,41116520000.0,40984908000.0,38871736000.0,38548870000.0,34825417000.0,37534080000.0,40495456000.0,41672835000.0,32679650000.0,39143797000.0,38993326000.0
2030.0,39745876000.0,33552927000.0,38765320000.0,40441573000.0,39808780000.0,37291356000.0,36922343000.0,33966606000.0,36649427000.0,39679550000.0,41805423000.0,31711190000.0,38542852000.0,37473990000.0
2031.0,39168960000.0,32277015000.0,37998408000.0,41829270000.0,39896550000.0,37490217000.0,36463567000.0,33037259000.0,36406563000.0,39124034000.0,40386110000.0,30694152000.0,38437170000.0,36446780000.0
2032.0,38579323000.0,31622360000.0,37245210000.0,40335122000.0,40667836000.0,37038817000.0,35033720000.0,32335292000.0,34825208000.0,37669730000.0,40078037000.0,29347609000.0,36816347000.0,35940970000.0
2033.0,39153426000.0,31029252000.0,37184913000.0,38802903000.0,39950475000.0,36465360000.0,33351375000.0,30756385000.0,34072857000.0,36689780000.0,39510350000.0,28215847000.0,36365600000.0,35215820000.0
2034.0,38903042000.0,30557383000.0,37698260000.0,38084850000.0,38442656000.0,35443840000.0,31859227000.0,30343236000.0,33503947000.0,34460430000.0,39544740000.0,27618456000.0,36020990000.0,33414863000.0
2035.0,38680834000.0,30104928000.0,37858270000.0,36359840000.0,38386150000.0,33814500000.0,31703343000.0,29963942000.0,32848419000.0,32981670000.0,38334743000.0,27606555000.0,35267500000.0,32560781000.0
2036.0,38386030000.0,29482465000.0,36925270000.0,34835157000.0,36783040000.0,32080945000.0,30820895000.0,29531152000.0,32074627000.0,31849038000.0,37719433000.0,26513416000.0,34812006000.0,31752528000.0
2037.0,37857690000.0,28187271000.0,35442037000.0,32707815000.0,36086200000.0,31517899000.0,29379404000.0,28457245000.0,31602160000.0,30470226000.0,37619184000.0,25852994000.0,34286592000.0,30606090000.0
2038.0,35926864000.0,27728892000.0,35000345000.0,32658060000.0,35877614000.0,31735626000.0,27918498000.0,26710536000.0,30693978000.0,30059278000.0,36497154000.0,25218101000.0,34347039000.0,29872228000.0
2039.0,34547196000.0,27424782000.0,34355614000.0,32039320000.0,35381592000.0,30705836000.0,26389527000.0,25935907000.0,29819044000.0,29630317000.0,35103076000.0,24451725000.0,33000405000.0,29151023000.0
2040.0,33734728000.0,26930067000.0,33637560000.0,31139797000.0,34960323000.0,29728117000.0,25358694000.0,24690180000.0,28850130000.0,28547025000.0,34755710000.0,23227550000.0,31465610000.0,29285634000.0
2041.0,33355704000.0,26212975000.0,33530714000.0,30414254000.0,33465025000.0,28856617000.0,24624300000.0,23765053000.0,28362988000.0,28026278000.0,34412917000.0,22547505000.0,29528869000.0,28715311000.0
2042.0,33841189000.0,26090125000.0,32594514000.0,30154826000.0,30763872000.0,27684663000.0,24146250000.0,22892250000.0,27175797000.0,26882335000.0,33010414000.0,22219882000.0,28196137000.0,27644377000.0
2043.0,33127985000.0,25992858000.0,31894215000.0,28834615000.0,29900476000.0,27382837000.0,23282315000.0,23022262000.0,26520316000.0,26837084000.0,32186753000.0,21383000000.0,28194437000.0,27284484000.0
2044.0,33448400000.0,25719015000.0,31091421000.0,28479834000.0,28489460000.0,27124513000.0,22532248000.0,22542766000.0,25333993000.0,25592734000.0,30787170000.0,20939266000.0,27202095000.0,27363800000.0
2045.0,33272138000.0,24884638000.0,30770463000.0,27676810000.0,27569512000.0,25946270000.0,21738736000.0,21842242000.0,24626432000.0,25084967000.0,29774334000.0,20444912000.0,26639147000.0,27333710000.0
2046.0,32359412000.0,23812874000.0,29300926000.0,26495592000.0,26630707000.0,25490979000.0,21846264000.0,21207998000.0,23267258000.0,24229775000.0,28598000000.0,20299889000.0,25513472000.0,26350850000.0
2047.0,32182520000.0,23425206000.0,29012896000.0,25646715000.0,25771438000.0,24938856000.0,21138448000.0,20299626000.0,21811843000.0,23463414000.0,27411677000.0,20399157000.0,25013651000.0,25574144000.0
2048.0,31203269000.0,23151288000.0,28367225000.0,25997568000.0,25132681000.0,24036980000.0,20787548000.0,19760360000.0,21607002000.0,22580445000.0,25851080000.0,20038510000.0,24464800000.0,24831844000.0
2049.0,30986478000.0,22830586000.0,27288519000.0,25712060000.0,23381164000.0,24079358000.0,19999597000.0,18683234000.0,20675922000.0,22097842000.0,24718287000.0,19344464000.0,23584383000.0,24726250000.0
2050.0,30955882000.0,22113860000.0,27034739000.0,24989400000.0,22771005000.0,23930288000.0,19211397000.0,18286246000.0,19851530000.0,22016303000.0,24703705000.0,18864024000.0,22673609000.0,23280675000.0
2051.0,30915551000.0,22099825000.0,25898834000.0,24355684000.0,21965603000.0,23585053000.0,18682190000.0,17976562000.0,19005716000.0,20730425000.0,23661337000.0,18343756000.0,21732913000.0,22360270000.0
2052.0,30222300000.0,21504387000.0,24834662000.0,24479996000.0,21673505000.0,23116920000.0,18866862000.0,17478967000.0,17998868000.0,20239507000.0,22747253000.0,18408810000.0,20895484000.0,21454130000.0
2053.0,28247353000.0,20737427000.0,24193720000.0,23968233000.0,21570540000.0,22784715000.0,18889284000.0,17574887000.0,17112987000.0,19541766000.0,22042841000.0,18266276000.0,20575048000.0,20862636000.0
2054.0,27969010000.0,20940943000.0,23892414000.0,23589517000.0,21006983000.0,22390761000.0,18626042000.0,16853994000.0,16437033000.0,19437916000.0,21206241000.0,17241084000.0,20332708000.0,20302350000.0
2055.0,27007046000.0,20727441000.0,23586669000.0,23918710000.0,21081823000.0,21821730000.0,18146605000.0,16617627000.0,15834408000.0,18710684000.0,20875004000.0,16562266000.0,20172605000.0,19716745000.0
2056.0,26215040000.0,20265165000.0,23037542000.0,23528362000.0,21189245000.0,21895393000.0,17866822000.0,16174270000.0,15277977000.0,18468147000.0,20606937000.0,16502946000.0,19742497000.0,19802006000.0
2057.0,26013750000.0,19651040000.0,22143232000.0,23360537000.0,20506910000.0,20987122000.0,17771252000.0,15808836000.0,14521016000.0,17984500000.0,19873532000.0,16285626000.0,19645559000.0,19192824000.0
2058.0,25787777000.0,18702610000.0,21270670000.0,22900183000.0,20355168000.0,20831146000.0,17417105000.0,15226597000.0,13917852000.0,17341288000.0,18949792000.0,16069444000.0,19414424000.0,19397600000.0
2059.0,24876804000.0,18310445000.0,20335297000.0,22794013000.0,19639410000.0,20104595000.0,17152047000.0,14505888000.0,13346909000.0,17069451000.0,17769644000.0,15471675000.0,19525368000.0,19279528000.0
2060.0,23651944000.0,18835810000.0,19493284000.0,22776370000.0,19353629000.0,19546860000.0,16864744000.0,14185832000.0,13010694000.0,16931293000.0,17543260000.0,15406712000.0,19379003000.0,19161657000.0
2061.0,23351620000.0,18875562000.0,19080475000.0,23046152000.0,18891078000.0,19469087000.0,16539840000.0,14269645000.0,12836979000.0,16521250000.0,17264132000.0,15245272000.0,19412527000.0,18740320000.0
2062.0,22239860000.0,18643233000.0,18587740000.0,22525330000.0,18560623000.0,18632251000.0,16092791000.0,14291017000.0,12806636000.0,15944993000.0,16871479000.0,14825080000.0,19409670000.0,19389016000.0
2063.0,21828547000.0,18357903000.0,17461246000.0,22143332000.0,18377690000.0,18521820000.0,15948178000.0,14152510000.0,12226621000.0,15787175000.0,16864528000.0,14550750000.0,18919811000.0,18944450000.0
2064.0,21447981000.0,18233391000.0,17137607000.0,22519198000.0,17898730000.0,18226776000.0,15063293000.0,14077401000.0,12168176000.0,15910960000.0,16514006000.0,14054162000.0,18414760000.0,18750548000.0
2065.0,21082270000.0,17950788000.0,17351800000.0,21294146000.0,17409847000.0,17898030000.0,15011199000.0,13632115000.0,11614086000.0,15676611000.0,16501027000.0,14268587000.0,17642007000.0,18518882000.0
2066.0,21074944000.0,17025555000.0,17592158000.0,20833034000.0,17003915000.0,18136056000.0,14820675000.0,13340636000.0,11351086000.0,15024893000.0,16386754000.0,14210312000.0,17300152000.0,18522855000.0
2067.0,20646100000.0,17117379000.0,17434288000.0,20622647000.0,16838768000.0,17857985000.0,14715327000.0,13177775000.0,10484248000.0,15620478000.0,15944912000.0,14687760000.0,16634817000.0,18526550000.0
2068.0,19661996000.0,16979284000.0,18083594000.0,21356175000.0,16977167000.0,17518053000.0,14101367000.0,12968654000.0,10154989000.0,15296935000.0,15510881000.0,14488862000.0,16280127000.0,18261420000.0
2069.0,18830811000.0,16416485000.0,18305751000.0,20909580000.0,16803777000.0,17107673000.0,13603619000.0,12440124000.0,10070389000.0,14716792000.0,15075841000.0,14349264000.0,16106924000.0,17912633000.0
2070.0,18720807000.0,15836885000.0,18474340000.0,20487838000.0,16620657000.0,16936753000.0,12946675000.0,12678590000.0,9890365000.0,14616363000.0,14568095000.0,14257700000.0,15478581000.0,17817557000.0
2071.0,18416261000.0,15562460000.0,17838856000.0,20318310000.0,16198858000.0,16521689000.0,12712626000.0,12747556000.0,9735546000.0,13894173000.0,13931512000.0,14415476000.0,14839075000.0,17664326000.0
2072.0,18215920000.0,15390236000.0,17609507000.0,19749675000.0,15906444000.0,16637106000.0,11946291000.0,12643463000.0,9419420000.0,14017564000.0,13733542000.0,14393432000.0,14289487000.0,17227246000.0
2073.0,17564641000.0,15228098000.0,17958797000.0,18689810000.0,15299039000.0,16804842000.0,11583218000.0,12537072000.0,9177213000.0,13610744000.0,13374215000.0,13893067000.0,13930788000.0,17173524000.0
2074.0,17160885000.0,15583293000.0,17457306000.0,18531030000.0,15101812000.0,16381340000.0,11159332000.0,12650069000.0,8885659000.0,13570666000.0,12873696000.0,13573095000.0,13753808000.0,17417398000.0
2075.0,17455378000.0,15105039000.0,16974080000.0,18308049000.0,14913957000.0,16493841000.0,10978227000.0,12400847000.0,8622074000.0,13665187000.0,12747742000.0,13341197000.0,13558803000.0,17411383000.0
2076.0,16683470000.0,14235525000.0,16462759000.0,18033103000.0,14669610000.0,16073461000.0,10383095000.0,12333722000.0,8378960000.0,13149757000.0,12498346000.0,12846294000.0,13323686000.0,16692014000.0
2077.0,16322407000.0,14114929000.0,16807422000.0,17675518000.0,14235259000.0,15708923000.0,10243873000.0,12090459000.0,8095308300.0,13007290000.0,12012875000.0,11982441000.0,13154334000.0,16490907000.0
2078.0,15834182000.0,13581145000.0,16577307000.0,17125898000.0,13936862000.0,15354320000.0,10050894000.0,11537740000.0,7763348000.0,14281874000.0,11488737000.0,11592338000.0,12841993000.0,16208409000.0
2079.0,15480444000.0,13394030000.0,16440253000.0,16956807000.0,13614677000.0,15133498000.0,9891198000.0,11371891000.0,7426660000.0,13608255000.0,11527815000.0,10958282000.0,12441816000.0,15761517000.0
2080.0,14676824000.0,13184174000.0,17022408000.0,16588532000.0,13147348000.0,14938837000.0,9739062000.0,11426265000.0,7248269300.0,13682671000.0,11410786000.0,10924162000.0,11596230000.0,15341323000.0
2081.0,14796862000.0,12976207000.0,16845313000.0,16672443000.0,12445982000.0,14558744000.0,9569542000.0,11314295000.0,7181297000.0,13322055000.0,11146262000.0,10871858000.0,11243183000.0,15138189000.0
2082.0,14397285000.0,13227096000.0,16521276000.0,16230040000.0,11803725000.0,14647888000.0,9227998000.0,11072197000.0,6816961500.0,13213016000.0,11164540000.0,10402826000.0,10709354000.0,14597074000.0
2083.0,13463452000.0,12895623000.0,16520908000.0,15526127000.0,11661497000.0,14824991000.0,8844879000.0,10809247000.0,6802852000.0,13118498000.0,10819290000.0,10285043000.0,10228763000.0,14643239000.0
2084.0,13466493000.0,12504640000.0,16701321000.0,15152596000.0,11187845000.0,14246614000.0,8825165000.0,10616879000.0,6715284500.0,13273541000.0,10370309000.0,10121471000.0,9989081000.0,14135282000.0
2085.0,13598927000.0,12526356000.0,17089125000.0,14984634000.0,11350389000.0,13874666000.0,8703129000.0,10350539000.0,6692797000.0,13163918000.0,10064133000.0,9409847000.0,9855538000.0,13466071000.0
2086.0,13392193000.0,12577228000.0,17159686000.0,14486247000.0,11517521000.0,13801115000.0,8567396400.0,10035303000.0,6337550300.0,12674309000.0,9861562000.0,9298167000.0,9439403000.0,13399267000.0
2087.0,13257757000.0,12573833000.0,17258605000.0,14333954000.0,11684668000.0,13425320000.0,8499689000.0,10390390000.0,6117490700.0,12769816000.0,9695374000.0,9270623000.0,9263730000.0,12801699000.0
2088.0,13131814000.0,11757251000.0,16954332000.0,13872182000.0,11623896000.0,12952092000.0,8267517000.0,10173433000.0,5839359500.0,12942377000.0,9513120000.0,9229556000.0,9138441000.0,12322570000.0
2089.0,12515979000.0,11361793000.0,17118980000.0,13537802000.0,11468285000.0,12093555000.0,7876216000.0,9995211000.0,5638877000.0,13043081000.0,9406019000.0,9105071000.0,8724085000.0,11965243000.0
2090.0,11901439000.0,11381622000.0,17175467000.0,12761755000.0,11273644000.0,11935204000.0,7662483500.0,9513458000.0,5657625600.0,13109032000.0,9226479000.0,8919791000.0,8660035000.0,12201273000.0
2091.0,11786152000.0,11352976000.0,17001290000.0,11972506000.0,11403950000.0,11652903000.0,7520592400.0,9557916000.0,5481460700.0,12455649000.0,9139949000.0,8618488000.0,8223166500.0,12051750000.0
2092.0,11132844000.0,11083035000.0,16832589000.0,11855563000.0,11178844000.0,11426013000.0,7350704600.0,9370040000.0,5480545000.0,12481278000.0,8884564000.0,8361511400.0,8012865000.0,11751716000.0
2093.0,10975045000.0,10641388000.0,16749682000.0,11497601000.0,11062434000.0,11167705000.0,7169165300.0,9364212000.0,5291020000.0,12441689000.0,8711726000.0,8407401500.0,7735495000.0,11753322000.0
2094.0,10227374000.0,10206002000.0,16839859000.0,11193212000.0,10772359000.0,10841402000.0,7095215000.0,9397183000.0,4950570000.0,12769912000.0,8726431000.0,8407778000.0,7321519000.0,11814174000.0
2095.0,10050659000.0,9619933000.0,16969998000.0,10906916000.0,10528443000.0,10561123000.0,7054707000.0,9580035000.0,4630533600.0,12570220000.0,8616173000.0,8570520000.0,7133883000.0,11707001000.0
2096.0,9826494000.0,9226718000.0,16831017000.0,10820396000.0,10159305000.0,10543778000.0,7034713000.0,9292824000.0,4429695500.0,12885231000.0,8812873000.0,8516672500.0,7324577300.0,11305433000.0
2097.0,9377938000.0,9016201000.0,16416063000.0,10394409000.0,9973482000.0,10463665000.0,6825754600.0,9152408000.0,4379952600.0,12761011000.0,8790943000.0,8610631000.0,7278756000.0,11429170000.0
2098.0,9190686000.0,8538050600.0,16488785000.0,10026238000.0,9727597000.0,10185035000.0,6937822000.0,9112385000.0,4385719300.0,12825686000.0,8636153000.0,8449155000.0,6778614000.0,11085093000.0
2099.0,8646863000.0,8030229500.0,16680253000.0,9951717000.0,10102709000.0,10199355000.0,6644952000.0,9018765000.0,4328371000.0,13076406000.0,8366854700.0,8485526500.0,6392860000.0,11216770000.0
2100.0,8110961700.0,8118580700.0,16743745000.0,9866793000.0,10315991000.0,9769232000.0,6440276000.0,9209066000.0,4134966500.0,13161394000.0,8463147500.0,8389523500.0,6373214000.0,10907400000.0
