time,EC-EARTH3-VEG,NORESM2-MM,GFDL-ESM4,BCC-CSM2-MR,FGOALS-F3-L,CESM2,EC-EARTH3,MPI-ESM1-2-HR,INM-CM5-0,INM-CM4-8,CESM2-WACCM,CAMS-CSM1-0,CMCC-CM2-SR5,MRI-ESM2-0
2015.0,14831335000000.0,14831335000000.0,14831335000000.0,14831335000000.0,14831335000000.0,14831335000000.0,14831335000000.0,14831335000000.0,14831335000000.0,14831335000000.0,14831335000000.0,14831335000000.0,14831335000000.0,14831335000000.0
2016.0,14843530000000.0,14843530000000.0,14843530000000.0,14843530000000.0,14843530000000.0,14843530000000.0,14843530000000.0,14843530000000.0,14843530000000.0,14843530000000.0,14843530000000.0,14843530000000.0,14843530000000.0,14843530000000.0
2017.0,14810094000000.0,14810094000000.0,14810094000000.0,14810094000000.0,14810094000000.0,14810094000000.0,14810094000000.0,14810094000000.0,14810094000000.0,14810094000000.0,14810094000000.0,14810094000000.0,14810094000000.0,14810094000000.0
2018.0,14795327000000.0,14795327000000.0,14795327000000.0,14795327000000.0,14795327000000.0,14795327000000.0,14795327000000.0,14795327000000.0,14795327000000.0,14795327000000.0,14795327000000.0,14795327000000.0,14795327000000.0,14795327000000.0
2019.0,14832206000000.0,14832206000000.0,14832206000000.0,14832206000000.0,14832206000000.0,14832206000000.0,14832206000000.0,14832206000000.0,14832206000000.0,14832206000000.0,14832206000000.0,14832206000000.0,14832206000000.0,14832206000000.0
2020.0,14745808000000.0,14745808000000.0,14745808000000.0,14745808000000.0,14745808000000.0,14745808000000.0,14745808000000.0,14745808000000.0,14745808000000.0,14745808000000.0,14745808000000.0,14745808000000.0,14745808000000.0,14745808000000.0
2021.0,14661792000000.0,14699253000000.0,14700225000000.0,14669443000000.0,14721226000000.0,14688918000000.0,14629505000000.0,14674408000000.0,14669633000000.0,14689199000000.0,14691813000000.0,14724354000000.0,14787631000000.0,14634830000000.0
2022.0,14574008000000.0,14621534000000.0,14679050000000.0,14609504000000.0,14685365000000.0,14619977000000.0,14552079000000.0,14603186000000.0,14613005000000.0,14624669000000.0,14639907000000.0,14685916000000.0,14793300000000.0,14545742000000.0
2023.0,14530642000000.0,14545641000000.0,14624343000000.0,14608469000000.0,14650404000000.0,14558519000000.0,14431890000000.0,14549340000000.0,14571245000000.0,14623340000000.0,14561439000000.0,14617973000000.0,14757934000000.0,14488352000000.0
2024.0,14460710000000.0,14480765000000.0,14597039000000.0,14577828000000.0,14617337000000.0,14496287000000.0,14347037000000.0,14488652000000.0,14545328000000.0,14553567000000.0,14498202000000.0,14560278000000.0,14696374000000.0,14415676000000.0
2025.0,14360528000000.0,14404178000000.0,14509989000000.0,14507995000000.0,14572191000000.0,14454408000000.0,14237525000000.0,14419194000000.0,14443663000000.0,14472577000000.0,14433618000000.0,14478423000000.0,14652863000000.0,14343464000000.0
2026.0,14307944000000.0,14345857000000.0,14447748000000.0,14481839000000.0,14543495000000.0,14411353000000.0,14112598000000.0,14373015000000.0,14341294000000.0,14391337000000.0,14348239000000.0,14403914000000.0,14638222000000.0,14270919000000.0
2027.0,14276535000000.0,14318009000000.0,14440978000000.0,14483260000000.0,14489012000000.0,14290515000000.0,14017515000000.0,14342497000000.0,14256843000000.0,14317292000000.0,14278996000000.0,14373183000000.0,14570229000000.0,14202654000000.0
2028.0,14200407000000.0,14292054000000.0,14339198000000.0,14445457000000.0,14465343000000.0,14203146000000.0,13897977000000.0,14252823000000.0,14166989000000.0,14297744000000.0,14210641000000.0,14362826000000.0,14523794000000.0,14137908000000.0
2029.0,14145890000000.0,14246624000000.0,14270373000000.0,14403479000000.0,14407360000000.0,14173292000000.0,13799178000000.0,14152345000000.0,14106298000000.0,14206786000000.0,14125427000000.0,14351917000000.0,14386403000000.0,14070311000000.0
2030.0,14092264000000.0,14213384000000.0,14173904000000.0,14412005000000.0,14368211000000.0,14058419000000.0,13694751000000.0,14105032000000.0,14041948000000.0,14115373000000.0,14008995000000.0,14301687000000.0,14320562000000.0,13999320000000.0
2031.0,13984431000000.0,14159283000000.0,14083260000000.0,14383603000000.0,14313910000000.0,13960437000000.0,13571520000000.0,14049596000000.0,13986065000000.0,14051868000000.0,13943824000000.0,14258316000000.0,14316947000000.0,13950006000000.0
2032.0,13864089000000.0,14094350000000.0,13991665000000.0,14294952000000.0,14286913000000.0,13862908000000.0,13463129000000.0,14003694000000.0,13937874000000.0,14010540000000.0,13867717000000.0,14207660000000.0,14263807000000.0,13868844000000.0
2033.0,13786530000000.0,14020587000000.0,13962534000000.0,14210132000000.0,14217596000000.0,13789497000000.0,13368726000000.0,13962903000000.0,13801571000000.0,13905047000000.0,13759921000000.0,14159644000000.0,14180638000000.0,13793391000000.0
2034.0,13686444000000.0,13969992000000.0,13905859000000.0,14148967000000.0,14187316000000.0,13720494000000.0,13270225000000.0,13890242000000.0,13726439000000.0,13833345000000.0,13672532000000.0,14075325000000.0,14119645000000.0,13762142000000.0
2035.0,13591675000000.0,13927151000000.0,13835021000000.0,14086313000000.0,14133335000000.0,13607209000000.0,13180371000000.0,13829586000000.0,13641383000000.0,13766935000000.0,13673294000000.0,14020554000000.0,14090478000000.0,13683490000000.0
2036.0,13485078000000.0,13835909000000.0,13751516000000.0,14030206000000.0,14108188000000.0,13580754000000.0,13038494000000.0,13750222000000.0,13562044000000.0,13701613000000.0,13625965000000.0,13955268000000.0,13997348000000.0,13612219000000.0
2037.0,13412596000000.0,13758057000000.0,13739600000000.0,13975173000000.0,14085236000000.0,13490122000000.0,12915974000000.0,13662729000000.0,13455017000000.0,13635289000000.0,13586567000000.0,13900706000000.0,13841312000000.0,13539458000000.0
2038.0,13341648000000.0,13669540000000.0,13694521000000.0,13913452000000.0,14029151000000.0,13471818000000.0,12782338000000.0,13565493000000.0,13336750000000.0,13560115000000.0,13535983000000.0,13842411000000.0,13704229000000.0,13393601000000.0
2039.0,13265414000000.0,13588119000000.0,13571995000000.0,13869346000000.0,13998116000000.0,13396277000000.0,12652696000000.0,13489727000000.0,13286537000000.0,13511419000000.0,13443200000000.0,13810523000000.0,13589402000000.0,13317662000000.0
2040.0,13156265000000.0,13469410000000.0,13497708000000.0,13835951000000.0,13958198000000.0,13301100000000.0,12557276000000.0,13427429000000.0,13225593000000.0,13457290000000.0,13387493000000.0,13748682000000.0,13536302000000.0,13231713000000.0
2041.0,13025818000000.0,13371453000000.0,13425441000000.0,13764117000000.0,13865038000000.0,13219381000000.0,12432679000000.0,13324113000000.0,13135836000000.0,13383607000000.0,13325494000000.0,13721103000000.0,13424262000000.0,13136175000000.0
2042.0,12924484000000.0,13307220000000.0,13379454000000.0,13704025000000.0,13795215000000.0,13115002000000.0,12292130000000.0,13255501000000.0,12996415000000.0,13255131000000.0,13257251000000.0,13663762000000.0,13299821000000.0,12990068000000.0
2043.0,12813494000000.0,13224321000000.0,13271124000000.0,13676800000000.0,13706413000000.0,13051346000000.0,12213379000000.0,13230587000000.0,12921921000000.0,13201712000000.0,13227610000000.0,13644064000000.0,13195647000000.0,12861177000000.0
2044.0,12713609000000.0,13100493000000.0,13192086000000.0,13627511000000.0,13621233000000.0,12988588000000.0,12104973000000.0,13143128000000.0,12810657000000.0,13120680000000.0,13200558000000.0,13596348000000.0,13012242000000.0,12779411000000.0
2045.0,12593005000000.0,13029560000000.0,13132032000000.0,13530869000000.0,13579595000000.0,12902291000000.0,11999801000000.0,13076072000000.0,12739500000000.0,13047911000000.0,13179771000000.0,13515207000000.0,12866121000000.0,12698978000000.0
2046.0,12506468000000.0,12948555000000.0,13089432000000.0,13491897000000.0,13513448000000.0,12783010000000.0,11863348000000.0,13029044000000.0,12664162000000.0,12994122000000.0,13078640000000.0,13496424000000.0,12711279000000.0,12623819000000.0
2047.0,12381437000000.0,12851343000000.0,13036367000000.0,13447842000000.0,13458623000000.0,12762979000000.0,11731220000000.0,12963124000000.0,12576947000000.0,12894053000000.0,13019296000000.0,13479106000000.0,12567010000000.0,12504671000000.0
2048.0,12300893000000.0,12763854000000.0,12952880000000.0,13427669000000.0,13382210000000.0,12700408000000.0,11617646000000.0,12879911000000.0,12470601000000.0,12803883000000.0,12945049000000.0,13412917000000.0,12436011000000.0,12415822000000.0
2049.0,12200494000000.0,12705592000000.0,12922466000000.0,13405331000000.0,13322842000000.0,12611920000000.0,11511787000000.0,12812481000000.0,12425694000000.0,12716570000000.0,12836876000000.0,13349453000000.0,12326491000000.0,12345728000000.0
2050.0,12050947000000.0,12600762000000.0,12916852000000.0,13338699000000.0,13241225000000.0,12546789000000.0,11412372000000.0,12777968000000.0,12314804000000.0,12605360000000.0,12750871000000.0,13264756000000.0,12172392000000.0,12257929000000.0
2051.0,11905094000000.0,12506484000000.0,12846314000000.0,13285971000000.0,13160484000000.0,12481497000000.0,11237074000000.0,12727968000000.0,12259889000000.0,12561920000000.0,12635363000000.0,13228804000000.0,12057135000000.0,12155446000000.0
2052.0,11796957000000.0,12402303000000.0,12756038000000.0,13203208000000.0,13087024000000.0,12402066000000.0,11095441000000.0,12647924000000.0,12187690000000.0,12481961000000.0,12501479000000.0,13197389000000.0,11909305000000.0,12062252000000.0
2053.0,11656563000000.0,12320738000000.0,12690050000000.0,13157742000000.0,12993328000000.0,12336563000000.0,11018951000000.0,12563749000000.0,12093997000000.0,12395207000000.0,12397383000000.0,13184044000000.0,11733827000000.0,12014593000000.0
2054.0,11537572000000.0,12236853000000.0,12622042000000.0,13100646000000.0,12907008000000.0,12301186000000.0,10884887000000.0,12520102000000.0,12027646000000.0,12296569000000.0,12267790000000.0,13125438000000.0,11549894000000.0,11943212000000.0
2055.0,11423216000000.0,12153145000000.0,12542985000000.0,13017287000000.0,12829661000000.0,12164845000000.0,10710671000000.0,12457367000000.0,11967372000000.0,12274240000000.0,12196447000000.0,13064326000000.0,11371126000000.0,11876884000000.0
2056.0,11293383000000.0,12104077000000.0,12482104000000.0,12954471000000.0,12731135000000.0,12072065000000.0,10572277000000.0,12383272000000.0,11870789000000.0,12195378000000.0,12112387000000.0,13003053000000.0,11241200000000.0,11808167000000.0
2057.0,11160532000000.0,12033869000000.0,12440688000000.0,12909244000000.0,12687920000000.0,11938080000000.0,10401962000000.0,12347919000000.0,11790860000000.0,12108493000000.0,11996409000000.0,12920600000000.0,11120339000000.0,11753752000000.0
2058.0,11034105000000.0,11955879000000.0,12413320000000.0,12899661000000.0,12622083000000.0,11838404000000.0,10260945000000.0,12281579000000.0,11713498000000.0,12030964000000.0,11894096000000.0,12834796000000.0,10965521000000.0,11633475000000.0
2059.0,10903141000000.0,11906764000000.0,12355743000000.0,12864781000000.0,12571950000000.0,11712609000000.0,10110118000000.0,12200438000000.0,11627735000000.0,11935027000000.0,11752900000000.0,12814708000000.0,10800453000000.0,11544194000000.0
2060.0,10771674000000.0,11821513000000.0,12290775000000.0,12774129000000.0,12502943000000.0,11605845000000.0,9973820000000.0,12137038000000.0,11542304000000.0,11852986000000.0,11595837000000.0,12745840000000.0,10676382000000.0,11434796000000.0
2061.0,10691763000000.0,11720106000000.0,12215866000000.0,12737696000000.0,12432309000000.0,11559572000000.0,9817290000000.0,12076796000000.0,11473584000000.0,11799455000000.0,11470668000000.0,12695091000000.0,10595857000000.0,11384654000000.0
2062.0,10589698000000.0,11643004000000.0,12150381000000.0,12676900000000.0,12401143000000.0,11459796000000.0,9679443000000.0,12016981000000.0,11437339000000.0,11725707000000.0,11319659000000.0,12632923000000.0,10476003000000.0,11279056000000.0
2063.0,10457949000000.0,11544232000000.0,12084918000000.0,12605396000000.0,12341517000000.0,11320598000000.0,9515561000000.0,11938260000000.0,11362117000000.0,11705688000000.0,11219060000000.0,12576172000000.0,10339606000000.0,11174764000000.0
2064.0,10356060000000.0,11453427000000.0,11979894000000.0,12557674000000.0,12307040000000.0,11253464000000.0,9372901000000.0,11878556000000.0,11278452000000.0,11626843000000.0,11095045000000.0,12541787000000.0,10223931000000.0,11088173000000.0
2065.0,10244743000000.0,11356048000000.0,11883028000000.0,12494529000000.0,12222481000000.0,11148792000000.0,9223853000000.0,11857583000000.0,11228616000000.0,11560322000000.0,10999582000000.0,12506091000000.0,10079080000000.0,10996903000000.0
2066.0,10137160000000.0,11234553000000.0,11832084000000.0,12370181000000.0,12110195000000.0,11051231000000.0,9087364000000.0,11777295000000.0,11174854000000.0,11465321000000.0,10937886000000.0,12486245000000.0,9889738000000.0,10908523000000.0
2067.0,10033688000000.0,11150621000000.0,11779983000000.0,12290511000000.0,12037202000000.0,10919673000000.0,8892156000000.0,11736012000000.0,11094174000000.0,11393067000000.0,10901389000000.0,12452902000000.0,9748591000000.0,10830346000000.0
2068.0,9904937000000.0,11079393000000.0,11722383000000.0,12188537000000.0,11973037000000.0,10771651000000.0,8752653700000.0,11688276000000.0,11036856000000.0,11287174000000.0,10807880000000.0,12373123000000.0,9576207000000.0,10774726000000.0
2069.0,9726534000000.0,10991652000000.0,11615824000000.0,12134474000000.0,11868804000000.0,10629024000000.0,8617299300000.0,11635248000000.0,10977417000000.0,11206646000000.0,10701523000000.0,12305315000000.0,9423815000000.0,10755023000000.0
2070.0,9579619000000.0,10907921000000.0,11561009000000.0,12078840000000.0,11804127000000.0,10558184000000.0,8462153500000.0,11584425000000.0,10917185000000.0,11138928000000.0,10612557000000.0,12234629000000.0,9234569000000.0,10649275000000.0
2071.0,9457409000000.0,10812570000000.0,11512191000000.0,12036413000000.0,11753980000000.0,10468971000000.0,8321701000000.0,11513345000000.0,10859464000000.0,11069130000000.0,10489092000000.0,12192455000000.0,9055848000000.0,10580875000000.0
2072.0,9339053000000.0,10761714000000.0,11469190000000.0,11989159000000.0,11704063000000.0,10394329000000.0,8212952600000.0,11440600000000.0,10783643000000.0,11027799000000.0,10344314000000.0,12144254000000.0,8884079000000.0,10471460000000.0
2073.0,9256128000000.0,10674104000000.0,11404384000000.0,11958024000000.0,11607175000000.0,10282472000000.0,8061821000000.0,11384057000000.0,10720090000000.0,10951037000000.0,10274619000000.0,12050897000000.0,8725862000000.0,10431441000000.0
2074.0,9122345000000.0,10572861000000.0,11366851000000.0,11865866000000.0,11502764000000.0,10190527000000.0,7931660000000.0,11299972000000.0,10664669000000.0,10900254000000.0,10147854000000.0,11943065000000.0,8543277000000.0,10333062000000.0
2075.0,8964910000000.0,10506894000000.0,11310898000000.0,11802212000000.0,11448317000000.0,10057845000000.0,7773258500000.0,11239511000000.0,10605200000000.0,10832549000000.0,10080022000000.0,11881210000000.0,8399454000000.0,10250250000000.0
2076.0,8817525000000.0,10428453000000.0,11270179000000.0,11713131000000.0,11406115000000.0,10004516000000.0,7638551000000.0,11177289000000.0,10520101000000.0,10782576000000.0,9958146000000.0,11815120000000.0,8264106400000.0,10193059000000.0
2077.0,8701866000000.0,10330223000000.0,11210430000000.0,11613780000000.0,11381638000000.0,9911027000000.0,7488076000000.0,11127478000000.0,10446160000000.0,10715013000000.0,9876963000000.0,11763909000000.0,8135351000000.0,10063550000000.0
2078.0,8554955000000.0,10234440000000.0,11203559000000.0,11545242000000.0,11271538000000.0,9827466000000.0,7348826400000.0,11066748000000.0,10400735000000.0,10661120000000.0,9775896000000.0,11693398000000.0,7956319000000.0,9957323000000.0
2079.0,8415453600000.0,10140719000000.0,11119555000000.0,11512384000000.0,11229942000000.0,9691321000000.0,7243807000000.0,10999752000000.0,10322360000000.0,10591036000000.0,9680747000000.0,11688178000000.0,7777497400000.0,9859268000000.0
2080.0,8320009000000.0,10050857000000.0,11061330000000.0,11407625000000.0,11140127000000.0,9603749000000.0,7086310700000.0,10977109000000.0,10246771000000.0,10534831000000.0,9586667000000.0,11625045000000.0,7617435400000.0,9765812000000.0
2081.0,8185169600000.0,9950180000000.0,10960968000000.0,11298717000000.0,11096397000000.0,9487072000000.0,6949290000000.0,10880366000000.0,10218366000000.0,10455338000000.0,9489734000000.0,11552595000000.0,7468187400000.0,9662439000000.0
2082.0,8042984000000.0,9889474000000.0,10911633000000.0,11252934000000.0,10988720000000.0,9387369000000.0,6820359000000.0,10794492000000.0,10147942000000.0,10362744000000.0,9385988000000.0,11485971000000.0,7309730000000.0,9546852000000.0
2083.0,7941495000000.0,9852584000000.0,10862325000000.0,11189750000000.0,10920218000000.0,9274356000000.0,6713010000000.0,10727064000000.0,10070654000000.0,10323707000000.0,9307877000000.0,11425988000000.0,7123408000000.0,9458952000000.0
2084.0,7808080700000.0,9751857000000.0,10780891000000.0,11076915000000.0,10876996000000.0,9206701000000.0,6588145000000.0,10668678000000.0,9992749000000.0,10237209000000.0,9192242000000.0,11391112000000.0,6963801400000.0,9369440000000.0
2085.0,7664747000000.0,9627091000000.0,10698740000000.0,10974426000000.0,10819455000000.0,9097857000000.0,6474069700000.0,10624794000000.0,9925357000000.0,10141616000000.0,9101505000000.0,11362684000000.0,6802764700000.0,9273000000000.0
2086.0,7526367000000.0,9541955000000.0,10644134000000.0,10869807000000.0,10771719000000.0,9008719000000.0,6324670000000.0,10591490000000.0,9921039000000.0,10070241000000.0,9013037000000.0,11294112000000.0,6680832000000.0,9286210000000.0
2087.0,7415159300000.0,9450543000000.0,10576268000000.0,10748547000000.0,10682776000000.0,8871685000000.0,6206863700000.0,10555349000000.0,9865171000000.0,9986357000000.0,8940811000000.0,11284657000000.0,6534739300000.0,9198190000000.0
2088.0,7284008000000.0,9368001000000.0,10508383000000.0,10725921000000.0,10591239000000.0,8792034500000.0,6071852700000.0,10492664000000.0,9796804000000.0,9922491000000.0,8838388000000.0,11209891000000.0,6387615700000.0,9142795000000.0
2089.0,7142098000000.0,9277675000000.0,10438687000000.0,10652617000000.0,10508130000000.0,8695497400000.0,5928686000000.0,10423896000000.0,9726953000000.0,9853931000000.0,8714198700000.0,11149749000000.0,6237507300000.0,9055624000000.0
2090.0,6991596000000.0,9192033000000.0,10352526000000.0,10629265000000.0,10428793000000.0,8624651000000.0,5811578000000.0,10371448000000.0,9644374000000.0,9784019000000.0,8606639000000.0,11114392000000.0,6053354000000.0,9005214000000.0
2091.0,6877595300000.0,9094241000000.0,10270251000000.0,10539077000000.0,10339443000000.0,8509609500000.0,5725061000000.0,10310755000000.0,9600859000000.0,9741903000000.0,8492748400000.0,11049577000000.0,5901818000000.0,8875976000000.0
2092.0,6732704000000.0,9012645000000.0,10213980000000.0,10484315000000.0,10259286000000.0,8412504500000.0,5619570000000.0,10241871000000.0,9559797000000.0,9666518000000.0,8401460000000.0,10984320000000.0,5759072000000.0,8761753000000.0
2093.0,6579047400000.0,8922981000000.0,10145482000000.0,10375636000000.0,10179500000000.0,8340653500000.0,5498992000000.0,10233895000000.0,9487995000000.0,9585445000000.0,8322002500000.0,10945161000000.0,5605418300000.0,8688647000000.0
2094.0,6444928000000.0,8815195000000.0,10055367000000.0,10275660000000.0,10147829000000.0,8231998000000.0,5367272000000.0,10155462000000.0,9447529000000.0,9547724000000.0,8204859700000.0,10850884000000.0,5432872500000.0,8660681000000.0
2095.0,6307152000000.0,8732715000000.0,9987641000000.0,10191522000000.0,10090887000000.0,8167178600000.0,5240904000000.0,10065105000000.0,9385302000000.0,9509113000000.0,8163815000000.0,10802639000000.0,5250583000000.0,8517534000000.0
2096.0,6224028000000.0,8661843300000.0,9917095000000.0,10116967000000.0,9954835000000.0,8110219000000.0,5107996000000.0,10029511000000.0,9319719000000.0,9469135000000.0,8089931600000.0,10726678000000.0,5114844000000.0,8481598300000.0
2097.0,6096029000000.0,8583941000000.0,9837063000000.0,10044528000000.0,9900564000000.0,8015905300000.0,4971389500000.0,9993812000000.0,9262164000000.0,9372526000000.0,8019368000000.0,10657974000000.0,4961859500000.0,8391600000000.0
2098.0,5949374300000.0,8501765000000.0,9773148000000.0,9982230000000.0,9819722000000.0,7949730700000.0,4870196700000.0,9933994000000.0,9197391000000.0,9317423000000.0,7913512400000.0,10608365000000.0,4814541000000.0,8270836700000.0
2099.0,5850380000000.0,8411243600000.0,9738892000000.0,9880396000000.0,9768894000000.0,7863567600000.0,4763041000000.0,9927951000000.0,9134246000000.0,9225189000000.0,7846428000000.0,10594461000000.0,4656386000000.0,8226021000000.0
2100.0,5730221400000.0,8338248600000.0,9688227000000.0,9788082000000.0,9695933000000.0,7753855000000.0,4692298000000.0,9885630000000.0,9069791000000.0,9226580000000.0,7759532000000.0,10542789000000.0,4498373000000.0,8171334000000.0
