time,CESM2-WACCM,CANESM5,IPSL-CM6A-LR,MRI-ESM2-0
2027.0,14317765000000.0,14253260000000.0,14315002000000.0,14224358000000.0
2028.0,14253598000000.0,14155727000000.0,14252203000000.0,14176384000000.0
2029.0,14174186000000.0,14064473000000.0,14148182000000.0,14136588000000.0
2030.0,14125083000000.0,14012860000000.0,14083366000000.0,14072707000000.0
2031.0,14048687000000.0,13950653000000.0,14029659000000.0,13996039000000.0
2032.0,14006198000000.0,13820587000000.0,13915237000000.0,13900396000000.0
2033.0,13903073000000.0,13735550000000.0,13823708000000.0,13829696000000.0
2034.0,13810725000000.0,13634361000000.0,13748704000000.0,13735706000000.0
2035.0,13736073000000.0,13559642000000.0,13722988000000.0,13663990000000.0
2036.0,13693806000000.0,13448975000000.0,13688052000000.0,13624033000000.0
2037.0,13641262000000.0,13355600000000.0,13614968000000.0,13544818000000.0
2038.0,13548828000000.0,13278216000000.0,13561368000000.0,13437096000000.0
2039.0,13447360000000.0,13222790000000.0,13435959000000.0,13347520000000.0
2040.0,13306690000000.0,13130832000000.0,13397444000000.0,13297242000000.0
2041.0,13210637000000.0,12982685000000.0,13285872000000.0,13257813000000.0
2042.0,13156083000000.0,12823343000000.0,13211829000000.0,13133526000000.0
2043.0,13068140000000.0,12680761000000.0,13090401000000.0,12992155000000.0
2044.0,12970586000000.0,12593682000000.0,12997723000000.0,12884658000000.0
2045.0,12881121000000.0,12500176000000.0,12904181000000.0,12735380000000.0
2046.0,12770183000000.0,12377020000000.0,12808229000000.0,12630448000000.0
2047.0,12696803000000.0,12263707000000.0,12720863000000.0,12484757000000.0
2048.0,12626626000000.0,12161647000000.0,12600370000000.0,12317171000000.0
2049.0,12560146000000.0,12063098000000.0,12458882000000.0,12238436000000.0
2050.0,12435442000000.0,11960186000000.0,12387353000000.0,12149244000000.0
2051.0,12340572000000.0,11848232000000.0,12275169000000.0,12005579000000.0
2052.0,12227307000000.0,11672788000000.0,12210359000000.0,11869966000000.0
2053.0,12093679000000.0,11539806000000.0,12091308000000.0,11699135000000.0
2054.0,11984167000000.0,11422146000000.0,11996772000000.0,11554471000000.0
2055.0,11863431000000.0,11209023000000.0,11886075000000.0,11470138000000.0
2056.0,11726408000000.0,11114454000000.0,11827574000000.0,11335712000000.0
2057.0,11630772000000.0,10998795000000.0,11738304000000.0,11250345000000.0
2058.0,11511524000000.0,10849637000000.0,11646461000000.0,11113555000000.0
2059.0,11396836000000.0,10730830000000.0,11561756000000.0,10980795000000.0
2060.0,11291256000000.0,10584566000000.0,11470230000000.0,10881396000000.0
2061.0,11164935000000.0,10485021000000.0,11348529000000.0,10753100000000.0
2062.0,11041123000000.0,10345590000000.0,11222799000000.0,10665220000000.0
2063.0,10975793000000.0,10215950000000.0,11075525000000.0,10590867000000.0
2064.0,10907287000000.0,10126987000000.0,10986485000000.0,10467650000000.0
2065.0,10772505000000.0,9988546000000.0,10919803000000.0,10385156000000.0
2066.0,10694812000000.0,9886143000000.0,10835198000000.0,10308660000000.0
2067.0,10581824000000.0,9754265000000.0,10782413000000.0,10239809000000.0
2068.0,10468309000000.0,9664483000000.0,10664482000000.0,10162665000000.0
2069.0,10337143000000.0,9533593000000.0,10535379000000.0,10128389000000.0
2070.0,10199252000000.0,9425547000000.0,10398447000000.0,10093387000000.0
2071.0,10132074000000.0,9332098000000.0,10297941000000.0,10026169000000.0
2072.0,10063700000000.0,9252936000000.0,10200586000000.0,9922592000000.0
2073.0,10009068000000.0,9093880000000.0,10126806000000.0,9822944000000.0
2074.0,9907515000000.0,9042027000000.0,10014341000000.0,9738933000000.0
2075.0,9828730000000.0,8922687000000.0,9925102000000.0,9677657000000.0
2076.0,9716933000000.0,8804794000000.0,9830693000000.0,9590933000000.0
2077.0,9665431000000.0,8675792500000.0,9779674000000.0,9458312000000.0
2078.0,9568992000000.0,8591641700000.0,9708860000000.0,9423443000000.0
2079.0,9489034000000.0,8492113500000.0,9672357000000.0,9356888000000.0
2080.0,9400924000000.0,8431512000000.0,9590138000000.0,9265924000000.0
2081.0,9327260000000.0,8322447600000.0,9534285000000.0,9147198000000.0
2082.0,9275144000000.0,8226685300000.0,9464498000000.0,9086964000000.0
2083.0,9192577000000.0,8167162000000.0,9369696000000.0,8980051000000.0
2084.0,9118175000000.0,8097939600000.0,9283092000000.0,8912594000000.0
2085.0,9084947000000.0,8034192000000.0,9212726000000.0,8858248000000.0
2086.0,9018862000000.0,7975466000000.0,9156698000000.0,8805895000000.0
2087.0,8961378000000.0,7890384000000.0,9135821000000.0,8796906000000.0
2088.0,8890444000000.0,7830056700000.0,9056655000000.0,8763438300000.0
2089.0,8803491000000.0,7727861500000.0,8991396000000.0,8732913700000.0
2090.0,8741949000000.0,7678785000000.0,8933005000000.0,8682602000000.0
2091.0,8699070400000.0,7596637000000.0,8878245000000.0,8658923600000.0
2092.0,8667258700000.0,7538079700000.0,8831859000000.0,8617767000000.0
2093.0,8640277000000.0,7541116000000.0,8806839000000.0,8594776400000.0
2094.0,8571748000000.0,7467395000000.0,8726981400000.0,8545854600000.0
2095.0,8508005000000.0,7368025000000.0,8662171000000.0,8522560400000.0
2096.0,8450341000000.0,7336131000000.0,8599537500000.0,8479804000000.0
2097.0,8398883500000.0,7273880500000.0,8542349700000.0,8465313000000.0
2098.0,8364623000000.0,7213497000000.0,8497928300000.0,8406455000000.0
2099.0,8315859000000.0,7204837000000.0,8475129700000.0,8362853000000.0
2100.0,8268018600000.0,7126365000000.0,8434222000000.0,8323721600000.0
