time,EC-EARTH3-VEG,GFDL-ESM4,MRI-ESM2-0,CAMS-CSM1-0
2027.0,14211121000000.0,14355100000000.0,14252574000000.0,14489896000000.0
2028.0,14135058000000.0,14272452000000.0,14171183000000.0,14443466000000.0
2029.0,14052221000000.0,14207200000000.0,14109466000000.0,14402406000000.0
2030.0,13955663000000.0,14119136000000.0,14045631000000.0,14372228000000.0
2031.0,13875957000000.0,14060524000000.0,13959811000000.0,14322490000000.0
2032.0,13839191000000.0,14019403000000.0,13884682000000.0,14279210000000.0
2033.0,13741116000000.0,13981516000000.0,13776432000000.0,14281738000000.0
2034.0,13650599000000.0,13872648000000.0,13708253000000.0,14293085000000.0
2035.0,13529416000000.0,13788720000000.0,13639513000000.0,14289624000000.0
2036.0,13459959000000.0,13725748000000.0,13547363000000.0,14232801000000.0
2037.0,13394038000000.0,13692268000000.0,13495334000000.0,14205952000000.0
2038.0,13309240000000.0,13614580000000.0,13389588000000.0,14135097000000.0
2039.0,13217477000000.0,13598873000000.0,13283877000000.0,14074832000000.0
2040.0,13128705000000.0,13520621000000.0,13163280000000.0,14044837000000.0
2041.0,13001518000000.0,13473143000000.0,13055672000000.0,14014286000000.0
2042.0,12896810000000.0,13410620000000.0,12980997000000.0,13937120000000.0
2043.0,12851006000000.0,13344604000000.0,12832328000000.0,13904019000000.0
2044.0,12828508000000.0,13297268000000.0,12756029000000.0,13855458000000.0
2045.0,12768191000000.0,13266823000000.0,12641569000000.0,13847392000000.0
2046.0,12718386000000.0,13171583000000.0,12591503000000.0,13757293000000.0
2047.0,12642642000000.0,13118169000000.0,12540485000000.0,13724858000000.0
2048.0,12595420000000.0,13065382000000.0,12456661000000.0,13696017000000.0
2049.0,12540548000000.0,12998931000000.0,12417112000000.0,13650705000000.0
2050.0,12504163000000.0,12980690000000.0,12330832000000.0,13585589000000.0
2051.0,12475277000000.0,12946365000000.0,12280659000000.0,13546589000000.0
2052.0,12444398000000.0,12905747000000.0,12211339000000.0,13513488000000.0
2053.0,12384557000000.0,12863940000000.0,12114247000000.0,13477786000000.0
2054.0,12322826000000.0,12804606000000.0,12036690000000.0,13429970000000.0
2055.0,12265981000000.0,12722749000000.0,11930610000000.0,13414831000000.0
2056.0,12185816000000.0,12680136000000.0,11865639000000.0,13391925000000.0
2057.0,12127635000000.0,12621533000000.0,11790377000000.0,13380016000000.0
2058.0,12014847000000.0,12570215000000.0,11698336000000.0,13344479000000.0
2059.0,11936595000000.0,12505441000000.0,11676214000000.0,13328646000000.0
2060.0,11844602000000.0,12463080000000.0,11612216000000.0,13254348000000.0
2061.0,11796198000000.0,12442253000000.0,11624577000000.0,13234130000000.0
2062.0,11772456000000.0,12374154000000.0,11610065000000.0,13204750000000.0
2063.0,11690540000000.0,12285696000000.0,11500280000000.0,13154164000000.0
2064.0,11641931000000.0,12240184000000.0,11497459000000.0,13141951000000.0
2065.0,11577978000000.0,12186902000000.0,11457493000000.0,13154324000000.0
2066.0,11517808000000.0,12107769000000.0,11459780000000.0,13104713000000.0
2067.0,11472046000000.0,12096988000000.0,11450199000000.0,13116102000000.0
2068.0,11432825000000.0,12073260000000.0,11425147000000.0,13041368000000.0
2069.0,11364966000000.0,12035272000000.0,11433905000000.0,13027118000000.0
2070.0,11305080000000.0,12019879000000.0,11371287000000.0,13005310000000.0
2071.0,11211756000000.0,11995134000000.0,11361590000000.0,12970562000000.0
2072.0,11180635000000.0,11966321000000.0,11297271000000.0,12933988000000.0
2073.0,11113321000000.0,11899271000000.0,11250758000000.0,12877044000000.0
2074.0,11041669000000.0,11823698000000.0,11217307000000.0,12846732000000.0
2075.0,10974012000000.0,11808854000000.0,11174134000000.0,12827402000000.0
2076.0,10898331000000.0,11757259000000.0,11135867000000.0,12743406000000.0
2077.0,10815655000000.0,11689084000000.0,11113314000000.0,12729195000000.0
2078.0,10739860000000.0,11648564000000.0,11094631000000.0,12694605000000.0
2079.0,10653551000000.0,11592065000000.0,11088078000000.0,12675445000000.0
2080.0,10576741000000.0,11545883000000.0,11039747000000.0,12651339000000.0
2081.0,10499875000000.0,11515898000000.0,10966656000000.0,12657736000000.0
2082.0,10444578000000.0,11516068000000.0,10905973000000.0,12653322000000.0
2083.0,10400474000000.0,11518043000000.0,10887439000000.0,12625207000000.0
2084.0,10318097000000.0,11482505000000.0,10833791000000.0,12578863000000.0
2085.0,10277896000000.0,11491884000000.0,10799642000000.0,12499591000000.0
2086.0,10221286000000.0,11453849000000.0,10747416000000.0,12466192000000.0
2087.0,10146035000000.0,11491955000000.0,10694223000000.0,12440004000000.0
2088.0,10076354000000.0,11504016000000.0,10675441000000.0,12389174000000.0
2089.0,10042975000000.0,11469383000000.0,10663959000000.0,12332354000000.0
2090.0,9980135000000.0,11427456000000.0,10632662000000.0,12306692000000.0
2091.0,9903510000000.0,11397423000000.0,10612867000000.0,12313226000000.0
2092.0,9845891000000.0,11376087000000.0,10593966000000.0,12284789000000.0
2093.0,9779123000000.0,11302760000000.0,10554127000000.0,12312474000000.0
2094.0,9676528000000.0,11274151000000.0,10495186000000.0,12252284000000.0
2095.0,9606356000000.0,11240867000000.0,10490270000000.0,12229191000000.0
2096.0,9532733000000.0,11236813000000.0,10472970000000.0,12179520000000.0
2097.0,9449437000000.0,11195546000000.0,10444097000000.0,12123894000000.0
2098.0,9396372000000.0,11198545000000.0,10428795000000.0,12102039000000.0
2099.0,9342793000000.0,11190512000000.0,10410668000000.0,12053490000000.0
2100.0,9229595000000.0,11142931000000.0,10404590000000.0,12010997000000.0
