time,FGOALS-F3-L,GFDL-ESM4,EC-EARTH3-VEG,CMCC-CM2-SR5,NORESM2-MM,CAMS-CSM1-0,INM-CM5-0,BCC-CSM2-MR,CESM2,MPI-ESM1-2-HR,MRI-ESM2-0,INM-CM4-8,EC-EARTH3,CESM2-WACCM
2010.0,7413424500000.0,7413424500000.0,7413424500000.0,7413424500000.0,7413424500000.0,7413424500000.0,7413424500000.0,7413424500000.0,7413424500000.0,7413424500000.0,7413424500000.0,7413424500000.0,7413424500000.0,7413424500000.0
2011.0,7411980600000.0,7411980600000.0,7411980600000.0,7411980600000.0,7411980600000.0,7411980600000.0,7411980600000.0,7411980600000.0,7411980600000.0,7411980600000.0,7411980600000.0,7411980600000.0,7411980600000.0,7411980600000.0
2012.0,7399873700000.0,7399873700000.0,7399873700000.0,7399873700000.0,7399873700000.0,7399873700000.0,7399873700000.0,7399873700000.0,7399873700000.0,7399873700000.0,7399873700000.0,7399873700000.0,7399873700000.0,7399873700000.0
2013.0,7404313400000.0,7404313400000.0,7404313400000.0,7404313400000.0,7404313400000.0,7404313400000.0,7404313400000.0,7404313400000.0,7404313400000.0,7404313400000.0,7404313400000.0,7404313400000.0,7404313400000.0,7404313400000.0
2014.0,7361239400000.0,7361239400000.0,7361239400000.0,7361239400000.0,7361239400000.0,7361239400000.0,7361239400000.0,7361239400000.0,7361239400000.0,7361239400000.0,7361239400000.0,7361239400000.0,7361239400000.0,7361239400000.0
2015.0,7354694000000.0,7354694000000.0,7354694000000.0,7354694000000.0,7354694000000.0,7354694000000.0,7354694000000.0,7354694000000.0,7354694000000.0,7354694000000.0,7354694000000.0,7354694000000.0,7354694000000.0,7354694000000.0
2016.0,7347848000000.0,7347848000000.0,7347848000000.0,7347848000000.0,7347848000000.0,7347848000000.0,7347848000000.0,7347848000000.0,7347848000000.0,7347848000000.0,7347848000000.0,7347848000000.0,7347848000000.0,7347848000000.0
2017.0,7348971000000.0,7348971000000.0,7348971000000.0,7348971000000.0,7348971000000.0,7348971000000.0,7348971000000.0,7348971000000.0,7348971000000.0,7348971000000.0,7348971000000.0,7348971000000.0,7348971000000.0,7348971000000.0
2018.0,7338589000000.0,7338589000000.0,7338589000000.0,7338589000000.0,7338589000000.0,7338589000000.0,7338589000000.0,7338589000000.0,7338589000000.0,7338589000000.0,7338589000000.0,7338589000000.0,7338589000000.0,7338589000000.0
2019.0,7345075700000.0,7345075700000.0,7345075700000.0,7345075700000.0,7345075700000.0,7345075700000.0,7345075700000.0,7345075700000.0,7345075700000.0,7345075700000.0,7345075700000.0,7345075700000.0,7345075700000.0,7345075700000.0
2020.0,7313380000000.0,7313380000000.0,7313380000000.0,7313380000000.0,7313380000000.0,7313380000000.0,7313380000000.0,7313380000000.0,7313380000000.0,7313380000000.0,7313380000000.0,7313380000000.0,7313380000000.0,7313380000000.0
2021.0,7293627000000.0,7292443000000.0,7269476500000.0,7326169300000.0,7287973000000.0,7300207000000.0,7288944300000.0,7281857500000.0,7275948300000.0,7305297400000.0,7311508600000.0,7295945700000.0,7276268600000.0,7320470000000.0
2022.0,7275880600000.0,7260750000000.0,7225164000000.0,7320923300000.0,7277320300000.0,7283047000000.0,7242185000000.0,7273437500000.0,7256429000000.0,7287410000000.0,7296270000000.0,7257792000000.0,7241055300000.0,7316355700000.0
2023.0,7251646000000.0,7238021000000.0,7188287300000.0,7313585300000.0,7265522000000.0,7267566500000.0,7197079000000.0,7234010500000.0,7234402000000.0,7242775500000.0,7276096000000.0,7253458000000.0,7210446000000.0,7295618500000.0
2024.0,7240910600000.0,7206474000000.0,7173415000000.0,7300888000000.0,7258210600000.0,7265119600000.0,7153856300000.0,7213427500000.0,7207429600000.0,7225768700000.0,7255080000000.0,7250815500000.0,7174696000000.0,7282843700000.0
2025.0,7220647400000.0,7179249000000.0,7147628000000.0,7283443000000.0,7249346400000.0,7219040000000.0,7113487000000.0,7187313700000.0,7181811000000.0,7193273300000.0,7233597000000.0,7246650000000.0,7136915500000.0,7274135000000.0
2026.0,7198312000000.0,7162807500000.0,7109034000000.0,7254936400000.0,7240712000000.0,7202744600000.0,7097278000000.0,7180388400000.0,7166880000000.0,7171484000000.0,7190756000000.0,7224445000000.0,7102759700000.0,7260260000000.0
2027.0,7166445500000.0,7115673000000.0,7041669700000.0,7223029300000.0,7235048600000.0,7202523000000.0,7065774300000.0,7171335500000.0,7149871700000.0,7144319500000.0,7146175500000.0,7213467000000.0,7068865500000.0,7244233000000.0
2028.0,7154968000000.0,7084391300000.0,6997752700000.0,7196004300000.0,7229683000000.0,7165862000000.0,7053173600000.0,7151892000000.0,7131275700000.0,7092009700000.0,7122519000000.0,7205767000000.0,7033068000000.0,7206790500000.0
2029.0,7117465000000.0,7064356700000.0,6960666000000.0,7159528600000.0,7214462400000.0,7142931000000.0,7014091000000.0,7124537000000.0,7101408000000.0,7068168000000.0,7080335400000.0,7177657400000.0,6985221000000.0,7189296600000.0
2030.0,7107586300000.0,7042087500000.0,6901582500000.0,7142696000000.0,7211863000000.0,7111948000000.0,6989258000000.0,7131167000000.0,7075785600000.0,7029741600000.0,7041024000000.0,7159753500000.0,6967948000000.0,7178782000000.0
2031.0,7087709000000.0,7032227000000.0,6850380600000.0,7141601000000.0,7202624500000.0,7099292600000.0,6947010000000.0,7086436500000.0,7065851000000.0,7009660000000.0,7029028600000.0,7149138000000.0,6943080000000.0,7175696000000.0
2032.0,7048780000000.0,6989457400000.0,6798284700000.0,7141046400000.0,7188521000000.0,7072353600000.0,6902319700000.0,7071917400000.0,7028379000000.0,7002734000000.0,6991872000000.0,7134847000000.0,6915630300000.0,7172645700000.0
2033.0,7024492400000.0,6968713400000.0,6766105000000.0,7099620000000.0,7171875500000.0,7058821000000.0,6898429500000.0,7073473000000.0,6999023000000.0,6986609000000.0,6970218600000.0,7098541300000.0,6894638300000.0,7144281700000.0
2034.0,7007407000000.0,6957220500000.0,6743948000000.0,7062864000000.0,7147150000000.0,7035752500000.0,6874413400000.0,7088133000000.0,6970549500000.0,6929079300000.0,6937299600000.0,7078511400000.0,6862536700000.0,7117458000000.0
2035.0,6975113000000.0,6935098000000.0,6690761600000.0,7034685000000.0,7121247000000.0,7021647600000.0,6847573000000.0,7044527000000.0,6955239700000.0,6917154000000.0,6924669600000.0,7045315600000.0,6823339400000.0,7094778500000.0
2036.0,6969073000000.0,6868245700000.0,6644682000000.0,7019465000000.0,7099388000000.0,7005939400000.0,6827917000000.0,6997541400000.0,6933863000000.0,6868610600000.0,6912010000000.0,7036886600000.0,6773722300000.0,7073164000000.0
2037.0,6931497000000.0,6816718700000.0,6605303000000.0,6979766500000.0,7077100000000.0,6998467300000.0,6792483400000.0,6989175000000.0,6919263600000.0,6835407400000.0,6885358000000.0,7011435500000.0,6731825000000.0,7070977000000.0
2038.0,6871712300000.0,6799080000000.0,6559094500000.0,6934298600000.0,7058171600000.0,6981822000000.0,6773511600000.0,6964105000000.0,6859410000000.0,6796799000000.0,6865239000000.0,6997339500000.0,6667882700000.0,7043258000000.0
2039.0,6850328000000.0,6762630500000.0,6526199000000.0,6899695000000.0,7046376000000.0,6951879000000.0,6747052300000.0,6947082300000.0,6811367000000.0,6785811000000.0,6807328000000.0,6990672700000.0,6631663000000.0,7029609000000.0
2040.0,6826575000000.0,6741304000000.0,6473148000000.0,6872678500000.0,7034767400000.0,6944814300000.0,6705764600000.0,6903694400000.0,6760156400000.0,6776955000000.0,6763351400000.0,6960227000000.0,6584217000000.0,7028305000000.0
2041.0,6782194300000.0,6710353000000.0,6424787700000.0,6863743000000.0,7026996000000.0,6930976700000.0,6671225000000.0,6887703600000.0,6731364600000.0,6768071500000.0,6703440500000.0,6937521000000.0,6544469500000.0,6995591600000.0
2042.0,6713497000000.0,6673024000000.0,6370184000000.0,6816042300000.0,6996907500000.0,6928847000000.0,6641402500000.0,6859341700000.0,6687870000000.0,6747068600000.0,6663232000000.0,6926161000000.0,6490009000000.0,6974385000000.0
2043.0,6657480300000.0,6645934500000.0,6295280000000.0,6771553000000.0,6933211000000.0,6906580000000.0,6621894000000.0,6853643000000.0,6649392700000.0,6744989000000.0,6602008000000.0,6911400300000.0,6411118400000.0,6981838000000.0
2044.0,6587976000000.0,6634420600000.0,6246516700000.0,6726091300000.0,6932063600000.0,6881257000000.0,6594345600000.0,6844729000000.0,6593382000000.0,6728164300000.0,6563645400000.0,6903326300000.0,6358348300000.0,6944396400000.0
2045.0,6521650000000.0,6596375000000.0,6175635000000.0,6679028000000.0,6912033000000.0,6851393000000.0,6560389000000.0,6815685000000.0,6556832000000.0,6709431000000.0,6499125000000.0,6871876000000.0,6287583000000.0,6903156000000.0
2046.0,6499775500000.0,6553076000000.0,6105903000000.0,6645932000000.0,6887730300000.0,6832860400000.0,6538212700000.0,6769123300000.0,6507441000000.0,6690011000000.0,6408420000000.0,6846890000000.0,6199892000000.0,6878742400000.0
2047.0,6470801300000.0,6509847000000.0,6022126600000.0,6588454000000.0,6845631000000.0,6809288000000.0,6510311600000.0,6750885400000.0,6476031600000.0,6659197000000.0,6334316500000.0,6823954400000.0,6091080000000.0,6861022600000.0
2048.0,6409998000000.0,6462655400000.0,5945689600000.0,6573347300000.0,6826796000000.0,6788484000000.0,6492536700000.0,6747133600000.0,6451227000000.0,6627184000000.0,6273300000000.0,6812942000000.0,5997238000000.0,6836937300000.0
2049.0,6327442000000.0,6423593000000.0,5852170000000.0,6531192000000.0,6830716600000.0,6768997000000.0,6451479700000.0,6722948000000.0,6414242000000.0,6613070500000.0,6219218000000.0,6794213600000.0,5924166000000.0,6802146600000.0
2050.0,6273063000000.0,6393042000000.0,5743467600000.0,6478647000000.0,6808166000000.0,6763253300000.0,6435411300000.0,6691849500000.0,6380473300000.0,6564695500000.0,6149068300000.0,6778069700000.0,5832175500000.0,6759840000000.0
2051.0,6227603000000.0,6354470700000.0,5657599000000.0,6406989000000.0,6771899000000.0,6751735000000.0,6419957400000.0,6651128600000.0,6350990000000.0,6527001000000.0,6077702700000.0,6770638500000.0,5702758700000.0,6719488000000.0
2052.0,6189736000000.0,6338628000000.0,5579548400000.0,6350101000000.0,6741223300000.0,6741116000000.0,6404009600000.0,6612785300000.0,6318322000000.0,6482180000000.0,5998640000000.0,6740960600000.0,5594983000000.0,6673395600000.0
2053.0,6155004000000.0,6299916000000.0,5489494600000.0,6258702000000.0,6712189000000.0,6706466700000.0,6378140000000.0,6587528000000.0,6266826000000.0,6450694300000.0,5905249000000.0,6709144000000.0,5471909400000.0,6631011600000.0
2054.0,6106958500000.0,6263568000000.0,5388103600000.0,6192879000000.0,6678521000000.0,6683621000000.0,6361850600000.0,6565221400000.0,6216514300000.0,6439092000000.0,5819183700000.0,6687076400000.0,5364022500000.0,6609215400000.0
2055.0,6013334000000.0,6236037000000.0,5286473000000.0,6111594300000.0,6652621000000.0,6657397500000.0,6332052000000.0,6525849000000.0,6149547500000.0,6404071000000.0,5715947000000.0,6661787000000.0,5262400300000.0,6589016700000.0
2056.0,5973895300000.0,6215126000000.0,5181789000000.0,6028484000000.0,6627795700000.0,6618395000000.0,6310231000000.0,6512899500000.0,6095259000000.0,6363702000000.0,5614142000000.0,6632660000000.0,5155795000000.0,6576147000000.0
2057.0,5951718400000.0,6171498400000.0,5065097000000.0,5948960000000.0,6578158700000.0,6584567000000.0,6280046400000.0,6483490600000.0,6024020000000.0,6311926300000.0,5524323000000.0,6583508000000.0,5049780500000.0,6537213000000.0
2058.0,5928026000000.0,6146234000000.0,4967919000000.0,5855525700000.0,6557378000000.0,6546226000000.0,6266824400000.0,6447285000000.0,5993795700000.0,6272197000000.0,5437382000000.0,6572004000000.0,4928130000000.0,6518817000000.0
2059.0,5891232000000.0,6090269400000.0,4864212000000.0,5770453000000.0,6529988000000.0,6517633300000.0,6239540500000.0,6401752000000.0,5925127000000.0,6231277000000.0,5378754500000.0,6543445000000.0,4826647000000.0,6480983000000.0
2060.0,5847951300000.0,6053846000000.0,4788113600000.0,5688790600000.0,6501972000000.0,6508291600000.0,6211249000000.0,6369514600000.0,5896357300000.0,6185961000000.0,5302107000000.0,6520179000000.0,4737244000000.0,6459792300000.0
2061.0,5792773700000.0,6018758000000.0,4714612000000.0,5609122000000.0,6478494700000.0,6470371400000.0,6165688000000.0,6332660300000.0,5828395400000.0,6135138500000.0,5211087000000.0,6506116300000.0,4619340000000.0,6438461600000.0
2062.0,5742322000000.0,5989307000000.0,4636895000000.0,5532250300000.0,6436701000000.0,6442843000000.0,6138905000000.0,6289450600000.0,5775937000000.0,6113243700000.0,5120017000000.0,6489177600000.0,4528771400000.0,6415340000000.0
2063.0,5684185000000.0,5959297000000.0,4544467000000.0,5444726000000.0,6405769000000.0,6435264500000.0,6102411000000.0,6270110000000.0,5732484000000.0,6086915500000.0,5055580000000.0,6426762700000.0,4436105600000.0,6378643500000.0
2064.0,5646277000000.0,5943439000000.0,4437816000000.0,5347255000000.0,6354786000000.0,6377379000000.0,6063336000000.0,6256487600000.0,5657593400000.0,6040309000000.0,4954218600000.0,6370704000000.0,4345860500000.0,6341278000000.0
2065.0,5594478500000.0,5905436400000.0,4317596400000.0,5260342500000.0,6344044000000.0,6345926000000.0,6028333000000.0,6239292500000.0,5577611000000.0,5991032700000.0,4860401400000.0,6338215000000.0,4259276700000.0,6301288000000.0
2066.0,5524332500000.0,5885124400000.0,4227478600000.0,5172835000000.0,6306058500000.0,6318808000000.0,5975188000000.0,6209235600000.0,5538527000000.0,5939468000000.0,4794962000000.0,6302823000000.0,4174703000000.0,6247346600000.0
2067.0,5491080000000.0,5848118000000.0,4134872300000.0,5086074400000.0,6272536000000.0,6280616300000.0,5922953400000.0,6150800500000.0,5465735400000.0,5895639500000.0,4711687000000.0,6274506300000.0,4067453800000.0,6213767000000.0
2068.0,5455022000000.0,5807413000000.0,4034767400000.0,5001425000000.0,6228465000000.0,6221978400000.0,5877215500000.0,6085319600000.0,5413339700000.0,5861151000000.0,4617565000000.0,6242811500000.0,3983814700000.0,6167527400000.0
2069.0,5417152300000.0,5782440000000.0,3926470400000.0,4905026700000.0,6208104700000.0,6200814500000.0,5819759000000.0,6061614000000.0,5351238300000.0,5822107000000.0,4537960600000.0,6211118300000.0,3891861700000.0,6141327700000.0
2070.0,5363361000000.0,5766332300000.0,3831979300000.0,4806655600000.0,6170370600000.0,6183358300000.0,5760256300000.0,6018615000000.0,5319765000000.0,5761926000000.0,4411126400000.0,6183140000000.0,3809924600000.0,6098236000000.0
2071.0,5339071600000.0,5742396000000.0,3745553600000.0,4743027500000.0,6136292000000.0,6165312000000.0,5708169000000.0,5978095400000.0,5286069000000.0,5707262300000.0,4299202500000.0,6148515700000.0,3733362800000.0,6051796000000.0
2072.0,5310567000000.0,5713826000000.0,3645270400000.0,4635540000000.0,6085136600000.0,6131873000000.0,5635634600000.0,5875416700000.0,5238709000000.0,5656638000000.0,4223944600000.0,6088813000000.0,3642794400000.0,6013869600000.0
2073.0,5286806400000.0,5690133300000.0,3551432800000.0,4529976000000.0,6025844400000.0,6106713000000.0,5581317000000.0,5836030600000.0,5174353000000.0,5607668000000.0,4139706700000.0,6015767500000.0,3562652000000.0,5941678000000.0
2074.0,5255202300000.0,5644538000000.0,3434240300000.0,4425933000000.0,5991716000000.0,6087510600000.0,5527596000000.0,5807301700000.0,5121153000000.0,5572826000000.0,4061241500000.0,5972797000000.0,3482330300000.0,5889449300000.0
2075.0,5220474600000.0,5603988600000.0,3333478700000.0,4327461000000.0,5947467500000.0,6057461500000.0,5460825000000.0,5758374600000.0,5051127400000.0,5533602000000.0,3970853500000.0,5943227000000.0,3401941500000.0,5856313000000.0
2076.0,5192317000000.0,5567940000000.0,3243979600000.0,4227211200000.0,5895173400000.0,6004157000000.0,5396732000000.0,5718037000000.0,5014265000000.0,5489505600000.0,3855595000000.0,5922484000000.0,3318510800000.0,5809432000000.0
2077.0,5169567000000.0,5541779700000.0,3149440700000.0,4127191200000.0,5863296000000.0,5949680500000.0,5348786700000.0,5672888400000.0,4972466000000.0,5452152700000.0,3778826000000.0,5898392000000.0,3238878800000.0,5775771600000.0
2078.0,5126256000000.0,5504990400000.0,3044961400000.0,4025630000000.0,5826889000000.0,5928641000000.0,5306968400000.0,5638504000000.0,4929062000000.0,5407442500000.0,3685887000000.0,5863756000000.0,3145275000000.0,5710518000000.0
2079.0,5088638000000.0,5473165600000.0,2946821300000.0,3919476200000.0,5782789000000.0,5899032700000.0,5240752400000.0,5565731300000.0,4835214000000.0,5358602400000.0,3611179600000.0,5832595000000.0,3061365300000.0,5669997500000.0
2080.0,5062777000000.0,5433984000000.0,2849350600000.0,3804745000000.0,5748180000000.0,5842330500000.0,5179379300000.0,5533911000000.0,4789253000000.0,5312154000000.0,3526904800000.0,5780251600000.0,2969027700000.0,5569087300000.0
2081.0,5025255000000.0,5395743500000.0,2743211700000.0,3719630000000.0,5722832000000.0,5815065000000.0,5114529600000.0,5494395600000.0,4728257000000.0,5263772400000.0,3460945100000.0,5728960000000.0,2882935700000.0,5504647600000.0
2082.0,4983305500000.0,5378844000000.0,2642199400000.0,3617861100000.0,5683479600000.0,5801381000000.0,5080104300000.0,5460866000000.0,4674795600000.0,5223913400000.0,3405972500000.0,5693691000000.0,2785614200000.0,5441139500000.0
2083.0,4949850700000.0,5356868600000.0,2542664700000.0,3520591800000.0,5653629000000.0,5789283500000.0,5040725600000.0,5420975000000.0,4631815500000.0,5195086000000.0,3323757300000.0,5642300400000.0,2709776800000.0,5391155500000.0
2084.0,4922632300000.0,5318349000000.0,2430663400000.0,3399069000000.0,5600714400000.0,5756534000000.0,5001371500000.0,5384125000000.0,4584477600000.0,5159913000000.0,3262167600000.0,5613024000000.0,2620528800000.0,5341617600000.0
2085.0,4890717000000.0,5286222400000.0,2313036200000.0,3289286200000.0,5554589700000.0,5727583700000.0,4967844000000.0,5317398600000.0,4532445600000.0,5128544000000.0,3188808700000.0,5568163000000.0,2521572800000.0,5279131400000.0
2086.0,4862288300000.0,5236929300000.0,2202032400000.0,3191387200000.0,5516495000000.0,5690783000000.0,4910796500000.0,5294973000000.0,4483634400000.0,5087912000000.0,3116467000000.0,5538194000000.0,2431475500000.0,5245994000000.0
2087.0,4828143600000.0,5205937600000.0,2111697600000.0,3087951200000.0,5455203500000.0,5663846600000.0,4864763000000.0,5252274700000.0,4414071400000.0,5043950500000.0,3042647500000.0,5487958400000.0,2345345500000.0,5160740300000.0
2088.0,4782267000000.0,5178702000000.0,2016879200000.0,2993273700000.0,5414733000000.0,5655392400000.0,4815114000000.0,5220730000000.0,4358663600000.0,4995888400000.0,2965734400000.0,5453858000000.0,2267913700000.0,5126850300000.0
2089.0,4739079000000.0,5153584300000.0,1928598300000.0,2898446000000.0,5378464500000.0,5635094000000.0,4774444400000.0,5172646400000.0,4297680000000.0,4951554000000.0,2891593800000.0,5419772000000.0,2180733500000.0,5090929000000.0
2090.0,4665820300000.0,5113132400000.0,1842679900000.0,2793314500000.0,5319257000000.0,5602391000000.0,4729890400000.0,5132603000000.0,4227267600000.0,4911461300000.0,2830740500000.0,5381859300000.0,2080230300000.0,5038477000000.0
2091.0,4638342000000.0,5071224000000.0,1763029000000.0,2713113300000.0,5283291600000.0,5558650300000.0,4688463300000.0,5117811000000.0,4137146400000.0,4899198700000.0,2756785000000.0,5350203300000.0,1989603900000.0,4992974000000.0
2092.0,4578825000000.0,5035378300000.0,1686319700000.0,2623147900000.0,5256092000000.0,5536555000000.0,4642252500000.0,5062551000000.0,4115034500000.0,4859527000000.0,2715919800000.0,5327454500000.0,1894772500000.0,4944994000000.0
2093.0,4510263500000.0,5014501000000.0,1612940700000.0,2515736700000.0,5208668600000.0,5494462000000.0,4600159500000.0,5043092000000.0,4067037000000.0,4824266400000.0,2645792000000.0,5294701700000.0,1804722400000.0,4885468700000.0
2094.0,4421890000000.0,4972346300000.0,1539091900000.0,2410875200000.0,5177440000000.0,5474289000000.0,4564059700000.0,5016031600000.0,4027901500000.0,4780140300000.0,2604029200000.0,5271725300000.0,1722849400000.0,4839428300000.0
2095.0,4356785300000.0,4915931000000.0,1477121500000.0,2316164400000.0,5131134000000.0,5439606500000.0,4521847000000.0,4955552400000.0,3975377800000.0,4732220300000.0,2565839800000.0,5198195500000.0,1640338400000.0,4797008000000.0
2096.0,4324926400000.0,4886057000000.0,1413044400000.0,2216466300000.0,5105894600000.0,5419958300000.0,4485781400000.0,4904845300000.0,3913177000000.0,4700262000000.0,2513594000000.0,5159092000000.0,1559824700000.0,4758010000000.0
2097.0,4274706700000.0,4862598700000.0,1348991200000.0,2120764000000.0,5060752300000.0,5389031000000.0,4436862700000.0,4875277600000.0,3871092000000.0,4663356700000.0,2477135200000.0,5127804600000.0,1477887900000.0,4704808500000.0
2098.0,4223890400000.0,4847248600000.0,1276331800000.0,2026097600000.0,5026527300000.0,5367025600000.0,4378888800000.0,4843437600000.0,3814500600000.0,4617519000000.0,2443818300000.0,5094743000000.0,1419444700000.0,4663639000000.0
2099.0,4172663000000.0,4819728700000.0,1201924700000.0,1939598300000.0,4987069400000.0,5341759700000.0,4347094000000.0,4797047000000.0,3776689200000.0,4573790500000.0,2390866500000.0,5050610000000.0,1337286100000.0,4598114000000.0
2100.0,4138022000000.0,4791158700000.0,1130429200000.0,1854039300000.0,4948791700000.0,5314021700000.0,4311238600000.0,4768306000000.0,3715076700000.0,4534208000000.0,2346640700000.0,4995780400000.0,1264312500000.0,4504070700000.0
