time,IPSL-CM6A-LR,ACCESS-ESM1-5,EC-EARTH3-VEG,CAMS-CSM1-0,CESM2-WACCM,MRI-ESM2-0,GFDL-ESM4,CESM2,EC-EARTH3,FGOALS-F3-L,BCC-CSM2-MR,CANESM5,MPI-ESM1-2-HR,ACCESS-CM2,INM-CM4-8,INM-CM5-0,NORESM2-MM
2011.0,40724450000.0,40724450000.0,40724450000.0,40724450000.0,40724450000.0,40724450000.0,40724450000.0,40724450000.0,40724450000.0,40724450000.0,40724450000.0,40724450000.0,40724450000.0,40724450000.0,40724450000.0,40724450000.0,40724450000.0
2012.0,40695296000.0,40695296000.0,40695296000.0,40695296000.0,40695296000.0,40695296000.0,40695296000.0,40695296000.0,40695296000.0,40695296000.0,40695296000.0,40695296000.0,40695296000.0,40695296000.0,40695296000.0,40695296000.0,40695296000.0
2013.0,40680255000.0,40680255000.0,40680255000.0,40680255000.0,40680255000.0,40680255000.0,40680255000.0,40680255000.0,40680255000.0,40680255000.0,40680255000.0,40680255000.0,40680255000.0,40680255000.0,40680255000.0,40680255000.0,40680255000.0
2014.0,40668975000.0,40668975000.0,40668975000.0,40668975000.0,40668975000.0,40668975000.0,40668975000.0,40668975000.0,40668975000.0,40668975000.0,40668975000.0,40668975000.0,40668975000.0,40668975000.0,40668975000.0,40668975000.0,40668975000.0
2015.0,40604280000.0,40604280000.0,40604280000.0,40604280000.0,40604280000.0,40604280000.0,40604280000.0,40604280000.0,40604280000.0,40604280000.0,40604280000.0,40604280000.0,40604280000.0,40604280000.0,40604280000.0,40604280000.0,40604280000.0
2016.0,40564310000.0,40564310000.0,40564310000.0,40564310000.0,40564310000.0,40564310000.0,40564310000.0,40564310000.0,40564310000.0,40564310000.0,40564310000.0,40564310000.0,40564310000.0,40564310000.0,40564310000.0,40564310000.0,40564310000.0
2017.0,40525770000.0,40525770000.0,40525770000.0,40525770000.0,40525770000.0,40525770000.0,40525770000.0,40525770000.0,40525770000.0,40525770000.0,40525770000.0,40525770000.0,40525770000.0,40525770000.0,40525770000.0,40525770000.0,40525770000.0
2018.0,40702630000.0,40702630000.0,40702630000.0,40702630000.0,40702630000.0,40702630000.0,40702630000.0,40702630000.0,40702630000.0,40702630000.0,40702630000.0,40702630000.0,40702630000.0,40702630000.0,40702630000.0,40702630000.0,40702630000.0
2019.0,40549120000.0,40549120000.0,40549120000.0,40549120000.0,40549120000.0,40549120000.0,40549120000.0,40549120000.0,40549120000.0,40549120000.0,40549120000.0,40549120000.0,40549120000.0,40549120000.0,40549120000.0,40549120000.0,40549120000.0
2020.0,40467517000.0,40467517000.0,40467517000.0,40467517000.0,40467517000.0,40467517000.0,40467517000.0,40467517000.0,40467517000.0,40467517000.0,40467517000.0,40467517000.0,40467517000.0,40467517000.0,40467517000.0,40467517000.0,40467517000.0
2021.0,40414350000.0,40417284000.0,40481116000.0,40475570000.0,40417264000.0,40388580000.0,40417722000.0,40429270000.0,40411152000.0,40424542000.0,40441560000.0,40415207000.0,40453943000.0,40486650000.0,40412870000.0,40420733000.0,40399106000.0
2022.0,40373567000.0,40377400000.0,40384390000.0,40418517000.0,40354850000.0,40361468000.0,40364710000.0,40378480000.0,40328954000.0,40376054000.0,40398040000.0,40391130000.0,40397226000.0,40397476000.0,40373020000.0,40363053000.0,40363594000.0
2023.0,40318360000.0,40326345000.0,40327795000.0,40378480000.0,40334730000.0,40299315000.0,40500404000.0,40341060000.0,40267630000.0,40343700000.0,40357245000.0,40294965000.0,40415550000.0,40339108000.0,40337908000.0,40311644000.0,40311060000.0
2024.0,40327455000.0,40314360000.0,40273334000.0,40330760000.0,40350798000.0,40262670000.0,40336114000.0,40307864000.0,40207430000.0,40312754000.0,40341176000.0,40262520000.0,40382990000.0,40317456000.0,40305644000.0,40275940000.0,40315950000.0
2025.0,40289070000.0,40276287000.0,40228565000.0,40297185000.0,40254600000.0,40180183000.0,40285577000.0,40295870000.0,40149455000.0,40252370000.0,40386843000.0,40190590000.0,40314556000.0,40294490000.0,40255330000.0,40220844000.0,40247500000.0
2026.0,40195760000.0,40228393000.0,40201000000.0,40257663000.0,40190580000.0,40114713000.0,40236757000.0,40242750000.0,40096840000.0,40203665000.0,40297066000.0,40131215000.0,40250802000.0,40221667000.0,40207434000.0,40227260000.0,40202030000.0
2027.0,40131777000.0,40168740000.0,40144867000.0,40219050000.0,40106230000.0,40030806000.0,40213524000.0,40358670000.0,40046070000.0,40174264000.0,40243750000.0,40101855000.0,40188790000.0,40287007000.0,40165077000.0,40146346000.0,40150077000.0
2028.0,40099434000.0,40164690000.0,40111833000.0,40162220000.0,40068985000.0,39962240000.0,40163164000.0,40226410000.0,39949240000.0,40112607000.0,40216630000.0,40013430000.0,40151163000.0,40174350000.0,40120230000.0,40110480000.0,40083034000.0
2029.0,40025838000.0,40131445000.0,40060895000.0,40119296000.0,40024744000.0,39891610000.0,40242463000.0,40152310000.0,39874930000.0,40136040000.0,40161784000.0,39951405000.0,40142920000.0,40102343000.0,40072460000.0,40070620000.0,40038728000.0
2030.0,39971390000.0,40062644000.0,40005894000.0,40071040000.0,39957600000.0,39829774000.0,40137445000.0,40089485000.0,39785927000.0,40062374000.0,40108237000.0,39864480000.0,40144278000.0,40051773000.0,40017854000.0,40001667000.0,40110980000.0
2031.0,39902024000.0,40003994000.0,39973564000.0,40009368000.0,39875150000.0,39735665000.0,40033653000.0,40039354000.0,39686380000.0,40009110000.0,40099672000.0,39782630000.0,40045600000.0,40004620000.0,39982838000.0,39942570000.0,39976268000.0
2032.0,39862256000.0,39942513000.0,39895626000.0,39964852000.0,39790730000.0,39660420000.0,40011997000.0,39981814000.0,39590294000.0,39963218000.0,40033210000.0,39695980000.0,40056603000.0,39965725000.0,39912590000.0,39907870000.0,39945847000.0
2033.0,39780745000.0,39878800000.0,39865696000.0,39917613000.0,39714130000.0,39585133000.0,39970275000.0,39911666000.0,39518870000.0,39904300000.0,39974060000.0,39582847000.0,39995720000.0,39884235000.0,39849435000.0,39852515000.0,39873700000.0
2034.0,39732700000.0,39838060000.0,39799210000.0,39937220000.0,39635993000.0,39495692000.0,39957197000.0,39853740000.0,39385473000.0,39846326000.0,39914160000.0,39492395000.0,39919407000.0,39806755000.0,39780560000.0,39769350000.0,39792240000.0
2035.0,39645790000.0,39749650000.0,39748387000.0,39835330000.0,39556325000.0,39399965000.0,39871140000.0,39779410000.0,39254237000.0,39818125000.0,39841830000.0,39386927000.0,39848268000.0,39739860000.0,39719813000.0,39716320000.0,39731840000.0
2036.0,39582904000.0,39702610000.0,39695114000.0,39801930000.0,39433090000.0,39392023000.0,39809850000.0,39713423000.0,39128633000.0,39758500000.0,39786860000.0,39231287000.0,39791763000.0,39686844000.0,39648890000.0,39632036000.0,39657136000.0
2037.0,39540515000.0,39665107000.0,39732126000.0,40074228000.0,39301350000.0,39256707000.0,39750705000.0,39671560000.0,38990975000.0,39690480000.0,39696360000.0,39040266000.0,39744807000.0,39615517000.0,39587520000.0,39582544000.0,39573680000.0
2038.0,39442600000.0,39726210000.0,39657490000.0,39760876000.0,39193993000.0,39158130000.0,39682090000.0,39567730000.0,38855830000.0,39632118000.0,39584293000.0,38891295000.0,39682720000.0,39530697000.0,39520793000.0,39513272000.0,39456338000.0
2039.0,39368737000.0,39542350000.0,39691140000.0,39684920000.0,39102657000.0,39034675000.0,39621247000.0,39446893000.0,38701445000.0,39541793000.0,39528112000.0,38731596000.0,39601725000.0,39442180000.0,39418650000.0,39527100000.0,39359357000.0
2040.0,39255134000.0,39476314000.0,39516870000.0,39633230000.0,38993400000.0,38919800000.0,39526790000.0,39344660000.0,38537600000.0,39486722000.0,39470772000.0,38571876000.0,39534764000.0,39349950000.0,39370020000.0,39384412000.0,39274940000.0
2041.0,39147586000.0,39374447000.0,39475393000.0,39514850000.0,38843388000.0,38879867000.0,39447806000.0,39257590000.0,38348943000.0,39380128000.0,39441780000.0,38383444000.0,39466406000.0,39297294000.0,39277290000.0,39366386000.0,39157498000.0
2042.0,39060427000.0,39305245000.0,39380177000.0,39522810000.0,38700577000.0,38857937000.0,39434547000.0,39117525000.0,38151053000.0,39410000000.0,39353647000.0,38160093000.0,39374180000.0,39183827000.0,39174920000.0,39261340000.0,39043932000.0
2043.0,38965320000.0,39246877000.0,39298190000.0,39434215000.0,38598960000.0,38639583000.0,39330263000.0,38970920000.0,37901775000.0,39264604000.0,39242625000.0,37983710000.0,39304140000.0,39088353000.0,39091530000.0,39135957000.0,38883940000.0
2044.0,38846180000.0,39121500000.0,39220190000.0,39346940000.0,38448464000.0,38491960000.0,39280296000.0,38860300000.0,37690245000.0,39165768000.0,39189262000.0,37797822000.0,39300290000.0,38983324000.0,39017660000.0,39025730000.0,38764216000.0
2045.0,38729175000.0,39065160000.0,39198134000.0,39305724000.0,38296130000.0,38371324000.0,39205913000.0,38755336000.0,37449413000.0,39095750000.0,39178486000.0,37575873000.0,39222546000.0,38899864000.0,38920810000.0,39001360000.0,38676623000.0
2046.0,38607016000.0,38948893000.0,39052632000.0,39216900000.0,38105747000.0,38253933000.0,39119670000.0,38635684000.0,37251060000.0,39083360000.0,39115670000.0,37358660000.0,39375778000.0,38790353000.0,38794270000.0,38860680000.0,38514840000.0
2047.0,38457836000.0,38903042000.0,38975762000.0,39158137000.0,37951600000.0,38098833000.0,39047960000.0,38503674000.0,37083870000.0,39049732000.0,39029060000.0,37122510000.0,39102050000.0,38673590000.0,38695305000.0,38886633000.0,38388752000.0
2048.0,38312497000.0,38839730000.0,39036617000.0,39346360000.0,37872353000.0,37983020000.0,38948753000.0,38343620000.0,36813693000.0,39042535000.0,38928118000.0,36854043000.0,39026480000.0,38582292000.0,38596375000.0,38723050000.0,38269895000.0
2049.0,38146073000.0,38733218000.0,38815322000.0,39026030000.0,37655224000.0,37826360000.0,38880375000.0,38171628000.0,36641686000.0,38859882000.0,38795727000.0,36624634000.0,38920460000.0,38439043000.0,38484820000.0,38622270000.0,38096536000.0
2050.0,37961270000.0,38665015000.0,38758015000.0,38909026000.0,37518516000.0,37676110000.0,38811574000.0,37987516000.0,36377498000.0,38811742000.0,38719406000.0,36369117000.0,38858883000.0,38300960000.0,38453760000.0,38521000000.0,37945530000.0
2051.0,37808923000.0,38526382000.0,38619623000.0,38854152000.0,37286253000.0,37514162000.0,38837430000.0,37813290000.0,36127195000.0,38728954000.0,38629850000.0,36097016000.0,38755172000.0,38194016000.0,38291345000.0,38425965000.0,37766087000.0
2052.0,37618210000.0,38414238000.0,38498607000.0,38774870000.0,37104800000.0,37366410000.0,38711857000.0,37631377000.0,35901223000.0,38673543000.0,38537605000.0,35854328000.0,38676510000.0,38077220000.0,38227665000.0,38289000000.0,37623360000.0
2053.0,37455536000.0,38264430000.0,38403305000.0,38652940000.0,36918157000.0,37264376000.0,38641500000.0,37448420000.0,35650945000.0,38588520000.0,38394630000.0,35551834000.0,38612290000.0,37858144000.0,38067515000.0,38266610000.0,37430410000.0
2054.0,37295070000.0,38176860000.0,38277345000.0,38666490000.0,36716870000.0,37080867000.0,38568366000.0,37249274000.0,35405005000.0,38490110000.0,38240772000.0,35281273000.0,38510770000.0,37689635000.0,37934264000.0,38022754000.0,37236875000.0
2055.0,37045320000.0,38056050000.0,38167626000.0,38700958000.0,36518680000.0,36866090000.0,38442250000.0,37100880000.0,35193094000.0,38371690000.0,38126543000.0,34944130000.0,38536446000.0,37508727000.0,37827390000.0,38068550000.0,37099864000.0
2056.0,36835200000.0,38006850000.0,38027756000.0,38634980000.0,36307480000.0,36657447000.0,38357330000.0,36899150000.0,35054158000.0,38250217000.0,37961870000.0,34647650000.0,38318215000.0,37356302000.0,37702500000.0,37891610000.0,36902654000.0
2057.0,36763260000.0,37861736000.0,37912150000.0,38414467000.0,36082774000.0,36556014000.0,38192940000.0,36659626000.0,34825970000.0,38131530000.0,37987447000.0,34273100000.0,38195827000.0,37150704000.0,37572410000.0,37772567000.0,36711363000.0
2058.0,36559233000.0,37740925000.0,37813457000.0,38316036000.0,35887657000.0,36314386000.0,38089527000.0,36489933000.0,34575430000.0,38030770000.0,37826990000.0,33969396000.0,38111590000.0,36977177000.0,37463440000.0,37608415000.0,36461030000.0
2059.0,36385853000.0,37596013000.0,37686383000.0,38198886000.0,35740920000.0,36220748000.0,38088530000.0,36229587000.0,34370912000.0,37923120000.0,37745517000.0,33691003000.0,38000693000.0,36781570000.0,37322695000.0,37448876000.0,36256160000.0
2060.0,36138488000.0,37459620000.0,37636880000.0,38055387000.0,35525603000.0,35963800000.0,38044283000.0,36035244000.0,34152126000.0,37793645000.0,37643010000.0,33304881000.0,38022990000.0,36617724000.0,37232964000.0,37327622000.0,36037920000.0
2061.0,35921890000.0,37346554000.0,37418960000.0,37950366000.0,35317576000.0,35720856000.0,37860094000.0,35782460000.0,33993900000.0,37680333000.0,37530042000.0,32913660000.0,37854274000.0,36438016000.0,37101298000.0,37302465000.0,35811430000.0
2062.0,35710770000.0,37310886000.0,37443953000.0,37879935000.0,35086578000.0,35525200000.0,37735260000.0,35573190000.0,33763914000.0,37540254000.0,37333414000.0,32599185000.0,37753647000.0,36243685000.0,36959590000.0,37123326000.0,35651686000.0
2063.0,35537117000.0,37175250000.0,37207180000.0,37784740000.0,34765280000.0,35303543000.0,37618176000.0,35306734000.0,33555250000.0,37411684000.0,37234030000.0,32293716000.0,37630630000.0,36054730000.0,36802880000.0,36989985000.0,35437777000.0
2064.0,35260047000.0,36999190000.0,37074410000.0,37803192000.0,34513457000.0,35117236000.0,37519032000.0,35163947000.0,33406638000.0,37299630000.0,37091852000.0,32065683000.0,37524898000.0,35922320000.0,36710300000.0,36876087000.0,35180945000.0
2065.0,35048000000.0,36862894000.0,37001030000.0,37681406000.0,34268965000.0,34913546000.0,37400150000.0,34944197000.0,33177723000.0,37187056000.0,36976304000.0,31706940000.0,37525512000.0,35777090000.0,36590273000.0,36755948000.0,35098153000.0
2066.0,34827457000.0,36667690000.0,36870414000.0,37704040000.0,34002362000.0,34741826000.0,37311210000.0,34741297000.0,32935967000.0,37080523000.0,36813963000.0,31207110000.0,37372183000.0,35629970000.0,36417585000.0,36614210000.0,34804953000.0
2067.0,34539147000.0,36526596000.0,36739994000.0,37468100000.0,33735514000.0,34574550000.0,37364957000.0,34542320000.0,32780851000.0,37095514000.0,36743356000.0,30769640000.0,37331284000.0,35335967000.0,36228153000.0,36433875000.0,34603827000.0
2068.0,34284351000.0,36401447000.0,36621920000.0,37375767000.0,33562851000.0,34334822000.0,37155130000.0,34282318000.0,32493634000.0,36888420000.0,36546830000.0,30455080000.0,37252792000.0,35083977000.0,36137603000.0,36309328000.0,34389717000.0
2069.0,34046507000.0,36209172000.0,36739985000.0,37287410000.0,33293285000.0,34162618000.0,37122700000.0,34111666000.0,32202996000.0,36781710000.0,36376564000.0,30051088000.0,37122765000.0,34830370000.0,36018740000.0,36144290000.0,34142050000.0
2070.0,33800650000.0,36157063000.0,36510180000.0,37178750000.0,33061915000.0,33981622000.0,36977295000.0,34366415000.0,32025364000.0,36664720000.0,36216370000.0,29784084000.0,37004788000.0,34580980000.0,35851186000.0,35951284000.0,33974286000.0
2071.0,33545542000.0,36020760000.0,36287010000.0,37085987000.0,32800662000.0,33808796000.0,36876600000.0,33985161000.0,31722904000.0,36636880000.0,36132553000.0,29421408000.0,36903113000.0,34441413000.0,35703923000.0,35752993000.0,33724934000.0
2072.0,33182250000.0,35830178000.0,36150710000.0,37002138000.0,32579062000.0,33654176000.0,36739703000.0,33644149000.0,31347884000.0,36432675000.0,35899118000.0,29128860000.0,36763190000.0,34190735000.0,35468720000.0,35550646000.0,33480659000.0
2073.0,32851943000.0,35686300000.0,36019585000.0,36893700000.0,32343085000.0,33449560000.0,36652564000.0,33465608000.0,31052304000.0,36265450000.0,35754400000.0,28832068000.0,36699410000.0,33980799000.0,35299394000.0,35466113000.0,33238161000.0
2074.0,32526166000.0,35552707000.0,35872805000.0,36801348000.0,32027628000.0,33386308000.0,36484260000.0,33231884000.0,30799070000.0,36078890000.0,35530396000.0,28521505000.0,36587352000.0,33755177000.0,35110023000.0,35242660000.0,32985754000.0
2075.0,32281800000.0,35399053000.0,35804738000.0,36713415000.0,31801498000.0,33143593000.0,36451058000.0,33028772000.0,30666713000.0,35987653000.0,35369374000.0,28149170000.0,36477120000.0,33567166000.0,34930328000.0,35063570000.0,32761577000.0
2076.0,32012499000.0,35395620000.0,35608630000.0,36671580000.0,31569066000.0,32909765000.0,36191540000.0,32728090000.0,30389858000.0,35934850000.0,35153465000.0,27751604000.0,36352500000.0,33334057000.0,34749886000.0,34930680000.0,32478183000.0
2077.0,31706354000.0,35185693000.0,35557060000.0,36522766000.0,31319419000.0,32691923000.0,36130947000.0,32519512000.0,30088840000.0,35765750000.0,34999357000.0,27367410000.0,36261490000.0,33109211000.0,34568086000.0,34739980000.0,32253233000.0
2078.0,31415753000.0,35138370000.0,35345340000.0,36396990000.0,31135269000.0,32525791000.0,36094177000.0,32312089000.0,29787967000.0,35712115000.0,34783146000.0,27102171000.0,36127773000.0,32936708000.0,34426143000.0,34630005000.0,31980567000.0
2079.0,31093555000.0,34907193000.0,35272565000.0,36296335000.0,30846319000.0,32289370000.0,35971756000.0,32168653000.0,29552863000.0,35556872000.0,34659647000.0,26773064000.0,35957610000.0,32632394000.0,34262340000.0,34472874000.0,31812016000.0
2080.0,30811750000.0,34827240000.0,35328864000.0,36295690000.0,30562812000.0,32218909000.0,35774968000.0,31873663000.0,29282687000.0,35477565000.0,34484840000.0,26609340000.0,36068463000.0,32417323000.0,34080356000.0,34303918000.0,31519834000.0
2081.0,30551216000.0,34623414000.0,34955796000.0,36121610000.0,30396957000.0,32049762000.0,35632260000.0,31558685000.0,28997032000.0,35246840000.0,34355775000.0,26249462000.0,35748135000.0,32118653000.0,33936353000.0,34145618000.0,31313945000.0
2082.0,30241798000.0,34436653000.0,34843374000.0,35992343000.0,30219559000.0,31813900000.0,35557458000.0,31219310000.0,28701470000.0,35106890000.0,34135865000.0,25983180000.0,35603534000.0,31859990000.0,33742930000.0,33959401000.0,31254764000.0
2083.0,30019492000.0,34319630000.0,34713604000.0,35852040000.0,29970254000.0,31643554000.0,35374486000.0,30990406000.0,28598538000.0,34957242000.0,34070755000.0,25697434000.0,35497267000.0,31683996000.0,33530384000.0,33852985000.0,30917792000.0
2084.0,29756164000.0,34153867000.0,34509615000.0,35753562000.0,29752723000.0,31453678000.0,35219650000.0,30727720000.0,28215240000.0,34864390000.0,33805283000.0,25317157000.0,35330820000.0,31408839000.0,33344900000.0,33674110000.0,30655437000.0
2085.0,29534405000.0,34003196000.0,34348170000.0,35685850000.0,29487346000.0,31325925000.0,35084145000.0,30591896000.0,28204005000.0,34684277000.0,33658239000.0,24984453000.0,35151946000.0,31208180000.0,33145438000.0,33507148000.0,30376442000.0
2086.0,29196388000.0,33868812000.0,34186940000.0,35778904000.0,29266570000.0,31169890000.0,34904154000.0,30264807000.0,27762960000.0,34515075000.0,33444470000.0,24720404000.0,35026297000.0,31015363000.0,32940823000.0,33356444000.0,30143242000.0
2087.0,28854542000.0,33911337000.0,33996480000.0,35519220000.0,28912212000.0,30961936000.0,34811890000.0,29967612000.0,27513995000.0,34466160000.0,33250265000.0,24382726000.0,35426353000.0,30812946000.0,32809091000.0,33169646000.0,30369590000.0
2088.0,28625525000.0,33616722000.0,33815083000.0,35404116000.0,28681466000.0,30773529000.0,34649055000.0,29651606000.0,27227920000.0,34234075000.0,32996817000.0,24091513000.0,34883870000.0,30531305000.0,32597338000.0,32973734000.0,29779845000.0
2089.0,28386978000.0,33412035000.0,33616806000.0,35307000000.0,28381102000.0,30598054000.0,34612036000.0,29394730000.0,26941092000.0,34076574000.0,32795222000.0,23764492000.0,34656317000.0,30293051000.0,32491050000.0,32898400000.0,29545695000.0
2090.0,28051464000.0,33577816000.0,33445552000.0,35124180000.0,28131387000.0,30488189000.0,34383254000.0,29119180000.0,26731400000.0,33946771000.0,32664472000.0,23528468000.0,34492210000.0,30025026000.0,32275667000.0,32740753000.0,29313161000.0
2091.0,27729564000.0,33194205000.0,33232935000.0,34964718000.0,27918090000.0,30444597000.0,34242052000.0,29135876000.0,26529444000.0,33819384000.0,32569377000.0,23195790000.0,34442904000.0,29770619000.0,32153795000.0,32515928000.0,29123478000.0
2092.0,27373870000.0,33049336000.0,32996903000.0,34806993000.0,27533226000.0,30547700000.0,34065316000.0,28636880000.0,26326480000.0,33712780000.0,32414933000.0,22835851000.0,34289437000.0,29582617000.0,31927914000.0,32403640000.0,28887394000.0
2093.0,27078939000.0,32858409000.0,32884107000.0,34750760000.0,27344288000.0,30072418000.0,33911925000.0,28362560000.0,26011705000.0,33536068000.0,32228927000.0,22511415000.0,34244987000.0,29335095000.0,31711472000.0,32206932000.0,28894984000.0
2094.0,26839180000.0,32685664000.0,32636387000.0,34542846000.0,27129639000.0,29937035000.0,33760614000.0,28085045000.0,25699434000.0,33366389000.0,32043050000.0,22206580000.0,34064433000.0,28955675000.0,31668500000.0,32035130000.0,28574853000.0
2095.0,26549236000.0,32513618000.0,32485149000.0,34382670000.0,26853046000.0,30623445000.0,33616458000.0,27647873000.0,25465752000.0,33198838000.0,31916431000.0,21945680000.0,33986712000.0,28715559000.0,31593760000.0,31942360000.0,28355817000.0
2096.0,26302452000.0,32313907000.0,32263530000.0,34372444000.0,26655970000.0,29695863000.0,33457710000.0,27278465000.0,25194637000.0,33062790000.0,31755248000.0,21676585000.0,33912594000.0,28440105000.0,31320664000.0,31767036000.0,28119312000.0
2097.0,25983564000.0,32143225000.0,32043330000.0,34227925000.0,26383385000.0,29476076000.0,33354885000.0,27037987000.0,24933230000.0,33071077000.0,31581694000.0,21398424000.0,33821073000.0,28110682000.0,31248892000.0,31629058000.0,27959781000.0
2098.0,25670017000.0,32029120000.0,31802237000.0,34357980000.0,26142270000.0,29311095000.0,33193748000.0,26676420000.0,24772774000.0,32803992000.0,31550714000.0,21153240000.0,33596715000.0,27880139000.0,31075125000.0,31429382000.0,27700902000.0
2099.0,25390856000.0,31840313000.0,31496600000.0,34172723000.0,25895627000.0,29222078000.0,33044726000.0,26415070000.0,24470286000.0,32642392000.0,31607833000.0,20864836000.0,33435605000.0,27621296000.0,30996574000.0,31237240000.0,27522394000.0
2100.0,25161122000.0,31672682000.0,31235434000.0,33926455000.0,25643565000.0,29271267000.0,32917580000.0,26156870000.0,24256152000.0,32504797000.0,31260010000.0,20532337000.0,33365387000.0,27407184000.0,30852807000.0,31073944000.0,27201610000.0
