time,NORESM2-MM,MPI-ESM1-2-HR,INM-CM4-8,INM-CM5-0,FGOALS-F3-L,BCC-CSM2-MR,CESM2,EC-EARTH3,GFDL-ESM4,MRI-ESM2-0,EC-EARTH3-VEG,CAMS-CSM1-0,CESM2-WACCM
2017.0,40525770000.0,40525770000.0,40525770000.0,40525770000.0,40525770000.0,40525770000.0,40525770000.0,40525770000.0,40525770000.0,40525770000.0,40525770000.0,40525770000.0,40525770000.0
2018.0,40702630000.0,40702630000.0,40702630000.0,40702630000.0,40702630000.0,40702630000.0,40702630000.0,40702630000.0,40702630000.0,40702630000.0,40702630000.0,40702630000.0,40702630000.0
2019.0,40549120000.0,40549120000.0,40549120000.0,40549120000.0,40549120000.0,40549120000.0,40549120000.0,40549120000.0,40549120000.0,40549120000.0,40549120000.0,40549120000.0,40549120000.0
2020.0,40467517000.0,40467517000.0,40467517000.0,40467517000.0,40467517000.0,40467517000.0,40467517000.0,40467517000.0,40467517000.0,40467517000.0,40467517000.0,40467517000.0,40467517000.0
2021.0,40411960000.0,40410776000.0,40434650000.0,40599355000.0,40414410000.0,40433627000.0,40400840000.0,40402375000.0,40578920000.0,40464990000.0,40449610000.0,40436978000.0,40451265000.0
2022.0,40432760000.0,40365085000.0,40386413000.0,40409770000.0,40370586000.0,40380207000.0,40370720000.0,40367920000.0,40409686000.0,40392528000.0,40445220000.0,40465043000.0,40446296000.0
2023.0,40385560000.0,40374043000.0,40356950000.0,40503990000.0,40326746000.0,40408380000.0,40312717000.0,40333080000.0,40380158000.0,40327020000.0,40359720000.0,40417520000.0,40389230000.0
2024.0,40347468000.0,40281890000.0,40364028000.0,40349860000.0,40336486000.0,40429670000.0,40261460000.0,40318000000.0,40332230000.0,40305660000.0,40311740000.0,40381407000.0,40333010000.0
2025.0,40303740000.0,40235420000.0,40278884000.0,40321634000.0,40277164000.0,40357280000.0,40209162000.0,40247067000.0,40309600000.0,40262470000.0,40302410000.0,40321556000.0,40273637000.0
2026.0,40253346000.0,40203160000.0,40265190000.0,40291332000.0,40223060000.0,40294363000.0,40154080000.0,40202770000.0,40261947000.0,40237880000.0,40277717000.0,40304374000.0,40301930000.0
2027.0,40198906000.0,40156780000.0,40251814000.0,40288264000.0,40174040000.0,40246383000.0,40122120000.0,40129855000.0,40217113000.0,40165370000.0,40214245000.0,40238640000.0,40230015000.0
2028.0,40249364000.0,40100094000.0,40171560000.0,40221807000.0,40174117000.0,40210050000.0,40027197000.0,40065245000.0,40257720000.0,40110550000.0,40169906000.0,40221356000.0,40203640000.0
2029.0,40167490000.0,40042906000.0,40117346000.0,40144986000.0,40153200000.0,40173146000.0,39939764000.0,39992705000.0,40211510000.0,40073680000.0,40107650000.0,40166388000.0,40154567000.0
2030.0,40078430000.0,40069652000.0,40050643000.0,40104120000.0,40079020000.0,40121913000.0,39874940000.0,39914500000.0,40198200000.0,40013980000.0,40051225000.0,40157893000.0,40122390000.0
2031.0,40033020000.0,39959690000.0,40004145000.0,40061678000.0,40030355000.0,40083722000.0,39815524000.0,39849610000.0,40144530000.0,39947720000.0,39982785000.0,40171020000.0,40064664000.0
2032.0,39994737000.0,39905747000.0,39962665000.0,40034560000.0,39988883000.0,40022807000.0,39746687000.0,39764110000.0,40093626000.0,39886234000.0,39972377000.0,40087876000.0,40015230000.0
2033.0,39918002000.0,39869910000.0,39914180000.0,39993610000.0,39961380000.0,39965774000.0,39651996000.0,39678865000.0,40028090000.0,39816980000.0,39866410000.0,40036540000.0,39943496000.0
2034.0,39973650000.0,39825965000.0,39844844000.0,39901532000.0,39904006000.0,39881390000.0,39636170000.0,39594025000.0,39978242000.0,39746007000.0,39842630000.0,39985897000.0,39872140000.0
2035.0,39813247000.0,39794340000.0,39798792000.0,39857830000.0,39848767000.0,39797297000.0,39540180000.0,39480840000.0,40042115000.0,39691706000.0,39741960000.0,39919464000.0,39816910000.0
2036.0,39748186000.0,39708873000.0,39748784000.0,39854772000.0,39785234000.0,39735345000.0,39455298000.0,39333167000.0,39922328000.0,39623000000.0,39659690000.0,39951426000.0,39756976000.0
2037.0,39730844000.0,39637370000.0,39682875000.0,39743110000.0,39725570000.0,39646384000.0,39347720000.0,39199830000.0,39889530000.0,39520657000.0,39577460000.0,39820538000.0,39668584000.0
2038.0,39699186000.0,39555637000.0,39623050000.0,39647160000.0,39676318000.0,39625077000.0,39233470000.0,39096754000.0,39809490000.0,39475450000.0,39470494000.0,39751520000.0,39599514000.0
2039.0,39580578000.0,39489626000.0,39570690000.0,39561474000.0,39590846000.0,39577743000.0,39085646000.0,38968836000.0,39801580000.0,39363068000.0,39369910000.0,39704044000.0,39506313000.0
2040.0,39512527000.0,39429476000.0,39494296000.0,39500230000.0,39538850000.0,39509557000.0,38995505000.0,38824470000.0,39713194000.0,39309013000.0,39291675000.0,39650124000.0,39408730000.0
2041.0,39400570000.0,39351580000.0,39418260000.0,39416447000.0,39421174000.0,39423600000.0,38848115000.0,38668284000.0,39633790000.0,39190757000.0,39188980000.0,39655182000.0,39281590000.0
2042.0,39287284000.0,39291270000.0,39350890000.0,39330060000.0,39345037000.0,39313785000.0,38768087000.0,38512517000.0,39549846000.0,39094694000.0,39091933000.0,39585720000.0,39178273000.0
2043.0,39194680000.0,39222206000.0,39250653000.0,39233135000.0,39278723000.0,39225710000.0,38626010000.0,38362874000.0,39478903000.0,38985090000.0,39014400000.0,39502328000.0,39070780000.0
2044.0,39087735000.0,39125422000.0,39190730000.0,39134300000.0,39177134000.0,39159170000.0,38474035000.0,38175670000.0,39394546000.0,38863315000.0,38941920000.0,39464747000.0,38957236000.0
2045.0,39001200000.0,39115645000.0,39123165000.0,39004217000.0,39088173000.0,39113826000.0,38330307000.0,38008426000.0,39381484000.0,38775108000.0,38827250000.0,39429603000.0,38868845000.0
2046.0,38892093000.0,38983360000.0,39049090000.0,38932865000.0,39037833000.0,39021638000.0,38151815000.0,37944120000.0,39274720000.0,38666360000.0,38705988000.0,39357870000.0,38707417000.0
2047.0,38801814000.0,38888202000.0,38932144000.0,38776246000.0,38956810000.0,38894588000.0,37953380000.0,37686657000.0,39190750000.0,38528164000.0,38514495000.0,39236670000.0,38587760000.0
2048.0,38692766000.0,38794236000.0,38848610000.0,38796587000.0,38815973000.0,38774895000.0,37786817000.0,37449910000.0,39097410000.0,38323910000.0,38334263000.0,39193530000.0,38422917000.0
2049.0,38558310000.0,38695950000.0,38751908000.0,38627960000.0,38748570000.0,38629870000.0,37575975000.0,37186392000.0,39029457000.0,38155750000.0,38176160000.0,39099360000.0,38261813000.0
2050.0,38437315000.0,38687265000.0,38645200000.0,38503305000.0,38640013000.0,38490130000.0,37349570000.0,36975776000.0,38949917000.0,38054806000.0,37983300000.0,39002186000.0,38054937000.0
2051.0,38298710000.0,38528475000.0,38562110000.0,38360285000.0,38521655000.0,38312817000.0,37160673000.0,36709757000.0,38858764000.0,37878686000.0,37791980000.0,39060560000.0,37873054000.0
2052.0,38127747000.0,38434378000.0,38423900000.0,38215623000.0,38350290000.0,38300074000.0,37041373000.0,36421222000.0,38756643000.0,37747480000.0,37555106000.0,38857073000.0,37675966000.0
2053.0,37920555000.0,38250050000.0,38303195000.0,38073420000.0,38190220000.0,38081544000.0,36834324000.0,36113297000.0,38711255000.0,37567970000.0,37344710000.0,38763770000.0,37507486000.0
2054.0,37724185000.0,38108955000.0,38166712000.0,37930160000.0,38075208000.0,37917560000.0,36553700000.0,35741225000.0,38574035000.0,37419114000.0,37098530000.0,38645682000.0,37335146000.0
2055.0,37534765000.0,38023844000.0,37997257000.0,37806375000.0,37938260000.0,37753754000.0,36353470000.0,35384610000.0,38443740000.0,37229920000.0,36868580000.0,38548620000.0,37145990000.0
2056.0,37381837000.0,37909602000.0,37846954000.0,37664293000.0,37783335000.0,37572235000.0,36187103000.0,34991980000.0,38355870000.0,37022470000.0,36579280000.0,38463830000.0,36916510000.0
2057.0,37237363000.0,37776150000.0,37696540000.0,37538173000.0,37680690000.0,37460980000.0,35969184000.0,34633700000.0,38220970000.0,36782520000.0,36312658000.0,38347764000.0,36674163000.0
2058.0,37018923000.0,37646737000.0,37514500000.0,37338060000.0,37564903000.0,37349620000.0,35733574000.0,34263110000.0,38066627000.0,36601490000.0,36002656000.0,38252100000.0,36412453000.0
2059.0,36868178000.0,37513826000.0,37333000000.0,37187645000.0,37447733000.0,37154280000.0,35464507000.0,33886247000.0,37942325000.0,36405880000.0,35729752000.0,38123114000.0,36224520000.0
2060.0,36663276000.0,37381140000.0,37190226000.0,36926060000.0,37291070000.0,36968554000.0,35231666000.0,33418134000.0,37819224000.0,36204900000.0,35452680000.0,38059016000.0,36006890000.0
2061.0,36429316000.0,37224243000.0,36995326000.0,36698755000.0,37128294000.0,36838466000.0,34936775000.0,33035274000.0,37691350000.0,35890164000.0,35141120000.0,37893095000.0,35783980000.0
2062.0,36235792000.0,37123756000.0,36824744000.0,36515320000.0,36948685000.0,36701040000.0,34718585000.0,32564797000.0,37535750000.0,35588070000.0,34756170000.0,37783933000.0,35562610000.0
2063.0,36026750000.0,37045854000.0,36634943000.0,36319244000.0,36746605000.0,36470930000.0,34402796000.0,32045430000.0,37362926000.0,35324846000.0,34413380000.0,37665927000.0,35308417000.0
2064.0,35829764000.0,36838412000.0,36443447000.0,36098515000.0,36579787000.0,36192838000.0,34156646000.0,31697603000.0,37193105000.0,35043820000.0,33979705000.0,37547315000.0,35039780000.0
2065.0,35592970000.0,36645560000.0,36283023000.0,35899798000.0,36392673000.0,35993297000.0,33889870000.0,31299744000.0,37084197000.0,34736775000.0,33509827000.0,37523430000.0,34785550000.0
2066.0,35240137000.0,36464886000.0,36094644000.0,35697610000.0,36230750000.0,35785890000.0,33656695000.0,30847955000.0,36923470000.0,34496578000.0,33093032000.0,37367990000.0,34534265000.0
2067.0,34993130000.0,36283330000.0,35854420000.0,35456442000.0,36021993000.0,35571270000.0,33335132000.0,30399574000.0,36708114000.0,34205168000.0,32720374000.0,37225677000.0,34269130000.0
2068.0,34695820000.0,36196040000.0,35608596000.0,35226907000.0,35731510000.0,35334627000.0,33041392000.0,29875456000.0,36527223000.0,33871067000.0,32366508000.0,37110206000.0,33985548000.0
2069.0,34425295000.0,36056773000.0,35394520000.0,35011720000.0,35448713000.0,35117320000.0,32754946000.0,29348575000.0,36299284000.0,33534622000.0,31929602000.0,37022888000.0,33733917000.0
2070.0,34082769000.0,35820343000.0,35161555000.0,34817460000.0,35233590000.0,34839527000.0,32410135000.0,28891183000.0,36111303000.0,33202188000.0,31498496000.0,36821193000.0,33378126000.0
2071.0,33698780000.0,35608170000.0,34913530000.0,34625335000.0,35017960000.0,34578575000.0,32073271000.0,28391903000.0,35892548000.0,32867625000.0,30961687000.0,36791330000.0,33015923000.0
2072.0,33352194000.0,35430780000.0,34691240000.0,34382110000.0,34776707000.0,34332092000.0,31715394000.0,27967950000.0,35725935000.0,32496722000.0,30404310000.0,36615373000.0,32702216000.0
2073.0,32955116000.0,35201864000.0,34417983000.0,34120452000.0,34509124000.0,34097540000.0,31359408000.0,27441773000.0,35514438000.0,32128244000.0,29934103000.0,36490400000.0,32371538000.0
2074.0,32641910000.0,34990465000.0,34142351000.0,33823201000.0,34297938000.0,33890020000.0,30961388000.0,26961349000.0,35293073000.0,31718685000.0,29432068000.0,36318980000.0,32075405000.0
2075.0,32246196000.0,34789147000.0,33855404000.0,33613101000.0,33964206000.0,33544739000.0,30625200000.0,26516870000.0,35062790000.0,31362707000.0,28935225000.0,36112708000.0,31652483000.0
2076.0,31850973000.0,34604980000.0,33623568000.0,33375160000.0,33651405000.0,33283450000.0,30276784000.0,25985006000.0,34821104000.0,31049286000.0,28294044000.0,36073312000.0,31180194000.0
2077.0,31478860000.0,34451400000.0,33321613000.0,33093157000.0,33374460000.0,33002562000.0,29870035000.0,25454500000.0,34597585000.0,30670496000.0,27730110000.0,35889656000.0,30789323000.0
2078.0,31125713000.0,34407264000.0,32965900000.0,32835100000.0,33026589000.0,32731020000.0,29527206000.0,24923345000.0,34346027000.0,30244657000.0,27225555000.0,35737186000.0,30431558000.0
2079.0,30684895000.0,34087800000.0,32697457000.0,32574250000.0,32734226000.0,32455430000.0,29069668000.0,24382153000.0,34177340000.0,29869208000.0,26704701000.0,35606080000.0,30072610000.0
2080.0,30315663000.0,33883400000.0,32366316000.0,32286850000.0,32495405000.0,32154288000.0,28630346000.0,23711910000.0,33871640000.0,29463605000.0,26235530000.0,35358523000.0,29641260000.0
2081.0,29961775000.0,33701747000.0,32056848000.0,32060025000.0,32216977000.0,31948090000.0,28237038000.0,23144212000.0,33641320000.0,29125865000.0,25670816000.0,35223597000.0,29209936000.0
2082.0,29521430000.0,33521058000.0,31700818000.0,31774409000.0,31980007000.0,31708290000.0,27851150000.0,22599453000.0,33426460000.0,28833067000.0,25068083000.0,35165286000.0,28817375000.0
2083.0,29094347000.0,33350687000.0,31402967000.0,31478442000.0,31700066000.0,31451838000.0,27417805000.0,22085690000.0,33189614000.0,28465590000.0,24568234000.0,35030344000.0,28368810000.0
2084.0,28775799000.0,33264417000.0,31058823000.0,31187923000.0,31489900000.0,31180456000.0,26989785000.0,21582676000.0,32933542000.0,28130187000.0,23944733000.0,34838670000.0,27971869000.0
2085.0,28368320000.0,33031119000.0,30742390000.0,30976586000.0,31171817000.0,30931892000.0,26617295000.0,21072028000.0,32645930000.0,27682982000.0,23478570000.0,34678067000.0,27608017000.0
2086.0,27998010000.0,32852167000.0,30464367000.0,30682018000.0,30903536000.0,30562724000.0,26120067000.0,20505827000.0,32405678000.0,27259589000.0,22951406000.0,34524037000.0,27162833000.0
2087.0,27611752000.0,32692300000.0,30101715000.0,30377157000.0,30643716000.0,30322610000.0,25681310000.0,19953168000.0,32102504000.0,26754593000.0,22449017000.0,34457514000.0,26694371000.0
2088.0,27310752000.0,32541262000.0,29794159000.0,30109307000.0,30324382000.0,30001697000.0,25174342000.0,19467241000.0,31788868000.0,26371620000.0,21802768000.0,34246095000.0,26226092000.0
2089.0,26938096000.0,32403070000.0,29489750000.0,29779952000.0,30057697000.0,29631347000.0,24705790000.0,18922418000.0,31500130000.0,25997150000.0,21226801000.0,34084880000.0,25760330000.0
2090.0,26452947000.0,32139401000.0,29210382000.0,29531474000.0,29771344000.0,29203485000.0,24275956000.0,18007546000.0,31255316000.0,25650248000.0,20699202000.0,33888920000.0,25392499000.0
2091.0,26079535000.0,32075725000.0,28903698000.0,29234522000.0,29494178000.0,28934947000.0,23940194000.0,17367646000.0,30970126000.0,25318722000.0,20120087000.0,33741525000.0,24878885000.0
2092.0,25679766000.0,31900326000.0,28580825000.0,28968956000.0,29141862000.0,28580665000.0,23483350000.0,16720453000.0,30679966000.0,25019763000.0,19680385000.0,33546256000.0,24429800000.0
2093.0,25272760000.0,31519023000.0,28285925000.0,28619307000.0,28737448000.0,28197065000.0,22989801000.0,16148596000.0,30394480000.0,24524032000.0,19135058000.0,33326970000.0,24042460000.0
2094.0,24903918000.0,31358505000.0,27962644000.0,28301455000.0,28434980000.0,27763659000.0,22526327000.0,15666080000.0,30118631000.0,24132750000.0,18291055000.0,33107823000.0,23682974000.0
2095.0,24548180000.0,31245531000.0,27589892000.0,28051268000.0,28114407000.0,27239375000.0,22167681000.0,15084691000.0,29794664000.0,23744317000.0,17673216000.0,32931901000.0,23288594000.0
2096.0,24124908000.0,31040650000.0,27278813000.0,27753312000.0,27806458000.0,26711218000.0,21713265000.0,14665875000.0,29535877000.0,23273366000.0,17017150000.0,32767162000.0,22791944000.0
2097.0,23578008000.0,30827686000.0,26970194000.0,27464884000.0,27475510000.0,26422757000.0,21404035000.0,14112267000.0,29211531000.0,22886560000.0,16317793000.0,32482904000.0,22341192000.0
2098.0,23195275000.0,30556908000.0,26638936000.0,27142111000.0,27202714000.0,25954806000.0,20668721000.0,13701073000.0,28926330000.0,22483948000.0,15768777000.0,32222614000.0,21865095000.0
2099.0,22740820000.0,30362292000.0,26292440000.0,26884241000.0,26900662000.0,25659654000.0,20290597000.0,13198470000.0,28523266000.0,22014171000.0,15148890000.0,32037069000.0,21479076000.0
2100.0,22322469000.0,30132644000.0,25913156000.0,26582716000.0,26636937000.0,25220033000.0,19627680000.0,12751900000.0,28132510000.0,21555927000.0,14646108000.0,31737846000.0,20943938000.0
