time,GFDL-ESM4,MRI-ESM2-0,CESM2,FGOALS-F3-L,BCC-CSM2-MR,MPI-ESM1-2-HR,IPSL-CM6A-LR,CESM2-WACCM,CAMS-CSM1-0,NORESM2-MM,INM-CM5-0,INM-CM4-8,EC-EARTH3-VEG,CANESM5,EC-EARTH3,ACCESS-CM2,ACCESS-ESM1-5
2010.0,4980672600000.0,4980672600000.0,4980672600000.0,4980672600000.0,4980672600000.0,4980672600000.0,4980672600000.0,4980672600000.0,4980672600000.0,4980672600000.0,4980672600000.0,4980672600000.0,4980672600000.0,4980672600000.0,4980672600000.0,4980672600000.0,4980672600000.0
2011.0,4967728000000.0,4967728000000.0,4967728000000.0,4967728000000.0,4967728000000.0,4967728000000.0,4967728000000.0,4967728000000.0,4967728000000.0,4967728000000.0,4967728000000.0,4967728000000.0,4967728000000.0,4967728000000.0,4967728000000.0,4967728000000.0,4967728000000.0
2012.0,4927068300000.0,4927068300000.0,4927068300000.0,4927068300000.0,4927068300000.0,4927068300000.0,4927068300000.0,4927068300000.0,4927068300000.0,4927068300000.0,4927068300000.0,4927068300000.0,4927068300000.0,4927068300000.0,4927068300000.0,4927068300000.0,4927068300000.0
2013.0,4902513300000.0,4902513300000.0,4902513300000.0,4902513300000.0,4902513300000.0,4902513300000.0,4902513300000.0,4902513300000.0,4902513300000.0,4902513300000.0,4902513300000.0,4902513300000.0,4902513300000.0,4902513300000.0,4902513300000.0,4902513300000.0,4902513300000.0
2014.0,4868002000000.0,4868002000000.0,4868002000000.0,4868002000000.0,4868002000000.0,4868002000000.0,4868002000000.0,4868002000000.0,4868002000000.0,4868002000000.0,4868002000000.0,4868002000000.0,4868002000000.0,4868002000000.0,4868002000000.0,4868002000000.0,4868002000000.0
2015.0,4866311000000.0,4866311000000.0,4866311000000.0,4866311000000.0,4866311000000.0,4866311000000.0,4866311000000.0,4866311000000.0,4866311000000.0,4866311000000.0,4866311000000.0,4866311000000.0,4866311000000.0,4866311000000.0,4866311000000.0,4866311000000.0,4866311000000.0
2016.0,4841962700000.0,4841962700000.0,4841962700000.0,4841962700000.0,4841962700000.0,4841962700000.0,4841962700000.0,4841962700000.0,4841962700000.0,4841962700000.0,4841962700000.0,4841962700000.0,4841962700000.0,4841962700000.0,4841962700000.0,4841962700000.0,4841962700000.0
2017.0,4788175000000.0,4788175000000.0,4788175000000.0,4788175000000.0,4788175000000.0,4788175000000.0,4788175000000.0,4788175000000.0,4788175000000.0,4788175000000.0,4788175000000.0,4788175000000.0,4788175000000.0,4788175000000.0,4788175000000.0,4788175000000.0,4788175000000.0
2018.0,4760416000000.0,4760416000000.0,4760416000000.0,4760416000000.0,4760416000000.0,4760416000000.0,4760416000000.0,4760416000000.0,4760416000000.0,4760416000000.0,4760416000000.0,4760416000000.0,4760416000000.0,4760416000000.0,4760416000000.0,4760416000000.0,4760416000000.0
2019.0,4717907000000.0,4717907000000.0,4717907000000.0,4717907000000.0,4717907000000.0,4717907000000.0,4717907000000.0,4717907000000.0,4717907000000.0,4717907000000.0,4717907000000.0,4717907000000.0,4717907000000.0,4717907000000.0,4717907000000.0,4717907000000.0,4717907000000.0
2020.0,4687803700000.0,4687803700000.0,4687803700000.0,4687803700000.0,4687803700000.0,4687803700000.0,4687803700000.0,4687803700000.0,4687803700000.0,4687803700000.0,4687803700000.0,4687803700000.0,4687803700000.0,4687803700000.0,4687803700000.0,4687803700000.0,4687803700000.0
2021.0,4651343000000.0,4658623400000.0,4664238500000.0,4628558600000.0,4654963400000.0,4680493000000.0,4672871000000.0,4665505000000.0,4666097000000.0,4668805000000.0,4654354700000.0,4646674000000.0,4649595000000.0,4670654000000.0,4662735000000.0,4638505400000.0,4649212000000.0
2022.0,4619399000000.0,4636627400000.0,4607974000000.0,4618813000000.0,4624672600000.0,4679935000000.0,4638594000000.0,4632758700000.0,4641710000000.0,4638013700000.0,4638082000000.0,4621579000000.0,4636603300000.0,4643203000000.0,4625566500000.0,4626679000000.0,4623381300000.0
2023.0,4605064000000.0,4610785000000.0,4557674400000.0,4593976000000.0,4597522400000.0,4660376000000.0,4632449000000.0,4574637000000.0,4638047700000.0,4608462700000.0,4603744000000.0,4616627400000.0,4601751300000.0,4605907000000.0,4574774000000.0,4599242000000.0,4607749700000.0
2024.0,4584766400000.0,4591586400000.0,4497524400000.0,4559194300000.0,4555744500000.0,4639007700000.0,4608219000000.0,4535274000000.0,4627602300000.0,4570207000000.0,4561134700000.0,4585505700000.0,4543641300000.0,4583567400000.0,4545812000000.0,4579802500000.0,4582171000000.0
2025.0,4585026000000.0,4549102300000.0,4479081000000.0,4523300500000.0,4529039300000.0,4603405000000.0,4569487600000.0,4522395000000.0,4595539000000.0,4547748600000.0,4535189000000.0,4563495600000.0,4527980300000.0,4568016500000.0,4527243000000.0,4533061000000.0,4549300000000.0
2026.0,4579330000000.0,4517409600000.0,4459484000000.0,4515393700000.0,4487082700000.0,4577823300000.0,4504280000000.0,4487149000000.0,4548623000000.0,4525057000000.0,4512217000000.0,4554634000000.0,4505834000000.0,4550255000000.0,4499288000000.0,4483515000000.0,4544081000000.0
2027.0,4557480400000.0,4491716300000.0,4418392600000.0,4478030000000.0,4453828700000.0,4546491300000.0,4477567400000.0,4478826000000.0,4527141400000.0,4464730700000.0,4483361000000.0,4517338300000.0,4477431600000.0,4529574000000.0,4474399600000.0,4435748600000.0,4509349000000.0
2028.0,4530216400000.0,4474504500000.0,4397555800000.0,4448193600000.0,4423615000000.0,4520107600000.0,4437869000000.0,4449661000000.0,4504168000000.0,4436212000000.0,4477662000000.0,4499168600000.0,4428731500000.0,4487337000000.0,4460953000000.0,4394443000000.0,4482913500000.0
2029.0,4494500300000.0,4445211000000.0,4396835000000.0,4431301000000.0,4388996500000.0,4477861500000.0,4420179300000.0,4415282500000.0,4467983400000.0,4393345000000.0,4445836000000.0,4487200600000.0,4384366500000.0,4464860700000.0,4417375400000.0,4364182200000.0,4460791000000.0
2030.0,4463047000000.0,4426550500000.0,4345580500000.0,4403273000000.0,4358007400000.0,4442261300000.0,4390436500000.0,4386994800000.0,4422328000000.0,4353698300000.0,4402959000000.0,4435004600000.0,4366164800000.0,4435321000000.0,4361128500000.0,4336994000000.0,4431697000000.0
2031.0,4446009000000.0,4393330500000.0,4283310800000.0,4370460600000.0,4312639200000.0,4420452500000.0,4356960700000.0,4360383200000.0,4400609000000.0,4318048800000.0,4385179000000.0,4404735400000.0,4330262000000.0,4398064300000.0,4351425800000.0,4290277300000.0,4410067000000.0
2032.0,4428361000000.0,4367277600000.0,4251045300000.0,4337696000000.0,4293530200000.0,4388087100000.0,4326639300000.0,4338122800000.0,4362586000000.0,4271996400000.0,4374771500000.0,4366971200000.0,4330191300000.0,4354478200000.0,4342708000000.0,4270121000000.0,4409448000000.0
2033.0,4411072000000.0,4329729000000.0,4217354300000.0,4292676200000.0,4273884600000.0,4350327400000.0,4274805500000.0,4295738800000.0,4342525500000.0,4233083200000.0,4348524400000.0,4334723800000.0,4309714700000.0,4289009000000.0,4318759200000.0,4256824600000.0,4402195700000.0
2034.0,4381556000000.0,4299494800000.0,4166651700000.0,4234478400000.0,4226467200000.0,4313395800000.0,4220560600000.0,4288427900000.0,4323395800000.0,4218715400000.0,4309960000000.0,4301228300000.0,4270851000000.0,4249020000000.0,4271609700000.0,4202385600000.0,4384167300000.0
2035.0,4321882700000.0,4242626800000.0,4139208700000.0,4192717500000.0,4179805900000.0,4273391800000.0,4188279400000.0,4240138300000.0,4317867100000.0,4197395000000.0,4264537400000.0,4286605000000.0,4242214200000.0,4197783700000.0,4223245500000.0,4162072300000.0,4345985500000.0
2036.0,4290066000000.0,4221553000000.0,4100360800000.0,4166539800000.0,4117278000000.0,4269757400000.0,4153327000000.0,4191259200000.0,4286861000000.0,4165620500000.0,4252459900000.0,4259612000000.0,4204883000000.0,4175978600000.0,4176200000000.0,4118157500000.0,4333100900000.0
2037.0,4267302200000.0,4209030700000.0,4053343100000.0,4131923700000.0,4097866500000.0,4225395600000.0,4109649300000.0,4145086500000.0,4263880400000.0,4146306200000.0,4246233000000.0,4240094300000.0,4174713000000.0,4141936300000.0,4150182300000.0,4096113200000.0,4318779700000.0
2038.0,4235644000000.0,4184825400000.0,4036123000000.0,4105970400000.0,4057814000000.0,4209819300000.0,4062061000000.0,4099279700000.0,4247428300000.0,4114979700000.0,4232509400000.0,4202780700000.0,4140441300000.0,4114625000000.0,4129091200000.0,4036588700000.0,4263213500000.0
2039.0,4202593000000.0,4177282500000.0,3990903300000.0,4072692300000.0,4015740000000.0,4189839400000.0,4020565200000.0,4071862800000.0,4231896000000.0,4074709500000.0,4196993600000.0,4175651100000.0,4112520800000.0,4083781500000.0,4093944000000.0,4001732500000.0,4222254800000.0
2040.0,4186726700000.0,4156550500000.0,3965100200000.0,4038913200000.0,3991150300000.0,4164174200000.0,3986986400000.0,4035939400000.0,4200957200000.0,4018788600000.0,4170597500000.0,4153597800000.0,4079958400000.0,4036186600000.0,4071558700000.0,3976862400000.0,4200011000000.0
2041.0,4173600000000.0,4129744000000.0,3929931300000.0,4034143700000.0,3942237000000.0,4138902700000.0,3963188200000.0,4007389300000.0,4166964500000.0,4013459000000.0,4154381800000.0,4117839000000.0,4053071600000.0,4009117400000.0,4022723100000.0,3938940000000.0,4189321700000.0
2042.0,4156675900000.0,4114972400000.0,3877795000000.0,4011599900000.0,3932883300000.0,4107890300000.0,3934666600000.0,3959588000000.0,4132426500000.0,3987205000000.0,4138620700000.0,4088269000000.0,4024921800000.0,3983288000000.0,3994798000000.0,3912021600000.0,4164136200000.0
2043.0,4142259800000.0,4092836000000.0,3856043900000.0,3973397000000.0,3914727200000.0,4098017500000.0,3895730000000.0,3919818500000.0,4114768200000.0,3947509800000.0,4124390200000.0,4065909500000.0,4009580300000.0,3975450700000.0,3985570800000.0,3880710600000.0,4138686500000.0
2044.0,4127928400000.0,4075801300000.0,3828102200000.0,3948686900000.0,3888856700000.0,4080535900000.0,3878358000000.0,3887221400000.0,4095472000000.0,3918763000000.0,4120275300000.0,4050848000000.0,3962662300000.0,3941612000000.0,3967842800000.0,3826240500000.0,4095595200000.0
2045.0,4094746000000.0,4058013000000.0,3817180000000.0,3910392300000.0,3857952000000.0,4068058600000.0,3862240700000.0,3866366600000.0,4079992700000.0,3875081600000.0,4114918700000.0,4033155700000.0,3923182000000.0,3879773000000.0,3952101300000.0,3802012000000.0,4065726800000.0
2046.0,4068954300000.0,4023831200000.0,3780610400000.0,3876450000000.0,3818202300000.0,4064998000000.0,3840307600000.0,3841040300000.0,4063319000000.0,3852470000000.0,4084789000000.0,4030818200000.0,3897017500000.0,3849925000000.0,3930105600000.0,3757295300000.0,4075450000000.0
2047.0,4052124200000.0,4000894200000.0,3739370400000.0,3859340900000.0,3785556000000.0,4047646800000.0,3816045200000.0,3827006700000.0,4046536600000.0,3836827100000.0,4050750500000.0,4009151700000.0,3867718200000.0,3798863700000.0,3913252000000.0,3737707000000.0,4044104400000.0
2048.0,4035145400000.0,3963167700000.0,3712578500000.0,3843155800000.0,3755731000000.0,4026078000000.0,3803877000000.0,3809666100000.0,4005532500000.0,3788161000000.0,4023006500000.0,3998753800000.0,3831124500000.0,3778223500000.0,3867326800000.0,3710120000000.0,4027635200000.0
2049.0,4018560000000.0,3956836100000.0,3679381600000.0,3794962000000.0,3697252200000.0,4010137000000.0,3774927300000.0,3794796800000.0,3971031500000.0,3760817400000.0,3994700500000.0,3975921000000.0,3792314600000.0,3756699000000.0,3830225300000.0,3676136800000.0,3995604000000.0
2050.0,4014845700000.0,3929277700000.0,3650449000000.0,3778804700000.0,3675585000000.0,3997350000000.0,3735729200000.0,3760440200000.0,3961642300000.0,3743509400000.0,3972268600000.0,3968225000000.0,3777214800000.0,3745476200000.0,3821774000000.0,3623201300000.0,3970424400000.0
2051.0,3991591500000.0,3915003500000.0,3598586700000.0,3765040800000.0,3621365700000.0,3947953000000.0,3722747000000.0,3729854600000.0,3950688600000.0,3729449800000.0,3959587000000.0,3954081000000.0,3742639000000.0,3707850000000.0,3803956400000.0,3601849400000.0,3933319000000.0
2052.0,3967713000000.0,3883892200000.0,3550172700000.0,3748850000000.0,3606669200000.0,3922505800000.0,3700572000000.0,3708717400000.0,3931617000000.0,3696435000000.0,3945841800000.0,3936803600000.0,3709131000000.0,3684248800000.0,3785799800000.0,3573590300000.0,3899177000000.0
2053.0,3939517000000.0,3861898900000.0,3525866000000.0,3727782600000.0,3559248600000.0,3916574000000.0,3684418200000.0,3669729200000.0,3913980600000.0,3685190200000.0,3938256000000.0,3935484000000.0,3688843200000.0,3641297300000.0,3759249800000.0,3545792000000.0,3883205700000.0
2054.0,3923367400000.0,3835976200000.0,3496842600000.0,3704370200000.0,3525068200000.0,3895330300000.0,3673331900000.0,3635653600000.0,3898876000000.0,3672788400000.0,3929490800000.0,3912007400000.0,3668453400000.0,3627901300000.0,3739172500000.0,3515312200000.0,3885631500000.0
2055.0,3906328600000.0,3821960400000.0,3466946200000.0,3668029200000.0,3497821000000.0,3883940700000.0,3670491300000.0,3594340800000.0,3907650600000.0,3646938200000.0,3921700200000.0,3886534600000.0,3639068000000.0,3600551000000.0,3703837300000.0,3481955200000.0,3880217700000.0
2056.0,3892823200000.0,3798817300000.0,3433115200000.0,3634437000000.0,3464078000000.0,3877438800000.0,3659993400000.0,3547930000000.0,3894262600000.0,3649134400000.0,3918148700000.0,3871023600000.0,3603152200000.0,3569022100000.0,3699685500000.0,3458280200000.0,3870768000000.0
2057.0,3883352200000.0,3777076400000.0,3418574800000.0,3615355800000.0,3441947300000.0,3872468000000.0,3643931600000.0,3520490600000.0,3878162000000.0,3626599000000.0,3890204600000.0,3854960400000.0,3586166400000.0,3529491000000.0,3667845200000.0,3424575800000.0,3848172700000.0
2058.0,3862419500000.0,3755723700000.0,3404799400000.0,3583459200000.0,3408226000000.0,3868155200000.0,3625524400000.0,3489912300000.0,3858348600000.0,3590700700000.0,3879094000000.0,3839198200000.0,3554865300000.0,3501942400000.0,3636761500000.0,3397415900000.0,3820235000000.0
2059.0,3858846000000.0,3741494300000.0,3377378400000.0,3580570000000.0,3382756000000.0,3853759500000.0,3601904000000.0,3440275600000.0,3844919000000.0,3553219000000.0,3862596000000.0,3810359500000.0,3532571500000.0,3468163300000.0,3603810700000.0,3354177600000.0,3789791400000.0
2060.0,3848432500000.0,3742080700000.0,3347372300000.0,3553872000000.0,3351827700000.0,3834900400000.0,3588771500000.0,3429868500000.0,3828261000000.0,3542871400000.0,3836912300000.0,3779783600000.0,3509573400000.0,3444222000000.0,3576284800000.0,3312257000000.0,3771205400000.0
2061.0,3835906500000.0,3731374000000.0,3300026700000.0,3527029800000.0,3323851700000.0,3810219500000.0,3567342000000.0,3392723500000.0,3816244400000.0,3518829200000.0,3825913600000.0,3774298200000.0,3481033800000.0,3422370700000.0,3555826900000.0,3290543000000.0,3770054600000.0
2062.0,3806922500000.0,3731286000000.0,3286877600000.0,3489512300000.0,3302102400000.0,3802538700000.0,3542927500000.0,3350123500000.0,3803724000000.0,3512991200000.0,3810006000000.0,3782974000000.0,3466342200000.0,3394467500000.0,3523834800000.0,3257043300000.0,3741495900000.0
2063.0,3777362000000.0,3734226900000.0,3268843000000.0,3456286900000.0,3275595700000.0,3770082100000.0,3526061200000.0,3327084700000.0,3775123200000.0,3488511200000.0,3785962600000.0,3776634000000.0,3441923000000.0,3369761500000.0,3490611000000.0,3227485700000.0,3697290800000.0
2064.0,3761743900000.0,3712298300000.0,3237936600000.0,3424973500000.0,3254187700000.0,3738916600000.0,3500197500000.0,3287244900000.0,3736161500000.0,3450145000000.0,3781741000000.0,3769622900000.0,3413297300000.0,3355090000000.0,3466250200000.0,3200867600000.0,3675157000000.0
2065.0,3746305000000.0,3689791000000.0,3214635000000.0,3410408000000.0,3228361600000.0,3730715700000.0,3479268800000.0,3256604200000.0,3719871000000.0,3417589700000.0,3780865000000.0,3769430200000.0,3381033000000.0,3341188300000.0,3453335600000.0,3167035600000.0,3666658500000.0
2066.0,3740030700000.0,3667830800000.0,3188456200000.0,3384436900000.0,3185615600000.0,3714487400000.0,3451517100000.0,3231651500000.0,3705930000000.0,3394612000000.0,3766081600000.0,3764938000000.0,3361605400000.0,3314128800000.0,3426892000000.0,3130365600000.0,3636825000000.0
2067.0,3735767500000.0,3645287700000.0,3183331500000.0,3338051500000.0,3156807800000.0,3694806400000.0,3454128400000.0,3201220700000.0,3706960200000.0,3381987600000.0,3766340300000.0,3757090500000.0,3355825100000.0,3280303000000.0,3401130400000.0,3091762500000.0,3631813500000.0
2068.0,3716636000000.0,3618378000000.0,3177804500000.0,3313341800000.0,3143403600000.0,3682104000000.0,3446836800000.0,3169889000000.0,3676566700000.0,3340889800000.0,3754187300000.0,3745515300000.0,3332542000000.0,3260346300000.0,3379027000000.0,3061755200000.0,3609765600000.0
2069.0,3701282200000.0,3605581500000.0,3144555200000.0,3301632400000.0,3114296400000.0,3665700600000.0,3431564800000.0,3143214800000.0,3679193400000.0,3314724400000.0,3747205000000.0,3736827900000.0,3304549300000.0,3215405000000.0,3365105300000.0,3033659000000.0,3588376200000.0
2070.0,3677481600000.0,3586391300000.0,3125162800000.0,3280056000000.0,3102508800000.0,3646969600000.0,3431324000000.0,3112208400000.0,3668432000000.0,3293000200000.0,3729324500000.0,3722730000000.0,3278550300000.0,3184951600000.0,3336946000000.0,2992224900000.0,3564512700000.0
2071.0,3678265400000.0,3586672800000.0,3108098000000.0,3266482500000.0,3086076300000.0,3639431700000.0,3407154800000.0,3095428600000.0,3646800000000.0,3273713000000.0,3714815600000.0,3709754000000.0,3263082800000.0,3158358000000.0,3310932500000.0,2964063300000.0,3529876400000.0
2072.0,3653886300000.0,3576854700000.0,3077882800000.0,3237900000000.0,3069234600000.0,3624679800000.0,3390726500000.0,3070568200000.0,3632230800000.0,3255683800000.0,3706430000000.0,3709336600000.0,3240567500000.0,3122689200000.0,3285535400000.0,2952386000000.0,3505441200000.0
2073.0,3638838400000.0,3545939600000.0,3057077700000.0,3201403000000.0,3043189900000.0,3619192300000.0,3358458600000.0,3021242400000.0,3619745400000.0,3244783600000.0,3691024500000.0,3699994800000.0,3215703000000.0,3103279500000.0,3264843600000.0,2919453200000.0,3481358800000.0
2074.0,3627581400000.0,3540787100000.0,3041536000000.0,3184727700000.0,3020743000000.0,3587529000000.0,3333003400000.0,2997452800000.0,3610458700000.0,3239734100000.0,3688540400000.0,3677498000000.0,3206597800000.0,3081693600000.0,3264114600000.0,2893127000000.0,3459317500000.0
2075.0,3620319800000.0,3511578800000.0,3028020400000.0,3159114600000.0,2995594200000.0,3575885300000.0,3315857600000.0,2966390600000.0,3599146400000.0,3235808000000.0,3667298000000.0,3667832000000.0,3178892000000.0,3049343400000.0,3239217000000.0,2875079500000.0,3448076000000.0
2076.0,3615615400000.0,3497295600000.0,3001284000000.0,3126601000000.0,2978581300000.0,3562370200000.0,3301355000000.0,2932601000000.0,3588326000000.0,3225490300000.0,3664083400000.0,3651877200000.0,3151615800000.0,3037511300000.0,3223730000000.0,2861559400000.0,3416302600000.0
2077.0,3605137200000.0,3482223400000.0,2966624100000.0,3110682200000.0,2959580300000.0,3556445500000.0,3283935300000.0,2900620000000.0,3560739400000.0,3214435000000.0,3653424400000.0,3656410500000.0,3141501000000.0,3007261200000.0,3194698300000.0,2828002700000.0,3402501700000.0
2078.0,3593616500000.0,3455552600000.0,2952241600000.0,3083117500000.0,2923033500000.0,3546658600000.0,3272344600000.0,2864361200000.0,3546087200000.0,3208001400000.0,3642553800000.0,3642399400000.0,3117412000000.0,2992593000000.0,3171214200000.0,2810391300000.0,3390226800000.0
2079.0,3543905000000.0,3444519700000.0,2930272600000.0,3057940200000.0,2903709800000.0,3507958600000.0,3244800000000.0,2854008400000.0,3522567900000.0,3180236000000.0,3635911900000.0,3636351500000.0,3106408000000.0,2978440800000.0,3139340600000.0,2793505000000.0,3366251700000.0
2080.0,3520803000000.0,3421333400000.0,2914564700000.0,3046409800000.0,2886102200000.0,3487962200000.0,3237966200000.0,2831385400000.0,3513535200000.0,3182303600000.0,3627322700000.0,3631185000000.0,3086332000000.0,2951699500000.0,3138286800000.0,2768573800000.0,3358547500000.0
2081.0,3507760000000.0,3416928300000.0,2893196300000.0,3027157400000.0,2867337400000.0,3455492600000.0,3211237500000.0,2797643800000.0,3503768000000.0,3162725000000.0,3613129700000.0,3638311300000.0,3076798500000.0,2944367000000.0,3115894000000.0,2749982000000.0,3349931400000.0
2082.0,3487735500000.0,3414674000000.0,2877668200000.0,3002195800000.0,2858568000000.0,3442921000000.0,3180858000000.0,2798535000000.0,3487108400000.0,3140477500000.0,3598261400000.0,3643908000000.0,3069307300000.0,2927674000000.0,3101317100000.0,2736398000000.0,3336393200000.0
2083.0,3467667600000.0,3414178000000.0,2861950800000.0,2996133000000.0,2829557200000.0,3428804700000.0,3164381000000.0,2787534200000.0,3484322600000.0,3115405500000.0,3594568300000.0,3632187800000.0,3053984700000.0,2919874200000.0,3090590700000.0,2721288000000.0,3322876300000.0
2084.0,3451860500000.0,3406975000000.0,2840937600000.0,2972729000000.0,2820941300000.0,3409181000000.0,3132924600000.0,2763593600000.0,3459501300000.0,3102315000000.0,3594274200000.0,3615348000000.0,3038746800000.0,2901804600000.0,3054433200000.0,2707334000000.0,3311685300000.0
2085.0,3457136000000.0,3388859500000.0,2842373000000.0,2972573800000.0,2802463800000.0,3404013000000.0,3117332600000.0,2713874900000.0,3432549400000.0,3091754000000.0,3592667300000.0,3605232400000.0,3025400800000.0,2881780200000.0,3038448200000.0,2690776000000.0,3307828400000.0
2086.0,3434894900000.0,3377001700000.0,2832683000000.0,2957932500000.0,2783495600000.0,3373470800000.0,3113674000000.0,2694321800000.0,3407589000000.0,3077259100000.0,3579174000000.0,3597912000000.0,3011662300000.0,2852441000000.0,3016068200000.0,2667781000000.0,3291702400000.0
2087.0,3418593700000.0,3326992700000.0,2828380000000.0,2941996000000.0,2776200600000.0,3368388700000.0,3112219700000.0,2660363100000.0,3408032000000.0,3059858300000.0,3580050000000.0,3597066300000.0,2982702000000.0,2827432000000.0,3002162500000.0,2650705800000.0,3263553000000.0
2088.0,3402114500000.0,3306509800000.0,2815200000000.0,2940966500000.0,2766414000000.0,3358636000000.0,3102534000000.0,2631688500000.0,3394895000000.0,3054359800000.0,3572907600000.0,3599632200000.0,2958572000000.0,2816443000000.0,2964860400000.0,2611031300000.0,3254608500000.0
2089.0,3403289000000.0,3290558000000.0,2801145500000.0,2937905500000.0,2751982700000.0,3346913300000.0,3068153300000.0,2611720500000.0,3388030300000.0,3056401600000.0,3542715200000.0,3575046500000.0,2909480400000.0,2810930300000.0,2945646900000.0,2584806700000.0,3240340500000.0
2090.0,3373755300000.0,3274565200000.0,2770418000000.0,2898399600000.0,2736607500000.0,3323657500000.0,3054320500000.0,2579461600000.0,3381269600000.0,3052837800000.0,3543982400000.0,3571610800000.0,2895090500000.0,2791870300000.0,2944077400000.0,2577041000000.0,3246537300000.0
2091.0,3354013700000.0,3252007200000.0,2749034100000.0,2889199000000.0,2735859300000.0,3327054800000.0,3039982000000.0,2567039400000.0,3369814000000.0,3035473600000.0,3534188400000.0,3558999600000.0,2880005700000.0,2763882000000.0,2917304600000.0,2545408800000.0,3242741700000.0
2092.0,3349324800000.0,3242136000000.0,2720169500000.0,2876722000000.0,2738804200000.0,3323061900000.0,3021205400000.0,2552881200000.0,3364152700000.0,3007398800000.0,3519969000000.0,3555650000000.0,2874414200000.0,2727416700000.0,2903600800000.0,2529499300000.0,3230857700000.0
2093.0,3354192000000.0,3217271800000.0,2705507500000.0,2860609000000.0,2738597000000.0,3310722000000.0,3005111000000.0,2528516200000.0,3340821000000.0,3000473200000.0,3518450400000.0,3548302500000.0,2850763800000.0,2726443600000.0,2896756500000.0,2520870000000.0,3232772400000.0
2094.0,3342297500000.0,3211024000000.0,2671720500000.0,2838643300000.0,2723298400000.0,3309422200000.0,2991962700000.0,2522400000000.0,3336374800000.0,2976842300000.0,3513900600000.0,3552575000000.0,2843105800000.0,2722252500000.0,2894089400000.0,2503699900000.0,3214712500000.0
2095.0,3347588800000.0,3207424400000.0,2634477700000.0,2831204000000.0,2718422500000.0,3297832900000.0,2989149000000.0,2503597400000.0,3320993300000.0,2948939000000.0,3510445800000.0,3541944200000.0,2832280300000.0,2719038000000.0,2890982800000.0,2482484000000.0,3198533000000.0
