time,GFDL-ESM4,CNRM-ESM2-1,UKESM1-0-LL,MIROC6,KACE-1-0-G,EC-EARTH3,MRI-ESM2-0,CNRM-CM6-1,TAIESM1,IPSL-CM6A-LR,MPI-ESM1-2-HR,CANESM5,CESM2-WACCM
2011.0,274535190000.0,274535190000.0,274535190000.0,274535190000.0,274535190000.0,274535190000.0,274535190000.0,274535190000.0,274535190000.0,274535190000.0,274535190000.0,274535190000.0,274535190000.0
2012.0,273861620000.0,273861620000.0,273861620000.0,273861620000.0,273861620000.0,273861620000.0,273861620000.0,273861620000.0,273861620000.0,273861620000.0,273861620000.0,273861620000.0,273861620000.0
2013.0,274323000000.0,274323000000.0,274323000000.0,274323000000.0,274323000000.0,274323000000.0,274323000000.0,274323000000.0,274323000000.0,274323000000.0,274323000000.0,274323000000.0,274323000000.0
2014.0,271608430000.0,271608430000.0,271608430000.0,271608430000.0,271608430000.0,271608430000.0,271608430000.0,271608430000.0,271608430000.0,271608430000.0,271608430000.0,271608430000.0,271608430000.0
2015.0,267881640000.0,267881640000.0,267881640000.0,267881640000.0,267881640000.0,267881640000.0,267881640000.0,267881640000.0,267881640000.0,267881640000.0,267881640000.0,267881640000.0,267881640000.0
2016.0,269461500000.0,269461500000.0,269461500000.0,269461500000.0,269461500000.0,269461500000.0,269461500000.0,269461500000.0,269461500000.0,269461500000.0,269461500000.0,269461500000.0,269461500000.0
2017.0,266265660000.0,266265660000.0,266265660000.0,266265660000.0,266265660000.0,266265660000.0,266265660000.0,266265660000.0,266265660000.0,266265660000.0,266265660000.0,266265660000.0,266265660000.0
2018.0,265924400000.0,265924400000.0,265924400000.0,265924400000.0,265924400000.0,265924400000.0,265924400000.0,265924400000.0,265924400000.0,265924400000.0,265924400000.0,265924400000.0,265924400000.0
2019.0,261099270000.0,261099270000.0,261099270000.0,261099270000.0,261099270000.0,261099270000.0,261099270000.0,261099270000.0,261099270000.0,261099270000.0,261099270000.0,261099270000.0,261099270000.0
2020.0,259034120000.0,259034120000.0,259034120000.0,259034120000.0,259034120000.0,259034120000.0,259034120000.0,259034120000.0,259034120000.0,259034120000.0,259034120000.0,259034120000.0,259034120000.0
2021.0,254181240000.0,258155360000.0,257816970000.0,255325420000.0,261004750000.0,253381870000.0,255098540000.0,255598400000.0,257742640000.0,259933700000.0,260800510000.0,253696920000.0,260688800000.0
2022.0,251900180000.0,254583880000.0,253144740000.0,253929110000.0,259480470000.0,251174270000.0,254251040000.0,254486320000.0,252244160000.0,255067720000.0,255826440000.0,249980830000.0,256681850000.0
2023.0,249146280000.0,254274450000.0,248241050000.0,249592480000.0,252402300000.0,244579270000.0,247988600000.0,253757650000.0,247198330000.0,253458320000.0,252592060000.0,247138420000.0,253716150000.0
2024.0,246973990000.0,255171600000.0,236466520000.0,251549960000.0,246045260000.0,235603170000.0,245227270000.0,255658250000.0,245240560000.0,250960070000.0,247549770000.0,242708350000.0,252292630000.0
2025.0,242529780000.0,256198000000.0,232675460000.0,248690300000.0,240712970000.0,230927710000.0,246291640000.0,258879370000.0,240495200000.0,250428130000.0,239693920000.0,239572070000.0,249935840000.0
2026.0,238416280000.0,253282810000.0,225800240000.0,250144060000.0,237759120000.0,223353160000.0,246516240000.0,256113930000.0,240322920000.0,250171110000.0,236081890000.0,240327800000.0,249456870000.0
2027.0,234997860000.0,253532210000.0,218654440000.0,247292040000.0,229646570000.0,218370590000.0,242688460000.0,256855880000.0,236181270000.0,252146220000.0,237094750000.0,237084600000.0,249668260000.0
2028.0,227880010000.0,251271740000.0,215181480000.0,246486760000.0,228498000000.0,214797600000.0,235061410000.0,255328550000.0,233029630000.0,254829020000.0,234447830000.0,232745400000.0,251740060000.0
2029.0,223611880000.0,249258840000.0,212930170000.0,245508130000.0,223795020000.0,212957700000.0,226727510000.0,253925410000.0,231412830000.0,256446070000.0,232060450000.0,229697520000.0,252910450000.0
2030.0,222951520000.0,249212290000.0,207220790000.0,245246150000.0,220925620000.0,211191510000.0,224404050000.0,253569780000.0,230058360000.0,253154590000.0,231727700000.0,223548930000.0,252691500000.0
2031.0,218621790000.0,251340800000.0,204233300000.0,244401550000.0,213899690000.0,206173590000.0,217796890000.0,255086310000.0,229964870000.0,251957200000.0,231324390000.0,214840150000.0,249859620000.0
2032.0,217279770000.0,253633480000.0,198240340000.0,244615150000.0,208596450000.0,200616560000.0,215748000000.0,256343130000.0,228555950000.0,249211080000.0,228511420000.0,209649810000.0,245657440000.0
2033.0,216209620000.0,250201390000.0,192165360000.0,246251550000.0,197385960000.0,198599740000.0,215152410000.0,253844540000.0,224183390000.0,249568050000.0,226290480000.0,208885400000.0,245168240000.0
2034.0,213463700000.0,247094460000.0,185403490000.0,246509680000.0,192522500000.0,192439190000.0,209733900000.0,250410960000.0,216774360000.0,245875000000.0,222284320000.0,205673040000.0,241607980000.0
2035.0,213160670000.0,246035760000.0,176279360000.0,243128780000.0,188721610000.0,188515880000.0,205520700000.0,249004520000.0,211677970000.0,239455350000.0,221199630000.0,198803160000.0,238928970000.0
2036.0,211326550000.0,241009840000.0,173906770000.0,243359350000.0,180593920000.0,183363260000.0,200582300000.0,244760430000.0,209305900000.0,234866230000.0,216215100000.0,192270430000.0,235571040000.0
2037.0,210020430000.0,237420350000.0,169886760000.0,241824580000.0,172621090000.0,178302650000.0,199057110000.0,242350240000.0,207596000000.0,231472700000.0,213795360000.0,189400710000.0,233541780000.0
2038.0,209853610000.0,236477800000.0,164758780000.0,238909650000.0,167478350000.0,171009790000.0,194517400000.0,243755710000.0,199512490000.0,233518040000.0,208442640000.0,185289870000.0,230300550000.0
2039.0,205599300000.0,235154620000.0,157830940000.0,236766090000.0,159645450000.0,165127260000.0,191812900000.0,243308890000.0,194032030000.0,230641650000.0,203135040000.0,180334850000.0,228369810000.0
2040.0,202542320000.0,233891510000.0,151365420000.0,230890550000.0,150319430000.0,157800460000.0,186158630000.0,243708990000.0,186200330000.0,222658770000.0,198783300000.0,176904780000.0,221976100000.0
2041.0,201388560000.0,229850120000.0,145785910000.0,227877680000.0,144854100000.0,150417130000.0,183588630000.0,241473130000.0,180390500000.0,218497350000.0,198690100000.0,172107320000.0,217127440000.0
2042.0,195554950000.0,229734580000.0,139498730000.0,223075430000.0,139781400000.0,143496740000.0,178530550000.0,239408660000.0,176625320000.0,213311240000.0,198766760000.0,167507970000.0,210883310000.0
2043.0,193754970000.0,224378260000.0,134320450000.0,222146230000.0,134195495000.0,138859400000.0,173286700000.0,235375980000.0,173510800000.0,207350870000.0,196186770000.0,161478690000.0,207833580000.0
2044.0,191497010000.0,222861260000.0,129367474000.0,213673410000.0,129654690000.0,132918010000.0,168850740000.0,229745310000.0,169055300000.0,202326300000.0,194987000000.0,158206740000.0,202866930000.0
2045.0,189121330000.0,219556410000.0,124914370000.0,211483150000.0,125476030000.0,129669690000.0,166208320000.0,228451990000.0,165984140000.0,198848950000.0,190266340000.0,155369950000.0,197992430000.0
2046.0,187390120000.0,217231340000.0,121983240000.0,207261680000.0,121458850000.0,126918080000.0,165466640000.0,224947930000.0,158543460000.0,192436340000.0,189510430000.0,151974690000.0,193675170000.0
2047.0,179693720000.0,216084450000.0,116189820000.0,209353400000.0,116937360000.0,121027470000.0,160311600000.0,221288870000.0,157742020000.0,186591180000.0,184484840000.0,145927450000.0,187203200000.0
2048.0,177863620000.0,212615840000.0,110270070000.0,206090810000.0,110601540000.0,117213830000.0,157252620000.0,223684330000.0,154112590000.0,179131990000.0,180418500000.0,141582070000.0,179560280000.0
2049.0,173940900000.0,208894230000.0,102653100000.0,206620720000.0,105585070000.0,112509700000.0,153990230000.0,220415890000.0,144706340000.0,173535100000.0,177466280000.0,136984130000.0,173771820000.0
2050.0,170896420000.0,207892860000.0,98376710000.0,203884580000.0,97341100000.0,105727540000.0,148039350000.0,218335180000.0,140469630000.0,168969190000.0,176588900000.0,129230094000.0,170161550000.0
2051.0,169140670000.0,206962570000.0,92837330000.0,200996730000.0,94256710000.0,100700850000.0,144294040000.0,219770040000.0,135531150000.0,163336060000.0,171904930000.0,121885730000.0,166477450000.0
2052.0,168831980000.0,205344750000.0,88323180000.0,195255220000.0,89650030000.0,96929220000.0,142063030000.0,211811400000.0,133336300000.0,160647770000.0,171196810000.0,118313010000.0,162855470000.0
2053.0,166718280000.0,205462650000.0,83160670000.0,192399920000.0,85785450000.0,93297340000.0,140073760000.0,209801170000.0,128430770000.0,160704460000.0,171384050000.0,115660070000.0,157913630000.0
2054.0,164819480000.0,203060400000.0,78188446000.0,185848320000.0,81138440000.0,91277435000.0,136945140000.0,209544280000.0,125932630000.0,157514090000.0,168457260000.0,113253016000.0,156337980000.0
2055.0,159692130000.0,199355700000.0,74968750000.0,178573790000.0,78512840000.0,87058055000.0,131276990000.0,202489330000.0,120009654000.0,152041960000.0,165321100000.0,107585750000.0,156692700000.0
2056.0,156622650000.0,195387520000.0,71428410000.0,174370750000.0,74989600000.0,83031910000.0,127440855000.0,196913610000.0,115712980000.0,150238770000.0,163412600000.0,107794220000.0,156951300000.0
2057.0,151722230000.0,193052440000.0,67603350000.0,169662580000.0,71128050000.0,78238080000.0,125734160000.0,196902830000.0,112536170000.0,147013910000.0,160234550000.0,102081765000.0,153417240000.0
2058.0,148824100000.0,192042880000.0,62042833000.0,163354890000.0,67746726000.0,73472380000.0,122930610000.0,190968640000.0,106771290000.0,142997900000.0,156845420000.0,96525250000.0,151304700000.0
2059.0,146378700000.0,186210240000.0,57572270000.0,160360370000.0,65648538000.0,71627910000.0,119776035000.0,185597200000.0,102346560000.0,138960100000.0,152491800000.0,91998800000.0,145841620000.0
2060.0,143007450000.0,183912970000.0,53553480000.0,159439260000.0,62754726000.0,68281287000.0,118235980000.0,185068550000.0,98594920000.0,134931366000.0,147767850000.0,88025710000.0,144892820000.0
2061.0,139871130000.0,182015820000.0,50203963000.0,157054400000.0,59360092000.0,65263660000.0,113943450000.0,180810250000.0,96986130000.0,130463736000.0,142982660000.0,83595870000.0,142900180000.0
2062.0,136238780000.0,177986300000.0,46390040000.0,152538050000.0,55286194000.0,61554598000.0,110457720000.0,174351910000.0,94452760000.0,128183110000.0,142203190000.0,78951380000.0,141641350000.0
2063.0,131692070000.0,174350910000.0,43454153000.0,151099300000.0,52522177000.0,58042890000.0,106634180000.0,170050450000.0,91955634000.0,126854790000.0,139908460000.0,75377740000.0,137131246000.0
2064.0,126660420000.0,173088260000.0,41247703000.0,146512870000.0,48946540000.0,56352465000.0,103031595000.0,167889260000.0,89602970000.0,124201116000.0,137058960000.0,71194520000.0,134072950000.0
2065.0,122820485000.0,170088350000.0,38879347000.0,143996500000.0,46423396000.0,53707166000.0,101163740000.0,162384840000.0,85543230000.0,119075580000.0,133097870000.0,68643140000.0,130140110000.0
2066.0,119263535000.0,168659440000.0,35938288000.0,142268040000.0,44740153000.0,49907577000.0,99543730000.0,159278600000.0,82293750000.0,116935210000.0,129778080000.0,65814130000.0,125820090000.0
2067.0,116761900000.0,166830150000.0,33033347000.0,140748180000.0,42450485000.0,48394230000.0,95633050000.0,153523260000.0,78810590000.0,115971290000.0,130342280000.0,61844210000.0,121881305000.0
2068.0,112489940000.0,161779660000.0,30802899000.0,141589640000.0,40291570000.0,45879656000.0,93498130000.0,150171860000.0,74321450000.0,111607500000.0,128504890000.0,58645352000.0,119978525000.0
2069.0,108900940000.0,163953920000.0,28562713000.0,136021640000.0,38923854000.0,42698990000.0,91071046000.0,148956320000.0,70051150000.0,108206980000.0,125917045000.0,54665690000.0,118765870000.0
2070.0,106817470000.0,159105680000.0,25405647000.0,132318600000.0,37010326000.0,40161456000.0,89585840000.0,145553150000.0,67056435000.0,105645330000.0,123745460000.0,52357755000.0,115048060000.0
2071.0,104976520000.0,154561430000.0,23276843000.0,129878210000.0,34506320000.0,38077490000.0,87281620000.0,141253230000.0,63552696000.0,100917460000.0,120006750000.0,49602020000.0,113072030000.0
2072.0,101658665000.0,150490040000.0,21321638000.0,124357190000.0,31897737000.0,35739357000.0,83395040000.0,138613830000.0,59555803000.0,97860846000.0,115889906000.0,46277517000.0,108079210000.0
2073.0,98757210000.0,149790740000.0,19107891000.0,119526605000.0,29927078000.0,33831840000.0,82642510000.0,134130390000.0,57228280000.0,93662355000.0,113646560000.0,44469477000.0,105973910000.0
2074.0,95840970000.0,147188270000.0,17419330000.0,115391620000.0,27630297000.0,31804344000.0,79839020000.0,130700755000.0,54232363000.0,90952680000.0,110693900000.0,42417406000.0,102967710000.0
2075.0,92715710000.0,143510800000.0,15674090000.0,112169435000.0,26450586000.0,30266794000.0,77352714000.0,127878250000.0,51626530000.0,87745430000.0,106885360000.0,39999480000.0,99735690000.0
2076.0,89490180000.0,139872450000.0,14296390000.0,109091240000.0,24849732000.0,28345475000.0,74216750000.0,125625360000.0,49679160000.0,84875430000.0,105016656000.0,38119390000.0,97362770000.0
2077.0,85648140000.0,136246080000.0,13020098000.0,105401530000.0,23615173000.0,26809268000.0,71563575000.0,120998000000.0,46494260000.0,81978730000.0,100859800000.0,35538985000.0,95601210000.0
2078.0,81620600000.0,133490220000.0,11689461000.0,102315580000.0,22637865000.0,24747220000.0,69188970000.0,116782040000.0,43988615000.0,79715240000.0,98973920000.0,33710594000.0,90922970000.0
2079.0,79697130000.0,128333700000.0,10646940000.0,99853140000.0,21754739000.0,22961453000.0,67478032000.0,114084820000.0,42231267000.0,75920820000.0,96387916000.0,30837027000.0,88147530000.0
2080.0,78600550000.0,123913590000.0,9455846000.0,95671300000.0,20179026000.0,21333404000.0,65315824000.0,111286680000.0,39985295000.0,72840620000.0,92786150000.0,28618967000.0,87073630000.0
2081.0,76398944000.0,118511710000.0,8324495400.0,93380850000.0,18626607000.0,19787452000.0,63115956000.0,107840406000.0,37685520000.0,69700800000.0,88701360000.0,26445406000.0,83178800000.0
2082.0,74088290000.0,114575280000.0,7313091600.0,88826600000.0,17585795000.0,17942383000.0,59849600000.0,100734600000.0,35742570000.0,66023432000.0,87344505000.0,24778443000.0,80820440000.0
2083.0,72105610000.0,112697330000.0,6347323400.0,85381900000.0,16326958000.0,16553663000.0,57895633000.0,98126455000.0,32979430000.0,61245403000.0,86260960000.0,22992998000.0,78191510000.0
2084.0,69808595000.0,109116180000.0,5449896000.0,83220914000.0,15220408000.0,15131748000.0,56757293000.0,93616480000.0,31312683000.0,57699140000.0,83413795000.0,21727142000.0,75144600000.0
2085.0,67582690000.0,105278310000.0,4691907000.0,80074190000.0,14376786000.0,13908778000.0,54410744000.0,90532860000.0,30222184000.0,53790052000.0,80167480000.0,19557170000.0,72621330000.0
2086.0,66223220000.0,101132600000.0,3884534800.0,76813620000.0,13268646000.0,12951357000.0,52821880000.0,87001580000.0,28577837000.0,50364480000.0,77865026000.0,18344820000.0,68516913000.0
2087.0,64497030000.0,98251720000.0,3350416000.0,74242150000.0,12460872000.0,11592211000.0,51075850000.0,84951440000.0,27352450000.0,47145290000.0,74843270000.0,16983324000.0,65258260000.0
2088.0,61506970000.0,95023340000.0,2844820500.0,72107950000.0,11834185000.0,10681331000.0,50054857000.0,80419800000.0,25848848000.0,44277400000.0,70804480000.0,15220902000.0,61503310000.0
2089.0,59204084000.0,91147500000.0,2363730200.0,69787754000.0,10936135000.0,9294651000.0,48414010000.0,77721700000.0,25031084000.0,41531027000.0,68728000000.0,13806775000.0,59721527000.0
2090.0,55708060000.0,87590945000.0,1907744400.0,67222690000.0,10234972000.0,8069815300.0,47399023000.0,75104880000.0,24000918000.0,37922530000.0,64892834000.0,12887313000.0,56954170000.0
2091.0,53373784000.0,85056510000.0,1583446700.0,64017870000.0,9818632000.0,7044947500.0,46540030000.0,70964180000.0,22788470000.0,35326810000.0,63056544000.0,11368388000.0,53738280000.0
2092.0,50980143000.0,80960225000.0,1258790100.0,61178663000.0,9215022000.0,6145321000.0,45513585000.0,66768396000.0,21094599000.0,32877570000.0,60235047000.0,9817904000.0,51577700000.0
2093.0,49108850000.0,77776670000.0,962792260.0,59780310000.0,8410077700.0,5411494400.0,44769112000.0,64246780000.0,18957052000.0,31100203000.0,58356904000.0,9066477000.0,51616535000.0
2094.0,46923200000.0,72829550000.0,671496800.0,58186637000.0,7359306000.0,4980948000.0,43181834000.0,61361120000.0,18038470000.0,29266244000.0,57746514000.0,8338900000.0,49744708000.0
2095.0,45232726000.0,69494780000.0,404679200.0,55347864000.0,6374661000.0,4369233400.0,41478450000.0,56612057000.0,16099162000.0,27347753000.0,56460116000.0,7330551000.0,48876110000.0
2096.0,43723952000.0,66517210000.0,243826270.0,53514617000.0,5695641600.0,3892281600.0,40228565000.0,53679464000.0,14689993000.0,24886557000.0,53032792000.0,6575461400.0,47585812000.0
2097.0,42190930000.0,62973452000.0,161534980.0,50482315000.0,5075622000.0,3503265800.0,39704457000.0,50041025000.0,12866509000.0,22877330000.0,50390258000.0,5887399000.0,45510990000.0
2098.0,40706950000.0,60533730000.0,90591720.0,48813720000.0,4444013000.0,2907098000.0,37915705000.0,47999816000.0,11952285000.0,21002650000.0,48200155000.0,5107726300.0,42930080000.0
2099.0,39099230000.0,59230884000.0,47156950.0,46978343000.0,4089716000.0,2385806800.0,36950710000.0,44796875000.0,10779044000.0,18751803000.0,45378630000.0,4577697000.0,41987777000.0
2100.0,37511102000.0,56432490000.0,27742528.0,44746450000.0,3629854000.0,1935235000.0,35819954000.0,41948566000.0,9462980000.0,17674449000.0,43739423000.0,4016021800.0,39918924000.0
