time,GFDL-CM3,CCSM4,CANESM2,GISS-E2-R,IPSL-CM5A-LR,CSIRO-MK3-6-0,CNRM-CM5,GFDL-ESM2G,MPI-ESM-LR,NORESM1-M
2013.0,26870853000000.0,26870853000000.0,26870853000000.0,26870853000000.0,26870853000000.0,26870853000000.0,26870853000000.0,26870853000000.0,26870853000000.0,26870853000000.0
2014.0,26930728000000.0,26930728000000.0,26930728000000.0,26930728000000.0,26930728000000.0,26930728000000.0,26930728000000.0,26930728000000.0,26930728000000.0,26930728000000.0
2015.0,26891400000000.0,26891400000000.0,26891400000000.0,26891400000000.0,26891400000000.0,26891400000000.0,26891400000000.0,26891400000000.0,26891400000000.0,26891400000000.0
2016.0,26801055000000.0,26801055000000.0,26801055000000.0,26801055000000.0,26801055000000.0,26801055000000.0,26801055000000.0,26801055000000.0,26801055000000.0,26801055000000.0
2017.0,26791224000000.0,26791224000000.0,26791224000000.0,26791224000000.0,26791224000000.0,26791224000000.0,26791224000000.0,26791224000000.0,26791224000000.0,26791224000000.0
2018.0,26773000000000.0,26773000000000.0,26773000000000.0,26773000000000.0,26773000000000.0,26773000000000.0,26773000000000.0,26773000000000.0,26773000000000.0,26773000000000.0
2019.0,26781644000000.0,26781644000000.0,26781644000000.0,26781644000000.0,26781644000000.0,26781644000000.0,26781644000000.0,26781644000000.0,26781644000000.0,26781644000000.0
2020.0,26798316000000.0,26798316000000.0,26798316000000.0,26798316000000.0,26798316000000.0,26798316000000.0,26798316000000.0,26798316000000.0,26798316000000.0,26798316000000.0
2021.0,26717813000000.0,26821215000000.0,26745953000000.0,26728588000000.0,26697859000000.0,26713063000000.0,26710760000000.0,26703074000000.0,26684797000000.0,26773014000000.0
2022.0,26699897000000.0,26792933000000.0,26643960000000.0,26616663000000.0,26708852000000.0,26649853000000.0,26572914000000.0,26684105000000.0,26716190000000.0,26703697000000.0
2023.0,26682965000000.0,26850133000000.0,26565012000000.0,26554581000000.0,26744698000000.0,26677210000000.0,26545340000000.0,26619037000000.0,26678225000000.0,26659757000000.0
2024.0,26621235000000.0,26860776000000.0,26536046000000.0,26399616000000.0,26684458000000.0,26671674000000.0,26492707000000.0,26594760000000.0,26674930000000.0,26622880000000.0
2025.0,26529438000000.0,26833876000000.0,26466520000000.0,26386420000000.0,26719973000000.0,26663612000000.0,26446114000000.0,26491423000000.0,26634900000000.0,26570842000000.0
2026.0,26441494000000.0,26842644000000.0,26471260000000.0,26357533000000.0,26630592000000.0,26654594000000.0,26438894000000.0,26374952000000.0,26663500000000.0,26526530000000.0
2027.0,26379026000000.0,26734192000000.0,26412650000000.0,26291955000000.0,26534893000000.0,26602675000000.0,26358395000000.0,26301818000000.0,26600458000000.0,26429800000000.0
2028.0,26282367000000.0,26649068000000.0,26346963000000.0,26309090000000.0,26515383000000.0,26522992000000.0,26368121000000.0,26284755000000.0,26525820000000.0,26387908000000.0
2029.0,26157680000000.0,26603619000000.0,26213156000000.0,26345275000000.0,26521341000000.0,26452437000000.0,26249072000000.0,26206292000000.0,26492030000000.0,26285575000000.0
2030.0,26040441000000.0,26634046000000.0,26131097000000.0,26268691000000.0,26504533000000.0,26437547000000.0,26140538000000.0,26180491000000.0,26465802000000.0,26138519000000.0
2031.0,25957795000000.0,26651941000000.0,26076061000000.0,26227184000000.0,26536360000000.0,26397310000000.0,26008258000000.0,26112619000000.0,26383640000000.0,26081533000000.0
2032.0,25863045000000.0,26630274000000.0,26037866000000.0,26162435000000.0,26508026000000.0,26370258000000.0,25900500000000.0,26080750000000.0,26306983000000.0,25978990000000.0
2033.0,25782204000000.0,26507437000000.0,25969935000000.0,26136646000000.0,26446083000000.0,26299622000000.0,25876666000000.0,26022678000000.0,26254355000000.0,25925940000000.0
2034.0,25764470000000.0,26503297000000.0,25873395000000.0,26037736000000.0,26426894000000.0,26244408000000.0,25767669000000.0,25994518000000.0,26185212000000.0,25808990000000.0
2035.0,25714894000000.0,26403972000000.0,25809664000000.0,26045718000000.0,26352250000000.0,26173900000000.0,25663908000000.0,25923473000000.0,26167927000000.0,25775900000000.0
2036.0,25651631000000.0,26401988000000.0,25768630000000.0,26040848000000.0,26217909000000.0,26118432000000.0,25572518000000.0,25913610000000.0,26151690000000.0,25677147000000.0
2037.0,25586480000000.0,26304070000000.0,25715506000000.0,25948016000000.0,26175970000000.0,26141423000000.0,25469215000000.0,25870280000000.0,26140912000000.0,25611210000000.0
2038.0,25478067000000.0,26185493000000.0,25679773000000.0,25836887000000.0,26082837000000.0,26050224000000.0,25339219000000.0,25782028000000.0,25983197000000.0,25583354000000.0
2039.0,25420678000000.0,26189545000000.0,25554923000000.0,25785004000000.0,26045676000000.0,25999492000000.0,25273987000000.0,25728391000000.0,25936118000000.0,25512116000000.0
2040.0,25340900000000.0,26186837000000.0,25452125000000.0,25749342000000.0,25955404000000.0,25978980000000.0,25125800000000.0,25661205000000.0,25875066000000.0,25482190000000.0
2041.0,25240814000000.0,26167206000000.0,25357357000000.0,25667826000000.0,25888656000000.0,25882796000000.0,25114448000000.0,25539377000000.0,25786619000000.0,25411260000000.0
2042.0,25147954000000.0,26055268000000.0,25210275000000.0,25618760000000.0,25814232000000.0,25843888000000.0,24979427000000.0,25491235000000.0,25800678000000.0,25381248000000.0
2043.0,25062443000000.0,25983566000000.0,25143657000000.0,25537820000000.0,25663436000000.0,25744957000000.0,24830286000000.0,25461877000000.0,25752900000000.0,25271323000000.0
2044.0,24882570000000.0,25947516000000.0,25043270000000.0,25458300000000.0,25564635000000.0,25658493000000.0,24731774000000.0,25385643000000.0,25591800000000.0,25241260000000.0
2045.0,24774711000000.0,25868533000000.0,24943180000000.0,25247040000000.0,25555620000000.0,25520540000000.0,24625850000000.0,25312222000000.0,25520560000000.0,25123190000000.0
2046.0,24612929000000.0,25890486000000.0,24754495000000.0,25112820000000.0,25549372000000.0,25481773000000.0,24538020000000.0,25207160000000.0,25453247000000.0,25073216000000.0
2047.0,24496417000000.0,25769198000000.0,24714263000000.0,25017578000000.0,25425676000000.0,25465077000000.0,24481337000000.0,25099172000000.0,25391423000000.0,24944450000000.0
2048.0,24352391000000.0,25738980000000.0,24543742000000.0,24862148000000.0,25355180000000.0,25420974000000.0,24319340000000.0,24992387000000.0,25337644000000.0,24877760000000.0
2049.0,24240661000000.0,25649457000000.0,24409526000000.0,24681785000000.0,25294040000000.0,25377223000000.0,24312956000000.0,24949760000000.0,25173984000000.0,24802900000000.0
2050.0,24070809000000.0,25603244000000.0,24337657000000.0,24616300000000.0,25190298000000.0,25317607000000.0,24139285000000.0,24878216000000.0,25055363000000.0,24733062000000.0
2051.0,23966154000000.0,25523315000000.0,24303915000000.0,24580249000000.0,25105780000000.0,25282675000000.0,23983794000000.0,24769173000000.0,24942651000000.0,24637420000000.0
2052.0,23804676000000.0,25494030000000.0,24267477000000.0,24553458000000.0,24952502000000.0,25261544000000.0,23917780000000.0,24726819000000.0,24886332000000.0,24494735000000.0
2053.0,23674787000000.0,25435438000000.0,24133327000000.0,24475700000000.0,24863582000000.0,25222049000000.0,23812763000000.0,24723142000000.0,24815606000000.0,24393827000000.0
2054.0,23569455000000.0,25360375000000.0,24052593000000.0,24456672000000.0,24742222000000.0,25161026000000.0,23705432000000.0,24672328000000.0,24695430000000.0,24294686000000.0
2055.0,23505276000000.0,25282930000000.0,23944150000000.0,24346582000000.0,24694546000000.0,25118642000000.0,23647035000000.0,24636916000000.0,24688672000000.0,24260332000000.0
2056.0,23351754000000.0,25236170000000.0,23727987000000.0,24252602000000.0,24631252000000.0,25051865000000.0,23470518000000.0,24593513000000.0,24627707000000.0,24166927000000.0
2057.0,23150625000000.0,25161066000000.0,23656166000000.0,24206080000000.0,24475825000000.0,25007880000000.0,23401763000000.0,24547623000000.0,24524318000000.0,24022794000000.0
2058.0,22968355000000.0,25040335000000.0,23556063000000.0,24157550000000.0,24323698000000.0,24916600000000.0,23203255000000.0,24471500000000.0,24432561000000.0,23929521000000.0
2059.0,22745922000000.0,24994707000000.0,23449444000000.0,24132622000000.0,24185816000000.0,24835099000000.0,23068236000000.0,24403545000000.0,24378810000000.0,23881587000000.0
2060.0,22551090000000.0,24957139000000.0,23295000000000.0,23971957000000.0,24021396000000.0,24756703000000.0,22915040000000.0,24299472000000.0,24310635000000.0,23725108000000.0
2061.0,22345490000000.0,24912486000000.0,23136780000000.0,23813408000000.0,23840197000000.0,24675317000000.0,22790376000000.0,24236899000000.0,24240366000000.0,23660975000000.0
2062.0,22239322000000.0,24900210000000.0,23026192000000.0,23736823000000.0,23781408000000.0,24558027000000.0,22539560000000.0,24197040000000.0,24089293000000.0,23565989000000.0
2063.0,22167810000000.0,24805818000000.0,22921395000000.0,23645050000000.0,23654929000000.0,24519255000000.0,22328453000000.0,24140500000000.0,23955052000000.0,23441512000000.0
2064.0,21931490000000.0,24679360000000.0,22794142000000.0,23521103000000.0,23416057000000.0,24436497000000.0,22157506000000.0,24037617000000.0,23854817000000.0,23277234000000.0
2065.0,21772580000000.0,24533017000000.0,22658758000000.0,23429848000000.0,23218465000000.0,24397843000000.0,21975160000000.0,23961713000000.0,23714991000000.0,23131886000000.0
2066.0,21603677000000.0,24411078000000.0,22518420000000.0,23232772000000.0,23110338000000.0,24400548000000.0,21818017000000.0,23900784000000.0,23585760000000.0,23065620000000.0
2067.0,21301738000000.0,24358951000000.0,22476457000000.0,23105603000000.0,23067334000000.0,24289570000000.0,21738851000000.0,23800450000000.0,23470566000000.0,22869696000000.0
2068.0,21133164000000.0,24291096000000.0,22311210000000.0,23024034000000.0,22930287000000.0,24186882000000.0,21641227000000.0,23798636000000.0,23335868000000.0,22723015000000.0
2069.0,20951702000000.0,24213929000000.0,21997579000000.0,22840510000000.0,22768314000000.0,24047948000000.0,21515504000000.0,23738513000000.0,23182290000000.0,22550506000000.0
2070.0,20746957000000.0,24113318000000.0,21898635000000.0,22740822000000.0,22688706000000.0,23900778000000.0,21353057000000.0,23720746000000.0,23117724000000.0,22403455000000.0
2071.0,20508624000000.0,24011960000000.0,21792723000000.0,22682905000000.0,22526440000000.0,23792202000000.0,21231447000000.0,23677660000000.0,23021810000000.0,22206703000000.0
2072.0,20285841000000.0,23846634000000.0,21567495000000.0,22615020000000.0,22341529000000.0,23702470000000.0,21066158000000.0,23577960000000.0,22859630000000.0,22076822000000.0
2073.0,20129600000000.0,23766592000000.0,21339306000000.0,22538288000000.0,22147943000000.0,23603685000000.0,20945220000000.0,23517788000000.0,22712650000000.0,21914480000000.0
2074.0,19992643000000.0,23666442000000.0,21129117000000.0,22462574000000.0,21988993000000.0,23470860000000.0,20815106000000.0,23465608000000.0,22614544000000.0,21725341000000.0
2075.0,19772524000000.0,23549727000000.0,20971417000000.0,22377696000000.0,21930290000000.0,23403189000000.0,20633165000000.0,23378233000000.0,22433703000000.0,21579760000000.0
2076.0,19592242000000.0,23397617000000.0,20860287000000.0,22248730000000.0,21728380000000.0,23268084000000.0,20479048000000.0,23245837000000.0,22289354000000.0,21391500000000.0
2077.0,19419653000000.0,23343313000000.0,20668823000000.0,22043611000000.0,21626066000000.0,23137010000000.0,20311186000000.0,23159693000000.0,22117708000000.0,21203430000000.0
2078.0,19208845000000.0,23261006000000.0,20495370000000.0,21876275000000.0,21401760000000.0,23089660000000.0,20141947000000.0,22997369000000.0,22011145000000.0,21095485000000.0
2079.0,18993503000000.0,23161990000000.0,20283975000000.0,21691428000000.0,21241874000000.0,22910845000000.0,19887362000000.0,22967030000000.0,21860075000000.0,20905017000000.0
2080.0,18754977000000.0,22979587000000.0,20081703000000.0,21468572000000.0,21022581000000.0,22756601000000.0,19721552000000.0,22865697000000.0,21698575000000.0,20730803000000.0
2081.0,18552956000000.0,22915395000000.0,19898495000000.0,21355802000000.0,20962762000000.0,22680280000000.0,19591310000000.0,22778223000000.0,21559882000000.0,20598672000000.0
2082.0,18327154000000.0,22832140000000.0,19665620000000.0,21161925000000.0,20894053000000.0,22569590000000.0,19413439000000.0,22664130000000.0,21431008000000.0,20414468000000.0
2083.0,18133897000000.0,22789920000000.0,19457143000000.0,21047621000000.0,20784860000000.0,22463046000000.0,19296313000000.0,22601945000000.0,21281697000000.0,20278405000000.0
2084.0,17909076000000.0,22707087000000.0,19258686000000.0,20984996000000.0,20632744000000.0,22248973000000.0,19154340000000.0,22563625000000.0,21128353000000.0,20091987000000.0
2085.0,17644388000000.0,22585406000000.0,19096633000000.0,20844288000000.0,20349738000000.0,22078270000000.0,18977202000000.0,22475658000000.0,20904948000000.0,19971919000000.0
2086.0,17489816000000.0,22493410000000.0,18855170000000.0,20768168000000.0,20127972000000.0,21947568000000.0,18747065000000.0,22423196000000.0,20777255000000.0,19810107000000.0
2087.0,17352922000000.0,22332968000000.0,18702060000000.0,20753748000000.0,20055744000000.0,21829238000000.0,18519977000000.0,22348082000000.0,20630475000000.0,19680069000000.0
2088.0,17136046000000.0,22173650000000.0,18581815000000.0,20655188000000.0,19980125000000.0,21749442000000.0,18364504000000.0,22243694000000.0,20434802000000.0,19478970000000.0
2089.0,16924136000000.0,22011036000000.0,18337761000000.0,20594450000000.0,19830007000000.0,21633362000000.0,18228680000000.0,22128087000000.0,20267898000000.0,19276514000000.0
2090.0,16673956000000.0,21820032000000.0,18168467000000.0,20404677000000.0,19675858000000.0,21441980000000.0,18041736000000.0,22036957000000.0,20108466000000.0,19106963000000.0
2091.0,16454047000000.0,21569858000000.0,17941735000000.0,20294845000000.0,19548305000000.0,21166260000000.0,17795717000000.0,21931928000000.0,19994710000000.0,18920019000000.0
2092.0,16254886000000.0,21429299000000.0,17769940000000.0,20165473000000.0,19301371000000.0,20988450000000.0,17590467000000.0,21853377000000.0,19827380000000.0,18724230000000.0
2093.0,16068068000000.0,21332146000000.0,17520016000000.0,19973836000000.0,19137095000000.0,20828444000000.0,17460193000000.0,21697393000000.0,19707556000000.0,18535080000000.0
2094.0,15802361000000.0,21185420000000.0,17306966000000.0,19735572000000.0,18846923000000.0,20611649000000.0,17230353000000.0,21592046000000.0,19571510000000.0,18358271000000.0
2095.0,15519435000000.0,21037046000000.0,17075669000000.0,19526725000000.0,18553713000000.0,20527473000000.0,17006058000000.0,21491758000000.0,19348823000000.0,18165665000000.0
2096.0,15245230000000.0,20866486000000.0,16876679000000.0,19367796000000.0,18414620000000.0,20357073000000.0,16783360000000.0,21387196000000.0,19141658000000.0,17977650000000.0
2097.0,14952114000000.0,20784767000000.0,16726530000000.0,19295520000000.0,18246663000000.0,20197126000000.0,16539395000000.0,21273007000000.0,19000220000000.0,17810953000000.0
2098.0,14697641000000.0,20651482000000.0,16510001000000.0,19139037000000.0,17996626000000.0,20064596000000.0,16480691000000.0,21159442000000.0,18864170000000.0,17579389000000.0
2099.0,14402935000000.0,20448882000000.0,16303588000000.0,19048694000000.0,17713364000000.0,19987570000000.0,16345748000000.0,21048527000000.0,18696322000000.0,17418021000000.0
2100.0,14078892000000.0,20303946000000.0,16166636000000.0,18842355000000.0,17567940000000.0,19826867000000.0,16185674000000.0,20929908000000.0,18542380000000.0,17227318000000.0
