time,MRI-ESM2-0,IPSL-CM6A-LR,CANESM5,CESM2-WACCM
2059.0,232179920000.0,185183130000.0,159033540000.0,131877680000.0
2060.0,223492830000.0,179133610000.0,145107860000.0,123754200000.0
2061.0,215913790000.0,168413040000.0,135490626000.0,116626490000.0
2062.0,208580330000.0,158574600000.0,127750340000.0,106441370000.0
2063.0,201790850000.0,149814070000.0,117187180000.0,97961050000.0
2064.0,194392880000.0,140577540000.0,106970050000.0,91094960000.0
2065.0,191133520000.0,132963450000.0,99857770000.0,83292870000.0
2066.0,186367360000.0,126067420000.0,90724580000.0,78444930000.0
2067.0,180191170000.0,119082140000.0,83465680000.0,73140810000.0
2068.0,176618900000.0,112077190000.0,78404810000.0,66713022000.0
2069.0,170552890000.0,104721646000.0,72991310000.0,62094066000.0
2070.0,166213650000.0,99306020000.0,67689870000.0,57754430000.0
2071.0,162474790000.0,94319490000.0,61660120000.0,54801306000.0
2072.0,158226970000.0,87539780000.0,55816600000.0,52143473000.0
2073.0,151102230000.0,82345840000.0,52271116000.0,47658490000.0
2074.0,148492830000.0,76149390000.0,47170990000.0,44329820000.0
2075.0,144670640000.0,70313080000.0,44212744000.0,41753570000.0
2076.0,142909930000.0,67705557000.0,40794430000.0,39643110000.0
2077.0,138735400000.0,63455265000.0,38428740000.0,37432780000.0
2078.0,135855700000.0,59443850000.0,35245060000.0,35109396000.0
2079.0,131125764000.0,55755620000.0,33685258000.0,33804378000.0
2080.0,127394365000.0,52519230000.0,31903140000.0,31590685000.0
2081.0,124016650000.0,49509302000.0,30512530000.0,29777404000.0
2082.0,117908046000.0,46728106000.0,29718884000.0,28635765000.0
2083.0,115865790000.0,44479263000.0,28208243000.0,27401144000.0
2084.0,115829530000.0,42321035000.0,27028605000.0,26180690000.0
2085.0,112805450000.0,40501040000.0,26681962000.0,25255840000.0
2086.0,110609695000.0,39192306000.0,26071250000.0,24893784000.0
2087.0,107435160000.0,37334987000.0,24526512000.0,23906486000.0
2088.0,105597700000.0,35203500000.0,23418708000.0,23952546000.0
2089.0,102741730000.0,35687550000.0,22605195000.0,23638307000.0
2090.0,101927050000.0,34349130000.0,22548257000.0,23018340000.0
2091.0,98494700000.0,33753528000.0,22198802000.0,22239642000.0
2092.0,97281030000.0,32954819000.0,21951404000.0,21858870000.0
2093.0,96932080000.0,32592941000.0,20985967000.0,21990120000.0
2094.0,95996610000.0,31308660000.0,20960540000.0,21189930000.0
2095.0,94831220000.0,31072983000.0,20827154000.0,20835408000.0
2096.0,92701950000.0,30428643000.0,21233523000.0,21057155000.0
2097.0,91464925000.0,29723265000.0,20403775000.0,20788578000.0
2098.0,90561675000.0,28885866000.0,19818134000.0,21004882000.0
2099.0,90807665000.0,28480246000.0,19973919000.0,20739525000.0
2100.0,90327740000.0,28169032000.0,20087312000.0,21013907000.0
