time,MPI-ESM-LR,GISS-E2-R,GFDL-CM3,IPSL-CM5A-LR,CNRM-CM5,NORESM1-M,CESM1-CAM5,GFDL-ESM2G,CANESM2,CSIRO-MK3-6-0,CCSM4
2016.0,2337163800.0,2337163800.0,2337163800.0,2337163800.0,2337163800.0,2337163800.0,2337163800.0,2337163800.0,2337163800.0,2337163800.0,2337163800.0
2017.0,2293793800.0,2293793800.0,2293793800.0,2293793800.0,2293793800.0,2293793800.0,2293793800.0,2293793800.0,2293793800.0,2293793800.0,2293793800.0
2018.0,2331189000.0,2331189000.0,2331189000.0,2331189000.0,2331189000.0,2331189000.0,2331189000.0,2331189000.0,2331189000.0,2331189000.0,2331189000.0
2019.0,2288971300.0,2288971300.0,2288971300.0,2288971300.0,2288971300.0,2288971300.0,2288971300.0,2288971300.0,2288971300.0,2288971300.0,2288971300.0
2020.0,2312613600.0,2312613600.0,2312613600.0,2312613600.0,2312613600.0,2312613600.0,2312613600.0,2312613600.0,2312613600.0,2312613600.0,2312613600.0
2021.0,2252180000.0,2307554300.0,2225319000.0,2269284900.0,2303047000.0,2229485600.0,2343267000.0,2353674800.0,2267640000.0,2308249000.0,2259154000.0
2022.0,2302135300.0,2271370000.0,2214570200.0,2217654000.0,2282589000.0,2202271000.0,2256462000.0,2282764800.0,2221010400.0,2277477600.0,2280247800.0
2023.0,2203778300.0,2206631700.0,2180151000.0,2223807000.0,2287947800.0,2180605000.0,2203137800.0,2292507100.0,2256049700.0,2193990400.0,2262175200.0
2024.0,2235570000.0,2227847000.0,2140805000.0,2172693800.0,2215125800.0,2155643000.0,2206779400.0,2229814300.0,2197891600.0,2168677000.0,2198795000.0
2025.0,2187043600.0,2210989600.0,2114051200.0,2213089500.0,2195522300.0,2115122600.0,2150961200.0,2187201300.0,2161322800.0,2149160000.0,2242940700.0
2026.0,2264409600.0,2189303800.0,2073275400.0,2151017000.0,2166481700.0,2124800400.0,2129580500.0,2159650600.0,2133009700.0,2135472000.0,2236507100.0
2027.0,2168826600.0,2193042400.0,2031250300.0,2091329500.0,2122489900.0,2049206100.0,2109150700.0,2133928600.0,2093369900.0,2083542800.0,2238787300.0
2028.0,2115330300.0,2155194000.0,1982373000.0,2078425900.0,2086627200.0,2055760000.0,2069801600.0,2131233400.0,2060896600.0,2072428800.0,2174266600.0
2029.0,2058809100.0,2101737100.0,1924521300.0,2043329400.0,2123695000.0,1996121600.0,2053856400.0,2102731400.0,2054762900.0,2166771200.0,2135660200.0
2030.0,2002644600.0,2041948700.0,1874806700.0,1989070100.0,2073985400.0,1964782300.0,2162300700.0,2120287100.0,2007673700.0,2088146300.0,2095505400.0
2031.0,1999920600.0,2054224500.0,1832929800.0,1948635500.0,2050456700.0,1941983700.0,2007814100.0,2069431200.0,2016496600.0,2055513200.0,2046092800.0
2032.0,2010570600.0,2016139000.0,1776066700.0,1946017500.0,2015605100.0,1897563300.0,1966607100.0,2060778500.0,1955982700.0,2030432500.0,2005409200.0
2033.0,1994265700.0,1968106000.0,1727926100.0,1887316400.0,1962854000.0,1888793100.0,1904366700.0,2009062400.0,1940536300.0,1980712100.0,1973225900.0
2034.0,1919642600.0,1956500400.0,1659327500.0,1898009200.0,1937223000.0,1835098500.0,1975031900.0,1993025000.0,1893651300.0,1938439400.0,1968714200.0
2035.0,1871028500.0,1899040300.0,1617025200.0,1781938000.0,1926763900.0,1815966700.0,1875170300.0,1946785800.0,1851374000.0,1905245300.0,1945733200.0
2036.0,1863176700.0,1913296800.0,1596677100.0,1731591000.0,1870035600.0,1777184600.0,1823481900.0,1916452200.0,1825163900.0,1857589400.0,1919824500.0
2037.0,1786486900.0,1848243200.0,1526052100.0,1675254400.0,1835460700.0,1758244200.0,1778336600.0,1950837200.0,1775637000.0,1833931800.0,1906875400.0
2038.0,1729316100.0,1862223900.0,1457118700.0,1631108600.0,1811034900.0,1741128000.0,1728743000.0,1933076700.0,1730152800.0,1807651300.0,1843473800.0
2039.0,1699964000.0,1776346800.0,1399217800.0,1580512400.0,1768593700.0,1680904700.0,1688180000.0,1891778600.0,1698777500.0,1761902800.0,1825552400.0
2040.0,1742398600.0,1727734500.0,1336759200.0,1580229000.0,1749125000.0,1634125000.0,1656933200.0,1823864400.0,1670438500.0,1709622500.0,1756710300.0
2041.0,1685647000.0,1719859200.0,1268974600.0,1485975000.0,1723371400.0,1598756200.0,1599854100.0,1810548900.0,1633907100.0,1690801200.0,1760519000.0
2042.0,1643024900.0,1705970600.0,1207342600.0,1448096300.0,1694306000.0,1572757800.0,1550646400.0,1773946600.0,1645640600.0,1655938300.0,1714404400.0
2043.0,1592338000.0,1712123500.0,1128709400.0,1402974600.0,1652424300.0,1553609000.0,1540730100.0,1768896600.0,1575191800.0,1598281100.0,1656593900.0
2044.0,1535261000.0,1585674900.0,1064248100.0,1362165900.0,1603566600.0,1491891200.0,1482315500.0,1906180900.0,1513663500.0,1549902700.0,1621415700.0
2045.0,1488058900.0,1539142800.0,997815600.0,1313294500.0,1668825100.0,1458536600.0,1424087700.0,1799788000.0,1474236400.0,1516072800.0,1593177500.0
2046.0,1497234800.0,1493824400.0,939481600.0,1268332300.0,1594466200.0,1421293800.0,1399692500.0,1795704000.0,1426356700.0,1465679600.0,1598268900.0
2047.0,1430606600.0,1489172700.0,876729700.0,1221764400.0,1603228200.0,1402951800.0,1335609200.0,1700387800.0,1379648500.0,1426331900.0,1530448400.0
2048.0,1386084000.0,1414092200.0,816259300.0,1168036200.0,1551361200.0,1344379900.0,1295560000.0,1682778600.0,1329722000.0,1389132300.0,1480857000.0
2049.0,1405743700.0,1378159700.0,771097100.0,1121835900.0,1521870600.0,1299601300.0,1249808600.0,1626852100.0,1280411100.0,1403177500.0,1452616300.0
2050.0,1340174200.0,1400597800.0,723602200.0,1083981400.0,1500083700.0,1279272700.0,1209880300.0,1638069000.0,1240485100.0,1312355700.0,1395767700.0
2051.0,1292665700.0,1367409300.0,674742140.0,1025389300.0,1458336400.0,1231488100.0,1168985300.0,1579926500.0,1196663000.0,1263724000.0,1369448700.0
2052.0,1245126700.0,1333423100.0,622609340.0,981796160.0,1426027400.0,1193196700.0,1126809300.0,1536523800.0,1161870000.0,1208534500.0,1388523300.0
2053.0,1236326800.0,1270014800.0,572699600.0,942557950.0,1414995300.0,1170465400.0,1079860400.0,1559331800.0,1155276400.0,1178668000.0,1327468900.0
2054.0,1216077600.0,1242748300.0,531677220.0,908998200.0,1318772900.0,1122477300.0,1038187840.0,1501637100.0,1095302500.0,1140084900.0,1286814000.0
2055.0,1151091500.0,1227886500.0,497598460.0,869030140.0,1286642200.0,1078551300.0,1001889600.0,1495248900.0,1071990140.0,1141631000.0,1261996200.0
2056.0,1156619100.0,1142589600.0,466861540.0,836211900.0,1247180300.0,1037672200.0,948953540.0,1447280500.0,1020443700.0,1073531400.0,1215507300.0
2057.0,1104653400.0,1133416000.0,439914180.0,875119300.0,1217737300.0,1005729400.0,906405440.0,1386965200.0,997409150.0,1056358200.0,1183801900.0
2058.0,1085680400.0,1150075800.0,416544100.0,799873540.0,1192856200.0,956651300.0,867428700.0,1352565100.0,946219650.0,1013879200.0,1148921000.0
2059.0,1027978400.0,1085804900.0,395262700.0,772992640.0,1167791100.0,927222660.0,840269630.0,1349798100.0,916040450.0,975691700.0,1107333600.0
2060.0,994166000.0,1071933400.0,373399870.0,738843140.0,1097911700.0,908127100.0,798158100.0,1352750200.0,902259200.0,940690700.0,1087640000.0
2061.0,996393100.0,1006289900.0,348806340.0,710721500.0,1076526300.0,882023400.0,763738240.0,1346421000.0,857313340.0,910176000.0,1090567800.0
2062.0,991269100.0,977431740.0,328467400.0,696230700.0,1024711940.0,846255170.0,728817000.0,1313033100.0,827209300.0,874082200.0,1055234100.0
2063.0,937381600.0,956411970.0,310671840.0,693377300.0,1057300200.0,814165500.0,700110700.0,1360746600.0,799314500.0,876941250.0,1002457300.0
2064.0,920611400.0,1062403460.0,290559870.0,640838200.0,980338050.0,787286800.0,678449300.0,1238201300.0,766436800.0,818343940.0,967524350.0
2065.0,883290900.0,955839940.0,264519250.0,622428860.0,916796350.0,761079700.0,641018560.0,1211814700.0,757902700.0,782566140.0,972393400.0
2066.0,862284300.0,939976300.0,248047300.0,608830600.0,908768400.0,738190140.0,609585600.0,1177716000.0,733151940.0,780199940.0,1004503900.0
2067.0,844759940.0,859473100.0,232699360.0,597028350.0,920867900.0,711714800.0,589924600.0,1140000000.0,701544200.0,736150460.0,894287040.0
2068.0,826282700.0,886311200.0,221654560.0,567015600.0,877516350.0,688842240.0,567264500.0,1122951300.0,674920770.0,716308300.0,894348000.0
2069.0,814109200.0,803989700.0,210131460.0,554942700.0,862974140.0,662114200.0,544496000.0,1121051300.0,653004800.0,706266600.0,828876740.0
2070.0,781257900.0,826559940.0,204174620.0,526500130.0,812547300.0,639449700.0,520881800.0,1096999000.0,635291600.0,668091500.0,850204160.0
2071.0,777154600.0,773776000.0,192971630.0,513731200.0,806118500.0,613503300.0,522136600.0,1064372800.0,617666000.0,651708500.0,798678800.0
2072.0,755440900.0,786287600.0,184411360.0,497222850.0,777368900.0,598262900.0,489642940.0,1035572700.0,602633800.0,638321150.0,771703300.0
2073.0,734383800.0,757829100.0,176489300.0,491923460.0,745292700.0,579225900.0,473274660.0,1034448000.0,582961860.0,631233700.0,752850370.0
2074.0,724321900.0,732159740.0,170788720.0,457016320.0,720879170.0,564725300.0,454341730.0,992254500.0,561167360.0,617453500.0,745087500.0
2075.0,708862850.0,754406400.0,164660060.0,433549220.0,707152830.0,547744960.0,442323800.0,992140300.0,542230140.0,587727000.0,719155460.0
2076.0,683185000.0,769414100.0,156870160.0,419458880.0,679943740.0,530033860.0,421884060.0,1018104640.0,523524380.0,581269900.0,716900350.0
2077.0,700085250.0,703594900.0,153273280.0,406676220.0,765276740.0,505125860.0,403573730.0,982630700.0,514071330.0,557432450.0,697682300.0
2078.0,670540600.0,694754000.0,149710530.0,401852350.0,651441540.0,485055940.0,383517120.0,928446600.0,493711740.0,541162300.0,674850700.0
2079.0,654783400.0,672432640.0,145751440.0,405129950.0,632232400.0,471151550.0,366205920.0,904755000.0,475732100.0,551726850.0,660356000.0
2080.0,779730560.0,652552960.0,141857650.0,397257300.0,620611260.0,458286370.0,354046660.0,961616450.0,466121440.0,513095550.0,657888400.0
2081.0,669713860.0,694015400.0,137714880.0,371210200.0,596697500.0,449586620.0,345151360.0,896726000.0,446377400.0,501624030.0,635321150.0
2082.0,651077950.0,617050600.0,137003170.0,359422620.0,577988350.0,426083100.0,340244700.0,939351600.0,441149280.0,485376860.0,613452900.0
2083.0,601979900.0,601792640.0,132444190.0,353901300.0,578098100.0,434387870.0,325912260.0,897563600.0,413042430.0,468585020.0,612494900.0
2084.0,611107600.0,597983740.0,131112210.0,342846850.0,548908540.0,405615680.0,316268480.0,853097150.0,407235040.0,481557950.0,586996100.0
2085.0,624033340.0,612604900.0,129784456.0,331441600.0,531221600.0,392218000.0,308426700.0,866373250.0,400277760.0,466287900.0,581378300.0
2086.0,607941300.0,665356500.0,127009670.0,323062460.0,519055900.0,380992300.0,304768740.0,819623900.0,392840420.0,478229800.0,596209400.0
2087.0,638695000.0,605422100.0,125964020.0,319718900.0,511374270.0,370338370.0,288965120.0,817671740.0,370206600.0,450442940.0,568265300.0
2088.0,619056260.0,605237000.0,124786240.0,309977800.0,495197020.0,357755600.0,279002180.0,832595460.0,366692060.0,430875940.0,598113800.0
2089.0,570875200.0,614081600.0,122264050.0,303653800.0,499174700.0,350304740.0,269648830.0,805294700.0,353637760.0,489444320.0,552444540.0
2090.0,572983000.0,562670660.0,119355030.0,293206270.0,480525700.0,346943330.0,264313970.0,774109250.0,352186460.0,479557600.0,519891070.0
2091.0,547151940.0,566612300.0,118479920.0,299967330.0,466994240.0,332635500.0,258672820.0,775810000.0,335351460.0,438836350.0,524790200.0
2092.0,516431500.0,540394430.0,116161770.0,284677800.0,460242980.0,324664540.0,265149460.0,770798850.0,328517600.0,574165400.0,500379940.0
2093.0,509234080.0,564328770.0,115587630.0,290921800.0,439361300.0,313946300.0,251285150.0,785390400.0,330552830.0,475268100.0,491882620.0
2094.0,526445100.0,539601600.0,115126984.0,274461400.0,437439580.0,306612480.0,250102610.0,807461950.0,320333900.0,422163330.0,483432480.0
2095.0,494497440.0,520765340.0,126352860.0,268067460.0,460092900.0,300196130.0,245798450.0,723198460.0,319533800.0,537763460.0,476184540.0
2096.0,484747140.0,507953200.0,114030720.0,265640110.0,443558820.0,288541800.0,238136580.0,776287300.0,308590200.0,437763680.0,466930460.0
2097.0,476735870.0,553217000.0,111917900.0,258326240.0,411714200.0,289477820.0,235697100.0,722733000.0,305974000.0,440255680.0,452185180.0
2098.0,466064100.0,532078000.0,111171880.0,252018190.0,461435550.0,273357820.0,248501490.0,744506300.0,305743140.0,389554460.0,470279460.0
2099.0,485279400.0,525392540.0,112347340.0,249046720.0,386585150.0,270029600.0,224653970.0,731853250.0,301467600.0,375543700.0,442422270.0
2100.0,464211550.0,508822460.0,110400320.0,239796140.0,391186240.0,260075890.0,222039380.0,720066050.0,292938900.0,386493700.0,439430900.0
