time,MPI-ESM1-2-HR,BCC-CSM2-MR,FGOALS-F3-L,INM-CM4-8,INM-CM5-0,MRI-ESM2-0,EC-EARTH3,CESM2,CESM2-WACCM,CAMS-CSM1-0,GFDL-ESM4,EC-EARTH3-VEG,NORESM2-MM
2022.0,13824165000.0,13978235000.0,13798227000.0,13856229000.0,13776564000.0,13753974000.0,13765370000.0,13815369000.0,13774260000.0,13827538000.0,13817483000.0,13931427000.0,13732877000.0
2023.0,13708905000.0,13798238000.0,13655185000.0,13729998000.0,13620562000.0,13621899000.0,13621597000.0,13662664000.0,13627278000.0,13749980000.0,13732827000.0,13763308000.0,13636152000.0
2024.0,13581515000.0,13608924000.0,13493352000.0,13622147000.0,13498722000.0,13453088000.0,13500546000.0,13855494000.0,13687263000.0,13726692000.0,13584636000.0,13648668000.0,13537684000.0
2025.0,13437905000.0,13478052000.0,13391411000.0,13532295000.0,13347997000.0,13275276000.0,13347331000.0,13455153000.0,13364491000.0,13469939000.0,13436840000.0,13537776000.0,13389024000.0
2026.0,13379150000.0,13346715000.0,13257254000.0,13405034000.0,13254409000.0,13147382000.0,13214072000.0,13294871000.0,13188762000.0,13297458000.0,13284025000.0,13407278000.0,13220935000.0
2027.0,13232262000.0,13196099000.0,13018829000.0,13308657000.0,13069959000.0,12988382000.0,13058549000.0,13139156000.0,13044419000.0,13137896000.0,13110433000.0,13284490000.0,13067008000.0
2028.0,13107227000.0,13089286000.0,12819545000.0,13169170000.0,12941811000.0,12763642000.0,12911842000.0,12992776000.0,12842597000.0,13169408000.0,12975421000.0,13177927000.0,12969171000.0
2029.0,13011647000.0,12959255000.0,12640665000.0,13044622000.0,12759971000.0,12552777000.0,12727892000.0,12807078000.0,12747030000.0,13089616000.0,12836445000.0,13049544000.0,12805206000.0
2030.0,12834489000.0,12809733000.0,12435196000.0,12875359000.0,12608712000.0,12378943000.0,12544160000.0,12722146000.0,12608819000.0,12904923000.0,12717474000.0,12949622000.0,12644870000.0
2031.0,12770145000.0,12633485000.0,12361482000.0,12746746000.0,12443025000.0,12216753000.0,12349620000.0,12498166000.0,12374513000.0,12945213000.0,12519810000.0,12757091000.0,12459979000.0
2032.0,12669568000.0,12542292000.0,12112653000.0,12580825000.0,12352920000.0,12011960000.0,12153225000.0,12316327000.0,12255784000.0,12723231000.0,12384154000.0,12617715000.0,12249031000.0
2033.0,12495365000.0,12304753000.0,11941538000.0,12467377000.0,12131165000.0,11875635000.0,11945828000.0,12154781000.0,12096887000.0,12608455000.0,12244596000.0,12562025000.0,12076903000.0
2034.0,12392149000.0,12120037000.0,11702825000.0,12368758000.0,11924571000.0,11703101000.0,11773536000.0,11991099000.0,11878359000.0,12429214000.0,12109957000.0,12380759000.0,11881006000.0
2035.0,12251992000.0,11959302000.0,11565566000.0,12168491000.0,11759116000.0,11528810000.0,11574988000.0,11794719000.0,11829051000.0,12352531000.0,11932295000.0,12226598000.0,11680515000.0
2036.0,12244821000.0,11788757000.0,11359996000.0,12101655000.0,11635472000.0,11341858000.0,11385036000.0,11625548000.0,11620088000.0,12202387000.0,11762327000.0,12091424000.0,11700250000.0
2037.0,11980274000.0,11667024000.0,11103476000.0,11926851000.0,11437112000.0,11149523000.0,11164284000.0,11435740000.0,11472999000.0,12068231000.0,11557973000.0,11971936000.0,11489102000.0
2038.0,11794392000.0,11489776000.0,10856066000.0,11859223000.0,11255997000.0,10921068000.0,10986787000.0,11272903000.0,11348877000.0,12032813000.0,11417042000.0,11790669000.0,11198560000.0
2039.0,11621140000.0,11319368000.0,10646859000.0,11669153000.0,11065686000.0,10745955000.0,10775099000.0,11096721000.0,11153357000.0,11854966000.0,11274824000.0,11595484000.0,10952078000.0
2040.0,11617543000.0,11111354000.0,10517347000.0,11567917000.0,10903024000.0,10552676000.0,10563024000.0,10903502000.0,11097706000.0,11717735000.0,11096048000.0,11531687000.0,10795542000.0
2041.0,11382782000.0,11074594000.0,10215230000.0,11511970000.0,10644420000.0,10358700000.0,10333812000.0,10729318000.0,10898447000.0,11648004000.0,10947551000.0,11346702000.0,10582864000.0
2042.0,11254200000.0,10846939000.0,9940151000.0,11317204000.0,10434627000.0,10156327000.0,10137612000.0,10492668000.0,10701242000.0,11643274000.0,10874456000.0,11145014000.0,10538008000.0
2043.0,11175028000.0,10729021000.0,9687597000.0,11195964000.0,10278197000.0,9959507000.0,9917746000.0,10266357000.0,10517656000.0,11345035000.0,10689263000.0,11025570000.0,10232960000.0
2044.0,11022927000.0,10606695000.0,9422352000.0,11030203000.0,10162695000.0,9752054000.0,9669683000.0,10068363000.0,10267617000.0,11198996000.0,10528309000.0,10826081000.0,10029116000.0
2045.0,10841502000.0,10449152000.0,9237062000.0,10904492000.0,10077327000.0,9564768000.0,9447740000.0,9877659000.0,10049371000.0,11065622000.0,10328608000.0,10644644000.0,9827197000.0
2046.0,10689993000.0,10233725000.0,9080116000.0,10764055000.0,9966815000.0,9328400000.0,9246311000.0,9726122000.0,9848252000.0,11021115000.0,10161940000.0,10483954000.0,9618376000.0
2047.0,10518427000.0,10116457000.0,8996605000.0,10611504000.0,9745763000.0,9211235000.0,9067670000.0,9538177000.0,9632830000.0,10864578000.0,9974937000.0,10245877000.0,9452588000.0
2048.0,10365783000.0,9927743000.0,8614030000.0,10460585000.0,9627602000.0,8970606000.0,8890849000.0,9336377000.0,9426221000.0,10662880000.0,9923811000.0,10061676000.0,9266203000.0
2049.0,10213841000.0,9763979000.0,8462486500.0,10281644000.0,9450895000.0,8764287000.0,8691281000.0,9139359000.0,9306567000.0,10520033000.0,9710171000.0,9902671000.0,9071352000.0
2050.0,10071984000.0,9549978000.0,8383419400.0,10141053000.0,9267025000.0,8562476000.0,8485351400.0,8955094000.0,9077588000.0,10329828000.0,9519448000.0,9695207000.0,8861402000.0
2051.0,9915662000.0,9379161000.0,8101266400.0,10004423000.0,9094138000.0,8417791000.0,8298659300.0,8767722000.0,8854899000.0,10154978000.0,9370521000.0,9503952000.0,8675575000.0
2052.0,9757540000.0,9220545000.0,7864816600.0,9873656000.0,8954087000.0,8221446700.0,8088091600.0,8518161000.0,8804572000.0,9990365000.0,9201299000.0,9307768000.0,8627943000.0
2053.0,9594358000.0,9151520000.0,7657997000.0,9759459000.0,8846202000.0,7988152300.0,7890140000.0,8297422000.0,8487715300.0,9855262000.0,9036652000.0,9127760000.0,8326205000.0
2054.0,9419348000.0,8944783000.0,7490195500.0,9615363000.0,8692115000.0,7800573400.0,7709054000.0,8095732000.0,8275634700.0,9712463000.0,8860847000.0,8907440000.0,8128404000.0
2055.0,9212918000.0,8730075000.0,7299221000.0,9514422000.0,8548310000.0,7620150000.0,7516493000.0,7918357000.0,8097364000.0,9583185000.0,8723713000.0,8714973000.0,7958742000.0
2056.0,9046797000.0,8586909700.0,7129100000.0,9367935000.0,8436087000.0,7459190000.0,7344302000.0,7769663500.0,7931773400.0,9429728000.0,8531374000.0,8532847600.0,7792203300.0
2057.0,8838543000.0,8379959000.0,6911096300.0,9162850000.0,8294239700.0,7310502400.0,7111297000.0,7561543000.0,7778603000.0,9256744000.0,8351205000.0,8361544000.0,7633105000.0
2058.0,8612118000.0,8189605400.0,6755130000.0,8988703000.0,8168993300.0,7143163000.0,6906328600.0,7364113400.0,7583625700.0,9286468000.0,8267444700.0,8139096000.0,7467163000.0
2059.0,8409695700.0,8027086300.0,6554696700.0,8782481000.0,8070002000.0,6993161700.0,6737634300.0,7201208300.0,7400329000.0,8959951000.0,7993602600.0,7985972700.0,7259427000.0
2060.0,8193282600.0,7781078500.0,6597698600.0,8655898000.0,7938647000.0,6806167000.0,6586846700.0,7034524000.0,7218383000.0,8792500000.0,7849874000.0,7785955300.0,7109367300.0
2061.0,7944262700.0,7583874600.0,6307819000.0,8453479000.0,7796013600.0,6633700000.0,6402334000.0,6830634000.0,7044178000.0,8825230000.0,7566822400.0,7608449000.0,6938231000.0
2062.0,7787002400.0,7390656500.0,6148340000.0,8281039400.0,7674099000.0,6554269000.0,6279635500.0,6716685300.0,6897603600.0,8704083000.0,7385422000.0,7416315400.0,6783349000.0
2063.0,7560704000.0,7222238000.0,6053040600.0,8131824000.0,7576967000.0,6354580500.0,6104756000.0,6552487000.0,6729253000.0,8518967300.0,7186167300.0,7227948000.0,6801308000.0
2064.0,7360633300.0,7052946400.0,5838772000.0,7998755000.0,7444004400.0,6179992000.0,5937192400.0,6364282400.0,6513176000.0,8343872000.0,6964591000.0,6990721000.0,6591246300.0
2065.0,7154907000.0,6862343700.0,5702543000.0,7836756500.0,7306689500.0,6028365000.0,5785129000.0,6210503700.0,6300912000.0,8113534000.0,6797510700.0,6804826600.0,6427411500.0
2066.0,7052554000.0,6644044000.0,5559573500.0,7721677000.0,7215092000.0,5860108300.0,5682619000.0,6100565500.0,6117672000.0,7948756500.0,6585238000.0,6604842500.0,6283075600.0
2067.0,6828639000.0,6450734000.0,5451966500.0,7578520600.0,7135560700.0,5676601300.0,5569578500.0,5940248600.0,5963941400.0,7932497000.0,6414043000.0,6404248000.0,6126728700.0
2068.0,6700807000.0,6265840600.0,5317803500.0,7452462000.0,7005360000.0,5522184700.0,5412165000.0,5765789700.0,5896842000.0,7721186300.0,6274021000.0,6238523000.0,5998758400.0
2069.0,6502370300.0,6042590700.0,5251547600.0,7359176000.0,6911680000.0,5374731000.0,5282277400.0,5611378700.0,5680528400.0,7629116000.0,6116907500.0,6047635500.0,5880645000.0
2070.0,6310886400.0,5874128000.0,5132608500.0,7281908700.0,6805776400.0,5283074600.0,5141186000.0,5496046600.0,5519259600.0,7491243500.0,5976564700.0,5863043000.0,5752941000.0
2071.0,6147300000.0,5681636400.0,4971355000.0,7149447000.0,6730332000.0,5114095600.0,5007474000.0,5321266000.0,5362582500.0,7354065400.0,5801042400.0,5788736500.0,5635631600.0
2072.0,5997529000.0,5566963000.0,4843808300.0,6972292000.0,6613221400.0,4985978400.0,4858760000.0,5180364000.0,5241881000.0,7185947600.0,5642681300.0,5609225000.0,5512487400.0
2073.0,5862318600.0,5451865600.0,4895373300.0,6859259000.0,6493371000.0,4853371400.0,4693512700.0,5034764000.0,5100858400.0,7077683000.0,5495080000.0,5446723600.0,5400065500.0
2074.0,5726847500.0,5263043600.0,4666375700.0,6747824600.0,6409936400.0,4688135700.0,4569068000.0,4922860500.0,4922715600.0,6998756400.0,5331335700.0,5292922400.0,5274070000.0
2075.0,5553464300.0,5088344600.0,4583806000.0,6617186000.0,6314499000.0,4564189000.0,4456967700.0,4797259300.0,4814158000.0,6902357500.0,5182749700.0,5135607000.0,5150812700.0
2076.0,5443947000.0,4933082600.0,4460807000.0,6501314000.0,6241685000.0,4479937500.0,4352304000.0,4671127000.0,4717117000.0,6795038000.0,5029162500.0,4971982000.0,5038169600.0
2077.0,5315909000.0,4773511700.0,4357861400.0,6397953000.0,6133729000.0,4343001600.0,4233216300.0,4531466000.0,4573279000.0,6673605600.0,5044296700.0,4816368000.0,4946642400.0
2078.0,5218115000.0,4608375000.0,4284230000.0,6282758700.0,6030878000.0,4236041200.0,4123637000.0,4397001700.0,4504773600.0,6558416400.0,4725172700.0,4646541000.0,4811457500.0
2079.0,5079026700.0,4453954600.0,4222402600.0,6169031000.0,5938877000.0,4146386000.0,4043166700.0,4264816400.0,4372327000.0,6514926000.0,4561058300.0,4518221000.0,4718216700.0
2080.0,4958806500.0,4323727000.0,4079866600.0,6049035000.0,5868627000.0,4049948200.0,3919860500.0,4117531100.0,4248577800.0,6343835600.0,4429805000.0,4426992600.0,4605918700.0
2081.0,4862772000.0,4333087000.0,4003176400.0,5933545500.0,5803520500.0,3932991200.0,3801931000.0,3982112500.0,4128658400.0,6247497000.0,4313419000.0,4271963000.0,4798460000.0
2082.0,4752906000.0,4156029400.0,3879726800.0,5815068700.0,5700850000.0,3847153700.0,3707347000.0,3879185000.0,4106842600.0,6115106300.0,4182418000.0,4137348000.0,4425787000.0
2083.0,4694126600.0,4020994000.0,3780112400.0,5701184500.0,5646036500.0,3742722000.0,3626122200.0,3758324200.0,3963889000.0,6116904000.0,4067401500.0,4010524200.0,4310618000.0
2084.0,4601726500.0,3956637400.0,3685953000.0,5587439600.0,5507087000.0,3646832600.0,3564004900.0,3632300000.0,3862160600.0,5937366500.0,3966344200.0,3882987800.0,4196169200.0
2085.0,4495351000.0,3812701200.0,3587072800.0,5508284000.0,5450162000.0,3573237200.0,3456903000.0,3509738800.0,3790675200.0,5832057000.0,3826332400.0,3781356300.0,4109179400.0
2086.0,4393149400.0,3670986500.0,3662294800.0,5413917000.0,5381065000.0,3479948500.0,3382665200.0,3408925700.0,3686717000.0,5724035600.0,3741427000.0,3661547800.0,3992795600.0
2087.0,4265511400.0,3544038000.0,3467331000.0,5376164400.0,5253135400.0,3419154000.0,3290895400.0,3296587800.0,3616951300.0,5613540000.0,3614510000.0,3534503200.0,3921449700.0
2088.0,4176520000.0,3457888500.0,3390323000.0,5285531600.0,5168600000.0,3335547000.0,3214190600.0,3187793000.0,3530791700.0,5487378000.0,3516142300.0,3473106000.0,3834234400.0
2089.0,4119612200.0,3368358400.0,3333171000.0,5190359000.0,5092044000.0,3235486700.0,3140954600.0,3063974400.0,3455831800.0,5381739000.0,3399136500.0,3330294500.0,3756438300.0
2090.0,4120041200.0,3299627800.0,3209658000.0,5101516300.0,5011740700.0,3151595800.0,3059281700.0,2942017000.0,3383477200.0,5769825300.0,3308179200.0,3204540700.0,3722756600.0
2091.0,4014828300.0,3212707800.0,3149205000.0,5077449000.0,4927947300.0,3095251200.0,3001514800.0,2879699500.0,3294187300.0,5194983400.0,3248819500.0,3078777000.0,3605321700.0
2092.0,3937888300.0,3118513000.0,3199024000.0,4973774300.0,4842601500.0,3036000800.0,2941234000.0,2798901200.0,3249796600.0,5045761000.0,3143283500.0,2924145700.0,3501329000.0
2093.0,3866005800.0,3037713200.0,3143356000.0,4890137000.0,4761458000.0,2970004700.0,2861958000.0,2718882600.0,3131211000.0,4907368400.0,3080108500.0,2833559800.0,3409029400.0
2094.0,3782634200.0,2938413000.0,3010018600.0,4811882500.0,4700167700.0,2893168600.0,2790674400.0,2619525400.0,3064161800.0,4782481400.0,3044203300.0,2732242700.0,3366732500.0
2095.0,3716135700.0,2863103700.0,2960253200.0,4752500700.0,4612872700.0,2938698500.0,2720887000.0,2552768500.0,2981486300.0,4690568000.0,2954247000.0,2616963000.0,3282686200.0
2096.0,3647118800.0,2777302800.0,2938775000.0,4686877700.0,4518119400.0,2807710200.0,2654425600.0,2459827500.0,2920159200.0,4583247400.0,2889576000.0,2501487400.0,3245500200.0
2097.0,3638360300.0,2709369900.0,2858938600.0,4611177500.0,4455854600.0,2754227700.0,2577189400.0,2403804700.0,2823507200.0,4644656600.0,2838861800.0,2405976300.0,3167600600.0
2098.0,3535883500.0,2640241200.0,2820971000.0,4515873300.0,4392018000.0,2696574200.0,2496592000.0,2328351500.0,2757488000.0,4418966000.0,2782246700.0,2332448500.0,3120832000.0
2099.0,3473261800.0,2578468600.0,2826192000.0,4447082000.0,4329689600.0,2630630000.0,2427758300.0,2249761500.0,2710939100.0,4332622000.0,2734946600.0,2223840300.0,3056542000.0
2100.0,3411708400.0,2488391400.0,2723413800.0,4382464000.0,4258663000.0,2633273900.0,2352966100.0,2191312400.0,2633706200.0,4207940600.0,2661804500.0,2137125800.0,2992715000.0
