time,MRI-ESM2-0,CESM2-WACCM,CAMS-CSM1-0,EC-EARTH3,MPI-ESM1-2-HR,INM-CM4-8,INM-CM5-0,NORESM2-MM,GFDL-ESM4,CESM2,FGOALS-F3-L,BCC-CSM2-MR,EC-EARTH3-VEG
2014.0,284290320000.0,284290320000.0,284290320000.0,284290320000.0,284290320000.0,284290320000.0,284290320000.0,284290320000.0,284290320000.0,284290320000.0,284290320000.0,284290320000.0,284290320000.0
2015.0,280241080000.0,280241080000.0,280241080000.0,280241080000.0,280241080000.0,280241080000.0,280241080000.0,280241080000.0,280241080000.0,280241080000.0,280241080000.0,280241080000.0,280241080000.0
2016.0,282270920000.0,282270920000.0,282270920000.0,282270920000.0,282270920000.0,282270920000.0,282270920000.0,282270920000.0,282270920000.0,282270920000.0,282270920000.0,282270920000.0,282270920000.0
2017.0,278696460000.0,278696460000.0,278696460000.0,278696460000.0,278696460000.0,278696460000.0,278696460000.0,278696460000.0,278696460000.0,278696460000.0,278696460000.0,278696460000.0,278696460000.0
2018.0,278501750000.0,278501750000.0,278501750000.0,278501750000.0,278501750000.0,278501750000.0,278501750000.0,278501750000.0,278501750000.0,278501750000.0,278501750000.0,278501750000.0,278501750000.0
2019.0,273197190000.0,273197190000.0,273197190000.0,273197190000.0,273197190000.0,273197190000.0,273197190000.0,273197190000.0,273197190000.0,273197190000.0,273197190000.0,273197190000.0,273197190000.0
2020.0,271084750000.0,271084750000.0,271084750000.0,271084750000.0,271084750000.0,271084750000.0,271084750000.0,271084750000.0,271084750000.0,271084750000.0,271084750000.0,271084750000.0,271084750000.0
2021.0,266980300000.0,272715120000.0,266851170000.0,267580880000.0,271732460000.0,266251400000.0,267392600000.0,272212950000.0,266139500000.0,269303630000.0,270583800000.0,269504040000.0,266479900000.0
2022.0,265791230000.0,269505180000.0,266606760000.0,266490000000.0,266090530000.0,264078080000.0,263203100000.0,271290730000.0,263270560000.0,263220970000.0,265588460000.0,264878640000.0,261647160000.0
2023.0,260161060000.0,267320000000.0,262492050000.0,261857870000.0,262237210000.0,260450900000.0,257326920000.0,272663900000.0,259735650000.0,259807430000.0,264757950000.0,262393300000.0,257580960000.0
2024.0,257382710000.0,265536400000.0,255753730000.0,255611110000.0,256392350000.0,256068390000.0,252717880000.0,272788060000.0,257061630000.0,260707320000.0,262649410000.0,258895200000.0,256357300000.0
2025.0,257655750000.0,263405190000.0,254810300000.0,252661070000.0,247827760000.0,255100470000.0,248032690000.0,269713740000.0,252295900000.0,257392300000.0,258251260000.0,255202440000.0,253709500000.0
2026.0,257460200000.0,262854890000.0,246327790000.0,247020080000.0,243065850000.0,255056840000.0,247871360000.0,265926900000.0,248015960000.0,254081700000.0,255415810000.0,250494270000.0,248086100000.0
2027.0,253852680000.0,262900730000.0,241355010000.0,243349750000.0,242778820000.0,252729640000.0,243150300000.0,263101480000.0,244285230000.0,251902300000.0,252164960000.0,246318510000.0,244249510000.0
2028.0,247000300000.0,264555050000.0,233444300000.0,241936700000.0,239406860000.0,249402560000.0,236859410000.0,262678710000.0,237438060000.0,249202150000.0,251003830000.0,242842270000.0,240185840000.0
2029.0,239475280000.0,265485550000.0,226070460000.0,241550800000.0,236191740000.0,248619250000.0,233338980000.0,258439460000.0,232746120000.0,245839380000.0,250183290000.0,240076550000.0,238033390000.0
2030.0,237112150000.0,265087240000.0,221369270000.0,240764190000.0,235467670000.0,246082200000.0,231276680000.0,258162250000.0,231497240000.0,240030350000.0,247996730000.0,236152060000.0,234655900000.0
2031.0,231099040000.0,262325400000.0,212689490000.0,237845250000.0,234041720000.0,242634600000.0,226218510000.0,256448320000.0,226626340000.0,234314020000.0,247352400000.0,231084750000.0,232500990000.0
2032.0,228546990000.0,258500020000.0,207086040000.0,233133690000.0,229980260000.0,240852550000.0,225484640000.0,254853760000.0,225014120000.0,232743200000.0,246312830000.0,228687480000.0,232096420000.0
2033.0,227336780000.0,257610040000.0,205367100000.0,231335760000.0,225971040000.0,238579090000.0,218575630000.0,253416850000.0,222488560000.0,232212400000.0,246335490000.0,222497500000.0,226246410000.0
2034.0,221893400000.0,254515660000.0,202561910000.0,227172760000.0,221667770000.0,237217000000.0,215276240000.0,247302860000.0,219248030000.0,231043900000.0,241564090000.0,219588440000.0,222452550000.0
2035.0,217275960000.0,252248490000.0,195389230000.0,224190150000.0,219777190000.0,235308380000.0,208690630000.0,244595110000.0,217884490000.0,224449630000.0,238048350000.0,215483350000.0,219244000000.0
2036.0,212257980000.0,248885700000.0,191741400000.0,220092470000.0,214447200000.0,234816010000.0,203951310000.0,241034230000.0,215374170000.0,223186830000.0,234253000000.0,212411550000.0,216523880000.0
2037.0,210121310000.0,246694100000.0,187828300000.0,216285150000.0,211877530000.0,230764410000.0,196771600000.0,235802120000.0,213305600000.0,220918600000.0,230592660000.0,210065150000.0,213953300000.0
2038.0,205642870000.0,243357470000.0,186225980000.0,210416680000.0,205918600000.0,227951170000.0,189776800000.0,231388320000.0,212017000000.0,219255670000.0,229178000000.0,206165440000.0,211301680000.0
2039.0,202442100000.0,240628730000.0,182525250000.0,205875360000.0,199661800000.0,225212480000.0,184919820000.0,225037100000.0,206930690000.0,215151030000.0,226724020000.0,203925360000.0,211966600000.0
2040.0,196983360000.0,234568580000.0,179353960000.0,199322350000.0,194200370000.0,224301430000.0,179411810000.0,223931760000.0,203501040000.0,213636000000.0,222451300000.0,200581380000.0,208304880000.0
2041.0,193781370000.0,229467360000.0,175642900000.0,192531230000.0,192668730000.0,222568120000.0,173887850000.0,221694410000.0,201606330000.0,210667110000.0,220120200000.0,196951020000.0,209363080000.0
2042.0,188661660000.0,223464910000.0,172778910000.0,185976680000.0,191291540000.0,220627700000.0,169781200000.0,218959040000.0,195663090000.0,204796180000.0,216172000000.0,193157480000.0,201434970000.0
2043.0,183374900000.0,220047520000.0,170780030000.0,181208020000.0,187781090000.0,218777600000.0,166075240000.0,212458240000.0,193362260000.0,203356770000.0,209960680000.0,188998840000.0,196653220000.0
2044.0,178923910000.0,214906080000.0,164698200000.0,175370000000.0,185707770000.0,218257930000.0,161618310000.0,210609930000.0,190440260000.0,200229850000.0,204213570000.0,187068370000.0,191974030000.0
2045.0,175719940000.0,210231120000.0,161098060000.0,171987160000.0,180558320000.0,215286580000.0,158525360000.0,208642850000.0,187368880000.0,194394880000.0,197907430000.0,183364300000.0,189397500000.0
2046.0,174011040000.0,205792170000.0,158804890000.0,168908340000.0,179255360000.0,212079660000.0,151891020000.0,203011420000.0,184750330000.0,192399400000.0,193009610000.0,181233530000.0,185587400000.0
2047.0,168750840000.0,199641510000.0,155324740000.0,162749810000.0,173878130000.0,208526430000.0,147201590000.0,199928000000.0,177434360000.0,188384150000.0,189386490000.0,176182530000.0,179727610000.0
2048.0,165297270000.0,192564450000.0,151709420000.0,158775150000.0,169549020000.0,207406860000.0,144421240000.0,193775080000.0,174806880000.0,187736820000.0,184898400000.0,172530580000.0,176872590000.0
2049.0,161731620000.0,187383280000.0,150147710000.0,154357550000.0,166722960000.0,203288770000.0,140956940000.0,187019180000.0,171031820000.0,184735740000.0,178999440000.0,170572640000.0,171138970000.0
2050.0,155839220000.0,183233400000.0,147170900000.0,146859750000.0,165545230000.0,200927970000.0,136221490000.0,182350480000.0,167367300000.0,179738460000.0,175150450000.0,166681020000.0,163706260000.0
2051.0,152203510000.0,179432960000.0,144478060000.0,141084410000.0,160808160000.0,197607470000.0,132873720000.0,178661260000.0,164711120000.0,177537060000.0,170349820000.0,163587100000.0,159228100000.0
2052.0,149471610000.0,175731460000.0,140594200000.0,137154670000.0,159488700000.0,193963490000.0,128070720000.0,174223590000.0,163271020000.0,171260260000.0,166293570000.0,159455660000.0,156795450000.0
2053.0,146892160000.0,170811020000.0,137007360000.0,133223480000.0,158634870000.0,188898600000.0,125425390000.0,172311250000.0,160284690000.0,167010220000.0,163166580000.0,156382860000.0,154004600000.0
2054.0,143456000000.0,168431120000.0,132877300000.0,131484780000.0,156055110000.0,184752080000.0,122984825000.0,169831020000.0,157967730000.0,162267730000.0,158476730000.0,151133750000.0,148357230000.0
2055.0,138160880000.0,167644970000.0,129211310000.0,126786570000.0,153007030000.0,182778200000.0,119822710000.0,166740430000.0,152897040000.0,159627590000.0,152815600000.0,145489990000.0,143410090000.0
2056.0,134027360000.0,166837200000.0,127608530000.0,122300850000.0,150468790000.0,178864000000.0,116275720000.0,162398960000.0,149388410000.0,154246220000.0,149260240000.0,141419020000.0,138972510000.0
2057.0,131784970000.0,162911500000.0,125458280000.0,116662450000.0,146417090000.0,176615950000.0,114815885000.0,159817990000.0,144376760000.0,151414160000.0,145451650000.0,137962750000.0,137623520000.0
2058.0,128665010000.0,160444890000.0,123854545000.0,110894320000.0,142940440000.0,170756960000.0,113024860000.0,155456050000.0,141058150000.0,148530430000.0,141286470000.0,131426150000.0,134898540000.0
2059.0,125221750000.0,155161070000.0,121638700000.0,108541190000.0,138788670000.0,168241640000.0,110498365000.0,150318300000.0,137980230000.0,145083880000.0,136452000000.0,127937730000.0,130992640000.0
2060.0,123252710000.0,153741740000.0,118474200000.0,104729430000.0,134184075000.0,164925550000.0,108051840000.0,147632570000.0,134271040000.0,141053130000.0,133961560000.0,126258820000.0,125779110000.0
2061.0,119320060000.0,151279960000.0,115788410000.0,101363530000.0,129492700000.0,162618100000.0,104188810000.0,145357160000.0,130909710000.0,138049960000.0,131371450000.0,122912735000.0,122461730000.0
2062.0,115968770000.0,149508300000.0,113471320000.0,96886550000.0,127667945000.0,161102700000.0,101087870000.0,142049640000.0,127125920000.0,133611900000.0,128487730000.0,120831320000.0,117925320000.0
2063.0,112291270000.0,145242300000.0,110127730000.0,93062780000.0,124473540000.0,159822710000.0,98789910000.0,136683720000.0,122365700000.0,130098954000.0,124905120000.0,115536360000.0,115418150000.0
2064.0,108704350000.0,141868170000.0,107649950000.0,91033710000.0,121188010000.0,157016470000.0,95936910000.0,134520110000.0,117441590000.0,129033190000.0,119813260000.0,112422494000.0,110891320000.0
2065.0,106539450000.0,137839980000.0,106301390000.0,87778640000.0,117727490000.0,152587530000.0,91360400000.0,133071720000.0,113659070000.0,127108860000.0,115861140000.0,109810220000.0,105767830000.0
2066.0,104542410000.0,133411900000.0,106544005000.0,82841756000.0,114283660000.0,148522400000.0,88155955000.0,131474770000.0,109798040000.0,125100250000.0,112857760000.0,106795835000.0,99974955000.0
2067.0,100743954000.0,129579530000.0,104142220000.0,80654660000.0,114328650000.0,145092000000.0,86022080000.0,126348570000.0,107002730000.0,122902086000.0,111726350000.0,103521034000.0,95568904000.0
2068.0,98316270000.0,127183610000.0,100548310000.0,77414960000.0,111601885000.0,142170950000.0,83862100000.0,123228050000.0,103108070000.0,120082465000.0,108913290000.0,100166450000.0,91483780000.0
2069.0,95738130000.0,125431185000.0,98566660000.0,73732090000.0,108560810000.0,141481160000.0,82036060000.0,119893650000.0,99716964000.0,116830520000.0,107706830000.0,97247160000.0,88588870000.0
2070.0,94001370000.0,121483076000.0,96272744000.0,70700360000.0,106051150000.0,139693950000.0,80435570000.0,116362805000.0,97349600000.0,113711620000.0,103671505000.0,95454220000.0,85244480000.0
2071.0,91593210000.0,119175480000.0,94311180000.0,67776004000.0,102412000000.0,135911100000.0,78507330000.0,113441740000.0,95177250000.0,109911600000.0,100643550000.0,90862010000.0,81973450000.0
2072.0,88080070000.0,114353300000.0,91530890000.0,64643174000.0,98435650000.0,133089790000.0,75286210000.0,112269260000.0,91983260000.0,108230850000.0,97479790000.0,89632620000.0,78145590000.0
2073.0,87061360000.0,111890540000.0,90304430000.0,61789290000.0,96483170000.0,131514974000.0,72311470000.0,110402380000.0,89214130000.0,105943100000.0,94479500000.0,86742970000.0,74554050000.0
2074.0,84226966000.0,108752290000.0,86984700000.0,59355250000.0,93582130000.0,127239620000.0,69995370000.0,107478380000.0,86191060000.0,103975880000.0,91422840000.0,82996270000.0,70615390000.0
2075.0,81779010000.0,105518220000.0,84556260000.0,57492427000.0,90276760000.0,124499790000.0,68055937000.0,104742855000.0,83311580000.0,100251705000.0,88709820000.0,80794090000.0,66020250000.0
2076.0,78800820000.0,103091870000.0,82747064000.0,54879400000.0,88137880000.0,120042150000.0,65267642000.0,101748190000.0,80187160000.0,96830400000.0,85531116000.0,78123040000.0,63132140000.0
2077.0,76158304000.0,100960180000.0,81049846000.0,52838007000.0,84700090000.0,118198170000.0,63161810000.0,97321660000.0,76732695000.0,93760905000.0,82673250000.0,75284800000.0,60175454000.0
2078.0,73876900000.0,96438100000.0,80178954000.0,49860076000.0,82887490000.0,115765550000.0,61462876000.0,96920540000.0,73232610000.0,91899370000.0,80184520000.0,72576940000.0,57224720000.0
2079.0,71933665000.0,93407580000.0,79952910000.0,47202476000.0,80564050000.0,112837190000.0,59519920000.0,94072800000.0,71184490000.0,88938000000.0,78227640000.0,70689060000.0,54872130000.0
2080.0,69666000000.0,91813090000.0,77712920000.0,44749267000.0,77233545000.0,111007480000.0,57249563000.0,90755450000.0,69725170000.0,86183400000.0,74421660000.0,66780623000.0,53019525000.0
2081.0,67323617000.0,88035930000.0,75396870000.0,42488600000.0,73729290000.0,109841490000.0,55562035000.0,86643500000.0,67390970000.0,83131590000.0,71363900000.0,64801150000.0,49305750000.0
2082.0,64246223000.0,85424940000.0,73417900000.0,39614538000.0,71885410000.0,108220460000.0,54293156000.0,84336890000.0,65076140000.0,80726990000.0,69822540000.0,63022100000.0,47497056000.0
2083.0,62287282000.0,82590760000.0,71785410000.0,37278835000.0,70310790000.0,106466935000.0,52878623000.0,81076060000.0,62976520000.0,78674640000.0,66858127000.0,61118124000.0,44844966000.0
2084.0,60884845000.0,79579320000.0,69567600000.0,34907517000.0,67789730000.0,103898390000.0,51562713000.0,79155410000.0,60821905000.0,77254680000.0,65357775000.0,58912280000.0,43207004000.0
2085.0,58612090000.0,77012610000.0,68228534000.0,32896141000.0,64936370000.0,101631890000.0,50696733000.0,76340030000.0,58591355000.0,74258820000.0,64361505000.0,56674120000.0,41024360000.0
2086.0,56997010000.0,73254306000.0,66412167000.0,31291386000.0,62550780000.0,99578420000.0,49339847000.0,73736280000.0,57206920000.0,72496960000.0,63322706000.0,54490800000.0,38775020000.0
2087.0,55355020000.0,70225890000.0,65264906000.0,29088400000.0,59735618000.0,96237890000.0,48133358000.0,70959190000.0,55401820000.0,70583480000.0,60421180000.0,53079300000.0,36496740000.0
2088.0,54177927000.0,66616922000.0,64177110000.0,27509592000.0,56371550000.0,93546140000.0,46525817000.0,68388237000.0,52770288000.0,66979914000.0,57934467000.0,50848674000.0,34024663000.0
2089.0,52613720000.0,64500110000.0,62893576000.0,25101607000.0,54534287000.0,92383584000.0,45001945000.0,66160312000.0,50707247000.0,64962916000.0,55549133000.0,49196302000.0,31422240000.0
2090.0,51469005000.0,61672776000.0,60766120000.0,22836173000.0,51473125000.0,90310205000.0,43676668000.0,64213918000.0,47819650000.0,62094668000.0,53250208000.0,47780220000.0,29514404000.0
2091.0,50479464000.0,58771060000.0,58754200000.0,20801616000.0,49871995000.0,87914700000.0,42679415000.0,62149267000.0,45707637000.0,60100186000.0,50377250000.0,47078957000.0,27222018000.0
2092.0,49343566000.0,56687358000.0,57254707000.0,19084624000.0,47535740000.0,84818280000.0,41745020000.0,59297390000.0,43526558000.0,58335015000.0,48740024000.0,45130555000.0,25285440000.0
2093.0,48316137000.0,55868117000.0,54403190000.0,17483076000.0,45955813000.0,82405155000.0,40510943000.0,57308283000.0,41835340000.0,56333810000.0,46118170000.0,43785548000.0,22883900000.0
2094.0,46789865000.0,53854216000.0,52295050000.0,16316300000.0,45060452000.0,79806350000.0,38867493000.0,55948153000.0,39883887000.0,55018398000.0,43781222000.0,42510266000.0,21039084000.0
2095.0,45201960000.0,52540764000.0,50396610000.0,14877239000.0,43779340000.0,77383070000.0,37175080000.0,54021706000.0,38240293000.0,52264436000.0,41881706000.0,40798410000.0,19398648000.0
2096.0,43981062000.0,51082890000.0,48878182000.0,13809325000.0,41209975000.0,76295676000.0,35916210000.0,51786430000.0,36770100000.0,50142245000.0,40748696000.0,39619764000.0,18050339000.0
2097.0,43289494000.0,49000276000.0,47415430000.0,12802531000.0,38945456000.0,74802960000.0,34890270000.0,50495607000.0,35275610000.0,48738066000.0,38596950000.0,38382950000.0,16610548000.0
2098.0,41618727000.0,46562220000.0,45754847000.0,11289965000.0,36982546000.0,72213060000.0,33322887000.0,48677585000.0,33745277000.0,46537056000.0,36950870000.0,36720337000.0,15072656000.0
2099.0,40569577000.0,45447280000.0,44253032000.0,9943618000.0,34710757000.0,69345560000.0,31680678000.0,46392345000.0,32246413000.0,44730630000.0,35724150000.0,35193545000.0,13683082000.0
2100.0,39423960000.0,43423797000.0,42634800000.0,8825339000.0,33280524000.0,67380675000.0,30591263000.0,44733055000.0,30721892000.0,43424813000.0,34468060000.0,34597143000.0,12439307000.0
