time,MPI-ESM1-2-HR,GFDL-ESM4,IPSL-CM6A-LR,CESM2-WACCM,KACE-1-0-G,MRI-ESM2-0,UKESM1-0-LL,TAIESM1,IITM-ESM
2024.0,1038482100.0,1009311200.0,1027371200.0,1031134850.0,1019551040.0,1020923500.0,1060778500.0,1028345660.0,1072337500.0
2025.0,1044775360.0,981480500.0,1008530560.0,1029320260.0,994664960.0,992451260.0,1042198140.0,1007400300.0,1099419600.0
2026.0,1045002500.0,963576200.0,981966400.0,1018292900.0,973453400.0,969408000.0,1021673660.0,983438200.0,1082143700.0
2027.0,1003838850.0,950439500.0,965787800.0,993739700.0,959693060.0,946076600.0,999542000.0,961630200.0,1119956600.0
2028.0,976551000.0,919324000.0,932579600.0,988312100.0,943049660.0,925669900.0,958973500.0,923622850.0,1053043800.0
2029.0,974275700.0,887159500.0,911071500.0,966688000.0,947340800.0,908324600.0,940478340.0,910242240.0,1043460350.0
2030.0,952900600.0,865469100.0,890143170.0,966848900.0,909214200.0,888718900.0,917618240.0,892161400.0,1031800060.0
2031.0,943384100.0,846990140.0,872541250.0,928969400.0,886659700.0,864669060.0,903525200.0,859596860.0,1053327700.0
2032.0,918201200.0,816956350.0,866116300.0,921688300.0,864232500.0,846079400.0,872099400.0,835000770.0,1041416640.0
2033.0,901396700.0,792821440.0,833770240.0,904935400.0,837259970.0,816910400.0,849967500.0,808688100.0,1063879550.0
2034.0,865764500.0,770787500.0,814317060.0,915408300.0,826652900.0,805578050.0,816836860.0,802836350.0,1028539100.0
2035.0,840534400.0,803202500.0,839069300.0,871860900.0,794897600.0,791035140.0,788387400.0,768955500.0,1049791550.0
2036.0,818073800.0,740490500.0,777228000.0,853326660.0,762314600.0,771788400.0,779161500.0,736267400.0,1032059650.0
2037.0,795980740.0,720827900.0,748190600.0,850763970.0,740619800.0,746698300.0,745095740.0,721530430.0,1006949760.0
2038.0,781266100.0,705256200.0,742418370.0,824063300.0,726084500.0,716504960.0,729206200.0,687362000.0,999428800.0
2039.0,770164800.0,681550500.0,711343900.0,795841900.0,689093760.0,699443800.0,691275970.0,749458800.0,993961340.0
2040.0,749113800.0,652605800.0,688109100.0,784527300.0,669777600.0,674765400.0,660305900.0,676002940.0,990149060.0
2041.0,738263400.0,637494300.0,660743400.0,771210560.0,645492700.0,650689300.0,643180600.0,650026000.0,988562300.0
2042.0,708689660.0,624374900.0,627937100.0,747348030.0,619911500.0,631317060.0,620734100.0,631869760.0,980437800.0
2043.0,709905700.0,604231550.0,613205950.0,731578800.0,606028300.0,624912200.0,593898800.0,628413440.0,979747650.0
2044.0,686530940.0,589560100.0,595465100.0,710881900.0,590999100.0,603563140.0,578260100.0,596317400.0,975563600.0
2045.0,669346400.0,575640900.0,580393200.0,693457100.0,565371500.0,588164700.0,548344700.0,580626940.0,966641700.0
2046.0,650260900.0,580028900.0,573641000.0,670347000.0,537719400.0,575234500.0,522761380.0,568873600.0,957734700.0
2047.0,631523900.0,594511500.0,557626750.0,651226500.0,533433470.0,557004860.0,511069380.0,550885400.0,954418940.0
2048.0,612814200.0,560878600.0,537885300.0,624615600.0,505720500.0,543009300.0,474938600.0,520248500.0,1014638660.0
2049.0,602142460.0,544460700.0,523850980.0,603800800.0,490341660.0,523005150.0,461817060.0,505982240.0,950168450.0
2050.0,605304600.0,533788960.0,512424200.0,615369900.0,467352580.0,511729440.0,447917250.0,491784740.0,944980000.0
2051.0,569959900.0,522441540.0,495805980.0,575158100.0,452829540.0,509784480.0,419408350.0,482164260.0,936595100.0
2052.0,560272100.0,520716220.0,490257120.0,555431600.0,434243140.0,494999800.0,408535420.0,467495840.0,932730800.0
2053.0,543868860.0,510207460.0,476057120.0,540311100.0,415112580.0,529032770.0,389581470.0,449319700.0,937098750.0
2054.0,536682000.0,494118140.0,463235500.0,518725440.0,407540100.0,476552030.0,379224260.0,435579420.0,927851200.0
2055.0,521479460.0,479149860.0,462559260.0,508366560.0,411105020.0,465163200.0,362889660.0,420291140.0,924273700.0
2056.0,514507680.0,473385860.0,437464800.0,499282600.0,388648540.0,451561150.0,348314500.0,415397400.0,915168100.0
2057.0,503833470.0,466185120.0,419644320.0,481374340.0,378744860.0,440804580.0,339180200.0,406813600.0,910640500.0
2058.0,492162980.0,460207740.0,412362140.0,461668130.0,364007360.0,426776450.0,317366850.0,391318080.0,907965250.0
2059.0,483412060.0,451818000.0,399703140.0,439493200.0,361462620.0,414653380.0,307423870.0,373762780.0,896920960.0
2060.0,477860200.0,447057660.0,386999460.0,428651970.0,348158080.0,408611840.0,292397630.0,359905820.0,893259460.0
2061.0,467038100.0,447662400.0,378958500.0,419101200.0,337501250.0,409888540.0,275838660.0,347402460.0,931409660.0
2062.0,459787680.0,435693000.0,371523100.0,409912670.0,326858800.0,401852320.0,259613250.0,340347550.0,885445060.0
2063.0,455762100.0,428182050.0,363434980.0,405723070.0,320064420.0,399055360.0,253758380.0,332128300.0,881516600.0
2064.0,459584030.0,420575100.0,353356400.0,397234080.0,311798080.0,388277380.0,241698990.0,320562660.0,874694660.0
2065.0,444515620.0,472955040.0,346034000.0,402344960.0,308775040.0,381717200.0,232205780.0,304847330.0,870568640.0
2066.0,430946340.0,428446180.0,333918080.0,442250200.0,298954500.0,378497630.0,224709740.0,291838800.0,874601860.0
2067.0,547409700.0,476497000.0,323363780.0,387116400.0,295157060.0,371023580.0,218911490.0,278802620.0,859842600.0
2068.0,440693300.0,419366720.0,314966500.0,379281700.0,284025150.0,365482100.0,241031980.0,263952080.0,865503400.0
2069.0,415287650.0,413472900.0,305227550.0,372192900.0,284852770.0,357632830.0,213580240.0,258094510.0,859118900.0
2070.0,413653730.0,408960830.0,292865180.0,365003200.0,277752220.0,413391100.0,206180420.0,241373420.0,847641600.0
2071.0,399901060.0,409828830.0,288974620.0,354049540.0,270101540.0,385631200.0,194294530.0,233376740.0,838662100.0
2072.0,407128030.0,406574600.0,274189950.0,348065730.0,267206130.0,372060800.0,187273860.0,227521890.0,823265340.0
2073.0,391283680.0,396765470.0,266626080.0,341534500.0,259958880.0,355801100.0,182242050.0,215385330.0,870571100.0
2074.0,389263800.0,392664030.0,257614960.0,330926720.0,250057700.0,355200960.0,175391980.0,210242370.0,829256900.0
2075.0,391692860.0,389279650.0,251041650.0,339145380.0,247159250.0,343738370.0,178261780.0,201355140.0,822939100.0
2076.0,378851520.0,383122600.0,244429490.0,321017570.0,244157870.0,341488060.0,174067120.0,194942560.0,807494700.0
2077.0,374440600.0,377787360.0,236657620.0,314348350.0,239975020.0,337940060.0,176259730.0,193109120.0,795040200.0
2078.0,838617300.0,370706100.0,237913070.0,305191900.0,233672640.0,326987870.0,166630020.0,182889570.0,813309440.0
2079.0,426743230.0,364972060.0,227600720.0,305864640.0,230187070.0,322239580.0,160523330.0,178111940.0,786526200.0
2080.0,388720160.0,361536700.0,219964370.0,303577730.0,226003730.0,320619780.0,155718830.0,171889940.0,776744300.0
2081.0,367524860.0,359062700.0,212904180.0,296703970.0,222917900.0,315962080.0,152651400.0,167891410.0,974229100.0
2082.0,362072420.0,351824830.0,205493400.0,294084160.0,218456620.0,316223700.0,147589260.0,165892500.0,789763400.0
2083.0,358755170.0,353344830.0,198027800.0,288114300.0,215460720.0,308057800.0,145329620.0,160127650.0,775822400.0
2084.0,408722140.0,344525630.0,194516460.0,277562750.0,214119000.0,303813280.0,142953310.0,154993860.0,761017600.0
2085.0,359849470.0,335097700.0,188438780.0,271027230.0,210986380.0,299757250.0,140860700.0,147696160.0,757970400.0
2086.0,351078820.0,332458600.0,182954690.0,263736670.0,216126780.0,295281500.0,138299870.0,145047200.0,748691100.0
2087.0,358553340.0,329106560.0,178429860.0,256958510.0,204857310.0,348604600.0,135322100.0,143235330.0,740217150.0
2088.0,360859600.0,327215680.0,174849220.0,251903650.0,210991120.0,292861660.0,132166790.0,142226080.0,764029250.0
2089.0,360963840.0,316836060.0,170291620.0,248614450.0,204040200.0,289170370.0,128804750.0,144932620.0,790977900.0
2090.0,361425400.0,306237340.0,166541620.0,243159300.0,198571650.0,282096670.0,126506240.0,133282056.0,774562600.0
2091.0,340416480.0,295318560.0,162956500.0,242165170.0,192847820.0,279531600.0,120679050.0,131184740.0,733448500.0
2092.0,343516380.0,287503200.0,157032060.0,235533310.0,188842800.0,275850660.0,114678510.0,154242750.0,725428400.0
2093.0,337450500.0,283926900.0,153279410.0,230694780.0,186014740.0,281811680.0,109367470.0,135151630.0,731381440.0
2094.0,370451230.0,278023940.0,152725810.0,229845400.0,185238860.0,273429630.0,103206990.0,126011170.0,721590340.0
2095.0,332197860.0,311370270.0,147725300.0,227134290.0,181960600.0,274870300.0,99093250.0,123428300.0,737078700.0
2096.0,411668100.0,278161300.0,143764000.0,241933940.0,178771570.0,266503150.0,105758500.0,120388410.0,755564600.0
2097.0,341711680.0,272046370.0,155703620.0,226049810.0,249654430.0,264039600.0,92811040.0,119111230.0,723709800.0
2098.0,349414530.0,264038080.0,143450540.0,222582910.0,191365460.0,264970940.0,92193160.0,117119060.0,718802900.0
2099.0,389870100.0,267052130.0,140272600.0,215843410.0,176387380.0,264122670.0,88445030.0,114273590.0,714196860.0
2100.0,367725900.0,260806910.0,139949870.0,220633340.0,176321100.0,264087520.0,85122250.0,110736230.0,711562240.0
