time,CMCC-CM2-SR5,EC-EARTH3,INM-CM5-0,INM-CM4-8,FGOALS-F3-L,BCC-CSM2-MR,EC-EARTH3-VEG,MRI-ESM2-0,CESM2,MPI-ESM1-2-HR,NORESM2-MM,CAMS-CSM1-0,CESM2-WACCM,GFDL-ESM4
2010.0,135132520000.0,135132520000.0,135132520000.0,135132520000.0,135132520000.0,135132520000.0,135132520000.0,135132520000.0,135132520000.0,135132520000.0,135132520000.0,135132520000.0,135132520000.0,135132520000.0
2011.0,135000500000.0,135000500000.0,135000500000.0,135000500000.0,135000500000.0,135000500000.0,135000500000.0,135000500000.0,135000500000.0,135000500000.0,135000500000.0,135000500000.0,135000500000.0,135000500000.0
2012.0,135152484000.0,135152484000.0,135152484000.0,135152484000.0,135152484000.0,135152484000.0,135152484000.0,135152484000.0,135152484000.0,135152484000.0,135152484000.0,135152484000.0,135152484000.0,135152484000.0
2013.0,135690710000.0,135690710000.0,135690710000.0,135690710000.0,135690710000.0,135690710000.0,135690710000.0,135690710000.0,135690710000.0,135690710000.0,135690710000.0,135690710000.0,135690710000.0,135690710000.0
2014.0,135068344000.0,135068344000.0,135068344000.0,135068344000.0,135068344000.0,135068344000.0,135068344000.0,135068344000.0,135068344000.0,135068344000.0,135068344000.0,135068344000.0,135068344000.0,135068344000.0
2015.0,135738610000.0,135738610000.0,135738610000.0,135738610000.0,135738610000.0,135738610000.0,135738610000.0,135738610000.0,135738610000.0,135738610000.0,135738610000.0,135738610000.0,135738610000.0,135738610000.0
2016.0,135067320000.0,135067320000.0,135067320000.0,135067320000.0,135067320000.0,135067320000.0,135067320000.0,135067320000.0,135067320000.0,135067320000.0,135067320000.0,135067320000.0,135067320000.0,135067320000.0
2017.0,134759030000.0,134759030000.0,134759030000.0,134759030000.0,134759030000.0,134759030000.0,134759030000.0,134759030000.0,134759030000.0,134759030000.0,134759030000.0,134759030000.0,134759030000.0,134759030000.0
2018.0,134884475000.0,134884475000.0,134884475000.0,134884475000.0,134884475000.0,134884475000.0,134884475000.0,134884475000.0,134884475000.0,134884475000.0,134884475000.0,134884475000.0,134884475000.0,134884475000.0
2019.0,134834150000.0,134834150000.0,134834150000.0,134834150000.0,134834150000.0,134834150000.0,134834150000.0,134834150000.0,134834150000.0,134834150000.0,134834150000.0,134834150000.0,134834150000.0,134834150000.0
2020.0,134823990000.0,134823990000.0,134823990000.0,134823990000.0,134823990000.0,134823990000.0,134823990000.0,134823990000.0,134823990000.0,134823990000.0,134823990000.0,134823990000.0,134823990000.0,134823990000.0
2021.0,134793650000.0,134515910000.0,134785240000.0,134683550000.0,134594410000.0,134499100000.0,135411470000.0,134524600000.0,134665314000.0,134682090000.0,134688465000.0,134707000000.0,135094624000.0,134639850000.0
2022.0,135014540000.0,134442510000.0,135962560000.0,134629564000.0,134522840000.0,134379330000.0,134637265000.0,134386704000.0,134577990000.0,135181720000.0,134518280000.0,135100850000.0,135177040000.0,134747120000.0
2023.0,134646220000.0,134373850000.0,134702770000.0,134667830000.0,134564870000.0,134295400000.0,134499970000.0,134700570000.0,134418490000.0,135197270000.0,134299206000.0,134876580000.0,134693180000.0,134721310000.0
2024.0,134650550000.0,135044596000.0,135085244000.0,134373810000.0,134176550000.0,134087120000.0,134396520000.0,134168060000.0,134626600000.0,134981210000.0,134092660000.0,134835140000.0,134700425000.0,134699540000.0
2025.0,134284620000.0,134667930000.0,134689370000.0,134224240000.0,134104040000.0,133907360000.0,134280250000.0,133963630000.0,134292490000.0,134632580000.0,134030156000.0,135066150000.0,134766666000.0,134690070000.0
2026.0,134234260000.0,134614750000.0,134559646000.0,134279230000.0,133973890000.0,134200470000.0,134350980000.0,134361200000.0,134121590000.0,134592000000.0,133845950000.0,135363210000.0,134256755000.0,134123280000.0
2027.0,133910410000.0,133859210000.0,134860450000.0,133867270000.0,133655960000.0,134099230000.0,133829255000.0,134082930000.0,134037455000.0,134402700000.0,134608340000.0,134482160000.0,134505700000.0,133859960000.0
2028.0,133874524000.0,133623910000.0,134152544000.0,133855490000.0,133795410000.0,133929490000.0,133682290000.0,134361340000.0,133991400000.0,134044190000.0,133858660000.0,134575880000.0,133914740000.0,133798896000.0
2029.0,133905300000.0,133633980000.0,134031770000.0,133695816000.0,133616140000.0,133398495000.0,133544250000.0,134199130000.0,133833376000.0,133785895000.0,134019540000.0,134264380000.0,133914845000.0,133705060000.0
2030.0,133708030000.0,133474935000.0,134008250000.0,133607800000.0,133481880000.0,133413340000.0,133393860000.0,134013660000.0,134001600000.0,133979040000.0,133707250000.0,134092220000.0,133781270000.0,133526725000.0
2031.0,133624860000.0,133497840000.0,134171820000.0,133585895000.0,133574975000.0,133088550000.0,133464080000.0,133791334000.0,133666220000.0,133691170000.0,133622630000.0,133970640000.0,133568390000.0,133870530000.0
2032.0,133819860000.0,133536640000.0,133736080000.0,133380210000.0,133338440000.0,132982150000.0,133699310000.0,133750780000.0,133393510000.0,133736110000.0,133344740000.0,133850170000.0,133366776000.0,133180700000.0
2033.0,133959970000.0,133183790000.0,133925240000.0,133406790000.0,133086870000.0,132920150000.0,133448350000.0,133495700000.0,133182650000.0,133552400000.0,134078276000.0,133939650000.0,133195510000.0,133246345000.0
2034.0,133505570000.0,133283684000.0,133529900000.0,133598230000.0,133102220000.0,132732610000.0,133187540000.0,133275574000.0,133163246000.0,133636284000.0,133504280000.0,134063920000.0,133090040000.0,133169830000.0
2035.0,133280080000.0,133720380000.0,133450580000.0,133131830000.0,132702440000.0,132617520000.0,133103165000.0,133116980000.0,133090050000.0,133265660000.0,133180100000.0,134128640000.0,133005290000.0,132924900000.0
2036.0,133049470000.0,132957086000.0,133424580000.0,133395500000.0,132726600000.0,132879900000.0,132930360000.0,133200930000.0,133004990000.0,133237150000.0,133059370000.0,133498310000.0,132874780000.0,132750780000.0
2037.0,132781425000.0,132972765000.0,133362100000.0,133086300000.0,132332620000.0,132290320000.0,132828800000.0,133190205000.0,132964655000.0,133448130000.0,133028850000.0,134112040000.0,132789410000.0,133004050000.0
2038.0,132852830000.0,132638740000.0,133225810000.0,132857520000.0,132268190000.0,131994480000.0,132577090000.0,133007900000.0,132891440000.0,133537554000.0,132889900000.0,134459965000.0,132451760000.0,132543060000.0
2039.0,133136130000.0,132578640000.0,133774240000.0,132631160000.0,132102210000.0,131834440000.0,132661890000.0,132943946000.0,132743270000.0,133125005000.0,133060780000.0,134481730000.0,132493750000.0,132719340000.0
2040.0,132839720000.0,132384970000.0,133214750000.0,132669120000.0,132046094000.0,131999040000.0,132327790000.0,132824285000.0,132661760000.0,132947804000.0,132471235000.0,134352350000.0,132182516000.0,132561986000.0
2041.0,132421480000.0,132137850000.0,133719940000.0,132723180000.0,131903455000.0,131490110000.0,132197790000.0,132621940000.0,132508385000.0,133020770000.0,132451115000.0,133468440000.0,131997245000.0,132314000000.0
2042.0,133109080000.0,132225580000.0,133123236000.0,132418960000.0,131831820000.0,131397270000.0,132043104000.0,132665550000.0,132406320000.0,132960670000.0,132291600000.0,133353380000.0,131801450000.0,132304250000.0
2043.0,132310070000.0,132085230000.0,133085710000.0,132865870000.0,131647095000.0,131108405000.0,132327500000.0,132467480000.0,132218330000.0,132503765000.0,132301136000.0,133039645000.0,131624165000.0,131875504000.0
2044.0,132085190000.0,131767920000.0,133126980000.0,132222080000.0,131530980000.0,130812970000.0,132391215000.0,132230380000.0,132235190000.0,132775980000.0,132251484000.0,135827276000.0,131595590000.0,132169050000.0
2045.0,131886790000.0,131620370000.0,133052370000.0,132068246000.0,131465260000.0,130502130000.0,132484550000.0,132170710000.0,131973650000.0,132192700000.0,132572150000.0,133807555000.0,131297436000.0,131999150000.0
2046.0,131681090000.0,131399705000.0,133251250000.0,131988005000.0,131631970000.0,130389150000.0,131828556000.0,132062710000.0,131832510000.0,132154460000.0,132358005000.0,132897250000.0,131118040000.0,132147030000.0
2047.0,131382830000.0,131307495000.0,132905240000.0,131676720000.0,131249095000.0,130246210000.0,131775600000.0,131837950000.0,131719140000.0,131942195000.0,131921600000.0,132893110000.0,130696860000.0,131981296000.0
2048.0,131321900000.0,131034440000.0,133018034000.0,131862544000.0,131205970000.0,129829520000.0,131399600000.0,131615195000.0,131600840000.0,131999834000.0,131514610000.0,132547630000.0,130561000000.0,131497886000.0
2049.0,131067370000.0,130900210000.0,132860264000.0,131650320000.0,130807914000.0,129382240000.0,131205590000.0,131557420000.0,131302780000.0,131750650000.0,131520540000.0,132742365000.0,130233030000.0,131383900000.0
2050.0,130932570000.0,130678650000.0,133047210000.0,131315370000.0,130615250000.0,129064080000.0,130999935000.0,131326780000.0,131157630000.0,131592830000.0,131490726000.0,132739334000.0,129913010000.0,131121180000.0
2051.0,130937880000.0,130114994000.0,133156610000.0,131701000000.0,130361600000.0,128900735000.0,130778130000.0,131041190000.0,130866700000.0,131202680000.0,131242570000.0,132416274000.0,129570130000.0,130785350000.0
2052.0,130761920000.0,129989894000.0,132901070000.0,131784770000.0,130068685000.0,128911794000.0,130819790000.0,130921520000.0,130605410000.0,131144440000.0,130924440000.0,133324644000.0,129382330000.0,130551276000.0
2053.0,130330710000.0,129767390000.0,132580270000.0,130981050000.0,129897020000.0,128542790000.0,130349780000.0,130665490000.0,130225350000.0,130946930000.0,130793120000.0,132327784000.0,128989680000.0,130987960000.0
2054.0,130012270000.0,129667220000.0,132928090000.0,131145790000.0,129833165000.0,127858620000.0,130042390000.0,130420930000.0,130113280000.0,130874140000.0,130913200000.0,132572905000.0,128613590000.0,130798560000.0
2055.0,129682080000.0,129457630000.0,132527145000.0,130364965000.0,129518090000.0,127740720000.0,129946000000.0,130339815000.0,129887265000.0,130878550000.0,130518800000.0,132075270000.0,128313820000.0,130499084000.0
2056.0,129359930000.0,129120166000.0,132528734000.0,130374160000.0,129507710000.0,127452530000.0,129757225000.0,130211865000.0,129621170000.0,130452370000.0,130573530000.0,132560560000.0,128025805000.0,130420040000.0
2057.0,129344050000.0,128910200000.0,132458380000.0,130643760000.0,129213470000.0,127411814000.0,129631180000.0,129947484000.0,129379290000.0,130247150000.0,130497920000.0,133728080000.0,127572360000.0,130259030000.0
2058.0,129372280000.0,128531325000.0,132381520000.0,130480350000.0,128849360000.0,126672650000.0,129473560000.0,129956830000.0,129043410000.0,130143625000.0,130207810000.0,132119200000.0,127127070000.0,130005690000.0
2059.0,128860850000.0,128315020000.0,132373950000.0,130290360000.0,128609180000.0,126348950000.0,129152450000.0,129527300000.0,128867990000.0,130038220000.0,130393194000.0,133122450000.0,126722260000.0,129656080000.0
2060.0,128462390000.0,128277864000.0,132370760000.0,130122540000.0,128390570000.0,125996770000.0,129201310000.0,129260560000.0,128402740000.0,129848520000.0,130030710000.0,132131150000.0,126443620000.0,129654120000.0
2061.0,128429680000.0,127753500000.0,132176960000.0,129729070000.0,128288480000.0,125696730000.0,128854475000.0,129104150000.0,127962360000.0,129589940000.0,129758130000.0,132093650000.0,126143150000.0,129450520000.0
2062.0,128062770000.0,127237080000.0,132356100000.0,129991530000.0,127867880000.0,125140990000.0,128613350000.0,128820190000.0,127394730000.0,129148250000.0,129738880000.0,131511250000.0,125739926000.0,129865790000.0
2063.0,127601100000.0,126695870000.0,131984376000.0,129557545000.0,127782850000.0,124419105000.0,128237590000.0,128589410000.0,127004520000.0,129309660000.0,129413186000.0,131137130000.0,124835350000.0,129250570000.0
2064.0,127371354000.0,126393390000.0,131941016000.0,129382540000.0,127298430000.0,124185920000.0,127771940000.0,128278530000.0,126677990000.0,129135130000.0,128882704000.0,130998320000.0,124272380000.0,129048470000.0
2065.0,127118960000.0,125985000000.0,132396696000.0,129232990000.0,126758920000.0,123878900000.0,127289890000.0,128307044000.0,126151230000.0,128846135000.0,128782490000.0,130800970000.0,123767340000.0,128771720000.0
2066.0,126761345000.0,125806470000.0,131923410000.0,128983500000.0,126400774000.0,123420950000.0,127071080000.0,128072570000.0,126039110000.0,128518820000.0,128690815000.0,130577965000.0,123329440000.0,128533580000.0
2067.0,126595826000.0,125676870000.0,131748390000.0,129149330000.0,126002586000.0,123086640000.0,126491510000.0,127754920000.0,125620410000.0,128310665000.0,128437370000.0,130352865000.0,122737580000.0,128381410000.0
2068.0,126173045000.0,125233140000.0,131815825000.0,128633430000.0,125695435000.0,122670220000.0,126219250000.0,127494400000.0,125168345000.0,128297750000.0,128347750000.0,130295650000.0,122251110000.0,128143290000.0
2069.0,125967160000.0,124486690000.0,131898410000.0,128575320000.0,125463930000.0,122129980000.0,126215864000.0,127036730000.0,124695320000.0,128129520000.0,128032210000.0,130298910000.0,121679634000.0,127729290000.0
2070.0,126020980000.0,124296530000.0,131446970000.0,128797010000.0,125202380000.0,121855630000.0,125585530000.0,126722780000.0,124288115000.0,127945710000.0,127807095000.0,130073940000.0,121061450000.0,127425690000.0
2071.0,125408320000.0,123764400000.0,131229440000.0,128445550000.0,124958420000.0,121650210000.0,124983940000.0,126260110000.0,123690930000.0,127531960000.0,127562970000.0,129887680000.0,120647620000.0,127336770000.0
2072.0,125214280000.0,123174510000.0,131144655000.0,128186240000.0,124461190000.0,121213480000.0,124709210000.0,126138660000.0,123222110000.0,127101270000.0,127146730000.0,129994710000.0,119860160000.0,127288090000.0
2073.0,124983310000.0,122814160000.0,130994780000.0,127894660000.0,124130130000.0,120877270000.0,124418340000.0,125659390000.0,122755180000.0,126875930000.0,127109040000.0,129809460000.0,119012550000.0,126976720000.0
2074.0,124632550000.0,122523210000.0,130913250000.0,127614720000.0,123796095000.0,120457230000.0,123810500000.0,125339920000.0,122221590000.0,126670380000.0,126963060000.0,129426160000.0,118397850000.0,126857520000.0
2075.0,124723950000.0,122151174000.0,130845310000.0,127345910000.0,123670270000.0,119966390000.0,123489346000.0,124903280000.0,121608970000.0,126587270000.0,126874526000.0,129304690000.0,117744180000.0,126697234000.0
2076.0,124299575000.0,121508530000.0,130779685000.0,126925320000.0,123242640000.0,119762620000.0,123035020000.0,124448460000.0,121231080000.0,126436390000.0,126412550000.0,129406300000.0,117030050000.0,126263640000.0
2077.0,123953970000.0,121056035000.0,130695060000.0,126853090000.0,122813830000.0,118946480000.0,122698195000.0,124339500000.0,120658190000.0,126103750000.0,127078470000.0,128835050000.0,116278420000.0,126167040000.0
2078.0,124358520000.0,120759240000.0,131023815000.0,126662386000.0,122635360000.0,118602840000.0,122408170000.0,124161790000.0,119756005000.0,126112326000.0,126403500000.0,128785830000.0,115275820000.0,125755340000.0
2079.0,123749100000.0,120506960000.0,130476660000.0,126323930000.0,122560980000.0,118410750000.0,121989600000.0,123605850000.0,119189830000.0,126205340000.0,125634700000.0,129924730000.0,114764380000.0,125668210000.0
2080.0,123221740000.0,120181780000.0,130837406000.0,126481400000.0,122146440000.0,117976530000.0,121486990000.0,123247510000.0,118729605000.0,125470540000.0,125396640000.0,128713196000.0,113840750000.0,125357620000.0
2081.0,122989090000.0,119664910000.0,130264530000.0,126086890000.0,121731110000.0,117459395000.0,121085075000.0,123110040000.0,118214400000.0,125169890000.0,125218546000.0,128841180000.0,113026560000.0,124927870000.0
2082.0,122181370000.0,119119350000.0,130027995000.0,125897120000.0,121543460000.0,117294250000.0,120522780000.0,122710170000.0,117278860000.0,124862320000.0,124956780000.0,128785050000.0,111822330000.0,124761680000.0
2083.0,121816140000.0,118777530000.0,130249700000.0,125379854000.0,121170390000.0,116913740000.0,119596680000.0,122125200000.0,116488856000.0,124884990000.0,125026370000.0,128595610000.0,111242360000.0,124624930000.0
2084.0,121545875000.0,118390300000.0,129924020000.0,125229140000.0,120853040000.0,116522340000.0,118796850000.0,121697575000.0,115696310000.0,124632785000.0,124646190000.0,128069220000.0,110345080000.0,124414020000.0
2085.0,120832320000.0,117957010000.0,129720340000.0,124928580000.0,120823990000.0,115770440000.0,118482750000.0,121260810000.0,114791170000.0,124391890000.0,124406145000.0,127545410000.0,109444220000.0,124245670000.0
2086.0,120153965000.0,117391730000.0,130130076000.0,124548550000.0,120261130000.0,115417210000.0,117523096000.0,120991375000.0,114005344000.0,124432130000.0,124090606000.0,127302070000.0,108630114000.0,124019030000.0
2087.0,119845530000.0,117240260000.0,129416780000.0,124198790000.0,120005124000.0,115335470000.0,116921710000.0,120712730000.0,113128464000.0,123946934000.0,123824590000.0,127267450000.0,107618460000.0,123749540000.0
2088.0,119665580000.0,116922980000.0,129261620000.0,123680880000.0,119691510000.0,114849780000.0,116532260000.0,120046850000.0,112391490000.0,123935270000.0,123594760000.0,127109005000.0,106906820000.0,123508350000.0
2089.0,119313380000.0,116511420000.0,129339050000.0,123705550000.0,119519805000.0,114698210000.0,116050090000.0,119576790000.0,111590240000.0,123457570000.0,123602200000.0,126792430000.0,105995070000.0,123213636000.0
2090.0,118909200000.0,116102210000.0,129131340000.0,123374260000.0,119144720000.0,113709120000.0,115705680000.0,119216290000.0,110955150000.0,123317354000.0,123173610000.0,126682480000.0,104839225000.0,123022440000.0
2091.0,118617600000.0,115507830000.0,129280400000.0,123152170000.0,118693520000.0,113378550000.0,114986680000.0,118868340000.0,110042776000.0,123285496000.0,122897250000.0,126493580000.0,103994950000.0,122746400000.0
2092.0,117895370000.0,114950780000.0,128936470000.0,123078025000.0,118028340000.0,112879670000.0,114506290000.0,118579550000.0,109362080000.0,122949720000.0,122600440000.0,126856856000.0,103249610000.0,122502550000.0
2093.0,117493916000.0,114468400000.0,128927930000.0,122702905000.0,117720080000.0,112534240000.0,113698950000.0,117972206000.0,108180200000.0,122916340000.0,122359270000.0,126332620000.0,101897660000.0,122215195000.0
2094.0,117099950000.0,113752070000.0,128946850000.0,122527980000.0,117385626000.0,111914850000.0,113179130000.0,117506570000.0,107371520000.0,122378060000.0,122092634000.0,126098400000.0,101343550000.0,121972890000.0
2095.0,116665970000.0,113442900000.0,128611560000.0,122180450000.0,116977380000.0,111588340000.0,112614470000.0,116977615000.0,106545330000.0,122389830000.0,122245150000.0,126004010000.0,100227146000.0,121495670000.0
2096.0,116549435000.0,112972490000.0,128541710000.0,121858900000.0,116490270000.0,111074910000.0,111882430000.0,116659480000.0,105533000000.0,122023625000.0,121858870000.0,125998240000.0,99593840000.0,121092800000.0
2097.0,115708670000.0,112363610000.0,128259375000.0,121557746000.0,116061260000.0,110486950000.0,111417900000.0,116141285000.0,104756590000.0,121870115000.0,121620600000.0,125909390000.0,98474780000.0,120923160000.0
2098.0,115607110000.0,111617310000.0,127973920000.0,121259024000.0,115483740000.0,109915860000.0,111024095000.0,115517790000.0,104013350000.0,121493230000.0,121210585000.0,125618490000.0,97237070000.0,120751500000.0
2099.0,114795100000.0,111122070000.0,127781030000.0,121119100000.0,115383165000.0,109255520000.0,110286586000.0,115020160000.0,103031260000.0,121307300000.0,120757670000.0,125385180000.0,96542500000.0,120304080000.0
2100.0,114146900000.0,110451065000.0,127616655000.0,120652770000.0,114698650000.0,109035780000.0,109563390000.0,114219880000.0,102115430000.0,120971380000.0,120517575000.0,126271250000.0,95222580000.0,119750164000.0
