time,CESM2,INM-CM5-0,EC-EARTH3-VEG,CESM2-WACCM,NORESM2-MM,GFDL-ESM4,MPI-ESM1-2-HR,CAMS-CSM1-0,BCC-CSM2-MR,INM-CM4-8,FGOALS-F3-L,EC-EARTH3,MRI-ESM2-0
2010.0,4982503000000.0,4982503000000.0,4982503000000.0,4982503000000.0,4982503000000.0,4982503000000.0,4982503000000.0,4982503000000.0,4982503000000.0,4982503000000.0,4982503000000.0,4982503000000.0,4982503000000.0
2011.0,4969600600000.0,4969600600000.0,4969600600000.0,4969600600000.0,4969600600000.0,4969600600000.0,4969600600000.0,4969600600000.0,4969600600000.0,4969600600000.0,4969600600000.0,4969600600000.0,4969600600000.0
2012.0,4929508300000.0,4929508300000.0,4929508300000.0,4929508300000.0,4929508300000.0,4929508300000.0,4929508300000.0,4929508300000.0,4929508300000.0,4929508300000.0,4929508300000.0,4929508300000.0,4929508300000.0
2013.0,4905386400000.0,4905386400000.0,4905386400000.0,4905386400000.0,4905386400000.0,4905386400000.0,4905386400000.0,4905386400000.0,4905386400000.0,4905386400000.0,4905386400000.0,4905386400000.0,4905386400000.0
2014.0,4871476000000.0,4871476000000.0,4871476000000.0,4871476000000.0,4871476000000.0,4871476000000.0,4871476000000.0,4871476000000.0,4871476000000.0,4871476000000.0,4871476000000.0,4871476000000.0,4871476000000.0
2015.0,4870035000000.0,4870035000000.0,4870035000000.0,4870035000000.0,4870035000000.0,4870035000000.0,4870035000000.0,4870035000000.0,4870035000000.0,4870035000000.0,4870035000000.0,4870035000000.0,4870035000000.0
2016.0,4846093600000.0,4846093600000.0,4846093600000.0,4846093600000.0,4846093600000.0,4846093600000.0,4846093600000.0,4846093600000.0,4846093600000.0,4846093600000.0,4846093600000.0,4846093600000.0,4846093600000.0
2017.0,4792803000000.0,4792803000000.0,4792803000000.0,4792803000000.0,4792803000000.0,4792803000000.0,4792803000000.0,4792803000000.0,4792803000000.0,4792803000000.0,4792803000000.0,4792803000000.0,4792803000000.0
2018.0,4765307600000.0,4765307600000.0,4765307600000.0,4765307600000.0,4765307600000.0,4765307600000.0,4765307600000.0,4765307600000.0,4765307600000.0,4765307600000.0,4765307600000.0,4765307600000.0,4765307600000.0
2019.0,4723266000000.0,4723266000000.0,4723266000000.0,4723266000000.0,4723266000000.0,4723266000000.0,4723266000000.0,4723266000000.0,4723266000000.0,4723266000000.0,4723266000000.0,4723266000000.0,4723266000000.0
2020.0,4693323400000.0,4693323400000.0,4693323400000.0,4693323400000.0,4693323400000.0,4693323400000.0,4693323400000.0,4693323400000.0,4693323400000.0,4693323400000.0,4693323400000.0,4693323400000.0,4693323400000.0
2021.0,4648605300000.0,4665316500000.0,4647028000000.0,4657445300000.0,4685541000000.0,4658632300000.0,4667126000000.0,4673471000000.0,4672540600000.0,4676895400000.0,4655937500000.0,4655323500000.0,4696639500000.0
2022.0,4623355000000.0,4654739500000.0,4615568000000.0,4612459300000.0,4673613000000.0,4645948000000.0,4657941300000.0,4652920700000.0,4629419500000.0,4649564000000.0,4623321500000.0,4632172000000.0,4689059400000.0
2023.0,4586650700000.0,4637554000000.0,4595432600000.0,4577592600000.0,4658496500000.0,4630182400000.0,4644523700000.0,4627439000000.0,4600230300000.0,4614673000000.0,4597808600000.0,4606830600000.0,4656434500000.0
2024.0,4560127500000.0,4618233300000.0,4576588000000.0,4543112000000.0,4634546500000.0,4605932000000.0,4618069000000.0,4606449000000.0,4583000600000.0,4585333700000.0,4565256000000.0,4579121400000.0,4618038300000.0
2025.0,4520930700000.0,4587086000000.0,4554528000000.0,4492722400000.0,4600205700000.0,4577623500000.0,4598796000000.0,4572050000000.0,4554305300000.0,4548409700000.0,4529061400000.0,4546171000000.0,4613077000000.0
2026.0,4497443700000.0,4557447400000.0,4504560300000.0,4472350000000.0,4585713000000.0,4547883300000.0,4573989700000.0,4549135300000.0,4506102300000.0,4503287400000.0,4508378700000.0,4521941000000.0,4598681600000.0
2027.0,4466551000000.0,4522187400000.0,4482183700000.0,4429435000000.0,4557150600000.0,4510630000000.0,4562303000000.0,4532150500000.0,4480091000000.0,4480105400000.0,4468276500000.0,4493611000000.0,4596134000000.0
2028.0,4443081300000.0,4494534000000.0,4460724600000.0,4412084300000.0,4517463000000.0,4491785500000.0,4541633000000.0,4501824600000.0,4442553300000.0,4448988400000.0,4402127000000.0,4471209000000.0,4590478600000.0
2029.0,4417739300000.0,4464546000000.0,4435269400000.0,4382007000000.0,4473059500000.0,4468725000000.0,4526232000000.0,4476357300000.0,4413286500000.0,4412836000000.0,4368414300000.0,4434240700000.0,4564634300000.0
2030.0,4368021800000.0,4430742700000.0,4398012200000.0,4343437200000.0,4457037300000.0,4444967000000.0,4514958500000.0,4461566600000.0,4390436700000.0,4370387000000.0,4346046000000.0,4399720000000.0,4534029500000.0
2031.0,4310771200000.0,4401038600000.0,4354582800000.0,4315336100000.0,4430231000000.0,4429345500000.0,4498296000000.0,4441057000000.0,4341962400000.0,4340979900000.0,4310937600000.0,4363687800000.0,4471827500000.0
2032.0,4281888700000.0,4363720000000.0,4317554700000.0,4273631000000.0,4416358300000.0,4417323500000.0,4484347500000.0,4412432400000.0,4304271300000.0,4319840800000.0,4265251000000.0,4316883800000.0,4454166300000.0
2033.0,4263605700000.0,4336980900000.0,4286615700000.0,4215820000000.0,4395332300000.0,4383407900000.0,4472196600000.0,4400852500000.0,4274700200000.0,4277787000000.0,4241894100000.0,4282481400000.0,4440765500000.0
2034.0,4210845800000.0,4301699700000.0,4249406700000.0,4205265800000.0,4378952000000.0,4358501300000.0,4438476500000.0,4375666000000.0,4232864900000.0,4249980000000.0,4201858200000.0,4247890400000.0,4416153000000.0
2035.0,4161981000000.0,4278251700000.0,4224688300000.0,4203928000000.0,4381241500000.0,4327627600000.0,4426215500000.0,4361718000000.0,4193464600000.0,4231851000000.0,4172819200000.0,4201016500000.0,4380306700000.0
2036.0,4121680000000.0,4247843500000.0,4209541400000.0,4194191000000.0,4365077400000.0,4300680700000.0,4406865600000.0,4319336000000.0,4166673200000.0,4204924800000.0,4126273000000.0,4182478400000.0,4364605000000.0
2037.0,4084167300000.0,4229316700000.0,4174966700000.0,4189142600000.0,4314714300000.0,4269079300000.0,4375676200000.0,4292580000000.0,4140780200000.0,4179453500000.0,4051301800000.0,4171524700000.0,4334819000000.0
2038.0,4041238600000.0,4206774700000.0,4130611000000.0,4171006500000.0,4255128200000.0,4229612700000.0,4356777400000.0,4271128000000.0,4084798600000.0,4152053200000.0,4027741400000.0,4157575500000.0,4303449800000.0
2039.0,3995958500000.0,4179283400000.0,4079976200000.0,4151492700000.0,4218928200000.0,4192649600000.0,4337061600000.0,4252625000000.0,4022258000000.0,4119205000000.0,3995722800000.0,4135863500000.0,4276595500000.0
2040.0,3983263700000.0,4147464400000.0,4044578000000.0,4130997000000.0,4198591400000.0,4176464600000.0,4310255000000.0,4229257200000.0,3968795700000.0,4110554200000.0,3926907200000.0,4096441000000.0,4251523000000.0
2041.0,3958808200000.0,4129600000000.0,4010788500000.0,4081967700000.0,4183209500000.0,4140666200000.0,4293561700000.0,4199139200000.0,3946656000000.0,4082253200000.0,3899109000000.0,4073539200000.0,4252599000000.0
2042.0,3946513200000.0,4112240300000.0,3971427900000.0,4048588000000.0,4171659200000.0,4129974400000.0,4259425000000.0,4178345700000.0,3919910500000.0,4071083000000.0,3876452300000.0,4053428000000.0,4221489600000.0
2043.0,3923833500000.0,4097358000000.0,3946870200000.0,4002144300000.0,4142626500000.0,4104519400000.0,4227218800000.0,4164844300000.0,3883297700000.0,4057973000000.0,3833658300000.0,4026074000000.0,4224442700000.0
2044.0,3895869800000.0,4079616500000.0,3904082800000.0,3973241000000.0,4096892000000.0,4078782000000.0,4206079500000.0,4141119200000.0,3837376000000.0,4024237600000.0,3794597600000.0,3982300800000.0,4199636800000.0
2045.0,3865911000000.0,4058304000000.0,3864659800000.0,3938371000000.0,4086376000000.0,4049163800000.0,4178982700000.0,4095610200000.0,3814823300000.0,3998554300000.0,3774523000000.0,3956718400000.0,4196328800000.0
2046.0,3839070800000.0,4037423000000.0,3838719800000.0,3899870700000.0,4062883300000.0,4019601300000.0,4168127000000.0,4084778700000.0,3790051700000.0,3966884000000.0,3747223700000.0,3920250500000.0,4173791000000.0
2047.0,3805138000000.0,4008667800000.0,3798002000000.0,3854088500000.0,4032938600000.0,3979719000000.0,4146027000000.0,4073953400000.0,3760744600000.0,3940406800000.0,3701699000000.0,3862783900000.0,4136046400000.0
2048.0,3786912800000.0,3984632300000.0,3766188000000.0,3811514300000.0,3981004500000.0,3965656500000.0,4124613800000.0,4059753600000.0,3714949600000.0,3912754500000.0,3672470000000.0,3818191800000.0,4104391800000.0
2049.0,3772681600000.0,3958916800000.0,3724707600000.0,3785659800000.0,3954396000000.0,3934767500000.0,4080866700000.0,4033302500000.0,3678826400000.0,3883479000000.0,3657591400000.0,3778740500000.0,4091402000000.0
2050.0,3743361500000.0,3948467000000.0,3678899000000.0,3733652000000.0,3929716600000.0,3896114400000.0,4064657800000.0,4010478100000.0,3640270000000.0,3850356700000.0,3614331600000.0,3732179300000.0,4066514600000.0
2051.0,3724992300000.0,3937547000000.0,3634076300000.0,3699674700000.0,3915389300000.0,3872027800000.0,4046363800000.0,4001629200000.0,3604671400000.0,3814635600000.0,3592565800000.0,3708491100000.0,4045512600000.0
2052.0,3679824000000.0,3924390300000.0,3598020500000.0,3655072000000.0,3894209200000.0,3852085200000.0,4016116600000.0,3958585000000.0,3574906200000.0,3792602000000.0,3546408300000.0,3680794800000.0,4025418800000.0
2053.0,3649450500000.0,3917873200000.0,3536538600000.0,3595560800000.0,3852598000000.0,3833098000000.0,3990293300000.0,3931051700000.0,3544813700000.0,3761920000000.0,3518503000000.0,3649196800000.0,4015119100000.0
2054.0,3597021700000.0,3897299800000.0,3517072000000.0,3572168000000.0,3831569600000.0,3808758900000.0,3945185100000.0,3916149000000.0,3499113600000.0,3744921000000.0,3481250800000.0,3595105500000.0,3977276800000.0
2055.0,3540292000000.0,3865004200000.0,3473705000000.0,3536489800000.0,3814133600000.0,3788588200000.0,3916774800000.0,3882227300000.0,3466782600000.0,3731141200000.0,3441921400000.0,3542014200000.0,3944508600000.0
2056.0,3498458000000.0,3843337500000.0,3458196000000.0,3488992500000.0,3800812700000.0,3782216800000.0,3887815200000.0,3856338000000.0,3418922700000.0,3699989500000.0,3385872600000.0,3531356000000.0,3910098200000.0
2057.0,3451447000000.0,3814566700000.0,3438654800000.0,3438258200000.0,3749758600000.0,3762428600000.0,3855990000000.0,3840859400000.0,3390423700000.0,3678387300000.0,3364974200000.0,3499881700000.0,3883259000000.0
2058.0,3422092300000.0,3796584400000.0,3411979300000.0,3402157500000.0,3689595300000.0,3743260300000.0,3835915700000.0,3813562000000.0,3375346700000.0,3661815300000.0,3332825400000.0,3478419400000.0,3824723000000.0
2059.0,3369608400000.0,3781966700000.0,3389453000000.0,3353542400000.0,3677551600000.0,3725685000000.0,3812172200000.0,3781538000000.0,3351370800000.0,3646637000000.0,3298857000000.0,3435484200000.0,3788418000000.0
2060.0,3316363300000.0,3753813000000.0,3363720400000.0,3295233400000.0,3663719300000.0,3697179600000.0,3787261000000.0,3755881500000.0,3318067000000.0,3635235800000.0,3270451700000.0,3406709400000.0,3752321600000.0
2061.0,3286059200000.0,3736207000000.0,3333344500000.0,3270217800000.0,3640153000000.0,3674726200000.0,3761748800000.0,3747784200000.0,3284905800000.0,3612780000000.0,3243106400000.0,3364720200000.0,3741602000000.0
2062.0,3250265500000.0,3714904800000.0,3313149700000.0,3228702300000.0,3612393600000.0,3645313000000.0,3737420600000.0,3720894000000.0,3245072200000.0,3587632500000.0,3213020400000.0,3332581600000.0,3707393800000.0
2063.0,3211493400000.0,3698108700000.0,3268446300000.0,3172590400000.0,3595782600000.0,3631915200000.0,3719329700000.0,3693776000000.0,3203857000000.0,3570346000000.0,3166583700000.0,3293145700000.0,3657368000000.0
2064.0,3182298700000.0,3670955500000.0,3226377700000.0,3139311000000.0,3596848700000.0,3605638700000.0,3709490000000.0,3678362100000.0,3168828400000.0,3554134200000.0,3135375700000.0,3246117400000.0,3621697400000.0
2065.0,3159397200000.0,3646841000000.0,3216345700000.0,3112889500000.0,3588038900000.0,3590281200000.0,3677163000000.0,3643547300000.0,3142812000000.0,3521653000000.0,3105600800000.0,3218640700000.0,3586719500000.0
2066.0,3106234400000.0,3639849500000.0,3192791800000.0,3084250000000.0,3542304400000.0,3552169700000.0,3656650300000.0,3616334700000.0,3115059800000.0,3508937200000.0,3062438800000.0,3173708000000.0,3579713000000.0
2067.0,3081629600000.0,3616748900000.0,3156218500000.0,3037449000000.0,3483213000000.0,3531454300000.0,3642265000000.0,3580539200000.0,3079324800000.0,3498200300000.0,3017658000000.0,3141827300000.0,3531290200000.0
2068.0,3049942000000.0,3602056700000.0,3118998200000.0,2999705700000.0,3454387000000.0,3529199300000.0,3631332700000.0,3544708300000.0,3029397000000.0,3458477300000.0,2979346500000.0,3100127500000.0,3487136200000.0
2069.0,3019999800000.0,3596022200000.0,3080403800000.0,2974807800000.0,3417715200000.0,3502230500000.0,3605539800000.0,3527525500000.0,2998911600000.0,3430081600000.0,2943152000000.0,3075792000000.0,3452895000000.0
2070.0,2986807100000.0,3584885300000.0,3056050400000.0,2933342600000.0,3380162600000.0,3479260400000.0,3577885200000.0,3512097800000.0,2967367300000.0,3405185500000.0,2918421600000.0,3050691400000.0,3397806500000.0
2071.0,2940133000000.0,3579437000000.0,3025307000000.0,2895440800000.0,3363462700000.0,3465944000000.0,3560488600000.0,3489855400000.0,2937173800000.0,3381947000000.0,2874728000000.0,3020398800000.0,3336815500000.0
2072.0,2887246700000.0,3573132000000.0,2999219700000.0,2848703000000.0,3321919700000.0,3448425000000.0,3533143300000.0,3462534300000.0,2905278800000.0,3351770000000.0,2829101000000.0,2980093600000.0,3291962100000.0
2073.0,2835052500000.0,3551967000000.0,2958475100000.0,2814992200000.0,3292951000000.0,3431134000000.0,3512741000000.0,3435678400000.0,2872379000000.0,3332065700000.0,2774592000000.0,2937519000000.0,3250165400000.0
2074.0,2802182300000.0,3525569400000.0,2921913600000.0,2770278000000.0,3279120200000.0,3391687200000.0,3483289500000.0,3411322000000.0,2843967500000.0,3290906200000.0,2740849000000.0,2916692500000.0,3232499000000.0
2075.0,2765844000000.0,3501021700000.0,2880039600000.0,2725406800000.0,3247732400000.0,3342182400000.0,3453778700000.0,3378027000000.0,2817544200000.0,3273243200000.0,2705243500000.0,2878726700000.0,3185810600000.0
2076.0,2734464400000.0,3476136000000.0,2829964300000.0,2669941400000.0,3207839600000.0,3311439000000.0,3422057000000.0,3347348000000.0,2792737500000.0,3253475000000.0,2673493700000.0,2845670600000.0,3150982200000.0
2077.0,2658942000000.0,3455663700000.0,2789410900000.0,2628516300000.0,3159190000000.0,3282662000000.0,3388871000000.0,3332881500000.0,2752357600000.0,3232383400000.0,2633368600000.0,2802613000000.0,3133045500000.0
2078.0,2631500600000.0,3441293000000.0,2769610900000.0,2589419400000.0,3154573000000.0,3264928000000.0,3361900600000.0,3320558600000.0,2718245000000.0,3210097700000.0,2612727000000.0,2764034300000.0,3113438700000.0
2079.0,2588963500000.0,3423356300000.0,2727453000000.0,2553120600000.0,3147144400000.0,3239763000000.0,3338449700000.0,3298672000000.0,2689375100000.0,3191497800000.0,2575503700000.0,2703016900000.0,3091584500000.0
2080.0,2547462200000.0,3412767800000.0,2698645600000.0,2525444400000.0,3114577000000.0,3214474200000.0,3320800600000.0,3282301400000.0,2663009500000.0,3176987600000.0,2533081000000.0,2668422200000.0,3074862000000.0
2081.0,2517246000000.0,3380430500000.0,2675611000000.0,2498217000000.0,3070506600000.0,3186697200000.0,3308280300000.0,3259281400000.0,2641009300000.0,3160666500000.0,2490177000000.0,2621751700000.0,3046562000000.0
2082.0,2477278600000.0,3358397300000.0,2635640600000.0,2449214800000.0,3059189300000.0,3148228600000.0,3291530000000.0,3226597300000.0,2614041000000.0,3142523800000.0,2452979000000.0,2598150000000.0,3004749800000.0
2083.0,2414045800000.0,3335079600000.0,2604477200000.0,2416611200000.0,3034748600000.0,3113228000000.0,3259497700000.0,3211499100000.0,2582518200000.0,3137608400000.0,2409895600000.0,2562730200000.0,2973949500000.0
2084.0,2378761200000.0,3319017200000.0,2573702800000.0,2368705100000.0,3010138200000.0,3094614000000.0,3235618200000.0,3175465000000.0,2547874000000.0,3121468100000.0,2359683200000.0,2515056200000.0,2947322200000.0
2085.0,2328381000000.0,3283545000000.0,2541032600000.0,2326787800000.0,2999061300000.0,3081823800000.0,3207072000000.0,3149615000000.0,2517326000000.0,3100037600000.0,2338304600000.0,2470008000000.0,2918562000000.0
2086.0,2287420800000.0,3244372500000.0,2482049000000.0,2275933200000.0,2974034200000.0,3055939000000.0,3182702000000.0,3138341300000.0,2486693800000.0,3083085800000.0,2299667200000.0,2437544700000.0,2871790100000.0
2087.0,2251582600000.0,3203644000000.0,2429496600000.0,2236000200000.0,2962378500000.0,3037720200000.0,3153941800000.0,3115070500000.0,2447886000000.0,3055502200000.0,2258350000000.0,2410420000000.0,2843083500000.0
2088.0,2209493000000.0,3177011700000.0,2393838200000.0,2182778700000.0,2944117800000.0,3004140600000.0,3122976000000.0,3103539000000.0,2414001000000.0,3027452000000.0,2216668200000.0,2370465400000.0,2824745300000.0
2089.0,2167935000000.0,3159026000000.0,2349857500000.0,2131178600000.0,2919599400000.0,2968589400000.0,3110718000000.0,3073119600000.0,2386380200000.0,3004744300000.0,2187317300000.0,2331029500000.0,2796129000000.0
2090.0,2127162100000.0,3131972000000.0,2303438600000.0,2099639700000.0,2879837000000.0,2944319600000.0,3092765200000.0,3049955000000.0,2358362200000.0,2983910700000.0,2139881900000.0,2260943500000.0,2770389400000.0
2091.0,2084480200000.0,3126387500000.0,2266046700000.0,2058877400000.0,2866674400000.0,2901404300000.0,3072706000000.0,3017255200000.0,2336601700000.0,2990953500000.0,2097010200000.0,2215431400000.0,2747994000000.0
2092.0,2043140200000.0,3111277000000.0,2228321500000.0,2010324300000.0,2849674000000.0,2876857400000.0,3049438000000.0,3000171000000.0,2304531000000.0,2963580000000.0,2068741400000.0,2181752300000.0,2720984200000.0
2093.0,1994334500000.0,3080409000000.0,2183991900000.0,1974999400000.0,2835391200000.0,2849562700000.0,3015056800000.0,2966874500000.0,2273373800000.0,2946392700000.0,2031915900000.0,2149617600000.0,2693502000000.0
2094.0,1953485800000.0,3057254000000.0,2134122200000.0,1940512000000.0,2819660700000.0,2829036600000.0,2984266000000.0,2947346900000.0,2244891600000.0,2927915400000.0,2002281300000.0,2101475000000.0,2669520000000.0
2095.0,1916230300000.0,3039202600000.0,2100360500000.0,1907959500000.0,2784699000000.0,2801409500000.0,2952002000000.0,2937768400000.0,2212584200000.0,2912481400000.0,1978095800000.0,2070269500000.0,2655124000000.0
2096.0,1873675700000.0,3023875600000.0,2065717400000.0,1867050600000.0,2765904400000.0,2779636800000.0,2927936400000.0,2924997000000.0,2179649000000.0,2884141600000.0,1945358700000.0,2030565600000.0,2614486600000.0
2097.0,1836325500000.0,2998996300000.0,2036697700000.0,1816761900000.0,2754921600000.0,2759431800000.0,2896144000000.0,2897938200000.0,2142551100000.0,2863569000000.0,1891674200000.0,1993953200000.0,2579116600000.0
2098.0,1795842400000.0,2970283700000.0,2008186000000.0,1783681900000.0,2749583600000.0,2738487800000.0,2873144600000.0,2876575300000.0,2096625500000.0,2839164000000.0,1851286700000.0,1954730700000.0,2547793800000.0
2099.0,1762459100000.0,2938564500000.0,1977934700000.0,1743215700000.0,2728347000000.0,2698965200000.0,2843087700000.0,2855096000000.0,2063316500000.0,2804593700000.0,1831976000000.0,1915418400000.0,2523979300000.0
2100.0,1710422900000.0,2919011200000.0,1948570500000.0,1718151000000.0,2679017600000.0,2666071900000.0,2816322600000.0,2833190500000.0,2028840700000.0,2778807100000.0,1811615200000.0,1887180000000.0,2472796200000.0
