time,NORESM2-MM,CMCC-CM2-SR5,MPI-ESM1-2-HR,GFDL-ESM4,EC-EARTH3-VEG,CESM2-WACCM,INM-CM5-0,CESM2,EC-EARTH3,MRI-ESM2-0,FGOALS-F3-L,INM-CM4-8,BCC-CSM2-MR,CAMS-CSM1-0
2011.0,4969600600000.0,4969600600000.0,4969600600000.0,4969600600000.0,4969600600000.0,4969600600000.0,4969600600000.0,4969600600000.0,4969600600000.0,4969600600000.0,4969600600000.0,4969600600000.0,4969600600000.0,4969600600000.0
2012.0,4929508300000.0,4929508300000.0,4929508300000.0,4929508300000.0,4929508300000.0,4929508300000.0,4929508300000.0,4929508300000.0,4929508300000.0,4929508300000.0,4929508300000.0,4929508300000.0,4929508300000.0,4929508300000.0
2013.0,4905386400000.0,4905386400000.0,4905386400000.0,4905386400000.0,4905386400000.0,4905386400000.0,4905386400000.0,4905386400000.0,4905386400000.0,4905386400000.0,4905386400000.0,4905386400000.0,4905386400000.0,4905386400000.0
2014.0,4871476000000.0,4871476000000.0,4871476000000.0,4871476000000.0,4871476000000.0,4871476000000.0,4871476000000.0,4871476000000.0,4871476000000.0,4871476000000.0,4871476000000.0,4871476000000.0,4871476000000.0,4871476000000.0
2015.0,4870035000000.0,4870035000000.0,4870035000000.0,4870035000000.0,4870035000000.0,4870035000000.0,4870035000000.0,4870035000000.0,4870035000000.0,4870035000000.0,4870035000000.0,4870035000000.0,4870035000000.0,4870035000000.0
2016.0,4846093600000.0,4846093600000.0,4846093600000.0,4846093600000.0,4846093600000.0,4846093600000.0,4846093600000.0,4846093600000.0,4846093600000.0,4846093600000.0,4846093600000.0,4846093600000.0,4846093600000.0,4846093600000.0
2017.0,4792803000000.0,4792803000000.0,4792803000000.0,4792803000000.0,4792803000000.0,4792803000000.0,4792803000000.0,4792803000000.0,4792803000000.0,4792803000000.0,4792803000000.0,4792803000000.0,4792803000000.0,4792803000000.0
2018.0,4765307600000.0,4765307600000.0,4765307600000.0,4765307600000.0,4765307600000.0,4765307600000.0,4765307600000.0,4765307600000.0,4765307600000.0,4765307600000.0,4765307600000.0,4765307600000.0,4765307600000.0,4765307600000.0
2019.0,4723266000000.0,4723266000000.0,4723266000000.0,4723266000000.0,4723266000000.0,4723266000000.0,4723266000000.0,4723266000000.0,4723266000000.0,4723266000000.0,4723266000000.0,4723266000000.0,4723266000000.0,4723266000000.0
2020.0,4693323400000.0,4693323400000.0,4693323400000.0,4693323400000.0,4693323400000.0,4693323400000.0,4693323400000.0,4693323400000.0,4693323400000.0,4693323400000.0,4693323400000.0,4693323400000.0,4693323400000.0,4693323400000.0
2021.0,4653674000000.0,4689635000000.0,4655506500000.0,4645958000000.0,4672571600000.0,4672804000000.0,4666690000000.0,4684885000000.0,4674810000000.0,4701268500000.0,4673744400000.0,4641978300000.0,4657146500000.0,4667628600000.0
2022.0,4621529000000.0,4689680700000.0,4628416000000.0,4625390400000.0,4656061000000.0,4653617500000.0,4652366600000.0,4670745500000.0,4654443000000.0,4687506000000.0,4653820400000.0,4603454000000.0,4640648700000.0,4625978000000.0
2023.0,4587150400000.0,4670962000000.0,4587704500000.0,4616865400000.0,4620213000000.0,4618315000000.0,4633713400000.0,4645575000000.0,4602365000000.0,4670907500000.0,4618694700000.0,4585920400000.0,4600223500000.0,4604168000000.0
2024.0,4545124500000.0,4648834000000.0,4544246300000.0,4587968000000.0,4570262500000.0,4576240000000.0,4621748700000.0,4608623000000.0,4565070500000.0,4634913000000.0,4572162000000.0,4559309600000.0,4579600600000.0,4590608600000.0
2025.0,4535187000000.0,4632035700000.0,4520966000000.0,4543823000000.0,4533847000000.0,4552617600000.0,4603888000000.0,4579224000000.0,4508491400000.0,4634285400000.0,4546225000000.0,4516685500000.0,4565218000000.0,4573300000000.0
2026.0,4521559000000.0,4588038000000.0,4514926600000.0,4516229400000.0,4507740000000.0,4528014000000.0,4577924500000.0,4550511600000.0,4497177300000.0,4618039300000.0,4510886400000.0,4501976600000.0,4525837000000.0,4550477500000.0
2027.0,4519408700000.0,4553762000000.0,4488331000000.0,4474469400000.0,4484491000000.0,4477701600000.0,4564918500000.0,4501793000000.0,4465960000000.0,4614846400000.0,4469891300000.0,4471750000000.0,4489669500000.0,4509996700000.0
2028.0,4482227000000.0,4534379000000.0,4477313000000.0,4459785600000.0,4451916600000.0,4436764000000.0,4541802000000.0,4473682400000.0,4430980700000.0,4570273000000.0,4446419400000.0,4431751000000.0,4431115000000.0,4476736400000.0
2029.0,4470206000000.0,4504129400000.0,4456546000000.0,4431646600000.0,4414336700000.0,4398195400000.0,4503626000000.0,4428895000000.0,4398679300000.0,4532119000000.0,4407018700000.0,4406618000000.0,4352309700000.0,4467317500000.0
2030.0,4415069600000.0,4479954000000.0,4446036700000.0,4411863600000.0,4386533400000.0,4346353300000.0,4472824700000.0,4403032500000.0,4379776400000.0,4498690400000.0,4372701000000.0,4378914200000.0,4309778400000.0,4448834300000.0
2031.0,4370005000000.0,4466968400000.0,4432304500000.0,4383180000000.0,4363343600000.0,4322489500000.0,4430973000000.0,4363011500000.0,4349045200000.0,4473932000000.0,4320072300000.0,4345578000000.0,4265825300000.0,4415628000000.0
2032.0,4339162700000.0,4449733000000.0,4425845000000.0,4361531400000.0,4344298900000.0,4312377900000.0,4391984700000.0,4324631000000.0,4344926000000.0,4462683000000.0,4281327400000.0,4309054700000.0,4209234000000.0,4375799400000.0
2033.0,4313941800000.0,4400087600000.0,4407396700000.0,4334932200000.0,4331639400000.0,4257681500000.0,4366071800000.0,4302632400000.0,4321358400000.0,4450711000000.0,4251103500000.0,4272632000000.0,4193884000000.0,4342021000000.0
2034.0,4270209600000.0,4367774000000.0,4381234200000.0,4318480000000.0,4298029700000.0,4221935800000.0,4346555400000.0,4268265800000.0,4293048400000.0,4438324400000.0,4208811000000.0,4249441800000.0,4172465300000.0,4327492300000.0
2035.0,4237722600000.0,4343086400000.0,4355561600000.0,4301163000000.0,4244469200000.0,4173174700000.0,4334328700000.0,4228545800000.0,4278249300000.0,4427010000000.0,4169554700000.0,4233519000000.0,4140044400000.0,4304023300000.0
2036.0,4232245100000.0,4290510600000.0,4344791000000.0,4272592000000.0,4204770600000.0,4103570200000.0,4308731000000.0,4178001000000.0,4252089700000.0,4410224700000.0,4114512300000.0,4218835000000.0,4117470000000.0,4283795500000.0
2037.0,4213214300000.0,4249858300000.0,4321073700000.0,4236263000000.0,4182205800000.0,4067460400000.0,4292810000000.0,4148189200000.0,4206350000000.0,4388793600000.0,4073173500000.0,4195681800000.0,4082934500000.0,4260602300000.0
2038.0,4167922000000.0,4205283400000.0,4310864800000.0,4222685500000.0,4156797700000.0,4059126300000.0,4267937600000.0,4133656500000.0,4175367800000.0,4344984400000.0,4031617700000.0,4167957000000.0,4047352600000.0,4228500400000.0
2039.0,4125679200000.0,4188032200000.0,4302072700000.0,4207520000000.0,4141299500000.0,4008717000000.0,4265490000000.0,4091072000000.0,4150353500000.0,4319326800000.0,4018502000000.0,4142152000000.0,4002030000000.0,4193965800000.0
2040.0,4110738000000.0,4196942200000.0,4301831000000.0,4178125000000.0,4103219700000.0,3975477700000.0,4243290600000.0,4066064200000.0,4132016000000.0,4296974800000.0,3975413800000.0,4129704600000.0,3949721300000.0,4169662700000.0
2041.0,4096948200000.0,4187738000000.0,4276047300000.0,4179707300000.0,4058854000000.0,3930347800000.0,4208500000000.0,4034324600000.0,4099216200000.0,4276802600000.0,3930394700000.0,4110816000000.0,3908068400000.0,4139452000000.0
2042.0,4077748700000.0,4167442600000.0,4264735500000.0,4159306200000.0,4033583300000.0,3907004400000.0,4196358400000.0,3981071600000.0,4056507000000.0,4267409100000.0,3905374000000.0,4079422300000.0,3887836200000.0,4107986300000.0
2043.0,4045741500000.0,4148673600000.0,4228844000000.0,4135312200000.0,4004273200000.0,3905618700000.0,4166878500000.0,3966662000000.0,4021888500000.0,4253911000000.0,3880311800000.0,4054556600000.0,3866948500000.0,4077520700000.0
2044.0,4028563000000.0,4117149000000.0,4194348600000.0,4110344000000.0,3970632000000.0,3890649200000.0,4146427000000.0,3924495700000.0,3991355300000.0,4224021200000.0,3848910100000.0,4028997000000.0,3833946400000.0,4059042000000.0
2045.0,3999456000000.0,4068205100000.0,4168241400000.0,4080204300000.0,3942241500000.0,3844386000000.0,4136064300000.0,3897038700000.0,3954602100000.0,4190745700000.0,3813493000000.0,4005009300000.0,3813732000000.0,4042258000000.0
2046.0,3978854400000.0,4047557400000.0,4138400200000.0,4069313500000.0,3904559400000.0,3811236000000.0,4120968700000.0,3887051300000.0,3924556500000.0,4162748400000.0,3794451800000.0,3958774200000.0,3776542700000.0,4026315800000.0
2047.0,3941619200000.0,4045999200000.0,4111897700000.0,4048190400000.0,3876061400000.0,3754269900000.0,4099502800000.0,3853038600000.0,3883736500000.0,4145300400000.0,3758937600000.0,3925661700000.0,3720912800000.0,4006340700000.0
2048.0,3914604000000.0,4022636400000.0,4074825300000.0,4034999000000.0,3852313300000.0,3717803300000.0,4069344100000.0,3811717000000.0,3858604500000.0,4115544400000.0,3740535000000.0,3903880000000.0,3680437300000.0,3956275400000.0
2049.0,3900051300000.0,3987230200000.0,4036729800000.0,3996149400000.0,3818870800000.0,3668573400000.0,4039285700000.0,3792899100000.0,3832450400000.0,4089353300000.0,3704143000000.0,3893018200000.0,3658543000000.0,3941471000000.0
2050.0,3881135000000.0,3958130600000.0,4017321000000.0,3962997800000.0,3789845700000.0,3613468700000.0,4027941000000.0,3764571000000.0,3794090900000.0,4060654900000.0,3657257700000.0,3865696800000.0,3631888000000.0,3919801200000.0
2051.0,3869419500000.0,3942672800000.0,3994526200000.0,3944798200000.0,3759099000000.0,3581437800000.0,4015585500000.0,3709772200000.0,3763631600000.0,4034728600000.0,3634136600000.0,3858802100000.0,3596610000000.0,3905583300000.0
2052.0,3842920700000.0,3925768400000.0,3956490400000.0,3932684000000.0,3737704200000.0,3552591700000.0,3989855000000.0,3675621200000.0,3719560200000.0,3998604000000.0,3596645000000.0,3850337300000.0,3572067000000.0,3883227000000.0
2053.0,3796097800000.0,3905471600000.0,3936406000000.0,3912963200000.0,3703812000000.0,3518111200000.0,3975227600000.0,3607106000000.0,3697350300000.0,3958537500000.0,3539472700000.0,3824921000000.0,3542820000000.0,3846075300000.0
2054.0,3762816300000.0,3875961600000.0,3931992800000.0,3882972300000.0,3666263100000.0,3494728700000.0,3963890000000.0,3547349000000.0,3660743700000.0,3953244500000.0,3502629700000.0,3775572200000.0,3524164600000.0,3830732000000.0
2055.0,3747545000000.0,3850835900000.0,3923560400000.0,3854666800000.0,3650757600000.0,3462819000000.0,3934892900000.0,3487192300000.0,3628602000000.0,3941603000000.0,3466428400000.0,3760491000000.0,3502813200000.0,3812589000000.0
2056.0,3735006200000.0,3836444000000.0,3908525400000.0,3832651700000.0,3622560600000.0,3418645000000.0,3916089500000.0,3446491300000.0,3603477800000.0,3911777800000.0,3431833800000.0,3749047000000.0,3479678200000.0,3797489500000.0
2057.0,3722742600000.0,3812897600000.0,3864890400000.0,3814314000000.0,3599510500000.0,3350422400000.0,3891311400000.0,3415056300000.0,3580441100000.0,3883668600000.0,3408517700000.0,3720430700000.0,3441528000000.0,3772172000000.0
2058.0,3698208000000.0,3763123500000.0,3830817200000.0,3791101600000.0,3567518200000.0,3315583200000.0,3872292300000.0,3383069200000.0,3575698700000.0,3850143500000.0,3358819400000.0,3689017500000.0,3400240700000.0,3742403100000.0
2059.0,3672757000000.0,3739228600000.0,3802888100000.0,3770513400000.0,3520489800000.0,3295704300000.0,3848889000000.0,3345229300000.0,3561598200000.0,3806469000000.0,3318775000000.0,3680704700000.0,3371326200000.0,3722763000000.0
2060.0,3647060000000.0,3716931000000.0,3776019200000.0,3746961000000.0,3501144000000.0,3253639300000.0,3832656700000.0,3322609400000.0,3528957600000.0,3780122200000.0,3281325400000.0,3649151200000.0,3337794400000.0,3692165000000.0
2061.0,3597907500000.0,3720031500000.0,3764931800000.0,3733846800000.0,3473002000000.0,3202246800000.0,3814555400000.0,3270737100000.0,3487955200000.0,3767401000000.0,3244843000000.0,3634773000000.0,3297610600000.0,3659487800000.0
2062.0,3559449400000.0,3706201800000.0,3752026700000.0,3718588400000.0,3444243000000.0,3155000800000.0,3780834000000.0,3228057000000.0,3440918400000.0,3753761000000.0,3228121200000.0,3611596000000.0,3275828200000.0,3636489400000.0
2063.0,3536565300000.0,3700423400000.0,3733753700000.0,3700079500000.0,3404411000000.0,3126719400000.0,3761380000000.0,3188778000000.0,3417523000000.0,3722699600000.0,3208696300000.0,3587480500000.0,3238145000000.0,3596293200000.0
2064.0,3509996200000.0,3688266000000.0,3713732200000.0,3676151700000.0,3358160000000.0,3087330700000.0,3752807400000.0,3165744000000.0,3393440400000.0,3674894200000.0,3181494400000.0,3581625200000.0,3211606000000.0,3572620000000.0
2065.0,3514035600000.0,3673022800000.0,3684942500000.0,3651154200000.0,3320554500000.0,3060878300000.0,3735284400000.0,3137191300000.0,3351258900000.0,3671573100000.0,3144864500000.0,3563027700000.0,3196685600000.0,3557542600000.0
2066.0,3510650500000.0,3634290500000.0,3646205000000.0,3645316500000.0,3297944300000.0,3026660000000.0,3706541000000.0,3095104300000.0,3328342800000.0,3639334400000.0,3126937500000.0,3546341400000.0,3181975400000.0,3520141000000.0
2067.0,3504968800000.0,3620760500000.0,3628985200000.0,3627996000000.0,3287211300000.0,3010299200000.0,3693741600000.0,3060925500000.0,3296352300000.0,3638258600000.0,3093006000000.0,3519895300000.0,3160436600000.0,3500006200000.0
2068.0,3502906800000.0,3610632500000.0,3615495000000.0,3603799500000.0,3262975300000.0,2976356200000.0,3672372000000.0,3027586000000.0,3272361600000.0,3617294600000.0,3060447600000.0,3489155800000.0,3145278700000.0,3490639200000.0
2069.0,3505035700000.0,3587221000000.0,3596306600000.0,3576651600000.0,3215190000000.0,2940106000000.0,3654186400000.0,3008979800000.0,3241725100000.0,3601423700000.0,3040888000000.0,3470096600000.0,3112351800000.0,3485096200000.0
2070.0,3457510500000.0,3565391700000.0,3570143000000.0,3555079500000.0,3184916400000.0,2923634600000.0,3633167000000.0,2986419000000.0,3220021400000.0,3572797500000.0,3009141000000.0,3447240500000.0,3086275600000.0,3464397600000.0
2071.0,3437014300000.0,3525210800000.0,3569250700000.0,3533408800000.0,3162653600000.0,2897152000000.0,3605166600000.0,2957490000000.0,3194349200000.0,3545832000000.0,2992508200000.0,3432950800000.0,3075652500000.0,3434141500000.0
2072.0,3418719500000.0,3503355300000.0,3534563000000.0,3528299600000.0,3137886000000.0,2857910700000.0,3593403600000.0,2943635400000.0,3167161700000.0,3516459600000.0,2982890000000.0,3413093000000.0,3064378400000.0,3423783400000.0
2073.0,3373565200000.0,3484787000000.0,3502030200000.0,3504060800000.0,3119181700000.0,2833453700000.0,3571389600000.0,2909959600000.0,3138837800000.0,3493120700000.0,2967890000000.0,3393408500000.0,3039475300000.0,3387466400000.0
2074.0,3332389200000.0,3467843700000.0,3478186000000.0,3493595400000.0,3095320300000.0,2807119200000.0,3557893000000.0,2894621600000.0,3102269500000.0,3475731400000.0,2940743700000.0,3370682700000.0,3012083800000.0,3381272200000.0
2075.0,3319190800000.0,3444646600000.0,3451981400000.0,3482606000000.0,3062885300000.0,2757445000000.0,3548708000000.0,2855975300000.0,3048029000000.0,3448018600000.0,2932441400000.0,3349787200000.0,2976185800000.0,3371090000000.0
2076.0,3302036300000.0,3428264000000.0,3429596100000.0,3451658700000.0,3032058400000.0,2713157000000.0,3531945000000.0,2814240600000.0,3027351600000.0,3399021500000.0,2912239000000.0,3329400000000.0,2957995100000.0,3353386200000.0
2077.0,3278262200000.0,3407665000000.0,3415096700000.0,3427608800000.0,3012487500000.0,2686568600000.0,3516349000000.0,2773249400000.0,2999313200000.0,3357105000000.0,2891910500000.0,3305641600000.0,2943581000000.0,3333739500000.0
2078.0,3247855000000.0,3391347500000.0,3408395200000.0,3391532000000.0,2993338700000.0,2673991000000.0,3493522000000.0,2737464100000.0,2957159700000.0,3332128600000.0,2865836900000.0,3296500000000.0,2924115700000.0,3322863200000.0
2079.0,3221003000000.0,3365982200000.0,3377979700000.0,3370138700000.0,2965802600000.0,2642305600000.0,3468117400000.0,2702260800000.0,2938638400000.0,3321672200000.0,2841836500000.0,3286556700000.0,2903969400000.0,3307759700000.0
2080.0,3201747600000.0,3358514700000.0,3361324400000.0,3362162000000.0,2939293000000.0,2595255500000.0,3449862200000.0,2688895000000.0,2915318600000.0,3294786000000.0,2808982000000.0,3279792400000.0,2883911400000.0,3292626700000.0
2081.0,3157115000000.0,3304426000000.0,3341606500000.0,3349563600000.0,2906502200000.0,2555154300000.0,3430928000000.0,2653420500000.0,2889342500000.0,3264533000000.0,2785926700000.0,3274969200000.0,2857685500000.0,3281081300000.0
2082.0,3158005300000.0,3261495800000.0,3308310500000.0,3323143700000.0,2882034700000.0,2516845600000.0,3419827000000.0,2627077400000.0,2858759700000.0,3228325600000.0,2760758500000.0,3251513600000.0,2837393200000.0,3267526100000.0
2083.0,3145612400000.0,3233177400000.0,3300908600000.0,3297921700000.0,2850850900000.0,2490381400000.0,3398230600000.0,2593217600000.0,2839760300000.0,3203038700000.0,2712237500000.0,3248737500000.0,2815648300000.0,3247583500000.0
2084.0,3129498400000.0,3223258700000.0,3285870400000.0,3278084200000.0,2815727200000.0,2456835000000.0,3367626300000.0,2553067600000.0,2816575000000.0,3188379000000.0,2688817600000.0,3237112200000.0,2806653600000.0,3244411800000.0
2085.0,3095408000000.0,3201316700000.0,3277660400000.0,3279062600000.0,2786357700000.0,2423411400000.0,3343938200000.0,2518284800000.0,2805313300000.0,3163770300000.0,2675056000000.0,3220063000000.0,2789828200000.0,3231536600000.0
2086.0,3071114000000.0,3196132000000.0,3264060600000.0,3264794600000.0,2761663000000.0,2383116000000.0,3333665000000.0,2489271500000.0,2783926000000.0,3134206200000.0,2651970600000.0,3186521500000.0,2788288000000.0,3226165600000.0
2087.0,3041001200000.0,3189194400000.0,3257355000000.0,3239419000000.0,2733328800000.0,2344576600000.0,3314330600000.0,2454084400000.0,2762392700000.0,3101618600000.0,2639932700000.0,3169805000000.0,2768132600000.0,3221206600000.0
2088.0,3019838800000.0,3166586300000.0,3241386000000.0,3223807600000.0,2707739000000.0,2317827700000.0,3280455300000.0,2419863300000.0,2753445000000.0,3071618800000.0,2622116900000.0,3167854800000.0,2739871400000.0,3199511800000.0
2089.0,3005879400000.0,3162146000000.0,3220827000000.0,3207752300000.0,2689677400000.0,2290217600000.0,3257350000000.0,2394342000000.0,2739414200000.0,3060650200000.0,2604131000000.0,3153188000000.0,2725467700000.0,3181122400000.0
2090.0,2987961000000.0,3146659400000.0,3209111000000.0,3206855000000.0,2666667400000.0,2267887200000.0,3237538200000.0,2371732400000.0,2719848300000.0,3032992000000.0,2584595400000.0,3148071300000.0,2707779700000.0,3177578200000.0
2091.0,2975262000000.0,3108098300000.0,3193995000000.0,3180411500000.0,2650557000000.0,2249818000000.0,3218965500000.0,2354536800000.0,2699120000000.0,3012536000000.0,2560933800000.0,3138688000000.0,2700906000000.0,3160962500000.0
2092.0,2956520800000.0,3073305000000.0,3177025600000.0,3159519700000.0,2620633400000.0,2214962700000.0,3209812200000.0,2326664300000.0,2657766300000.0,2982589000000.0,2528738800000.0,3123963000000.0,2692234600000.0,3151740300000.0
2093.0,2938434000000.0,3048282800000.0,3161771000000.0,3145952700000.0,2603642500000.0,2181769200000.0,3198251700000.0,2301823300000.0,2628658400000.0,2958210600000.0,2502483800000.0,3113429500000.0,2675082000000.0,3138899100000.0
2094.0,2929483300000.0,3027383400000.0,3154826500000.0,3114658400000.0,2578533000000.0,2151555700000.0,3182919000000.0,2277234700000.0,2596265800000.0,2928482200000.0,2488943000000.0,3102262700000.0,2643259000000.0,3123514700000.0
2095.0,2924613000000.0,3012563800000.0,3139834700000.0,3100559000000.0,2555054000000.0,2132306000000.0,3170034500000.0,2230461100000.0,2572156400000.0,2908020000000.0,2448056400000.0,3077231000000.0,2622797600000.0,3118458200000.0
2096.0,2898031500000.0,2996172200000.0,3119828700000.0,3091799000000.0,2530936600000.0,2092122800000.0,3160250000000.0,2201126700000.0,2541885600000.0,2905280600000.0,2425777000000.0,3060528000000.0,2604445200000.0,3102931400000.0
2097.0,2871183500000.0,2974593600000.0,3120642400000.0,3088488000000.0,2508828200000.0,2058680100000.0,3146967000000.0,2159369800000.0,2514190600000.0,2883277800000.0,2403057000000.0,3048802600000.0,2586452700000.0,3084957500000.0
2098.0,2865962000000.0,2956119800000.0,3096196700000.0,3068276500000.0,2478315100000.0,2038593400000.0,3140299500000.0,2122947900000.0,2501803000000.0,2870109300000.0,2379813500000.0,3050056700000.0,2562775600000.0,3069364400000.0
2099.0,2853344400000.0,2936512000000.0,3077552200000.0,3040371300000.0,2462346600000.0,2015393100000.0,3136501000000.0,2109761500000.0,2478904000000.0,2850473400000.0,2360402000000.0,3034815100000.0,2553558900000.0,3052127600000.0
2100.0,2794427800000.0,2924209800000.0,3055265800000.0,3017662500000.0,2436505300000.0,1976800500000.0,3123083200000.0,2093522100000.0,2453278600000.0,2829219800000.0,2337983700000.0,3015888300000.0,2537590400000.0,3024401500000.0
