time,INM-CM4-8,FGOALS-F3-L,MRI-ESM2-0,MPI-ESM1-2-HR,EC-EARTH3,EC-EARTH3-VEG,CAMS-CSM1-0,BCC-CSM2-MR,GFDL-ESM4,CANESM5,NORESM2-MM,IPSL-CM6A-LR,ACCESS-CM2,INM-CM5-0,ACCESS-ESM1-5,CESM2,CESM2-WACCM
2010.0,110938250000.0,110938250000.0,110938250000.0,110938250000.0,110938250000.0,110938250000.0,110938250000.0,110938250000.0,110938250000.0,110938250000.0,110938250000.0,110938250000.0,110938250000.0,110938250000.0,110938250000.0,110938250000.0,110938250000.0
2011.0,110245000000.0,110245000000.0,110245000000.0,110245000000.0,110245000000.0,110245000000.0,110245000000.0,110245000000.0,110245000000.0,110245000000.0,110245000000.0,110245000000.0,110245000000.0,110245000000.0,110245000000.0,110245000000.0,110245000000.0
2012.0,107330700000.0,107330700000.0,107330700000.0,107330700000.0,107330700000.0,107330700000.0,107330700000.0,107330700000.0,107330700000.0,107330700000.0,107330700000.0,107330700000.0,107330700000.0,107330700000.0,107330700000.0,107330700000.0,107330700000.0
2013.0,105662300000.0,105662300000.0,105662300000.0,105662300000.0,105662300000.0,105662300000.0,105662300000.0,105662300000.0,105662300000.0,105662300000.0,105662300000.0,105662300000.0,105662300000.0,105662300000.0,105662300000.0,105662300000.0,105662300000.0
2014.0,104576040000.0,104576040000.0,104576040000.0,104576040000.0,104576040000.0,104576040000.0,104576040000.0,104576040000.0,104576040000.0,104576040000.0,104576040000.0,104576040000.0,104576040000.0,104576040000.0,104576040000.0,104576040000.0,104576040000.0
2015.0,103936450000.0,103936450000.0,103936450000.0,103936450000.0,103936450000.0,103936450000.0,103936450000.0,103936450000.0,103936450000.0,103936450000.0,103936450000.0,103936450000.0,103936450000.0,103936450000.0,103936450000.0,103936450000.0,103936450000.0
2016.0,100363020000.0,100363020000.0,100363020000.0,100363020000.0,100363020000.0,100363020000.0,100363020000.0,100363020000.0,100363020000.0,100363020000.0,100363020000.0,100363020000.0,100363020000.0,100363020000.0,100363020000.0,100363020000.0,100363020000.0
2017.0,98438950000.0,98438950000.0,98438950000.0,98438950000.0,98438950000.0,98438950000.0,98438950000.0,98438950000.0,98438950000.0,98438950000.0,98438950000.0,98438950000.0,98438950000.0,98438950000.0,98438950000.0,98438950000.0,98438950000.0
2018.0,95559836000.0,95559836000.0,95559836000.0,95559836000.0,95559836000.0,95559836000.0,95559836000.0,95559836000.0,95559836000.0,95559836000.0,95559836000.0,95559836000.0,95559836000.0,95559836000.0,95559836000.0,95559836000.0,95559836000.0
2019.0,92063570000.0,92063570000.0,92063570000.0,92063570000.0,92063570000.0,92063570000.0,92063570000.0,92063570000.0,92063570000.0,92063570000.0,92063570000.0,92063570000.0,92063570000.0,92063570000.0,92063570000.0,92063570000.0,92063570000.0
2020.0,89709720000.0,89709720000.0,89709720000.0,89709720000.0,89709720000.0,89709720000.0,89709720000.0,89709720000.0,89709720000.0,89709720000.0,89709720000.0,89709720000.0,89709720000.0,89709720000.0,89709720000.0,89709720000.0,89709720000.0
2021.0,87962970000.0,87802580000.0,87762240000.0,85382740000.0,87100056000.0,87912210000.0,89522850000.0,88241316000.0,89078596000.0,88887060000.0,84042195000.0,88027865000.0,88524190000.0,88875440000.0,86757410000.0,87797080000.0,87510516000.0
2022.0,86092710000.0,83844350000.0,84698120000.0,82738725000.0,85184630000.0,83964530000.0,86488640000.0,86970840000.0,86983450000.0,85521000000.0,80403230000.0,84795245000.0,86809520000.0,88751825000.0,84544140000.0,88768410000.0,88613100000.0
2023.0,84446920000.0,84083140000.0,81410605000.0,80188920000.0,82550040000.0,83784990000.0,84786815000.0,85474420000.0,84924870000.0,85136610000.0,74316160000.0,81502224000.0,83718340000.0,86048090000.0,79504390000.0,83183490000.0,87250740000.0
2024.0,80712230000.0,80595140000.0,76328490000.0,77117555000.0,78244954000.0,81888230000.0,82643935000.0,82464784000.0,80682720000.0,80514200000.0,72100086000.0,79271100000.0,80466100000.0,84165075000.0,77856540000.0,80716840000.0,85509290000.0
2025.0,80186610000.0,77339970000.0,73126670000.0,75944270000.0,74660570000.0,81952420000.0,81080720000.0,81771954000.0,75021260000.0,78891024000.0,70520680000.0,77183525000.0,74892010000.0,81374170000.0,79665200000.0,80459450000.0,85341360000.0
2026.0,80892360000.0,73339400000.0,71162190000.0,72268940000.0,73915286000.0,76928300000.0,77970640000.0,77914760000.0,72502330000.0,75356996000.0,68119515000.0,77026620000.0,70639540000.0,77565880000.0,78586315000.0,78983400000.0,83886330000.0
2027.0,81521490000.0,70664090000.0,67777446000.0,69884050000.0,67297042000.0,75188550000.0,77707810000.0,76185590000.0,71027460000.0,72985410000.0,67015606000.0,75762385000.0,68029723000.0,73453970000.0,78725915000.0,76776610000.0,82492900000.0
2028.0,77845960000.0,69593100000.0,66035610000.0,69205630000.0,66916733000.0,70826020000.0,76790150000.0,72322466000.0,68396340000.0,69835350000.0,66397440000.0,74018010000.0,65988145000.0,71651940000.0,77250470000.0,75415730000.0,83569790000.0
2029.0,75990360000.0,67778220000.0,61830627000.0,69136770000.0,66048602000.0,69584780000.0,77905790000.0,70937330000.0,66317337000.0,67519770000.0,65185493000.0,70740720000.0,63695864000.0,71521575000.0,76872980000.0,78154910000.0,82896580000.0
2030.0,75067290000.0,63842100000.0,59346883000.0,67336970000.0,66997090000.0,68608920000.0,83254740000.0,69216895000.0,63883760000.0,64898840000.0,64359535000.0,70100710000.0,59092214000.0,69003260000.0,73983690000.0,73119160000.0,83890405000.0
2031.0,71139130000.0,64724824000.0,55089844000.0,68403606000.0,66614310000.0,65551806000.0,79539430000.0,67195195000.0,61001863000.0,62493553000.0,64615530000.0,68463305000.0,54696770000.0,65911747000.0,71823740000.0,70021160000.0,79524410000.0
2032.0,70187600000.0,64699870000.0,52189830000.0,68703855000.0,64030820000.0,63677686000.0,78449070000.0,66323804000.0,58959610000.0,62887326000.0,62766014000.0,67367990000.0,52455793000.0,63490327000.0,69826100000.0,67540378000.0,78774890000.0
2033.0,70463040000.0,63672200000.0,50455216000.0,68811060000.0,62154793000.0,60260614000.0,77922690000.0,65638896000.0,57289224000.0,61529410000.0,59868520000.0,66286887000.0,50571390000.0,60270952000.0,69481920000.0,65493870000.0,76578234000.0
2034.0,68452086000.0,61374640000.0,48299280000.0,68716106000.0,59780293000.0,59878146000.0,77202720000.0,62147270000.0,56020630000.0,58100490000.0,59045060000.0,63658000000.0,48528433000.0,57995944000.0,66244665000.0,63521450000.0,74230350000.0
2035.0,66282602000.0,61252387000.0,46963290000.0,67820954000.0,58798727000.0,61076920000.0,76066870000.0,59220603000.0,55459190000.0,57393790000.0,57534923000.0,59346720000.0,45931400000.0,56756482000.0,62537270000.0,58622255000.0,70467576000.0
2036.0,62612374000.0,63803298000.0,44487815000.0,66919567000.0,56463810000.0,59422708000.0,73643760000.0,56057690000.0,50912526000.0,56489497000.0,58176524000.0,55328950000.0,42229203000.0,54794195000.0,61398577000.0,56765616000.0,67883135000.0
2037.0,62688400000.0,62213313000.0,42588610000.0,64823760000.0,54459822000.0,58617397000.0,73093390000.0,55060780000.0,48305480000.0,52548714000.0,56015143000.0,54184505000.0,40954802000.0,50374087000.0,58251882000.0,52920017000.0,66872308000.0
2038.0,60125835000.0,60823270000.0,40762966000.0,62838264000.0,51699620000.0,56365736000.0,69540370000.0,55233890000.0,46958420000.0,49955080000.0,54197305000.0,52685054000.0,39152116000.0,46851340000.0,55163904000.0,51010855000.0,65853420000.0
2039.0,59761504000.0,61235190000.0,38539317000.0,60025168000.0,48842640000.0,55793080000.0,65898353000.0,54694440000.0,45857444000.0,47764950000.0,53078870000.0,50909070000.0,36939830000.0,43741303000.0,52865462000.0,48354554000.0,63172276000.0
2040.0,55879115000.0,58989130000.0,36484880000.0,58602476000.0,47384023000.0,54212112000.0,66194150000.0,52580990000.0,43982406000.0,44736508000.0,49799447000.0,48827900000.0,35736160000.0,41656357000.0,48452043000.0,46553362000.0,60937888000.0
2041.0,54998954000.0,57920647000.0,35260610000.0,56648086000.0,44437803000.0,53365720000.0,66119143000.0,52455068000.0,42344990000.0,44410606000.0,48891195000.0,47283347000.0,33732626000.0,39144284000.0,43759580000.0,46081958000.0,59211660000.0
2042.0,52744946000.0,56092170000.0,34467360000.0,55746670000.0,41557393000.0,50161200000.0,63169720000.0,51166810000.0,40089403000.0,42250785000.0,49023210000.0,47178600000.0,31927630000.0,37484315000.0,42189450000.0,45040700000.0,57489900000.0
2043.0,51295744000.0,56247026000.0,34308377000.0,51113870000.0,40657592000.0,49947350000.0,63509955000.0,50360476000.0,38996038000.0,40872567000.0,47059700000.0,45549253000.0,30125345000.0,35745470000.0,40104354000.0,40774370000.0,55058940000.0
2044.0,49238120000.0,53758300000.0,33308020000.0,46979256000.0,37650993000.0,47984013000.0,61881184000.0,47969760000.0,38804620000.0,40191720000.0,45889995000.0,44263290000.0,28581330000.0,36055966000.0,39122743000.0,39471870000.0,55394157000.0
2045.0,47091010000.0,52672730000.0,31624151000.0,45028740000.0,34351696000.0,47271236000.0,61672767000.0,46645068000.0,38079760000.0,38029922000.0,42754550000.0,42899230000.0,27771738000.0,35401257000.0,34679840000.0,37295510000.0,51494220000.0
2046.0,43516744000.0,50481140000.0,30379821000.0,43034407000.0,31445973000.0,46612546000.0,61025964000.0,45032290000.0,38130300000.0,36668840000.0,41826607000.0,41483133000.0,27361968000.0,34772115000.0,33201594000.0,34762682000.0,51500030000.0
2047.0,40175923000.0,49432355000.0,29516184000.0,39536353000.0,30790392000.0,44654158000.0,59272530000.0,44766530000.0,37221890000.0,35073180000.0,39819800000.0,39375810000.0,26666254000.0,34851647000.0,33189857000.0,32918712000.0,49712984000.0
2048.0,39610065000.0,47009657000.0,29036624000.0,39182344000.0,29397998000.0,44694843000.0,60231905000.0,42253963000.0,35631340000.0,33277934000.0,37295854000.0,38331224000.0,26118078000.0,33700684000.0,33760477000.0,31752143000.0,49563034000.0
2049.0,38412997000.0,46233457000.0,27658217000.0,37881020000.0,27798856000.0,43541238000.0,58606002000.0,40998890000.0,34109024000.0,31387656000.0,36875616000.0,36305527000.0,25424960000.0,33024553000.0,33287807000.0,30079332000.0,47679070000.0
2050.0,37086150000.0,43927780000.0,27247708000.0,36610277000.0,25779806000.0,42601790000.0,60724236000.0,39300665000.0,33005670000.0,29908273000.0,36282175000.0,34195080000.0,24785754000.0,33005625000.0,31782099000.0,29363374000.0,46921760000.0
2051.0,35047270000.0,42225010000.0,25765747000.0,36670833000.0,24786637000.0,41572120000.0,59260270000.0,36477610000.0,33476078000.0,28509282000.0,35638063000.0,31205603000.0,24703736000.0,32812755000.0,31242779000.0,29175850000.0,44611840000.0
2052.0,33496605000.0,40905430000.0,25092380000.0,36734520000.0,23362101000.0,39745520000.0,55952593000.0,34709996000.0,32902662000.0,26851138000.0,33416240000.0,30347737000.0,24502508000.0,30537452000.0,30133107000.0,26955842000.0,43899437000.0
2053.0,32642822000.0,39698903000.0,24542198000.0,36482060000.0,23082004000.0,39196738000.0,56906666000.0,32772039000.0,32708557000.0,26435810000.0,31622474000.0,29863266000.0,24248842000.0,30619955000.0,28891974000.0,26980717000.0,42620047000.0
2054.0,32681593000.0,38335300000.0,23252520000.0,35777150000.0,22195360000.0,38743437000.0,56440672000.0,33283668000.0,32608424000.0,24708747000.0,30003671000.0,27803167000.0,24436326000.0,29405995000.0,26367875000.0,25274288000.0,42733752000.0
2055.0,32201873000.0,36676104000.0,22438912000.0,33792498000.0,21564488000.0,38521450000.0,56122753000.0,32687060000.0,33385968000.0,23832308000.0,28892279000.0,26570540000.0,24545985000.0,28987260000.0,25997126000.0,25622810000.0,42254987000.0
2056.0,31593107000.0,35851460000.0,20892967000.0,32778152000.0,21842299000.0,36958527000.0,55090460000.0,32849373000.0,33090173000.0,23553432000.0,27787651000.0,25088076000.0,23369875000.0,28634866000.0,25663244000.0,25578715000.0,38365720000.0
2057.0,31786890000.0,34665380000.0,20007320000.0,32387201000.0,21670078000.0,36076150000.0,55642497000.0,31794385000.0,33107358000.0,22678151000.0,27809330000.0,24608274000.0,22125326000.0,27964416000.0,24322640000.0,23905653000.0,37308723000.0
2058.0,31062825000.0,32944073000.0,19532059000.0,31236452000.0,21752035000.0,36028363000.0,58899030000.0,30443796000.0,32948030000.0,22271263000.0,27258077000.0,23838845000.0,20566372000.0,29692600000.0,23061120000.0,22776810000.0,34530767000.0
2059.0,29623986000.0,32334547000.0,19629769000.0,30193496000.0,21352227000.0,34768040000.0,57942000000.0,30689597000.0,32591106000.0,21746893000.0,26534463000.0,23337290000.0,20087097000.0,27691050000.0,22668560000.0,21901642000.0,33925362000.0
2060.0,28562280000.0,32479013000.0,18996110000.0,30565327000.0,20824197000.0,34265534000.0,59333816000.0,30358550000.0,31185746000.0,20850510000.0,24921264000.0,23335660000.0,19572734000.0,27291589000.0,21229894000.0,20595896000.0,32673059000.0
2061.0,29040167000.0,31846780000.0,18573961000.0,29208056000.0,20431245000.0,33323055000.0,58436452000.0,29907315000.0,30800237000.0,19682853000.0,24955240000.0,22366648000.0,19882854000.0,27978994000.0,20453212000.0,19670473000.0,31680290000.0
2062.0,28830610000.0,32002930000.0,18068357000.0,29248545000.0,19941782000.0,34036597000.0,57358135000.0,29816891000.0,29467623000.0,19629433000.0,24042404000.0,21578023000.0,18609095000.0,25572084000.0,20580733000.0,19607552000.0,30681133000.0
2063.0,26569531000.0,30602652000.0,18041502000.0,28811090000.0,19463346000.0,34048030000.0,55732027000.0,29876218000.0,28098564000.0,19783145000.0,23573137000.0,21613447000.0,17812880000.0,26269338000.0,20342639000.0,20016185000.0,31221510000.0
2064.0,25178272000.0,28625287000.0,17930164000.0,27959863000.0,18867405000.0,33687593000.0,54512767000.0,29684992000.0,28160670000.0,19611680000.0,22588574000.0,20954850000.0,17396770000.0,26325450000.0,19961367000.0,20693137000.0,30047187000.0
2065.0,24898675000.0,26626638000.0,16914937000.0,27424406000.0,17674572000.0,32783063000.0,55609627000.0,29911818000.0,28111596000.0,19048970000.0,22080803000.0,20229964000.0,17224223000.0,25672442000.0,19718318000.0,19848774000.0,29401310000.0
2066.0,24307421000.0,25661678000.0,16318756000.0,27704113000.0,17597872000.0,32343914000.0,54738710000.0,29260247000.0,28342845000.0,18689670000.0,21111020000.0,20596654000.0,16882385000.0,25725917000.0,19719172000.0,18987667000.0,28509995000.0
2067.0,24042820000.0,24147261000.0,15521126000.0,27186430000.0,17989370000.0,32280940000.0,54084180000.0,29215166000.0,27973747000.0,18547591000.0,20473383000.0,20345047000.0,16459326000.0,26313112000.0,19845350000.0,18733058000.0,28723456000.0
2068.0,22113716000.0,23260535000.0,14997862000.0,26135181000.0,17371900000.0,31416058000.0,53854736000.0,28029823000.0,27377777000.0,18589426000.0,20098877000.0,19906927000.0,16038929000.0,27169544000.0,19122690000.0,18234980000.0,28014787000.0
2069.0,23052597000.0,22867042000.0,14529165000.0,25187121000.0,16826803000.0,30939994000.0,53112350000.0,27243457000.0,26912086000.0,18462992000.0,19176278000.0,19590672000.0,15722421000.0,26942554000.0,18203783000.0,17805337000.0,27610319000.0
2070.0,22972838000.0,22131036000.0,14315240000.0,26135902000.0,16681662000.0,30305587000.0,55159968000.0,26186121000.0,25568172000.0,18587507000.0,19106773000.0,19150957000.0,15501084000.0,26986983000.0,17591214000.0,17231583000.0,26113520000.0
2071.0,22351688000.0,21752494000.0,13944226000.0,25931053000.0,16270923000.0,30032849000.0,54408536000.0,25562250000.0,24222056000.0,18262575000.0,18799180000.0,18892767000.0,15157001000.0,26255073000.0,17279767000.0,17368562000.0,24838492000.0
2072.0,22693830000.0,21311463000.0,14155826000.0,26158162000.0,15873539000.0,29926785000.0,52007236000.0,25388554000.0,23630311000.0,18092347000.0,18048010000.0,18826568000.0,15032769000.0,27063007000.0,16999318000.0,16863813000.0,23780788000.0
2073.0,21848830000.0,21129427000.0,14627549000.0,26788338000.0,14986196000.0,30231794000.0,54107420000.0,25054073000.0,24045335000.0,17795654000.0,17617860000.0,17966676000.0,14730835000.0,26754832000.0,16046462000.0,16666114000.0,22524275000.0
2074.0,22756225000.0,20798892000.0,14727968000.0,26508245000.0,15495407000.0,30287480000.0,52261440000.0,25138350000.0,24293186000.0,18215926000.0,16765191000.0,17042763000.0,14139171000.0,26405755000.0,16524151000.0,16892958000.0,22709033000.0
2075.0,21942032000.0,20860230000.0,15098868000.0,26573250000.0,15227876000.0,29926871000.0,52782330000.0,24416692000.0,23751127000.0,18534218000.0,16279768000.0,15983232000.0,13847136000.0,25992663000.0,16256792000.0,16521494000.0,22262217000.0
2076.0,20808094000.0,20735105000.0,14645615000.0,26582110000.0,14807430000.0,28731716000.0,51645956000.0,23938902000.0,23738622000.0,18303222000.0,15970086000.0,16216086000.0,13803272000.0,27810886000.0,16383118000.0,16378615000.0,21574607000.0
2077.0,20717083000.0,20911096000.0,14925745000.0,27231668000.0,15041546000.0,28292372000.0,50929947000.0,23072926000.0,23792972000.0,18396070000.0,15375664000.0,15699803000.0,14316196000.0,29057815000.0,16412441000.0,16005868000.0,22230145000.0
2078.0,20000698000.0,20936958000.0,15032798000.0,27866053000.0,15254943000.0,28486588000.0,49926242000.0,23076997000.0,23689760000.0,18558005000.0,15615674000.0,15362986000.0,13899303000.0,28232475000.0,16909358000.0,16002502000.0,22468360000.0
2079.0,20124873000.0,21111007000.0,14522585000.0,31106190000.0,15122701000.0,28030726000.0,50489405000.0,22593952000.0,23686450000.0,18770067000.0,14944219000.0,15155720000.0,13694599000.0,29355571000.0,15807303000.0,15981527000.0,22251807000.0
2080.0,20240210000.0,21299845000.0,14551978000.0,31936195000.0,14978022000.0,27456115000.0,51825586000.0,21967632000.0,23215262000.0,18260718000.0,14700451000.0,15043152000.0,13223443000.0,28287060000.0,14997436000.0,15524754000.0,22478148000.0
2081.0,20396505000.0,21280205000.0,14648581000.0,33394039000.0,14853760000.0,27987409000.0,51413730000.0,21903563000.0,23103914000.0,17681738000.0,15194291000.0,14751541000.0,12674890000.0,27744300000.0,14341956000.0,15072650000.0,22241786000.0
2082.0,20169003000.0,21903310000.0,14836747000.0,32083028000.0,14535631000.0,27362181000.0,50104783000.0,21911130000.0,24227500000.0,17266393000.0,15025163000.0,14848904000.0,12624145000.0,27666831000.0,14137435000.0,15077976000.0,21018474000.0
2083.0,19794129000.0,20944294000.0,14825913000.0,31754070000.0,15277609000.0,26486063000.0,50008723000.0,22209653000.0,23370334000.0,17470716000.0,14726622000.0,15131552000.0,12481695000.0,27545629000.0,13686703000.0,14637590000.0,21370028000.0
2084.0,19072740000.0,20577915000.0,15112883000.0,32050460000.0,15654561000.0,26196610000.0,49161708000.0,21750376000.0,24762026000.0,17347723000.0,15169470000.0,15001141000.0,12394062000.0,28589382000.0,13365146000.0,14557442000.0,21157208000.0
2085.0,19270965000.0,20854372000.0,14912923000.0,32367557000.0,16311551000.0,25219201000.0,47558136000.0,21115752000.0,24693776000.0,17363239000.0,14438736000.0,14441688000.0,12352999000.0,27917545000.0,13099131000.0,14439068000.0,21042577000.0
2086.0,19162501000.0,20929110000.0,14831503000.0,33391337000.0,16576318000.0,25504508000.0,47224600000.0,20200964000.0,24256614000.0,17559484000.0,14964149000.0,14130702000.0,12544690000.0,28772895000.0,13857235000.0,14132991000.0,21626143000.0
2087.0,20723310000.0,20910799000.0,15179235000.0,33046788000.0,15866430000.0,25735823000.0,45548802000.0,19624884000.0,24421028000.0,17351094000.0,14431746000.0,13781648000.0,12852507000.0,27927912000.0,13081232000.0,14919422000.0,21560736000.0
2088.0,20392573000.0,21044150000.0,15484113000.0,33534638000.0,15983624000.0,25553097000.0,44853133000.0,19633842000.0,25090974000.0,18061040000.0,14595332000.0,13327203000.0,13092197000.0,27797365000.0,13416700000.0,14634752000.0,22046410000.0
2089.0,20455395000.0,21124729000.0,15541153000.0,33113264000.0,16395098000.0,24985014000.0,44606644000.0,19688230000.0,25125081000.0,17491984000.0,14740250000.0,13241290000.0,13401047000.0,27471602000.0,13299155000.0,14201478000.0,21743192000.0
2090.0,21150933000.0,21329424000.0,15889663000.0,33146330000.0,16578274000.0,24388674000.0,44495590000.0,19986682000.0,24188221000.0,17221085000.0,14558246000.0,12994417000.0,13212547000.0,26595461000.0,12487126000.0,13558656000.0,22480142000.0
2091.0,21428615000.0,20788648000.0,16184943000.0,34125492000.0,16382284000.0,23773602000.0,44820860000.0,19592985000.0,24363213000.0,17203053000.0,14304343000.0,13135532000.0,12861695000.0,26698040000.0,12202394000.0,13683239000.0,22354823000.0
2092.0,21343945000.0,20599396000.0,16150866000.0,35372690000.0,16692488000.0,23187737000.0,45291725000.0,19770260000.0,24468052000.0,17066584000.0,14504011000.0,13146993000.0,12679637000.0,27140375000.0,12828594000.0,13403147000.0,22664397000.0
2093.0,21146255000.0,20560091000.0,16636716000.0,35312680000.0,16894576000.0,23157678000.0,45957534000.0,19702840000.0,24817433000.0,16788148000.0,14109265000.0,13334953000.0,12638779000.0,26952681000.0,12170682000.0,13061308000.0,22403312000.0
2094.0,21672733000.0,21164884000.0,16899974000.0,35212554000.0,17509431000.0,22051295000.0,47042200000.0,18606416000.0,25028493000.0,16491505000.0,13335099000.0,13462456000.0,11936476000.0,26660786000.0,12271583000.0,13840183000.0,23076905000.0
2095.0,21583462000.0,20976136000.0,16945847000.0,35708910000.0,16936708000.0,22938368000.0,47939470000.0,18568114000.0,25344946000.0,15968497000.0,12920366000.0,13727338000.0,11971882000.0,26247970000.0,12082004000.0,13351309000.0,23595084000.0
2096.0,21551999000.0,20834000000.0,17632630000.0,35614753000.0,16991341000.0,22250643000.0,45923676000.0,18270415000.0,26114894000.0,16443976000.0,12416682000.0,13949770000.0,11990465000.0,25729167000.0,11686974000.0,13039921000.0,24192883000.0
2097.0,21907384000.0,20981037000.0,17515565000.0,35621160000.0,17048315000.0,22248880000.0,46471307000.0,17815140000.0,25481970000.0,17035182000.0,12263171000.0,13716391000.0,11779053000.0,24155980000.0,11787710000.0,13596230000.0,23554420000.0
2098.0,22175180000.0,21230820000.0,17148412000.0,35798282000.0,17409462000.0,21876486000.0,46145356000.0,17808069000.0,25314877000.0,16901616000.0,12301406000.0,13310849000.0,11531918000.0,25356380000.0,11445714000.0,13579741000.0,22826131000.0
2099.0,22787342000.0,21990447000.0,16947278000.0,33862754000.0,18044316000.0,21013750000.0,44812354000.0,17784193000.0,25649766000.0,17021251000.0,12192367000.0,13511251000.0,11317030000.0,24305172000.0,10995979000.0,13348759000.0,22150200000.0
2100.0,22408432000.0,22072996000.0,16613376000.0,33946910000.0,18467924000.0,20210720000.0,43269610000.0,16895347000.0,26846503000.0,17806500000.0,12763789000.0,13700902000.0,11040570000.0,24806736000.0,10991942000.0,14041265000.0,22026020000.0
