time,MPI-ESM-LR,CNRM-CM5,GFDL-CM3,GISS-E2-R,NORESM1-M,CANESM2,CCSM4,IPSL-CM5A-LR,GFDL-ESM2G,CSIRO-MK3-6-0
2012.0,2804944500000.0,2804944500000.0,2804944500000.0,2804944500000.0,2804944500000.0,2804944500000.0,2804944500000.0,2804944500000.0,2804944500000.0,2804944500000.0
2013.0,2788001000000.0,2788001000000.0,2788001000000.0,2788001000000.0,2788001000000.0,2788001000000.0,2788001000000.0,2788001000000.0,2788001000000.0,2788001000000.0
2014.0,2775820800000.0,2775820800000.0,2775820800000.0,2775820800000.0,2775820800000.0,2775820800000.0,2775820800000.0,2775820800000.0,2775820800000.0,2775820800000.0
2015.0,2776653400000.0,2776653400000.0,2776653400000.0,2776653400000.0,2776653400000.0,2776653400000.0,2776653400000.0,2776653400000.0,2776653400000.0,2776653400000.0
2016.0,2799073800000.0,2799073800000.0,2799073800000.0,2799073800000.0,2799073800000.0,2799073800000.0,2799073800000.0,2799073800000.0,2799073800000.0,2799073800000.0
2017.0,2777002500000.0,2777002500000.0,2777002500000.0,2777002500000.0,2777002500000.0,2777002500000.0,2777002500000.0,2777002500000.0,2777002500000.0,2777002500000.0
2018.0,2776250200000.0,2776250200000.0,2776250200000.0,2776250200000.0,2776250200000.0,2776250200000.0,2776250200000.0,2776250200000.0,2776250200000.0,2776250200000.0
2019.0,2763531500000.0,2763531500000.0,2763531500000.0,2763531500000.0,2763531500000.0,2763531500000.0,2763531500000.0,2763531500000.0,2763531500000.0,2763531500000.0
2020.0,2768378800000.0,2768378800000.0,2768378800000.0,2768378800000.0,2768378800000.0,2768378800000.0,2768378800000.0,2768378800000.0,2768378800000.0,2768378800000.0
2021.0,2767403400000.0,2756649000000.0,2741483900000.0,2767707400000.0,2760123400000.0,2730319700000.0,2739385100000.0,2768230400000.0,2750780800000.0,2728601300000.0
2022.0,2757806800000.0,2760851000000.0,2729659300000.0,2751083800000.0,2745897800000.0,2706939600000.0,2716051700000.0,2749724400000.0,2751237200000.0,2717203300000.0
2023.0,2739088400000.0,2747760000000.0,2718470200000.0,2740553500000.0,2738920400000.0,2702515400000.0,2701266500000.0,2752004500000.0,2742248300000.0,2684303700000.0
2024.0,2716605600000.0,2738164000000.0,2695999800000.0,2733805400000.0,2726984200000.0,2673448800000.0,2676388800000.0,2735802700000.0,2726034100000.0,2653884300000.0
2025.0,2710552700000.0,2738519300000.0,2672907800000.0,2707996300000.0,2705335300000.0,2646635200000.0,2661172600000.0,2710236600000.0,2704800500000.0,2627743300000.0
2026.0,2707063600000.0,2710822200000.0,2643981200000.0,2685648200000.0,2685223000000.0,2640436800000.0,2657192000000.0,2716162000000.0,2699177000000.0,2591989000000.0
2027.0,2713190100000.0,2711842500000.0,2621143800000.0,2678353800000.0,2662631200000.0,2590866700000.0,2650131000000.0,2706450000000.0,2657307600000.0,2573509300000.0
2028.0,2701666000000.0,2707499300000.0,2586331300000.0,2652717000000.0,2647201400000.0,2564617100000.0,2650898700000.0,2704914000000.0,2669424700000.0,2549605000000.0
2029.0,2678010700000.0,2693331200000.0,2551811400000.0,2629689700000.0,2614636000000.0,2527359100000.0,2617102800000.0,2674277000000.0,2673922500000.0,2520364000000.0
2030.0,2664150000000.0,2666364000000.0,2519934400000.0,2607160200000.0,2573992200000.0,2511729000000.0,2599120500000.0,2636707300000.0,2647106300000.0,2489337200000.0
2031.0,2644805700000.0,2653616600000.0,2501900500000.0,2597068700000.0,2548827200000.0,2470789000000.0,2577643000000.0,2613528800000.0,2619602400000.0,2488285000000.0
2032.0,2616286200000.0,2643808200000.0,2463347500000.0,2577558400000.0,2540549400000.0,2453627000000.0,2535849000000.0,2590200600000.0,2612075400000.0,2462755800000.0
2033.0,2597686000000.0,2635081400000.0,2433870700000.0,2552447000000.0,2516978500000.0,2444828300000.0,2512635300000.0,2558143000000.0,2593497300000.0,2422174400000.0
2034.0,2572838500000.0,2624956400000.0,2397162400000.0,2534161500000.0,2496871800000.0,2408990000000.0,2506691400000.0,2525301300000.0,2580557000000.0,2379538800000.0
2035.0,2562994500000.0,2610696000000.0,2362037200000.0,2509439800000.0,2476988000000.0,2365970000000.0,2490232500000.0,2487161200000.0,2555753800000.0,2351572000000.0
2036.0,2524319000000.0,2588486400000.0,2317925200000.0,2472152700000.0,2470110800000.0,2325443200000.0,2459664400000.0,2451165000000.0,2528892700000.0,2342201300000.0
2037.0,2515158700000.0,2562367200000.0,2282190500000.0,2435075300000.0,2451184300000.0,2287485600000.0,2441064000000.0,2402521400000.0,2518831600000.0,2322736300000.0
2038.0,2502117800000.0,2541816600000.0,2246184800000.0,2390428700000.0,2449144000000.0,2256851200000.0,2436303000000.0,2360470000000.0,2492684000000.0,2307039200000.0
2039.0,2464672000000.0,2525001200000.0,2178636600000.0,2362866100000.0,2423443200000.0,2225381600000.0,2402267700000.0,2298693800000.0,2465333500000.0,2272754400000.0
2040.0,2434049500000.0,2511380400000.0,2134835700000.0,2323552000000.0,2393053600000.0,2190565800000.0,2380837200000.0,2233003400000.0,2453024300000.0,2234595100000.0
2041.0,2415234600000.0,2479091600000.0,2078344100000.0,2296033800000.0,2363371800000.0,2152272500000.0,2356264800000.0,2184978100000.0,2440185000000.0,2217207000000.0
2042.0,2383835300000.0,2444527000000.0,2030465000000.0,2257931500000.0,2338119200000.0,2130127900000.0,2343099000000.0,2138422200000.0,2412083700000.0,2187038400000.0
2043.0,2362088000000.0,2415568400000.0,1976643200000.0,2212647100000.0,2306677700000.0,2108177800000.0,2325852000000.0,2107423700000.0,2377621700000.0,2150018200000.0
2044.0,2345724800000.0,2393479000000.0,1937481900000.0,2185946000000.0,2272768600000.0,2069382800000.0,2292001000000.0,2082187000000.0,2381826500000.0,2124858900000.0
2045.0,2314541700000.0,2352158300000.0,1889411400000.0,2173581300000.0,2243783600000.0,2010500000000.0,2260848000000.0,2029931500000.0,2362642000000.0,2098413400000.0
2046.0,2246106700000.0,2337186500000.0,1831851800000.0,2134438800000.0,2217566300000.0,1987813800000.0,2233587200000.0,1984843500000.0,2343476000000.0,2070344200000.0
2047.0,2209411000000.0,2320641800000.0,1785162000000.0,2092515600000.0,2186773400000.0,1940533700000.0,2212763500000.0,1914665200000.0,2324343800000.0,2044970000000.0
2048.0,2193890500000.0,2280843400000.0,1736302300000.0,2065252600000.0,2163243700000.0,1907120800000.0,2174337700000.0,1879458200000.0,2298614000000.0,2021862500000.0
2049.0,2152766800000.0,2246563000000.0,1677524600000.0,2034497200000.0,2125383500000.0,1864551000000.0,2150870000000.0,1831926100000.0,2271952500000.0,1976412100000.0
2050.0,2121828700000.0,2229503500000.0,1617097700000.0,2010857900000.0,2095325100000.0,1817292200000.0,2129657100000.0,1802950500000.0,2251551700000.0,1949700600000.0
2051.0,2085558600000.0,2206633600000.0,1591766500000.0,1966913400000.0,2066992900000.0,1772051900000.0,2109822200000.0,1772275400000.0,2240307000000.0,1926659000000.0
2052.0,2057422600000.0,2173448600000.0,1547435500000.0,1933160600000.0,2052243700000.0,1723329400000.0,2088323400000.0,1728128700000.0,2197609300000.0,1908714100000.0
2053.0,2030473000000.0,2151962500000.0,1498029400000.0,1909286200000.0,1997120900000.0,1673676600000.0,2066768200000.0,1686962400000.0,2187080900000.0,1892176800000.0
2054.0,2003399100000.0,2127290800000.0,1438001000000.0,1885781200000.0,1974289000000.0,1623897500000.0,2035021800000.0,1651133400000.0,2163345200000.0,1867299000000.0
2055.0,1989841900000.0,2087131400000.0,1391586700000.0,1854151100000.0,1954614500000.0,1579935900000.0,2002039100000.0,1619056800000.0,2117121100000.0,1834750400000.0
2056.0,1947931000000.0,2056475100000.0,1350771100000.0,1817643300000.0,1940259500000.0,1549381000000.0,1972561600000.0,1577341600000.0,2083143500000.0,1797188600000.0
2057.0,1901553800000.0,2034217800000.0,1307962800000.0,1784731100000.0,1901296000000.0,1504602000000.0,1940731100000.0,1549346800000.0,2042865300000.0,1783958900000.0
2058.0,1860368700000.0,1998347800000.0,1261733300000.0,1760128400000.0,1858379200000.0,1456539400000.0,1908632500000.0,1502516600000.0,2004599600000.0,1741352600000.0
2059.0,1816702900000.0,1965659100000.0,1212944400000.0,1731220700000.0,1827567700000.0,1425076900000.0,1892946700000.0,1463401400000.0,1971174900000.0,1706972500000.0
2060.0,1782473800000.0,1948523200000.0,1167796900000.0,1701775400000.0,1800861100000.0,1383212000000.0,1863096500000.0,1423674700000.0,1944555600000.0,1673457600000.0
2061.0,1736953600000.0,1932268800000.0,1127688600000.0,1679811400000.0,1774991300000.0,1338587000000.0,1838418200000.0,1393613700000.0,1925686600000.0,1650884300000.0
2062.0,1686773300000.0,1908915700000.0,1081977860000.0,1649134700000.0,1764898400000.0,1298890600000.0,1802846000000.0,1333638300000.0,1903123200000.0,1624534700000.0
2063.0,1659588700000.0,1889949300000.0,1029257500000.0,1628354800000.0,1735291200000.0,1262292600000.0,1775429700000.0,1294634700000.0,1890894000000.0,1580972400000.0
2064.0,1610014400000.0,1855439500000.0,979651900000.0,1598381900000.0,1698279800000.0,1239953700000.0,1753408600000.0,1261491500000.0,1877058000000.0,1536629300000.0
2065.0,1577765300000.0,1824629600000.0,925101200000.0,1574166500000.0,1669499500000.0,1204584200000.0,1724213000000.0,1204661600000.0,1850127000000.0,1495130800000.0
2066.0,1540839000000.0,1788931900000.0,877116650000.0,1548704000000.0,1650477600000.0,1157157600000.0,1695866800000.0,1166179200000.0,1824557600000.0,1464928200000.0
2067.0,1492703000000.0,1765660600000.0,833225500000.0,1529905300000.0,1614192400000.0,1115251300000.0,1661517600000.0,1123322400000.0,1806956900000.0,1440261100000.0
2068.0,1455327300000.0,1737249800000.0,791532600000.0,1492766700000.0,1584687300000.0,1085425200000.0,1628715600000.0,1081744750000.0,1783354900000.0,1410160400000.0
2069.0,1425227900000.0,1718015800000.0,749526400000.0,1457335700000.0,1544808200000.0,1061542040000.0,1584646800000.0,1052707450000.0,1759980800000.0,1374547100000.0
2070.0,1395766200000.0,1697133400000.0,708142200000.0,1431143000000.0,1503612600000.0,1031433200000.0,1538573700000.0,1017589140000.0,1738622900000.0,1345481600000.0
2071.0,1350596800000.0,1660944300000.0,669531400000.0,1409187300000.0,1468434000000.0,992896900000.0,1504882700000.0,977272400000.0,1723188600000.0,1318207500000.0
2072.0,1322268100000.0,1616089000000.0,621644600000.0,1388842800000.0,1432388200000.0,974846800000.0,1476032900000.0,941202200000.0,1711901200000.0,1286058900000.0
2073.0,1299241400000.0,1582833000000.0,578582940000.0,1356475000000.0,1406271900000.0,959022560000.0,1440002900000.0,915914160000.0,1697963200000.0,1261273900000.0
2074.0,1272797300000.0,1550792900000.0,546854140000.0,1326724700000.0,1372900200000.0,929001400000.0,1413280000000.0,881254700000.0,1679676000000.0,1223033000000.0
2075.0,1235890200000.0,1537757000000.0,513896000000.0,1301008700000.0,1339269200000.0,898613440000.0,1390251600000.0,853346350000.0,1647322700000.0,1190657100000.0
2076.0,1195453400000.0,1506400900000.0,481220030000.0,1277198500000.0,1308718700000.0,875564300000.0,1362743300000.0,823296900000.0,1622898100000.0,1142409700000.0
2077.0,1170344800000.0,1475497700000.0,452138470000.0,1248910400000.0,1276133900000.0,850676300000.0,1326677500000.0,792434600000.0,1589248100000.0,1122187900000.0
2078.0,1142254000000.0,1456181100000.0,423314600000.0,1228316000000.0,1249204100000.0,815833550000.0,1291047000000.0,760624300000.0,1553501700000.0,1088668800000.0
2079.0,1120672300000.0,1431875100000.0,390300340000.0,1204762600000.0,1215746500000.0,783963060000.0,1259515800000.0,744047250000.0,1513902400000.0,1055129530000.0
2080.0,1087986600000.0,1412814200000.0,367128700000.0,1182180700000.0,1179847800000.0,773219750000.0,1241788000000.0,711566950000.0,1497671400000.0,1032480400000.0
2081.0,1046614970000.0,1390023000000.0,341425200000.0,1164193300000.0,1160125600000.0,747556200000.0,1207569700000.0,680289900000.0,1474299400000.0,1009467900000.0
2082.0,1013148000000.0,1383071900000.0,317377700000.0,1139892800000.0,1143947300000.0,729008770000.0,1179262500000.0,645616800000.0,1440724500000.0,983329800000.0
2083.0,980058500000.0,1335561000000.0,292969500000.0,1112360200000.0,1124968000000.0,704617300000.0,1158196100000.0,615555330000.0,1415143600000.0,952745800000.0
2084.0,954367400000.0,1324981800000.0,273422300000.0,1088006900000.0,1094314000000.0,680789740000.0,1130251400000.0,594975400000.0,1384072100000.0,934422640000.0
2085.0,938131850000.0,1308831800000.0,256701600000.0,1069752700000.0,1068331500000.0,656590600000.0,1097844500000.0,574100300000.0,1343548200000.0,915154500000.0
2086.0,907969500000.0,1283799100000.0,238245580000.0,1044752700000.0,1044169900000.0,632985550000.0,1070933600000.0,543744720000.0,1309238900000.0,898582300000.0
2087.0,883064960000.0,1244557500000.0,221231990000.0,1019472050000.0,1012775260000.0,612639640000.0,1046889600000.0,521363160000.0,1279002700000.0,869767000000.0
2088.0,854664300000.0,1222818900000.0,204716460000.0,998454460000.0,992207440000.0,590957800000.0,1025630600000.0,495448500000.0,1246488800000.0,850286100000.0
2089.0,825725550000.0,1197496000000.0,191592630000.0,980097800000.0,965055550000.0,564613900000.0,1002862740000.0,468594200000.0,1224054800000.0,819227200000.0
2090.0,788527300000.0,1175483000000.0,177868600000.0,967633340000.0,937230200000.0,540790550000.0,975669300000.0,448949260000.0,1204633000000.0,793706600000.0
2091.0,758139300000.0,1152180300000.0,160089210000.0,946932900000.0,907394900000.0,523475320000.0,952139300000.0,430344900000.0,1185606500000.0,766386100000.0
2092.0,734647000000.0,1127921700000.0,148744670000.0,930273170000.0,885822260000.0,498131100000.0,923778500000.0,409348640000.0,1158988200000.0,744584400000.0
2093.0,712827600000.0,1102679100000.0,134641080000.0,910410100000.0,861594600000.0,475542900000.0,901321700000.0,382769100000.0,1127826500000.0,732700400000.0
2094.0,685169970000.0,1078114450000.0,124942920000.0,890767700000.0,836007900000.0,456688830000.0,868905000000.0,356943070000.0,1090090500000.0,712444740000.0
2095.0,665932800000.0,1052729100000.0,113795640000.0,866034400000.0,811460900000.0,433026140000.0,840553460000.0,334758180000.0,1066797500000.0,686085100000.0
2096.0,642686900000.0,1030852500000.0,104093000000.0,846937300000.0,793199250000.0,416776980000.0,816916600000.0,321537180000.0,1042094360000.0,664693900000.0
2097.0,627281300000.0,1013958400000.0,95490930000.0,829961700000.0,772720750000.0,395887100000.0,798525400000.0,304941860000.0,1023477300000.0,643013940000.0
2098.0,609840330000.0,985219900000.0,86370845000.0,816734000000.0,749620170000.0,378775600000.0,776759800000.0,295789700000.0,994077000000.0,626928200000.0
2099.0,586839200000.0,961503400000.0,78521730000.0,797000400000.0,727115500000.0,361971400000.0,755985300000.0,278890280000.0,976246900000.0,604390000000.0
2100.0,563523300000.0,939141600000.0,70849140000.0,781414370000.0,699938900000.0,350332550000.0,738889430000.0,267369000000.0,953292800000.0,588847300000.0
