time,CCSM4,CANESM2,IPSL-CM5A-LR,MPI-ESM-LR,GISS-E2-R,GFDL-ESM2G,CSIRO-MK3-6-0,NORESM1-M,CNRM-CM5,CESM1-CAM5,GFDL-CM3
2022.0,80114200000.0,81125510000.0,84718110000.0,80626160000.0,83117250000.0,82794250000.0,85740090000.0,87020710000.0,90920804000.0,86271615000.0,85520966000.0
2023.0,78354194000.0,78999120000.0,84250075000.0,80821930000.0,81239080000.0,81145860000.0,85594530000.0,85769990000.0,86252405000.0,84124795000.0,85177040000.0
2024.0,75989170000.0,77088240000.0,80734900000.0,80054560000.0,80310190000.0,80052750000.0,81369960000.0,84861575000.0,83635640000.0,81036630000.0,81792020000.0
2025.0,73460530000.0,75991900000.0,77436666000.0,77528200000.0,76890006000.0,80041200000.0,80342870000.0,79913630000.0,83794000000.0,81419730000.0,78221210000.0
2026.0,71448780000.0,74234550000.0,75448130000.0,74611016000.0,75237720000.0,79029070000.0,77789410000.0,78863600000.0,81254360000.0,76486440000.0,73265775000.0
2027.0,73357840000.0,72488530000.0,70876710000.0,71556870000.0,73154380000.0,76656206000.0,76558156000.0,76110140000.0,79092500000.0,72903344000.0,71209320000.0
2028.0,71167934000.0,69839100000.0,66634375000.0,70914360000.0,70144380000.0,75251060000.0,74462660000.0,75993735000.0,76668120000.0,68589670000.0,70059350000.0
2029.0,69905760000.0,70119510000.0,64417268000.0,70599780000.0,68468310000.0,71961360000.0,72759340000.0,69913264000.0,73776914000.0,65948987000.0,65662607000.0
2030.0,67434332000.0,67436925000.0,63007502000.0,69860120000.0,65805800000.0,70430155000.0,70815620000.0,66537935000.0,72451500000.0,64294830000.0,60761354000.0
2031.0,66121020000.0,66018030000.0,59317055000.0,68072317000.0,64014600000.0,69346100000.0,72482130000.0,63969743000.0,71267980000.0,64313176000.0,58950970000.0
2032.0,65552994000.0,60977566000.0,57849913000.0,65875755000.0,62000234000.0,69437630000.0,71178390000.0,61588017000.0,70804500000.0,61926216000.0,55910863000.0
2033.0,64285720000.0,58062940000.0,55931204000.0,66448515000.0,60702760000.0,65366303000.0,70865270000.0,60020597000.0,66274177000.0,60722442000.0,53278577000.0
2034.0,61260026000.0,57278540000.0,53095170000.0,61861440000.0,60760343000.0,63877968000.0,73082850000.0,57270415000.0,64361857000.0,60874930000.0,51338236000.0
2035.0,58541363000.0,55390840000.0,50893930000.0,60360745000.0,58545304000.0,62224757000.0,72162116000.0,55594463000.0,64228850000.0,59144372000.0,52103692000.0
2036.0,56785540000.0,53319057000.0,49963487000.0,58442908000.0,57713590000.0,63201214000.0,67985570000.0,54563460000.0,61870910000.0,56383287000.0,51552264000.0
2037.0,54886950000.0,50119070000.0,46728990000.0,57203343000.0,54925530000.0,63983763000.0,62272487000.0,54826815000.0,60846432000.0,55813026000.0,50156730000.0
2038.0,52634927000.0,46614540000.0,45164030000.0,57012384000.0,55056650000.0,62477984000.0,58393903000.0,52746430000.0,60283640000.0,54260994000.0,46490882000.0
2039.0,52350427000.0,44490797000.0,44096754000.0,57177543000.0,54677150000.0,62503600000.0,57596200000.0,51395883000.0,58260005000.0,52362460000.0,40445936000.0
2040.0,50993635000.0,43071860000.0,43226530000.0,54716748000.0,51886860000.0,63095124000.0,54764827000.0,52685046000.0,60043952000.0,50876230000.0,37670367000.0
2041.0,50049614000.0,38675943000.0,43776016000.0,51142490000.0,49593405000.0,61316854000.0,53646750000.0,49302757000.0,57633382000.0,47591272000.0,37206600000.0
2042.0,48672250000.0,38108815000.0,41275265000.0,50150085000.0,47394877000.0,59251905000.0,51828113000.0,51189580000.0,57690690000.0,47547183000.0,35657170000.0
2043.0,47177280000.0,37742050000.0,41603390000.0,48841236000.0,46975060000.0,58182275000.0,49177350000.0,49692400000.0,54748766000.0,46679966000.0,33843909000.0
2044.0,46680576000.0,36747256000.0,40057836000.0,46182990000.0,46717043000.0,58075350000.0,47285340000.0,49072185000.0,53379730000.0,44015440000.0,32379236000.0
2045.0,45745754000.0,34526940000.0,38265328000.0,43130140000.0,45681484000.0,57201336000.0,44112724000.0,47791110000.0,53437784000.0,41772868000.0,31002319000.0
2046.0,45749015000.0,32766958000.0,37708410000.0,42024284000.0,44999873000.0,55924888000.0,42767045000.0,46024675000.0,51993460000.0,40998056000.0,30687197000.0
2047.0,45478597000.0,31431260000.0,36852154000.0,42572620000.0,43556750000.0,54626304000.0,40487990000.0,44693060000.0,49538180000.0,39413305000.0,29108610000.0
2048.0,44551602000.0,29821385000.0,35911380000.0,40568828000.0,44099970000.0,54268445000.0,37997146000.0,44719920000.0,48747266000.0,38595715000.0,27915336000.0
2049.0,41684830000.0,29368697000.0,36674300000.0,40126644000.0,44469730000.0,51446070000.0,36932510000.0,44384313000.0,48130646000.0,37949313000.0,26997068000.0
2050.0,41078723000.0,28527624000.0,33773218000.0,38781770000.0,43779535000.0,49621980000.0,36529906000.0,42621755000.0,46512410000.0,37088526000.0,25457486000.0
2051.0,39779246000.0,27724400000.0,32186038000.0,38270140000.0,43236323000.0,48966214000.0,35721160000.0,41771390000.0,45634183000.0,35562760000.0,23866057000.0
2052.0,39673725000.0,26864730000.0,32439278000.0,39409172000.0,42875350000.0,49582076000.0,35288370000.0,41721280000.0,46521360000.0,35371872000.0,22451438000.0
2053.0,39221887000.0,26694690000.0,32228274000.0,39088140000.0,41996186000.0,51130400000.0,34512957000.0,39615607000.0,44763560000.0,34076656000.0,21122634000.0
2054.0,38394240000.0,27117754000.0,32260268000.0,37205150000.0,41737126000.0,49770004000.0,34244418000.0,37680787000.0,44566557000.0,33373815000.0,20536494000.0
2055.0,37470160000.0,26085986000.0,32278022000.0,37637520000.0,41082670000.0,46971863000.0,33148586000.0,36979306000.0,42144880000.0,32199410000.0,20495501000.0
2056.0,36951708000.0,25157745000.0,30759370000.0,35911450000.0,43399590000.0,46979900000.0,32539781000.0,36241790000.0,43221406000.0,31894139000.0,20349401000.0
2057.0,36508918000.0,24803262000.0,29770066000.0,35639870000.0,43240382000.0,47191376000.0,31293923000.0,35582430000.0,42355765000.0,30204800000.0,19855780000.0
2058.0,35916940000.0,23737885000.0,29358160000.0,34656522000.0,41991700000.0,47739550000.0,30291284000.0,34997100000.0,40894804000.0,28610430000.0,18956906000.0
2059.0,35129080000.0,24511746000.0,28118240000.0,33536485000.0,42475454000.0,47239193000.0,30236836000.0,33671262000.0,41185526000.0,28357923000.0,18551620000.0
2060.0,34949840000.0,24201542000.0,28139230000.0,33286363000.0,43267207000.0,47601672000.0,30059940000.0,34592305000.0,40595358000.0,27267977000.0,17966960000.0
2061.0,33642471000.0,23297438000.0,26705906000.0,34130391000.0,45422477000.0,48035914000.0,29499163000.0,32849360000.0,39069487000.0,26900634000.0,17629786000.0
2062.0,33323491000.0,22653848000.0,25821110000.0,33497948000.0,45734760000.0,46868820000.0,29844132000.0,32423815000.0,37808763000.0,26161975000.0,17629153000.0
2063.0,33038010000.0,22180215000.0,24135082000.0,33194670000.0,45543776000.0,47232983000.0,30370712000.0,32870787000.0,37840340000.0,25301754000.0,17539256000.0
2064.0,32471996000.0,22413433000.0,23895747000.0,32137136000.0,44754500000.0,46860470000.0,29565389000.0,30575966000.0,37783330000.0,23819356000.0,16081938000.0
2065.0,31395336000.0,22533323000.0,23852440000.0,32123270000.0,44218480000.0,46797926000.0,28946874000.0,29759056000.0,37766730000.0,23393188000.0,15621164000.0
2066.0,29168435000.0,22652658000.0,24384635000.0,33003123000.0,45306626000.0,48017773000.0,28451013000.0,29520775000.0,36651135000.0,23845552000.0,14358920000.0
2067.0,29233658000.0,22852233000.0,23827626000.0,33406597000.0,43857080000.0,48757940000.0,28592003000.0,28109382000.0,35637957000.0,24069708000.0,14521562000.0
2068.0,28924418000.0,23135560000.0,23487818000.0,32670288000.0,41954140000.0,49879544000.0,29229881000.0,28833645000.0,35665810000.0,22913016000.0,14432582000.0
2069.0,27844368000.0,22464246000.0,23726008000.0,32183929000.0,42119217000.0,49175300000.0,29587882000.0,26948958000.0,35291490000.0,22801447000.0,13857621000.0
2070.0,26897033000.0,22197200000.0,23850283000.0,32175385000.0,42099032000.0,50460504000.0,29206696000.0,27023921000.0,35327140000.0,22502808000.0,13554121000.0
2071.0,26808545000.0,23041335000.0,23288662000.0,31335463000.0,42637440000.0,49327874000.0,28856424000.0,27892030000.0,36073325000.0,22153646000.0,13300984000.0
2072.0,27623606000.0,22792944000.0,24045007000.0,30300482000.0,43118457000.0,48780060000.0,28656284000.0,28904843000.0,34817920000.0,22270933000.0,12893890000.0
2073.0,26899323000.0,23015879000.0,23570024000.0,29761825000.0,42466476000.0,49749045000.0,28937878000.0,28896193000.0,34680377000.0,22550948000.0,12157435000.0
2074.0,26304315000.0,23611271000.0,23750687000.0,29124000000.0,42121620000.0,49519186000.0,28602946000.0,28370022000.0,34791297000.0,23321520000.0,12081489000.0
2075.0,26919864000.0,23908581000.0,23899507000.0,28273807000.0,42475635000.0,49679544000.0,28373492000.0,28280801000.0,34020390000.0,23835574000.0,10969502000.0
2076.0,26591732000.0,24671556000.0,23211321000.0,27749302000.0,42994926000.0,50608460000.0,28965222000.0,28067975000.0,32562426000.0,23757707000.0,10443663000.0
2077.0,26091067000.0,24722924000.0,23020696000.0,26927405000.0,43082875000.0,49015850000.0,26797994000.0,27515136000.0,32976308000.0,23623346000.0,10409325000.0
2078.0,26657202000.0,24169286000.0,23096572000.0,27354240000.0,41779954000.0,49361236000.0,26549668000.0,27710446000.0,31242674000.0,23840033000.0,10687116000.0
2079.0,26344841000.0,23783340000.0,23081923000.0,27419836000.0,41653715000.0,49064040000.0,25955946000.0,27321324000.0,30864833000.0,24260256000.0,9863471000.0
2080.0,26397856000.0,24002386000.0,22794027000.0,27786514000.0,39954740000.0,48295907000.0,24589083000.0,26630758000.0,29587280000.0,23918447000.0,9829600000.0
2081.0,26319040000.0,23854373000.0,22936908000.0,27474602000.0,40848250000.0,48516310000.0,23781517000.0,26971300000.0,29609302000.0,23266234000.0,10108891000.0
2082.0,26760958000.0,23914766000.0,23070183000.0,27546864000.0,41040716000.0,48739370000.0,24230627000.0,25597268000.0,29616484000.0,22699385000.0,10092377000.0
2083.0,27073976000.0,23880565000.0,23305880000.0,28652958000.0,40878588000.0,50874454000.0,23743076000.0,26693560000.0,30564360000.0,22561780000.0,10014554000.0
2084.0,26588916000.0,23749982000.0,23687858000.0,29340690000.0,39961400000.0,49728614000.0,23442113000.0,26765826000.0,30242937000.0,22961818000.0,10458533000.0
2085.0,26575421000.0,23534870000.0,23820374000.0,29621055000.0,39726500000.0,49637528000.0,22452507000.0,25754274000.0,30866629000.0,22873182000.0,10907047000.0
2086.0,28032990000.0,24449982000.0,23504458000.0,29054808000.0,40251990000.0,48415715000.0,22323060000.0,26240477000.0,30874940000.0,22719840000.0,10645884000.0
2087.0,27497499000.0,23382737000.0,23601680000.0,29124640000.0,40369580000.0,48129810000.0,22050628000.0,25930822000.0,31486816000.0,22030975000.0,10501266000.0
2088.0,28712260000.0,22195510000.0,23592250000.0,29998373000.0,40787620000.0,48048990000.0,21451282000.0,25778592000.0,31475956000.0,22689188000.0,10134376000.0
2089.0,28439706000.0,21805370000.0,24052285000.0,28938543000.0,41204036000.0,47639572000.0,21354783000.0,26532094000.0,32491940000.0,22202477000.0,10028692000.0
2090.0,28844421000.0,21141033000.0,24696633000.0,29510310000.0,40439198000.0,48002277000.0,20294703000.0,26541360000.0,32702245000.0,22936195000.0,9856345000.0
2091.0,29365336000.0,20483387000.0,25196118000.0,29284202000.0,39752528000.0,50138223000.0,19912161000.0,26940600000.0,31829449000.0,22265352000.0,9981782000.0
2092.0,28454523000.0,20289495000.0,25797329000.0,28375392000.0,39341425000.0,51236560000.0,19547650000.0,27013180000.0,32321077000.0,22494420000.0,9455213000.0
2093.0,28552850000.0,20897128000.0,25355262000.0,28498704000.0,39684960000.0,50081956000.0,19625136000.0,28021027000.0,32855610000.0,22467834000.0,9635584000.0
2094.0,27855536000.0,21034842000.0,24725810000.0,30068600000.0,39484550000.0,49730105000.0,19509035000.0,28786274000.0,33449329000.0,23197344000.0,9697974000.0
2095.0,29648474000.0,21069568000.0,25314089000.0,29400240000.0,39617982000.0,50414916000.0,19240516000.0,28516180000.0,32610218000.0,23222590000.0,9946147000.0
2096.0,29657823000.0,21298504000.0,25677957000.0,31083794000.0,40544870000.0,51031896000.0,18669928000.0,27737655000.0,32401240000.0,23132166000.0,9922994000.0
2097.0,30563550000.0,20834770000.0,25387282000.0,29794920000.0,41118015000.0,51327717000.0,18622060000.0,28782815000.0,32577280000.0,22831620000.0,10294862000.0
2098.0,30396131000.0,20593074000.0,25920080000.0,30115650000.0,41407910000.0,51694387000.0,19538758000.0,28715284000.0,32233253000.0,22831772000.0,10008272000.0
2099.0,31185754000.0,20377130000.0,26018036000.0,30351923000.0,40832193000.0,53405590000.0,19501928000.0,28879442000.0,31966523000.0,23349033000.0,9922183000.0
2100.0,30634164000.0,20568484000.0,25762621000.0,30359046000.0,40888943000.0,54030987000.0,18801983000.0,28699881000.0,32064045000.0,23365927000.0,10292279000.0
