time,MPI-ESM-LR,GISS-E2-R,CANESM2,IPSL-CM5A-LR,CCSM4,CESM1-CAM5,GFDL-CM3,CNRM-CM5,NORESM1-M,GFDL-ESM2G,CSIRO-MK3-6-0
2022.0,88345715000.0,85002590000.0,82472190000.0,84496490000.0,84922960000.0,83124445000.0,83489440000.0,85363470000.0,87476500000.0,87755060000.0,84425280000.0
2023.0,84963000000.0,81923424000.0,79368870000.0,82305460000.0,82343395000.0,81819610000.0,79935240000.0,83764896000.0,84620400000.0,84786340000.0,81030310000.0
2024.0,85053440000.0,78206230000.0,78592640000.0,77200710000.0,78928890000.0,80183140000.0,75085180000.0,83447860000.0,82026240000.0,85545075000.0,79870110000.0
2025.0,85586150000.0,73276860000.0,76235790000.0,75625300000.0,76359260000.0,76768270000.0,70440760000.0,82770670000.0,78131460000.0,83731100000.0,77533650000.0
2026.0,86193080000.0,71983670000.0,72210690000.0,75482390000.0,74494540000.0,73512526000.0,67102675000.0,80038880000.0,74450070000.0,81121300000.0,75216300000.0
2027.0,88756980000.0,69510530000.0,72100590000.0,73874070000.0,71699780000.0,72995820000.0,62857847000.0,74204300000.0,70923895000.0,77846430000.0,69246990000.0
2028.0,88256640000.0,69523240000.0,70004770000.0,72275850000.0,70036955000.0,67335602000.0,59179086000.0,70630780000.0,71604520000.0,75205490000.0,66321002000.0
2029.0,85677850000.0,66596237000.0,67691954000.0,71853360000.0,68224557000.0,64003383000.0,54170690000.0,71131010000.0,68890350000.0,74201200000.0,68194357000.0
2030.0,83189840000.0,61547630000.0,64937910000.0,68366246000.0,66248954000.0,63655430000.0,49465414000.0,68662940000.0,66666672000.0,73004010000.0,63720784000.0
2031.0,81172260000.0,57981730000.0,60622873000.0,65058726000.0,64197810000.0,61372375000.0,47977566000.0,66238060000.0,64076080000.0,71726040000.0,61615178000.0
2032.0,77060280000.0,58350674000.0,58387943000.0,64029960000.0,62301980000.0,58710934000.0,45274788000.0,64110862000.0,61477720000.0,69487940000.0,60963970000.0
2033.0,75818740000.0,56793000000.0,55848500000.0,60303233000.0,60059760000.0,54477330000.0,42385960000.0,62681137000.0,59672134000.0,67392418000.0,58686250000.0
2034.0,73534290000.0,53993800000.0,52447590000.0,59445453000.0,56407642000.0,52790090000.0,41484610000.0,60453240000.0,57168093000.0,64884367000.0,56964920000.0
2035.0,70576750000.0,52843246000.0,50959024000.0,55603077000.0,55391154000.0,50901107000.0,37225746000.0,58796904000.0,55416850000.0,61786464000.0,52656718000.0
2036.0,70423626000.0,51585184000.0,49956155000.0,52754063000.0,55630496000.0,48807040000.0,34062297000.0,58777960000.0,54791066000.0,59282780000.0,52008894000.0
2037.0,69799620000.0,50682405000.0,46406390000.0,49903882000.0,53189652000.0,49085950000.0,31766245000.0,57962643000.0,53664694000.0,56280723000.0,52234846000.0
2038.0,67641370000.0,49236210000.0,45200777000.0,47044850000.0,52995650000.0,46405740000.0,28337136000.0,54964810000.0,51373707000.0,55765656000.0,50426294000.0
2039.0,65669210000.0,47242367000.0,43690045000.0,44917027000.0,51662234000.0,45048058000.0,27055774000.0,54542710000.0,49439932000.0,55315722000.0,48758043000.0
2040.0,62238840000.0,45640740000.0,40667423000.0,44030720000.0,48652410000.0,44330586000.0,26077137000.0,50976000000.0,47880410000.0,55246860000.0,47879344000.0
2041.0,62130840000.0,44668480000.0,39857410000.0,43679280000.0,47374470000.0,43098206000.0,23900375000.0,49536336000.0,44447350000.0,53486895000.0,47218418000.0
2042.0,61803300000.0,45022302000.0,36813378000.0,42008780000.0,45746115000.0,42581017000.0,22383600000.0,47407604000.0,42027130000.0,53104755000.0,45449044000.0
2043.0,58285970000.0,45087576000.0,34342110000.0,40660378000.0,44746494000.0,42164363000.0,19614300000.0,45319893000.0,41085047000.0,53221646000.0,41649967000.0
2044.0,55734220000.0,44964320000.0,31799822000.0,39413760000.0,43683750000.0,40724010000.0,17556281000.0,43874840000.0,40736140000.0,53568713000.0,38955890000.0
2045.0,54389445000.0,44990670000.0,31230644000.0,37244760000.0,41760694000.0,38947470000.0,16447618000.0,43280730000.0,38222190000.0,50722380000.0,38577607000.0
2046.0,53683070000.0,45115036000.0,30139044000.0,36653820000.0,40275554000.0,38952088000.0,16102282000.0,42297876000.0,37006240000.0,50803290000.0,38766320000.0
2047.0,52274420000.0,44080470000.0,28959068000.0,33910438000.0,38598033000.0,35853200000.0,15509678000.0,41068200000.0,35288100000.0,50080346000.0,38271220000.0
2048.0,51559965000.0,43349127000.0,28240691000.0,31764101000.0,36903020000.0,34744390000.0,15016448000.0,39954980000.0,33710890000.0,50132900000.0,36780544000.0
2049.0,49163407000.0,42687970000.0,27229882000.0,29641472000.0,36359550000.0,32773644000.0,14468776000.0,38427160000.0,32220223000.0,48123724000.0,36143477000.0
2050.0,47879942000.0,42401448000.0,25397627000.0,29854693000.0,35277693000.0,30200859000.0,12724558000.0,38421176000.0,31686384000.0,46707417000.0,32876182000.0
2051.0,44814730000.0,40495670000.0,24207980000.0,28812250000.0,33351954000.0,28933132000.0,11505692000.0,38293123000.0,31447894000.0,45581832000.0,32871496000.0
2052.0,44928520000.0,37384925000.0,23890538000.0,27218170000.0,33271951000.0,29287184000.0,11298324000.0,37415326000.0,29108361000.0,44950438000.0,29761510000.0
2053.0,46002800000.0,35269050000.0,23025162000.0,25884699000.0,32648671000.0,28697710000.0,9998820000.0,36822753000.0,28660947000.0,43897647000.0,28571253000.0
2054.0,47062766000.0,33217907000.0,22331945000.0,24884326000.0,30175961000.0,27882500000.0,9291770000.0,35979330000.0,27826508000.0,42466505000.0,27570051000.0
2055.0,46839894000.0,32451238000.0,21126996000.0,23925248000.0,29464556000.0,27084427000.0,9037074000.0,34669326000.0,26583090000.0,40544070000.0,25300630000.0
2056.0,44923003000.0,30922269000.0,20940261000.0,24158091000.0,27812930000.0,26662973000.0,8685202000.0,33213805000.0,24490180000.0,39414567000.0,22806993000.0
2057.0,45284434000.0,30094406000.0,19969952000.0,23110630000.0,26951756000.0,25963424000.0,8158541300.0,33047294000.0,24529460000.0,39727850000.0,22145331000.0
2058.0,43955760000.0,28884486000.0,19627624000.0,21659095000.0,25546416000.0,24879400000.0,7778909700.0,31566985000.0,23594090000.0,38580126000.0,20903879000.0
2059.0,42082020000.0,28739260000.0,18788325000.0,21852942000.0,22769656000.0,24457378000.0,7611338000.0,31691532000.0,22978666000.0,38958834000.0,20628234000.0
2060.0,41776230000.0,28752410000.0,18152167000.0,20597340000.0,22184452000.0,22937990000.0,7115851300.0,30353619000.0,21978850000.0,38274646000.0,19733578000.0
2061.0,40664520000.0,28266607000.0,17462178000.0,19172260000.0,21514270000.0,22349509000.0,6046713300.0,29261779000.0,22515532000.0,37937040000.0,18967407000.0
2062.0,39976680000.0,28350603000.0,17400584000.0,19532564000.0,21101556000.0,21370046000.0,5817333000.0,27881890000.0,21116412000.0,37851464000.0,17686739000.0
2063.0,37412440000.0,28048712000.0,16754349000.0,18748205000.0,21004800000.0,20208574000.0,5370460700.0,26943955000.0,20463315000.0,36984144000.0,16047156000.0
2064.0,36362965000.0,28420407000.0,16116319000.0,17673828000.0,20529385000.0,19919993000.0,5067242000.0,26125347000.0,20203665000.0,35805716000.0,14682538000.0
2065.0,36859523000.0,28300540000.0,15932381000.0,16912483000.0,19444611000.0,19398298000.0,4854147600.0,23791952000.0,19926650000.0,36869310000.0,13113207000.0
2066.0,35527737000.0,27743603000.0,15843961000.0,16487355000.0,19100189000.0,18885750000.0,5016322000.0,23154235000.0,18723930000.0,35537530000.0,12133473000.0
2067.0,37286990000.0,27304296000.0,15001448000.0,16410593000.0,18562494000.0,18337954000.0,4805414000.0,22421084000.0,18293311000.0,36461490000.0,11436948000.0
2068.0,36095496000.0,27756579000.0,15172131000.0,15931468000.0,18902049000.0,17535003000.0,4726401500.0,21401743000.0,17646250000.0,35855503000.0,11024530000.0
2069.0,36515360000.0,26861961000.0,14909855000.0,16112574000.0,17700268000.0,16636489000.0,4393586000.0,20541555000.0,16846653000.0,36332000000.0,10872702000.0
2070.0,35165102000.0,25599107000.0,14715607000.0,15207840000.0,17244940000.0,15487490000.0,3564294100.0,20583653000.0,16515187000.0,34526233000.0,10100207000.0
2071.0,35224424000.0,23792513000.0,14258477000.0,15004274000.0,16743132000.0,14839080000.0,3520467200.0,20533383000.0,15887712000.0,33684863000.0,9033030000.0
2072.0,33958531000.0,23062073000.0,13977557000.0,14621067000.0,15859614000.0,14068392000.0,3163342300.0,19622904000.0,15707544000.0,33419330000.0,8695447000.0
2073.0,33720343000.0,22718740000.0,13603012000.0,14083565000.0,15295450000.0,13706143000.0,2944430800.0,18700108000.0,15294595000.0,32961905000.0,8330990000.0
2074.0,33286398000.0,22147617000.0,12779034000.0,13485181000.0,15202604000.0,13354569000.0,2819017500.0,18347958000.0,14836069000.0,32708295000.0,7633159700.0
2075.0,31713395000.0,21969992000.0,12531893000.0,13033424000.0,14742733000.0,12593964000.0,2790950100.0,18196134000.0,14759532000.0,32218140000.0,7426451000.0
2076.0,31553116000.0,20858317000.0,11531974000.0,12496343000.0,14156970000.0,11770313000.0,2659174000.0,17437899000.0,14299064000.0,32017787000.0,7607111000.0
2077.0,32096655000.0,20434328000.0,11371149000.0,12283675000.0,13943794000.0,11625654000.0,2720081200.0,17191578000.0,14329627000.0,32475818000.0,7654393000.0
2078.0,31291030000.0,20161739000.0,11331876000.0,12161046000.0,13997896000.0,11594185000.0,2610748000.0,17270514000.0,14183007000.0,32552645000.0,7701193000.0
2079.0,30611618000.0,20779096000.0,11171479000.0,12142862000.0,13755976000.0,10784620000.0,2447360800.0,17566364000.0,14412657000.0,33433256000.0,7124727300.0
2080.0,31359100000.0,20500080000.0,10381861000.0,12338245000.0,12970776000.0,11144183000.0,2322521600.0,17211535000.0,14243879000.0,32826698000.0,7189114400.0
2081.0,30437378000.0,19918658000.0,10292387000.0,12311856000.0,13240745000.0,10682291000.0,2248954000.0,17280987000.0,14061977000.0,32814630000.0,6906885600.0
2082.0,29424833000.0,19089922000.0,9879071000.0,11636833000.0,13155501000.0,10992178000.0,2161189400.0,16541326000.0,13760513000.0,32804854000.0,6562873000.0
2083.0,29117166000.0,19154750000.0,9345678000.0,11210567000.0,13062929000.0,11420327000.0,2258705000.0,16884071000.0,13690796000.0,32059163000.0,6244865000.0
2084.0,28794590000.0,19175944000.0,8877491000.0,11256453000.0,13354724000.0,11206116000.0,2225600800.0,16965491000.0,13673131000.0,31857990000.0,6397800400.0
2085.0,28981560000.0,18519947000.0,8915600000.0,10977877000.0,13269642000.0,10744515000.0,2249915000.0,16699686000.0,13390925000.0,32069550000.0,6182342000.0
2086.0,28551710000.0,18311487000.0,8589811000.0,10857367000.0,13180170000.0,11415378000.0,2254346200.0,16698976000.0,13360117000.0,32495614000.0,5764693500.0
2087.0,26908766000.0,18927614000.0,8299561000.0,10549411000.0,12850738000.0,11222781000.0,2235207700.0,16321864000.0,13182286000.0,31121610000.0,5428707300.0
2088.0,26833926000.0,19121443000.0,8044592000.0,10361164000.0,12588770000.0,11273775000.0,2197094700.0,15585725000.0,12303923000.0,30667256000.0,5131197400.0
2089.0,25120320000.0,18995634000.0,8079212000.0,10188163000.0,12656596000.0,10619754000.0,2224726500.0,15329006000.0,12167483000.0,30648020000.0,5048085500.0
2090.0,24291232000.0,19399457000.0,8165725000.0,10095578000.0,12493255000.0,10782036000.0,2247637200.0,15323799000.0,12005906000.0,31366322000.0,4771730000.0
2091.0,23495131000.0,18443268000.0,8452897000.0,10869583000.0,12586762000.0,10209447000.0,2172524300.0,15237021000.0,12289413000.0,31852403000.0,4356368400.0
2092.0,22011517000.0,17891224000.0,8357184000.0,10706966000.0,12365120000.0,9658192000.0,2201834800.0,15595838000.0,12151311000.0,30348784000.0,4607309000.0
2093.0,20644733000.0,17317825000.0,7743249000.0,10584230000.0,12480256000.0,9675532000.0,2234578000.0,15121465000.0,11614171000.0,29504778000.0,4516464000.0
2094.0,20361488000.0,16979852000.0,7754958000.0,10113865000.0,12617538000.0,9803667000.0,2140876900.0,14320429000.0,11381268000.0,29510605000.0,4634850300.0
2095.0,19771302000.0,16800537000.0,7643368000.0,10129376000.0,12768250000.0,9776079000.0,2220152600.0,13452647000.0,11179253000.0,29970758000.0,4579563000.0
2096.0,19782609000.0,16897943000.0,7484155000.0,9544575000.0,12619302000.0,9287264000.0,2259020800.0,13209596000.0,10911216000.0,30145516000.0,4269991200.0
2097.0,19297405000.0,17041030000.0,7277085000.0,8775287000.0,12087230000.0,9015840000.0,2299538000.0,12983977000.0,10391512000.0,30974826000.0,4057622800.0
2098.0,18451907000.0,16988145000.0,7007877000.0,9100041000.0,11776807000.0,8593531000.0,2260115700.0,13226174000.0,10262808000.0,31199310000.0,4056884000.0
2099.0,18524205000.0,16928693000.0,7036694500.0,8982256000.0,12121239000.0,8393542000.0,2256733400.0,13131457000.0,10585173000.0,30720356000.0,3783145000.0
2100.0,17072655000.0,17136919000.0,7129378000.0,8497782300.0,11633187000.0,8298000000.0,2193227800.0,13288515000.0,10291590000.0,31678800000.0,3511686100.0
