time,ACCESS-CM2,CESM2,CESM2-WACCM,NORESM2-MM,INM-CM4-8,CANESM5,ACCESS-ESM1-5,EC-EARTH3,INM-CM5-0,MPI-ESM1-2-HR,CAMS-CSM1-0,MRI-ESM2-0,BCC-CSM2-MR,IPSL-CM6A-LR,GFDL-ESM4,FGOALS-F3-L,EC-EARTH3-VEG
2020.0,13943692000.0,13943692000.0,13943692000.0,13943692000.0,13943692000.0,13943692000.0,13943692000.0,13943692000.0,13943692000.0,13943692000.0,13943692000.0,13943692000.0,13943692000.0,13943692000.0,13943692000.0,13943692000.0,13943692000.0
2021.0,13769484000.0,13806608000.0,13739427000.0,13788707000.0,13819378000.0,13892346000.0,13771308000.0,13765905000.0,13841661000.0,13814258000.0,13831258000.0,13778989000.0,13732735000.0,13787218000.0,13831983000.0,13785518000.0,13861247000.0
2022.0,13643024000.0,13625080000.0,13609464000.0,13617273000.0,13699118000.0,13869775000.0,13611678000.0,13687568000.0,13721985000.0,13710231000.0,13753338000.0,13700717000.0,13611171000.0,13655191000.0,13691106000.0,13656734000.0,13688895000.0
2023.0,13552042000.0,13536422000.0,13495077000.0,13462773000.0,13601094000.0,13773174000.0,13502758000.0,13543033000.0,13611603000.0,13603592000.0,13581218000.0,13525491000.0,13568032000.0,13602192000.0,13539436000.0,13513311000.0,13563892000.0
2024.0,13449721000.0,13391449000.0,13323016000.0,13288874000.0,13482181000.0,13649572000.0,13355173000.0,13410613000.0,13446315000.0,13426960000.0,13551894000.0,13369818000.0,13488620000.0,13459393000.0,13399310000.0,13373592000.0,13424075000.0
2025.0,13269415000.0,13251935000.0,13174035000.0,13104696000.0,13346801000.0,13501183000.0,13194609000.0,13321355000.0,13321229000.0,13327998000.0,13383026000.0,13222439000.0,13343857000.0,13390886000.0,13224747000.0,13244795000.0,13284970000.0
2026.0,13044482000.0,13120867000.0,13068846000.0,12922642000.0,13243512000.0,13429328000.0,13046244000.0,13187934000.0,13188806000.0,13131156000.0,13381571000.0,13069350000.0,13208052000.0,13183689000.0,13083727000.0,13038599000.0,13102209000.0
2027.0,12855620000.0,12971049000.0,12868604000.0,12750608000.0,13072324000.0,13211906000.0,12829826000.0,13033706000.0,13025136000.0,12997474000.0,13212225000.0,12862831000.0,13162588000.0,12996823000.0,12905861000.0,12848797000.0,12986746000.0
2028.0,12661191000.0,12800932000.0,12716282000.0,12558293000.0,12924134000.0,13056194000.0,12674860000.0,12886974000.0,12970962000.0,12817819000.0,13055958000.0,12639516000.0,13033900000.0,12820179000.0,12778478000.0,12791972000.0,12851383000.0
2029.0,12477078000.0,12675558000.0,12685700000.0,12328385000.0,12841227000.0,12812112000.0,12569204000.0,12729452000.0,12762046000.0,12609577000.0,13078406000.0,12468673000.0,12888190000.0,12672920000.0,12623451000.0,12593968000.0,12672478000.0
2030.0,12378651000.0,12516584000.0,12440027000.0,12122104000.0,12717442000.0,12684956000.0,12354263000.0,12528610000.0,12598503000.0,12413900000.0,13004043000.0,12297010000.0,12832337000.0,12422272000.0,12577594000.0,12410201000.0,12529900000.0
2031.0,12143871000.0,12333026000.0,12277932000.0,11996417000.0,12602671000.0,12513141000.0,12161779000.0,12364334000.0,12512587000.0,12275433000.0,12793808000.0,12100585000.0,12690952000.0,12237114000.0,12471015000.0,12250982000.0,12437133000.0
2032.0,11914619000.0,12172591000.0,12142797000.0,11736156000.0,12442748000.0,12287518000.0,11932714000.0,12189817000.0,12333110000.0,12117692000.0,12679356000.0,11905068000.0,12562689000.0,12013642000.0,12330589000.0,12099060000.0,12247905000.0
2033.0,11745013000.0,12013611000.0,11913071000.0,11510016000.0,12426172000.0,12041651000.0,11768146000.0,12034664000.0,12214963000.0,12005647000.0,12590688000.0,11663866000.0,12444121000.0,11766567000.0,12170558000.0,11921754000.0,12063676000.0
2034.0,11642408000.0,11896989000.0,11694092000.0,11269521000.0,12240858000.0,11799024000.0,11556850000.0,11869484000.0,12127850000.0,11831727000.0,12993300000.0,11474097000.0,12434761000.0,11751035000.0,12045714000.0,11946358000.0,11897987000.0
2035.0,11360425000.0,11681133000.0,11514642000.0,11158960000.0,12141797000.0,11724925000.0,11374098000.0,11680253000.0,11992195000.0,11677697000.0,12455395000.0,11247853000.0,12321217000.0,11540152000.0,11872257000.0,11609883000.0,11753223000.0
2036.0,11218652000.0,11444125000.0,11296128000.0,10948047000.0,11958063000.0,11338144000.0,11207739000.0,11479395000.0,11798186000.0,11600385000.0,12266038000.0,10997244000.0,12172366000.0,11240909000.0,11695176000.0,11378288000.0,11555708000.0
2037.0,11183230000.0,11268821000.0,11192878000.0,10767416000.0,11850819000.0,11706761000.0,10997634000.0,11319754000.0,11685935000.0,11380790000.0,12196278000.0,10720397000.0,12095130000.0,11017462000.0,11605823000.0,11181899000.0,11422880000.0
2038.0,10902723000.0,11059333000.0,10978654000.0,10595187000.0,11693556000.0,11118158000.0,10797074000.0,11132175000.0,11756606000.0,11226814000.0,12079245000.0,10471338000.0,12034711000.0,10799160000.0,11505609000.0,10942552000.0,11216851000.0
2039.0,10694319000.0,10871168000.0,10759102000.0,10418267000.0,11552427000.0,10775868000.0,10640215000.0,10991297000.0,11507510000.0,11056963000.0,11923654000.0,10237420000.0,11929671000.0,10582974000.0,11350159000.0,10742483000.0,11040813000.0
2040.0,10495777000.0,10665980000.0,10547387000.0,10223687000.0,11498772000.0,10498979000.0,10439748000.0,10816336000.0,11400202000.0,10912398000.0,11866733000.0,9913292000.0,11844141000.0,10413288000.0,11232323000.0,10583816000.0,10886591000.0
2041.0,10286757000.0,10456666000.0,10346240000.0,10104576000.0,11411268000.0,10237501000.0,10185011000.0,10630603000.0,11287578000.0,10928683000.0,11731511000.0,9646624000.0,11665788000.0,10130087000.0,11176077000.0,10330860000.0,10743870000.0
2042.0,10176733000.0,10265154000.0,10276188000.0,9866210000.0,11268569000.0,9986486000.0,10009811000.0,10485884000.0,11167818000.0,10757389000.0,11664648000.0,9356642000.0,11550908000.0,9972055000.0,11325639000.0,10217542000.0,10609254000.0
2043.0,9915568000.0,10006766000.0,9959691000.0,9653668000.0,11235800000.0,9703485000.0,9751091000.0,10291753000.0,11057136000.0,10562598000.0,11846407000.0,9370164000.0,11516661000.0,9713078000.0,11147490000.0,10007984000.0,10512793000.0
2044.0,9671269000.0,9803142000.0,9767899000.0,9493094000.0,11079203000.0,9481738000.0,9558664000.0,10110396000.0,10997159000.0,10468336000.0,11462014000.0,9087234000.0,11720311000.0,9686214000.0,10902347000.0,9826412000.0,10391731000.0
2045.0,9491809000.0,9595779000.0,9570157000.0,9303168000.0,10968925000.0,9408336000.0,9344164000.0,9949848000.0,10911498000.0,10395419000.0,11333564000.0,8834352000.0,11463115000.0,9425764000.0,10765250000.0,9690073000.0,10176219000.0
2046.0,9292018000.0,9469790000.0,9336044000.0,9140878000.0,10882058000.0,9094020000.0,9182981000.0,9777504000.0,10788694000.0,10223304000.0,11214018000.0,8659773000.0,11315253000.0,9205523000.0,10619092000.0,9594662000.0,10109334000.0
2047.0,9082447000.0,9379243000.0,9093222000.0,8947160000.0,10821168000.0,8996723000.0,8996224000.0,9591966000.0,10649014000.0,10072375000.0,11173645000.0,8449750500.0,11167954000.0,9341024000.0,10506142000.0,9483781000.0,9958625000.0
2048.0,8924925000.0,9116502000.0,8906057000.0,8796937000.0,10660679000.0,8682893000.0,8802440000.0,9397814000.0,10536249000.0,9906360000.0,11006499000.0,8244348400.0,11135203000.0,9014537000.0,10400641000.0,9263054000.0,9821267000.0
2049.0,8678866000.0,9019545000.0,8739962000.0,8722095000.0,10543032000.0,8751676000.0,8615239000.0,9212681000.0,10428826000.0,9786758000.0,10948899000.0,8144442000.0,10964826000.0,8938511000.0,10342461000.0,9101425000.0,9711084000.0
2050.0,8442696700.0,8814695000.0,8574194700.0,8595536000.0,10402900000.0,8849476000.0,8484656600.0,9048468000.0,10305439000.0,9681620000.0,10976485000.0,7942895600.0,10887430000.0,8748356000.0,10270536000.0,8928873000.0,9600884000.0
2051.0,8277124000.0,8675490000.0,8444222000.0,8446939000.0,10493828000.0,8449018000.0,8307039000.0,8890784000.0,10210649000.0,9536470000.0,10783993000.0,7810143000.0,10789764000.0,8528058400.0,10121227000.0,9029866000.0,9447627000.0
2052.0,8066858000.0,8503554000.0,8270642000.0,8273047000.0,10247723000.0,8509689300.0,8108931600.0,8730945000.0,10103166000.0,9458429000.0,10654082000.0,7720166400.0,10662749000.0,8367534000.0,10021458000.0,8907301000.0,9334588000.0
2053.0,7841227300.0,8301569000.0,8071476700.0,8145669600.0,10218174000.0,8503962000.0,7931448300.0,8554859500.0,9985792000.0,9317546000.0,10558721000.0,7508125700.0,10545530000.0,8334568000.0,9997209000.0,8713799000.0,9204147000.0
2054.0,7652535000.0,8391407600.0,7923997700.0,8050794000.0,10297874000.0,8143763500.0,7793157600.0,8394614000.0,9876827000.0,9191607000.0,10504854000.0,7397751000.0,10431235000.0,8153054000.0,10029934000.0,8574970400.0,9076919000.0
2055.0,7475442000.0,8035853000.0,7775274500.0,7880720000.0,10126764000.0,8067915300.0,7624431600.0,8291668000.0,9775005000.0,9045931000.0,10507380000.0,7294885000.0,10352772000.0,8136142000.0,9752195000.0,8452476400.0,8977185000.0
2056.0,7547450000.0,7877780000.0,7698967000.0,7814014500.0,10024245000.0,7825320400.0,7547473000.0,8132415000.0,9704959000.0,8939843000.0,10347349000.0,7204950000.0,10217534000.0,8195648500.0,9662192000.0,8344223000.0,8872093000.0
2057.0,7320436000.0,7717021700.0,7478880000.0,7857917400.0,10019799000.0,7867809000.0,7431268400.0,7993773600.0,9613309000.0,8829766000.0,10249949000.0,7139837400.0,10169463000.0,8002701000.0,9594865000.0,8279713300.0,8897056000.0
2058.0,7061926400.0,7589470700.0,7348084700.0,7632990000.0,9901762000.0,7998116000.0,7302002700.0,7924401700.0,9585086000.0,8719007000.0,10161061000.0,6979899400.0,10045047000.0,7935454700.0,9449609000.0,8162289700.0,8743150000.0
2059.0,6889541000.0,7459419600.0,7171890700.0,7563504600.0,9784243000.0,7576715300.0,7204258300.0,7801914000.0,9482661000.0,8665207000.0,10058563000.0,6990399500.0,9886837000.0,7848021000.0,9401740000.0,8117270500.0,8589921300.0
2060.0,6727490000.0,7379473400.0,7071637500.0,7427367400.0,9935235000.0,7654746600.0,7105085400.0,7707919000.0,9435261000.0,8554896400.0,10236868000.0,6840490000.0,9840698000.0,7645859000.0,9267545000.0,8085881300.0,8484384300.0
2061.0,6549058000.0,7275707400.0,6947877000.0,7388986400.0,9666326000.0,7378324000.0,6977985000.0,7655487500.0,9354145000.0,8477675000.0,9920285000.0,6765620700.0,9726898000.0,7520548000.0,9173102000.0,8052927500.0,8514331000.0
2062.0,6367998000.0,7415583000.0,6871897000.0,7273364000.0,9610800000.0,7226760700.0,6916156000.0,7491895300.0,9269969000.0,8498551000.0,9783078000.0,6895523000.0,9805896000.0,7511551500.0,9088156000.0,8025450000.0,8411170000.0
2063.0,6261599700.0,7046603000.0,6759379500.0,7125937000.0,9608201000.0,7178711000.0,6830290000.0,7374026000.0,9198692000.0,8480454000.0,9676843000.0,6695739000.0,9668623000.0,7521805300.0,8982540000.0,7873335000.0,8243142000.0
2064.0,6122497500.0,6957607000.0,6697230000.0,7042868700.0,9549660000.0,7046748700.0,6703823000.0,7286526500.0,9283229000.0,8276839400.0,9645822000.0,6569302500.0,9492937000.0,7322759000.0,8885160000.0,7794448400.0,8149534000.0
2065.0,5981525000.0,6833825000.0,6620152000.0,7074649000.0,9500290000.0,6914823700.0,6604190000.0,7535544300.0,9302841000.0,8200356400.0,9683325000.0,6540560000.0,9430118000.0,7364047400.0,8763673000.0,7781096400.0,8220545500.0
2066.0,5864037000.0,6789559300.0,6499983400.0,6940034000.0,9456730000.0,7106581500.0,6562107400.0,7154068000.0,9078804000.0,8131518000.0,9510764000.0,6586438000.0,9436771000.0,7182989300.0,8672430000.0,7676316000.0,8077695000.0
2067.0,5725662700.0,6645028000.0,6403248600.0,6893331000.0,9363829000.0,6776657400.0,6509651000.0,7116710400.0,9034338000.0,8176448500.0,9470615000.0,6376171500.0,9239588000.0,7147183600.0,8573691400.0,7630342000.0,7954754600.0
2068.0,5683516000.0,6598823000.0,6337326000.0,6768735000.0,9305954000.0,6611726000.0,6420178400.0,7087133700.0,8984993000.0,8042130000.0,9350544000.0,6294330400.0,9183500000.0,7130962000.0,8448942600.0,7580854300.0,7852808000.0
2069.0,5694310000.0,6480982500.0,6249991000.0,6694230000.0,9283281000.0,6471466500.0,6359358500.0,6946703000.0,8927999000.0,8047273500.0,9661229000.0,6619317000.0,9051338000.0,7490212400.0,8312083500.0,7495314000.0,7826361000.0
2070.0,5500642000.0,6470038000.0,6179903000.0,6815187000.0,9187672000.0,6425386500.0,6291706000.0,6867002000.0,8894711000.0,7956634000.0,9592039000.0,6215863000.0,8986431000.0,7335464400.0,8243392000.0,7464081000.0,7713677000.0
2071.0,5567971300.0,6346061300.0,6089052000.0,6595716000.0,9311045000.0,6520429000.0,6209507000.0,7033562000.0,8918995000.0,7848698400.0,9384198000.0,6168472000.0,8883228000.0,7050249000.0,8170511400.0,7363472000.0,7657639000.0
2072.0,5372285400.0,6330174000.0,6029361700.0,6531376600.0,9225959000.0,6172829700.0,6147826000.0,6774469600.0,9034162000.0,7806582000.0,9239155000.0,6168631000.0,8839221000.0,7042410500.0,8004731000.0,7385333000.0,7754110000.0
2073.0,5262785500.0,6221690400.0,6005259000.0,6493585000.0,9166340000.0,6083173000.0,6101815300.0,6718439400.0,8888005000.0,7792554000.0,9196991000.0,6055186000.0,8846959000.0,6921188400.0,8095797000.0,7250875000.0,7616060000.0
2074.0,5191552500.0,6142350300.0,5911928000.0,6483944000.0,9220079000.0,6141671000.0,6042895000.0,6666637300.0,8799031000.0,7762179000.0,9164527000.0,6079142000.0,8740477000.0,6917487000.0,7870204000.0,7363910700.0,7510037500.0
2075.0,5345290000.0,6113375000.0,5880294000.0,6417273000.0,9068017000.0,5963693600.0,5975101000.0,6636039700.0,8771205000.0,7708212000.0,9037791000.0,5993042400.0,8730265000.0,6813351000.0,7776611300.0,7305069000.0,7446003700.0
2076.0,5083121000.0,6071738000.0,5814838300.0,6356041000.0,8991015000.0,5754630700.0,5912084500.0,6593192400.0,8990701000.0,7647989000.0,9114379000.0,5933545500.0,8509917700.0,6789338600.0,7648659000.0,7337619500.0,7409501000.0
2077.0,5009422000.0,5983171600.0,5841118000.0,6498754600.0,8988709000.0,5749265400.0,5830423600.0,6529683500.0,8745710000.0,7656933000.0,9156471000.0,5910782500.0,8414296600.0,6894828500.0,7728686600.0,7266788400.0,7356613600.0
2078.0,5008695000.0,5978702000.0,5751938000.0,6304533500.0,9063265000.0,5634530000.0,5783167000.0,6486479400.0,8983237000.0,7548361000.0,8972441000.0,5845539000.0,8329793500.0,6695756300.0,8010617000.0,7534948400.0,7293838300.0
2079.0,5061732400.0,5900049400.0,5746204000.0,6328854000.0,9119698000.0,5569746400.0,5801229000.0,6446999000.0,8693105000.0,7528879000.0,8984326000.0,6034233000.0,8248481000.0,6643956700.0,7726115300.0,7258859000.0,7226565000.0
2080.0,4915480000.0,5819784700.0,5694929000.0,6239726600.0,8932146000.0,5527877600.0,5676799000.0,6488497000.0,8662473000.0,7466724000.0,9353535000.0,5842441000.0,8462153700.0,6602351600.0,7472755000.0,7230533600.0,7188347000.0
2081.0,4852890600.0,5770287000.0,5758669300.0,6197981700.0,8927147000.0,5426964500.0,5636114000.0,6398536700.0,8638797000.0,7437945000.0,9014577000.0,5783078400.0,8213511000.0,6680993300.0,7432470500.0,7375606300.0,7153783300.0
2082.0,4795988500.0,5886959000.0,5613488600.0,6217025000.0,8872179000.0,5894955500.0,5590521300.0,6325014500.0,8588889600.0,7476657000.0,8862106000.0,5993070000.0,8072298000.0,6495342000.0,7339123000.0,7260292600.0,7141397000.0
2083.0,4768207000.0,5741921000.0,5527419400.0,6173474000.0,8872595000.0,5447033000.0,5576587300.0,6308354600.0,8561916000.0,7629809000.0,8792323000.0,5786445000.0,8068266000.0,6442765300.0,7221973500.0,7473869300.0,7072621000.0
2084.0,4739347000.0,5662317000.0,5489222700.0,6127623000.0,8890411000.0,5520161300.0,5505312000.0,6386667000.0,8575927300.0,7440877000.0,8716996000.0,5799578000.0,7935795000.0,6387224000.0,7146430500.0,7262320600.0,6994555400.0
2085.0,4684464000.0,5887666700.0,5602675700.0,6274290000.0,8827554000.0,5587277300.0,5464523300.0,6387559000.0,8833582000.0,7374905300.0,8669014000.0,5840440000.0,7939643400.0,6341200000.0,7087095000.0,8001974300.0,6949512000.0
2086.0,4646219300.0,5740613000.0,5535286300.0,6149844500.0,8807996000.0,5646542000.0,5428694000.0,6280322600.0,8541430300.0,7558138400.0,8624351000.0,5813438000.0,7870255600.0,6320721000.0,7064363500.0,7416610000.0,6890492400.0
2087.0,4736562000.0,5668911600.0,5442358000.0,6162195500.0,8804207000.0,5997500400.0,5419703300.0,6260934000.0,8561980000.0,7405691400.0,8694084000.0,5744593000.0,7982391300.0,6327275500.0,6982246400.0,7325255000.0,6834926600.0
2088.0,4592597000.0,5594515500.0,5399140000.0,6547182000.0,8781654000.0,5684630000.0,5355243500.0,6249682000.0,8490866000.0,7331209000.0,8523947000.0,5977128000.0,7804615000.0,6197861400.0,6949599000.0,7269579300.0,6767966700.0
2089.0,4584879600.0,5578770400.0,5341232000.0,6206359600.0,8747643000.0,5981805000.0,5293592000.0,6513923600.0,8459805700.0,7323004400.0,8520605700.0,5985085400.0,7891438000.0,6142673000.0,6917585400.0,7744835600.0,6706321400.0
2090.0,4779222000.0,5680692700.0,5355810300.0,6139162600.0,8741857000.0,5750457000.0,5267099600.0,6393156000.0,8415144000.0,7813563000.0,8453394000.0,5869351400.0,7774192600.0,6108307000.0,6868568600.0,7375603700.0,6652684300.0
2091.0,4580579300.0,5721018400.0,5275515000.0,6108201000.0,8760011000.0,5653519400.0,5230441000.0,6316425700.0,8458306600.0,7990810000.0,8421840000.0,5822141000.0,7789274600.0,6135975400.0,6798628000.0,7303908000.0,6588459500.0
2092.0,4552646000.0,5584622000.0,5293892600.0,6114460000.0,8710909000.0,5652843500.0,5191779300.0,6361089500.0,8464545000.0,7516880000.0,8358310400.0,5833533400.0,8243397600.0,6559247400.0,6711352000.0,7284829700.0,6529386500.0
2093.0,4547337700.0,5501851000.0,5255849000.0,6061717000.0,8884538000.0,5796151300.0,5136881700.0,6319505000.0,8394160000.0,7478706700.0,8486992400.0,5765180000.0,7827699000.0,6057164300.0,6784232400.0,7214877700.0,6544748000.0
2094.0,4594179600.0,5514895000.0,5205425700.0,6051834400.0,8735299000.0,6228431000.0,5095633400.0,6270294000.0,8482840600.0,7810212400.0,8410994700.0,5804699000.0,8042740700.0,6070585300.0,6676262000.0,7446658600.0,6475394000.0
2095.0,4500123000.0,5721632000.0,5783331300.0,6140370000.0,8672682000.0,5950942000.0,5056536600.0,6247575600.0,8386048000.0,7561711000.0,8361421000.0,5740269600.0,7769122000.0,6095264300.0,6705125000.0,7295755300.0,6424275500.0
2096.0,4453982700.0,5591937000.0,5244185600.0,6158225400.0,8652668000.0,5789257700.0,5088016400.0,6752542700.0,8343842300.0,7736974300.0,8481259500.0,5745778000.0,8011501600.0,6225542700.0,7276849000.0,7255402000.0,6412173300.0
2097.0,4480190500.0,5447660500.0,5282917400.0,6022397400.0,8669456000.0,5837407700.0,5016108000.0,6422692000.0,8515538400.0,7472455700.0,8453836000.0,6078070300.0,7754205700.0,6259093000.0,6878476000.0,7319615000.0,6425082400.0
2098.0,5771158500.0,5446874000.0,5488443000.0,6666107400.0,8612048000.0,5721780700.0,4980450300.0,6279313400.0,8448244700.0,7465061400.0,8312676400.0,5757672400.0,7909996000.0,6274192000.0,6821400600.0,7232916500.0,6313372000.0
2099.0,5058266600.0,5534247400.0,5144889000.0,6067207000.0,8634226000.0,5864284700.0,4942506000.0,6249343000.0,8390692000.0,7457462300.0,8256754000.0,5708145000.0,7847775000.0,6310693400.0,6728902700.0,7240179700.0,6275873000.0
2100.0,4603574300.0,5389580000.0,5210360300.0,6117142000.0,8858355000.0,5960469500.0,4927964700.0,6295258600.0,8484118500.0,7530064000.0,8552986000.0,6385293300.0,8085217000.0,6288771000.0,6668215300.0,7222902300.0,6249772000.0
