time,ACCESS-CM2,CESM2-WACCM,NORESM2-MM,GFDL-ESM4,CANESM5,EC-EARTH3-VEG,IPSL-CM6A-LR,MPI-ESM1-2-HR,CMCC-CM2-SR5,INM-CM5-0,CESM2,BCC-CSM2-MR,MRI-ESM2-0,EC-EARTH3,TAIESM1,INM-CM4-8,ACCESS-ESM1-5,CAMS-CSM1-0,FGOALS-F3-L
2021.0,87504180000.0,87644720000.0,87372470000.0,87837385000.0,88248880000.0,87628005000.0,87402635000.0,87678470000.0,87746400000.0,87355064000.0,87570970000.0,87523950000.0,87399700000.0,87448700000.0,87309200000.0,87594220000.0,87585020000.0,87471890000.0,88064180000.0
2022.0,87249470000.0,87369105000.0,87275815000.0,87903370000.0,87528420000.0,87346580000.0,87453190000.0,87518134000.0,87343686000.0,87229660000.0,87423810000.0,87187370000.0,87255500000.0,87294380000.0,87026420000.0,87302020000.0,87338910000.0,87249180000.0,87484015000.0
2023.0,87228424000.0,87281040000.0,87100520000.0,87489225000.0,87624860000.0,87288900000.0,87043360000.0,87177675000.0,87251720000.0,87447134000.0,87234855000.0,86940860000.0,86928744000.0,87344700000.0,86954020000.0,87175220000.0,87201340000.0,87052130000.0,87321520000.0
2024.0,86935650000.0,87179980000.0,87487400000.0,87081860000.0,86965900000.0,86916874000.0,87086105000.0,87113180000.0,87124810000.0,87140410000.0,86972780000.0,87163760000.0,86791586000.0,86983210000.0,86782220000.0,86971680000.0,87170620000.0,86963740000.0,87283384000.0
2025.0,86774660000.0,86871090000.0,86996180000.0,86884820000.0,86666300000.0,86808450000.0,87217030000.0,86931850000.0,87288400000.0,86813410000.0,86804775000.0,86830460000.0,86773630000.0,86847410000.0,86624630000.0,87312780000.0,86889950000.0,86818450000.0,87128650000.0
2026.0,87686560000.0,86760650000.0,86697120000.0,86787760000.0,86530920000.0,86596714000.0,86789760000.0,86819940000.0,86985810000.0,87003660000.0,86632120000.0,86655380000.0,86487800000.0,87199556000.0,86520865000.0,86962184000.0,86882500000.0,86611360000.0,87439760000.0
2027.0,86816555000.0,86781714000.0,86517720000.0,86992070000.0,86554800000.0,86537250000.0,86682370000.0,87010165000.0,86768730000.0,87015420000.0,86419950000.0,86580070000.0,86579100000.0,86472930000.0,86292690000.0,86539390000.0,86647170000.0,86544670000.0,86835420000.0
2028.0,86592635000.0,86767400000.0,86319300000.0,86921126000.0,86130180000.0,86326936000.0,86496980000.0,86661080000.0,86590550000.0,86619595000.0,86283610000.0,86653755000.0,86440880000.0,86346870000.0,86071070000.0,86649220000.0,86459410000.0,86488334000.0,86603800000.0
2029.0,86333330000.0,86342600000.0,86335690000.0,86482000000.0,85908140000.0,86035380000.0,86225990000.0,86773230000.0,86470230000.0,86500440000.0,86410340000.0,86696050000.0,86201850000.0,86081544000.0,85894260000.0,86251725000.0,86333940000.0,86284890000.0,86522634000.0
2030.0,86089030000.0,86237880000.0,86016980000.0,86144295000.0,85790070000.0,85927910000.0,86070240000.0,86707995000.0,86214030000.0,86168080000.0,86117384000.0,86021950000.0,86038420000.0,85853100000.0,85551170000.0,85945160000.0,86092520000.0,86098820000.0,86386440000.0
2031.0,85812720000.0,85993410000.0,85832880000.0,85964400000.0,85697370000.0,85697480000.0,86227620000.0,86286115000.0,86057440000.0,86027460000.0,85761700000.0,85976965000.0,85774560000.0,85469520000.0,85210880000.0,85899490000.0,85932160000.0,86027320000.0,86279110000.0
2032.0,85598230000.0,85930070000.0,85640010000.0,85751860000.0,85075210000.0,85872290000.0,85585430000.0,86099075000.0,85869896000.0,85568406000.0,85551380000.0,85731000000.0,85481415000.0,85357126000.0,84945430000.0,85585610000.0,85754860000.0,86311320000.0,86182140000.0
2033.0,85508240000.0,85611315000.0,85652770000.0,85525040000.0,85149370000.0,85326586000.0,85316076000.0,86518230000.0,85611400000.0,85297350000.0,85280915000.0,85497290000.0,85349600000.0,84955020000.0,84624155000.0,85596690000.0,85536506000.0,85934900000.0,85818370000.0
2034.0,85483230000.0,85365130000.0,85248156000.0,85401820000.0,84516380000.0,85078970000.0,85056730000.0,86836250000.0,85291510000.0,85298330000.0,85047070000.0,85291240000.0,85002830000.0,84765500000.0,84097090000.0,85168130000.0,85191470000.0,85570810000.0,85598630000.0
2035.0,84986660000.0,85258690000.0,85118220000.0,85601920000.0,84357140000.0,84748320000.0,85085300000.0,86184470000.0,85103610000.0,85003715000.0,84807450000.0,85431580000.0,84773570000.0,84190940000.0,83681255000.0,84993830000.0,84953710000.0,85393800000.0,85344485000.0
2036.0,84809860000.0,85325150000.0,84886740000.0,85381270000.0,83772000000.0,84390470000.0,84819930000.0,85870310000.0,84810080000.0,84597650000.0,84812300000.0,85807866000.0,84732215000.0,83959685000.0,83244070000.0,84688520000.0,84819090000.0,85188076000.0,85670770000.0
2037.0,84349680000.0,84890370000.0,84754260000.0,85339140000.0,83450220000.0,84046510000.0,84613770000.0,85524210000.0,84562140000.0,84307560000.0,84500590000.0,84962970000.0,84393360000.0,83524575000.0,82620110000.0,84425470000.0,84527660000.0,85020760000.0,85213720000.0
2038.0,84008970000.0,84591710000.0,84395330000.0,85943400000.0,83227400000.0,83748800000.0,84427270000.0,85350210000.0,84155060000.0,84038860000.0,84078290000.0,84830010000.0,83957290000.0,83044114000.0,82148000000.0,84115720000.0,84437970000.0,84637000000.0,85229300000.0
2039.0,83755510000.0,84289110000.0,84378120000.0,84720640000.0,83047420000.0,83386760000.0,83862310000.0,85134170000.0,83799680000.0,83728600000.0,83702440000.0,84596790000.0,83680610000.0,82757510000.0,81771300000.0,84063400000.0,84140245000.0,84500690000.0,84912380000.0
2040.0,83393085000.0,83908770000.0,83970990000.0,85025890000.0,82365800000.0,83078840000.0,84775760000.0,84878930000.0,83600700000.0,83522240000.0,83295290000.0,84386250000.0,83736730000.0,82181970000.0,81064160000.0,83770260000.0,83828130000.0,84335804000.0,84808510000.0
2041.0,83164950000.0,83630500000.0,83652310000.0,84110830000.0,81813630000.0,82525380000.0,84084154000.0,84916630000.0,83481650000.0,83094640000.0,82952650000.0,84049740000.0,83077470000.0,81582080000.0,80304260000.0,83363150000.0,83498070000.0,83941620000.0,85087035000.0
2042.0,82799220000.0,83431195000.0,83422200000.0,83793120000.0,81176400000.0,82054880000.0,83363140000.0,85918160000.0,82977500000.0,82821280000.0,82513540000.0,83729050000.0,82850365000.0,80914820000.0,79419890000.0,82936030000.0,83333865000.0,83697435000.0,84216150000.0
2043.0,82438000000.0,82975056000.0,83056560000.0,83541600000.0,81697660000.0,81442505000.0,82730470000.0,84906090000.0,82470306000.0,82689610000.0,82177870000.0,83579570000.0,82339504000.0,80314640000.0,78623660000.0,82607950000.0,83273105000.0,83465130000.0,83959800000.0
2044.0,82025180000.0,82766954000.0,82631770000.0,83058340000.0,80179410000.0,80810615000.0,82592270000.0,84686545000.0,81903380000.0,82446520000.0,81753735000.0,83422660000.0,81825866000.0,79695220000.0,78090620000.0,82133330000.0,82746860000.0,83229120000.0,83688640000.0
2045.0,81641250000.0,82125310000.0,82285150000.0,83055980000.0,79667400000.0,80356450000.0,82367136000.0,84421260000.0,81561666000.0,81931985000.0,81352280000.0,82933250000.0,81415620000.0,79121330000.0,77285030000.0,81733730000.0,82390750000.0,82975270000.0,83269750000.0
2046.0,81120666000.0,81621790000.0,81989490000.0,82497266000.0,78904320000.0,79827240000.0,81698290000.0,85003665000.0,81006290000.0,81444280000.0,80942790000.0,83217820000.0,80894450000.0,78315840000.0,76446880000.0,81436025000.0,82096180000.0,82831960000.0,82953950000.0
2047.0,81153884000.0,81184410000.0,81537790000.0,82220270000.0,78021700000.0,79307270000.0,81219710000.0,83884790000.0,80451720000.0,81070916000.0,80491310000.0,82582200000.0,80345090000.0,77490060000.0,75481010000.0,80913890000.0,81589630000.0,82656010000.0,82650910000.0
2048.0,80415150000.0,80872866000.0,81168760000.0,81963475000.0,77406990000.0,78677524000.0,80835340000.0,83867970000.0,79858350000.0,80788234000.0,79883630000.0,82571260000.0,79724995000.0,76835330000.0,74544720000.0,80539900000.0,81287870000.0,82227780000.0,82274075000.0
2049.0,79918785000.0,80320950000.0,80697885000.0,81579210000.0,76680815000.0,78065435000.0,80128780000.0,83267980000.0,79235610000.0,80390190000.0,79565690000.0,82163610000.0,79189650000.0,76213740000.0,73537770000.0,79977595000.0,80954750000.0,82672480000.0,82085810000.0
2050.0,79387460000.0,79749010000.0,80283980000.0,81888600000.0,76031310000.0,77490520000.0,79645930000.0,83053110000.0,78604820000.0,79927000000.0,78895970000.0,81577560000.0,78601175000.0,75452560000.0,72359076000.0,79431926000.0,80536320000.0,81958584000.0,81788310000.0
2051.0,79147430000.0,79436990000.0,79773490000.0,82076670000.0,75248290000.0,76797470000.0,79393650000.0,82662244000.0,78045440000.0,79565800000.0,78264370000.0,81097550000.0,78077310000.0,74660550000.0,71180330000.0,78896350000.0,80121360000.0,81580150000.0,81177870000.0
2052.0,78538530000.0,78726250000.0,79472400000.0,80956720000.0,74391320000.0,76145450000.0,78913495000.0,82472800000.0,77349495000.0,79036720000.0,77820895000.0,81236200000.0,77527820000.0,73812620000.0,69937050000.0,78345820000.0,79593300000.0,81619250000.0,80643010000.0
2053.0,78039106000.0,78190750000.0,79031960000.0,80415785000.0,73658920000.0,75450840000.0,78141310000.0,82761500000.0,76973300000.0,78679820000.0,77095700000.0,80405190000.0,76943760000.0,72972050000.0,68779420000.0,77726690000.0,79174360000.0,81139200000.0,80321780000.0
2054.0,77602700000.0,77613470000.0,78578510000.0,80341950000.0,72903115000.0,74564805000.0,77478430000.0,81962344000.0,76157270000.0,78149480000.0,76520390000.0,80063860000.0,76306330000.0,72162100000.0,67553650000.0,77271210000.0,78726700000.0,80873824000.0,79999440000.0
2055.0,77162316000.0,76926484000.0,78061020000.0,79689760000.0,72068680000.0,73715870000.0,76705100000.0,81479110000.0,75390520000.0,77769070000.0,75855950000.0,79646830000.0,75603230000.0,71185320000.0,66066014000.0,76812345000.0,78075950000.0,80609460000.0,79586680000.0
2056.0,76653535000.0,76704880000.0,77815140000.0,80028850000.0,71258900000.0,72725350000.0,75966790000.0,81138760000.0,74646130000.0,77286285000.0,75102650000.0,79270490000.0,75098825000.0,70346720000.0,64610580000.0,76082920000.0,77496190000.0,80141640000.0,79107010000.0
2057.0,76044980000.0,75997260000.0,77292900000.0,78869170000.0,70344490000.0,71906530000.0,75222030000.0,80918930000.0,73899240000.0,76718100000.0,74281770000.0,79070330000.0,74558900000.0,69542750000.0,63393050000.0,75402670000.0,76918750000.0,79859925000.0,78901050000.0
2058.0,75553140000.0,75486550000.0,76809404000.0,78710540000.0,69558170000.0,71050340000.0,74617496000.0,80654565000.0,73225220000.0,76230570000.0,73529580000.0,78578475000.0,73908590000.0,68597723000.0,62249275000.0,74814590000.0,76395630000.0,79591060000.0,78475300000.0
2059.0,75164410000.0,74892580000.0,76308080000.0,78052975000.0,68807550000.0,70131500000.0,74396830000.0,80268250000.0,72330430000.0,75886125000.0,72790620000.0,78141390000.0,73311100000.0,67620210000.0,60983493000.0,74068140000.0,76012300000.0,79179920000.0,78196960000.0
2060.0,74622730000.0,74103620000.0,75858305000.0,77473740000.0,67828010000.0,69160150000.0,73451680000.0,79859610000.0,71662174000.0,75742400000.0,71741190000.0,77739024000.0,72708700000.0,66785160000.0,59631276000.0,73524610000.0,75386225000.0,78813500000.0,77955740000.0
2061.0,73991360000.0,73364580000.0,75387640000.0,77246250000.0,66958893000.0,68309115000.0,72690426000.0,79523550000.0,70949590000.0,75005650000.0,71130830000.0,77202650000.0,71825360000.0,65858363000.0,58351980000.0,73369444000.0,74652025000.0,78681735000.0,77924470000.0
2062.0,73361000000.0,72827140000.0,74947720000.0,76843330000.0,65829994000.0,67469470000.0,73173960000.0,79230830000.0,70153290000.0,75907760000.0,70161560000.0,77662230000.0,71112820000.0,64914305000.0,56902676000.0,73041035000.0,74082550000.0,78176880000.0,77154730000.0
2063.0,72800160000.0,72020290000.0,74444070000.0,76276390000.0,64920610000.0,66503380000.0,71622730000.0,78789870000.0,69236500000.0,74661250000.0,69304750000.0,76957320000.0,70535050000.0,63953060000.0,55947416000.0,72552520000.0,73414190000.0,77986546000.0,76671890000.0
2064.0,72168440000.0,71316020000.0,73846505000.0,76006110000.0,63909007000.0,65677580000.0,70776530000.0,78472910000.0,68129788000.0,73787515000.0,68285563000.0,76406776000.0,69742410000.0,62954136000.0,54672500000.0,71828250000.0,72860260000.0,77413750000.0,76299960000.0
2065.0,71533510000.0,70624870000.0,73456165000.0,75682630000.0,62898320000.0,64579950000.0,70104410000.0,77992150000.0,66944290000.0,73235390000.0,67309674000.0,75590150000.0,69460090000.0,61921330000.0,53352645000.0,70828660000.0,72251064000.0,77167526000.0,75820245000.0
2066.0,71248360000.0,69834900000.0,72754900000.0,74978480000.0,61792140000.0,63421260000.0,69357120000.0,77569820000.0,65815860000.0,72792924000.0,66434700000.0,74930870000.0,68928586000.0,61057480000.0,52054974000.0,70203290000.0,71775610000.0,76885510000.0,75107630000.0
2067.0,70486270000.0,69230020000.0,72197750000.0,75070460000.0,61023015000.0,62179180000.0,68825410000.0,77103050000.0,64815030000.0,72287060000.0,65447875000.0,74271960000.0,68201583000.0,60026360000.0,50840007000.0,69615920000.0,71112155000.0,76519694000.0,74601230000.0
2068.0,69956780000.0,68665483000.0,71464460000.0,74160100000.0,60138450000.0,61135390000.0,67940954000.0,76660990000.0,63563588000.0,71797826000.0,64653976000.0,73745560000.0,67477144000.0,58940473000.0,49741402000.0,68978320000.0,70686260000.0,76268940000.0,74375030000.0
2069.0,69110030000.0,67614440000.0,70948725000.0,73711830000.0,59043516000.0,59969155000.0,67397440000.0,76245210000.0,62118050000.0,71680836000.0,63635150000.0,73259440000.0,66853695000.0,57812115000.0,48452497000.0,68306293000.0,70119080000.0,75828450000.0,73743930000.0
2070.0,68629127000.0,66709260000.0,70354756000.0,73254820000.0,58065860000.0,58720772000.0,66619270000.0,76015800000.0,60965770000.0,71039250000.0,62778210000.0,72722280000.0,66221916000.0,56613695000.0,47308866000.0,67586290000.0,69384090000.0,75641260000.0,73224240000.0
2071.0,68085866000.0,65966830000.0,69630050000.0,73604964000.0,57015976000.0,57631773000.0,66581560000.0,75636510000.0,60116830000.0,70411985000.0,61810640000.0,72022114000.0,65423700000.0,55563567000.0,46146097000.0,67059474000.0,68710453000.0,75166106000.0,72987795000.0
2072.0,67290260000.0,65309237000.0,69004650000.0,72549210000.0,55845585000.0,56252770000.0,65212113000.0,75116550000.0,59126948000.0,69742090000.0,61098836000.0,71471460000.0,64561740000.0,54483063000.0,44787450000.0,66207450000.0,68091000000.0,74650760000.0,72025560000.0
2073.0,66440100000.0,64323633000.0,68258100000.0,72146070000.0,54908908000.0,54999405000.0,65443610000.0,74900430000.0,57749400000.0,69377710000.0,59970950000.0,70881550000.0,63848088000.0,53429117000.0,43643044000.0,65517380000.0,67366965000.0,74723630000.0,71614005000.0
2074.0,65838200000.0,63368094000.0,67715220000.0,71808790000.0,53839010000.0,53727437000.0,63892898000.0,74511980000.0,56625070000.0,69351770000.0,59020194000.0,70174910000.0,62980130000.0,52211340000.0,42271547000.0,64793060000.0,66557420000.0,73976180000.0,70871440000.0
2075.0,64947073000.0,62409814000.0,67032900000.0,71223710000.0,52832915000.0,52463264000.0,63164514000.0,73810150000.0,55281435000.0,68259430000.0,57878730000.0,69557280000.0,62223622000.0,50842202000.0,40818393000.0,64746975000.0,65824338000.0,73600480000.0,70280980000.0
2076.0,64195092000.0,61474775000.0,66551054000.0,70957160000.0,51604390000.0,51047880000.0,62316216000.0,73189286000.0,54098428000.0,67611165000.0,56792810000.0,69299855000.0,61483282000.0,49690070000.0,39745032000.0,63589480000.0,65131560000.0,73153446000.0,69545030000.0
2077.0,63891145000.0,60598480000.0,65758614000.0,70390374000.0,50463980000.0,49566654000.0,61374450000.0,72618930000.0,53144682000.0,67061436000.0,55579100000.0,68522578000.0,60597543000.0,48296727000.0,38467330000.0,62977580000.0,64526496000.0,73307350000.0,68853390000.0
2078.0,62726060000.0,59316020000.0,65043263000.0,70127370000.0,49435288000.0,48000740000.0,60560210000.0,72128820000.0,51601367000.0,66634826000.0,54576460000.0,67956780000.0,59996033000.0,47016720000.0,37284155000.0,62508274000.0,63893040000.0,73716610000.0,68352283000.0
2079.0,61806110000.0,58105940000.0,64226857000.0,69506770000.0,48200810000.0,46618456000.0,59837110000.0,71765670000.0,50174130000.0,66012873000.0,53362913000.0,67119227000.0,58943574000.0,45827834000.0,36151390000.0,61597180000.0,63186740000.0,72659520000.0,67703170000.0
2080.0,60877476000.0,57006887000.0,63295420000.0,69313225000.0,47177576000.0,45234060000.0,59185760000.0,71293090000.0,48373870000.0,65490993000.0,52203807000.0,66499015000.0,58066280000.0,44364906000.0,35022580000.0,61239620000.0,62371684000.0,71827020000.0,66948567000.0
2081.0,60064383000.0,56099170000.0,62513684000.0,68544377000.0,46080246000.0,43319296000.0,58224607000.0,70681270000.0,47037587000.0,65059230000.0,50910274000.0,65828336000.0,57229030000.0,43000783000.0,33847933000.0,60570760000.0,61659886000.0,71956970000.0,66217206000.0
2082.0,59107570000.0,54869594000.0,61711300000.0,68329820000.0,44911690000.0,41762943000.0,57249206000.0,70269395000.0,45655007000.0,64543640000.0,49745687000.0,65150100000.0,56329757000.0,41475100000.0,32523637000.0,60054065000.0,60868846000.0,71526280000.0,65763946000.0
2083.0,58237473000.0,53733286000.0,60868020000.0,67689554000.0,44065870000.0,40243237000.0,56336400000.0,70002450000.0,44367053000.0,63869886000.0,48477360000.0,64287326000.0,55763567000.0,40113270000.0,31256115000.0,59232637000.0,59939020000.0,70879320000.0,64773320000.0
2084.0,57411383000.0,52578580000.0,59982070000.0,67020763000.0,42983256000.0,38649420000.0,55594807000.0,69125830000.0,42952690000.0,63147397000.0,47454798000.0,63358415000.0,54878704000.0,38347596000.0,29850876000.0,58477890000.0,59137960000.0,70456025000.0,64089290000.0
2085.0,56838920000.0,51501750000.0,59117670000.0,66551650000.0,41985510000.0,36901090000.0,55170044000.0,68924190000.0,41447375000.0,62492750000.0,46368604000.0,62655988000.0,53996597000.0,36898770000.0,28616438000.0,58186596000.0,58313036000.0,70212880000.0,63155565000.0
2086.0,55920130000.0,50208236000.0,58228340000.0,66056045000.0,40871555000.0,35453120000.0,54346256000.0,68073150000.0,39992996000.0,61790564000.0,45181915000.0,61912568000.0,52950716000.0,35470516000.0,27403039000.0,57505540000.0,57737020000.0,69728770000.0,62319264000.0
2087.0,55067197000.0,49223143000.0,57397350000.0,66262843000.0,39724913000.0,33977758000.0,53249750000.0,68398076000.0,38655480000.0,61308363000.0,43961623000.0,60912525000.0,51911110000.0,33484272000.0,25966082000.0,57213334000.0,56944360000.0,69192730000.0,61675995000.0
2088.0,54176215000.0,47870930000.0,56530063000.0,65394045000.0,38656946000.0,32410272000.0,52415830000.0,67148075000.0,37176790000.0,60478427000.0,42970740000.0,60095530000.0,50863624000.0,31624489000.0,24901315000.0,57077690000.0,55774660000.0,68675944000.0,60906610000.0
2089.0,53585113000.0,46957072000.0,55784174000.0,66080250000.0,37575123000.0,30492305000.0,51668275000.0,66604980000.0,35772210000.0,59844157000.0,41888720000.0,59339952000.0,49627603000.0,29919450000.0,23701666000.0,56179487000.0,54677037000.0,68331960000.0,60688015000.0
2090.0,52637610000.0,45973012000.0,54846460000.0,64593228000.0,36528357000.0,28870646000.0,50477980000.0,69254500000.0,34352982000.0,59251750000.0,40949068000.0,58389328000.0,48533185000.0,28390496000.0,22696843000.0,55524520000.0,53916815000.0,68029866000.0,59524313000.0
2091.0,51631580000.0,44784940000.0,53683094000.0,64967897000.0,35521155000.0,27198880000.0,49264290000.0,66229970000.0,33184283000.0,58525995000.0,40047784000.0,57573073000.0,47471858000.0,26463530000.0,21576798000.0,55732457000.0,52990333000.0,67726328000.0,58731540000.0
2092.0,50815037000.0,43521870000.0,52723806000.0,63674780000.0,34677190000.0,25482992000.0,48148226000.0,65246930000.0,31961252000.0,58059997000.0,38755914000.0,56767853000.0,46418280000.0,24910895000.0,20482126000.0,54743290000.0,52034245000.0,67574240000.0,58078413000.0
2093.0,49876710000.0,42353242000.0,51764900000.0,62756205000.0,33633956000.0,23909652000.0,47098917000.0,64739670000.0,30812555000.0,57658780000.0,37741170000.0,55969006000.0,45444166000.0,23535708000.0,19617735000.0,54167065000.0,51099955000.0,67009650000.0,57059090000.0
2094.0,49024352000.0,40984190000.0,50944995000.0,62184550000.0,32730012000.0,22389613000.0,46452097000.0,64109060000.0,29947963000.0,57029485000.0,36531696000.0,55290830000.0,44850995000.0,22205774000.0,18821456000.0,53520314000.0,50175676000.0,66698090000.0,57219584000.0
2095.0,48057890000.0,39863095000.0,50063938000.0,61761530000.0,31903994000.0,20931070000.0,45973967000.0,64171000000.0,28895197000.0,56464003000.0,35489276000.0,54407920000.0,43891843000.0,20919486000.0,18042900000.0,53146450000.0,49314402000.0,66391597000.0,56287453000.0
2096.0,47131054000.0,38673187000.0,49154700000.0,61074100000.0,30756043000.0,19467262000.0,44946457000.0,64315564000.0,27649884000.0,55962395000.0,34560430000.0,53774725000.0,42902594000.0,19577470000.0,17268908000.0,52417580000.0,48567607000.0,66156974000.0,55058070000.0
2097.0,46286176000.0,37607460000.0,48200962000.0,60398936000.0,29736364000.0,18174080000.0,44034390000.0,63434154000.0,26584158000.0,55573740000.0,33617910000.0,52963803000.0,41894660000.0,18350811000.0,16549674000.0,51820286000.0,47563150000.0,65674450000.0,54315720000.0
