time,INM-CM4-8,CAMS-CSM1-0,ACCESS-ESM1-5,BCC-CSM2-MR,EC-EARTH3,MRI-ESM2-0,FGOALS-F3-L,GFDL-ESM4,NORESM2-MM,EC-EARTH3-VEG,CANESM5,CESM2-WACCM,ACCESS-CM2,CESM2,INM-CM5-0,IPSL-CM6A-LR,MPI-ESM1-2-HR
2013.0,88050020000.0,88050020000.0,88050020000.0,88050020000.0,88050020000.0,88050020000.0,88050020000.0,88050020000.0,88050020000.0,88050020000.0,88050020000.0,88050020000.0,88050020000.0,88050020000.0,88050020000.0,88050020000.0,88050020000.0
2014.0,88733460000.0,88733460000.0,88733460000.0,88733460000.0,88733460000.0,88733460000.0,88733460000.0,88733460000.0,88733460000.0,88733460000.0,88733460000.0,88733460000.0,88733460000.0,88733460000.0,88733460000.0,88733460000.0,88733460000.0
2015.0,87949115000.0,87949115000.0,87949115000.0,87949115000.0,87949115000.0,87949115000.0,87949115000.0,87949115000.0,87949115000.0,87949115000.0,87949115000.0,87949115000.0,87949115000.0,87949115000.0,87949115000.0,87949115000.0,87949115000.0
2016.0,89161200000.0,89161200000.0,89161200000.0,89161200000.0,89161200000.0,89161200000.0,89161200000.0,89161200000.0,89161200000.0,89161200000.0,89161200000.0,89161200000.0,89161200000.0,89161200000.0,89161200000.0,89161200000.0,89161200000.0
2017.0,87986230000.0,87986230000.0,87986230000.0,87986230000.0,87986230000.0,87986230000.0,87986230000.0,87986230000.0,87986230000.0,87986230000.0,87986230000.0,87986230000.0,87986230000.0,87986230000.0,87986230000.0,87986230000.0,87986230000.0
2018.0,87848485000.0,87848485000.0,87848485000.0,87848485000.0,87848485000.0,87848485000.0,87848485000.0,87848485000.0,87848485000.0,87848485000.0,87848485000.0,87848485000.0,87848485000.0,87848485000.0,87848485000.0,87848485000.0,87848485000.0
2019.0,89603490000.0,89603490000.0,89603490000.0,89603490000.0,89603490000.0,89603490000.0,89603490000.0,89603490000.0,89603490000.0,89603490000.0,89603490000.0,89603490000.0,89603490000.0,89603490000.0,89603490000.0,89603490000.0,89603490000.0
2020.0,87657500000.0,87657500000.0,87657500000.0,87657500000.0,87657500000.0,87657500000.0,87657500000.0,87657500000.0,87657500000.0,87657500000.0,87657500000.0,87657500000.0,87657500000.0,87657500000.0,87657500000.0,87657500000.0,87657500000.0
2021.0,87717950000.0,87446520000.0,87535520000.0,87547830000.0,87464110000.0,87237200000.0,87449750000.0,89423000000.0,87366860000.0,87717120000.0,87404810000.0,87330210000.0,87401290000.0,87379680000.0,87496425000.0,87654375000.0,87400860000.0
2022.0,87441500000.0,87360430000.0,87388430000.0,87821640000.0,87731810000.0,87112790000.0,87273100000.0,87567970000.0,87424760000.0,88099150000.0,88292020000.0,87230490000.0,87120250000.0,87194010000.0,87514540000.0,87370330000.0,88768340000.0
2023.0,87961510000.0,87471120000.0,87215000000.0,87333670000.0,87088520000.0,86855350000.0,87313220000.0,87287685000.0,87245390000.0,87345594000.0,87616225000.0,87460550000.0,86990020000.0,87076310000.0,87931630000.0,87214670000.0,88671990000.0
2024.0,87364730000.0,87076990000.0,87108760000.0,88408334000.0,86702090000.0,86722780000.0,87190350000.0,87372320000.0,86991980000.0,87210780000.0,87486630000.0,86991470000.0,87474760000.0,86929470000.0,87268360000.0,87613960000.0,87868680000.0
2025.0,87024060000.0,87021430000.0,86985790000.0,87851870000.0,86781575000.0,86455755000.0,86873055000.0,87831840000.0,86790720000.0,87015070000.0,86999640000.0,86745465000.0,87116940000.0,86908910000.0,87302120000.0,86985210000.0,87275450000.0
2026.0,86800400000.0,87079180000.0,86800120000.0,87248130000.0,86373680000.0,86225486000.0,86860100000.0,87191440000.0,86713750000.0,86961240000.0,86722830000.0,86546694000.0,87324310000.0,86696940000.0,86811300000.0,86871800000.0,87121945000.0
2027.0,86700770000.0,87105210000.0,86773040000.0,87016595000.0,86117440000.0,86017050000.0,86719545000.0,86895485000.0,86491980000.0,86649676000.0,86515925000.0,86304130000.0,86902780000.0,86565050000.0,86957965000.0,87038240000.0,86990130000.0
2028.0,86537390000.0,86694540000.0,86443470000.0,86891510000.0,85787770000.0,85736950000.0,88242020000.0,86683040000.0,86368210000.0,86482490000.0,86832366000.0,86161695000.0,86618330000.0,86508890000.0,86806110000.0,86665260000.0,86762580000.0
2029.0,86360940000.0,86552130000.0,86317450000.0,86770800000.0,85426020000.0,85521130000.0,87091440000.0,86508904000.0,86131240000.0,86405060000.0,86339760000.0,86080200000.0,86270540000.0,86305650000.0,86485590000.0,86719260000.0,86837264000.0
2030.0,86181770000.0,86294430000.0,86127970000.0,86553350000.0,85081190000.0,85288620000.0,86603860000.0,86392790000.0,86044350000.0,86275490000.0,86092950000.0,85861270000.0,86202786000.0,86222720000.0,86453970000.0,86417150000.0,86459180000.0
2031.0,86195410000.0,86162120000.0,86011126000.0,86354620000.0,84754506000.0,85004670000.0,86367050000.0,86267770000.0,85806080000.0,86343850000.0,85864060000.0,85615680000.0,85837100000.0,86017610000.0,86193190000.0,86786376000.0,86373300000.0
2032.0,85781570000.0,86046515000.0,85927150000.0,86535610000.0,84335485000.0,84659870000.0,86160835000.0,86676980000.0,85654190000.0,85955630000.0,85626855000.0,85354790000.0,85590480000.0,85799444000.0,85833015000.0,86698180000.0,86493080000.0
2033.0,85712050000.0,85966520000.0,85748556000.0,86063825000.0,83968330000.0,84913100000.0,85909290000.0,86329360000.0,86092464000.0,85820850000.0,85274280000.0,85245305000.0,86425420000.0,85606105000.0,85620210000.0,85963870000.0,86274140000.0
2034.0,85461940000.0,85706800000.0,85689950000.0,86495945000.0,83563430000.0,84303630000.0,86239440000.0,85847910000.0,85879610000.0,85488050000.0,85060680000.0,85143765000.0,85948760000.0,85402290000.0,85311980000.0,85870940000.0,85933850000.0
2035.0,85868950000.0,86096970000.0,85382410000.0,86210200000.0,83204220000.0,83859400000.0,85798820000.0,85520500000.0,85302560000.0,85481740000.0,84651180000.0,84769096000.0,85235090000.0,85431080000.0,84999060000.0,85485910000.0,86487850000.0
2036.0,85263430000.0,85534660000.0,85132165000.0,85704794000.0,82889880000.0,83557290000.0,85422375000.0,85545850000.0,85009620000.0,84989210000.0,84322206000.0,84453150000.0,85314200000.0,85056610000.0,84846860000.0,85159670000.0,85979010000.0
2037.0,84890200000.0,85448690000.0,85386490000.0,85560460000.0,82453160000.0,83295560000.0,85363950000.0,86110770000.0,84732264000.0,84735730000.0,84026700000.0,84097370000.0,85266380000.0,84809466000.0,84535900000.0,85101220000.0,85898854000.0
2038.0,84678000000.0,85201890000.0,85170280000.0,85512440000.0,81872970000.0,82886890000.0,85473580000.0,85313450000.0,84539556000.0,84650740000.0,83634135000.0,83958710000.0,85282820000.0,84525580000.0,84357750000.0,84978024000.0,85706390000.0
2039.0,84394890000.0,85423570000.0,84946970000.0,85181380000.0,81380030000.0,82753050000.0,85231215000.0,84898095000.0,84293220000.0,84627276000.0,83191540000.0,83651530000.0,84481384000.0,84675350000.0,83920470000.0,84682030000.0,85976924000.0
2040.0,84291340000.0,84849200000.0,84751020000.0,85637520000.0,80747530000.0,82367290000.0,84864960000.0,84634575000.0,84157450000.0,84372980000.0,82864000000.0,83274170000.0,84263230000.0,84092160000.0,83573750000.0,84425245000.0,85407270000.0
2041.0,83845505000.0,84575265000.0,84574770000.0,86267760000.0,80292086000.0,82057200000.0,84840790000.0,85239750000.0,83902030000.0,84142500000.0,82444830000.0,82884130000.0,83794430000.0,84035910000.0,83276010000.0,84842725000.0,85887885000.0
2042.0,83731190000.0,84797050000.0,84297690000.0,85840870000.0,79862040000.0,81945340000.0,84710050000.0,84673770000.0,83820904000.0,83923100000.0,81986650000.0,82739175000.0,83454530000.0,83545145000.0,82948640000.0,84182640000.0,85394915000.0
2043.0,83401530000.0,84277620000.0,84433130000.0,84898430000.0,79301900000.0,82381955000.0,84560270000.0,85236810000.0,83344695000.0,83554960000.0,81778150000.0,82242640000.0,83218840000.0,83367160000.0,82816580000.0,84632610000.0,85660934000.0
2044.0,83104470000.0,84028950000.0,83799010000.0,84621206000.0,78582710000.0,81859900000.0,84362920000.0,84754710000.0,82979560000.0,83293700000.0,81318280000.0,82102310000.0,82832890000.0,82917350000.0,82401200000.0,83789760000.0,85703980000.0
2045.0,82811390000.0,83960760000.0,83547570000.0,84710570000.0,78029460000.0,81083245000.0,83981574000.0,84088050000.0,82746600000.0,83080760000.0,80754420000.0,81699330000.0,82425800000.0,82664284000.0,81943250000.0,83775906000.0,85550735000.0
2046.0,82402360000.0,83647020000.0,83450630000.0,84572950000.0,77251250000.0,80465260000.0,84560110000.0,83531020000.0,82373580000.0,82913740000.0,80237945000.0,81291200000.0,82026820000.0,82243084000.0,81608160000.0,83972910000.0,85245210000.0
2047.0,82381490000.0,83415990000.0,83067410000.0,84342830000.0,76669700000.0,79902100000.0,83827760000.0,83678830000.0,82036924000.0,82566030000.0,79838585000.0,80885195000.0,81787126000.0,81838916000.0,81250500000.0,83370115000.0,84736210000.0
2048.0,81827730000.0,83216300000.0,82803220000.0,83957870000.0,75888910000.0,79667320000.0,83422450000.0,82969920000.0,82049210000.0,82476510000.0,79771120000.0,80453665000.0,81254790000.0,81498390000.0,80922620000.0,82781010000.0,84498360000.0
2049.0,81496450000.0,82919470000.0,83083180000.0,83721400000.0,75242440000.0,79602970000.0,83161660000.0,82777890000.0,81483560000.0,82192245000.0,79149530000.0,80049545000.0,80887276000.0,81246100000.0,80905680000.0,82441090000.0,84901940000.0
2050.0,81744580000.0,82525750000.0,82567050000.0,83468370000.0,74665670000.0,78973560000.0,83981754000.0,82548740000.0,81099890000.0,82172420000.0,78882010000.0,79573170000.0,80509180000.0,80738280000.0,80602570000.0,82135820000.0,84557980000.0
2051.0,81058400000.0,82348800000.0,82208980000.0,84191870000.0,74078280000.0,78619890000.0,82914270000.0,82270040000.0,80715550000.0,81508370000.0,78799454000.0,79244770000.0,80014020000.0,80249520000.0,80248350000.0,81827550000.0,83964630000.0
2052.0,80747410000.0,82317790000.0,82154030000.0,83400925000.0,73518130000.0,78611366000.0,82680365000.0,81933976000.0,80548070000.0,81224470000.0,78262560000.0,80186740000.0,79749644000.0,79840130000.0,79865230000.0,81245080000.0,83766390000.0
2053.0,80441440000.0,81714954000.0,81833210000.0,83096770000.0,72794080000.0,77945140000.0,82684220000.0,81755275000.0,80439290000.0,81030865000.0,77679430000.0,78972250000.0,79123775000.0,79320105000.0,79457900000.0,80910910000.0,83503910000.0
2054.0,80161220000.0,81533070000.0,81479090000.0,82651380000.0,72077844000.0,77478220000.0,82240410000.0,82348330000.0,79967210000.0,80484160000.0,76962800000.0,79458120000.0,78668130000.0,78739620000.0,79150520000.0,80667540000.0,83191120000.0
2055.0,79878820000.0,81306760000.0,81210120000.0,82346390000.0,71628920000.0,77072040000.0,81794950000.0,81873910000.0,79648340000.0,80022850000.0,76558360000.0,78588040000.0,78277304000.0,78394335000.0,78900100000.0,80486150000.0,83803095000.0
2056.0,79510520000.0,81080590000.0,81177060000.0,82827190000.0,71248210000.0,76943570000.0,81692120000.0,81487730000.0,79251200000.0,79755510000.0,76089336000.0,77974630000.0,77785070000.0,77902610000.0,78618560000.0,80015160000.0,82958510000.0
2057.0,79395860000.0,81124900000.0,81083120000.0,82160260000.0,71031950000.0,76340535000.0,81674805000.0,80895520000.0,78862560000.0,79571850000.0,75692080000.0,77968580000.0,77483430000.0,77711780000.0,78688450000.0,79911750000.0,82848790000.0
2058.0,78980874000.0,80619315000.0,80676620000.0,81713870000.0,69835510000.0,75812860000.0,81339870000.0,80648710000.0,78541350000.0,79159100000.0,75092100000.0,77724330000.0,77098730000.0,77206766000.0,77876160000.0,79468495000.0,82764180000.0
2059.0,78519040000.0,80166020000.0,80207454000.0,81503210000.0,69255260000.0,75483726000.0,81425420000.0,80362725000.0,78103860000.0,78672260000.0,74678340000.0,77475370000.0,76629920000.0,76475330000.0,77559130000.0,78905050000.0,82983100000.0
2060.0,78153785000.0,79784120000.0,80363184000.0,81653890000.0,68756685000.0,75242020000.0,80737630000.0,80442020000.0,77818290000.0,78445270000.0,73844060000.0,76621545000.0,76219750000.0,77031670000.0,77370740000.0,78437070000.0,82604660000.0
2061.0,78039690000.0,79635270000.0,80080370000.0,81230680000.0,68178940000.0,74878010000.0,80555440000.0,80025340000.0,77625385000.0,77899325000.0,73590510000.0,76402745000.0,75726420000.0,75590164000.0,76852390000.0,77956420000.0,82248130000.0
2062.0,77406160000.0,79246880000.0,79698300000.0,80963890000.0,67580416000.0,74582590000.0,80429450000.0,79829434000.0,77218540000.0,77631840000.0,72993360000.0,76037160000.0,75389090000.0,75058930000.0,76875710000.0,77556350000.0,81907390000.0
2063.0,77186200000.0,79186490000.0,79373300000.0,80759610000.0,66948813000.0,74039210000.0,80335540000.0,80047284000.0,76820046000.0,77059540000.0,72413270000.0,75562980000.0,75119670000.0,74433440000.0,76343255000.0,77159285000.0,82049950000.0
2064.0,77557514000.0,78923330000.0,78894590000.0,80623370000.0,66344677000.0,74976740000.0,80097230000.0,80493080000.0,76426420000.0,76928500000.0,72550090000.0,75326020000.0,74672280000.0,73908460000.0,76092190000.0,76695480000.0,81976910000.0
2065.0,76464720000.0,78616125000.0,78720040000.0,81273815000.0,65773003000.0,74446480000.0,79793310000.0,79562300000.0,76254130000.0,76605690000.0,71659220000.0,75783570000.0,74287440000.0,73686330000.0,76074344000.0,76504760000.0,81586230000.0
2066.0,75965180000.0,78544750000.0,78381100000.0,80376110000.0,65220874000.0,74083740000.0,80393860000.0,79156400000.0,75887230000.0,76169070000.0,70760260000.0,74858020000.0,74308630000.0,73248600000.0,76201140000.0,75766830000.0,81229570000.0
2067.0,75454095000.0,78340980000.0,78235600000.0,79975145000.0,64608810000.0,73547284000.0,80420040000.0,78892245000.0,75921110000.0,76082400000.0,70589120000.0,74423080000.0,73931735000.0,72685806000.0,75402854000.0,75252090000.0,81265370000.0
2068.0,75384460000.0,78336920000.0,77960280000.0,80104415000.0,64122960000.0,73365830000.0,79588420000.0,78535460000.0,75459930000.0,75577156000.0,70064595000.0,73984120000.0,73216300000.0,72093655000.0,74967650000.0,75077420000.0,81164620000.0
2069.0,74831580000.0,78287000000.0,77664190000.0,80137660000.0,63593705000.0,72517290000.0,79068860000.0,78728130000.0,74907000000.0,74974760000.0,69551530000.0,73911410000.0,73000940000.0,71733580000.0,74596940000.0,74476050000.0,80764890000.0
2070.0,74373270000.0,77626210000.0,77304970000.0,79740100000.0,62820670000.0,72179606000.0,79003900000.0,78318340000.0,74726010000.0,74852920000.0,68886995000.0,73818055000.0,72419960000.0,71722150000.0,74254750000.0,74011320000.0,80545110000.0
2071.0,74242780000.0,77324760000.0,77161680000.0,79207240000.0,62034694000.0,72402120000.0,78799350000.0,78018110000.0,74418040000.0,74243340000.0,68293200000.0,73416606000.0,72143790000.0,71510220000.0,73968630000.0,73596840000.0,80289190000.0
2072.0,74402780000.0,77491800000.0,76926510000.0,78832900000.0,61321440000.0,71777510000.0,78633660000.0,77679670000.0,74049520000.0,74138124000.0,67811470000.0,73270860000.0,71621990000.0,70554845000.0,73648150000.0,72924480000.0,79978650000.0
2073.0,73466410000.0,77422305000.0,76458620000.0,78599905000.0,60675863000.0,71688740000.0,78093115000.0,78283235000.0,73568715000.0,73530430000.0,67444970000.0,73210370000.0,71223820000.0,70168570000.0,73462520000.0,72336940000.0,79948030000.0
2074.0,73000255000.0,77146490000.0,76392930000.0,78223300000.0,60093456000.0,71127745000.0,77728490000.0,77273784000.0,73226920000.0,73110760000.0,66737123000.0,72400340000.0,70875640000.0,69379270000.0,73258590000.0,72899265000.0,79835450000.0
2075.0,72685700000.0,76512040000.0,75898610000.0,80600195000.0,59579482000.0,70773195000.0,77711890000.0,77164585000.0,72911266000.0,72819260000.0,66139525000.0,72018870000.0,70550040000.0,69053770000.0,73008440000.0,71826610000.0,79479750000.0
2076.0,72715520000.0,76463030000.0,76232340000.0,78197190000.0,58772234000.0,71489570000.0,77417360000.0,76938140000.0,72421700000.0,73283690000.0,65609970000.0,71801190000.0,70341124000.0,68417176000.0,72609180000.0,71176040000.0,79242740000.0
2077.0,72110140000.0,76886114000.0,75237700000.0,78176270000.0,58858656000.0,70621274000.0,77446480000.0,76726200000.0,72369690000.0,72114600000.0,65347420000.0,72647820000.0,70015160000.0,68016714000.0,72330010000.0,70843010000.0,79989210000.0
2078.0,73008914000.0,76845020000.0,74869965000.0,77790890000.0,58022920000.0,73869000000.0,77228860000.0,76796070000.0,71994520000.0,71547570000.0,64704864000.0,71320270000.0,69510510000.0,67770286000.0,71952000000.0,70273950000.0,79550340000.0
2079.0,71587140000.0,76463776000.0,74399930000.0,77421770000.0,57254310000.0,70854430000.0,77010830000.0,76519480000.0,71792960000.0,71343470000.0,64256336000.0,71382790000.0,68928070000.0,68051575000.0,71638560000.0,70281230000.0,78957230000.0
2080.0,71224885000.0,76030990000.0,74201375000.0,77389540000.0,56834160000.0,70858916000.0,76597670000.0,76148195000.0,71245910000.0,71192986000.0,64138360000.0,70383310000.0,68510290000.0,66884624000.0,71302810000.0,70292030000.0,78708730000.0
2081.0,70763610000.0,78069645000.0,73802890000.0,76826150000.0,56031638000.0,70641930000.0,77501330000.0,76347700000.0,70801646000.0,70700650000.0,63593906000.0,69853364000.0,68074690000.0,66100570000.0,71170730000.0,69214170000.0,78633000000.0
2082.0,70409340000.0,76893045000.0,73465970000.0,76564610000.0,55562396000.0,69629850000.0,77124805000.0,75744240000.0,70622720000.0,70145620000.0,62860902000.0,70132370000.0,67783040000.0,65623160000.0,72012950000.0,69620490000.0,78531430000.0
2083.0,70188130000.0,77644750000.0,73108230000.0,76331260000.0,55342133000.0,69063130000.0,76377360000.0,75337520000.0,70189570000.0,70274810000.0,62498650000.0,69475780000.0,68043866000.0,65103490000.0,70634316000.0,68413310000.0,78214380000.0
2084.0,69698690000.0,76228895000.0,73087310000.0,76321820000.0,54281843000.0,68875890000.0,76017885000.0,75094750000.0,69720630000.0,69383004000.0,62029672000.0,68956800000.0,67043520000.0,64772555000.0,70220930000.0,68128440000.0,77962170000.0
2085.0,69302215000.0,75513730000.0,72925350000.0,76480720000.0,53882110000.0,68755030000.0,75818074000.0,75356635000.0,69467950000.0,68818280000.0,61664750000.0,68364090000.0,66570600000.0,64415090000.0,70108400000.0,67804844000.0,77575380000.0
2086.0,68978040000.0,76045490000.0,72408040000.0,76466260000.0,53122028000.0,69234890000.0,75944040000.0,74712200000.0,69016750000.0,68203532000.0,61149010000.0,67928187000.0,67053960000.0,63997338000.0,69765130000.0,66978800000.0,77428440000.0
2087.0,68802750000.0,75480410000.0,72117790000.0,75575480000.0,52605694000.0,68482580000.0,75399140000.0,74792730000.0,69297275000.0,68043203000.0,60915020000.0,67401585000.0,65813910000.0,63487566000.0,69380480000.0,66606834000.0,77388130000.0
2088.0,68585650000.0,74793730000.0,71620256000.0,75216410000.0,52139560000.0,67834896000.0,75045970000.0,74597100000.0,68537594000.0,67242190000.0,60286284000.0,67082215000.0,65225396000.0,62682006000.0,69231430000.0,66298940000.0,76822830000.0
2089.0,68069642000.0,74994140000.0,71873040000.0,75064510000.0,51477783000.0,68253905000.0,74753020000.0,75580960000.0,68100410000.0,66773217000.0,59949420000.0,66623324000.0,64734070000.0,62136922000.0,69105170000.0,65734185000.0,76642300000.0
2090.0,67732050000.0,74254910000.0,71511800000.0,75331290000.0,51107600000.0,67500110000.0,74415096000.0,74233020000.0,67751090000.0,66314715000.0,60204175000.0,66246443000.0,64471446000.0,61723740000.0,69877015000.0,65201290000.0,77571260000.0
2091.0,67505770000.0,73979535000.0,71140516000.0,74908660000.0,50546240000.0,67618017000.0,75694800000.0,75043140000.0,67418436000.0,66024755000.0,59302707000.0,66019930000.0,63992357000.0,61360644000.0,68463290000.0,64954655000.0,76651880000.0
2092.0,67084587000.0,73781220000.0,70944890000.0,74554200000.0,50063036000.0,67566998000.0,75626136000.0,73636405000.0,67068290000.0,65509224000.0,58929013000.0,68026135000.0,63583023000.0,60427390000.0,67981832000.0,65273442000.0,76386450000.0
2093.0,66780710000.0,73917104000.0,70424200000.0,74657006000.0,49804472000.0,68358316000.0,73877310000.0,73652670000.0,66707235000.0,65892344000.0,59396825000.0,66349957000.0,64854036000.0,59926690000.0,68046373000.0,64407327000.0,75835720000.0
2094.0,66549166000.0,73554256000.0,70688104000.0,74646585000.0,49120830000.0,67237315000.0,76836225000.0,73722980000.0,66492236000.0,65337700000.0,58405925000.0,66043646000.0,63198814000.0,59388210000.0,67855190000.0,64401195000.0,77010820000.0
2095.0,66638524000.0,73404270000.0,70515760000.0,74167165000.0,48784370000.0,68701010000.0,75163600000.0,73406570000.0,66057257000.0,64711690000.0,57934127000.0,64938710000.0,62665146000.0,58771096000.0,67509800000.0,63267873000.0,75817540000.0
2096.0,65977950000.0,73457760000.0,70989220000.0,73767000000.0,48334120000.0,67231146000.0,73937010000.0,73209450000.0,65743503000.0,64225050000.0,57565135000.0,64294380000.0,62151040000.0,58239330000.0,67250373000.0,62653130000.0,76049340000.0
2097.0,67482472000.0,73139550000.0,70011730000.0,73667180000.0,47811300000.0,66637636000.0,73626430000.0,72978555000.0,65450095000.0,63960842000.0,57079747000.0,64296305000.0,62017280000.0,57679560000.0,67309750000.0,62226973000.0,75480550000.0
2098.0,66288562000.0,73053190000.0,69433780000.0,74049150000.0,47316880000.0,66719592000.0,73403260000.0,72645706000.0,65117315000.0,62974657000.0,58145900000.0,63876610000.0,61602914000.0,57136628000.0,66826584000.0,62343614000.0,75131036000.0
2099.0,65385394000.0,73094750000.0,69387340000.0,76172460000.0,46916070000.0,66314748000.0,73210650000.0,73146780000.0,64891440000.0,62435340000.0,57428810000.0,63505093000.0,61036413000.0,56394097000.0,66520175000.0,62021410000.0,74709340000.0
2100.0,65211367000.0,74314916000.0,69180470000.0,75200340000.0,46361354000.0,66572640000.0,72720286000.0,72564740000.0,64518504000.0,61936194000.0,56058085000.0,62934077000.0,60557580000.0,56044480000.0,67123007000.0,61511300000.0,74857620000.0
