time,INM-CM4-8,MPI-ESM1-2-HR,CESM2-WACCM,CESM2,EC-EARTH3,EC-EARTH3-VEG,MRI-ESM2-0,GFDL-ESM4,BCC-CSM2-MR,CAMS-CSM1-0,INM-CM5-0,NORESM2-MM,FGOALS-F3-L
2012.0,26938935000000.0,26938935000000.0,26938935000000.0,26938935000000.0,26938935000000.0,26938935000000.0,26938935000000.0,26938935000000.0,26938935000000.0,26938935000000.0,26938935000000.0,26938935000000.0,26938935000000.0
2013.0,26814278000000.0,26814278000000.0,26814278000000.0,26814278000000.0,26814278000000.0,26814278000000.0,26814278000000.0,26814278000000.0,26814278000000.0,26814278000000.0,26814278000000.0,26814278000000.0,26814278000000.0
2014.0,26874065000000.0,26874065000000.0,26874065000000.0,26874065000000.0,26874065000000.0,26874065000000.0,26874065000000.0,26874065000000.0,26874065000000.0,26874065000000.0,26874065000000.0,26874065000000.0,26874065000000.0
2015.0,26835367000000.0,26835367000000.0,26835367000000.0,26835367000000.0,26835367000000.0,26835367000000.0,26835367000000.0,26835367000000.0,26835367000000.0,26835367000000.0,26835367000000.0,26835367000000.0,26835367000000.0
2016.0,26746141000000.0,26746141000000.0,26746141000000.0,26746141000000.0,26746141000000.0,26746141000000.0,26746141000000.0,26746141000000.0,26746141000000.0,26746141000000.0,26746141000000.0,26746141000000.0,26746141000000.0
2017.0,26736853000000.0,26736853000000.0,26736853000000.0,26736853000000.0,26736853000000.0,26736853000000.0,26736853000000.0,26736853000000.0,26736853000000.0,26736853000000.0,26736853000000.0,26736853000000.0,26736853000000.0
2018.0,26719212000000.0,26719212000000.0,26719212000000.0,26719212000000.0,26719212000000.0,26719212000000.0,26719212000000.0,26719212000000.0,26719212000000.0,26719212000000.0,26719212000000.0,26719212000000.0,26719212000000.0
2019.0,26728198000000.0,26728198000000.0,26728198000000.0,26728198000000.0,26728198000000.0,26728198000000.0,26728198000000.0,26728198000000.0,26728198000000.0,26728198000000.0,26728198000000.0,26728198000000.0,26728198000000.0
2020.0,26745030000000.0,26745030000000.0,26745030000000.0,26745030000000.0,26745030000000.0,26745030000000.0,26745030000000.0,26745030000000.0,26745030000000.0,26745030000000.0,26745030000000.0,26745030000000.0,26745030000000.0
2021.0,26656368000000.0,26659858000000.0,26713877000000.0,26664094000000.0,26671975000000.0,26787434000000.0,26638316000000.0,26767320000000.0,26714925000000.0,26704433000000.0,26717006000000.0,26678090000000.0,26687929000000.0
2022.0,26586898000000.0,26611703000000.0,26763820000000.0,26583100000000.0,26660540000000.0,26801372000000.0,26564090000000.0,26702814000000.0,26708453000000.0,26645073000000.0,26669763000000.0,26656186000000.0,26661809000000.0
2023.0,26542506000000.0,26551991000000.0,26768874000000.0,26503425000000.0,26658879000000.0,26735236000000.0,26548145000000.0,26667274000000.0,26720147000000.0,26592858000000.0,26637907000000.0,26635590000000.0,26608948000000.0
2024.0,26544520000000.0,26504694000000.0,26701478000000.0,26432453000000.0,26641007000000.0,26684917000000.0,26560663000000.0,26677898000000.0,26713965000000.0,26563039000000.0,26583004000000.0,26555620000000.0,26569664000000.0
2025.0,26534052000000.0,26491287000000.0,26671118000000.0,26331956000000.0,26565340000000.0,26615514000000.0,26514729000000.0,26631160000000.0,26687165000000.0,26523411000000.0,26529443000000.0,26515430000000.0,26535092000000.0
2026.0,26451185000000.0,26440800000000.0,26655840000000.0,26231810000000.0,26468223000000.0,26536462000000.0,26469520000000.0,26613250000000.0,26632956000000.0,26468010000000.0,26540776000000.0,26422830000000.0,26479518000000.0
2027.0,26354156000000.0,26425659000000.0,26604137000000.0,26187768000000.0,26361276000000.0,26442331000000.0,26347340000000.0,26566975000000.0,26580890000000.0,26410165000000.0,26498738000000.0,26351084000000.0,26349180000000.0
2028.0,26293209000000.0,26349834000000.0,26587060000000.0,26016062000000.0,26275113000000.0,26365777000000.0,26338168000000.0,26555114000000.0,26564903000000.0,26330452000000.0,26493220000000.0,26364508000000.0,26300218000000.0
2029.0,26229258000000.0,26249215000000.0,26528373000000.0,25902658000000.0,26199233000000.0,26313606000000.0,26300585000000.0,26561894000000.0,26495430000000.0,26297596000000.0,26501670000000.0,26301182000000.0,26293955000000.0
2030.0,26176865000000.0,26208874000000.0,26499455000000.0,25844104000000.0,26086981000000.0,26230338000000.0,26291135000000.0,26540109000000.0,26442994000000.0,26264140000000.0,26486784000000.0,26248537000000.0,26261210000000.0
2031.0,26128876000000.0,26187062000000.0,26451303000000.0,25742218000000.0,25995176000000.0,26214985000000.0,26220293000000.0,26468490000000.0,26422260000000.0,26238163000000.0,26431535000000.0,26248030000000.0,26234539000000.0
2032.0,26146272000000.0,26119370000000.0,26400935000000.0,25642316000000.0,25893911000000.0,26167248000000.0,26152045000000.0,26447660000000.0,26370450000000.0,26240390000000.0,26413434000000.0,26223625000000.0,26166721000000.0
2033.0,26110186000000.0,26048094000000.0,26356120000000.0,25530695000000.0,25885535000000.0,26001652000000.0,26095527000000.0,26385486000000.0,26331402000000.0,26260837000000.0,26384827000000.0,26177922000000.0,26141593000000.0
2034.0,26059123000000.0,26037757000000.0,26314302000000.0,25524376000000.0,25802410000000.0,25899913000000.0,26035570000000.0,26379720000000.0,26222954000000.0,26215142000000.0,26324570000000.0,26087478000000.0,26073933000000.0
2035.0,26064112000000.0,25973792000000.0,26298034000000.0,25446415000000.0,25675382000000.0,25777326000000.0,25941728000000.0,26347515000000.0,26134855000000.0,26149384000000.0,26248883000000.0,26063306000000.0,26014562000000.0
2036.0,26000650000000.0,25928476000000.0,26272588000000.0,25379109000000.0,25547390000000.0,25676434000000.0,25897032000000.0,26290663000000.0,26088575000000.0,26062455000000.0,26171289000000.0,26018870000000.0,25978212000000.0
2037.0,26003349000000.0,25871067000000.0,26207268000000.0,25236475000000.0,25439769000000.0,25508696000000.0,25772731000000.0,26325826000000.0,25954599000000.0,26053639000000.0,26117212000000.0,26000019000000.0,25959493000000.0
2038.0,25978660000000.0,25861825000000.0,26206594000000.0,25147667000000.0,25362738000000.0,25340307000000.0,25719994000000.0,26292938000000.0,25948850000000.0,25982180000000.0,26035549000000.0,26003020000000.0,25923390000000.0
2039.0,25957910000000.0,25825844000000.0,26172442000000.0,24955238000000.0,25245054000000.0,25209376000000.0,25633145000000.0,26269392000000.0,25930462000000.0,25999754000000.0,25997198000000.0,25930873000000.0,25855206000000.0
2040.0,25928084000000.0,25798442000000.0,26150010000000.0,24923146000000.0,25136160000000.0,25029597000000.0,25639692000000.0,26155080000000.0,25953342000000.0,25989835000000.0,25977975000000.0,25813576000000.0,25864083000000.0
2041.0,25888882000000.0,25758685000000.0,25997257000000.0,24682915000000.0,25010520000000.0,24918510000000.0,25596388000000.0,26080954000000.0,25903392000000.0,25932912000000.0,25931016000000.0,25694382000000.0,25726661000000.0
2042.0,25846903000000.0,25720517000000.0,25907176000000.0,24640812000000.0,24965640000000.0,24849156000000.0,25684016000000.0,26002764000000.0,25760664000000.0,25957694000000.0,25891950000000.0,25563876000000.0,25649750000000.0
2043.0,25771090000000.0,25669652000000.0,25786166000000.0,24576710000000.0,24894731000000.0,24747648000000.0,25558050000000.0,25907404000000.0,25707904000000.0,25919220000000.0,25829189000000.0,25468498000000.0,25615435000000.0
2044.0,25717811000000.0,25553480000000.0,25691863000000.0,24526916000000.0,24794095000000.0,24716658000000.0,25352780000000.0,25838727000000.0,25686310000000.0,25867154000000.0,25756122000000.0,25435033000000.0,25545719000000.0
2045.0,25683768000000.0,25535663000000.0,25630130000000.0,24458670000000.0,24748728000000.0,24564150000000.0,25343388000000.0,25830502000000.0,25684689000000.0,25865423000000.0,25752180000000.0,25441562000000.0,25511451000000.0
2046.0,25633365000000.0,25527077000000.0,25556750000000.0,24333603000000.0,24680457000000.0,24434551000000.0,25305404000000.0,25786495000000.0,25596915000000.0,25860755000000.0,25684412000000.0,25378672000000.0,25454201000000.0
2047.0,25594010000000.0,25500334000000.0,25508060000000.0,24253311000000.0,24530729000000.0,24240477000000.0,25218119000000.0,25798872000000.0,25511110000000.0,25825680000000.0,25646344000000.0,25308122000000.0,25410459000000.0
2048.0,25542340000000.0,25432370000000.0,25416826000000.0,24137246000000.0,24346874000000.0,24032104000000.0,25038020000000.0,25809352000000.0,25438445000000.0,25784847000000.0,25577659000000.0,25285259000000.0,25293370000000.0
2049.0,25478190000000.0,25325252000000.0,25366924000000.0,23934886000000.0,24141273000000.0,23873599000000.0,24926044000000.0,25743682000000.0,25385220000000.0,25715299000000.0,25524754000000.0,25226155000000.0,25227902000000.0
2050.0,25386746000000.0,25239583000000.0,25212400000000.0,23724342000000.0,23980864000000.0,23689821000000.0,24958562000000.0,25661731000000.0,25246455000000.0,25654158000000.0,25511168000000.0,25122180000000.0,25163940000000.0
2051.0,25366377000000.0,25207413000000.0,25117334000000.0,23581677000000.0,23869256000000.0,23498825000000.0,24865162000000.0,25641196000000.0,25111822000000.0,25632040000000.0,25436250000000.0,25109136000000.0,25113427000000.0
2052.0,25304888000000.0,25174483000000.0,25007263000000.0,23476163000000.0,23690408000000.0,23331076000000.0,24777083000000.0,25603049000000.0,25077708000000.0,25536873000000.0,25388921000000.0,24986423000000.0,25012258000000.0
2053.0,25241215000000.0,25108442000000.0,24984645000000.0,23331816000000.0,23476060000000.0,23173079000000.0,24612392000000.0,25590350000000.0,24979790000000.0,25509086000000.0,25343897000000.0,24928040000000.0,24906316000000.0
2054.0,25193140000000.0,25057632000000.0,24952078000000.0,23099186000000.0,23181755000000.0,22991050000000.0,24532258000000.0,25532582000000.0,24871736000000.0,25461625000000.0,25245030000000.0,24813001000000.0,24858845000000.0
2055.0,25137647000000.0,25044193000000.0,24966010000000.0,22845880000000.0,22922901000000.0,22843824000000.0,24366400000000.0,25464746000000.0,24794915000000.0,25410983000000.0,25228342000000.0,24721770000000.0,24736688000000.0
2056.0,25114043000000.0,24975187000000.0,24867578000000.0,22752240000000.0,22697476000000.0,22639930000000.0,24209909000000.0,25494091000000.0,24678190000000.0,25393130000000.0,25171054000000.0,24713013000000.0,24692677000000.0
2057.0,25096488000000.0,24834568000000.0,24763487000000.0,22617409000000.0,22426365000000.0,22441230000000.0,24174083000000.0,25462047000000.0,24643518000000.0,25298163000000.0,25131376000000.0,24679815000000.0,24666517000000.0
2058.0,25041264000000.0,24757347000000.0,24610744000000.0,22440514000000.0,22225745000000.0,22313051000000.0,24179756000000.0,25406638000000.0,24594008000000.0,25300686000000.0,25043010000000.0,24647305000000.0,24629222000000.0
2059.0,24936261000000.0,24705117000000.0,24610632000000.0,22322480000000.0,22036563000000.0,22194543000000.0,24090247000000.0,25375084000000.0,24511907000000.0,25289325000000.0,25002433000000.0,24575893000000.0,24568062000000.0
2060.0,24902927000000.0,24659850000000.0,24565296000000.0,22120670000000.0,21851198000000.0,22021937000000.0,23992370000000.0,25361918000000.0,24395882000000.0,25233660000000.0,24914973000000.0,24542683000000.0,24552780000000.0
2061.0,24858975000000.0,24592054000000.0,24540464000000.0,21990813000000.0,21635090000000.0,21833978000000.0,23883982000000.0,25322330000000.0,24345552000000.0,25171186000000.0,24868934000000.0,24462884000000.0,24470460000000.0
2062.0,24772145000000.0,24596248000000.0,24361830000000.0,21959710000000.0,21439695000000.0,21741960000000.0,23852795000000.0,25251457000000.0,24296961000000.0,25153260000000.0,24810143000000.0,24412252000000.0,24325321000000.0
2063.0,24735077000000.0,24582287000000.0,24243530000000.0,21693565000000.0,21166629000000.0,21577108000000.0,23732880000000.0,25145796000000.0,24206840000000.0,25125968000000.0,24739850000000.0,24331367000000.0,24224687000000.0
2064.0,24684230000000.0,24506383000000.0,24112141000000.0,21564970000000.0,21008025000000.0,21341848000000.0,23623767000000.0,25111174000000.0,24136632000000.0,25053184000000.0,24653106000000.0,24236062000000.0,24168796000000.0
2065.0,24618453000000.0,24515260000000.0,24031856000000.0,21468012000000.0,20792264000000.0,21135440000000.0,23533864000000.0,25052796000000.0,24044626000000.0,25013642000000.0,24618664000000.0,24146306000000.0,24068768000000.0
2066.0,24587927000000.0,24496172000000.0,23958036000000.0,21335447000000.0,20484075000000.0,20908394000000.0,23481492000000.0,25027481000000.0,23966840000000.0,25003605000000.0,24555870000000.0,24025617000000.0,24023193000000.0
2067.0,24534103000000.0,24439912000000.0,23832080000000.0,21163747000000.0,20200445000000.0,20795670000000.0,23414670000000.0,24933840000000.0,23907124000000.0,24937234000000.0,24473219000000.0,23939743000000.0,23949800000000.0
2068.0,24421790000000.0,24367015000000.0,23628131000000.0,21021170000000.0,19963855000000.0,20648840000000.0,23241221000000.0,24900000000000.0,23837903000000.0,24852619000000.0,24409117000000.0,23911362000000.0,23779240000000.0
2069.0,24373778000000.0,24278186000000.0,23517576000000.0,20881384000000.0,19688944000000.0,20447340000000.0,23217630000000.0,24795586000000.0,23676200000000.0,24764920000000.0,24387910000000.0,23829140000000.0,23668002000000.0
2070.0,24290480000000.0,24179743000000.0,23330780000000.0,20589012000000.0,19458458000000.0,20243424000000.0,23039849000000.0,24763322000000.0,23543312000000.0,24746368000000.0,24342160000000.0,23725188000000.0,23562390000000.0
2071.0,24223350000000.0,24099390000000.0,23209846000000.0,20412444000000.0,19182830000000.0,20001134000000.0,22889317000000.0,24704077000000.0,23449014000000.0,24746993000000.0,24262760000000.0,23604500000000.0,23525490000000.0
2072.0,24161850000000.0,23975244000000.0,23133795000000.0,20320264000000.0,19000403000000.0,19752024000000.0,22743785000000.0,24652611000000.0,23366084000000.0,24730298000000.0,24242626000000.0,23499410000000.0,23479034000000.0
2073.0,24104105000000.0,23892480000000.0,22850977000000.0,20134211000000.0,18731065000000.0,19523885000000.0,22701056000000.0,24606969000000.0,23221180000000.0,24669162000000.0,24201086000000.0,23372250000000.0,23384767000000.0
2074.0,24021995000000.0,23782278000000.0,22756404000000.0,19931616000000.0,18513560000000.0,19275847000000.0,22573134000000.0,24547630000000.0,23153353000000.0,24647238000000.0,24124966000000.0,23236763000000.0,23301554000000.0
2075.0,23940878000000.0,23690354000000.0,22618200000000.0,19833991000000.0,18291458000000.0,19100544000000.0,22531540000000.0,24456662000000.0,22973963000000.0,24597475000000.0,24087638000000.0,23153230000000.0,23149640000000.0
2076.0,23842978000000.0,23630115000000.0,22428097000000.0,19642626000000.0,18019699000000.0,18786548000000.0,22416270000000.0,24423438000000.0,22846032000000.0,24532069000000.0,24068856000000.0,23004472000000.0,23041252000000.0
2077.0,23746770000000.0,23547460000000.0,22324334000000.0,19432856000000.0,17769716000000.0,18488880000000.0,22345450000000.0,24338506000000.0,22718689000000.0,24460262000000.0,23978260000000.0,22944726000000.0,22992604000000.0
2078.0,23659605000000.0,23476755000000.0,22187734000000.0,19325851000000.0,17486435000000.0,18269335000000.0,22212394000000.0,24261939000000.0,22638804000000.0,24445803000000.0,23902936000000.0,22858978000000.0,22911975000000.0
2079.0,23571177000000.0,23347121000000.0,22073670000000.0,19011916000000.0,17226039000000.0,17970480000000.0,22054217000000.0,24209158000000.0,22571819000000.0,24394349000000.0,23877942000000.0,22796806000000.0,22798248000000.0
2080.0,23500178000000.0,23307737000000.0,21865605000000.0,18654777000000.0,16838137000000.0,17750630000000.0,21943930000000.0,24054290000000.0,22446552000000.0,24300002000000.0,23842538000000.0,22785921000000.0,22746635000000.0
2081.0,23418000000000.0,23302372000000.0,21645373000000.0,18475310000000.0,16596436000000.0,17414365000000.0,21816440000000.0,24014626000000.0,22329434000000.0,24228965000000.0,23841907000000.0,22737430000000.0,22668814000000.0
2082.0,23356655000000.0,23259123000000.0,21469956000000.0,18234193000000.0,16323646000000.0,17088822000000.0,21736515000000.0,23960730000000.0,22280650000000.0,24202030000000.0,23783323000000.0,22623598000000.0,22580463000000.0
2083.0,23277823000000.0,23194929000000.0,21392387000000.0,17963118000000.0,16076366000000.0,16747286000000.0,21653212000000.0,23958884000000.0,22176846000000.0,24185867000000.0,23703030000000.0,22517770000000.0,22477718000000.0
2084.0,23192536000000.0,23108694000000.0,21157466000000.0,17667654000000.0,15823703000000.0,16452053000000.0,21541510000000.0,23881776000000.0,22058107000000.0,24129623000000.0,23654580000000.0,22452818000000.0,22470575000000.0
2085.0,23134650000000.0,23079453000000.0,21043060000000.0,17456675000000.0,15602859000000.0,16170892000000.0,21416534000000.0,23795380000000.0,21918818000000.0,24067170000000.0,23614361000000.0,22322050000000.0,22433241000000.0
2086.0,23060738000000.0,23025779000000.0,20773895000000.0,17285283000000.0,15292172000000.0,15863101000000.0,21287596000000.0,23725819000000.0,21780442000000.0,24043670000000.0,23502063000000.0,22272482000000.0,22362989000000.0
2087.0,22968078000000.0,22933703000000.0,20570092000000.0,17043319000000.0,15049340000000.0,15560050000000.0,21199004000000.0,23584685000000.0,21762930000000.0,24008636000000.0,23400192000000.0,22131597000000.0,22281034000000.0
2088.0,22897706000000.0,22890852000000.0,20357707000000.0,16837916000000.0,14806132000000.0,15266449000000.0,21086730000000.0,23485640000000.0,21543320000000.0,23977416000000.0,23331814000000.0,21994490000000.0,22135687000000.0
2089.0,22759074000000.0,22803527000000.0,20045049000000.0,16656468000000.0,14505429000000.0,14945980000000.0,20995203000000.0,23459170000000.0,21367165000000.0,23902718000000.0,23253387000000.0,21859402000000.0,22081268000000.0
2090.0,22658603000000.0,22717000000000.0,19830218000000.0,16335274000000.0,14171980000000.0,14673584000000.0,20849715000000.0,23520193000000.0,21140890000000.0,23842783000000.0,23195673000000.0,21737570000000.0,21992110000000.0
2091.0,22589531000000.0,22638336000000.0,19566562000000.0,16003693000000.0,13862254000000.0,14301613000000.0,20767687000000.0,23463075000000.0,21078326000000.0,23754002000000.0,23121300000000.0,21595305000000.0,21894904000000.0
2092.0,22478192000000.0,22539395000000.0,19458937000000.0,15796202000000.0,13550814000000.0,13984725000000.0,20547644000000.0,23374793000000.0,20985636000000.0,23713735000000.0,23038916000000.0,21440477000000.0,21724775000000.0
2093.0,22414562000000.0,22468218000000.0,19215956000000.0,15514679000000.0,13184187000000.0,13735682000000.0,20251574000000.0,23289164000000.0,20860088000000.0,23644193000000.0,22986445000000.0,21382280000000.0,21607672000000.0
2094.0,22304820000000.0,22424379000000.0,18880628000000.0,15384441000000.0,12866472000000.0,13373291000000.0,20128744000000.0,23200591000000.0,20680337000000.0,23601112000000.0,22941719000000.0,21263037000000.0,21517969000000.0
2095.0,22197993000000.0,22399433000000.0,18698113000000.0,15222712000000.0,12648409000000.0,13016879000000.0,19953168000000.0,23055640000000.0,20473803000000.0,23555662000000.0,22890964000000.0,21117348000000.0,21428435000000.0
2096.0,22124748000000.0,22354374000000.0,18469072000000.0,15041378000000.0,12375427000000.0,12671043000000.0,19679561000000.0,23005390000000.0,20222994000000.0,23491011000000.0,22886440000000.0,20944379000000.0,21345446000000.0
2097.0,22061708000000.0,22326680000000.0,18232296000000.0,14836883000000.0,11985496000000.0,12236468000000.0,19524317000000.0,22924898000000.0,20176249000000.0,23436390000000.0,22855056000000.0,20778137000000.0,21214210000000.0
2098.0,21955854000000.0,22228295000000.0,17950182000000.0,14393450000000.0,11724512000000.0,11799049000000.0,19389353000000.0,22802013000000.0,19993123000000.0,23355464000000.0,22809233000000.0,20670845000000.0,21115112000000.0
2099.0,21882080000000.0,22113927000000.0,17728030000000.0,14251375000000.0,11369955000000.0,11439910000000.0,19366897000000.0,22703336000000.0,19917840000000.0,23309238000000.0,22768748000000.0,20543917000000.0,21012037000000.0
2100.0,21787081000000.0,22012410000000.0,17633530000000.0,14014403000000.0,10999743000000.0,11158337000000.0,19359592000000.0,22639924000000.0,19710536000000.0,23200616000000.0,22694205000000.0,20379010000000.0,20891094000000.0
