time,MRI-ESM2-0,EC-EARTH3-VEG,EC-EARTH3,MPI-ESM1-2-HR,INM-CM4-8,CESM2,CESM2-WACCM,FGOALS-F3-L,CMCC-CM2-SR5,INM-CM5-0,NORESM2-MM,CAMS-CSM1-0,GFDL-ESM4,BCC-CSM2-MR
2015.0,26835367000000.0,26835367000000.0,26835367000000.0,26835367000000.0,26835367000000.0,26835367000000.0,26835367000000.0,26835367000000.0,26835367000000.0,26835367000000.0,26835367000000.0,26835367000000.0,26835367000000.0,26835367000000.0
2016.0,26746141000000.0,26746141000000.0,26746141000000.0,26746141000000.0,26746141000000.0,26746141000000.0,26746141000000.0,26746141000000.0,26746141000000.0,26746141000000.0,26746141000000.0,26746141000000.0,26746141000000.0,26746141000000.0
2017.0,26736853000000.0,26736853000000.0,26736853000000.0,26736853000000.0,26736853000000.0,26736853000000.0,26736853000000.0,26736853000000.0,26736853000000.0,26736853000000.0,26736853000000.0,26736853000000.0,26736853000000.0,26736853000000.0
2018.0,26719212000000.0,26719212000000.0,26719212000000.0,26719212000000.0,26719212000000.0,26719212000000.0,26719212000000.0,26719212000000.0,26719212000000.0,26719212000000.0,26719212000000.0,26719212000000.0,26719212000000.0,26719212000000.0
2019.0,26728198000000.0,26728198000000.0,26728198000000.0,26728198000000.0,26728198000000.0,26728198000000.0,26728198000000.0,26728198000000.0,26728198000000.0,26728198000000.0,26728198000000.0,26728198000000.0,26728198000000.0,26728198000000.0
2020.0,26745030000000.0,26745030000000.0,26745030000000.0,26745030000000.0,26745030000000.0,26745030000000.0,26745030000000.0,26745030000000.0,26745030000000.0,26745030000000.0,26745030000000.0,26745030000000.0,26745030000000.0,26745030000000.0
2021.0,26728154000000.0,26711138000000.0,26745980000000.0,26688920000000.0,26706178000000.0,26706425000000.0,26710687000000.0,26686832000000.0,26800906000000.0,26720208000000.0,26724540000000.0,26663574000000.0,26744136000000.0,26707969000000.0
2022.0,26720975000000.0,26671919000000.0,26720762000000.0,26600261000000.0,26656935000000.0,26590598000000.0,26696453000000.0,26613503000000.0,26814520000000.0,26697508000000.0,26609705000000.0,26601606000000.0,26722990000000.0,26644511000000.0
2023.0,26729733000000.0,26665386000000.0,26619608000000.0,26625995000000.0,26651858000000.0,26519770000000.0,26645927000000.0,26588238000000.0,26754528000000.0,26685167000000.0,26591525000000.0,26517006000000.0,26711463000000.0,26676944000000.0
2024.0,26680744000000.0,26633732000000.0,26601930000000.0,26538780000000.0,26608753000000.0,26461673000000.0,26606186000000.0,26550697000000.0,26717027000000.0,26657058000000.0,26564612000000.0,26497610000000.0,26717972000000.0,26656413000000.0
2025.0,26651988000000.0,26590890000000.0,26503020000000.0,26501740000000.0,26579038000000.0,26373165000000.0,26555147000000.0,26531374000000.0,26643693000000.0,26605003000000.0,26529013000000.0,26501080000000.0,26697473000000.0,26570016000000.0
2026.0,26630934000000.0,26550028000000.0,26368000000000.0,26463357000000.0,26508280000000.0,26341617000000.0,26520282000000.0,26500342000000.0,26638444000000.0,26543682000000.0,26500949000000.0,26468193000000.0,26622804000000.0,26586154000000.0
2027.0,26599383000000.0,26538158000000.0,26299127000000.0,26415274000000.0,26483626000000.0,26218882000000.0,26445022000000.0,26413495000000.0,26653028000000.0,26486044000000.0,26467920000000.0,26443833000000.0,26602923000000.0,26597260000000.0
2028.0,26495668000000.0,26404210000000.0,26234172000000.0,26357906000000.0,26462789000000.0,26189666000000.0,26400648000000.0,26371735000000.0,26682558000000.0,26449310000000.0,26479000000000.0,26409859000000.0,26587030000000.0,26567107000000.0
2029.0,26521375000000.0,26411406000000.0,26151276000000.0,26271327000000.0,26408830000000.0,26174776000000.0,26345139000000.0,26332572000000.0,26618288000000.0,26413925000000.0,26418520000000.0,26362115000000.0,26564807000000.0,26575960000000.0
2030.0,26528207000000.0,26476504000000.0,26073367000000.0,26165077000000.0,26364715000000.0,26094344000000.0,26253134000000.0,26266103000000.0,26584635000000.0,26334700000000.0,26387088000000.0,26310095000000.0,26500490000000.0,26493168000000.0
2031.0,26467260000000.0,26375285000000.0,26009538000000.0,26094697000000.0,26308822000000.0,26027290000000.0,26170605000000.0,26175219000000.0,26617192000000.0,26287794000000.0,26346447000000.0,26271728000000.0,26427164000000.0,26491050000000.0
2032.0,26411251000000.0,26244756000000.0,25961272000000.0,26043178000000.0,26316433000000.0,25961926000000.0,26125462000000.0,26144206000000.0,26607536000000.0,26282197000000.0,26299414000000.0,26265986000000.0,26352580000000.0,26434274000000.0
2033.0,26333636000000.0,26232186000000.0,25925637000000.0,25955532000000.0,26242101000000.0,25892598000000.0,26102130000000.0,26131880000000.0,26537531000000.0,26231012000000.0,26243190000000.0,26246142000000.0,26311576000000.0,26422515000000.0
2034.0,26319004000000.0,26145425000000.0,25902409000000.0,25899372000000.0,26138118000000.0,25773113000000.0,26006160000000.0,26089072000000.0,26520423000000.0,26190618000000.0,26183930000000.0,26189043000000.0,26332591000000.0,26347678000000.0
2035.0,26208960000000.0,26074564000000.0,25807483000000.0,25831410000000.0,26101961000000.0,25661832000000.0,25964970000000.0,26014950000000.0,26536020000000.0,26168634000000.0,26171340000000.0,26116855000000.0,26274844000000.0,26310888000000.0
2036.0,26133056000000.0,25984716000000.0,25615382000000.0,25872042000000.0,26066584000000.0,25607272000000.0,25905190000000.0,26020920000000.0,26379720000000.0,26146509000000.0,26114450000000.0,26067680000000.0,26265620000000.0,26260370000000.0
2037.0,26015898000000.0,25885158000000.0,25420454000000.0,25858322000000.0,26052628000000.0,25449359000000.0,25869785000000.0,25938460000000.0,26269798000000.0,26086279000000.0,26064225000000.0,26025879000000.0,26274743000000.0,26208004000000.0
2038.0,25903700000000.0,25863976000000.0,25338000000000.0,25806777000000.0,25977334000000.0,25419544000000.0,25852687000000.0,25928413000000.0,26171954000000.0,26010955000000.0,25953808000000.0,25989490000000.0,26209837000000.0,26135056000000.0
2039.0,25818699000000.0,25757570000000.0,25306660000000.0,25748482000000.0,25957570000000.0,25348897000000.0,25773988000000.0,25911206000000.0,26023261000000.0,26010685000000.0,25867428000000.0,25928212000000.0,26144223000000.0,26096737000000.0
2040.0,25767669000000.0,25715600000000.0,25269980000000.0,25713923000000.0,25862515000000.0,25290320000000.0,25753120000000.0,25798675000000.0,25993690000000.0,25969990000000.0,25746450000000.0,25879674000000.0,26115798000000.0,26054679000000.0
2041.0,25700493000000.0,25672655000000.0,25121713000000.0,25619070000000.0,25801697000000.0,25201840000000.0,25713902000000.0,25693981000000.0,25965055000000.0,25947032000000.0,25724604000000.0,25835105000000.0,26113496000000.0,25998939000000.0
2042.0,25615906000000.0,25582060000000.0,24942980000000.0,25578183000000.0,25744790000000.0,25128060000000.0,25723929000000.0,25675614000000.0,25906083000000.0,25869498000000.0,25663348000000.0,25834450000000.0,26086010000000.0,25936695000000.0
2043.0,25632430000000.0,25441360000000.0,24912178000000.0,25494780000000.0,25715741000000.0,25081172000000.0,25696240000000.0,25577503000000.0,25715483000000.0,25839471000000.0,25634620000000.0,25816006000000.0,25992865000000.0,25899972000000.0
2044.0,25601308000000.0,25255370000000.0,24810931000000.0,25419833000000.0,25654886000000.0,25041914000000.0,25676262000000.0,25551086000000.0,25586588000000.0,25768348000000.0,25469037000000.0,25748625000000.0,25886645000000.0,25837875000000.0
2045.0,25485837000000.0,25153856000000.0,24772642000000.0,25380056000000.0,25616140000000.0,25022828000000.0,25627525000000.0,25455710000000.0,25446170000000.0,25781546000000.0,25448449000000.0,25720288000000.0,25912905000000.0,25729574000000.0
2046.0,25411075000000.0,25011870000000.0,24640617000000.0,25416593000000.0,25568945000000.0,24969973000000.0,25501610000000.0,25380354000000.0,25321793000000.0,25737696000000.0,25393740000000.0,25673622000000.0,25876828000000.0,25618492000000.0
2047.0,25358896000000.0,24923894000000.0,24499402000000.0,25388655000000.0,25466088000000.0,24905393000000.0,25407934000000.0,25382556000000.0,25213153000000.0,25693832000000.0,25353209000000.0,25622552000000.0,25861581000000.0,25574637000000.0
2048.0,25182714000000.0,24844633000000.0,24345406000000.0,25317001000000.0,25407835000000.0,24798583000000.0,25379240000000.0,25294120000000.0,25029773000000.0,25633015000000.0,25278066000000.0,25546633000000.0,25841675000000.0,25563719000000.0
2049.0,25113672000000.0,24746014000000.0,24213392000000.0,25244402000000.0,25370999000000.0,24660616000000.0,25333361000000.0,25213040000000.0,24954800000000.0,25597797000000.0,25250494000000.0,25530011000000.0,25790217000000.0,25517382000000.0
2050.0,25061287000000.0,24606174000000.0,24106236000000.0,25146073000000.0,25333100000000.0,24575136000000.0,25220730000000.0,25073684000000.0,24791143000000.0,25545480000000.0,25201377000000.0,25417070000000.0,25720250000000.0,25397926000000.0
2051.0,25025606000000.0,24512987000000.0,23878990000000.0,25069298000000.0,25218737000000.0,24473762000000.0,25118103000000.0,25018893000000.0,24755965000000.0,25481567000000.0,25155525000000.0,25415393000000.0,25726928000000.0,25357678000000.0
2052.0,25001783000000.0,24394397000000.0,23684576000000.0,25068080000000.0,25212950000000.0,24355652000000.0,25033206000000.0,24964581000000.0,24683882000000.0,25478925000000.0,25079440000000.0,25372068000000.0,25648945000000.0,25258262000000.0
2053.0,25002976000000.0,24301864000000.0,23595137000000.0,25004924000000.0,25198678000000.0,24226463000000.0,24944195000000.0,24928043000000.0,24507044000000.0,25426372000000.0,24989305000000.0,25372087000000.0,25607698000000.0,25184896000000.0
2054.0,24924029000000.0,24167960000000.0,23444211000000.0,24924108000000.0,25094345000000.0,24172716000000.0,24860397000000.0,24851218000000.0,24323352000000.0,25385174000000.0,24967050000000.0,25352095000000.0,25603518000000.0,25120691000000.0
2055.0,24878151000000.0,24041937000000.0,23292386000000.0,24845532000000.0,25099636000000.0,23917723000000.0,24859590000000.0,24823128000000.0,24124787000000.0,25366530000000.0,24896258000000.0,25336470000000.0,25588467000000.0,25024803000000.0
2056.0,24810214000000.0,23822920000000.0,23102872000000.0,24784052000000.0,25046618000000.0,23824068000000.0,24754627000000.0,24805194000000.0,23986681000000.0,25292350000000.0,24819515000000.0,25293239000000.0,25493684000000.0,24957988000000.0
2057.0,24711075000000.0,23744520000000.0,22909066000000.0,24735587000000.0,24996552000000.0,23620739000000.0,24624656000000.0,24712114000000.0,23803870000000.0,25257564000000.0,24771725000000.0,25257505000000.0,25443307000000.0,24895790000000.0
2058.0,24510634000000.0,23596401000000.0,22628539000000.0,24677729000000.0,24889895000000.0,23394910000000.0,24525770000000.0,24672226000000.0,23598121000000.0,25224066000000.0,24765318000000.0,25139420000000.0,25415555000000.0,24858240000000.0
2059.0,24381927000000.0,23395809000000.0,22481457000000.0,24622580000000.0,24804910000000.0,23292618000000.0,24355279000000.0,24603074000000.0,23440793000000.0,25166376000000.0,24724470000000.0,25074604000000.0,25379788000000.0,24779134000000.0
2060.0,24306399000000.0,23210937000000.0,22314974000000.0,24582122000000.0,24773042000000.0,23129793000000.0,24153841000000.0,24528787000000.0,23267574000000.0,25109410000000.0,24668420000000.0,25039592000000.0,25400344000000.0,24688758000000.0
2061.0,24237030000000.0,23033675000000.0,22015493000000.0,24529013000000.0,24736461000000.0,23033041000000.0,24074347000000.0,24474502000000.0,23207281000000.0,25078694000000.0,24554368000000.0,24972852000000.0,25403278000000.0,24684058000000.0
2062.0,24109426000000.0,22934980000000.0,21783122000000.0,24410975000000.0,24646011000000.0,22918034000000.0,23909462000000.0,24422130000000.0,23094171000000.0,25024340000000.0,24457914000000.0,24946072000000.0,25391685000000.0,24630203000000.0
2063.0,24024527000000.0,22773389000000.0,21528163000000.0,24355235000000.0,24588468000000.0,22811780000000.0,23779074000000.0,24360237000000.0,22950586000000.0,25006130000000.0,24405506000000.0,24909793000000.0,25265764000000.0,24556857000000.0
2064.0,23939946000000.0,22594122000000.0,21282340000000.0,24328482000000.0,24540634000000.0,22766540000000.0,23679920000000.0,24311940000000.0,22898511000000.0,24961080000000.0,24321643000000.0,24854542000000.0,25220465000000.0,24554560000000.0
2065.0,23905675000000.0,22466013000000.0,21043758000000.0,24217945000000.0,24448078000000.0,22524950000000.0,23591500000000.0,24273350000000.0,22773230000000.0,24906813000000.0,24222456000000.0,24763532000000.0,25216913000000.0,24491156000000.0
2066.0,23875362000000.0,22340629000000.0,20877790000000.0,24172231000000.0,24416004000000.0,22346120000000.0,23539208000000.0,24194327000000.0,22606920000000.0,24833633000000.0,24178281000000.0,24739706000000.0,25235040000000.0,24371534000000.0
2067.0,23868560000000.0,22157887000000.0,20661910000000.0,24149928000000.0,24370378000000.0,22191850000000.0,23541473000000.0,24121386000000.0,22401381000000.0,24781408000000.0,24068256000000.0,24725705000000.0,25201505000000.0,24276992000000.0
2068.0,23893287000000.0,21980259000000.0,20484912000000.0,24074703000000.0,24296313000000.0,22016745000000.0,23374915000000.0,24042816000000.0,22165710000000.0,24743455000000.0,24040775000000.0,24706795000000.0,25138207000000.0,24181417000000.0
2069.0,23887526000000.0,21747055000000.0,20318442000000.0,24057917000000.0,24252300000000.0,21864447000000.0,23212720000000.0,23952000000000.0,22017965000000.0,24722276000000.0,23975610000000.0,24663908000000.0,25049671000000.0,24065285000000.0
2070.0,23819004000000.0,21583600000000.0,20121391000000.0,23978029000000.0,24218322000000.0,21755555000000.0,23060896000000.0,23855135000000.0,21839426000000.0,24681124000000.0,23924765000000.0,24588140000000.0,24982262000000.0,23875497000000.0
2071.0,23789092000000.0,21409072000000.0,19938947000000.0,23944847000000.0,24188897000000.0,21618705000000.0,22994936000000.0,23745530000000.0,21748634000000.0,24609380000000.0,23836469000000.0,24555720000000.0,24936079000000.0,23832190000000.0
2072.0,23664838000000.0,21263618000000.0,19784928000000.0,23893432000000.0,24136707000000.0,21534054000000.0,22886572000000.0,23695750000000.0,21500694000000.0,24538415000000.0,23795348000000.0,24513983000000.0,24935506000000.0,23780332000000.0
2073.0,23595930000000.0,21091198000000.0,19626245000000.0,23870650000000.0,24088028000000.0,21310260000000.0,22798867000000.0,23578097000000.0,21333128000000.0,24483742000000.0,23720345000000.0,24459490000000.0,24862289000000.0,23743900000000.0
2074.0,23592792000000.0,21024926000000.0,19533924000000.0,23846648000000.0,24013938000000.0,21182963000000.0,22628417000000.0,23503250000000.0,21061444000000.0,24490690000000.0,23667742000000.0,24368004000000.0,24726580000000.0,23665170000000.0
2075.0,23519160000000.0,20899191000000.0,19304559000000.0,23799284000000.0,23954664000000.0,20990710000000.0,22438746000000.0,23460665000000.0,20940761000000.0,24423370000000.0,23640640000000.0,24296910000000.0,24664886000000.0,23547175000000.0
2076.0,23474106000000.0,20715407000000.0,19088231000000.0,23743856000000.0,23876180000000.0,20927889000000.0,22291019000000.0,23443276000000.0,20772175000000.0,24425508000000.0,23569030000000.0,24218327000000.0,24588264000000.0,23490015000000.0
2077.0,23347696000000.0,20526446000000.0,18844484000000.0,23709880000000.0,23856704000000.0,20736492000000.0,22072208000000.0,23386365000000.0,20611519000000.0,24346080000000.0,23457115000000.0,24166495000000.0,24494990000000.0,23433720000000.0
2078.0,23153552000000.0,20272896000000.0,18566194000000.0,23663573000000.0,23831373000000.0,20656802000000.0,22034390000000.0,23310572000000.0,20375042000000.0,24272903000000.0,23347094000000.0,24159124000000.0,24472497000000.0,23419333000000.0
2079.0,23055322000000.0,20011257000000.0,18457379000000.0,23655482000000.0,23776293000000.0,20552188000000.0,21912023000000.0,23273161000000.0,20209302000000.0,24224406000000.0,23261738000000.0,24145234000000.0,24372287000000.0,23396667000000.0
2080.0,22947792000000.0,19914757000000.0,18231694000000.0,23624002000000.0,23687120000000.0,20335024000000.0,21788952000000.0,23209940000000.0,19991620000000.0,24161531000000.0,23167603000000.0,24051177000000.0,24340964000000.0,23313730000000.0
2081.0,22873893000000.0,19676680000000.0,17997666000000.0,23500041000000.0,23617578000000.0,20221012000000.0,21628660000000.0,23129666000000.0,19755595000000.0,24112416000000.0,23075855000000.0,23972916000000.0,24248119000000.0,23176877000000.0
2082.0,22815982000000.0,19478264000000.0,17874270000000.0,23436024000000.0,23562019000000.0,20151588000000.0,21355650000000.0,22975867000000.0,19531819000000.0,24045337000000.0,23016054000000.0,23935033000000.0,24231132000000.0,23137203000000.0
2083.0,22808264000000.0,19298160000000.0,17760287000000.0,23387924000000.0,23502296000000.0,20076747000000.0,21232305000000.0,22844392000000.0,19244218000000.0,24003163000000.0,22959364000000.0,23933554000000.0,24213495000000.0,22987020000000.0
2084.0,22707345000000.0,19078274000000.0,17556426000000.0,23313963000000.0,23402000000000.0,19899546000000.0,21118543000000.0,22821032000000.0,18914180000000.0,23949570000000.0,22919480000000.0,23839830000000.0,24203204000000.0,22840410000000.0
2085.0,22556948000000.0,18937687000000.0,17384698000000.0,23247983000000.0,23355569000000.0,19653697000000.0,20887932000000.0,22738430000000.0,18706048000000.0,23914873000000.0,22772904000000.0,23824995000000.0,24097312000000.0,22678530000000.0
2086.0,22554606000000.0,18817020000000.0,17169117000000.0,23232806000000.0,23238357000000.0,19569584000000.0,20748171000000.0,22667619000000.0,18643258000000.0,23904158000000.0,22664993000000.0,23750372000000.0,24094716000000.0,22481580000000.0
2087.0,22364484000000.0,18604695000000.0,17009463000000.0,23182700000000.0,23194256000000.0,19357197000000.0,20672180000000.0,22611258000000.0,18367377000000.0,23879580000000.0,22647564000000.0,23654325000000.0,24006581000000.0,22418704000000.0
2088.0,22207160000000.0,18336916000000.0,16785052000000.0,23124895000000.0,23175423000000.0,19137210000000.0,20602595000000.0,22495652000000.0,18126048000000.0,23832092000000.0,22532202000000.0,23618170000000.0,23894277000000.0,22340432000000.0
2089.0,22046665000000.0,18145630000000.0,16540016000000.0,23047088000000.0,23124660000000.0,18937874000000.0,20417530000000.0,22354634000000.0,17934032000000.0,23813740000000.0,22433060000000.0,23599778000000.0,23858340000000.0,22267235000000.0
2090.0,22063264000000.0,17864403000000.0,16358640000000.0,23043592000000.0,23087563000000.0,18785946000000.0,20185935000000.0,22313127000000.0,17716105000000.0,23778107000000.0,22428254000000.0,23599270000000.0,23846988000000.0,22226061000000.0
2091.0,21920018000000.0,17598440000000.0,16209564000000.0,22932653000000.0,23003044000000.0,18681715000000.0,20025837000000.0,22312330000000.0,17574789000000.0,23752818000000.0,22286705000000.0,23544371000000.0,23777360000000.0,22169466000000.0
2092.0,21801330000000.0,17288021000000.0,15978827000000.0,22813633000000.0,22923344000000.0,18419917000000.0,19961607000000.0,22297457000000.0,17419704000000.0,23707032000000.0,22182745000000.0,23467213000000.0,23664467000000.0,22089132000000.0
2093.0,21768203000000.0,17020241000000.0,15725711000000.0,22732860000000.0,22846135000000.0,18398415000000.0,19796970000000.0,22277832000000.0,17262689000000.0,23640993000000.0,22086496000000.0,23408641000000.0,23620068000000.0,21952510000000.0
2094.0,21736605000000.0,16820122000000.0,15520464000000.0,22691604000000.0,22777530000000.0,18264894000000.0,19518963000000.0,22197905000000.0,16975106000000.0,23615410000000.0,22019314000000.0,23345542000000.0,23554800000000.0,21893027000000.0
2095.0,21626947000000.0,16648874000000.0,15366659000000.0,22620968000000.0,22734390000000.0,18125299000000.0,19435799000000.0,22114281000000.0,16766525000000.0,23567488000000.0,21959105000000.0,23313097000000.0,23529922000000.0,21766490000000.0
2096.0,21625464000000.0,16515394000000.0,15140047000000.0,22552949000000.0,22672940000000.0,18024770000000.0,19265413000000.0,21982035000000.0,16571674000000.0,23523810000000.0,21924298000000.0,23298312000000.0,23385394000000.0,21617386000000.0
2097.0,21516857000000.0,16362018000000.0,14885319000000.0,22524480000000.0,22627337000000.0,17980402000000.0,19171358000000.0,21907972000000.0,16430035000000.0,23510846000000.0,21856057000000.0,23286935000000.0,23271337000000.0,21491102000000.0
2098.0,21376750000000.0,16125519000000.0,14675236000000.0,22417238000000.0,22536540000000.0,17853514000000.0,19018460000000.0,21839768000000.0,16147021000000.0,23442942000000.0,21792102000000.0,23212290000000.0,23245324000000.0,21393027000000.0
2099.0,21381866000000.0,15943227000000.0,14461608000000.0,22376360000000.0,22472278000000.0,17653192000000.0,18853971000000.0,21824478000000.0,15863821000000.0,23346438000000.0,21688893000000.0,23253966000000.0,23178743000000.0,21292764000000.0
2100.0,21347540000000.0,15725769000000.0,14258202000000.0,22365965000000.0,22414044000000.0,17359602000000.0,18731830000000.0,21672977000000.0,15540503000000.0,23321662000000.0,21582158000000.0,23162645000000.0,23164830000000.0,21161816000000.0
