time,CANESM5,CESM2-WACCM,MRI-ESM2-0,ACCESS-CM2,IPSL-CM6A-LR,ACCESS-ESM1-5
2021.0,2050106000.0,2040907600.0,2059946500.0,2041441200.0,2059640700.0,2060220900.0
2022.0,2010780700.0,1976352800.0,2022040400.0,1988267800.0,2012687200.0,2027903100.0
2023.0,1971699200.0,1923917000.0,1990078700.0,1959016100.0,1977645600.0,2004888700.0
2024.0,1912516500.0,1878328400.0,1963502200.0,1905933700.0,1951701000.0,1981492900.0
2025.0,1867843600.0,1820815700.0,1926651800.0,1867018800.0,1929613300.0,1949133400.0
2026.0,1825813600.0,1722682100.0,1889047400.0,1815751200.0,1896281000.0,1920120600.0
2027.0,1762907400.0,1637372200.0,1855824900.0,1767569000.0,1868597900.0,1879577300.0
2028.0,1709549200.0,1560123800.0,1816069800.0,1694657800.0,1842558200.0,1846360700.0
2029.0,1656506900.0,1466603600.0,1769466400.0,1632918300.0,1797575200.0,1808805800.0
2030.0,1604212700.0,1416423000.0,1725413600.0,1589015800.0,1747867600.0,1729238800.0
2031.0,1557492700.0,1352187300.0,1671978600.0,1525551200.0,1686379900.0,1619964300.0
2032.0,1495601500.0,1281968900.0,1612223400.0,1452418600.0,1628719700.0,1526251400.0
2033.0,1440575100.0,1227237000.0,1527581400.0,1408818800.0,1582184800.0,1441962800.0
2034.0,1358632400.0,1192005800.0,1467394000.0,1349995800.0,1534274600.0,1358650100.0
2035.0,1308100100.0,1143416800.0,1419005000.0,1298450400.0,1472860400.0,1274780300.0
2036.0,1264761500.0,1100570200.0,1354245500.0,1246479400.0,1432419200.0,1204994300.0
2037.0,1189072600.0,1055987600.0,1284010400.0,1197809700.0,1381828000.0,1140878800.0
2038.0,1125437200.0,1004657400.0,1222851200.0,1138530000.0,1337977500.0,1086101200.0
2039.0,1079510000.0,979261760.0,1161684200.0,1103029500.0,1284141300.0,1018743700.0
2040.0,1023213600.0,939672300.0,1103280400.0,1068998100.0,1239971000.0,949554200.0
2041.0,966526900.0,903959550.0,1041289800.0,1021968800.0,1201702900.0,894844540.0
2042.0,917704060.0,879477900.0,986969300.0,971148200.0,1165972600.0,863121340.0
2043.0,867630100.0,815151400.0,919886460.0,940145660.0,1125189200.0,826158460.0
2044.0,811161660.0,775674800.0,864123140.0,891641700.0,1068912800.0,777268740.0
2045.0,747883600.0,744174900.0,826274900.0,845907200.0,997043700.0,737651100.0
2046.0,703222850.0,695823040.0,795178560.0,796639040.0,931764300.0,723958850.0
2047.0,650495500.0,665807200.0,747587140.0,745259460.0,874414800.0,669079740.0
2048.0,578637300.0,632940160.0,701310100.0,704324500.0,802696700.0,642697900.0
2049.0,548165570.0,592091500.0,674657900.0,661985150.0,730725400.0,638997060.0
2050.0,507774700.0,547876860.0,648983900.0,619333200.0,681963800.0,612687600.0
2051.0,476787550.0,526207700.0,614849500.0,573716500.0,643627260.0,599237500.0
2052.0,450390750.0,510815170.0,600315970.0,548862460.0,607298800.0,586737200.0
2053.0,426464350.0,494111900.0,580257900.0,520807700.0,569723000.0,566711700.0
2054.0,407039840.0,473267230.0,552580800.0,484282050.0,539172000.0,543777340.0
2055.0,393089000.0,457627940.0,540659460.0,460292740.0,515640930.0,527105380.0
2056.0,376729500.0,444827330.0,521482080.0,444155330.0,493529380.0,501364130.0
2057.0,355272640.0,428372480.0,504738620.0,424996830.0,467989120.0,471166900.0
2058.0,336480860.0,408158000.0,481099260.0,400931600.0,439173500.0,441153340.0
2059.0,319809820.0,397145950.0,468965700.0,376483300.0,416943140.0,395079500.0
2060.0,302330460.0,382929440.0,450662560.0,354627740.0,394609500.0,362643200.0
2061.0,287435940.0,357949570.0,432049400.0,333322000.0,369787170.0,328476540.0
2062.0,265641600.0,335824740.0,421164640.0,312784770.0,355693020.0,317620130.0
2063.0,248830620.0,313188740.0,405299420.0,291636860.0,343962500.0,308969920.0
2064.0,234942060.0,290841060.0,388992830.0,268651840.0,326248500.0,299043550.0
2065.0,219521870.0,274913440.0,376257100.0,249856770.0,310016770.0,287098340.0
2066.0,202557100.0,250593950.0,359722850.0,242132060.0,295735400.0,276232450.0
2067.0,185984910.0,229146340.0,349907650.0,228921150.0,281271260.0,262060450.0
2068.0,170658780.0,214294130.0,331471900.0,216531620.0,260676960.0,258413970.0
2069.0,161354880.0,196068500.0,315684320.0,205327890.0,237423870.0,249039950.0
2070.0,149463070.0,186430660.0,304837220.0,192644420.0,223089810.0,238763970.0
2071.0,134895950.0,169876420.0,288704740.0,184302180.0,202484600.0,232029860.0
2072.0,122798830.0,159925580.0,274531780.0,170280370.0,185532160.0,222078350.0
2073.0,118693920.0,147421580.0,258954050.0,161111600.0,173439440.0,213400300.0
2074.0,112936070.0,135989440.0,246519100.0,150106900.0,163485660.0,198343150.0
2075.0,106721900.0,129892570.0,235459070.0,136658610.0,152856930.0,185481650.0
2076.0,102759530.0,119746320.0,222778320.0,128078940.0,146151100.0,187690370.0
2077.0,100589416.0,112427610.0,212987170.0,119306920.0,139745120.0,174845710.0
2078.0,95392940.0,100393336.0,204094880.0,115771760.0,133794370.0,162599500.0
2079.0,92239960.0,95143224.0,196611800.0,112476510.0,127297550.0,156623090.0
2080.0,89649800.0,89279020.0,191012930.0,108719490.0,121265976.0,153318220.0
2081.0,85086430.0,85444210.0,181451410.0,103241050.0,113392950.0,149847660.0
2082.0,79769970.0,82237380.0,171295230.0,100418340.0,101122660.0,143948820.0
2083.0,78429230.0,82557130.0,163525740.0,96073720.0,94001460.0,134675760.0
2084.0,74030776.0,78913480.0,155050420.0,92895510.0,83526860.0,129598370.0
2085.0,68105630.0,74753930.0,144351970.0,86061016.0,72402440.0,120884330.0
2086.0,65370950.0,71132750.0,136036260.0,79175380.0,68746410.0,116133430.0
2087.0,63405390.0,67691780.0,129467120.0,75351250.0,65927704.0,102080744.0
2088.0,60724412.0,63985090.0,119207410.0,71453304.0,61235440.0,91142770.0
2089.0,57087824.0,61355412.0,113989330.0,67392300.0,59314212.0,87909540.0
2090.0,55260496.0,54775776.0,111484860.0,64684944.0,55910256.0,82872430.0
2091.0,54749748.0,53482980.0,106728210.0,61197130.0,52301810.0,79569210.0
2092.0,52599964.0,49763724.0,102544824.0,58884876.0,50262772.0,74202030.0
2093.0,51090710.0,46461612.0,99482280.0,57150108.0,48526064.0,70580136.0
2094.0,50450310.0,44851868.0,96202780.0,56562730.0,44808156.0,68056424.0
2095.0,48763320.0,41711856.0,93765390.0,53590460.0,43402080.0,64051980.0
2096.0,46489456.0,39829850.0,93056960.0,50971460.0,41141276.0,62393344.0
2097.0,43253990.0,37075524.0,91539870.0,47995868.0,38093890.0,61771770.0
2098.0,41947228.0,33681940.0,88037176.0,45767304.0,37310490.0,59285524.0
2099.0,40561736.0,31667638.0,86837440.0,40868020.0,35983380.0,57923612.0
2100.0,37562630.0,30031992.0,84828216.0,36360490.0,33455378.0,56054764.0
2101.0,35230676.0,28152918.0,81936870.0,33455470.0,31392906.0,54710536.0
2102.0,34425576.0,26422682.0,79524220.0,30944224.0,28999334.0,53133676.0
2103.0,33569016.0,25767286.0,77572110.0,29148816.0,26615930.0,50789148.0
2104.0,32411258.0,24462304.0,74745220.0,27634618.0,25185208.0,48936772.0
2105.0,30679138.0,23307700.0,73033900.0,25822168.0,24227094.0,46115804.0
2106.0,30273080.0,22588872.0,67098864.0,23513880.0,23081542.0,42411616.0
2107.0,28416720.0,21811316.0,63996668.0,22881014.0,22546294.0,41087836.0
2108.0,26363878.0,20822122.0,59869784.0,21046584.0,21746554.0,37192500.0
2109.0,24645354.0,19980328.0,55352324.0,20275968.0,20006032.0,33936996.0
2110.0,23098406.0,18831700.0,53720696.0,19060484.0,18236316.0,35383532.0
2111.0,20805920.0,17834960.0,50592850.0,18240220.0,17263228.0,31653388.0
2112.0,19566666.0,17161232.0,48894410.0,16153548.0,15287992.0,29379178.0
2113.0,18897730.0,16013417.0,47575296.0,15421532.0,13011474.0,30314852.0
2114.0,17912586.0,14055518.0,45270532.0,14368590.0,11160338.0,27529102.0
2115.0,17709014.0,12351422.0,43199756.0,13639735.0,10274728.0,26418680.0
2116.0,16894700.0,11266700.0,42273756.0,13002017.0,9561198.0,25031850.0
2117.0,15331404.0,10607364.0,41992930.0,12441621.0,8956044.0,23987382.0
2118.0,14509876.0,9806887.0,40576024.0,12001521.0,8801184.0,21503218.0
2119.0,14105602.0,9231555.0,39899290.0,11425133.0,8463460.0,20685086.0
2120.0,13389599.0,8805487.0,38556176.0,10906948.0,8231939.0,19263462.0
2121.0,13252370.0,8152515.0,37711784.0,10108701.0,7885878.5,17875932.0
2122.0,12975779.0,7985008.5,37369276.0,9627628.0,7793997.0,17554094.0
2123.0,12911438.0,7761056.0,36430876.0,9058187.0,7718657.0,16499696.0
2124.0,12382975.0,7164734.5,35223230.0,8409127.0,7356513.0,16072964.0
2125.0,12096633.0,6760487.0,34141136.0,8061432.0,7176808.0,15498114.0
2126.0,11332657.0,6717229.5,33451950.0,7946485.0,7178877.5,14294430.0
2127.0,11205714.0,6678101.0,32472738.0,7412123.0,7102783.0,13879753.0
2128.0,10926439.0,6503558.5,31360328.0,7405771.0,6871280.0,13467484.0
2129.0,10751357.0,6442010.5,30707648.0,7173795.5,6601616.0,13016977.0
2130.0,10673945.0,6410117.0,29462828.0,6553500.0,6145184.5,13231944.0
2131.0,10139366.0,6267155.0,27923100.0,6458620.5,5628241.0,12469095.0
2132.0,9910177.0,6053215.0,26149448.0,6250339.0,5416572.5,11626614.0
2133.0,9783795.0,5940487.5,24706014.0,6072632.5,5044650.5,11318535.0
2134.0,9622532.0,5761428.0,23745330.0,5836541.5,4839571.0,10492724.0
2135.0,8966936.0,5019771.5,22754796.0,5374331.5,4831344.5,10058072.0
2136.0,8743604.0,4940048.0,22123494.0,5210684.5,4649532.5,9278224.0
2137.0,8223316.0,4922684.0,21439056.0,5197579.5,4531564.0,9167778.0
2138.0,7945718.0,4566792.5,21075496.0,4888739.0,4084069.5,8459940.0
2139.0,7310908.5,4510785.0,20241782.0,4786722.0,3904515.8,7732111.0
2140.0,7053639.0,4475664.0,19367090.0,4587569.0,3717577.5,7441932.5
2141.0,6895271.0,4405709.0,18571910.0,4420863.5,3513048.8,7334127.5
2142.0,6895089.0,4391477.5,17490468.0,4225921.5,3500091.2,7242138.5
2143.0,6384053.0,4243672.0,16936996.0,3563388.8,3483527.8,6909593.5
2144.0,6360795.0,3654818.8,16311856.0,3564435.5,3284420.0,6511984.0
2145.0,6180229.5,3637428.8,16231310.0,3557837.0,3265292.2,6202609.5
2146.0,6139959.0,3452581.0,15735592.0,3547448.2,3179125.0,6170651.5
2147.0,5548794.5,3449258.0,15084635.0,3393753.5,2833714.8,6146943.5
2148.0,5285414.0,3278620.0,14730857.0,3301981.5,2657815.8,5783167.0
2149.0,5270262.0,3267100.8,14411811.0,3308294.5,2590220.8,5703488.5
2150.0,5268901.0,3267031.0,14281667.0,3234556.8,2284587.8,5783440.0
2151.0,4831152.5,2927784.8,13961972.0,3229086.5,2142493.8,5653050.0
2152.0,4528413.0,2692521.2,12361917.0,2844850.8,1901132.8,5203722.5
2153.0,4461765.0,2660196.8,12460817.0,2676649.0,1868333.1,5158240.0
2154.0,4480447.5,2476585.2,12262153.0,2651100.2,1814172.8,5105525.5
2155.0,4337276.5,2456953.0,12138449.0,2465935.8,1778300.4,5105900.0
2156.0,4474378.5,2449877.8,12140009.0,2451730.8,1641919.9,4792543.0
2157.0,4423887.0,2444544.5,11643493.0,2450966.0,1635985.0,4742012.5
2158.0,4301883.0,2201536.5,11445722.0,2440821.0,1528083.4,3990419.0
2159.0,4261822.0,2123401.5,11351007.0,2277509.8,1305251.6,3989377.8
2160.0,4255614.0,2108023.0,11179828.0,2129254.5,1221010.5,3993307.5
2161.0,4250551.5,1867149.2,10857700.0,2130173.0,1138413.8,3910265.5
2162.0,4199528.0,1844792.1,10464017.0,2124961.2,1128572.6,3886122.5
2163.0,3886042.8,1718128.0,10445634.0,2111331.0,929896.7,3579923.2
2164.0,3387728.5,1662088.9,10398412.0,1855294.8,926930.06,3249769.8
2165.0,3206562.8,1572030.2,10263581.0,1834839.8,890847.75,3245173.5
2166.0,3196339.5,1553141.5,9625352.0,1702234.1,856539.4,2807244.5
2167.0,3197878.5,1551726.1,9508553.0,1699377.5,850453.9,2626037.8
2168.0,3052234.8,1548535.4,9213003.0,1685237.2,787431.0,2621182.8
2169.0,2641992.0,1303841.1,9157648.0,1676976.2,604545.75,2657549.8
2170.0,2636417.0,1302264.8,8988600.0,1621155.4,600510.4,2628871.2
2171.0,2451974.8,1235903.8,8886688.0,1613565.6,599083.25,2574900.8
2172.0,2433779.5,1227005.8,8592605.0,1609295.0,596977.9,2340435.5
2173.0,2415170.0,1221800.2,8463441.0,1521068.0,497724.44,2333314.0
2174.0,2393086.2,1150670.1,8439774.0,1432362.2,461456.62,2167108.2
2175.0,2400482.2,1106467.6,8378830.0,1426052.5,429601.75,2134692.2
2176.0,2386618.8,1100505.1,8014006.5,1420067.4,428636.94,1885481.6
2177.0,2218430.8,942105.4,7989125.0,1201851.9,427755.7,1883203.0
2178.0,2157955.5,938713.56,7983560.5,1195622.5,427707.06,1727575.5
2179.0,2073917.1,903963.2,7977711.0,1122243.2,402839.94,1725653.6
2180.0,2049308.6,871593.3,7737508.5,1078437.8,401705.88,1724986.2
2181.0,1679426.2,867257.3,7484833.0,917008.6,400348.44,1710933.1
2182.0,1664770.5,800450.0,7478184.0,912957.7,398703.62,1569306.6
2183.0,1613077.4,749560.5,7411790.5,875334.8,392280.16,1562610.5
2184.0,1591893.8,615048.25,7404364.0,871319.6,391617.8,1557001.1
2185.0,1498609.6,613775.44,7365187.5,839252.94,391360.0,1476300.4
2186.0,1497191.9,567687.06,7356516.0,735311.3,391119.53,1322473.1
2187.0,1360723.0,566834.9,7313565.0,731689.25,391097.88,1320941.1
2188.0,1197152.2,566254.94,7027819.5,595841.2,390576.8,1262886.4
2189.0,1188533.4,542605.3,6887184.5,593914.9,390556.78,1266393.5
2190.0,1182920.1,488377.94,7033758.0,590651.44,389685.72,1324243.6
2191.0,1073676.1,486817.7,6837330.0,522807.1,389319.66,1189669.8
2192.0,916029.1,441755.2,6832240.0,468908.7,384513.0,1185349.2
2193.0,924669.75,441057.88,6508150.0,463366.56,384468.97,1143811.5
2194.0,926994.8,440654.44,6499726.5,449121.25,374954.3,1139634.9
2195.0,929889.44,416556.03,6407578.5,416225.6,374923.75,1135854.1
2196.0,929091.9,416361.94,6220524.0,418590.44,375163.0,1130586.8
2197.0,891128.7,414682.3,6080367.5,390631.3,375219.7,970527.3
2198.0,850421.56,413916.03,6002670.5,390376.75,375205.66,967715.44
2199.0,844071.8,413267.22,6030048.5,389216.88,375141.66,918127.44
2200.0,842726.75,413976.75,6006998.0,386781.56,375079.22,910808.94
2201.0,826810.06,408468.9,5998213.5,385980.72,375018.8,908641.3
2202.0,821949.7,407104.06,5977890.0,380706.56,375082.25,903855.25
2203.0,767151.6,406073.03,5964214.5,380847.94,374831.28,852370.4
2204.0,708361.44,406029.75,5872213.5,379928.2,375038.12,789475.3
2205.0,571491.94,406038.7,5863047.5,379591.72,374851.2,584905.94
2206.0,517083.12,406006.12,5617686.5,379410.4,374833.2,584059.44
2207.0,517144.47,406003.06,5624026.0,379794.3,374958.72,581172.2
2208.0,439950.6,405918.75,5334793.5,380112.12,374961.5,559090.1
2209.0,425266.47,405908.5,5696139.0,379754.88,374882.84,473833.03
2210.0,423629.53,405795.3,5466172.5,379191.7,374637.2,465617.94
2211.0,419318.75,405633.66,5043467.5,378928.8,372256.78,497278.94
2212.0,385646.5,405655.7,5048628.5,378767.66,372333.75,488463.66
2213.0,360926.84,405419.0,5046260.0,378884.9,372109.06,510154.75
2214.0,360056.06,405331.7,5045117.0,373896.2,372118.44,456357.2
2215.0,359852.22,405253.56,4851851.0,373983.0,372113.94,440959.75
2216.0,359270.1,405086.03,4848830.5,378849.7,371983.5,416926.03
2217.0,357554.75,404847.72,4844154.5,374034.97,359674.1,416875.3
2218.0,352407.44,404706.3,4828203.5,374013.03,359877.25,416585.44
2219.0,352436.7,404555.22,5247041.5,374027.94,359958.7,417964.34
2220.0,352377.6,404543.75,4972940.0,373971.5,359853.47,416069.22
2221.0,352299.88,404536.53,4850263.0,373827.5,359883.62,416504.84
2222.0,352335.2,404570.5,5780593.5,373124.5,359890.62,414954.0
2223.0,343538.28,404815.25,4926236.5,372314.53,359799.78,414757.12
2224.0,343618.28,404796.66,4931285.5,372139.56,359773.03,413983.38
2225.0,342957.12,404666.47,4806030.0,372230.1,359719.1,413846.06
2226.0,343456.4,404534.5,4800659.5,372270.62,359538.62,408457.16
2227.0,342803.78,404676.2,4796847.0,372187.62,359741.22,408317.56
2228.0,342943.38,401774.94,4849310.5,372306.88,359632.78,452904.3
2229.0,342877.8,400207.66,4800437.5,372190.9,359678.88,408672.03
2230.0,342973.12,400098.44,4793411.0,371172.12,359834.4,408727.16
2231.0,343027.5,400023.62,4793835.5,368147.66,359775.94,409993.12
2232.0,342741.1,399718.44,4762067.0,368278.1,359577.44,408542.1
2233.0,342810.56,399533.88,4774572.5,368297.25,359639.94,408552.25
2234.0,342666.0,393716.56,4771708.5,368229.28,359537.5,408791.7
2235.0,342722.06,393826.78,4759802.0,368349.97,359488.6,408702.1
2236.0,342630.06,393737.56,4764426.5,368150.03,359568.34,408939.66
2237.0,343424.12,393788.16,4769757.0,367939.53,359633.44,440270.75
2238.0,342653.22,390126.62,4802446.5,368032.16,359488.7,408378.2
2239.0,342613.12,389998.06,4801295.0,368117.44,358846.03,408241.38
2240.0,339017.75,390170.3,4776770.5,368092.75,358954.3,407714.53
2241.0,342545.12,390217.5,4773454.5,368213.84,358861.8,404278.03
2242.0,339032.75,390212.25,4771193.0,368237.97,358989.2,404194.5
2243.0,338952.6,390037.88,4741958.0,368264.2,358819.75,404406.75
2244.0,342629.75,390028.7,4740418.0,368119.6,358793.4,407648.44
2245.0,342543.1,390013.0,4735531.0,368285.2,358659.5,404028.88
2246.0,338915.22,390054.44,4727782.5,368275.12,359617.0,404245.5
2247.0,338840.7,390119.7,4726515.0,368157.97,358807.2,407912.38
2248.0,338734.1,390117.94,4547051.5,368149.28,358883.7,404416.44
2249.0,338581.56,390076.1,4385682.5,368009.56,358844.8,404222.06
2250.0,342021.34,390092.62,4368654.5,367893.1,358628.12,407548.47
2251.0,342191.38,389849.06,4365963.5,367745.88,358641.47,404130.22
2252.0,342241.38,390009.62,4367547.5,358904.4,358702.72,404337.94
2253.0,342252.5,389969.0,4367949.5,349371.2,359802.12,407758.66
2254.0,342061.28,389874.3,4364895.5,358394.53,358801.06,404193.3
2255.0,338571.12,390010.88,4363262.5,359417.62,358637.9,404106.12
2256.0,338513.6,389956.97,4368882.0,359224.97,358846.8,404003.0
2257.0,338552.75,389933.4,4371820.0,359240.44,358698.16,403986.6
2258.0,338556.12,390035.84,4390690.5,359336.94,358629.2,404175.53
2259.0,338548.0,390077.06,4392718.5,359217.6,358748.5,407663.34
2260.0,338504.7,389934.22,4394271.5,359203.06,358703.1,406339.44
2261.0,338371.47,389937.72,4767061.0,359407.66,358535.62,402911.03
2262.0,338297.47,389870.97,4392283.5,359333.03,358670.44,402894.8
2263.0,338279.88,389880.5,4390943.0,359216.8,358637.4,402632.16
2264.0,338345.97,389847.1,4389598.5,349500.06,358716.78,402638.78
2265.0,342042.25,389936.38,4397195.0,359326.3,358715.7,402746.06
2266.0,338283.62,389932.16,4400721.0,349560.88,358679.62,397883.03
2267.0,338371.44,389976.3,4778820.0,359337.0,358738.8,398020.56
2268.0,341914.28,389803.88,4398211.0,349118.12,358578.88,401379.62
2269.0,338287.66,389886.12,4391982.0,349166.0,358493.25,401541.03
2270.0,338390.06,389910.6,4372714.0,358980.06,358442.44,401525.12
2271.0,341984.94,389892.06,4371229.5,358972.78,358626.78,400991.5
2272.0,338298.3,389855.94,4371813.5,358891.4,358590.72,400946.75
2273.0,338261.06,389866.3,4368698.5,358689.66,358545.88,397619.8
2274.0,338276.16,389982.84,4367298.0,358695.62,358677.3,397624.72
2275.0,338080.88,389868.9,4368220.0,358813.8,358539.06,401420.94
2276.0,338143.97,389850.62,4360777.0,358767.94,358696.25,398258.38
2277.0,338015.84,389882.25,4358875.5,358821.5,358637.3,398355.8
2278.0,338173.44,389839.0,4368954.0,358841.75,358735.0,398097.12
2279.0,338274.62,386510.25,4361299.0,349010.97,358736.97,397714.6
2280.0,338300.9,386483.44,4357248.0,348963.06,358596.56,397509.38
2281.0,338250.03,386448.8,4360006.5,349094.38,358432.53,397445.84
2282.0,338290.7,386575.06,4362132.0,349157.34,358591.38,397749.9
2283.0,342024.3,386515.84,4365361.0,349143.12,358749.16,401366.7
2284.0,338269.8,386605.8,4377044.0,349118.7,358486.94,397680.97
2285.0,338263.88,386481.7,4367389.5,349240.56,358531.75,397869.6
2286.0,338055.56,386450.5,4349402.5,349030.94,358628.53,398029.9
2287.0,338145.88,386498.88,4349630.0,348965.7,358447.88,398090.28
2288.0,338129.16,386431.84,4345932.5,349117.2,358406.94,398103.16
2289.0,338147.38,386552.7,4026396.2,349104.34,358219.1,397911.88
2290.0,338073.03,386612.3,3906555.8,349195.56,358243.0,397634.75
2291.0,338029.62,386463.38,4357368.5,358881.78,358391.66,397832.97
2292.0,338070.38,386325.9,4376810.0,358872.4,358533.97,397858.34
2293.0,337989.8,386297.94,4377076.5,349200.12,358437.94,398207.56
2294.0,337961.25,386333.1,4357280.5,349121.38,358426.38,398082.0
2295.0,337874.0,386360.8,4356200.0,349117.88,358375.8,398312.38
2296.0,337984.47,386393.2,4359013.5,348882.28,358256.2,398034.7
2297.0,337990.25,389824.8,4348837.0,348970.12,358422.4,398157.78
2298.0,338018.5,386531.94,4346725.0,349101.7,358350.56,397931.06
2299.0,337958.1,386540.44,4349746.5,349165.62,358422.94,397742.22
2300.0,337927.22,386424.34,4340638.0,348908.25,358338.0,397921.34
