time,IPSL-CM6A-LR,CESM2-WACCM,MRI-ESM2-0,CANESM5
2098.0,414018050.0,291250000.0,512447680.0,345115940.0
2099.0,414254050.0,319528260.0,533804320.0,338930050.0
2100.0,412874620.0,314609200.0,541933630.0,344427500.0
2101.0,424397950.0,325390560.0,550203600.0,362317760.0
2102.0,420733000.0,316656060.0,565508030.0,372426880.0
2103.0,431813060.0,340894620.0,565551550.0,366986240.0
2104.0,437604900.0,323718850.0,561215400.0,356997020.0
2105.0,443260030.0,347853920.0,597999800.0,361230620.0
2106.0,449566600.0,335961630.0,594546370.0,376066100.0
2107.0,441761250.0,348385120.0,577163200.0,399071330.0
2108.0,480722140.0,337801600.0,573981600.0,392160130.0
2109.0,489183300.0,335665150.0,580904060.0,401128830.0
2110.0,473121020.0,351386400.0,571669100.0,413110820.0
2111.0,464459100.0,345738430.0,569524160.0,420072320.0
2112.0,465729120.0,342614620.0,599920260.0,410376420.0
2113.0,465516700.0,351769900.0,624440260.0,421750900.0
2114.0,464625570.0,394195200.0,623213300.0,415515420.0
2115.0,490464540.0,395541200.0,614554240.0,420796600.0
2116.0,494707650.0,403662720.0,609981440.0,461329100.0
2117.0,520359680.0,399247200.0,632259000.0,451350400.0
2118.0,575508700.0,392855230.0,646540160.0,444263840.0
2119.0,524402500.0,407469250.0,654202000.0,451499800.0
2120.0,524604400.0,394516800.0,646735500.0,462113730.0
2121.0,538235700.0,426027040.0,644218560.0,451363940.0
2122.0,549498100.0,402745180.0,664340100.0,485160700.0
2123.0,548895360.0,429483600.0,660174850.0,521313440.0
2124.0,541366600.0,466915650.0,663346700.0,504144540.0
2125.0,570071800.0,431797250.0,663886700.0,501723230.0
2126.0,557583200.0,438841200.0,743661000.0,506942240.0
2127.0,621807600.0,445787460.0,730879940.0,521613100.0
2128.0,630909900.0,436614400.0,730079400.0,514343140.0
2129.0,633602100.0,445419330.0,734276540.0,559423100.0
2130.0,639735700.0,447052700.0,730809000.0,559865300.0
2131.0,633694800.0,456257540.0,829934340.0,565113700.0
2132.0,627473300.0,451409340.0,807672500.0,559207230.0
2133.0,635120060.0,505290300.0,754479900.0,567405400.0
2134.0,646544700.0,470133920.0,805267460.0,586182200.0
2135.0,622917000.0,461949980.0,814015740.0,593474300.0
2136.0,629214900.0,459855330.0,793000960.0,650474600.0
2137.0,732409300.0,464078750.0,819744000.0,610691500.0
2138.0,669775300.0,458275520.0,815949200.0,609581000.0
2139.0,651271100.0,453594560.0,859931500.0,598187140.0
2140.0,690837250.0,471357660.0,847690000.0,618620740.0
2141.0,689559700.0,462763360.0,886613000.0,613444030.0
2142.0,682840900.0,458325440.0,918684100.0,628097660.0
2143.0,687706900.0,456965120.0,869707140.0,635888500.0
2144.0,689916000.0,460631800.0,885338600.0,637864260.0
2145.0,692068900.0,455053200.0,869681660.0,645103360.0
2146.0,702165100.0,482044380.0,863161400.0,647198600.0
2147.0,796221060.0,469220480.0,861155600.0,661754700.0
2148.0,722007500.0,459905280.0,867344300.0,673549630.0
2149.0,734352830.0,475798750.0,866258200.0,695372160.0
2150.0,759953860.0,474327580.0,855291500.0,692854140.0
2151.0,751589700.0,473897470.0,906311100.0,691421100.0
2152.0,778691300.0,516528350.0,864862460.0,720482240.0
2153.0,780828300.0,545783400.0,865664640.0,717241340.0
2154.0,771683900.0,521952060.0,871858240.0,711062340.0
2155.0,755902600.0,530268350.0,860703400.0,755061200.0
2156.0,749545660.0,525611330.0,863541950.0,756718200.0
2157.0,781437400.0,535184670.0,923741700.0,764376260.0
2158.0,755086900.0,526962340.0,894921200.0,745058000.0
2159.0,768297900.0,518611940.0,887854200.0,753287940.0
2160.0,741431740.0,558361500.0,902764540.0,748016600.0
2161.0,735040260.0,532138200.0,972539140.0,777792600.0
2162.0,744245500.0,520236700.0,928227200.0,755946100.0
2163.0,734419460.0,527359400.0,907774460.0,769462340.0
2164.0,731354750.0,543279600.0,1002457200.0,841380400.0
2165.0,742474300.0,529012060.0,918802240.0,804960400.0
2166.0,738679230.0,544974900.0,907000300.0,803637800.0
2167.0,774958660.0,528669120.0,1034177300.0,800594300.0
2168.0,839440300.0,528687170.0,1011232450.0,809875200.0
2169.0,792399550.0,542798140.0,963897600.0,807250900.0
2170.0,775846700.0,523913060.0,994752700.0,790841660.0
2171.0,810673800.0,548491800.0,974007400.0,789641900.0
2172.0,884248000.0,671691100.0,959655740.0,804652400.0
2173.0,831939260.0,600751740.0,962769700.0,834986430.0
2174.0,827544260.0,563644800.0,954228740.0,853521150.0
2175.0,873736000.0,563749200.0,988554050.0,815994050.0
2176.0,848745300.0,558240260.0,1004961500.0,904633100.0
2177.0,911533500.0,548493600.0,988295940.0,859692700.0
2178.0,910054100.0,572008100.0,977655900.0,845063400.0
2179.0,883153900.0,555477570.0,969535300.0,844881900.0
2180.0,885744300.0,546050800.0,966582500.0,927919360.0
2181.0,881524540.0,543051140.0,963493800.0,890886900.0
2182.0,916461250.0,551402000.0,961915900.0,918756700.0
2183.0,977536900.0,546776800.0,990424100.0,902837440.0
2184.0,940533760.0,536449660.0,964913860.0,920260860.0
2185.0,917201540.0,547807940.0,982050900.0,909193660.0
2186.0,906828600.0,544866050.0,1063410750.0,912077250.0
2187.0,896343400.0,537844200.0,997619500.0,917642050.0
2188.0,889504640.0,551428800.0,1005959900.0,907291840.0
2189.0,910440960.0,531292900.0,1122276400.0,918180100.0
2190.0,916223360.0,528579620.0,1047361900.0,916927300.0
2191.0,892840060.0,536930200.0,1020451200.0,912984800.0
2192.0,887775040.0,556542660.0,1034589800.0,921966460.0
2193.0,975061570.0,568438850.0,1039596700.0,947962000.0
2194.0,933140740.0,543166100.0,1027214800.0,935757200.0
2195.0,894624500.0,589160700.0,1030993860.0,948727100.0
2196.0,887716200.0,553556000.0,1022397800.0,988701250.0
2197.0,925136700.0,539550400.0,1021425900.0,974280500.0
2198.0,921267200.0,539627200.0,1016232770.0,957975500.0
2199.0,904185800.0,532442080.0,1010461950.0,962306300.0
2200.0,982444860.0,526940900.0,999594000.0,959688200.0
2201.0,951826370.0,535493760.0,1027827500.0,1007539800.0
2202.0,923398460.0,531628580.0,1056610500.0,1008065100.0
2203.0,909780160.0,520993300.0,1029265200.0,1031583200.0
2204.0,903841100.0,520694500.0,1014941440.0,999527800.0
2205.0,943863550.0,510738080.0,1044711230.0,996193340.0
2206.0,944701200.0,512975600.0,1012399040.0,978271400.0
2207.0,909613500.0,507539700.0,1024249000.0,974535900.0
2208.0,903733440.0,504181730.0,1010983200.0,974598200.0
2209.0,942229000.0,503770300.0,997045570.0,966800960.0
2210.0,925609800.0,500278560.0,992970050.0,968868100.0
2211.0,938044500.0,500685200.0,999999400.0,960945900.0
2212.0,1015513400.0,499096100.0,992815000.0,996118340.0
2213.0,977189600.0,511280500.0,986873340.0,965160800.0
2214.0,946303360.0,500954620.0,980416450.0,962652900.0
2215.0,1000472900.0,496850180.0,972128060.0,964841860.0
2216.0,993605950.0,507846800.0,1001749500.0,960849540.0
2217.0,1011857340.0,499430880.0,998775400.0,977114240.0
2218.0,1033798660.0,493221980.0,973838200.0,976275500.0
2219.0,994476100.0,500893660.0,965493800.0,961977500.0
2220.0,1001570800.0,499831740.0,956003650.0,954681860.0
2221.0,1047640100.0,500343580.0,958104400.0,966239700.0
2222.0,1023807500.0,497753600.0,976719600.0,952868100.0
2223.0,1006809900.0,516099700.0,961441500.0,941383300.0
2224.0,1035799600.0,497572540.0,944891000.0,931432770.0
2225.0,1025191300.0,524557660.0,997562940.0,995381400.0
2226.0,1005509570.0,520179330.0,987820600.0,1062893250.0
2227.0,1016436100.0,513257540.0,954113900.0,1007650200.0
2228.0,1042670850.0,543009800.0,949023300.0,1006139970.0
2229.0,1084641800.0,517162080.0,948874500.0,973279940.0
2230.0,1079731800.0,509848960.0,938717300.0,1011200450.0
2231.0,1073438700.0,536311000.0,938623900.0,997694200.0
2232.0,1073760400.0,509060960.0,931458100.0,972482600.0
2233.0,1047071100.0,501182880.0,924778800.0,977828600.0
2234.0,1042434240.0,516231940.0,932342500.0,972800640.0
2235.0,1110446200.0,514614460.0,926819460.0,968211300.0
2236.0,1086678300.0,509474620.0,923663170.0,958035800.0
2237.0,1071952000.0,509303840.0,940646000.0,958842750.0
2238.0,1056998400.0,502008400.0,921970000.0,957873100.0
2239.0,1052728060.0,584359360.0,918942850.0,976916100.0
2240.0,1131325400.0,512552260.0,934350850.0,1007372000.0
2241.0,1046005500.0,503191680.0,913509500.0,997102000.0
2242.0,1038017500.0,507085250.0,909011460.0,976820100.0
2243.0,1029748800.0,499772000.0,928601340.0,1027392600.0
2244.0,1033626050.0,504062880.0,905466700.0,980967800.0
2245.0,1045054140.0,495012220.0,906360900.0,974046900.0
2246.0,1103797200.0,493822560.0,1035003600.0,982982900.0
2247.0,1094080900.0,489886560.0,957685300.0,974777860.0
2248.0,1061088800.0,484843700.0,931053300.0,1015797900.0
2249.0,1040515700.0,488067740.0,1047419500.0,1054272060.0
2250.0,1045808800.0,499271970.0,966120000.0,1018082300.0
2251.0,1068717300.0,477964540.0,953202600.0,1021199400.0
2252.0,1055570750.0,474362660.0,1020571840.0,1025032200.0
2253.0,1036312260.0,481462500.0,968617400.0,1059624300.0
2254.0,1050823900.0,471798080.0,961958140.0,1028305000.0
2255.0,1045872960.0,472996200.0,1030065300.0,1028065700.0
2256.0,1050219100.0,467832400.0,973097500.0,1070285800.0
2257.0,1030833860.0,463160350.0,963485950.0,1062449800.0
2258.0,1076570500.0,461268700.0,1030624260.0,1038693800.0
2259.0,1036390700.0,455168670.0,1031469500.0,1045500160.0
2260.0,1020204900.0,451571800.0,1013167400.0,1069882900.0
2261.0,1021805900.0,451832800.0,1020837500.0,1046069440.0
2262.0,1012030200.0,445604380.0,1006081660.0,1058043100.0
2263.0,999073860.0,442743940.0,989376060.0,1159574500.0
2264.0,990454140.0,444326430.0,1001999100.0,1134805100.0
2265.0,1029316400.0,435817800.0,984278340.0,1118282800.0
2266.0,1050312300.0,429255700.0,978093440.0,1098208800.0
2267.0,996315900.0,432117020.0,982296600.0,1139249700.0
2268.0,996603650.0,431380200.0,964374600.0,1147090700.0
2269.0,979654800.0,426757760.0,957488960.0,1145058300.0
2270.0,971122800.0,439675500.0,1035343400.0,1147170400.0
2271.0,973633540.0,425738140.0,972055100.0,1154570900.0
2272.0,988667100.0,422565980.0,963646600.0,1161261300.0
2273.0,969393200.0,423483520.0,983559900.0,1144025900.0
2274.0,962628200.0,421922780.0,966151900.0,1136846500.0
2275.0,959286000.0,421521660.0,983654800.0,1139941400.0
2276.0,954976900.0,482733980.0,965997800.0,1154286300.0
2277.0,986112600.0,454801400.0,968124900.0,1142436000.0
2278.0,1033609600.0,441427900.0,982591000.0,1138038900.0
2279.0,987362900.0,440377500.0,961287900.0,1136543900.0
2280.0,971517250.0,438403100.0,983877760.0,1160443300.0
2281.0,968536700.0,434949660.0,963720200.0,1180182500.0
2282.0,1000928960.0,432113000.0,960242100.0,1171083900.0
2283.0,989709400.0,428677100.0,1009493570.0,1138773900.0
2284.0,1059423900.0,434203700.0,998359400.0,1135640800.0
2285.0,1073561540.0,431007500.0,995584300.0,1215326800.0
2286.0,1042741950.0,438629700.0,987900740.0,1182207500.0
2287.0,1041489700.0,444741100.0,986904770.0,1169551200.0
2288.0,1033134300.0,500066700.0,986685440.0,1187651700.0
2289.0,1035179900.0,480652740.0,993786200.0,1166572300.0
2290.0,1051211140.0,465493020.0,1002831300.0,1245640700.0
2291.0,1034575000.0,482341980.0,976899900.0,1196833400.0
2292.0,1027448260.0,467374270.0,969797250.0,1193702100.0
2293.0,1028346050.0,463795780.0,995716350.0,1173180400.0
2294.0,1022718500.0,463953500.0,974619840.0,1176669300.0
2295.0,1066652350.0,457320400.0,959343550.0,1172343400.0
2296.0,1119593500.0,460544220.0,953146400.0,1170999900.0
2297.0,1056495170.0,451973220.0,949782660.0,1273189500.0
2298.0,1072573950.0,451174200.0,955456830.0,1306812500.0
2299.0,1120216700.0,470243550.0,941154750.0,1259346200.0
2300.0,1093519000.0,451490980.0,934382850.0,1239503700.0
