time,NORESM1-M,CNRM-CM5,MPI-ESM-LR,CANESM2,CSIRO-MK3-6-0,GFDL-CM3,GFDL-ESM2G,IPSL-CM5A-LR,GISS-E2-R,CESM1-CAM5,CCSM4
2026.0,778094100000.0,764123100000.0,775784040000.0,756208100000.0,789234200000.0,737494500000.0,779746400000.0,784224300000.0,771655900000.0,791082100000.0,784258200000.0
2027.0,780508800000.0,746427450000.0,765051140000.0,748987100000.0,794265450000.0,727616500000.0,780567700000.0,762552200000.0,770992770000.0,786488200000.0,768322800000.0
2028.0,764717700000.0,728975700000.0,746426800000.0,737426740000.0,787044500000.0,707306100000.0,764931740000.0,743828550000.0,758649800000.0,783122100000.0,748967100000.0
2029.0,749877700000.0,721867050000.0,738891660000.0,715832900000.0,774572540000.0,686755800000.0,758542200000.0,730659550000.0,747364550000.0,766114000000.0,742651900000.0
2030.0,740401700000.0,713170200000.0,729942400000.0,690037400000.0,760131350000.0,671154700000.0,737824540000.0,714977250000.0,735610340000.0,748376700000.0,721576000000.0
2031.0,714882500000.0,692700300000.0,720809500000.0,665441800000.0,754793200000.0,648363440000.0,733028700000.0,703623100000.0,715547400000.0,723766100000.0,715369150000.0
2032.0,708081400000.0,681266840000.0,706329800000.0,650375600000.0,751477500000.0,620044550000.0,729491240000.0,684184240000.0,706704640000.0,708067300000.0,704390230000.0
2033.0,688251200000.0,663829500000.0,690682460000.0,634504900000.0,740949560000.0,605297640000.0,725756300000.0,668881700000.0,692509740000.0,703556000000.0,687403240000.0
2034.0,668000400000.0,654358150000.0,666371360000.0,613586760000.0,732407200000.0,585776300000.0,726032650000.0,655493100000.0,667584360000.0,678820200000.0,671176200000.0
2035.0,652457300000.0,639446200000.0,654683800000.0,600109000000.0,714913550000.0,572230000000.0,723253800000.0,643084650000.0,655268050000.0,661860450000.0,662733650000.0
2036.0,639618840000.0,624485000000.0,647801860000.0,582409600000.0,695979930000.0,556807000000.0,714059900000.0,621313300000.0,642080300000.0,647294350000.0,658786350000.0
2037.0,628812700000.0,608057750000.0,635148040000.0,561597100000.0,681969250000.0,538418740000.0,705513460000.0,607582160000.0,628064400000.0,623455630000.0,642198340000.0
2038.0,596414100000.0,595735740000.0,615600300000.0,539835400000.0,659461700000.0,518689900000.0,700717100000.0,591610600000.0,616750060000.0,601506900000.0,627377900000.0
2039.0,578660470000.0,580136700000.0,609593300000.0,522088400000.0,653635750000.0,509702140000.0,690130300000.0,571586200000.0,598508770000.0,592255450000.0,625519560000.0
2040.0,564111930000.0,567398960000.0,592161800000.0,513928270000.0,637053240000.0,493429360000.0,685071200000.0,553740800000.0,591276900000.0,579588650000.0,619099900000.0
2041.0,550009200000.0,559202100000.0,582438550000.0,497241300000.0,614317500000.0,475374450000.0,681617260000.0,534882300000.0,577218940000.0,555328300000.0,614771200000.0
2042.0,532018700000.0,537965950000.0,573739760000.0,479899650000.0,595776500000.0,452930570000.0,682885700000.0,514983800000.0,578001900000.0,546550580000.0,609430700000.0
2043.0,513204680000.0,522949850000.0,566727930000.0,465730540000.0,578170100000.0,438734780000.0,681032800000.0,496893460000.0,565717430000.0,541583100000.0,602893600000.0
2044.0,498194120000.0,511197800000.0,551851460000.0,455653620000.0,558172300000.0,422285770000.0,673881060000.0,484971640000.0,562913900000.0,525426200000.0,591719400000.0
2045.0,479816780000.0,499908250000.0,541373300000.0,442368130000.0,542309480000.0,400809600000.0,661770860000.0,465210050000.0,545500920000.0,511511720000.0,582067100000.0
2046.0,466600900000.0,493824600000.0,535092000000.0,419820180000.0,525915900000.0,387960340000.0,649986000000.0,447862540000.0,533665250000.0,500144570000.0,568986960000.0
2047.0,461832780000.0,483970000000.0,524165380000.0,410302380000.0,510638720000.0,366612870000.0,642083200000.0,436304840000.0,525034160000.0,477923670000.0,568225600000.0
2048.0,443230900000.0,478859620000.0,514661250000.0,394950100000.0,493477300000.0,353885000000.0,620036100000.0,416520300000.0,516192530000.0,461167170000.0,548523100000.0
2049.0,430145800000.0,467529170000.0,512584160000.0,377933700000.0,479922160000.0,336773300000.0,605109350000.0,405590900000.0,512169100000.0,446808360000.0,533722630000.0
2050.0,405199780000.0,454430980000.0,511157670000.0,366434980000.0,461485000000.0,320275000000.0,598396200000.0,393948660000.0,502607250000.0,430363900000.0,524497220000.0
2051.0,388003230000.0,436639270000.0,499680020000.0,352787460000.0,441331250000.0,306906760000.0,582469750000.0,377387220000.0,496191570000.0,411602160000.0,516097340000.0
2052.0,369772920000.0,424198800000.0,488188770000.0,340827600000.0,417851050000.0,295181700000.0,569970000000.0,360889400000.0,483814050000.0,388885940000.0,505599360000.0
2053.0,355622220000.0,418180900000.0,478533450000.0,324916770000.0,403656600000.0,279641260000.0,552388800000.0,342336500000.0,471278130000.0,376398540000.0,496286560000.0
2054.0,346789680000.0,398625400000.0,468762850000.0,315344300000.0,386666560000.0,266982180000.0,527200780000.0,332478200000.0,460845060000.0,359772600000.0,483315840000.0
2055.0,333830360000.0,396080350000.0,460769200000.0,304032550000.0,371243500000.0,250414710000.0,516299160000.0,324446950000.0,451925800000.0,344661460000.0,477116560000.0
2056.0,321649840000.0,384702780000.0,448533560000.0,293199870000.0,360114520000.0,237047120000.0,508406900000.0,309726770000.0,442822430000.0,331233900000.0,467202830000.0
2057.0,304767830000.0,378067940000.0,437693580000.0,279375100000.0,349539960000.0,224082000000.0,484356500000.0,294112230000.0,430037240000.0,324338500000.0,460079560000.0
2058.0,290107400000.0,368568300000.0,428164020000.0,265334950000.0,337236230000.0,214870000000.0,470232960000.0,289620530000.0,415493300000.0,312793730000.0,453052140000.0
2059.0,280296720000.0,352884260000.0,408595900000.0,255259850000.0,324241230000.0,207291370000.0,458284800000.0,279498160000.0,406843800000.0,295922700000.0,444671500000.0
2060.0,271139800000.0,343920350000.0,396594840000.0,241796280000.0,305462670000.0,198530350000.0,451497230000.0,271239660000.0,406306160000.0,281201540000.0,442030130000.0
2061.0,264481340000.0,331797460000.0,383068200000.0,233391490000.0,297166860000.0,188137000000.0,430490420000.0,264654450000.0,401860660000.0,272408380000.0,425416130000.0
2062.0,255805830000.0,323849220000.0,375492670000.0,220781990000.0,281630970000.0,181917530000.0,417779600000.0,252394540000.0,389880770000.0,260169220000.0,419922940000.0
2063.0,247841730000.0,315483360000.0,365637340000.0,210644960000.0,265138700000.0,171816930000.0,412503150000.0,239448110000.0,389689540000.0,253348430000.0,406750700000.0
2064.0,241727900000.0,300819200000.0,354424100000.0,204331170000.0,254402150000.0,160894270000.0,406739700000.0,228296300000.0,379633830000.0,247301780000.0,394608700000.0
2065.0,232150710000.0,286583800000.0,341117730000.0,196429580000.0,247151580000.0,152788660000.0,392725500000.0,223522680000.0,373482980000.0,235128800000.0,384449940000.0
2066.0,225992330000.0,280055940000.0,335635350000.0,190632410000.0,237959680000.0,145857220000.0,382848600000.0,215547430000.0,368340700000.0,222810000000.0,374461730000.0
2067.0,219453010000.0,265494330000.0,329137300000.0,184664380000.0,224762430000.0,138610020000.0,372845050000.0,208405630000.0,366229420000.0,212015740000.0,363982780000.0
2068.0,214952460000.0,257258460000.0,326915500000.0,172582520000.0,212156630000.0,132580640000.0,357097340000.0,203253830000.0,360447570000.0,202476360000.0,356190450000.0
2069.0,211648540000.0,248799300000.0,315694780000.0,162539520000.0,201926750000.0,125642015000.0,344102080000.0,198554160000.0,353599850000.0,193480600000.0,348513570000.0
2070.0,203855820000.0,237781000000.0,303702470000.0,154519450000.0,193826960000.0,119275950000.0,338384850000.0,192942470000.0,350439870000.0,183530060000.0,338160520000.0
2071.0,198190450000.0,231169970000.0,296264300000.0,147160710000.0,187721420000.0,113371450000.0,330553720000.0,186040900000.0,346207260000.0,173624950000.0,325462300000.0
2072.0,192707350000.0,218571670000.0,286675080000.0,140060660000.0,175705280000.0,106747700000.0,320357040000.0,178025970000.0,342269530000.0,170406790000.0,315950560000.0
2073.0,188365010000.0,211472610000.0,287970200000.0,133192370000.0,166174460000.0,101297540000.0,310109270000.0,172392090000.0,337274540000.0,161689980000.0,306528160000.0
2074.0,184373300000.0,206873300000.0,285449950000.0,125385540000.0,156511270000.0,94320850000.0,303929230000.0,163662610000.0,327388660000.0,152112270000.0,298837480000.0
2075.0,179416710000.0,198588990000.0,281775700000.0,117319800000.0,147251580000.0,89767350000.0,301891400000.0,158074780000.0,321103820000.0,145330670000.0,287527200000.0
2076.0,176708960000.0,186647130000.0,283184460000.0,111790010000.0,142643330000.0,85419400000.0,289409500000.0,156780820000.0,319105600000.0,140479530000.0,276249440000.0
2077.0,171675220000.0,177074780000.0,280230950000.0,106330280000.0,135046610000.0,80516735000.0,282026280000.0,150586590000.0,313838730000.0,131933550000.0,271388130000.0
2078.0,164882040000.0,172614320000.0,274681500000.0,100654300000.0,128278090000.0,74003360000.0,274198940000.0,144110370000.0,311501520000.0,124891190000.0,265993930000.0
2079.0,158464770000.0,171955400000.0,271046660000.0,95025010000.0,122021190000.0,71981200000.0,260714800000.0,136764080000.0,308100860000.0,117834646000.0,258419210000.0
2080.0,150325760000.0,166384290000.0,266113020000.0,90560080000.0,116359250000.0,67578155000.0,252480500000.0,130978440000.0,301373820000.0,113759020000.0,251947240000.0
2081.0,142351550000.0,165377200000.0,260359080000.0,85620170000.0,113179020000.0,62988480000.0,244369930000.0,125038700000.0,300852450000.0,108308920000.0,239595950000.0
2082.0,138556750000.0,159239500000.0,257275230000.0,80492630000.0,107870940000.0,59246590000.0,237973300000.0,119749026000.0,296187950000.0,99643190000.0,234218780000.0
2083.0,135539230000.0,155919120000.0,253979840000.0,77065920000.0,103920304000.0,55327750000.0,235000560000.0,115672330000.0,289278430000.0,91508070000.0,230501900000.0
2084.0,128564910000.0,150994390000.0,247822610000.0,74436420000.0,98066150000.0,52972160000.0,232034090000.0,111660420000.0,287331520000.0,86909930000.0,229648300000.0
2085.0,123096650000.0,148234130000.0,241341500000.0,68426744000.0,94749470000.0,51040567000.0,224185520000.0,106686070000.0,284164880000.0,83285930000.0,221910470000.0
2086.0,118566020000.0,145640780000.0,236455870000.0,64661684000.0,89970115000.0,48114920000.0,217239830000.0,101810660000.0,278973300000.0,77966530000.0,216580870000.0
2087.0,115138860000.0,139805000000.0,232054550000.0,60375888000.0,85705605000.0,45318060000.0,212759150000.0,97688510000.0,273588940000.0,73013350000.0,209256550000.0
2088.0,111741550000.0,134105040000.0,227467660000.0,58076385000.0,81137310000.0,43002204000.0,205507890000.0,93513260000.0,264131790000.0,68039918000.0,204111250000.0
2089.0,108770540000.0,129335340000.0,225721020000.0,53954486000.0,78360450000.0,41777926000.0,200555970000.0,89705360000.0,255419970000.0,63245955000.0,197376740000.0
2090.0,103559030000.0,127248030000.0,221572400000.0,51184630000.0,75314340000.0,40141246000.0,194212430000.0,86800155000.0,250904440000.0,57925970000.0,195328950000.0
2091.0,98198370000.0,123142310000.0,217202000000.0,47271748000.0,72053320000.0,37056037000.0,189249260000.0,83382360000.0,250005850000.0,54616314000.0,189489300000.0
2092.0,95520970000.0,119411430000.0,218046380000.0,45332537000.0,67380453000.0,35993424000.0,185576140000.0,81422840000.0,248203330000.0,52883040000.0,186340020000.0
2093.0,93331900000.0,113346940000.0,213149660000.0,43891995000.0,63969448000.0,34325373000.0,182641480000.0,79134650000.0,244578900000.0,51585597000.0,182227140000.0
2094.0,91440456000.0,109290420000.0,211074530000.0,42292000000.0,63659295000.0,33402636000.0,176738960000.0,77845060000.0,243714080000.0,50104193000.0,179065260000.0
2095.0,86675530000.0,107211610000.0,211182370000.0,40940626000.0,60601340000.0,31829637000.0,171594240000.0,77206950000.0,242552360000.0,48000086000.0,169880370000.0
2096.0,84407660000.0,102333570000.0,211412220000.0,39743955000.0,58529090000.0,30971191000.0,166874550000.0,74427740000.0,238496330000.0,46011044000.0,163386280000.0
2097.0,80903680000.0,97296155000.0,208639690000.0,38809020000.0,55292932000.0,29189640000.0,162016820000.0,72097460000.0,238388080000.0,42502480000.0,156868030000.0
2098.0,77139680000.0,95336710000.0,206465320000.0,38292580000.0,52318720000.0,27748080000.0,160641960000.0,69076435000.0,233661550000.0,40111780000.0,154750660000.0
2099.0,74426950000.0,91474660000.0,206271330000.0,36903990000.0,51145810000.0,26622294000.0,154609220000.0,67245064000.0,226590600000.0,38838485000.0,151750690000.0
2100.0,71782280000.0,89216080000.0,200884130000.0,35815367000.0,50039902000.0,25279148000.0,148397790000.0,65265426000.0,223688300000.0,36778230000.0,145080680000.0
