time,CNRM-CM6-1,IITM-ESM,IPSL-CM6A-LR,CNRM-ESM2-1,UKESM1-0-LL,EC-EARTH3,MIROC6,CESM2-WACCM,TAIESM1,KACE-1-0-G,MRI-ESM2-0,MPI-ESM1-2-HR,CANESM5,GFDL-ESM4
2015.0,40541753000.0,40541753000.0,40541753000.0,40541753000.0,40541753000.0,40541753000.0,40541753000.0,40541753000.0,40541753000.0,40541753000.0,40541753000.0,40541753000.0,40541753000.0,40541753000.0
2016.0,40502755000.0,40502755000.0,40502755000.0,40502755000.0,40502755000.0,40502755000.0,40502755000.0,40502755000.0,40502755000.0,40502755000.0,40502755000.0,40502755000.0,40502755000.0,40502755000.0
2017.0,40464527000.0,40464527000.0,40464527000.0,40464527000.0,40464527000.0,40464527000.0,40464527000.0,40464527000.0,40464527000.0,40464527000.0,40464527000.0,40464527000.0,40464527000.0,40464527000.0
2018.0,40642265000.0,40642265000.0,40642265000.0,40642265000.0,40642265000.0,40642265000.0,40642265000.0,40642265000.0,40642265000.0,40642265000.0,40642265000.0,40642265000.0,40642265000.0,40642265000.0
2019.0,40483780000.0,40483780000.0,40483780000.0,40483780000.0,40483780000.0,40483780000.0,40483780000.0,40483780000.0,40483780000.0,40483780000.0,40483780000.0,40483780000.0,40483780000.0,40483780000.0
2020.0,40404900000.0,40404900000.0,40404900000.0,40404900000.0,40404900000.0,40404900000.0,40404900000.0,40404900000.0,40404900000.0,40404900000.0,40404900000.0,40404900000.0,40404900000.0,40404900000.0
2021.0,40459100000.0,40386140000.0,40405270000.0,40375673000.0,40357868000.0,40335890000.0,40407370000.0,40383308000.0,40370620000.0,40399684000.0,40297935000.0,40465465000.0,40395616000.0,40375650000.0
2022.0,41352910000.0,40322142000.0,40416326000.0,40289403000.0,40294370000.0,40184670000.0,40275055000.0,40271393000.0,40254284000.0,40388020000.0,40401610000.0,40343700000.0,40458090000.0,40283304000.0
2023.0,40511582000.0,40250080000.0,40241620000.0,40517628000.0,40550343000.0,40058920000.0,40298324000.0,40729862000.0,40186175000.0,40395150000.0,40255607000.0,40537694000.0,40227420000.0,40960553000.0
2024.0,40395817000.0,40260350000.0,40547566000.0,40174457000.0,40794018000.0,39962677000.0,40206828000.0,40800096000.0,40099910000.0,40385190000.0,40284664000.0,40495292000.0,40209994000.0,40416723000.0
2025.0,40405090000.0,40337990000.0,40438436000.0,40141103000.0,40376700000.0,39868932000.0,40166547000.0,40342900000.0,40060100000.0,40246290000.0,40082055000.0,40340095000.0,40103530000.0,40276025000.0
2026.0,40296740000.0,40164803000.0,40169513000.0,40087495000.0,40210883000.0,39773667000.0,40109875000.0,40195146000.0,39946478000.0,40278024000.0,39999420000.0,40216350000.0,40038674000.0,40207688000.0
2027.0,40410866000.0,40230044000.0,40087430000.0,40088945000.0,40139240000.0,39639180000.0,40186745000.0,40034520000.0,39851000000.0,40247173000.0,39877493000.0,40134443000.0,40156440000.0,40230280000.0
2028.0,40648466000.0,40322875000.0,40047768000.0,39934740000.0,40416383000.0,39481340000.0,40074174000.0,40177600000.0,39758920000.0,40172884000.0,39796707000.0,40116613000.0,39933186000.0,40165286000.0
2029.0,40646365000.0,40116550000.0,39970400000.0,39838634000.0,40069018000.0,39324060000.0,39971918000.0,40278880000.0,39626834000.0,40031048000.0,39702590000.0,40268624000.0,39877587000.0,40327510000.0
2030.0,40462893000.0,40577450000.0,39929983000.0,39989410000.0,39962490000.0,39127050000.0,39905560000.0,39965032000.0,39469814000.0,39951565000.0,39639440000.0,40476983000.0,39762506000.0,40273850000.0
2031.0,41166660000.0,40050344000.0,39943310000.0,39877940000.0,39902860000.0,38869790000.0,39837440000.0,39812657000.0,39296315000.0,39916007000.0,39484130000.0,40143884000.0,39716210000.0,40010010000.0
2032.0,40496660000.0,39944745000.0,39987390000.0,39735333000.0,39840326000.0,38663025000.0,39746150000.0,39700110000.0,39156818000.0,39766073000.0,39403290000.0,40173056000.0,39616127000.0,40157930000.0
2033.0,40331858000.0,39984566000.0,39738880000.0,39586300000.0,39694795000.0,38645105000.0,39649305000.0,39609205000.0,39042585000.0,39727735000.0,39344017000.0,40215265000.0,39457497000.0,40034275000.0
2034.0,40203854000.0,39850955000.0,39838773000.0,39528018000.0,39553170000.0,38232887000.0,39560487000.0,39544504000.0,38913510000.0,39548486000.0,39211820000.0,39990560000.0,39378980000.0,40055517000.0
2035.0,40422920000.0,39810330000.0,39589564000.0,39494787000.0,39452700000.0,37936456000.0,39520936000.0,39468630000.0,38703944000.0,39485050000.0,39082530000.0,39886533000.0,39263076000.0,39918570000.0
2036.0,40398926000.0,39734456000.0,39496163000.0,39858024000.0,39336452000.0,37665194000.0,39404343000.0,39298855000.0,38553383000.0,39442750000.0,39414657000.0,39827760000.0,39047410000.0,39848018000.0
2037.0,40091100000.0,39752593000.0,39580080000.0,40374784000.0,39202440000.0,37382130000.0,39283310000.0,39106650000.0,38276070000.0,39321610000.0,39067476000.0,39840200000.0,38771696000.0,39768820000.0
2038.0,40230730000.0,39728447000.0,39461120000.0,39937462000.0,39137067000.0,37049606000.0,39147330000.0,39008555000.0,37953167000.0,39171453000.0,38888346000.0,39759466000.0,38563906000.0,39691580000.0
2039.0,39983410000.0,39614693000.0,39408360000.0,39509295000.0,38934440000.0,36666490000.0,39118262000.0,38964870000.0,37708153000.0,39040823000.0,38701003000.0,39635878000.0,38378353000.0,39699850000.0
2040.0,40053390000.0,39515550000.0,39213388000.0,39546480000.0,38907007000.0,36312390000.0,38914530000.0,38855918000.0,37416014000.0,38876566000.0,38527630000.0,39589175000.0,38231040000.0,39544267000.0
2041.0,40023933000.0,39410800000.0,39176827000.0,39417532000.0,38673613000.0,35858830000.0,39062016000.0,38623340000.0,36958044000.0,38865863000.0,38642246000.0,39529595000.0,37991735000.0,39428813000.0
2042.0,40106650000.0,39308046000.0,39169780000.0,39515673000.0,38578040000.0,35452867000.0,38977323000.0,38401847000.0,36641587000.0,38632845000.0,38856210000.0,39378850000.0,37709440000.0,39570338000.0
2043.0,39836447000.0,39198605000.0,38971056000.0,39419630000.0,38372823000.0,34858520000.0,38650487000.0,38663758000.0,36244247000.0,38402020000.0,38288617000.0,39319100000.0,37510304000.0,39372784000.0
2044.0,40048116000.0,39052250000.0,38838104000.0,39379587000.0,38101053000.0,34391912000.0,38779580000.0,38234526000.0,35925012000.0,38171443000.0,38018806000.0,39635830000.0,37362713000.0,39397544000.0
2045.0,40167657000.0,39033780000.0,38760423000.0,39722385000.0,37896750000.0,33947070000.0,38489457000.0,38043595000.0,35488584000.0,38016352000.0,37872255000.0,39564210000.0,37017310000.0,39253010000.0
2046.0,39965430000.0,38836285000.0,38638350000.0,39059755000.0,37674177000.0,33484861000.0,38335530000.0,37789745000.0,34869690000.0,37881160000.0,37841300000.0,39864025000.0,36752240000.0,39148570000.0
2047.0,40194527000.0,38673680000.0,38477070000.0,39270457000.0,37426487000.0,33099887000.0,38222170000.0,37634392000.0,34586420000.0,37713146000.0,37573920000.0,39257436000.0,36476840000.0,39115390000.0
2048.0,39740720000.0,38579368000.0,38336254000.0,39726653000.0,37199192000.0,32449563000.0,38029570000.0,38532973000.0,34108152000.0,37533913000.0,37503246000.0,39187087000.0,36157570000.0,38969910000.0
2049.0,39962407000.0,38384640000.0,38159280000.0,39161823000.0,36986474000.0,32513853000.0,37806674000.0,37482082000.0,33863560000.0,37291782000.0,37269193000.0,39020360000.0,35893596000.0,38898983000.0
2050.0,39636054000.0,38193676000.0,37902017000.0,38878966000.0,36629690000.0,31761998000.0,37598024000.0,37393460000.0,33360191000.0,37061210000.0,37085286000.0,39109997000.0,35679660000.0,38897800000.0
2051.0,39921836000.0,38084727000.0,37784973000.0,38826947000.0,36278660000.0,31210516000.0,37491450000.0,36986847000.0,33021278000.0,36876124000.0,36932866000.0,38872744000.0,35343737000.0,39186080000.0
2052.0,39728910000.0,37887963000.0,37556900000.0,38698557000.0,36057182000.0,30742925000.0,37372318000.0,36770873000.0,32483156000.0,36734116000.0,36768990000.0,38848440000.0,35152777000.0,38912352000.0
2053.0,40472900000.0,37647553000.0,37418623000.0,38840914000.0,35709480000.0,30284274000.0,37151650000.0,36573050000.0,31848837000.0,36394734000.0,37040656000.0,38750646000.0,34774240000.0,39044248000.0
2054.0,39581196000.0,37435765000.0,37312970000.0,38444184000.0,35363754000.0,29761690000.0,36918280000.0,36382600000.0,31342760000.0,36147614000.0,36470125000.0,38704804000.0,34603807000.0,38778890000.0
2055.0,39465200000.0,37272180000.0,36948255000.0,38637000000.0,35041276000.0,29446816000.0,36640090000.0,36136124000.0,31041898000.0,35871478000.0,36127207000.0,39102743000.0,34095927000.0,38651830000.0
2056.0,39447840000.0,37026365000.0,36724306000.0,38361480000.0,34762793000.0,29574902000.0,36471194000.0,35859570000.0,30637593000.0,35774240000.0,35814576000.0,38524228000.0,33804384000.0,38623543000.0
2057.0,39594115000.0,36860957000.0,37301514000.0,38256968000.0,34414596000.0,29004802000.0,36327838000.0,35616993000.0,29939347000.0,35510360000.0,35963056000.0,38336780000.0,33353030000.0,38320304000.0
2058.0,39206433000.0,36636510000.0,36766753000.0,38144630000.0,34012990000.0,28464691000.0,36178070000.0,35483623000.0,29162514000.0,35367707000.0,35371450000.0,38338474000.0,33036472000.0,38211437000.0
2059.0,39021654000.0,36343833000.0,36523106000.0,38091284000.0,33655972000.0,28055260000.0,36244270000.0,35868090000.0,28621978000.0,35024765000.0,36087955000.0,38148764000.0,32752982000.0,38410300000.0
2060.0,38918455000.0,36103635000.0,36174766000.0,38413353000.0,33184295000.0,27704230000.0,35827010000.0,35150143000.0,28084802000.0,34826670000.0,35097784000.0,38417000000.0,32279595000.0,38504610000.0
2061.0,39997480000.0,36092498000.0,35873640000.0,39086776000.0,33198471000.0,27472148000.0,35763917000.0,34997400000.0,27578724000.0,34646077000.0,34705220000.0,38086590000.0,31819473000.0,38070596000.0
2062.0,38958404000.0,35670550000.0,35622140000.0,38791102000.0,32508238000.0,27138492000.0,35912643000.0,34760032000.0,27197897000.0,34390426000.0,34467340000.0,38046930000.0,31573166000.0,37914180000.0
2063.0,39172645000.0,35443593000.0,35546460000.0,38481363000.0,32254925000.0,26951369000.0,35505267000.0,34272934000.0,26572894000.0,34432147000.0,34127385000.0,37837790000.0,31339065000.0,37777830000.0
2064.0,38819010000.0,35309167000.0,35168993000.0,37780386000.0,31965694000.0,27069819000.0,35311477000.0,33982695000.0,26130702000.0,33944902000.0,33931913000.0,37719302000.0,31128064000.0,37713920000.0
2065.0,38750355000.0,34989347000.0,35009163000.0,37600250000.0,31508232000.0,26352690000.0,35130620000.0,33649175000.0,25635660000.0,33689510000.0,33652654000.0,37991326000.0,30769336000.0,37569020000.0
2066.0,38774493000.0,34793165000.0,34921128000.0,37762355000.0,31069309000.0,26044486000.0,34838560000.0,33311238000.0,25103536000.0,33415258000.0,33488169000.0,37656750000.0,30138008000.0,37551755000.0
2067.0,39012250000.0,34551990000.0,34494317000.0,37594395000.0,30633185000.0,26038903000.0,34456502000.0,32946936000.0,24594741000.0,33125765000.0,33406937000.0,38071200000.0,29669580000.0,38088180000.0
2068.0,38567416000.0,34350164000.0,34206380000.0,37965197000.0,30185368000.0,25448344000.0,34205010000.0,32932407000.0,24262582000.0,32976198000.0,32964200000.0,37823623000.0,29365924000.0,37477940000.0
2069.0,38497153000.0,34079984000.0,33932554000.0,37224240000.0,29709664000.0,24970760000.0,33902545000.0,32589244000.0,23831304000.0,32627986000.0,32839463000.0,37488693000.0,28865286000.0,37571990000.0
2070.0,38414057000.0,33732526000.0,33728803000.0,37889600000.0,29239306000.0,24895375000.0,33666870000.0,32340400000.0,23454861000.0,32317997000.0,32577999000.0,37322277000.0,28790252000.0,37311873000.0
2071.0,38339080000.0,33449834000.0,33492752000.0,37001884000.0,28796121000.0,24402358000.0,33809254000.0,32034755000.0,22952303000.0,31975512000.0,32428263000.0,37307080000.0,28299950000.0,37228230000.0
2072.0,38119910000.0,33171180000.0,33072103000.0,37245604000.0,28329800000.0,23841219000.0,33269098000.0,31915135000.0,22829883000.0,31782466000.0,32325810000.0,37094790000.0,28017254000.0,36986454000.0
2073.0,38005633000.0,32942369000.0,32680268000.0,36942270000.0,27864162000.0,23372218000.0,32936432000.0,31699266000.0,22187616000.0,31492712000.0,32009970000.0,37274006000.0,27671003000.0,36962947000.0
2074.0,37867434000.0,32648944000.0,32335933000.0,36609716000.0,27459480000.0,23073743000.0,32779706000.0,31232980000.0,21833355000.0,31292850000.0,32718397000.0,37012406000.0,27337153000.0,36726190000.0
2075.0,38615320000.0,32350300000.0,32111161000.0,36421235000.0,27048946000.0,23260510000.0,32644184000.0,30991993000.0,21226555000.0,31088570000.0,32034552000.0,36852793000.0,26871726000.0,36856762000.0
2076.0,37997486000.0,32325714000.0,31807967000.0,36415190000.0,26643145000.0,22687183000.0,32233804000.0,30795977000.0,21074920000.0,30777405000.0,31487250000.0,36842738000.0,26459982000.0,36431577000.0
2077.0,37605806000.0,31886748000.0,31469265000.0,36095420000.0,26392960000.0,22084633000.0,31988453000.0,30512878000.0,20757731000.0,30420080000.0,31179983000.0,36757754000.0,26103753000.0,36585894000.0
2078.0,37885420000.0,31561632000.0,31127420000.0,35942978000.0,26076320000.0,21727200000.0,31813745000.0,30837350000.0,20210643000.0,30153636000.0,30953513000.0,36576535000.0,25850989000.0,36670497000.0
2079.0,37476470000.0,31309036000.0,30784460000.0,36054120000.0,25677244000.0,21469741000.0,31740457000.0,30006292000.0,19577782000.0,29669740000.0,30622913000.0,36424372000.0,25484243000.0,36541714000.0
2080.0,38146822000.0,30959495000.0,30510914000.0,35651207000.0,25217966000.0,21197873000.0,31204487000.0,29650356000.0,19171504000.0,29295440000.0,31661574000.0,36497930000.0,25810060000.0,36105130000.0
2081.0,37300507000.0,30741727000.0,30472905000.0,35816060000.0,24855257000.0,20739992000.0,30948897000.0,29928755000.0,18593913000.0,29023234000.0,30879283000.0,36253102000.0,24974598000.0,35943940000.0
2082.0,37133640000.0,30477847000.0,29951076000.0,35478240000.0,24518515000.0,20339868000.0,30687662000.0,30494407000.0,18040107000.0,28712740000.0,30134995000.0,36195693000.0,24620538000.0,36090946000.0
2083.0,37284774000.0,30206128000.0,29965963000.0,35194800000.0,24166840000.0,20215500000.0,30404788000.0,29606961000.0,17466132000.0,28412738000.0,29873140000.0,36071300000.0,24274592000.0,35710206000.0
2084.0,38933668000.0,30000792000.0,29497297000.0,35064860000.0,23854141000.0,19645157000.0,29987336000.0,29032552000.0,16938951000.0,28219824000.0,29614692000.0,35894866000.0,23912150000.0,35554963000.0
2085.0,37680665000.0,29692776000.0,29216723000.0,34926105000.0,23547554000.0,21944353000.0,29741367000.0,28576516000.0,16571698000.0,27899064000.0,29644896000.0,35681530000.0,23587870000.0,35497304000.0
2086.0,37477390000.0,29399597000.0,28803138000.0,34760643000.0,23152095000.0,18982742000.0,29584462000.0,28371812000.0,16163503000.0,27712340000.0,29457631000.0,35579933000.0,23355101000.0,35260560000.0
2087.0,37435126000.0,29118372000.0,28421272000.0,36103830000.0,22690826000.0,18641322000.0,29242327000.0,27834650000.0,15610212000.0,28167743000.0,28987126000.0,36398694000.0,22920460000.0,35251646000.0
2088.0,37858144000.0,29028805000.0,28206553000.0,34554240000.0,22483407000.0,18146888000.0,28903807000.0,27586630000.0,15276004000.0,27212462000.0,28798890000.0,35394306000.0,22640290000.0,35038680000.0
2089.0,37239740000.0,28581489000.0,27950238000.0,34518094000.0,22049645000.0,17769450000.0,28504392000.0,27178970000.0,14841338000.0,26902022000.0,28583043000.0,35101065000.0,22388752000.0,35247740000.0
2090.0,36763267000.0,28388045000.0,27501953000.0,34278502000.0,21488500000.0,17600897000.0,28302924000.0,26965162000.0,14540213000.0,26541870000.0,28651262000.0,34922780000.0,22577627000.0,34821860000.0
2091.0,36502778000.0,28201847000.0,27045580000.0,33990633000.0,20975565000.0,17381902000.0,28014617000.0,26916446000.0,14458772000.0,26311733000.0,29072280000.0,34946634000.0,21884387000.0,34683945000.0
2092.0,36771942000.0,27787606000.0,26984030000.0,33917434000.0,20698495000.0,17021654000.0,27760663000.0,26455220000.0,14054486000.0,25899735000.0,30260976000.0,34858963000.0,21383672000.0,34453770000.0
2093.0,36560474000.0,27618632000.0,26422966000.0,33618663000.0,20453308000.0,16683609000.0,27658207000.0,27084993000.0,14214617000.0,25614178000.0,28001610000.0,34936630000.0,20794647000.0,34270675000.0
2094.0,36678650000.0,27489716000.0,26594345000.0,33371250000.0,20115108000.0,16205604000.0,27411034000.0,26814188000.0,13553808000.0,25303941000.0,27921603000.0,34666516000.0,20550126000.0,34142128000.0
2095.0,36067627000.0,27051698000.0,25975986000.0,33156493000.0,19595400000.0,15770954000.0,27034016000.0,25826530000.0,13229958000.0,24965825000.0,33665790000.0,34666398000.0,20200309000.0,33985044000.0
2096.0,36112710000.0,26700988000.0,25622122000.0,32937513000.0,19314570000.0,15612476000.0,26892853000.0,25770967000.0,12957541000.0,24729876000.0,27916330000.0,34737033000.0,19823165000.0,33833110000.0
2097.0,35900813000.0,26710514000.0,25365393000.0,32721015000.0,18964680000.0,15304638000.0,26554767000.0,25509804000.0,12719432000.0,24956504000.0,27337430000.0,34697230000.0,19630737000.0,33875014000.0
2098.0,35939226000.0,26469896000.0,24930126000.0,32573930000.0,18668880000.0,15120633000.0,26177700000.0,25068229000.0,12434984000.0,24465693000.0,27135699000.0,34222518000.0,19463002000.0,33592926000.0
2099.0,35747410000.0,26217780000.0,24652554000.0,32217426000.0,18444956000.0,14759467000.0,25913133000.0,24997724000.0,12108006000.0,23948923000.0,27034434000.0,34091532000.0,19081132000.0,33435783000.0
2100.0,35567270000.0,26449267000.0,24431661000.0,32088586000.0,18101080000.0,14405511000.0,25975153000.0,24662108000.0,11820840000.0,23697414000.0,27787395000.0,34065517000.0,18730772000.0,33461820000.0
