time,CANESM2,IPSL-CM5A-LR,MPI-ESM-LR,GISS-E2-R,CNRM-CM5,CSIRO-MK3-6-0,GFDL-CM3,CESM1-CAM5,CCSM4,GFDL-ESM2G,NORESM1-M
2017.0,58677715000.0,58677715000.0,58677715000.0,58677715000.0,58677715000.0,58677715000.0,58677715000.0,58677715000.0,58677715000.0,58677715000.0,58677715000.0
2018.0,57561596000.0,57561596000.0,57561596000.0,57561596000.0,57561596000.0,57561596000.0,57561596000.0,57561596000.0,57561596000.0,57561596000.0,57561596000.0
2019.0,55998464000.0,55998464000.0,55998464000.0,55998464000.0,55998464000.0,55998464000.0,55998464000.0,55998464000.0,55998464000.0,55998464000.0,55998464000.0
2020.0,55356260000.0,55356260000.0,55356260000.0,55356260000.0,55356260000.0,55356260000.0,55356260000.0,55356260000.0,55356260000.0,55356260000.0,55356260000.0
2021.0,55134600000.0,52436990000.0,56955030000.0,54740410000.0,55754400000.0,54046204000.0,52683270000.0,53446574000.0,54491947000.0,54409634000.0,54189404000.0
2022.0,54873450000.0,49923070000.0,58351530000.0,54941094000.0,54685550000.0,52950620000.0,51653263000.0,51615630000.0,54498922000.0,53023744000.0,52567770000.0
2023.0,53592146000.0,49842730000.0,58274365000.0,54827684000.0,53897210000.0,54304023000.0,50409610000.0,50020760000.0,52818076000.0,50912973000.0,51344790000.0
2024.0,53036687000.0,50234827000.0,58417766000.0,54761583000.0,54135874000.0,53730770000.0,50507590000.0,50305180000.0,52203070000.0,48845940000.0,50693837000.0
2025.0,51200900000.0,50438705000.0,57227230000.0,54426360000.0,52957454000.0,52118356000.0,49733083000.0,50783814000.0,50667114000.0,49992995000.0,50715790000.0
2026.0,49268965000.0,50592625000.0,57377770000.0,53470155000.0,52398500000.0,51050725000.0,50076484000.0,50148420000.0,50793960000.0,50879480000.0,50409402000.0
2027.0,47721406000.0,50736013000.0,55960260000.0,53070934000.0,52895666000.0,51304174000.0,49298133000.0,48776516000.0,49859777000.0,50973370000.0,50918605000.0
2028.0,46397653000.0,52799525000.0,54289752000.0,52140280000.0,51849420000.0,50098730000.0,49657610000.0,48281944000.0,47754535000.0,50726543000.0,51119256000.0
2029.0,47583224000.0,52948480000.0,54988497000.0,51498975000.0,52008698000.0,49086800000.0,49483796000.0,48869155000.0,47351170000.0,50267468000.0,50503897000.0
2030.0,46989525000.0,53449986000.0,55733137000.0,49489350000.0,51353997000.0,47183983000.0,50798514000.0,48634370000.0,46993932000.0,50101990000.0,49203460000.0
2031.0,44592370000.0,52156273000.0,55995590000.0,47685313000.0,50720070000.0,45973533000.0,50686595000.0,47776563000.0,46521730000.0,51461825000.0,48674610000.0
2032.0,43452270000.0,51540670000.0,57557810000.0,47250067000.0,50324967000.0,45672763000.0,50226934000.0,47211606000.0,47216095000.0,51786430000.0,47922418000.0
2033.0,42935943000.0,51418014000.0,57662267000.0,45994440000.0,50219205000.0,45451866000.0,51668530000.0,45967544000.0,48363434000.0,51248300000.0,47522615000.0
2034.0,41077576000.0,51805667000.0,56574300000.0,47582757000.0,51636072000.0,45927730000.0,52515746000.0,44422033000.0,49000690000.0,50929267000.0,47398613000.0
2035.0,40082770000.0,50783930000.0,55797220000.0,47511097000.0,52249506000.0,44768380000.0,51480502000.0,44444600000.0,48995283000.0,51409590000.0,47037830000.0
2036.0,38758797000.0,49656553000.0,56626577000.0,46111690000.0,52364560000.0,43381555000.0,51600458000.0,43647894000.0,49526112000.0,50517290000.0,45941293000.0
2037.0,37119070000.0,48763070000.0,57001366000.0,45100958000.0,51461624000.0,42180260000.0,54000177000.0,42791010000.0,47682736000.0,50299494000.0,45939343000.0
2038.0,35437548000.0,46954967000.0,56389210000.0,44800164000.0,50584850000.0,42774675000.0,53331067000.0,41616820000.0,46578938000.0,51342156000.0,45916013000.0
2039.0,34232453000.0,45952713000.0,56476970000.0,44592400000.0,49214415000.0,43067556000.0,52492947000.0,41789120000.0,45329460000.0,50928180000.0,45450658000.0
2040.0,32483183000.0,46546272000.0,57187830000.0,44540252000.0,48828660000.0,42253520000.0,51476742000.0,41340174000.0,45433946000.0,50385138000.0,45450666000.0
2041.0,31214815000.0,45382984000.0,55208120000.0,44559960000.0,47629267000.0,42515583000.0,51676307000.0,40524250000.0,45591466000.0,50007050000.0,45177120000.0
2042.0,29935997000.0,45184123000.0,55076410000.0,43919340000.0,46230070000.0,42165060000.0,52368380000.0,40268310000.0,44605587000.0,49962947000.0,44306473000.0
2043.0,29128200000.0,43678552000.0,55387980000.0,43714600000.0,44191210000.0,41855853000.0,51613594000.0,40189637000.0,44788666000.0,50190057000.0,44677550000.0
2044.0,29519092000.0,40894747000.0,55254626000.0,44046983000.0,44679565000.0,42449465000.0,51621356000.0,40043330000.0,44616130000.0,50312778000.0,43511505000.0
2045.0,29021104000.0,40436010000.0,56339673000.0,44728730000.0,43329130000.0,42865013000.0,51297450000.0,39405370000.0,43702993000.0,50162510000.0,44365468000.0
2046.0,28432720000.0,39860347000.0,56209576000.0,44314280000.0,42736337000.0,43021310000.0,51946136000.0,38565597000.0,44085244000.0,50220280000.0,43615440000.0
2047.0,27826588000.0,39489740000.0,55197160000.0,43954810000.0,42270917000.0,42313160000.0,51570565000.0,37228170000.0,43907360000.0,50251125000.0,42616730000.0
2048.0,27453413000.0,38892010000.0,55532995000.0,43851330000.0,42358907000.0,41835004000.0,49829646000.0,36764380000.0,42770600000.0,50195317000.0,43599684000.0
2049.0,27114900000.0,38639110000.0,54345560000.0,43577283000.0,43005760000.0,41918382000.0,50085060000.0,36443170000.0,41380510000.0,49917362000.0,44082307000.0
2050.0,26413568000.0,38762815000.0,53549634000.0,45125063000.0,43733193000.0,42235670000.0,50045970000.0,35654087000.0,41525764000.0,48870937000.0,44656386000.0
2051.0,26114218000.0,37774700000.0,53227880000.0,45924323000.0,44729684000.0,41957904000.0,50572784000.0,35082150000.0,42070143000.0,49183875000.0,44071846000.0
2052.0,25972150000.0,36693803000.0,51793380000.0,46822416000.0,43589104000.0,41987430000.0,49888625000.0,35021360000.0,41471330000.0,49616430000.0,44706870000.0
2053.0,26208570000.0,36088414000.0,50115133000.0,45828575000.0,42693075000.0,41236386000.0,51031380000.0,35830140000.0,41434984000.0,48093710000.0,45263420000.0
2054.0,25900570000.0,35558340000.0,49914974000.0,45335114000.0,42854904000.0,40898687000.0,51263025000.0,34554597000.0,41591850000.0,48044220000.0,46691920000.0
2055.0,25332472000.0,36184814000.0,49528447000.0,45456910000.0,42229748000.0,41287266000.0,51533152000.0,34586240000.0,40792030000.0,48146534000.0,46513156000.0
2056.0,24596318000.0,36607414000.0,49490694000.0,45992034000.0,41404056000.0,41309770000.0,51434263000.0,34969850000.0,41060430000.0,48940868000.0,47267400000.0
2057.0,24217850000.0,36169753000.0,49492304000.0,45677380000.0,41932394000.0,40469336000.0,51508820000.0,34684960000.0,41555497000.0,48278610000.0,47290413000.0
2058.0,23362634000.0,34996770000.0,49285430000.0,46072988000.0,42348080000.0,40592634000.0,52184908000.0,34265706000.0,41786550000.0,49219510000.0,47916770000.0
2059.0,22956460000.0,34575580000.0,47983133000.0,44774687000.0,43516576000.0,39929967000.0,52156020000.0,34107202000.0,41158210000.0,49751560000.0,47951405000.0
2060.0,22823910000.0,34348190000.0,48269033000.0,44418195000.0,43987104000.0,40266093000.0,53500840000.0,33599767000.0,40503718000.0,49662706000.0,48378913000.0
2061.0,22513437000.0,35022850000.0,49110196000.0,45752455000.0,43239846000.0,39878620000.0,54008406000.0,33408508000.0,39764760000.0,50498134000.0,49452614000.0
2062.0,22305410000.0,34726030000.0,48995950000.0,47795245000.0,42248820000.0,38664320000.0,52978930000.0,32683678000.0,40344020000.0,50474377000.0,48244298000.0
2063.0,21984150000.0,35244114000.0,48359256000.0,48356008000.0,42367740000.0,38078325000.0,53051077000.0,32822616000.0,40253280000.0,51419760000.0,48156450000.0
2064.0,21288694000.0,35260900000.0,47501230000.0,48219517000.0,41359647000.0,38273544000.0,53236556000.0,32696950000.0,38816092000.0,52132897000.0,48880226000.0
2065.0,21320335000.0,35185635000.0,47579783000.0,47383757000.0,41302335000.0,37686040000.0,53278675000.0,32457230000.0,38215135000.0,52447048000.0,48718995000.0
2066.0,21171587000.0,35448610000.0,47587120000.0,46697220000.0,40753730000.0,38273090000.0,53042418000.0,31781442000.0,38971890000.0,52297142000.0,48405980000.0
2067.0,20873160000.0,34371424000.0,48094323000.0,46994997000.0,41175250000.0,38712164000.0,53296726000.0,30970190000.0,38563914000.0,52148960000.0,47939625000.0
2068.0,20876251000.0,34445697000.0,49784873000.0,46603366000.0,41632380000.0,38267610000.0,54565850000.0,30301016000.0,38659887000.0,52654625000.0,48106960000.0
2069.0,20917004000.0,35451634000.0,49962150000.0,46704177000.0,41266610000.0,37328420000.0,54954520000.0,29689147000.0,39150977000.0,53121294000.0,47470313000.0
2070.0,20960082000.0,35383624000.0,49169416000.0,47026225000.0,40743490000.0,37646260000.0,53494333000.0,29532950000.0,39395730000.0,52976050000.0,47160156000.0
2071.0,20809430000.0,35393757000.0,47597044000.0,46963876000.0,40765694000.0,38356500000.0,52003590000.0,29545824000.0,39292250000.0,53085786000.0,45598720000.0
2072.0,21234700000.0,35455955000.0,46235350000.0,47424193000.0,40159687000.0,38455013000.0,52068650000.0,29936136000.0,38887805000.0,54788395000.0,45845647000.0
2073.0,21733382000.0,35670893000.0,44708905000.0,47506993000.0,39266840000.0,38777750000.0,52605230000.0,29706180000.0,38795490000.0,54302618000.0,45137875000.0
2074.0,21996374000.0,35383880000.0,44167434000.0,46138080000.0,39020710000.0,39679803000.0,53164347000.0,28886970000.0,38615626000.0,55243665000.0,45566652000.0
2075.0,22289058000.0,34880070000.0,44395524000.0,45464390000.0,39065890000.0,40623640000.0,52537803000.0,29181514000.0,38925590000.0,56224408000.0,46036540000.0
2076.0,22229295000.0,34967953000.0,44428526000.0,44718186000.0,39140856000.0,40437727000.0,53419370000.0,29210403000.0,39209796000.0,57281600000.0,46360506000.0
2077.0,22208860000.0,34510590000.0,43798614000.0,45382780000.0,39213548000.0,39576224000.0,54579820000.0,28932755000.0,38478864000.0,58506252000.0,46238970000.0
2078.0,22480329000.0,33574156000.0,44481573000.0,45531886000.0,39231734000.0,39814963000.0,53874356000.0,28505967000.0,38491030000.0,58892984000.0,45671727000.0
2079.0,22577220000.0,34452533000.0,45763310000.0,44023180000.0,39558650000.0,39642477000.0,53498966000.0,28753660000.0,38002070000.0,58795704000.0,44991255000.0
2080.0,22318746000.0,33713238000.0,46031057000.0,43913294000.0,40090427000.0,38555230000.0,52645540000.0,28508890000.0,37523530000.0,57352212000.0,44755650000.0
2081.0,23090864000.0,32137318000.0,45923370000.0,43753240000.0,39901160000.0,38147840000.0,53173727000.0,28432153000.0,36972098000.0,56142090000.0,44379288000.0
2082.0,23320201000.0,31530551000.0,46999413000.0,44059880000.0,40124314000.0,37854913000.0,55266423000.0,27580092000.0,37884850000.0,56299233000.0,44016000000.0
2083.0,23187853000.0,31814676000.0,48025694000.0,43360215000.0,39549645000.0,38058040000.0,56715616000.0,26914492000.0,38282998000.0,56419217000.0,44763075000.0
2084.0,23055264000.0,32211147000.0,47947043000.0,43502010000.0,39491408000.0,38490600000.0,55401120000.0,26907408000.0,38118060000.0,58126647000.0,45011950000.0
2085.0,23197583000.0,32519977000.0,48021754000.0,44591477000.0,40391954000.0,38578760000.0,56258020000.0,26851210000.0,38434400000.0,59288720000.0,44894470000.0
2086.0,23194165000.0,33597230000.0,48440197000.0,45729518000.0,40850907000.0,38773522000.0,57602040000.0,26583419000.0,38037467000.0,59719557000.0,45099390000.0
2087.0,23034745000.0,34435404000.0,49338958000.0,44807225000.0,41588425000.0,38756426000.0,56532783000.0,26802540000.0,37466472000.0,60343173000.0,45694947000.0
2088.0,22702696000.0,34757300000.0,50831077000.0,44956983000.0,42431760000.0,39400220000.0,55623940000.0,26726173000.0,36476630000.0,60911055000.0,45032850000.0
2089.0,22627924000.0,35859330000.0,51627440000.0,44749197000.0,41596887000.0,39697535000.0,55018385000.0,26724676000.0,36462910000.0,60858372000.0,45876030000.0
2090.0,22238503000.0,37083370000.0,52240710000.0,43973190000.0,41065783000.0,39390720000.0,56008430000.0,26035750000.0,35566970000.0,60568285000.0,45863825000.0
2091.0,22696940000.0,37732176000.0,52040475000.0,44972750000.0,41095823000.0,39447430000.0,57102300000.0,26536479000.0,34933910000.0,61475815000.0,44899484000.0
2092.0,22273880000.0,37955006000.0,52743545000.0,44318642000.0,41508327000.0,39470137000.0,56380756000.0,27036084000.0,35395387000.0,62701322000.0,45833020000.0
2093.0,22244293000.0,39924900000.0,53527413000.0,44148326000.0,41339126000.0,40435876000.0,57398735000.0,27518095000.0,34978533000.0,64650486000.0,46363510000.0
2094.0,22357158000.0,38994170000.0,52996604000.0,45091140000.0,39364450000.0,40688947000.0,58508435000.0,27308420000.0,35149310000.0,66097720000.0,46513140000.0
2095.0,22565745000.0,38894834000.0,51129070000.0,44609024000.0,38421377000.0,39710510000.0,58322653000.0,27351187000.0,35431547000.0,64840045000.0,47236084000.0
2096.0,22905952000.0,38915076000.0,51825930000.0,44820220000.0,38950010000.0,39912010000.0,57670455000.0,27591236000.0,35993700000.0,65278810000.0,48451998000.0
2097.0,22655736000.0,38981345000.0,51053690000.0,46105230000.0,38419140000.0,40555900000.0,56364960000.0,27400399000.0,36245545000.0,65447820000.0,48805605000.0
2098.0,22814083000.0,41167634000.0,52825694000.0,46684150000.0,37766447000.0,41857090000.0,54084960000.0,28314606000.0,36154250000.0,66009320000.0,49176990000.0
2099.0,22747347000.0,41587350000.0,53164745000.0,47549840000.0,37874960000.0,41432480000.0,53227127000.0,28260837000.0,35595215000.0,66399752000.0,49740100000.0
2100.0,23048174000.0,41644397000.0,52835100000.0,48551207000.0,38908130000.0,41793410000.0,52949710000.0,28527876000.0,35363586000.0,65979744000.0,50403110000.0
