time,ACCESS-CM2,CANESM5,ACCESS-ESM1-5,CESM2-WACCM,IPSL-CM6A-LR,MRI-ESM2-0
2022.0,2633609500.0,2624590600.0,2637748000.0,2711064000.0,2669874700.0,2642158600.0
2023.0,2624779300.0,2599923500.0,2626172200.0,2643031600.0,2699283500.0,2630936800.0
2024.0,2607212300.0,2577749000.0,2620589600.0,2630116400.0,2667977000.0,2634756400.0
2025.0,2594562300.0,2559850800.0,2595513600.0,2614715600.0,2639500000.0,2617619700.0
2026.0,2585345500.0,2539673900.0,2579007000.0,2604770000.0,2623494700.0,2604652800.0
2027.0,2597246500.0,2517264600.0,2582929200.0,2595254300.0,2606239200.0,2588717600.0
2028.0,2565824000.0,2496185300.0,2549998800.0,2584412400.0,2597019400.0,2565728800.0
2029.0,2556547300.0,2461930000.0,2546543400.0,2572113000.0,2580426000.0,2543630300.0
2030.0,2544105200.0,2434122000.0,2532449300.0,2552966400.0,2572118500.0,2534530300.0
2031.0,2513207800.0,2398633500.0,2648695600.0,2530462000.0,2548454100.0,2531001600.0
2032.0,2498068200.0,2347078000.0,2598039000.0,2512690400.0,2525488400.0,2512065800.0
2033.0,2469438200.0,2303181300.0,2526736400.0,2494857500.0,2510988800.0,2489591300.0
2034.0,2450290400.0,2246390300.0,2583835100.0,2485524500.0,2484301600.0,2461116000.0
2035.0,2415988200.0,2182809000.0,2549211100.0,2457546200.0,2457272600.0,2424566800.0
2036.0,2393942300.0,2146431000.0,2508827600.0,2438913000.0,2423181600.0,2413416700.0
2037.0,2361417700.0,2099030900.0,2532319200.0,2413761000.0,2391683300.0,2378130200.0
2038.0,2321920300.0,2055814500.0,2503608600.0,2379702800.0,2374718000.0,2352516600.0
2039.0,2280904000.0,2011607300.0,2483151000.0,2365810700.0,2349985300.0,2328561000.0
2040.0,2245002500.0,1947841900.0,2484077300.0,2330040800.0,2315095800.0,2303167200.0
2041.0,2197167900.0,1878251900.0,2564864300.0,2267129900.0,2255806700.0,2264115500.0
2042.0,2150588400.0,1817818100.0,2499524400.0,2222126800.0,2216587800.0,2228974000.0
2043.0,2079194100.0,1743788400.0,2432336000.0,2192701700.0,2189570000.0,2189783600.0
2044.0,2029493100.0,1638798200.0,2406990000.0,2138864600.0,2169841000.0,2163200000.0
2045.0,1978104300.0,1595273500.0,2389510000.0,2100144500.0,2139807400.0,2140740500.0
2046.0,1921247400.0,1528368900.0,2353079800.0,2070653300.0,2099752200.0,2091096300.0
2047.0,1849182200.0,1464110500.0,2330791700.0,1997600400.0,2065505300.0,2035662200.0
2048.0,1796027400.0,1416259200.0,2302829000.0,1929710800.0,2005371400.0,1999524500.0
2049.0,1710818300.0,1375617300.0,2290704400.0,1894187800.0,2019237900.0,1977752600.0
2050.0,1654752300.0,1344257900.0,2269507300.0,1828508300.0,1927585400.0,1948607500.0
2051.0,1588945800.0,1328732000.0,2243017200.0,1803148000.0,1887642900.0,1959600800.0
2052.0,1524185500.0,1299677300.0,2270778000.0,1789233800.0,1831012900.0,1898667000.0
2053.0,1484591700.0,1241411300.0,2210577700.0,1754185200.0,1765049600.0,1877242400.0
2054.0,1426744400.0,1188796800.0,2190668300.0,1736643600.0,1723565200.0,1833556200.0
2055.0,1404101200.0,1144370000.0,2154963700.0,1690704400.0,1681626500.0,1824306600.0
2056.0,1370759600.0,1098197800.0,2301640200.0,1655223200.0,1641111000.0,1775979500.0
2057.0,1317398900.0,1070624700.0,2528275700.0,1625812200.0,1582334500.0,1738623600.0
2058.0,1320949200.0,1039079100.0,2359231500.0,1797761700.0,1535266000.0,1706253800.0
2059.0,1261004700.0,1004628100.0,2335459000.0,1632370300.0,1486712700.0,1671477200.0
2060.0,1206169000.0,964985340.0,2179900200.0,1587087400.0,1455854100.0,1639027100.0
2061.0,1164728300.0,941410800.0,2096912600.0,1598943400.0,1435958100.0,1606786000.0
2062.0,1138120700.0,905083500.0,2076631000.0,1555541800.0,1401232300.0,1567086700.0
2063.0,1099252600.0,867088800.0,2114122600.0,1525433100.0,1359617900.0,1552557200.0
2064.0,1046019600.0,832288300.0,2207396400.0,1552340100.0,1312646900.0,1650440600.0
2065.0,998178370.0,801733600.0,2067711000.0,1484198900.0,1377255800.0,1576972500.0
2066.0,975720400.0,775088300.0,2064092900.0,1447731500.0,1255902100.0,1620272400.0
2067.0,939119500.0,747219200.0,2009686500.0,1433350500.0,1230526000.0,1540314600.0
2068.0,909732200.0,723899000.0,1966620800.0,1405099500.0,1215403800.0,1486903800.0
2069.0,867575100.0,698851100.0,1943092200.0,1386891900.0,1180047700.0,1458391600.0
2070.0,854478300.0,665881340.0,1914792400.0,1372307000.0,1138712300.0,1420648000.0
2071.0,826551040.0,639835900.0,1881978400.0,1826976300.0,1095144600.0,1625724900.0
2072.0,798877100.0,621194400.0,1849974100.0,1484876300.0,1058451200.0,1414120000.0
2073.0,783464450.0,599728500.0,1828343300.0,1410908800.0,1027115300.0,1463714600.0
2074.0,764923400.0,584370200.0,1792691700.0,1330272500.0,996136900.0,1449409500.0
2075.0,742025860.0,556720200.0,1756336600.0,1305196400.0,1024921340.0,1358200700.0
2076.0,726567400.0,536879740.0,1720896600.0,1283244700.0,952630400.0,1348287400.0
2077.0,707089150.0,519421440.0,1699161700.0,1265940100.0,926015940.0,1326595300.0
2078.0,693708800.0,503224260.0,1653194400.0,1235166000.0,907873660.0,1419448800.0
2079.0,669848900.0,486538900.0,1631240400.0,1903244200.0,904156350.0,1313137500.0
2080.0,652452000.0,476863840.0,1617946800.0,1428266100.0,933036540.0,1351039600.0
2081.0,636183550.0,458896200.0,1584169300.0,1293829100.0,899895300.0,1282578300.0
2082.0,612653900.0,456185500.0,1550967000.0,1777424100.0,845905200.0,1284333200.0
2083.0,591024640.0,435572160.0,1521427800.0,1246491000.0,829705150.0,1267265800.0
2084.0,580135800.0,419681440.0,1499424400.0,1247617500.0,809938600.0,1754182300.0
2085.0,568608300.0,412341700.0,1472848600.0,1239418100.0,800951740.0,1640425500.0
2086.0,539632900.0,394091600.0,1554872800.0,1217776100.0,772479550.0,1389676700.0
2087.0,524353250.0,383481760.0,1476644200.0,1168132000.0,748326400.0,1405115600.0
2088.0,507068000.0,368468500.0,1422251500.0,1161380200.0,742627300.0,1272786800.0
2089.0,496434300.0,354931230.0,1399978200.0,1216654200.0,727348700.0,1248261600.0
2090.0,485345570.0,348110430.0,1390521700.0,1131391400.0,697872830.0,1207201200.0
2091.0,475640770.0,326148800.0,1352369000.0,1127313200.0,668229200.0,1217806500.0
2092.0,458186940.0,314132900.0,1330875100.0,1099538600.0,647806700.0,1250732700.0
2093.0,436508100.0,321997120.0,1316370200.0,1089718500.0,630511300.0,1201388500.0
2094.0,421845000.0,299602620.0,1294152300.0,1074741600.0,612053600.0,1164494700.0
2095.0,404795800.0,290760600.0,1304313200.0,1050218750.0,604289400.0,1152550700.0
2096.0,380770080.0,280925540.0,1268313600.0,1556080600.0,586076350.0,1170603300.0
2097.0,361313730.0,268757470.0,1239555800.0,1369136500.0,671949630.0,1783985900.0
2098.0,351313700.0,274993570.0,1203843200.0,1133350700.0,576427260.0,1454962000.0
2099.0,341763200.0,255220940.0,1187714300.0,1100822800.0,570653440.0,1411486700.0
2100.0,331299870.0,237916850.0,1168649700.0,1041601860.0,540965400.0,1389639200.0
2101.0,315138600.0,225348780.0,1217320100.0,1955289000.0,517070700.0,1272478800.0
2102.0,299751680.0,215035280.0,1133365100.0,1363380500.0,506391970.0,1319190300.0
2103.0,289444860.0,205692350.0,1115150500.0,1079579500.0,513715520.0,1304572900.0
2104.0,280587420.0,192058720.0,1123447800.0,1118393000.0,546608300.0,1280877800.0
2105.0,264917070.0,184589820.0,1079260000.0,1019313200.0,491069660.0,1358512600.0
2106.0,252908290.0,177621060.0,1061435800.0,1252028900.0,483211330.0,2949655000.0
2107.0,241924030.0,169734380.0,1030554800.0,1005478660.0,464462000.0,1828780400.0
2108.0,233655740.0,168981070.0,1442447500.0,1025371200.0,465858050.0,1407929600.0
2109.0,223998270.0,157867600.0,1041594200.0,1029416300.0,477660130.0,1584027600.0
2110.0,214513280.0,154041550.0,989963140.0,1113643100.0,440667550.0,1417631900.0
2111.0,205329760.0,163862320.0,967934200.0,1517646600.0,440658600.0,2000523900.0
2112.0,194716910.0,149660510.0,946637060.0,978378300.0,426171420.0,1325123700.0
2113.0,195776060.0,141091020.0,916219140.0,970092500.0,414858200.0,1268981000.0
2114.0,176978300.0,134643820.0,1066393860.0,1050608000.0,446561150.0,2169115600.0
2115.0,165581010.0,124128270.0,899574340.0,1165320200.0,395820100.0,2877738500.0
2116.0,154297230.0,138104210.0,880547800.0,954277300.0,386258080.0,2421390000.0
2117.0,143559710.0,117356056.0,863983800.0,959152400.0,380506050.0,1840662000.0
2118.0,137144460.0,111421096.0,846029700.0,970994400.0,369710880.0,1871434500.0
2119.0,143545760.0,108206020.0,831455400.0,930550700.0,360818340.0,1747108900.0
2120.0,165832260.0,105239120.0,833882700.0,919893700.0,376872450.0,1807459500.0
2121.0,116993710.0,100200250.0,811073300.0,962958800.0,379338020.0,1875768600.0
2122.0,109708410.0,91514240.0,800661000.0,895010900.0,345763400.0,1671431600.0
2123.0,102178960.0,87445590.0,780133100.0,897749950.0,397779000.0,1805932700.0
2124.0,93858056.0,83651280.0,903094660.0,881497150.0,338021250.0,2253617000.0
2125.0,89111930.0,80380344.0,797782340.0,876945700.0,327215650.0,1894181200.0
2126.0,85211624.0,76102630.0,757182660.0,867144960.0,363031700.0,2559513600.0
2127.0,79572880.0,72445704.0,740002750.0,902794100.0,311767420.0,2094775800.0
2128.0,71644150.0,67873820.0,728326000.0,845024450.0,332656830.0,1899271300.0
2129.0,66646524.0,61964556.0,713847600.0,1028180300.0,301049280.0,1773017300.0
2130.0,63888436.0,58159108.0,817247170.0,960457800.0,293598400.0,1644692600.0
2131.0,59707390.0,55722388.0,713384260.0,835879550.0,288279970.0,1925197800.0
2132.0,57789620.0,50022600.0,733768700.0,1796525400.0,283096130.0,1788927000.0
2133.0,55282228.0,46545830.0,685877500.0,1195278600.0,272174530.0,1719531800.0
2134.0,53354120.0,44433110.0,660741200.0,932553900.0,267810080.0,1949670400.0
2135.0,51187440.0,41134148.0,645065400.0,1111457400.0,418275260.0,1765377900.0
2136.0,47056348.0,39284124.0,641260700.0,947400450.0,288842020.0,2894150000.0
2137.0,45285344.0,39460690.0,973547700.0,1058224450.0,281142300.0,2390537000.0
2138.0,41546424.0,37382316.0,649818500.0,1022293600.0,310758370.0,2846761200.0
2139.0,37390440.0,38314320.0,611599500.0,1651238100.0,245190750.0,3242426000.0
2140.0,38637936.0,43946616.0,600441900.0,1080600800.0,242277380.0,2362939000.0
2141.0,32834054.0,33910548.0,586969340.0,1221236000.0,256662420.0,2484511500.0
2142.0,31283012.0,33945692.0,579936000.0,997624900.0,241821440.0,3585205500.0
2143.0,36583930.0,43633348.0,582699900.0,1117762400.0,238063440.0,3809229300.0
2144.0,26733374.0,35273812.0,564214700.0,1068008640.0,261392770.0,4053592300.0
2145.0,24833150.0,33094034.0,570789700.0,908292600.0,239290340.0,3249569500.0
2146.0,20371408.0,28220152.0,599039740.0,879361860.0,474329280.0,3076734700.0
2147.0,18615584.0,27160156.0,555308740.0,855088000.0,225215710.0,2769184300.0
2148.0,16859614.0,25057846.0,540946050.0,1677414000.0,210499860.0,2816369200.0
2149.0,15426986.0,24831144.0,528175400.0,1446746100.0,199024740.0,2694591200.0
2150.0,14949666.0,60783748.0,523267940.0,1444570600.0,193999870.0,2637077800.0
2151.0,12992512.0,22575772.0,510123680.0,1110698900.0,178062420.0,2490497000.0
2152.0,12883675.0,21824060.0,505756580.0,1044127550.0,173022400.0,2519852000.0
2153.0,12147396.0,21119762.0,681726500.0,947829200.0,170903950.0,2672303900.0
2154.0,12207080.0,21077574.0,534816300.0,951246700.0,165200180.0,2773295400.0
2155.0,12578025.0,40340120.0,978483200.0,918746300.0,174650610.0,2843878000.0
2156.0,12238122.0,20656950.0,1185065900.0,889342700.0,154169120.0,3268062000.0
2157.0,12082207.0,19137646.0,1307917300.0,1105883800.0,160580880.0,3183787500.0
2158.0,11266974.0,20538216.0,1070868600.0,1028233500.0,143987620.0,2817381000.0
2159.0,10803899.0,18416338.0,753678140.0,851517250.0,148081180.0,2889035000.0
2160.0,11340528.0,17956208.0,677704450.0,838839800.0,192858800.0,2696855000.0
2161.0,10158208.0,18303566.0,870795800.0,1420420400.0,204276480.0,2623231500.0
2162.0,9730926.0,18253422.0,608509760.0,1004299400.0,149305010.0,3181460000.0
2163.0,9883458.0,17655492.0,583839360.0,870767500.0,206574200.0,3031996200.0
2164.0,25189380.0,26445990.0,554570700.0,823240770.0,145186050.0,2998761500.0
2165.0,8993577.0,17934588.0,554673800.0,823545600.0,130645016.0,3529077000.0
2166.0,7657676.5,16598988.0,505486050.0,1204489900.0,159698530.0,3690424600.0
2167.0,46277784.0,16036285.0,491516900.0,1396080100.0,122620664.0,3528282400.0
2168.0,10414520.0,17862554.0,473114940.0,1052906300.0,120303430.0,3299210000.0
2169.0,8972945.0,20502816.0,458167360.0,1049841400.0,113752630.0,3033806300.0
2170.0,5779594.5,16371544.0,466575600.0,1083287600.0,120073110.0,2983976700.0
2171.0,4848915.0,28159060.0,768077250.0,996309950.0,105988530.0,3760760300.0
2172.0,4752404.0,18270274.0,465333220.0,907706050.0,108761910.0,3275094000.0
2173.0,4670129.0,15448273.0,438189570.0,909174500.0,106391970.0,2997910500.0
2174.0,4084302.5,18100474.0,436066100.0,1182619000.0,132291770.0,3237206500.0
2175.0,3075116.2,16909308.0,419314530.0,1061986100.0,98339180.0,3186810000.0
2176.0,9587399.0,41310844.0,455429500.0,1154079700.0,105412100.0,3443937500.0
2177.0,4075602.5,15071368.0,411989600.0,1177447200.0,95815010.0,3193032200.0
2178.0,5708095.0,15372477.0,405798900.0,1029223400.0,96219180.0,3384616000.0
2179.0,4975260.5,80219040.0,402888580.0,1134149200.0,125261560.0,3752223200.0
2180.0,3267756.5,32015670.0,404929800.0,1316294500.0,155910200.0,3078994000.0
2181.0,3117136.2,21863802.0,429287070.0,1763888500.0,93132560.0,3040970800.0
2182.0,2989954.0,15215756.0,391548200.0,1927306000.0,81984250.0,3018292200.0
2183.0,6834739.5,17260756.0,386487300.0,1497638900.0,113231110.0,3055775700.0
2184.0,10250400.0,17762704.0,513570000.0,1347523000.0,113836420.0,3193373400.0
2185.0,2761808.0,12621642.0,429186050.0,1336784100.0,766734000.0,3296316200.0
2186.0,2631986.0,12093426.0,370774880.0,1230787500.0,185928180.0,3091783400.0
2187.0,5829744.0,13984243.0,361536800.0,1875918600.0,276762980.0,3135004000.0
2188.0,6781077.5,12562537.0,362750180.0,1160813800.0,118235180.0,3090956800.0
2189.0,6668929.5,11232857.0,350485380.0,1292056800.0,202153900.0,3287989200.0
2190.0,30303466.0,10324508.0,344538000.0,2720622300.0,119147040.0,4373571600.0
2191.0,4762977.5,24121686.0,337747500.0,1819371400.0,88966810.0,4439146000.0
2192.0,6687307.0,13571201.0,334334000.0,1592426600.0,146327820.0,4356753400.0
2193.0,2853726.2,9939033.0,329142180.0,1307178600.0,100432390.0,4292768000.0
2194.0,2457570.2,9048992.0,324365540.0,2541304800.0,79138800.0,4429159400.0
2195.0,2325173.2,102608310.0,333101380.0,1840458500.0,221622510.0,4135114800.0
2196.0,2082073.8,12275837.0,339865400.0,1441921400.0,87225380.0,4080130300.0
2197.0,1967587.4,14201906.0,451096800.0,1952370800.0,76577900.0,3820467700.0
2198.0,1951471.4,11817625.0,1429319700.0,1865904300.0,68252500.0,3809553400.0
2199.0,3631659.8,10816179.0,319949250.0,1981736000.0,69401840.0,3882864400.0
2200.0,2204879.2,10532133.0,359698880.0,2271419100.0,62724224.0,4325816300.0
2201.0,2607345.2,9370448.0,303067330.0,1789169200.0,736597600.0,3884795100.0
2202.0,2172322.2,9146767.0,296784220.0,1492688600.0,456628220.0,3841589500.0
2203.0,1963913.2,8782320.0,295469820.0,1560308500.0,357738700.0,3763059000.0
2204.0,1854890.4,9714030.0,292483500.0,1447226000.0,299361700.0,4601977000.0
2205.0,1861386.0,12136020.0,288649860.0,1406835800.0,254191340.0,4146712600.0
2206.0,1925552.2,8815027.0,281976400.0,1841987000.0,147746580.0,3963664400.0
2207.0,1832229.6,8401014.0,274588930.0,2097258200.0,101115810.0,4630783000.0
2208.0,2240294.5,10177171.0,304347900.0,1931293600.0,91452250.0,4317383700.0
2209.0,3927656.0,7793873.0,286551680.0,1657576200.0,171446450.0,4127910100.0
2210.0,17462138.0,7778258.5,265213600.0,1500547300.0,85717100.0,4403342000.0
2211.0,2760352.0,7613340.0,388821630.0,1785994900.0,75361096.0,3987259100.0
2212.0,1877941.1,7175930.0,293770000.0,1446938000.0,68796950.0,4504950000.0
2213.0,2095227.0,7819419.0,267290930.0,1366815100.0,72445790.0,4076444000.0
2214.0,1871933.1,9009632.0,256251730.0,1859220100.0,61968270.0,4459565600.0
2215.0,7223457.0,7086466.0,255427440.0,1445401500.0,58487870.0,4208439000.0
2216.0,29421644.0,6922556.0,527520740.0,1393615900.0,57464468.0,4251991600.0
2217.0,177398940.0,6966617.0,1146433800.0,1312247900.0,198063380.0,4094402000.0
2218.0,14763322.0,15694328.0,592480060.0,1377341200.0,136492660.0,4090756900.0
2219.0,7563339.5,7583475.0,476197920.0,1798618400.0,133488776.0,4081078500.0
2220.0,10808240.0,7069058.0,391279040.0,1675516200.0,66959028.0,4057523500.0
2221.0,8021261.0,25061978.0,321044130.0,1497383700.0,59312224.0,4273401000.0
2222.0,6561216.5,6630997.0,293785280.0,1655285900.0,58516420.0,4087279900.0
2223.0,16002525.0,6092633.5,276941020.0,1633671300.0,76362500.0,4606414300.0
2224.0,498097820.0,5647831.0,406736640.0,1473385900.0,58727012.0,4292860200.0
2225.0,20207020.0,33989012.0,322436830.0,1536159900.0,247924510.0,4153828400.0
2226.0,8591989.0,8743338.0,279117980.0,1364190000.0,113978480.0,4388605400.0
2227.0,6494984.0,9842682.0,280464800.0,2715317200.0,57693548.0,4292607500.0
2228.0,23809978.0,6679725.5,249088240.0,1816255900.0,66731950.0,5019076600.0
2229.0,4779338.0,7205000.0,245973580.0,1752621800.0,115844264.0,4221642500.0
2230.0,4187064.2,138421710.0,245642880.0,1531701100.0,56285110.0,4216658400.0
2231.0,3296507.8,6924039.0,345446620.0,1441857200.0,50729090.0,4810423000.0
2232.0,7098791.0,5797953.5,242730140.0,1621164900.0,50977456.0,4589507000.0
2233.0,3997347.0,17386568.0,256795310.0,1572034200.0,53873420.0,4367964700.0
2234.0,4363916.0,5823082.0,231456640.0,2368228600.0,54098320.0,4690301400.0
2235.0,3803259.2,5588819.5,653577660.0,2183907800.0,51286424.0,4720347000.0
2236.0,2943110.5,11575543.0,628900800.0,1930328600.0,172310260.0,4607781400.0
2237.0,2858885.8,5324196.0,637551500.0,1580862000.0,54649216.0,4461888000.0
2238.0,10752718.0,5225336.0,317601000.0,1933821200.0,60347856.0,4717405700.0
2239.0,2828236.2,5003467.0,275206620.0,1486344800.0,148293390.0,4959277600.0
2240.0,2672136.8,6518172.5,563597300.0,1483725300.0,49183104.0,5158173000.0
2241.0,2594979.8,9609567.0,716895170.0,1833023400.0,85871710.0,4841876500.0
2242.0,2613637.2,8838656.0,265259660.0,1441866200.0,124254160.0,4731957000.0
2243.0,2595196.0,11708941.0,275015070.0,1576791200.0,93510110.0,4756841500.0
2244.0,2551754.2,5814052.5,242622750.0,2050355500.0,65982360.0,4975160000.0
2245.0,4038453.8,12625730.0,297424260.0,1799084900.0,79860110.0,4856658400.0
2246.0,3204700.2,5407870.0,221419420.0,1718146200.0,144015970.0,4820119600.0
2247.0,2885056.5,5106624.5,214177180.0,1752310900.0,170932290.0,5254459400.0
2248.0,95302750.0,14564848.0,227729760.0,1550101800.0,61852690.0,5032433000.0
2249.0,13039343.0,6084364.5,200107710.0,1508066600.0,88954320.0,4903337500.0
2250.0,92320980.0,10162561.0,323874700.0,1589994800.0,417055100.0,4849262000.0
2251.0,13555327.0,29607226.0,192681400.0,2029147300.0,261502220.0,5584292400.0
2252.0,16860096.0,8264624.0,190011470.0,1974339300.0,300960670.0,5282678300.0
2253.0,6393740.5,8586345.0,188119360.0,1535161300.0,112666520.0,5707996700.0
2254.0,4455858.5,5851172.5,401564130.0,1587587300.0,73559000.0,5756978700.0
2255.0,4185081.5,188459260.0,434961920.0,1542856800.0,73420010.0,5563210000.0
2256.0,3232023.2,44561910.0,380637020.0,1478391400.0,120334024.0,5313299000.0
2257.0,10278099.0,25517762.0,354742820.0,2165670400.0,100401690.0,5279164000.0
2258.0,2974483.8,26521254.0,712968100.0,1717530000.0,116018024.0,5315867000.0
2259.0,2837863.2,48558896.0,303592450.0,1571093100.0,132632120.0,5429424600.0
2260.0,2691195.2,48959580.0,255006820.0,1965165300.0,98379080.0,5457049000.0
2261.0,2599237.8,17878678.0,211001810.0,1547618700.0,76547170.0,5320913000.0
2262.0,2544637.0,9518976.0,193280590.0,1887927300.0,66802812.0,5428894000.0
2263.0,2514457.2,8725461.0,200295570.0,1718626300.0,58254132.0,5637708000.0
2264.0,2507635.0,9173967.0,174774750.0,1614901200.0,195740700.0,5366630400.0
2265.0,2427299.5,25615610.0,171667570.0,2018428400.0,260142270.0,5363585500.0
2266.0,2534723.8,31104248.0,168621550.0,1541941900.0,245790480.0,5366374400.0
2267.0,2419410.5,7813374.0,169198180.0,1760704400.0,118801784.0,5358742500.0
2268.0,2479085.5,6018689.5,163423650.0,1675645800.0,245823500.0,5445234700.0
2269.0,2356543.0,6095460.0,201353680.0,1817034800.0,91357576.0,5397411000.0
2270.0,2339050.2,5685032.5,207833520.0,1567283500.0,90981610.0,5395228000.0
2271.0,2827773.5,6322325.0,366079500.0,1584656000.0,69399060.0,5391579000.0
2272.0,13904278.0,51436960.0,1087532800.0,1548876200.0,62582730.0,5388090000.0
2273.0,2412941.8,11363993.0,370459300.0,1806617100.0,63049730.0,5382378500.0
2274.0,2338199.2,5811605.0,276520450.0,1550049900.0,80773020.0,5347285000.0
2275.0,2321533.5,27679120.0,245760700.0,1825622000.0,57109640.0,5404788000.0
2276.0,3264204.2,14251511.0,178819220.0,1744369700.0,52229276.0,5723060700.0
2277.0,2315582.8,6447583.5,162758850.0,1686339000.0,72244536.0,5398044700.0
2278.0,2197627.8,8362935.5,155006960.0,1613650800.0,206645040.0,5382462500.0
2279.0,2765355.0,5121501.0,238261700.0,1699513500.0,59528064.0,5388292600.0
2280.0,2301593.2,9482457.0,150399170.0,1612313700.0,65999270.0,5413635000.0
2281.0,2799813.8,5953585.5,151058620.0,1556380800.0,50712636.0,5408535600.0
2282.0,5495463.5,5119377.5,166127820.0,1554440100.0,91615910.0,5415592400.0
2283.0,80717420.0,5061073.5,146632140.0,1553143600.0,48796270.0,5416810500.0
2284.0,5682799.5,6173211.5,314712540.0,1562522200.0,134970030.0,5403710500.0
2285.0,3126430.8,6217125.5,151486990.0,1833592800.0,161861340.0,5499359700.0
2286.0,2211925.5,5407546.0,142272530.0,1566962200.0,51647332.0,5884352000.0
2287.0,2758187.2,5608323.0,140692670.0,2116924300.0,48671724.0,5749330400.0
2288.0,2352230.8,6677757.5,143342910.0,1758715300.0,48597380.0,5611394000.0
2289.0,2207212.2,5175209.0,508258300.0,1615444200.0,48084470.0,5610828300.0
2290.0,3017934.2,5160229.0,166515860.0,1567829500.0,47129250.0,5514853400.0
2291.0,2205766.0,5932745.0,142016930.0,1563969500.0,46143680.0,5528451600.0
2292.0,3476004.5,6852802.0,139337390.0,1558551600.0,412979700.0,5535085600.0
2293.0,27898712.0,19874650.0,759269400.0,2000084400.0,146465490.0,5975793700.0
2294.0,2271474.8,10455782.0,272796500.0,1927474000.0,102765940.0,5899590000.0
2295.0,2121458.5,7475425.5,163294180.0,1912022100.0,71246280.0,5631847000.0
2296.0,5633071.0,5328862.0,586694100.0,1675265300.0,105572100.0,5605666300.0
2297.0,2171583.5,5162958.0,188240780.0,1623321900.0,64115210.0,5706291000.0
2298.0,2053114.5,5099597.0,146058050.0,1827705200.0,50152584.0,5710277000.0
2299.0,2052632.6,5065273.5,141671180.0,1627202200.0,48829772.0,5677936000.0
2300.0,7047776.0,4881686.5,140160590.0,1597330400.0,45958132.0,5711804000.0
