time,CCSM4,GFDL-CM3,NORESM1-M,IPSL-CM5A-LR,GFDL-ESM2G,CESM1-CAM5,CSIRO-MK3-6-0,GISS-E2-R
2020.0,700851283600.0,700851283600.0,700851283600.0,700851283600.0,700851283600.0,700851283600.0,700851283600.0,700851283600.0
2021.0,699520131900.0,699308989300.0,700968919400.0,698644204200.0,700618979800.0,699518304900.0,700302427000.0,701800961400.0
2022.0,698586958300.0,696589655700.0,698268433000.0,699618501200.0,698420767800.0,697518322100.0,699754117600.0,698695479000.0
2023.0,697603629200.0,694897275040.0,696460378500.0,697561926930.0,697754265000.0,697053559300.0,697642810000.0,697542984860.0
2024.0,695487572300.0,693817785400.0,696161730700.0,695013488790.0,695565027600.0,695177955100.0,697029103100.0,696351089200.0
2025.0,694409852800.0,691892847160.0,695637398800.0,693774052850.0,694318372950.0,694176691300.0,695411208600.0,693990756360.0
2026.0,693474392850.0,690501408040.0,692439779250.0,692595593400.0,693241351400.0,692221387300.0,694329018050.0,693842210940.0
2027.0,693122524160.0,688893868200.0,690310275400.0,691257877940.0,694942564100.0,691087501700.0,693156934300.0,691918270340.0
2028.0,691740412880.0,689235930900.0,689360084500.0,690169554500.0,693328516400.0,689092897400.0,691819106900.0,691400376600.0
2029.0,690263611640.0,685844460180.0,687118938940.0,688274571000.0,691250204900.0,687107460150.0,692676838240.0,690905750100.0
2030.0,688563694730.0,681730471010.0,684849957200.0,686543740700.0,689076720540.0,684608972760.0,691634949560.0,689055683600.0
2031.0,690119125360.0,679650196060.0,683486742660.0,684796170600.0,687572012700.0,683354072840.0,687752769700.0,687136875100.0
2032.0,687151951860.0,676500391580.0,682142399900.0,682128114130.0,686597412600.0,683224159000.0,687016801000.0,685190617460.0
2033.0,684623284370.0,675125677600.0,679590733440.0,680691493350.0,685101542400.0,680339930200.0,685334517300.0,683169026950.0
2034.0,682181880140.0,672342296660.0,677622329400.0,677511466050.0,683181107630.0,676822894840.0,686931198740.0,681699138530.0
2035.0,681201527760.0,668185108000.0,675299189620.0,675142183540.0,682977582760.0,674368593850.0,684285912300.0,680671429510.0
2036.0,682085208300.0,663696929700.0,673878295600.0,672612581450.0,680216490800.0,672984971890.0,684253611710.0,678643510500.0
2037.0,678373763200.0,662056247500.0,671153788100.0,672248247060.0,681316392050.0,669448023140.0,682915653240.0,677608394800.0
2038.0,677704900460.0,660404135140.0,669267807700.0,668414251460.0,678060084560.0,667241216150.0,679627786890.0,675343382800.0
2039.0,673658381600.0,656096158760.0,666981121530.0,665679557760.0,675758138300.0,665016127860.0,677854966490.0,673755095300.0
2040.0,672029173450.0,651131392150.0,665026047760.0,662691957940.0,674968519720.0,662921671870.0,676248149250.0,672931130250.0
2041.0,669729045450.0,646950848110.0,663375244700.0,661810654140.0,675421119840.0,659718558350.0,674349859060.0,670242640150.0
2042.0,667735648300.0,642728298450.0,660363979360.0,658144032000.0,670681915420.0,657069487600.0,673028867560.0,668606911860.0
2043.0,665345386870.0,638636746900.0,657816465400.0,655048244500.0,668110457200.0,654305378200.0,672558965500.0,668421303960.0
2044.0,664455906050.0,635412490670.0,655770461480.0,652592501560.0,666611263600.0,651935676770.0,669491882100.0,665737055560.0
2045.0,661821107600.0,630857261970.0,653648732740.0,649544223510.0,664836029640.0,648306559340.0,667949461650.0,664375803960.0
2046.0,659114019840.0,627881615110.0,651350690350.0,646508665300.0,664023356000.0,645486497860.0,666878954520.0,663181964560.0
2047.0,657670938850.0,623649841890.0,649527594940.0,643632443700.0,663509936360.0,641050458000.0,664111698850.0,659271168430.0
2048.0,654584511760.0,619606671430.0,646604262200.0,640236596700.0,660387586260.0,638880045950.0,662433290390.0,657416689160.0
2049.0,651679800700.0,615005888070.0,643975496700.0,636450758490.0,659554442810.0,635342662830.0,660484441300.0,655198931920.0
2050.0,649096742250.0,611917254960.0,641080538920.0,632332797500.0,656370552310.0,631147068980.0,659960836340.0,652869781040.0
2051.0,646880435260.0,607929032900.0,638415978290.0,629796783150.0,658967731940.0,627362620770.0,656858497230.0,650697486550.0
2052.0,643962391460.0,604152070590.0,636070424840.0,626924368700.0,654696316600.0,623471289100.0,654655474800.0,649223653560.0
2053.0,641886969470.0,599811031600.0,632395454800.0,624065929140.0,651010597600.0,619431690280.0,652190930100.0,648066764920.0
2054.0,638779822670.0,595624500660.0,630408417200.0,620630591750.0,649976889980.0,615913693640.0,650147248960.0,644854798560.0
2055.0,636249214800.0,591183962140.0,626195168940.0,616731150080.0,648116004600.0,612856681460.0,647914534880.0,642578647000.0
2056.0,634095002360.0,587029193930.0,623336171030.0,612848976260.0,645313646240.0,611257958810.0,645946985640.0,641491283050.0
2057.0,631352469260.0,583262911600.0,619897824530.0,609401641470.0,642897582500.0,605199352260.0,644504484440.0,638547500400.0
2058.0,629174912860.0,579108976980.0,616967429640.0,607440510040.0,640048893480.0,601228844360.0,641361280110.0,635942251230.0
2059.0,625832214980.0,575181417070.0,614358205390.0,603647784550.0,638360470500.0,598857893650.0,639310780760.0,633566987320.0
2060.0,622789760250.0,570964480840.0,611419453660.0,599245941950.0,635407545950.0,593123309700.0,636867051760.0,631562158280.0
2061.0,620215950640.0,566833584440.0,608236896580.0,596274621260.0,636845015610.0,588722399470.0,633792675900.0,629801250700.0
2062.0,617508428800.0,566506673420.0,604754768670.0,593011896150.0,631382396260.0,583970859150.0,632610429890.0,627141582890.0
2063.0,614676324510.0,559997054490.0,601966680300.0,588872180670.0,628847348280.0,579592814760.0,629981841180.0,624616810400.0
2064.0,611710545430.0,556079373810.0,598915669630.0,584636710240.0,627978052840.0,574744087840.0,626851863650.0,624261639150.0
2065.0,608757535070.0,551408032570.0,595603062360.0,582236812980.0,626867420740.0,570369061500.0,624911233900.0,621113353040.0
2066.0,605975325610.0,548895553450.0,592466031900.0,578006787260.0,622142088160.0,563881408800.0,622643982280.0,620036302230.0
2067.0,603959427530.0,543652220470.0,588211548860.0,574323138660.0,620782724240.0,558775377810.0,620103541640.0,616861654460.0
2068.0,600055978000.0,539683484870.0,585350952890.0,570797319580.0,617904355000.0,553595731250.0,617665516430.0,613992654000.0
2069.0,596655011930.0,535467190800.0,582049207500.0,566838022500.0,614512504240.0,548380222290.0,614436515290.0,611684818400.0
2070.0,593998322250.0,530898122830.0,578797597040.0,563264989480.0,612464177500.0,543277374950.0,610941871900.0,609447164370.0
2071.0,590669555340.0,527343131270.0,574899621790.0,559771123440.0,610560596250.0,537932945920.0,607860632040.0,606373953650.0
2072.0,587701248430.0,523513113790.0,570754099500.0,555827487520.0,608260891900.0,532699781000.0,605166752350.0,605642572680.0
2073.0,584172194780.0,519389796630.0,567911478880.0,552013174090.0,604673709390.0,528487028180.0,603565406090.0,602351656220.0
2074.0,581205993600.0,514805593580.0,563467954680.0,547824246750.0,603885653500.0,522936352270.0,600019841070.0,600810915620.0
2075.0,577515801080.0,510812734560.0,559388518130.0,544477947410.0,603157435660.0,517852309770.0,596242824960.0,599045885630.0
2076.0,573450067870.0,507872986280.0,554814391580.0,540081088260.0,597575612080.0,512355080510.0,593206647270.0,595795356970.0
2077.0,570035762910.0,503061974950.0,551270748890.0,537077778030.0,594798838100.0,506932066710.0,590947264320.0,593110448550.0
2078.0,566921215650.0,499107756560.0,547559522500.0,534591966790.0,592756430350.0,502208507170.0,586990392780.0,591322474000.0
2079.0,563179084600.0,495322735220.0,546011319830.0,530107320360.0,590761184360.0,496901014180.0,583691279950.0,588357501370.0
2080.0,560722063210.0,491453573390.0,541482445370.0,525280461530.0,589167132940.0,490411822640.0,581163953760.0,591449191160.0
2081.0,557400090730.0,487583869340.0,538013702740.0,522867678920.0,585858127130.0,484893573920.0,577609708870.0,584682034560.0
2082.0,553076970980.0,483525607140.0,533790130490.0,518431013040.0,582806721830.0,479727999060.0,574333679460.0,581681358870.0
2083.0,549286843470.0,479061931320.0,529858193250.0,514206643330.0,581694404200.0,474049883910.0,570617756080.0,580225302100.0
2084.0,545593073340.0,475266936500.0,525755273920.0,510854654350.0,579390148940.0,467788272370.0,568839894980.0,577171359300.0
2085.0,542194044670.0,469252913220.0,522209616860.0,507600913350.0,576075819760.0,461897211000.0,564519011140.0,576287539400.0
2086.0,538814339980.0,465909306430.0,518314764340.0,504077944620.0,575604769500.0,456108608500.0,563153943520.0,573478160710.0
2087.0,535282227210.0,461493961590.0,515361417200.0,500341592520.0,571300665120.0,450322208050.0,558720797450.0,572202227310.0
2088.0,531651359800.0,457362489086.0,510770516390.0,496386269650.0,568165738710.0,444563477340.0,554940687130.0,568999552030.0
2089.0,528934125460.0,452774221254.0,507055758580.0,493616011560.0,565683651140.0,438894283590.0,550959967880.0,567203006430.0
2090.0,524281658610.0,449129866500.0,502627911450.0,489551521330.0,564678998680.0,433759670080.0,547843615420.0,563821597900.0
2091.0,519996664340.0,445017010066.0,498160148540.0,485975395640.0,561043310100.0,428342334400.0,543625524510.0,566167769820.0
2092.0,516185633860.0,441009038990.0,494219286180.0,482155113410.0,558634029050.0,422221300960.0,540675505180.0,559589398800.0
2093.0,512532286100.0,437045385690.0,489884698320.0,479211228160.0,556078556230.0,416694376850.0,537414424040.0,557355882760.0
2094.0,508585581340.0,433147574652.0,485745450070.0,474449253170.0,554736465260.0,411133073220.0,533317924390.0,555642598770.0
2095.0,505140935520.0,430313289956.0,481695849900.0,471712537660.0,552653226880.0,406133597760.0,530256684580.0,552581464200.0
2096.0,500906590900.0,426540227964.0,478586475480.0,467566103820.0,551398047080.0,401257177620.0,527170073530.0,549942014280.0
2097.0,497684338430.0,423209096560.0,473825159850.0,465683432710.0,547841627190.0,395659097570.0,523504965080.0,549169839950.0
2098.0,494199615100.0,419776395350.0,469516633920.0,461918567420.0,545037478030.0,390257207730.0,519495061200.0,545142379950.0
2099.0,490497535850.0,416684438026.0,465745120680.0,459933685910.0,541469544430.0,385489264380.0,516848070890.0,543466407080.0
2100.0,487450632700.0,413149759196.0,461927399890.0,454376825870.0,539397685020.0,379619598490.0,512537813340.0,541812671930.0
