time,CANESM2,GFDL-ESM2G,CESM1-CAM5,GISS-E2-R,CSIRO-MK3-6-0,GFDL-CM3,CCSM4,CNRM-CM5,NORESM1-M,MPI-ESM-LR,IPSL-CM5A-LR
2021.0,700038066700.0,699887126200.0,699341336900.0,699146032900.0,699056380800.0,698217557400.0,699574912900.0,699653109600.0,698564978000.0,698866672400.0,698803251500.0
2022.0,698065450300.0,698203937200.0,698714342400.0,700123406700.0,697597562300.0,696843880300.0,697907077300.0,697870920000.0,697289919600.0,697827428800.0,697479713700.0
2023.0,696220788900.0,697634113740.0,696638038000.0,698306275800.0,695638050200.0,695810511100.0,697036131160.0,696705746400.0,695808475500.0,696086529400.0,699348025600.0
2024.0,694473272400.0,696061086360.0,696005319040.0,696902318100.0,695432856400.0,695178107800.0,697159180100.0,697391703050.0,694684810700.0,695080916640.0,697709102800.0
2025.0,692386418300.0,695076683500.0,695234138300.0,695652425000.0,693653423600.0,693325237300.0,694801610300.0,695278658840.0,692555822300.0,693688868300.0,695594584220.0
2026.0,690765909200.0,693204791800.0,693492205840.0,694725855840.0,691658456350.0,691682100800.0,693640380000.0,693062682830.0,691692653600.0,693039033340.0,692622516900.0
2027.0,688755724200.0,691426606600.0,691001480930.0,694891141100.0,690901624470.0,687998387800.0,691737987250.0,692361687100.0,690517786200.0,690624067900.0,691246213300.0
2028.0,687021189500.0,690909857450.0,689794037900.0,691768310510.0,688932091420.0,687016406350.0,691276872940.0,689501725400.0,689272757000.0,688722856160.0,688896917010.0
2029.0,685409179850.0,689036176340.0,687386212260.0,690025261400.0,688050935270.0,685292293500.0,689357991100.0,688219822160.0,688138488890.0,687129891540.0,686647564990.0
2030.0,684196091470.0,686997014300.0,685440749500.0,687889721520.0,687553650250.0,681711405400.0,687431288200.0,686515128160.0,684795648060.0,684831623500.0,685225687500.0
2031.0,680882843040.0,684662109140.0,683835616000.0,686286615500.0,684339484140.0,680388888200.0,686361615970.0,685973080600.0,682577898000.0,683789172150.0,683261819900.0
2032.0,678531775920.0,683158960000.0,680651771360.0,685624948000.0,682831028600.0,674465435800.0,684332789700.0,684793260300.0,680976434730.0,682367600100.0,680188283030.0
2033.0,677034187340.0,682304510600.0,678438590730.0,685312365260.0,681064814400.0,670379423200.0,683107348400.0,681816769260.0,678724673900.0,679452517450.0,677618576040.0
2034.0,674678704560.0,681015239450.0,676033389000.0,681738826290.0,678776341840.0,666122098600.0,680521038000.0,679645029400.0,676852878500.0,678717344200.0,675857118200.0
2035.0,671800299600.0,679533049100.0,673007435550.0,680558487500.0,676255317900.0,662177914430.0,678260950560.0,677831952400.0,673896451320.0,675397116600.0,674614300400.0
2036.0,668606592140.0,678447811000.0,670566833550.0,677896568050.0,674102333700.0,659038884300.0,677003323440.0,674689807300.0,672077859560.0,674139129060.0,671929055710.0
2037.0,665441510900.0,675263363900.0,667900569260.0,675859410040.0,671931161840.0,655082672400.0,674846529760.0,672648000100.0,670244862400.0,671419445200.0,668013069600.0
2038.0,663391272260.0,673646370940.0,664472232150.0,674477399660.0,669841824300.0,650936981000.0,673344977100.0,670818155510.0,666726135420.0,671461977200.0,664729517000.0
2039.0,658957197310.0,672048283800.0,660955339000.0,672237823260.0,667553923300.0,647173855070.0,671552891960.0,669294207760.0,664206627520.0,667014875600.0,662556131100.0
2040.0,656050314760.0,669342974940.0,658741558800.0,670413098360.0,664684765400.0,644446893240.0,669286396900.0,665465829160.0,662247502500.0,665138263260.0,659357034100.0
2041.0,653565983800.0,667590952540.0,654434762990.0,668327826530.0,662514521450.0,639723671700.0,667790206960.0,663220338600.0,658973880900.0,661437242040.0,656035886600.0
2042.0,650386924090.0,665797828250.0,650976757840.0,667065508300.0,659062779850.0,636697552690.0,664895774350.0,661681506440.0,655414334600.0,659487641300.0,653629783040.0
2043.0,647574816840.0,663714813130.0,648948033900.0,665521896040.0,657284018940.0,631409419100.0,662684880800.0,662566212300.0,651947120700.0,656653715700.0,649691071090.0
2044.0,644711723200.0,662674526500.0,644048508790.0,663026477640.0,654088852450.0,626260691460.0,663433869200.0,658262610800.0,649112696550.0,655263037000.0,647742087360.0
2045.0,640402751400.0,660523338900.0,639606715380.0,660292226340.0,650528215540.0,622682712410.0,659924934140.0,656055388500.0,646799733640.0,652609137400.0,642936667450.0
2046.0,636671842950.0,658310183700.0,635685813640.0,658232342700.0,647634518840.0,617327889920.0,657603412470.0,652776722850.0,642763421090.0,648744267580.0,638748648940.0
2047.0,634202422470.0,655330209440.0,631444362100.0,657658859500.0,644182122020.0,611985419000.0,654869390310.0,650295023960.0,640339450660.0,646489038580.0,635273840760.0
2048.0,629655579640.0,653514488100.0,627937084740.0,654726651000.0,641341700760.0,607772077650.0,652375411760.0,648695343940.0,636548218560.0,643619269510.0,631925544540.0
2049.0,625765138830.0,650360354300.0,623139866540.0,652170152800.0,638427367120.0,602600284420.0,649901620500.0,644365756460.0,633289490550.0,641393583590.0,627993998920.0
2050.0,622360552340.0,648909874900.0,619479726860.0,649783907330.0,636784122270.0,598931929620.0,647924111550.0,642171214300.0,628944291750.0,640498556630.0,623767909200.0
2051.0,618464312660.0,647277154400.0,614723055440.0,647805474200.0,632615298720.0,594666277170.0,645355587300.0,639815183920.0,625603874150.0,636364168400.0,619594044440.0
2052.0,615701807440.0,644637185200.0,610324045460.0,644306874040.0,629674356800.0,591062101030.0,643160319460.0,636189479940.0,622464677250.0,633643013000.0,616090636190.0
2053.0,610935589510.0,643930760530.0,605197979560.0,641990790270.0,626540093370.0,586186236760.0,641307172800.0,634905729580.0,618399546960.0,630125434210.0,612664035300.0
2054.0,607982304450.0,642028900700.0,600595630750.0,639589536200.0,623566989210.0,581507976110.0,639018525540.0,630291043600.0,615081849020.0,626952421200.0,608423778640.0
2055.0,603603416700.0,639053857260.0,595699143660.0,637094916100.0,620382652640.0,575480865200.0,636293527190.0,629806498360.0,611851298960.0,624110350250.0,606624783460.0
2056.0,600299694520.0,636839575480.0,590587493960.0,634668180350.0,616429260680.0,571584785640.0,633735192290.0,625474119460.0,608705474560.0,621025611810.0,600726823700.0
2057.0,596249011450.0,634148649630.0,584945528340.0,631994216310.0,612731394740.0,566341824430.0,630968055270.0,623806439550.0,605046715430.0,618104943760.0,596850319800.0
2058.0,592210924850.0,631084348400.0,580679434100.0,629524687150.0,609660654230.0,561244471500.0,631072269600.0,619215242500.0,601500913150.0,615573415130.0,594280968990.0
2059.0,588092173590.0,630487372400.0,576211032510.0,627733094600.0,605706174660.0,557091678730.0,628995042770.0,615133572140.0,598450360860.0,613944776140.0,590136553940.0
2060.0,585325781330.0,628076340360.0,570772900250.0,625674343300.0,602461790520.0,552998332730.0,625153604400.0,612418849740.0,595108408400.0,608824671990.0,585575334540.0
2061.0,581361538970.0,625037628640.0,566541814970.0,622760307160.0,599230037290.0,548624151750.0,622147907340.0,608907726190.0,592176606410.0,605867777000.0,582253205960.0
2062.0,577882581090.0,623983896530.0,561166576650.0,620577975190.0,595607024890.0,544773295090.0,619767820940.0,607862647100.0,589105933320.0,603588757260.0,577893015960.0
2063.0,573801259900.0,622017688960.0,556220764020.0,618163946960.0,591892244160.0,538943248770.0,617011786640.0,605680080420.0,585703749380.0,601953418250.0,574247034430.0
2064.0,569996471140.0,619012406610.0,550796973220.0,616374533520.0,589045759730.0,535087812330.0,614404074050.0,603132144900.0,582306297990.0,597617298500.0,571160076320.0
2065.0,565865370910.0,617863531970.0,545504442670.0,613367462800.0,586477628800.0,532219804460.0,611485510400.0,601219388810.0,579144370180.0,594468695110.0,567308345060.0
2066.0,562136884450.0,615079513120.0,541063628910.0,611778584600.0,582598820790.0,526592451380.0,609080770300.0,598747011260.0,575976280140.0,592017841110.0,562642885730.0
2067.0,558797590320.0,614399004540.0,535957926590.0,609634415500.0,580150920360.0,523154715970.0,606853066880.0,593516956600.0,572027072990.0,589037872780.0,559164330050.0
2068.0,556316359350.0,611484008330.0,530241340580.0,607086782020.0,576425635380.0,519574102510.0,604494062310.0,590377124290.0,568942971190.0,585556255250.0,557583647960.0
2069.0,552182900370.0,608104732250.0,525018120670.0,604815890050.0,573551623390.0,515323779710.0,602318815670.0,587873179040.0,565758673350.0,583315793400.0,552377854060.0
2070.0,548744802250.0,606226691570.0,519754925870.0,602675418940.0,570518065100.0,511493663380.0,598485841170.0,585254438200.0,562142746140.0,582957706900.0,549201492870.0
2071.0,544990594090.0,604372979980.0,514098067750.0,600496477110.0,570050582370.0,507096791520.0,596225774990.0,581218921460.0,559628065390.0,578676107200.0,544541789690.0
2072.0,541930392940.0,602745859920.0,509742132940.0,598982797370.0,564964549520.0,503253435820.0,593388594930.0,578162368700.0,557092607670.0,575279823710.0,540772225460.0
2073.0,538772994070.0,600437672960.0,504780555910.0,598296102780.0,563364770140.0,499808470990.0,590568862130.0,574572160340.0,553432610690.0,572600799400.0,537218645350.0
2074.0,535876528890.0,601991227090.0,499638688520.0,595684980950.0,559095913380.0,496317088984.0,587939136270.0,572461834090.0,550524010450.0,569541073300.0,535605531730.0
2075.0,533264663400.0,596986802850.0,494046085960.0,592628697510.0,556230356600.0,491712931250.0,585502017650.0,568527438760.0,548160795470.0,566276216280.0,531715577080.0
2076.0,530273717150.0,595103304520.0,488998386920.0,590587449060.0,553435518390.0,487913491100.0,582589965030.0,565331084730.0,544741911190.0,564241863960.0,528519595650.0
2077.0,527124946830.0,596138443390.0,484346787130.0,587785263800.0,550592355520.0,484182498600.0,580139809010.0,560925398540.0,541753505560.0,563658944180.0,524009290940.0
2078.0,523464133240.0,591703498700.0,479574901640.0,586532538730.0,547701215120.0,480818961046.0,578818185420.0,557894220400.0,537770712810.0,558816337980.0,520655226020.0
2079.0,520159122520.0,588912564610.0,474800614630.0,586167557540.0,544437439660.0,479613805726.0,575718310530.0,556188886910.0,534746862150.0,556245584060.0,518432068520.0
2080.0,516721880010.0,589877351990.0,469830239580.0,583566265400.0,541578203630.0,476228854840.0,573866865230.0,552971653270.0,531848298960.0,554237691540.0,513439094800.0
2081.0,517342823340.0,590561100160.0,464971667170.0,581537687580.0,540086273970.0,472239904890.0,571382062820.0,548807713860.0,527943012450.0,550909193630.0,509408862490.0
2082.0,511757668170.0,587814665680.0,459825707880.0,578391105490.0,537448705490.0,469926322176.0,571798323150.0,545450316790.0,524811482800.0,552857157280.0,508635577840.0
2083.0,508233872510.0,583758678540.0,453593608030.0,574996147950.0,535065195000.0,465539170800.0,566154961950.0,544006544550.0,521264856630.0,546744959400.0,503576490490.0
2084.0,505240692420.0,581861404810.0,448214928240.0,573715130300.0,531699838760.0,461150761856.0,564147239880.0,538623374620.0,518196857020.0,542932946940.0,500075767040.0
2085.0,502629226150.0,579820838310.0,443098250970.0,572784615110.0,528538168530.0,458109532120.0,559985763370.0,535253271490.0,515524386420.0,541481233350.0,496848488280.0
2086.0,498097057570.0,576940316310.0,439115480580.0,569467140310.0,526020562960.0,455668877600.0,557617322660.0,533356955250.0,512292198640.0,540154299230.0,493859719450.0
2087.0,496188615020.0,575442931480.0,433158429720.0,568631726860.0,523986019370.0,452553868670.0,555402334370.0,531225334900.0,509092366810.0,538248692250.0,490673170640.0
2088.0,492205749820.0,574307451840.0,428020222950.0,566324154220.0,520304857680.0,448480018026.0,553363145490.0,526635891180.0,508255287150.0,533701387300.0,487218225240.0
2089.0,488182530450.0,572223329550.0,423399562140.0,563690937580.0,517397498800.0,445131606280.0,552404426500.0,522875709630.0,504800921570.0,531154214360.0,484042451760.0
2090.0,485632469790.0,570505969010.0,418747038250.0,562597539970.0,514796195800.0,441208957636.0,548179375600.0,523172253510.0,500463231360.0,528353671070.0,480958098230.0
2091.0,483466241280.0,567596328390.0,413719640430.0,562238868690.0,511955879630.0,438022607764.0,544837954940.0,517581892430.0,496650456070.0,528099342640.0,478603961620.0
2092.0,479857898580.0,565718516260.0,408941260820.0,560452158380.0,509629246630.0,435910289380.0,542695632420.0,516072186240.0,493340494930.0,524091625350.0,475888922850.0
2093.0,479810224130.0,565981950460.0,405470233850.0,558815627950.0,507019939360.0,432022039184.0,540115997150.0,515387724600.0,491321701660.0,521899609860.0,476022127930.0
2094.0,474579803780.0,564073159430.0,400937725270.0,555410103600.0,504622328000.0,428247432574.0,537862958040.0,508810593600.0,487922129230.0,518699022180.0,469599193970.0
2095.0,472515948580.0,560743344630.0,398515630830.0,554679264660.0,502035103590.0,425482824900.0,534880219330.0,505515194310.0,484346919670.0,516565831750.0,468305703660.0
2096.0,468424221490.0,559756600770.0,393179446500.0,551308142100.0,500323915250.0,423174243570.0,533381683460.0,503750165700.0,483306372260.0,515543944310.0,465751870280.0
2097.0,466892286730.0,559584653300.0,389437100170.0,549665083900.0,501940341160.0,419652767280.0,531028289220.0,500824610650.0,479933982960.0,512520408440.0,462648207480.0
2098.0,463659651500.0,556839466900.0,385243819370.0,547786937160.0,497687690960.0,416490902530.0,528466344570.0,497298287070.0,475929904470.0,510878042540.0,459257785110.0
2099.0,460302723080.0,558645507210.0,381051205440.0,546087760080.0,493907827450.0,413895293560.0,526250013950.0,492960909370.0,472448028300.0,509167709010.0,462733984990.0
2100.0,457067656680.0,553997886390.0,376443401430.0,547184752330.0,491457936530.0,410644505280.0,529043532370.0,491071110040.0,471362704600.0,510378617870.0,456393696080.0
