time,CESM2-WACCM,MRI-ESM2-0,INM-CM5-0,CMCC-CM2-SR5,GFDL-ESM4,BCC-CSM2-MR,CESM2,NORESM2-MM,EC-EARTH3-VEG,CAMS-CSM1-0,EC-EARTH3,FGOALS-F3-L,INM-CM4-8,MPI-ESM1-2-HR
2012.0,2212315400.0,2212315400.0,2212315400.0,2212315400.0,2212315400.0,2212315400.0,2212315400.0,2212315400.0,2212315400.0,2212315400.0,2212315400.0,2212315400.0,2212315400.0,2212315400.0
2013.0,2197355000.0,2197355000.0,2197355000.0,2197355000.0,2197355000.0,2197355000.0,2197355000.0,2197355000.0,2197355000.0,2197355000.0,2197355000.0,2197355000.0,2197355000.0,2197355000.0
2014.0,2193515000.0,2193515000.0,2193515000.0,2193515000.0,2193515000.0,2193515000.0,2193515000.0,2193515000.0,2193515000.0,2193515000.0,2193515000.0,2193515000.0,2193515000.0,2193515000.0
2015.0,2181454800.0,2181454800.0,2181454800.0,2181454800.0,2181454800.0,2181454800.0,2181454800.0,2181454800.0,2181454800.0,2181454800.0,2181454800.0,2181454800.0,2181454800.0,2181454800.0
2016.0,2156659500.0,2156659500.0,2156659500.0,2156659500.0,2156659500.0,2156659500.0,2156659500.0,2156659500.0,2156659500.0,2156659500.0,2156659500.0,2156659500.0,2156659500.0,2156659500.0
2017.0,2131148500.0,2131148500.0,2131148500.0,2131148500.0,2131148500.0,2131148500.0,2131148500.0,2131148500.0,2131148500.0,2131148500.0,2131148500.0,2131148500.0,2131148500.0,2131148500.0
2018.0,2112500100.0,2112500100.0,2112500100.0,2112500100.0,2112500100.0,2112500100.0,2112500100.0,2112500100.0,2112500100.0,2112500100.0,2112500100.0,2112500100.0,2112500100.0,2112500100.0
2019.0,2104002000.0,2104002000.0,2104002000.0,2104002000.0,2104002000.0,2104002000.0,2104002000.0,2104002000.0,2104002000.0,2104002000.0,2104002000.0,2104002000.0,2104002000.0,2104002000.0
2020.0,2075526900.0,2075526900.0,2075526900.0,2075526900.0,2075526900.0,2075526900.0,2075526900.0,2075526900.0,2075526900.0,2075526900.0,2075526900.0,2075526900.0,2075526900.0,2075526900.0
2021.0,2068289800.0,2049858400.0,2060070000.0,2087319200.0,2062375300.0,2040694700.0,2034213400.0,2022475600.0,2034654700.0,2042377500.0,2053997800.0,2044098600.0,2041049200.0,2032260900.0
2022.0,2024182400.0,2025645300.0,2036211000.0,2043296400.0,2044086000.0,2002535300.0,1985975000.0,1980859300.0,2003797500.0,1993968600.0,2038209000.0,2014625800.0,1998234900.0,1991562900.0
2023.0,1984453400.0,1982667500.0,2011070100.0,2013774300.0,2019370400.0,1972068400.0,1975419900.0,1940173600.0,1974462300.0,1956354800.0,2007430500.0,1970084400.0,1964968400.0,1948456000.0
2024.0,1962722600.0,1947558700.0,1994307100.0,1986371600.0,1989893000.0,1940691300.0,1946116000.0,1897088300.0,1945137500.0,1958314400.0,1979871000.0,1927773200.0,1940201500.0,1911549600.0
2025.0,1933693800.0,1921612200.0,1966375000.0,1963108500.0,1963756000.0,1910321200.0,1906376400.0,1863453700.0,1901890400.0,1904343400.0,1953756900.0,1901956700.0,1895652400.0,1857303200.0
2026.0,1890654800.0,1892778900.0,1944549600.0,1941755300.0,1939451600.0,1887127300.0,1872334600.0,1854860000.0,1860209400.0,1867861900.0,1908537000.0,1855263000.0,1854626700.0,1807321900.0
2027.0,1854256400.0,1850940800.0,1930065200.0,1924284800.0,1907930200.0,1841265500.0,1826904000.0,1827339100.0,1841236600.0,1872069000.0,1868765600.0,1800041700.0,1817928800.0,1808018700.0
2028.0,1816321000.0,1807703900.0,1913473200.0,1898736400.0,1877077100.0,1804979700.0,1781909500.0,1801964300.0,1808409000.0,1836300000.0,1846199600.0,1776620200.0,1777455900.0,1798968000.0
2029.0,1756712300.0,1755222000.0,1898662300.0,1867236700.0,1848378500.0,1763912400.0,1739813900.0,1779560400.0,1773978200.0,1821385300.0,1820621200.0,1729707500.0,1732122600.0,1766780300.0
2030.0,1671069400.0,1684186900.0,1885866600.0,1834160500.0,1820271000.0,1732586800.0,1698710300.0,1757369600.0,1740589700.0,1806337500.0,1764499800.0,1665724900.0,1700343800.0,1718197800.0
2031.0,1625064800.0,1644679600.0,1863518600.0,1801045800.0,1768043300.0,1686432400.0,1642900600.0,1715804200.0,1704014800.0,1858452900.0,1725261200.0,1628699500.0,1659288600.0,1684145400.0
2032.0,1565380400.0,1592368400.0,1839862000.0,1770161000.0,1726104400.0,1645090200.0,1583195800.0,1694194300.0,1668172700.0,1800950100.0,1677387300.0,1582686100.0,1625239700.0,1668670200.0
2033.0,1474156700.0,1527402600.0,1818580400.0,1729037000.0,1685369300.0,1620477700.0,1535258000.0,1674055000.0,1624615200.0,1772753400.0,1615509400.0,1525544300.0,1581053200.0,1645179300.0
2034.0,1427430400.0,1476083000.0,1794666100.0,1682915800.0,1657005800.0,1589094800.0,1478176100.0,1642908500.0,1568435200.0,1747091300.0,1575016000.0,1454080100.0,1557727100.0,1621100700.0
2035.0,1375645800.0,1428540400.0,1781538700.0,1627282400.0,1617908600.0,1569199000.0,1427476900.0,1620655100.0,1519171300.0,1733870800.0,1529566200.0,1417869400.0,1530740400.0,1586595000.0
2036.0,1306235000.0,1381273100.0,1756798200.0,1569465100.0,1589908700.0,1538262900.0,1370272500.0,1611794200.0,1476084200.0,1736106200.0,1479601200.0,1385404800.0,1510025200.0,1561250200.0
2037.0,1279980900.0,1328568600.0,1730740500.0,1511322900.0,1560340700.0,1517164800.0,1329325000.0,1585302000.0,1425660800.0,1703735800.0,1462725100.0,1312956000.0,1494467600.0,1544369900.0
2038.0,1237418600.0,1280685000.0,1709177700.0,1444067500.0,1526106000.0,1479719400.0,1297469700.0,1544230100.0,1396012200.0,1697663700.0,1430163600.0,1273430800.0,1483851000.0,1521108200.0
2039.0,1180835700.0,1239157800.0,1672350700.0,1406225300.0,1500769500.0,1435636600.0,1243830500.0,1501612700.0,1374805900.0,1687937900.0,1383448600.0,1243318000.0,1460105500.0,1491842000.0
2040.0,1152750500.0,1196182300.0,1644680300.0,1362050400.0,1471444000.0,1394795400.0,1207089000.0,1473944200.0,1304747000.0,1672495500.0,1342101100.0,1178034000.0,1457594200.0,1464344000.0
2041.0,1107008600.0,1171403900.0,1612415200.0,1327369500.0,1449311100.0,1351368200.0,1165798000.0,1450106100.0,1240055400.0,1648396000.0,1309188600.0,1126750700.0,1454835100.0,1423038000.0
2042.0,1098874900.0,1143050400.0,1573209700.0,1291539200.0,1419904500.0,1310734700.0,1113086100.0,1415865900.0,1265467800.0,1649752000.0,1270273200.0,1099556600.0,1425057800.0,1391458400.0
2043.0,1097265500.0,1109166600.0,1545009200.0,1249350300.0,1406337900.0,1255538000.0,1076450200.0,1379241600.0,1249318800.0,1626082700.0,1220791900.0,1066504200.0,1409211300.0,1370720900.0
2044.0,1047003600.0,1081635800.0,1530195100.0,1189676200.0,1377787600.0,1188609900.0,1026937700.0,1351049000.0,1191603000.0,1601474300.0,1215365900.0,1030965800.0,1395859200.0,1374869100.0
2045.0,998559170.0,1053660000.0,1511883800.0,1142129700.0,1355417500.0,1123345400.0,975999200.0,1321553400.0,1139112000.0,1573372500.0,1195979400.0,1013621500.0,1383936800.0,1384897900.0
2046.0,976560450.0,1016967700.0,1482364200.0,1113747300.0,1335678200.0,1052249200.0,934538600.0,1289538400.0,1112095100.0,1547014400.0,1170027600.0,995795100.0,1361280400.0,1355223300.0
2047.0,937961700.0,995637250.0,1448040600.0,1084987900.0,1301716500.0,986788030.0,897704770.0,1240627700.0,1082326300.0,1530591400.0,1123505700.0,961700200.0,1341119400.0,1330611700.0
2048.0,901926850.0,971329860.0,1432853100.0,1053878200.0,1266347100.0,952361860.0,849554370.0,1203245000.0,1054069950.0,1493028900.0,1093368300.0,949426600.0,1332811800.0,1291708800.0
2049.0,865949600.0,939272600.0,1404755200.0,1007034700.0,1249525200.0,910102300.0,825755100.0,1169757600.0,1021921900.0,1456505000.0,1101061600.0,926170900.0,1307049700.0,1259479600.0
2050.0,813771260.0,924940900.0,1379598300.0,963235800.0,1215307800.0,882221950.0,804560500.0,1123755100.0,983275970.0,1412931800.0,1069826370.0,898735550.0,1274950300.0,1237021000.0
2051.0,775622100.0,902139300.0,1352888400.0,936863550.0,1188390800.0,868045060.0,766296960.0,1083703000.0,959608450.0,1380240000.0,1028981250.0,900235260.0,1252450700.0,1211585000.0
2052.0,729986100.0,879583000.0,1323213600.0,904604860.0,1159437000.0,838738050.0,739095230.0,1040088700.0,926003200.0,1320771600.0,1007352770.0,875599900.0,1227292200.0,1157265200.0
2053.0,682483300.0,860489200.0,1299490800.0,865019970.0,1133667300.0,818350500.0,710377300.0,971397300.0,886796500.0,1251946400.0,993924860.0,847522240.0,1195582600.0,1108484400.0
2054.0,683105660.0,835150100.0,1274984000.0,836497660.0,1103016600.0,808329200.0,687691140.0,916414400.0,857949440.0,1211349500.0,969487100.0,843517400.0,1182764700.0,1065892160.0
2055.0,653796900.0,812752640.0,1253695100.0,813251700.0,1077892700.0,784843260.0,656473300.0,884182140.0,845415500.0,1163648500.0,931429760.0,820452860.0,1161453600.0,1012285250.0
2056.0,618628900.0,796553700.0,1226920400.0,793105300.0,1047899840.0,787307200.0,637414000.0,839831550.0,818668500.0,1113542300.0,910094600.0,786503550.0,1141558700.0,970716160.0
2057.0,591557000.0,773543600.0,1209079900.0,770624500.0,1007736000.0,766512300.0,607301300.0,806805900.0,794555140.0,1071105700.0,880848600.0,767906560.0,1114976100.0,960983550.0
2058.0,573044860.0,752164300.0,1197114500.0,747702600.0,968636350.0,753552260.0,584065000.0,793752700.0,765815360.0,1035951600.0,849615700.0,741398200.0,1098957400.0,929594000.0
2059.0,560767400.0,731987200.0,1176181400.0,721688260.0,964571840.0,743603460.0,556983300.0,769777900.0,741555600.0,993539100.0,826377400.0,709088060.0,1081623800.0,887147260.0
2060.0,539325500.0,697139140.0,1152207000.0,707414660.0,935228700.0,730380100.0,540143600.0,745312500.0,721540860.0,964718340.0,796654800.0,689155260.0,1062325060.0,853509800.0
2061.0,523715140.0,677045950.0,1141225000.0,692816960.0,900447700.0,720809660.0,516993100.0,718033400.0,686017300.0,946182460.0,757346050.0,664449000.0,1037581100.0,832213000.0
2062.0,498005630.0,653907840.0,1130424000.0,680314400.0,872982100.0,707351360.0,503432600.0,700066000.0,674405400.0,919464450.0,737931140.0,650444300.0,1020438900.0,822875260.0
2063.0,485107620.0,622053000.0,1111308500.0,666008300.0,851794560.0,701897400.0,485829630.0,678016400.0,667320770.0,893958000.0,717245760.0,666978050.0,992285300.0,816568900.0
2064.0,470239260.0,587685600.0,1107122200.0,651574140.0,831966140.0,686366460.0,474838530.0,666969900.0,644787650.0,880969540.0,680983600.0,630473540.0,972768260.0,792333440.0
2065.0,461284500.0,563133800.0,1100141400.0,632992260.0,800892350.0,678570940.0,459198940.0,660291600.0,627337150.0,856957600.0,654693570.0,617988900.0,954560300.0,773083650.0
2066.0,447715650.0,528767580.0,1076553200.0,616938500.0,794503040.0,666799360.0,445492900.0,653318660.0,606822660.0,841774800.0,629093440.0,605875900.0,931944200.0,759962000.0
2067.0,453504420.0,510736400.0,1062224400.0,605190400.0,779107300.0,654397600.0,436745300.0,746332740.0,589769860.0,823419200.0,598387200.0,595441340.0,904594050.0,736146370.0
2068.0,445827520.0,495386200.0,1053585860.0,592524500.0,764685700.0,646767600.0,423796350.0,691518800.0,578292600.0,808054850.0,581585600.0,587700400.0,879916900.0,723768450.0
2069.0,432605000.0,483093660.0,1045433500.0,580444740.0,745914700.0,633062000.0,414201100.0,685506300.0,566730800.0,795990500.0,560622300.0,579157250.0,859314700.0,719293630.0
2070.0,433893120.0,477569280.0,1040782900.0,562052000.0,731818240.0,611911360.0,402248320.0,661481300.0,547656060.0,775455500.0,542204300.0,565782660.0,842499100.0,713177100.0
2071.0,421881470.0,467321440.0,1032564300.0,541165300.0,723312830.0,597824100.0,391166900.0,649422700.0,537680700.0,754490500.0,526581020.0,562678800.0,848619200.0,702776450.0
2072.0,407065300.0,459447000.0,1020775040.0,523427360.0,712596740.0,587061060.0,381324640.0,639681150.0,529844480.0,734919300.0,508670900.0,558617200.0,837242800.0,690140300.0
2073.0,409319000.0,450806600.0,1001748300.0,510876320.0,703528900.0,577224600.0,368940200.0,630195100.0,525543520.0,705409300.0,502403970.0,545778100.0,844870900.0,680757300.0
2074.0,403258560.0,446278560.0,986521340.0,495771940.0,694851140.0,562226000.0,358938370.0,613004300.0,514011780.0,690466750.0,490392100.0,541163100.0,821316600.0,666297500.0
2075.0,396378000.0,455224830.0,988291840.0,479193000.0,689702600.0,547608000.0,349797900.0,602321700.0,498555500.0,674372300.0,472968130.0,541191600.0,811961150.0,648235460.0
2076.0,386204220.0,451751100.0,967483400.0,459473180.0,681325200.0,538329900.0,341459300.0,596225500.0,529644300.0,658454500.0,476172260.0,530297000.0,808673700.0,632897860.0
2077.0,381187800.0,440929820.0,956717060.0,443897500.0,669658400.0,526082700.0,332355070.0,582731600.0,495422500.0,639009000.0,466170780.0,525450000.0,798580350.0,618991940.0
2078.0,376893440.0,443793000.0,947651650.0,432755070.0,660120960.0,518460960.0,320734050.0,567746240.0,483618560.0,632835500.0,457167330.0,518884300.0,787511200.0,606857800.0
2079.0,372041300.0,437824830.0,936856000.0,424760640.0,655402430.0,505628300.0,310876320.0,560236000.0,479251140.0,617704800.0,455403500.0,510855100.0,774185540.0,603842200.0
2080.0,361937800.0,433223580.0,939242240.0,412501220.0,646226800.0,497679550.0,306878270.0,544981200.0,473145630.0,612627460.0,450551230.0,502645800.0,768023500.0,595785300.0
2081.0,351910370.0,429104100.0,936363460.0,393504640.0,635363260.0,491271330.0,298319360.0,530805660.0,459813500.0,609226400.0,439406370.0,530753950.0,760211650.0,586020200.0
2082.0,340673280.0,423361760.0,924295000.0,374601340.0,632017300.0,488010780.0,291257000.0,520033020.0,458087500.0,626329300.0,432412580.0,498242200.0,754428700.0,570965300.0
2083.0,330617380.0,420280060.0,925505660.0,356465860.0,617012900.0,488723420.0,280744030.0,509432480.0,453621980.0,603567300.0,432368930.0,486773200.0,743615360.0,558856000.0
2084.0,314031400.0,415878100.0,916712200.0,341805340.0,602793700.0,481611040.0,273040580.0,499960900.0,443190370.0,606308900.0,432465150.0,482399900.0,738113000.0,551195400.0
2085.0,296367700.0,410616960.0,897025400.0,333129380.0,597318460.0,480552500.0,267233600.0,482247700.0,425936200.0,629322900.0,430529150.0,476377150.0,732304200.0,543729600.0
2086.0,298549820.0,405982800.0,881040640.0,323271580.0,582901300.0,479001150.0,263514190.0,473722240.0,421107040.0,699850430.0,418717900.0,467207070.0,723475400.0,538588600.0
2087.0,278094980.0,398850370.0,868595650.0,316175400.0,565675650.0,472135680.0,255544540.0,461368640.0,415732000.0,650891900.0,408700640.0,457594400.0,714662200.0,530659200.0
2088.0,266923940.0,405157060.0,855064000.0,311125100.0,574088260.0,469156960.0,247346910.0,453847200.0,400357800.0,637293630.0,420870700.0,452091260.0,713148100.0,521860900.0
2089.0,255547900.0,394898980.0,842746700.0,311172900.0,559933100.0,464213950.0,243027970.0,441148450.0,392649860.0,655815300.0,409035700.0,448130080.0,714117800.0,514009760.0
2090.0,252188180.0,384881600.0,819067140.0,302039140.0,546047170.0,460863580.0,238732430.0,425159360.0,383888060.0,646545400.0,400187600.0,441880100.0,704555840.0,507078720.0
2091.0,243860430.0,376958980.0,793039170.0,291811260.0,536600960.0,458736260.0,231635070.0,416306270.0,376546940.0,637448400.0,391725600.0,441851260.0,695981440.0,500996900.0
2092.0,243917260.0,366212830.0,772866200.0,286013380.0,538056960.0,455346900.0,226155360.0,410366820.0,362402530.0,645809900.0,389794340.0,428780220.0,691066800.0,500235140.0
2093.0,237124060.0,364861950.0,770997800.0,281669470.0,526573100.0,449877950.0,219305660.0,400384900.0,374728480.0,635278140.0,385483550.0,428099070.0,680604400.0,503001800.0
2094.0,230221310.0,359365700.0,757640400.0,283594620.0,518793440.0,448100830.0,217107600.0,396123650.0,360234620.0,628968500.0,376063870.0,422198370.0,672080600.0,497281440.0
2095.0,228760000.0,354555600.0,738391700.0,281235900.0,510531970.0,441001180.0,212233340.0,395761760.0,346590850.0,627248300.0,378102750.0,412969200.0,667792400.0,490662080.0
2096.0,226502510.0,358269660.0,729767700.0,281249200.0,501241280.0,437301900.0,211820540.0,388084160.0,343595400.0,625239040.0,368756350.0,408051680.0,659992300.0,489619400.0
2097.0,221198450.0,353533340.0,717496900.0,277726820.0,500392350.0,435339520.0,208274030.0,380928700.0,338505400.0,620170800.0,356891970.0,403211100.0,656682100.0,486068960.0
2098.0,235726060.0,355159780.0,708926660.0,275212480.0,494246750.0,429483330.0,202293550.0,409930270.0,329555650.0,613861200.0,362757000.0,397733860.0,648998300.0,479579040.0
2099.0,231725580.0,350545180.0,705422900.0,277833900.0,487881250.0,424240130.0,206585260.0,388284320.0,323777600.0,610929860.0,353541820.0,396192580.0,644721200.0,474662750.0
2100.0,222282030.0,347914080.0,703398100.0,276096200.0,492605760.0,420599100.0,203449570.0,375914880.0,332928860.0,605705300.0,345520800.0,389243420.0,642204740.0,470905570.0
