time,MIROC6,TAIESM1,KACE-1-0-G,MRI-ESM2-0,CNRM-ESM2-1,UKESM1-0-LL,IPSL-CM6A-LR,CANESM5,IITM-ESM,EC-EARTH3,CESM2-WACCM,CNRM-CM6-1,MPI-ESM1-2-HR,GFDL-ESM4
2010.0,2068434800.0,2068434800.0,2068434800.0,2068434800.0,2068434800.0,2068434800.0,2068434800.0,2068434800.0,2068434800.0,2068434800.0,2068434800.0,2068434800.0,2068434800.0,2068434800.0
2011.0,2084663800.0,2084663800.0,2084663800.0,2084663800.0,2084663800.0,2084663800.0,2084663800.0,2084663800.0,2084663800.0,2084663800.0,2084663800.0,2084663800.0,2084663800.0,2084663800.0
2012.0,2047172500.0,2047172500.0,2047172500.0,2047172500.0,2047172500.0,2047172500.0,2047172500.0,2047172500.0,2047172500.0,2047172500.0,2047172500.0,2047172500.0,2047172500.0,2047172500.0
2013.0,2037956000.0,2037956000.0,2037956000.0,2037956000.0,2037956000.0,2037956000.0,2037956000.0,2037956000.0,2037956000.0,2037956000.0,2037956000.0,2037956000.0,2037956000.0,2037956000.0
2014.0,2041383000.0,2041383000.0,2041383000.0,2041383000.0,2041383000.0,2041383000.0,2041383000.0,2041383000.0,2041383000.0,2041383000.0,2041383000.0,2041383000.0,2041383000.0,2041383000.0
2015.0,2057318300.0,2057318300.0,2057318300.0,2057318300.0,2057318300.0,2057318300.0,2057318300.0,2057318300.0,2057318300.0,2057318300.0,2057318300.0,2057318300.0,2057318300.0,2057318300.0
2016.0,2007733500.0,2007733500.0,2007733500.0,2007733500.0,2007733500.0,2007733500.0,2007733500.0,2007733500.0,2007733500.0,2007733500.0,2007733500.0,2007733500.0,2007733500.0,2007733500.0
2017.0,1996571900.0,1996571900.0,1996571900.0,1996571900.0,1996571900.0,1996571900.0,1996571900.0,1996571900.0,1996571900.0,1996571900.0,1996571900.0,1996571900.0,1996571900.0,1996571900.0
2018.0,1976256300.0,1976256300.0,1976256300.0,1976256300.0,1976256300.0,1976256300.0,1976256300.0,1976256300.0,1976256300.0,1976256300.0,1976256300.0,1976256300.0,1976256300.0,1976256300.0
2019.0,1949224600.0,1949224600.0,1949224600.0,1949224600.0,1949224600.0,1949224600.0,1949224600.0,1949224600.0,1949224600.0,1949224600.0,1949224600.0,1949224600.0,1949224600.0,1949224600.0
2020.0,1933861100.0,1933861100.0,1933861100.0,1933861100.0,1933861100.0,1933861100.0,1933861100.0,1933861100.0,1933861100.0,1933861100.0,1933861100.0,1933861100.0,1933861100.0,1933861100.0
2021.0,1942749800.0,1907409400.0,1888790800.0,1932084600.0,1919886800.0,1911151200.0,1911863400.0,1962510300.0,1920207400.0,1895607400.0,1894915300.0,1920323700.0,1895443800.0,1923113300.0
2022.0,1897649000.0,1885355300.0,1843695600.0,1883863300.0,1919279400.0,1879313400.0,1880650100.0,1882312100.0,1933542900.0,1861504600.0,1884006000.0,1902267900.0,1866230100.0,1890500700.0
2023.0,1866930800.0,1847672300.0,1964269800.0,1844417400.0,1878975000.0,1843251200.0,1835444500.0,1869835000.0,1990078200.0,1814491000.0,1847255700.0,1890655400.0,1835838300.0,1864440700.0
2024.0,1829448600.0,1813263600.0,1779632300.0,1791181600.0,1861686500.0,1776782000.0,1800238700.0,1815040000.0,1924366800.0,1758512300.0,1819802900.0,1877986800.0,1800008600.0,1822324100.0
2025.0,1793522400.0,1771264400.0,1711497900.0,1744074100.0,1817308800.0,1753509200.0,1774538600.0,1792256000.0,1919764400.0,1700953300.0,1801367700.0,1846344800.0,1781371600.0,1761447600.0
2026.0,1759007700.0,1722295300.0,1636478300.0,1703957400.0,1788741800.0,1687305000.0,1798265600.0,1740558300.0,1843996500.0,1665447000.0,1766487200.0,1810455600.0,1726908800.0,1724971300.0
2027.0,1706219900.0,1695545000.0,1580630300.0,1647434500.0,1755616300.0,1613516900.0,1730793200.0,1702838000.0,1908597900.0,1569436700.0,1730754000.0,1788762200.0,1689457800.0,1694105500.0
2028.0,1688962400.0,1697161000.0,1479521700.0,1603682800.0,1724689200.0,1585728300.0,1690648300.0,1651155600.0,1822689300.0,1527297500.0,1707594000.0,1740869100.0,1688054400.0,1646629100.0
2029.0,1615154400.0,1618890200.0,1430717000.0,1526599700.0,1639415800.0,1549266800.0,1628407900.0,1605953900.0,1803076100.0,1494923000.0,1673364500.0,1688289000.0,1745368400.0,1612399000.0
2030.0,1576377600.0,1565836400.0,1297804400.0,1468445400.0,1607603600.0,1480483500.0,1661722200.0,1553158100.0,1785788000.0,1532959100.0,1668110200.0,1659295900.0,1638995800.0,1561512700.0
2031.0,1485509400.0,1533096100.0,1225102800.0,1386027400.0,1572427400.0,1436982700.0,1579234700.0,1508293200.0,1750142800.0,1437034100.0,1586446000.0,1637518600.0,1726302100.0,1502964600.0
2032.0,1435949600.0,1478636000.0,1169936900.0,1320799100.0,1523535200.0,1390349400.0,1551549700.0,1636301000.0,1722813200.0,1367255600.0,1561830900.0,1684914200.0,1702225500.0,1471637400.0
2033.0,1414255500.0,1437518600.0,1084001400.0,1278135300.0,1497845900.0,1351183000.0,1516579100.0,1500228900.0,1731969800.0,1324519400.0,1514291800.0,1596226400.0,1702813000.0,1429532900.0
2034.0,1344212900.0,1387621400.0,1063928800.0,1230518800.0,1449893200.0,1284000900.0,1470966500.0,1410166800.0,1691478400.0,1264653200.0,1461208600.0,1564903000.0,1680905200.0,1401380000.0
2035.0,1312116200.0,1391548500.0,998822850.0,1200484200.0,1402621200.0,1216066200.0,1396605200.0,1394652900.0,1672448900.0,1230811900.0,1405478800.0,1522132200.0,1621897300.0,1382581100.0
2036.0,1336370700.0,1338510300.0,915336700.0,1137785100.0,1337868500.0,1143542400.0,1323551500.0,1367479600.0,1665329500.0,1177520100.0,1361407900.0,1483237900.0,1565884800.0,1307902000.0
2037.0,1245412400.0,1271196000.0,825764500.0,1095561000.0,1297705000.0,1097061200.0,1303363800.0,1292660700.0,1745865100.0,1127859500.0,1337975200.0,1419147600.0,1511790000.0,1266236200.0
2038.0,1187786100.0,1238674200.0,768903740.0,1056825860.0,1264400400.0,1039238850.0,1257156200.0,1246856700.0,1762979100.0,1074522500.0,1321628800.0,1399589200.0,1478996900.0,1244393700.0
2039.0,1141439900.0,1215469600.0,732220200.0,1014153660.0,1213185800.0,930687040.0,1220380400.0,1198326000.0,1713417900.0,1018781700.0,1270067000.0,1349556100.0,1436963800.0,1210463600.0
2040.0,1102368400.0,1157588900.0,690210750.0,974761660.0,1167243600.0,883245100.0,1175115800.0,1153628000.0,1726310100.0,978901060.0,1228475600.0,1720225200.0,1407282300.0,1175747700.0
2041.0,1072631400.0,1100025200.0,669482500.0,945198460.0,1218297000.0,826768000.0,1144319500.0,1146778500.0,1654766700.0,929752450.0,1193522700.0,1416295800.0,1374156400.0,1140624300.0
2042.0,1044068800.0,1062699100.0,608541200.0,918800700.0,1124464500.0,778188400.0,1134894300.0,1089883500.0,1653262700.0,877510100.0,1158329000.0,1471246300.0,1349875500.0,1099141100.0
2043.0,1026594100.0,1020507840.0,555974140.0,900901300.0,1072099260.0,746319300.0,1090408700.0,1056458750.0,1643337100.0,858093000.0,1117403500.0,1362525800.0,1292182000.0,1077544800.0
2044.0,988053060.0,979895740.0,502571680.0,877522500.0,1029665860.0,677280200.0,1056439300.0,1035845200.0,1615688700.0,805366660.0,1134404000.0,1281812000.0,1244053200.0,1064576450.0
2045.0,964769100.0,952596160.0,475231700.0,839404500.0,979091140.0,637244200.0,1029093900.0,995790140.0,1635572700.0,747639800.0,1043777660.0,1252787100.0,1215392900.0,1039286340.0
2046.0,1081895400.0,923575900.0,444829600.0,813952960.0,954938600.0,622765630.0,992210400.0,972278300.0,1631489300.0,701440450.0,1039952600.0,1223437600.0,1186493600.0,1053029200.0
2047.0,980630400.0,908170400.0,417025660.0,789991500.0,917882430.0,577895200.0,949793000.0,939353200.0,1614263400.0,686370900.0,992281540.0,1209783000.0,1139899800.0,1014122900.0
2048.0,924156160.0,878956000.0,401114430.0,789074050.0,899647600.0,560845630.0,930249340.0,901141400.0,1590687900.0,647331500.0,1027565440.0,1197997600.0,1143530400.0,978978900.0
2049.0,879086660.0,849696700.0,376075680.0,745093440.0,881134900.0,521395260.0,891664640.0,864455040.0,1564621000.0,611202940.0,944384100.0,1168526700.0,1107743000.0,949476900.0
2050.0,847896100.0,815984960.0,352580160.0,738134850.0,859630700.0,504302300.0,846372700.0,834464800.0,1629097900.0,575772500.0,920450700.0,1146611700.0,1083247700.0,928862100.0
2051.0,833026750.0,780104900.0,343644500.0,702861400.0,830107140.0,468120540.0,790654200.0,813182000.0,1553650000.0,552898200.0,884918460.0,1117223700.0,1084622500.0,998999400.0
2052.0,812441500.0,744204160.0,337253630.0,681650600.0,810989630.0,451215580.0,769762700.0,774878800.0,1898938200.0,523394880.0,864368500.0,1078208500.0,1144737000.0,917752640.0
2053.0,780422400.0,705422000.0,309832500.0,668605060.0,794286340.0,451015550.0,796017340.0,766178700.0,1649826000.0,508530780.0,843924300.0,1060354400.0,1086660100.0,903197950.0
2054.0,754448300.0,681456100.0,278741440.0,646591500.0,775707500.0,407644300.0,714136600.0,727247700.0,1547103600.0,490255500.0,854017200.0,1031634240.0,1049935900.0,903606340.0
2055.0,748185660.0,644125400.0,279092960.0,630139800.0,759461200.0,440570270.0,684807900.0,703645800.0,1590555800.0,467019500.0,812615300.0,1135829600.0,1001122370.0,1006767800.0
2056.0,734695040.0,610431700.0,269348450.0,600656260.0,805710500.0,367762500.0,651998200.0,690294300.0,1528228900.0,502597950.0,760138430.0,1019415550.0,982538430.0,950666940.0
2057.0,720775900.0,586354200.0,245007760.0,582330200.0,755689860.0,350474660.0,639912700.0,668080000.0,1536428900.0,446849540.0,745886140.0,981539400.0,969594750.0,915775940.0
2058.0,711339800.0,559718850.0,225952780.0,573147100.0,719798800.0,344631000.0,620914000.0,654502200.0,1791828700.0,448039550.0,708401860.0,955590200.0,936754400.0,863421250.0
2059.0,690446900.0,550584770.0,211292580.0,599713540.0,700132350.0,326784640.0,611781570.0,639099800.0,1596024600.0,419120700.0,695130240.0,925490600.0,909933760.0,850289000.0
2060.0,737497500.0,535959400.0,199927330.0,549688200.0,680425860.0,300594780.0,634150800.0,612377660.0,1563370900.0,406744930.0,668889600.0,911453300.0,1003958100.0,824609540.0
2061.0,707330500.0,491900740.0,204170580.0,530740450.0,659001600.0,287252830.0,579335000.0,584699800.0,1521383000.0,394956300.0,645527040.0,888311230.0,878882050.0,816399550.0
2062.0,689699650.0,464465860.0,190522320.0,519218600.0,638717600.0,269139840.0,552047200.0,588705400.0,1497578600.0,381736930.0,623004350.0,864456000.0,886566700.0,799638200.0
2063.0,671111000.0,456775700.0,190699150.0,570615940.0,1293962500.0,257604370.0,560707900.0,596253250.0,1498502900.0,374579840.0,647757760.0,849905340.0,853647300.0,780738900.0
2064.0,651525400.0,425388640.0,184490510.0,507677340.0,791138100.0,253868860.0,530213000.0,562471500.0,1528267600.0,365274660.0,597189250.0,812858940.0,833717060.0,782617400.0
2065.0,637641200.0,409436380.0,172914240.0,484276380.0,654973700.0,373274140.0,506197900.0,543782500.0,1619655700.0,347373440.0,579136500.0,800439940.0,829108600.0,807296450.0
2066.0,620958140.0,400607940.0,164182030.0,473056100.0,631971200.0,270478880.0,583074000.0,523767500.0,1719405300.0,350443420.0,562338600.0,770903500.0,845745150.0,817982700.0
2067.0,675056800.0,377815500.0,159561780.0,455834340.0,678329000.0,250533580.0,503363620.0,514984400.0,1543216300.0,360231230.0,586002400.0,749652860.0,800588000.0,765121300.0
2068.0,816414460.0,365633340.0,161740340.0,441913440.0,615938800.0,241200210.0,485487780.0,523905540.0,1516199200.0,327147600.0,536942140.0,729089800.0,779986600.0,755586000.0
2069.0,705605570.0,357169060.0,159644780.0,432486600.0,823562300.0,367510180.0,471267780.0,498239100.0,1513587700.0,319129730.0,537889400.0,718942900.0,761700100.0,742594400.0
2070.0,638769600.0,369218900.0,157435090.0,423526100.0,623271200.0,226644780.0,456128800.0,516411600.0,1552394500.0,315182180.0,505875460.0,695513660.0,987785600.0,731549060.0
2071.0,640217100.0,344704160.0,153463540.0,417765730.0,588461950.0,303983170.0,449690980.0,485773860.0,1564910700.0,308183100.0,486432860.0,698352800.0,805739140.0,717001300.0
2072.0,603656300.0,336207520.0,154968220.0,453437100.0,580047300.0,299623420.0,441534720.0,480093000.0,1570692600.0,303363870.0,469978560.0,794577300.0,852761540.0,707744260.0
2073.0,667282940.0,328115330.0,150240000.0,556110340.0,582220350.0,219627660.0,427287970.0,473478370.0,1541360100.0,295487800.0,456956350.0,853194750.0,856313300.0,752800830.0
2074.0,612850750.0,315062400.0,148533380.0,452631140.0,618951400.0,210515860.0,413149540.0,524246270.0,1503693400.0,373568670.0,467588900.0,724583400.0,773614800.0,733256300.0
2075.0,584322750.0,302338430.0,142615860.0,475246820.0,651627840.0,211239500.0,399734660.0,601960100.0,1477345800.0,294737380.0,441891700.0,702094900.0,797649660.0,694644300.0
2076.0,577657600.0,338055330.0,142256750.0,409031300.0,575607230.0,199960080.0,422575600.0,483504860.0,1461122300.0,284138500.0,429433340.0,664656800.0,765238300.0,688725900.0
2077.0,566166400.0,292668800.0,139265090.0,421249100.0,560926460.0,197980930.0,386847680.0,473086750.0,1458239500.0,300992860.0,523056260.0,652388800.0,913194800.0,689270660.0
2078.0,569077060.0,282738700.0,160909000.0,398217900.0,556959040.0,191729650.0,380543070.0,501335170.0,1451998300.0,322678270.0,444210900.0,626136700.0,901595700.0,677788300.0
2079.0,552065340.0,276434200.0,305666370.0,387268580.0,556157200.0,195615280.0,374000130.0,474657950.0,1433650800.0,295816580.0,426294300.0,620750700.0,1615240300.0,674266500.0
2080.0,545496000.0,272388600.0,147030200.0,389119400.0,538237060.0,231299040.0,370464580.0,450460320.0,1425181200.0,281685400.0,421329000.0,615465660.0,1410146800.0,665502700.0
2081.0,539173440.0,270292060.0,145790960.0,405820830.0,584752500.0,194298140.0,361990460.0,443427260.0,1673799700.0,276464130.0,417907170.0,611522400.0,1380354400.0,675229250.0
2082.0,532445980.0,266155340.0,134030360.0,388353860.0,530843550.0,195262240.0,383290500.0,436114270.0,1432624100.0,272108580.0,401549540.0,584520300.0,1033936450.0,1037995300.0
2083.0,530129020.0,258322600.0,129741560.0,385369150.0,524019140.0,187980900.0,395169760.0,446643360.0,1444086800.0,463746750.0,492606500.0,589769600.0,914623200.0,670352400.0
2084.0,521716500.0,252296510.0,122524650.0,415783040.0,528274800.0,184735800.0,362489500.0,431822140.0,1430566300.0,380363200.0,404538900.0,574880800.0,879284540.0,1117830000.0
2085.0,547527700.0,236591600.0,165808320.0,379534430.0,518097700.0,181193500.0,346254850.0,448854430.0,1472561900.0,522423400.0,391822400.0,567278460.0,902779800.0,761058750.0
2086.0,519480930.0,226789730.0,122383290.0,375954500.0,508753660.0,178903410.0,340390560.0,445478200.0,1425796000.0,397369150.0,473848450.0,556395260.0,915929660.0,684606660.0
2087.0,514851040.0,359284260.0,120873230.0,409912860.0,510690900.0,178302050.0,335493860.0,427963140.0,1657047700.0,301004220.0,416412900.0,567780800.0,843282560.0,678936960.0
2088.0,516380060.0,347189300.0,145952050.0,408502620.0,669961100.0,179075250.0,328108320.0,686072900.0,1528003800.0,299313700.0,485416000.0,555367550.0,887442500.0,834082600.0
2089.0,565160450.0,375422000.0,129941340.0,421802240.0,527195500.0,252719800.0,325839400.0,433586000.0,1403534500.0,318131420.0,390042370.0,542704300.0,838992830.0,688475140.0
2090.0,585154800.0,294643600.0,118505620.0,432558270.0,499262460.0,187949170.0,318608300.0,422412380.0,1390189400.0,301525920.0,549797200.0,532553250.0,871944300.0,654809800.0
2091.0,701883970.0,261765310.0,121237520.0,428299300.0,496501440.0,178912560.0,382776930.0,429742600.0,1415321600.0,289572640.0,389659000.0,526036260.0,1073319000.0,671644400.0
2092.0,496722720.0,239816100.0,187185740.0,394217600.0,582298560.0,174533150.0,324038340.0,422955600.0,1364209900.0,303947400.0,412841340.0,533236740.0,1344685800.0,660837440.0
2093.0,576705800.0,223675550.0,130298904.0,443685060.0,492712640.0,182354380.0,322100800.0,416680030.0,1905982700.0,293807740.0,382819780.0,553142800.0,979794700.0,682169100.0
2094.0,497025950.0,224791520.0,235353150.0,460689000.0,487298750.0,171430400.0,323621000.0,415864540.0,1483529700.0,374673400.0,454780670.0,514229800.0,920497540.0,687549250.0
2095.0,491630000.0,228277600.0,136062980.0,443542050.0,483239800.0,166782930.0,322825120.0,411485250.0,1443359400.0,294507970.0,410093470.0,505998400.0,949010050.0,672992640.0
2096.0,798077100.0,216467800.0,166296270.0,608668350.0,511861440.0,164357300.0,328835650.0,460572160.0,1389051000.0,301971230.0,459326700.0,505984580.0,870969340.0,715723600.0
2097.0,617899000.0,216344320.0,148871730.0,441641120.0,479233800.0,160412020.0,305613150.0,609323970.0,1349986800.0,302688060.0,390348480.0,499470460.0,871243600.0,657427100.0
2098.0,502406430.0,239807140.0,138838610.0,407254240.0,725327040.0,158423490.0,294474720.0,436381730.0,1352009300.0,312691940.0,383378900.0,494841280.0,895341500.0,656696600.0
2099.0,541965400.0,211339070.0,138729660.0,398598460.0,515540260.0,216090770.0,326040060.0,423915040.0,1335980400.0,389049200.0,375504400.0,504067600.0,840951360.0,713871100.0
2100.0,506019840.0,214394180.0,130723640.0,394676500.0,480214180.0,159834610.0,314584100.0,604319550.0,1331132400.0,390524130.0,376074240.0,993754200.0,866434370.0,955202560.0
