time,CNRM-CM6-1,EC-EARTH3,CESM2-WACCM,IPSL-CM6A-LR,TAIESM1,GFDL-ESM4,CANESM5,MIROC6,UKESM1-0-LL,CNRM-ESM2-1,MPI-ESM1-2-HR,KACE-1-0-G,MRI-ESM2-0
2011.0,14596283000.0,14596283000.0,14596283000.0,14596283000.0,14596283000.0,14596283000.0,14596283000.0,14596283000.0,14596283000.0,14596283000.0,14596283000.0,14596283000.0,14596283000.0
2012.0,14631240000.0,14631240000.0,14631240000.0,14631240000.0,14631240000.0,14631240000.0,14631240000.0,14631240000.0,14631240000.0,14631240000.0,14631240000.0,14631240000.0,14631240000.0
2013.0,14518057000.0,14518057000.0,14518057000.0,14518057000.0,14518057000.0,14518057000.0,14518057000.0,14518057000.0,14518057000.0,14518057000.0,14518057000.0,14518057000.0,14518057000.0
2014.0,14325532000.0,14325532000.0,14325532000.0,14325532000.0,14325532000.0,14325532000.0,14325532000.0,14325532000.0,14325532000.0,14325532000.0,14325532000.0,14325532000.0,14325532000.0
2015.0,14255470000.0,14255470000.0,14255470000.0,14255470000.0,14255470000.0,14255470000.0,14255470000.0,14255470000.0,14255470000.0,14255470000.0,14255470000.0,14255470000.0,14255470000.0
2016.0,14158819000.0,14158819000.0,14158819000.0,14158819000.0,14158819000.0,14158819000.0,14158819000.0,14158819000.0,14158819000.0,14158819000.0,14158819000.0,14158819000.0,14158819000.0
2017.0,14112299000.0,14112299000.0,14112299000.0,14112299000.0,14112299000.0,14112299000.0,14112299000.0,14112299000.0,14112299000.0,14112299000.0,14112299000.0,14112299000.0,14112299000.0
2018.0,14035831000.0,14035831000.0,14035831000.0,14035831000.0,14035831000.0,14035831000.0,14035831000.0,14035831000.0,14035831000.0,14035831000.0,14035831000.0,14035831000.0,14035831000.0
2019.0,13963822000.0,13963822000.0,13963822000.0,13963822000.0,13963822000.0,13963822000.0,13963822000.0,13963822000.0,13963822000.0,13963822000.0,13963822000.0,13963822000.0,13963822000.0
2020.0,13873392000.0,13873392000.0,13873392000.0,13873392000.0,13873392000.0,13873392000.0,13873392000.0,13873392000.0,13873392000.0,13873392000.0,13873392000.0,13873392000.0,13873392000.0
2021.0,13745898000.0,13696909000.0,13765295000.0,13811749000.0,13764541000.0,13716978000.0,13769270000.0,13796154000.0,13695863000.0,13822398000.0,13842940000.0,13591932000.0,13766077000.0
2022.0,13631078000.0,13499386000.0,13628210000.0,13601265000.0,13691691000.0,13609286000.0,13603463000.0,13602863000.0,13533164000.0,13771339000.0,14272252000.0,13339252000.0,13642222000.0
2023.0,13526939000.0,13302488000.0,13438228000.0,13572648000.0,13478015000.0,13398545000.0,13424237000.0,13342430000.0,13499753000.0,13559238000.0,13856379000.0,13094050000.0,13470313000.0
2024.0,13693599000.0,13028366000.0,13272949000.0,13373083000.0,13509102000.0,13403238000.0,13232962000.0,13430474000.0,13310822000.0,13894935000.0,13645116000.0,12690655000.0,13342298000.0
2025.0,13503736000.0,13111749000.0,13011246000.0,13220365000.0,13272334000.0,13227822000.0,13053693000.0,13391261000.0,12987380000.0,13426461000.0,13442905000.0,12302830000.0,13187387000.0
2026.0,13290811000.0,12980997000.0,12717392000.0,13112436000.0,13040326000.0,13047236000.0,12811074000.0,13412281000.0,12764453000.0,13337075000.0,13297583000.0,11844118000.0,12985462000.0
2027.0,13308151000.0,12601720000.0,12489551000.0,12853916000.0,12731488000.0,12921353000.0,12668344000.0,12895956000.0,12456294000.0,13261571000.0,13206644000.0,11409208000.0,12670470000.0
2028.0,13117977000.0,12173894000.0,12221620000.0,12747467000.0,12406173000.0,12801182000.0,12314045000.0,12663917000.0,12105981000.0,13074857000.0,13025704000.0,10937968000.0,12362318000.0
2029.0,12932104000.0,12123232000.0,11746072000.0,12618212000.0,12063920000.0,13116270000.0,11843378000.0,12704754000.0,11737743000.0,12833602000.0,13222157000.0,10312781000.0,12114826000.0
2030.0,12806426000.0,11923979000.0,11385596000.0,12313469000.0,11557686000.0,12551762000.0,11468859000.0,12462044000.0,11433113000.0,12674874000.0,12844628000.0,9577087000.0,11818846000.0
2031.0,12622335000.0,11828561000.0,11162419000.0,12171342000.0,11228625000.0,12367661000.0,11146822000.0,12142862000.0,11052068000.0,12366301000.0,13176329000.0,9018649000.0,11551336000.0
2032.0,12479263000.0,11414223000.0,10593352000.0,11979924000.0,10898081000.0,12140497000.0,10691955000.0,11794577000.0,10643527000.0,12354070000.0,12731800000.0,8567078000.0,11200502000.0
2033.0,12428552000.0,11543819000.0,10357268000.0,11652119000.0,10521990000.0,11965732000.0,10434512000.0,11749468000.0,10057309000.0,11861705000.0,12615765000.0,7830966000.0,11118276000.0
2034.0,12460165000.0,10807014000.0,10504854000.0,11357861000.0,10125493000.0,11785910000.0,10008988000.0,11540608000.0,9556673000.0,11747459000.0,12202402000.0,7490909000.0,10754828000.0
2035.0,12126464000.0,10494143000.0,10612768000.0,10995677000.0,9792079000.0,11484292000.0,9647360000.0,11364094000.0,9049442000.0,11433967000.0,12063541000.0,7197868000.0,10419629000.0
2036.0,11956241000.0,10679670000.0,10066499000.0,10635562000.0,9335279000.0,11338008000.0,9244306000.0,11209293000.0,8413407000.0,11299182000.0,11840902000.0,6691528000.0,9979275000.0
2037.0,11775819000.0,10256788000.0,9589821000.0,10147540000.0,8942774000.0,10942358000.0,8891479000.0,10785180000.0,7849560000.0,11117884000.0,11582353000.0,6237253600.0,9828782000.0
2038.0,11669127000.0,9872983000.0,9012031000.0,9814975000.0,8751925000.0,10657338000.0,8522486300.0,10464946000.0,7416749000.0,11507603000.0,11420097000.0,5694802000.0,9379622000.0
2039.0,11563180000.0,9684990000.0,8596267000.0,9369568000.0,8392337000.0,10491411000.0,8162682000.0,10212993000.0,6906091000.0,12049014000.0,11489171000.0,5183402500.0,9351042000.0
2040.0,11346231000.0,9272836000.0,8259737600.0,8905782000.0,7985818000.0,10249098000.0,7717488600.0,9983666000.0,6564030500.0,10968944000.0,11038291000.0,4789993500.0,8905452000.0
2041.0,11055419000.0,8856984000.0,7983292000.0,8390212600.0,7563587600.0,10021704000.0,7352989000.0,9788547000.0,5954555000.0,10798077000.0,10861748000.0,4320755000.0,8498814500.0
2042.0,10868918000.0,8570611000.0,7624255500.0,8041135600.0,7269508000.0,9828730000.0,6973444600.0,9553070000.0,5498673000.0,10429184000.0,10562071000.0,3953376300.0,8069314600.0
2043.0,10736125000.0,8208037400.0,7291405000.0,8005115400.0,6858018000.0,9560328000.0,6492407000.0,9362481000.0,5244518400.0,10180261000.0,10457290000.0,3660627200.0,7866922500.0
2044.0,10546736000.0,7896861000.0,7005710300.0,7670872600.0,6416852500.0,9452797000.0,6245959000.0,9179509000.0,4907994000.0,9927606000.0,10069793000.0,3339409400.0,7773587500.0
2045.0,10355305000.0,7690658300.0,6585234000.0,7334857000.0,6005947400.0,9169725000.0,5954500600.0,8882489000.0,4600575500.0,9815065000.0,10017538000.0,3161760000.0,7448333000.0
2046.0,10115637000.0,7136596000.0,6387771000.0,7049349000.0,5579662000.0,8811897000.0,5535907300.0,8646930000.0,4239888400.0,9470595000.0,9785288000.0,2965243400.0,7429760500.0
2047.0,9825607000.0,6862230000.0,6110898700.0,6678751700.0,5302968300.0,8537444000.0,5211113500.0,8384251000.0,3844704300.0,9259519000.0,9536866000.0,2747046000.0,7156584400.0
2048.0,9579908000.0,6580186000.0,5957075000.0,6347671600.0,4971220500.0,8298249000.0,4919228000.0,8249278500.0,3560661800.0,9111162000.0,9314013000.0,2532015400.0,6879085000.0
2049.0,9319373000.0,6381367000.0,5663158000.0,6072670700.0,4738099000.0,8181679600.0,4654701000.0,8015795000.0,3294656800.0,8877880000.0,9047670000.0,2365582000.0,6662390300.0
2050.0,9023046000.0,6171119600.0,5409258000.0,5895138000.0,4531802600.0,7949018000.0,4370649000.0,7985035000.0,3048642300.0,8594265000.0,8848171000.0,2171168800.0,6376152600.0
2051.0,10147316000.0,6556300000.0,5250407400.0,5569545700.0,4385298400.0,7820220000.0,4009589800.0,7642267000.0,2741462000.0,8325540400.0,8571836400.0,2074516600.0,6071644700.0
2052.0,8734671000.0,5849493500.0,4957990000.0,5342999600.0,4161248000.0,7589094000.0,3798697500.0,7184925000.0,2551607800.0,8296134000.0,8342579700.0,1951763500.0,5822862300.0
2053.0,8466156500.0,5491050500.0,5319531000.0,5000692700.0,3870938600.0,8316815000.0,3621458200.0,6979420700.0,2410957600.0,8149014500.0,8176317000.0,1831198700.0,5580878300.0
2054.0,8177876500.0,5232615000.0,5442105300.0,4680229400.0,3598145300.0,7299191300.0,3370825000.0,6742904000.0,2287328500.0,7834325500.0,7919608300.0,1739894800.0,5381581300.0
2055.0,7941402000.0,5128115000.0,4867711500.0,4775137300.0,3336081700.0,7042992000.0,3171380700.0,6534042000.0,2118258000.0,7687928000.0,7652424700.0,1651914400.0,5200515600.0
2056.0,7708221400.0,4843382300.0,4426444000.0,4324154000.0,3121201200.0,6945212400.0,3020947000.0,6386375700.0,2005777500.0,7518354000.0,7512845000.0,1564918500.0,5314019300.0
2057.0,7483088400.0,4617885000.0,4203469300.0,4107371300.0,2850393900.0,6718473000.0,2883726600.0,6030555600.0,1855181200.0,9930235000.0,7256000500.0,1498067600.0,4930409500.0
2058.0,7193792000.0,4272804400.0,4022497300.0,3974358000.0,2639428000.0,6559420000.0,2700806700.0,6038677500.0,1721267500.0,7620498000.0,7002352600.0,1363641300.0,4675653600.0
2059.0,6956613000.0,3967423500.0,3827387400.0,3792579300.0,2444627000.0,6334711300.0,2592538400.0,5784305000.0,1570562200.0,7246470000.0,6611305500.0,1249561100.0,4522183700.0
2060.0,6724438500.0,3814923500.0,3637212200.0,3578854400.0,2286474000.0,6168074000.0,2421371600.0,5535266300.0,1372912800.0,6974515000.0,6491619000.0,1143609200.0,4424283000.0
2061.0,6436589000.0,3530181400.0,3458687000.0,3382296600.0,2114888800.0,5918623000.0,2318919700.0,5335081500.0,1279560000.0,6863700000.0,6474829000.0,1037894460.0,4432086000.0
2062.0,6148763000.0,3337661000.0,3280723200.0,3174831600.0,1967866400.0,5733085000.0,2187866000.0,5196547000.0,1175457700.0,6666393000.0,6172779500.0,892582140.0,4327149600.0
2063.0,7855713300.0,3141307100.0,3080995000.0,2968718000.0,1864244200.0,5584360000.0,2045118300.0,5071007000.0,1031342200.0,6386545000.0,5968045000.0,811243800.0,4117289700.0
2064.0,7183273000.0,2952444400.0,2905489000.0,2744664300.0,1757059500.0,5404041700.0,1914463400.0,4853746000.0,916094500.0,6154817500.0,5889639000.0,731313700.0,4168021200.0
2065.0,5715335000.0,2763583700.0,2734262800.0,2567635500.0,1605645700.0,5176268300.0,1816154100.0,4588141600.0,804319550.0,5882372000.0,5639142000.0,680496500.0,3916211500.0
2066.0,5546275300.0,2639131100.0,2614686500.0,2435370000.0,1513579300.0,5026081300.0,1689399300.0,4390057500.0,638322050.0,5664467000.0,5488463400.0,586280640.0,3792657200.0
2067.0,5267021300.0,2388604400.0,2480688400.0,2297331700.0,1407182200.0,4908912000.0,1523261600.0,4498288600.0,558078850.0,5513309000.0,5369671000.0,547916200.0,3702724900.0
2068.0,5060310500.0,2231609900.0,2294311400.0,2163726800.0,1252043500.0,4765572000.0,1485308800.0,4185811700.0,497736860.0,5332910000.0,5028940300.0,488560160.0,3608877000.0
2069.0,4901474300.0,2102404000.0,2347003000.0,2071438300.0,1098177700.0,4617132500.0,1298130000.0,4056738800.0,442624260.0,5207712300.0,4950663700.0,474050940.0,3508245800.0
2070.0,4832401000.0,1918434600.0,1996139600.0,1942676100.0,921462400.0,4482499600.0,1218018800.0,3828454100.0,372250660.0,5032664600.0,4803286500.0,444641760.0,3360809200.0
2071.0,4894818000.0,1770599200.0,1887007600.0,1959929000.0,767749200.0,4354413000.0,1091796100.0,3657027800.0,302299520.0,4820572000.0,4681709600.0,417652540.0,3240262000.0
2072.0,4544328000.0,1690257300.0,1762688600.0,1753239700.0,693496000.0,4323120600.0,993914430.0,3967462400.0,241367940.0,4693503500.0,4645980700.0,346934140.0,3082363000.0
2073.0,4491875300.0,1985153000.0,1615670900.0,1618365700.0,631482050.0,4078191900.0,909034050.0,3531285200.0,207319120.0,4489778700.0,4410692000.0,315734370.0,2960296700.0
2074.0,4269375700.0,1589702700.0,1413892200.0,1500266900.0,550541950.0,3967576800.0,828511600.0,3359414000.0,149330130.0,4330118700.0,4323659300.0,257144240.0,2844694800.0
2075.0,4102939100.0,1451797500.0,1203462700.0,1353408800.0,512638240.0,3775811000.0,766641900.0,3191199200.0,123000320.0,4192363300.0,4102642700.0,210261710.0,2683457800.0
2076.0,3846661600.0,1312497400.0,1126429700.0,1207476900.0,414083680.0,3726387200.0,689994560.0,3052842800.0,103369910.0,4094188300.0,3969298700.0,176082530.0,2763017000.0
2077.0,3679494100.0,1210725000.0,1029771600.0,1078955500.0,389959740.0,3599990500.0,580960060.0,2972896300.0,91625704.0,3915901000.0,3829706500.0,157987680.0,2514204000.0
2078.0,3534047200.0,1097743200.0,917340600.0,1003618800.0,328693900.0,3463674400.0,478390530.0,2877342700.0,81839490.0,3817625900.0,3682040600.0,176758720.0,2395317000.0
2079.0,3432199200.0,992022700.0,858130240.0,945901300.0,304235940.0,3298898400.0,436454240.0,2881071900.0,69214690.0,3561106000.0,3567635200.0,126972600.0,2331749000.0
2080.0,3300125400.0,931339840.0,798733300.0,850462140.0,228630540.0,3228918500.0,384232350.0,2626822000.0,63295340.0,3332207400.0,3405160700.0,116177940.0,2247591200.0
2081.0,3168145700.0,854858940.0,746169340.0,778412540.0,212551580.0,3089636000.0,354452160.0,2471214000.0,58905412.0,3220423000.0,3241552600.0,102639450.0,2100488100.0
2082.0,2998646300.0,765849900.0,650760060.0,691429570.0,186943890.0,2959241000.0,280386980.0,2384640500.0,53321490.0,3192948200.0,3103659800.0,96434216.0,1993387900.0
2083.0,2920910600.0,696693100.0,598150140.0,615852740.0,164108160.0,2853088800.0,246302990.0,2318458000.0,50756292.0,3000041500.0,2979843300.0,91197310.0,1794273800.0
2084.0,2779200500.0,663473500.0,526537180.0,547273200.0,150287970.0,2772376800.0,214982500.0,2315206400.0,48098770.0,2879099000.0,2868931000.0,87944530.0,1721305300.0
2085.0,2612125700.0,706711300.0,470202620.0,507723170.0,139902430.0,2655454500.0,163742930.0,2137149300.0,41146664.0,2720135200.0,2738540300.0,83084300.0,1651393200.0
2086.0,2450515700.0,588910660.0,414427700.0,440078600.0,110784810.0,2565084200.0,138247600.0,1996894100.0,38022136.0,2611649000.0,2642453500.0,80141016.0,1574339700.0
2087.0,2314198500.0,540194700.0,383642560.0,398634880.0,103436690.0,2483552800.0,126439460.0,1942983700.0,36717650.0,2527542500.0,2532580900.0,79243330.0,1468934100.0
2088.0,2185021400.0,503967780.0,345387330.0,328476500.0,96253790.0,2468686800.0,117037430.0,1805456800.0,34429460.0,2425309200.0,2444379600.0,73064610.0,1381504400.0
2089.0,2053775700.0,469007460.0,258324900.0,290037220.0,90346480.0,2356424000.0,110656960.0,1668378900.0,32821174.0,2304103400.0,2287011800.0,73197410.0,1336540800.0
2090.0,1901768400.0,447284960.0,255134780.0,258302110.0,88643100.0,2248413000.0,104936490.0,1882631600.0,28998736.0,2211469800.0,2192742400.0,68339140.0,1296720900.0
2091.0,1693959600.0,399030340.0,220111520.0,236294530.0,83275400.0,2162596900.0,83547976.0,1607673500.0,28492628.0,2118662000.0,2059290200.0,65472730.0,1191751300.0
2092.0,1594352500.0,377159500.0,203685650.0,229544340.0,80940070.0,2093041200.0,71204800.0,1488093800.0,27480396.0,1992938900.0,1919386600.0,63555990.0,1127423400.0
2093.0,1429267800.0,361402340.0,187417600.0,196462800.0,75321310.0,2002838100.0,61771124.0,1436365300.0,27184020.0,1829451800.0,1800856600.0,57482136.0,1024138430.0
2094.0,1351999900.0,315649540.0,171912060.0,149865970.0,72227430.0,1893488300.0,59038790.0,1380230000.0,26892704.0,1680092800.0,1674060300.0,54651490.0,965527900.0
2095.0,1301033000.0,260260560.0,160475630.0,123895480.0,63751970.0,1802483100.0,53484840.0,1334160300.0,24202536.0,1481492500.0,1550375600.0,54018064.0,921623550.0
2096.0,1195696000.0,229140930.0,123080904.0,115798600.0,61681620.0,1720956400.0,52971200.0,1231418000.0,23566522.0,1381973500.0,1473052300.0,147795780.0,890553300.0
2097.0,1134120300.0,210407580.0,121052600.0,101893060.0,60081740.0,1698762600.0,47226244.0,1184043500.0,22385584.0,1296150700.0,1389525100.0,52735924.0,832882700.0
2098.0,1064181200.0,187237330.0,115603140.0,91060310.0,57589010.0,1614965500.0,46326484.0,1158615000.0,20955412.0,1236025300.0,1318040800.0,51049336.0,801763460.0
2099.0,996679550.0,179449380.0,106550040.0,81763310.0,55687110.0,1516678500.0,43725540.0,1141503700.0,19484446.0,1167822300.0,1257787900.0,48907050.0,745384800.0
2100.0,904541760.0,172271790.0,111418430.0,75399510.0,53285508.0,1392562300.0,41821696.0,1111262700.0,19040756.0,1090788400.0,1215408600.0,47655544.0,704081340.0
