time,MIROC6,MRI-ESM2-0,IITM-ESM,KACE-1-0-G,MPI-ESM1-2-HR,CNRM-ESM2-1,UKESM1-0-LL,TAIESM1,IPSL-CM6A-LR,CESM2-WACCM,EC-EARTH3,CNRM-CM6-1,CANESM5,GFDL-ESM4
2010.0,14575500000.0,14575500000.0,14575500000.0,14575500000.0,14575500000.0,14575500000.0,14575500000.0,14575500000.0,14575500000.0,14575500000.0,14575500000.0,14575500000.0,14575500000.0,14575500000.0
2011.0,14596283000.0,14596283000.0,14596283000.0,14596283000.0,14596283000.0,14596283000.0,14596283000.0,14596283000.0,14596283000.0,14596283000.0,14596283000.0,14596283000.0,14596283000.0,14596283000.0
2012.0,14631240000.0,14631240000.0,14631240000.0,14631240000.0,14631240000.0,14631240000.0,14631240000.0,14631240000.0,14631240000.0,14631240000.0,14631240000.0,14631240000.0,14631240000.0,14631240000.0
2013.0,14518057000.0,14518057000.0,14518057000.0,14518057000.0,14518057000.0,14518057000.0,14518057000.0,14518057000.0,14518057000.0,14518057000.0,14518057000.0,14518057000.0,14518057000.0,14518057000.0
2014.0,14325532000.0,14325532000.0,14325532000.0,14325532000.0,14325532000.0,14325532000.0,14325532000.0,14325532000.0,14325532000.0,14325532000.0,14325532000.0,14325532000.0,14325532000.0,14325532000.0
2015.0,14255470000.0,14255470000.0,14255470000.0,14255470000.0,14255470000.0,14255470000.0,14255470000.0,14255470000.0,14255470000.0,14255470000.0,14255470000.0,14255470000.0,14255470000.0,14255470000.0
2016.0,14158819000.0,14158819000.0,14158819000.0,14158819000.0,14158819000.0,14158819000.0,14158819000.0,14158819000.0,14158819000.0,14158819000.0,14158819000.0,14158819000.0,14158819000.0,14158819000.0
2017.0,14112299000.0,14112299000.0,14112299000.0,14112299000.0,14112299000.0,14112299000.0,14112299000.0,14112299000.0,14112299000.0,14112299000.0,14112299000.0,14112299000.0,14112299000.0,14112299000.0
2018.0,14035831000.0,14035831000.0,14035831000.0,14035831000.0,14035831000.0,14035831000.0,14035831000.0,14035831000.0,14035831000.0,14035831000.0,14035831000.0,14035831000.0,14035831000.0,14035831000.0
2019.0,13963822000.0,13963822000.0,13963822000.0,13963822000.0,13963822000.0,13963822000.0,13963822000.0,13963822000.0,13963822000.0,13963822000.0,13963822000.0,13963822000.0,13963822000.0,13963822000.0
2020.0,13873392000.0,13873392000.0,13873392000.0,13873392000.0,13873392000.0,13873392000.0,13873392000.0,13873392000.0,13873392000.0,13873392000.0,13873392000.0,13873392000.0,13873392000.0,13873392000.0
2021.0,13687540000.0,13720748000.0,14351909000.0,13634727000.0,13852186000.0,13638014000.0,13669878000.0,13748247000.0,13678754000.0,13705654000.0,13696287000.0,13976021000.0,13680417000.0,13850862000.0
2022.0,13570623000.0,13697062000.0,14155480000.0,13473642000.0,13693131000.0,13541173000.0,13525887000.0,13589945000.0,13486877000.0,13451442000.0,13525499000.0,13904384000.0,13532822000.0,13835348000.0
2023.0,13500594000.0,13508477000.0,13798796000.0,13235593000.0,13544627000.0,13394304000.0,13270765000.0,13435306000.0,13333283000.0,13259832000.0,13331488000.0,13597196000.0,13365922000.0,13679445000.0
2024.0,13379574000.0,13299405000.0,13594678000.0,12929916000.0,13415504000.0,13273006000.0,13028202000.0,13301035000.0,13184559000.0,13169717000.0,13202481000.0,13508795000.0,13163452000.0,13720475000.0
2025.0,13285847000.0,13012285000.0,13936077000.0,12653483000.0,13276705000.0,13039333000.0,12915009000.0,13132793000.0,13015700000.0,12805745000.0,13518984000.0,13302781000.0,12951113000.0,14167995000.0
2026.0,13078953000.0,12750340000.0,13830742000.0,12092520000.0,13178746000.0,12899030000.0,12576967000.0,13055192000.0,12729084000.0,12570751000.0,12889868000.0,13188709000.0,12709840000.0,13668853000.0
2027.0,12941222000.0,12654885000.0,13423486000.0,11520335000.0,13216233000.0,12724582000.0,12302556000.0,12902690000.0,12530767000.0,12295286000.0,12693526000.0,13013866000.0,12480447000.0,13283788000.0
2028.0,12720454000.0,12390534000.0,14897699000.0,11023148000.0,13008191000.0,12542275000.0,11874082000.0,12565065000.0,12105752000.0,11930604000.0,12467510000.0,12809486000.0,12161514000.0,13151419000.0
2029.0,12451060000.0,12060374000.0,13243910000.0,10487980000.0,12897550000.0,12376310000.0,11479479000.0,12190686000.0,11753441000.0,11497329000.0,12115203000.0,12795985000.0,11757145000.0,12978415000.0
2030.0,12220991000.0,11798155000.0,13723070000.0,9753315000.0,12817438000.0,12054439000.0,11100399000.0,11977811000.0,11268753000.0,10959132000.0,11731741000.0,12402169000.0,11289885000.0,12795982000.0
2031.0,12145622000.0,11398867000.0,13238680000.0,9018357000.0,12484540000.0,12348084000.0,10818615000.0,11531210000.0,10574667000.0,10715811000.0,11410407000.0,12263894000.0,10834011000.0,12664913000.0
2032.0,12652622000.0,10949930000.0,13027762000.0,8019311000.0,12821037000.0,11978869000.0,10419626000.0,11286482000.0,10167857000.0,10401609000.0,11148409000.0,12062458000.0,10219262000.0,12512336000.0
2033.0,11889563000.0,10588340000.0,12859789000.0,7281691000.0,12282320000.0,11663928000.0,9917895000.0,10932339000.0,9872742000.0,9945538000.0,10860252000.0,11827215000.0,9675451000.0,12533809000.0
2034.0,11670348000.0,10555482000.0,13668378000.0,6489569300.0,12212102000.0,11356480000.0,9247067000.0,10226303000.0,10284433000.0,9469094000.0,10691289000.0,11566627000.0,9251789000.0,12187267000.0
2035.0,11411488000.0,10509401000.0,12963807000.0,5826480600.0,12235337000.0,11671517000.0,8664540000.0,9987009000.0,9692760000.0,8858872000.0,10369822000.0,11363554000.0,8901502000.0,12004698000.0
2036.0,11007843000.0,10038899000.0,12949317000.0,5342957000.0,11814767000.0,11143099000.0,8308510000.0,9410829000.0,9246504000.0,8463373300.0,10129529000.0,11068137000.0,8458375000.0,11938312000.0
2037.0,10724316000.0,9774918000.0,13776413000.0,4917847000.0,11490944000.0,10830720000.0,7776615000.0,8917990000.0,8794955000.0,7967377400.0,9799633000.0,10722868000.0,8156861000.0,11704298000.0
2038.0,10516111000.0,9270186000.0,12714941000.0,4583804400.0,11330052000.0,11507177000.0,7443249700.0,8598906000.0,8641537000.0,7598483500.0,9716348000.0,10749287000.0,7635429000.0,11518627000.0
2039.0,10188090000.0,8945309000.0,13349549000.0,4386041000.0,11175988000.0,10722842000.0,6938193400.0,8192703000.0,8147385300.0,7280450600.0,9248532000.0,10349884000.0,7306265600.0,11248604000.0
2040.0,9929814000.0,8484957000.0,13012048000.0,3919712500.0,11370754000.0,10357037000.0,6525204000.0,7650628600.0,7798987300.0,7174497000.0,8774946000.0,9973715000.0,6751225300.0,11002286000.0
2041.0,9484855000.0,8058633000.0,12480264000.0,3587795000.0,11213473000.0,9943983000.0,5919427600.0,7228544500.0,7864039400.0,6736286700.0,8123045000.0,10224566000.0,6357533700.0,10980256000.0
2042.0,9319048000.0,7679482400.0,12219906000.0,3410623700.0,10831919000.0,9713811000.0,5542319600.0,6661075000.0,7121855500.0,6251758000.0,7885797400.0,9709597000.0,6070029300.0,10697789000.0
2043.0,8971338000.0,7317139000.0,12162265000.0,3144515800.0,10557085000.0,9330287000.0,5231301000.0,6241131500.0,6823675000.0,5942894000.0,8549290000.0,9257337000.0,5820929000.0,10387035000.0
2044.0,8678162000.0,6901956600.0,11920463000.0,2961069300.0,10316021000.0,8974897000.0,4913793000.0,5768385000.0,6452678700.0,5725748700.0,7905574400.0,9061445000.0,5350845000.0,10059513000.0
2045.0,8442576000.0,6506390500.0,11724392000.0,2761279700.0,10026593000.0,8704230000.0,4548793000.0,5332852700.0,6011822600.0,5377419300.0,7294353400.0,8728695000.0,4959335400.0,9650935000.0
2046.0,8140983000.0,6188615000.0,11451855000.0,2542604000.0,9881458000.0,8509721000.0,4302884400.0,5023385000.0,5699603500.0,5087174700.0,6974703600.0,8585397000.0,4640742400.0,9477644000.0
2047.0,7794939000.0,5993884700.0,11259984000.0,2280542000.0,9671705000.0,8151566300.0,3944434200.0,4665541000.0,5498979300.0,4856615000.0,6574860300.0,8199770000.0,4452269600.0,9331976000.0
2048.0,7619695000.0,5734179000.0,11381058000.0,2149480200.0,9459722000.0,8048245000.0,3655836400.0,4291234000.0,5248174600.0,4634636300.0,6145830000.0,7998356000.0,4090160600.0,9041433000.0
2049.0,7412712400.0,5403660300.0,11297340000.0,2000235100.0,9112838000.0,7778424000.0,3308534500.0,3882217200.0,5025206000.0,4254943500.0,6188269000.0,8402807000.0,3861776400.0,8800730000.0
2050.0,7056383500.0,5149329400.0,11180343000.0,1877789200.0,8934473000.0,7496925000.0,3137314000.0,3668666400.0,4638655000.0,3950661400.0,5756612000.0,7650188300.0,3707814000.0,8509690000.0
2051.0,6535733000.0,4993033700.0,10654075000.0,1797340500.0,8669865000.0,7215668000.0,2956312300.0,3477156900.0,4468357000.0,3919188500.0,5523140000.0,7393976000.0,3494075000.0,8327192000.0
2052.0,6285602000.0,5963303000.0,12775490000.0,1656200400.0,8508114400.0,7302177300.0,2667574800.0,3281644800.0,4151273500.0,3765337000.0,5238765600.0,7195626000.0,3251266300.0,8150544000.0
2053.0,6268109000.0,4632267000.0,12389822000.0,1593187800.0,8359891500.0,6786282000.0,2420902000.0,3007812600.0,4142534700.0,3611201500.0,4880524300.0,7069201000.0,3088418600.0,7916297700.0
2054.0,5953806000.0,4474683400.0,11994412000.0,1487748500.0,8153330000.0,6624200700.0,2313584400.0,2793992200.0,3735520000.0,3309810000.0,4924634600.0,8125043000.0,2920214000.0,7616243000.0
2055.0,5771383300.0,4329300500.0,11067253000.0,1359483600.0,7865503000.0,6501324300.0,2178492400.0,2623001300.0,3482274000.0,3113610500.0,4617926000.0,6902649300.0,2689205800.0,7482782700.0
2056.0,5533082000.0,3977291500.0,10572258000.0,1214496800.0,7575608300.0,6190540300.0,1978315100.0,2385661200.0,3216760300.0,2962013700.0,5034158600.0,6641359400.0,2520490000.0,7199362600.0
2057.0,5278718500.0,3756219100.0,10373147000.0,1137882900.0,7361762300.0,5924107300.0,1810700900.0,2291858400.0,3027210000.0,2778299000.0,4336061000.0,6400025000.0,2304670500.0,6949376500.0
2058.0,5048391700.0,3555499800.0,9995410000.0,1010170700.0,7074682400.0,5775710000.0,1693739100.0,2085885700.0,2784319700.0,2618011600.0,4116401000.0,6872440000.0,2148363800.0,6675248600.0
2059.0,4946770000.0,3408033300.0,9759691000.0,988242240.0,6828987400.0,5443926000.0,1554373000.0,1900702100.0,2646704400.0,2494727400.0,4001863700.0,5958403600.0,2038570800.0,6581800000.0
2060.0,4799703600.0,3200807700.0,10352986000.0,855805760.0,6635711500.0,5272680400.0,1347907300.0,1695870100.0,2463808500.0,2336597200.0,3768899000.0,5696644600.0,1901641000.0,6274284000.0
2061.0,4596640300.0,3068769500.0,12327916000.0,772436350.0,6440556500.0,5071502000.0,1205606700.0,1508769500.0,2334282800.0,2126814800.0,3611403300.0,5458679300.0,1773875300.0,6016184300.0
2062.0,4506153000.0,3042137600.0,11488213000.0,705178900.0,6152715000.0,4939383000.0,1062023230.0,1390043000.0,2163862500.0,2055116900.0,3458154500.0,5276605000.0,1631976700.0,5769827000.0
2063.0,4234512100.0,2840166100.0,10097488000.0,615164300.0,6004162600.0,4704028700.0,917159000.0,1326074600.0,1997381900.0,1895167100.0,3247813600.0,5037439000.0,1521809200.0,5591721500.0
2064.0,4000375000.0,2711617500.0,11750917000.0,531399140.0,5770482700.0,4540840000.0,756543200.0,1373907200.0,1869508100.0,1791807400.0,3135474000.0,4852155400.0,1414221200.0,5400099000.0
2065.0,3860817700.0,2709418500.0,9597142000.0,481190460.0,5584641000.0,4373239300.0,572746240.0,1168938900.0,1737013200.0,1634411800.0,3068649000.0,4567120000.0,1339136300.0,5224984000.0
2066.0,3808691700.0,2507203600.0,9270280000.0,557507650.0,5208510000.0,4231685000.0,489933900.0,1029895940.0,1607094700.0,1494473000.0,2931147300.0,4326116000.0,1261322000.0,5028712400.0
2067.0,3546960000.0,2428489500.0,9112857000.0,442269600.0,5097139700.0,4009716000.0,434742100.0,883706400.0,1423966500.0,1394438900.0,2765317400.0,4146990600.0,1111526700.0,4835299300.0
2068.0,3380216300.0,2249702400.0,8995318000.0,396445570.0,4937436000.0,3785539000.0,369739940.0,712181760.0,1259200100.0,1263230500.0,2573835500.0,3923433200.0,992724540.0,4705787000.0
2069.0,3270767900.0,2180871200.0,8890962000.0,343630700.0,4786648600.0,3578276400.0,335512900.0,656647100.0,1092402300.0,1158626400.0,2459391000.0,3662438400.0,895358000.0,4555017700.0
2070.0,3079078100.0,2469141500.0,8502152700.0,274365730.0,4491862500.0,3456835000.0,237082200.0,570632300.0,973663600.0,1021470200.0,2294216000.0,3509601000.0,755987400.0,4383806500.0
2071.0,2967190000.0,2021486100.0,8517932500.0,224778860.0,4269030000.0,3371015000.0,178407140.0,509348350.0,875192500.0,856167400.0,2154706000.0,3313472000.0,677504060.0,4120871700.0
2072.0,2848174800.0,1914779400.0,8345079000.0,188965780.0,4086669600.0,3157553000.0,111761224.0,460178660.0,767624770.0,764108600.0,1987849700.0,3211911400.0,598038400.0,4283747800.0
2073.0,2683414500.0,1758128100.0,8143443500.0,170445980.0,3893223700.0,3044134400.0,92528070.0,405976700.0,694183550.0,694698200.0,1820513200.0,2936277800.0,498222460.0,3934602500.0
2074.0,2574777000.0,1666048400.0,7987546600.0,135650400.0,3726886100.0,3024589600.0,72021544.0,345858180.0,652286660.0,614848200.0,1668879100.0,2718044200.0,442092640.0,3825212700.0
2075.0,2385412900.0,1555774000.0,7825058000.0,123965170.0,3531590100.0,2787633700.0,64675804.0,288167870.0,563815550.0,519493150.0,1502041000.0,2519010300.0,400084670.0,3667047000.0
2076.0,2258853600.0,1396459900.0,7689306600.0,113593050.0,3419115500.0,2656083700.0,60280084.0,206834340.0,491686600.0,450715200.0,1332575100.0,2370845400.0,356236000.0,3528475400.0
2077.0,2187681800.0,1319716400.0,8252857000.0,102826390.0,3176810800.0,2531667700.0,49808228.0,172809500.0,449633860.0,394569000.0,1267226400.0,2255171600.0,291971780.0,3463711000.0
2078.0,2227347000.0,1249733600.0,7468536300.0,96858104.0,3071235300.0,2382073300.0,46197770.0,151918180.0,355012770.0,338280830.0,1131211300.0,2090844400.0,256954690.0,3348256500.0
2079.0,2111818900.0,1206156700.0,7245789700.0,87381704.0,2903968500.0,2271788500.0,42374108.0,121226330.0,313449540.0,277761950.0,1010703500.0,2003046800.0,232447150.0,3197841700.0
2080.0,1926301700.0,1155546900.0,7028991000.0,78483440.0,2792328700.0,2166863400.0,36827400.0,107572220.0,276163700.0,213802180.0,910740500.0,1835527700.0,163747870.0,3077829600.0
2081.0,1804285700.0,1042385500.0,6857900000.0,75352680.0,2676654800.0,2086856800.0,29762714.0,99567720.0,236142670.0,183524450.0,865377100.0,1685725400.0,140630540.0,2959146000.0
2082.0,1712450800.0,984947700.0,6618226700.0,71696920.0,2497839400.0,1952797300.0,27992876.0,88919320.0,183050030.0,164335870.0,770996700.0,1547859700.0,129501060.0,2874947600.0
2083.0,1594609900.0,958248600.0,6489275000.0,61014730.0,2335359700.0,1853797900.0,27542764.0,81985030.0,163239840.0,143690860.0,670066750.0,1355023600.0,118703800.0,2750932200.0
2084.0,1439065000.0,848100800.0,6800915000.0,58476304.0,2219318300.0,1703016200.0,24809134.0,77850250.0,147142700.0,112002540.0,595334000.0,1253067400.0,105460420.0,2666835500.0
2085.0,1415439700.0,794933440.0,7110519300.0,55966350.0,2070973000.0,1438987500.0,24068490.0,68302610.0,130608320.0,103524344.0,564239300.0,1158978700.0,71516264.0,2581957400.0
2086.0,1272916600.0,763289200.0,8855552000.0,53549148.0,1996984400.0,1336575400.0,23539170.0,60876630.0,117850290.0,92302180.0,498387170.0,1058381600.0,63946760.0,2488201500.0
2087.0,1153442300.0,746124300.0,6352944000.0,50399880.0,1964257700.0,1277035300.0,22053434.0,55325268.0,95956830.0,85979624.0,426170900.0,924804350.0,61060860.0,2380433000.0
2088.0,1077279500.0,701005760.0,6055388700.0,45409200.0,1784485000.0,1189054300.0,20355986.0,52047664.0,86268744.0,78283544.0,378115650.0,792208060.0,56097524.0,2291963100.0
2089.0,1022841860.0,657242560.0,6017475600.0,43497876.0,1623300000.0,1089892700.0,19328262.0,49984876.0,72671420.0,72717210.0,354646050.0,703176100.0,50678570.0,2210092800.0
2090.0,936712060.0,649044500.0,5726120400.0,43782776.0,1460771100.0,1009277800.0,17083268.0,45458764.0,64616320.0,70469240.0,321002500.0,661447040.0,47500148.0,2112658300.0
2091.0,843893600.0,598253250.0,5707938000.0,39429464.0,1297668000.0,910240300.0,15775082.0,40861164.0,59753740.0,61944756.0,231833920.0,611397800.0,42051780.0,2042012300.0
2092.0,766598400.0,580637200.0,5553247000.0,36475950.0,1171316600.0,835494800.0,14482596.0,39548730.0,57358384.0,57763548.0,200678130.0,575226100.0,38024316.0,1958472200.0
2093.0,736667000.0,531028600.0,5423471600.0,33869336.0,1075344100.0,766406100.0,12376438.0,38475484.0,52350860.0,53737412.0,183129200.0,529827520.0,35678724.0,1861694200.0
2094.0,669439040.0,500942080.0,5051495000.0,33416402.0,1001959040.0,720012800.0,12087373.0,33682460.0,44424964.0,50594450.0,163918270.0,463587070.0,32072102.0,1800752500.0
2095.0,617158400.0,464317340.0,5076577000.0,32689134.0,916716400.0,700662100.0,11885500.0,33023512.0,40905820.0,47214196.0,142668450.0,420153250.0,30824688.0,1727758000.0
2096.0,592346940.0,447573020.0,4856129500.0,31496324.0,858907500.0,619539700.0,11530528.0,32098732.0,38961296.0,42684330.0,133356560.0,354047260.0,29789580.0,1662248200.0
2097.0,567117000.0,411130430.0,5224025000.0,30407966.0,766855100.0,582490240.0,10716236.0,29111582.0,36034550.0,40731548.0,99517624.0,328915840.0,25175350.0,1590617600.0
2098.0,501431580.0,360962900.0,4635918000.0,29012218.0,705864060.0,555279000.0,9471189.0,29011810.0,32476180.0,39739360.0,91798620.0,281855300.0,24802934.0,1542503800.0
2099.0,437140220.0,360959400.0,4837864400.0,26467044.0,652687500.0,474740030.0,9155333.0,28511582.0,28957110.0,38454290.0,87434510.0,251252960.0,22474156.0,1428533600.0
2100.0,405276160.0,333457380.0,4666895000.0,25323582.0,619083140.0,428157860.0,8698669.0,27700724.0,26422668.0,34668908.0,84038584.0,172140220.0,21818058.0,1324113200.0
