time,CANESM5,UKESM1-0-LL,CNRM-ESM2-1,TAIESM1,MPI-ESM1-2-HR,MRI-ESM2-0,KACE-1-0-G,MIROC6,IITM-ESM,CNRM-CM6-1,IPSL-CM6A-LR,EC-EARTH3,GFDL-ESM4,CESM2-WACCM
2023.0,97085825000.0,95033150000.0,99115260000.0,96316195000.0,99982150000.0,94054210000.0,92888440000.0,95636070000.0,100188980000.0,97592190000.0,98662680000.0,94915210000.0,101383940000.0,100538210000.0
2024.0,94848150000.0,91634850000.0,97518560000.0,93389370000.0,97481744000.0,91257045000.0,88330610000.0,95158000000.0,101289394000.0,95228810000.0,94956720000.0,90356515000.0,98940950000.0,98784035000.0
2025.0,92255020000.0,88102140000.0,94394500000.0,91660790000.0,93770330000.0,87650100000.0,84051860000.0,90977250000.0,100895790000.0,93166550000.0,93603980000.0,85440225000.0,97181200000.0,96498065000.0
2026.0,89329810000.0,85152990000.0,91406230000.0,87752570000.0,91917830000.0,83255030000.0,79428534000.0,88516985000.0,99939025000.0,92700950000.0,90752070000.0,79790320000.0,95628130000.0,92704860000.0
2027.0,86794030000.0,79707380000.0,89436940000.0,83658530000.0,91220660000.0,79181030000.0,74875690000.0,86380270000.0,99233880000.0,90918040000.0,88450000000.0,76506120000.0,93215700000.0,89802470000.0
2028.0,84072220000.0,76626215000.0,88604410000.0,81123150000.0,89750360000.0,75940545000.0,70755330000.0,83014630000.0,99120010000.0,88830420000.0,84852875000.0,71659910000.0,92958760000.0,86349560000.0
2029.0,80594740000.0,72274410000.0,87121530000.0,78078026000.0,87483760000.0,71767680000.0,66774274000.0,81801950000.0,99442835000.0,87742620000.0,82071175000.0,67916450000.0,91713590000.0,84042670000.0
2030.0,76902280000.0,68826610000.0,86122570000.0,74676920000.0,86872070000.0,69417950000.0,62201336000.0,79751070000.0,98399050000.0,85777150000.0,79351940000.0,63202693000.0,91038600000.0,81520100000.0
2031.0,73459280000.0,64044590000.0,84319740000.0,71158220000.0,84637210000.0,66508470000.0,58575905000.0,77111770000.0,97471910000.0,83744735000.0,77269750000.0,59307130000.0,89860200000.0,79736810000.0
2032.0,69922320000.0,59886940000.0,81059410000.0,68132140000.0,81720710000.0,62417908000.0,54930424000.0,75040145000.0,97302585000.0,80856970000.0,76020820000.0,57352300000.0,87860640000.0,77916620000.0
2033.0,66366230000.0,56959152000.0,78733280000.0,65009304000.0,79573830000.0,59358675000.0,51320123000.0,71606000000.0,96400320000.0,78612650000.0,73167675000.0,55196525000.0,85864110000.0,76437160000.0
2034.0,63238410000.0,53475790000.0,76891840000.0,62747220000.0,77526400000.0,56618760000.0,48916574000.0,68733880000.0,95692690000.0,76004340000.0,69526230000.0,51917074000.0,83837346000.0,73226010000.0
2035.0,61321190000.0,50119060000.0,74076020000.0,59547963000.0,76623330000.0,53809136000.0,46419366000.0,65869525000.0,94218880000.0,72427930000.0,65863172000.0,49136976000.0,83508090000.0,70278030000.0
2036.0,59240575000.0,46939628000.0,71972950000.0,56645493000.0,74908434000.0,52276425000.0,41864045000.0,63538487000.0,92809585000.0,70559170000.0,63736150000.0,46084720000.0,81757900000.0,67534270000.0
2037.0,55539060000.0,43501195000.0,69572160000.0,52986010000.0,73141140000.0,50021590000.0,39714673000.0,60999057000.0,91789170000.0,70141080000.0,61745533000.0,43577635000.0,80432865000.0,64252105000.0
2038.0,52294880000.0,40515523000.0,67545690000.0,50228912000.0,70627670000.0,46508610000.0,37826466000.0,58922578000.0,90976580000.0,68222770000.0,60099453000.0,40755933000.0,78050590000.0,62544070000.0
2039.0,50309304000.0,38641640000.0,65178948000.0,48390066000.0,69040990000.0,43148866000.0,36398772000.0,57314673000.0,89828350000.0,66121716000.0,57543570000.0,38347067000.0,75889440000.0,60323570000.0
2040.0,47524810000.0,35188750000.0,62400573000.0,45789336000.0,67927896000.0,41103974000.0,33793473000.0,55923210000.0,87668695000.0,62734120000.0,54596723000.0,35508260000.0,73163506000.0,57545670000.0
2041.0,44625117000.0,32517112000.0,61656150000.0,42764370000.0,65600508000.0,39050478000.0,31575691000.0,53652520000.0,86416920000.0,60021320000.0,51763655000.0,33247343000.0,70702560000.0,54867580000.0
2042.0,41910720000.0,30154142000.0,60332016000.0,39832707000.0,64365030000.0,37621860000.0,29549513000.0,51377873000.0,85368680000.0,57267958000.0,49654964000.0,31055534000.0,69032255000.0,51981955000.0
2043.0,40619213000.0,28446380000.0,57417773000.0,37516130000.0,61889460000.0,35595850000.0,27667149000.0,48554136000.0,83888430000.0,55785296000.0,47800470000.0,29383985000.0,67250070000.0,49831285000.0
2044.0,38301830000.0,26356152000.0,55768010000.0,35982303000.0,61009990000.0,34052852000.0,26077497000.0,47422390000.0,83094540000.0,54831090000.0,45121348000.0,27645240000.0,66679304000.0,46699000000.0
2045.0,36543370000.0,24360966000.0,52571440000.0,33537990000.0,59399176000.0,32461607000.0,23942697000.0,45692436000.0,82099500000.0,52746174000.0,43603263000.0,25627126000.0,64567665000.0,43850134000.0
2046.0,35135460000.0,22730686000.0,50322694000.0,30799448000.0,57502974000.0,30456066000.0,22218480000.0,44080124000.0,81034445000.0,50410807000.0,41365205000.0,24240128000.0,63498727000.0,41178075000.0
2047.0,33069390000.0,21217874000.0,47874036000.0,28831093000.0,56858640000.0,28650383000.0,20855656000.0,42623496000.0,79355850000.0,48852450000.0,39434720000.0,22652797000.0,62200607000.0,39200416000.0
2048.0,30444532000.0,19102968000.0,45648860000.0,26948352000.0,55520117000.0,27392088000.0,19841739000.0,40480890000.0,78477810000.0,47399210000.0,37805290000.0,20619356000.0,59775885000.0,36764385000.0
2049.0,28827218000.0,17545181000.0,45000460000.0,25054276000.0,53251450000.0,26300266000.0,18489174000.0,39438050000.0,77908484000.0,44593283000.0,35239750000.0,18883130000.0,58343140000.0,34840440000.0
2050.0,27514188000.0,16463048000.0,43798794000.0,24033264000.0,50768806000.0,25470966000.0,17346710000.0,37762490000.0,76617680000.0,43361915000.0,33020432000.0,17303828000.0,56807444000.0,32980625000.0
2051.0,25914522000.0,15201024000.0,42068230000.0,22528911000.0,48675550000.0,24693969000.0,16425212000.0,36329976000.0,76747960000.0,41969870000.0,30846600000.0,16366584000.0,55493644000.0,31130946000.0
2052.0,24153170000.0,14150016000.0,40243720000.0,21275600000.0,46319022000.0,23968328000.0,15640595000.0,34443338000.0,75046130000.0,41100603000.0,29120770000.0,15457792000.0,53487026000.0,29462100000.0
2053.0,22685245000.0,13225719000.0,38817370000.0,19669408000.0,44482413000.0,23230534000.0,15118793000.0,33449167000.0,73733070000.0,40134836000.0,27583203000.0,14486821000.0,52229714000.0,27450823000.0
2054.0,21329578000.0,12453378000.0,37323830000.0,18272030000.0,42491290000.0,22680890000.0,14350165000.0,32439237000.0,72956200000.0,38727602000.0,26063124000.0,13839003000.0,51097096000.0,26125750000.0
2055.0,20294035000.0,11591968000.0,35631903000.0,17082336000.0,41927664000.0,22112254000.0,13556968000.0,31211520000.0,71989960000.0,36665917000.0,24453482000.0,13248901000.0,50298634000.0,24585318000.0
2056.0,19266814000.0,10800122000.0,35276337000.0,15657389000.0,40465960000.0,21461522000.0,12659610000.0,29721422000.0,70577620000.0,35061404000.0,22945427000.0,12266382000.0,48246300000.0,23132530000.0
2057.0,18063036000.0,10326359000.0,34097594000.0,14730312000.0,38033637000.0,20677593000.0,12107770000.0,28695505000.0,69349960000.0,33442419000.0,21395940000.0,11501160000.0,46139140000.0,21955568000.0
2058.0,16742129000.0,9673449000.0,32905247000.0,13748704000.0,36618200000.0,20079383000.0,11504105000.0,27502346000.0,67964346000.0,32060502000.0,20145854000.0,11372106000.0,44766904000.0,20560183000.0
2059.0,15806215000.0,9149648000.0,31504486000.0,12762777000.0,34617594000.0,18954578000.0,11064763000.0,26559392000.0,67387310000.0,30005027000.0,18675814000.0,10698561000.0,43693540000.0,19410727000.0
2060.0,14665786000.0,8634454000.0,30653688000.0,11974806000.0,33099772000.0,18089826000.0,10761654000.0,25340312000.0,66118115000.0,27854473000.0,17523825000.0,9966843000.0,41475838000.0,18645592000.0
2061.0,13633392000.0,8183440400.0,29629380000.0,11309610000.0,31713384000.0,17472997000.0,10151178000.0,24270254000.0,64363307000.0,26662375000.0,16325936000.0,9592032000.0,39896396000.0,17751525000.0
2062.0,12954086000.0,7618964000.0,29149491000.0,10703566000.0,30762550000.0,16661795000.0,9924984000.0,23555062000.0,63745356000.0,26098067000.0,15534880000.0,9066114000.0,38754270000.0,16908793000.0
2063.0,12134785000.0,7176516600.0,28302703000.0,10128400000.0,29557737000.0,15981834000.0,9522062000.0,22670790000.0,62845480000.0,25278163000.0,14198172000.0,8662728000.0,37456785000.0,16083332000.0
2064.0,11312462000.0,6813966300.0,27402754000.0,9716436000.0,28144601000.0,15518452000.0,9155257000.0,21904620000.0,62451683000.0,24172698000.0,13240989000.0,8283576000.0,35880997000.0,14996863000.0
2065.0,10780548000.0,6633617400.0,26452906000.0,9313677000.0,27133522000.0,15192940000.0,8841491000.0,21253536000.0,61866787000.0,23192988000.0,12646905000.0,7966763500.0,34279460000.0,14001005000.0
2066.0,10457006000.0,6284871000.0,25672798000.0,8870204000.0,25819236000.0,14809210000.0,8598927000.0,20169832000.0,61120350000.0,22416950000.0,12129167000.0,7723669000.0,33127540000.0,13472693000.0
2067.0,9892368000.0,6016589000.0,24850460000.0,8539858400.0,24687809000.0,14388767000.0,8384973300.0,19356310000.0,60668137000.0,21103049000.0,11470519000.0,7471124000.0,32128289000.0,12781449000.0
2068.0,9686242000.0,5719929300.0,23592680000.0,8287062500.0,23863204000.0,13826864000.0,8245803000.0,18619930000.0,59572503000.0,20219170000.0,10887525000.0,7081256400.0,30799944000.0,12231250000.0
2069.0,9355468000.0,5481627000.0,22134580000.0,7908487000.0,22781362000.0,13582110000.0,8019506000.0,17767018000.0,57480774000.0,19115516000.0,10124315000.0,6815836700.0,29903815000.0,11540657000.0
2070.0,9006906000.0,5163502000.0,20850477000.0,7640103400.0,21712124000.0,13010423000.0,7714373000.0,17175079000.0,56979700000.0,18268477000.0,9691658000.0,6578390000.0,28419518000.0,11001759000.0
2071.0,8705114000.0,4996124700.0,20097882000.0,7422080500.0,20799541000.0,12598481000.0,7407831600.0,16758939000.0,56226152000.0,17807059000.0,9135847000.0,6396488700.0,27603770000.0,10617805000.0
2072.0,8417041400.0,4828783000.0,19621430000.0,7224867300.0,20364794000.0,12490566000.0,7116118500.0,16113432000.0,55281580000.0,16759546000.0,8688255000.0,6104516600.0,26796737000.0,10146428000.0
2073.0,8063043600.0,4696225300.0,18976893000.0,7020332000.0,19802919000.0,12147378000.0,7022775000.0,15665410000.0,53985100000.0,16444351000.0,8131855000.0,5857133000.0,25775636000.0,9788639000.0
2074.0,7669732400.0,4529880600.0,18182240000.0,6863052300.0,19142185000.0,11833171000.0,6783788500.0,14940262000.0,53575086000.0,15716745000.0,7745082400.0,5528234500.0,24757764000.0,9325568000.0
2075.0,7354449400.0,4315663400.0,17439658000.0,6763939000.0,18505556000.0,11560188000.0,6609948700.0,14480535000.0,52953300000.0,14987114000.0,7477409300.0,5319745000.0,24251404000.0,8893692000.0
2076.0,7066026000.0,4186638600.0,16819813000.0,6722779000.0,17718866000.0,11418954000.0,6463491600.0,13685836000.0,53024272000.0,13997489000.0,7168756000.0,5242844000.0,23325639000.0,8369560000.0
2077.0,6863599600.0,3983385300.0,16358489000.0,6488943000.0,16773733000.0,11135154000.0,6223629300.0,13172237000.0,52097030000.0,13419149000.0,6917980700.0,4986714600.0,22764878000.0,7970592000.0
2078.0,6642422000.0,3825816600.0,15631654000.0,6224840700.0,16081979000.0,10791903000.0,5985170400.0,12844429000.0,51401330000.0,12597093000.0,6699022300.0,4757645300.0,22466670000.0,7728407600.0
2079.0,6441441300.0,3657200600.0,15197911000.0,6008655400.0,15602705000.0,10464553000.0,5787642400.0,12607905000.0,50824650000.0,11891354000.0,6408536000.0,4611761700.0,21505763000.0,7559039500.0
2080.0,6198269000.0,3507199200.0,14486893000.0,5829443000.0,15016154000.0,10116608000.0,5650373000.0,12054478000.0,50226213000.0,11510096000.0,6138353000.0,4441213000.0,20622914000.0,7314073000.0
2081.0,6003931600.0,3368574200.0,14009888000.0,5697062400.0,14286336000.0,9707931000.0,5610405400.0,11655852000.0,49436260000.0,10876360000.0,5890946600.0,4217768000.0,19667350000.0,7065118700.0
2082.0,5677206500.0,3227391000.0,13387980000.0,5444781600.0,13722030000.0,9404529000.0,5506632700.0,11347014000.0,48466720000.0,10456959000.0,5725106700.0,4005438500.0,18764143000.0,6817985000.0
2083.0,5468747300.0,3090063000.0,12945294000.0,5225113000.0,13272197000.0,9111584000.0,5278117400.0,11115683000.0,46990780000.0,10215223000.0,5439450000.0,3888019000.0,17858280000.0,6591914500.0
2084.0,5179187000.0,2891514000.0,12294929000.0,5013307400.0,13008866000.0,8775567000.0,5197583400.0,10685692000.0,46359335000.0,9764525000.0,5201043500.0,3714174000.0,17114667000.0,6399261700.0
2085.0,5058977000.0,2791512300.0,11936595000.0,4850879500.0,12256557000.0,8482193000.0,5087663600.0,10342310000.0,45685460000.0,9317326000.0,5001956000.0,3558185700.0,16160350000.0,6341843000.0
2086.0,4774720000.0,2663253200.0,11303399000.0,4700941000.0,11813819000.0,8262460400.0,4985990000.0,10058957000.0,44265243000.0,8875310000.0,4765931500.0,3375276500.0,15521550000.0,6105586000.0
2087.0,4574112000.0,2581166000.0,10933573000.0,4545572000.0,11392164000.0,7962728000.0,4957014000.0,9738825000.0,42484494000.0,8611962000.0,4565676000.0,3217595400.0,15037305000.0,5919972000.0
2088.0,4392474000.0,2437034500.0,10408078000.0,4452029000.0,11005353000.0,7747021000.0,4781545000.0,9292102000.0,42090080000.0,8296447000.0,4331382000.0,3079095800.0,14500455000.0,5726632400.0
2089.0,4196474600.0,2302436600.0,9975682000.0,4353440000.0,10673199000.0,7750819000.0,4657173000.0,9080292000.0,40983167000.0,8059506700.0,4141111000.0,2901539600.0,14018366000.0,5495034400.0
2090.0,4034167000.0,2163777000.0,9554714000.0,4180671200.0,10169567000.0,7603100000.0,4482926000.0,8699843000.0,40064786000.0,7818091500.0,3876525300.0,2779631600.0,13296541000.0,5270840300.0
2091.0,3885967400.0,2030796800.0,9224434000.0,4006099700.0,9776629000.0,7443617300.0,4284961800.0,8485791000.0,39125357000.0,7525815000.0,3700949200.0,2654184200.0,12654350000.0,5030333400.0
2092.0,3733933600.0,1935095200.0,8864024000.0,3846248400.0,9342657000.0,7161857000.0,4081339600.0,8358747600.0,38092690000.0,7329136600.0,3539949000.0,2532216000.0,12034943000.0,4869895000.0
2093.0,3535713000.0,1837862100.0,8668531000.0,3729557800.0,9120194000.0,7031513000.0,3928849000.0,8036017000.0,37291510000.0,7138440700.0,3387098000.0,2361395200.0,11572304000.0,4706155500.0
2094.0,3333514800.0,1746891500.0,8573180000.0,3557911000.0,8756696000.0,6861451000.0,3787372000.0,7841492000.0,36875050000.0,6955411500.0,3251206400.0,2230386200.0,11187890000.0,4568286000.0
2095.0,3164389000.0,1576866200.0,8259863000.0,3473535200.0,8532988000.0,6635225600.0,3687261700.0,7686608400.0,36795826000.0,6676116500.0,3114388700.0,2102507000.0,10747158000.0,4421554000.0
2096.0,3045085700.0,1465271200.0,7970525700.0,3366783000.0,8256116700.0,6499316000.0,3590707200.0,7407187500.0,36263604000.0,6548020000.0,3008968700.0,2011778200.0,10467238000.0,4215492600.0
2097.0,2904489200.0,1376271700.0,7754833400.0,3227678200.0,8062854000.0,6291779000.0,3489963800.0,7137420000.0,35311604000.0,6468003000.0,2828019000.0,1883907800.0,10033018000.0,4065806600.0
2098.0,2833003800.0,1262978700.0,7538755000.0,3092334600.0,7859972600.0,6082251300.0,3371901700.0,6968810500.0,35103840000.0,6271809500.0,2690803700.0,1736573600.0,9630293000.0,3951843600.0
2099.0,2664340200.0,1181893100.0,7264978000.0,2981850000.0,7710480000.0,5924677600.0,3285068800.0,6799357400.0,34647820000.0,6005159400.0,2585819100.0,1623530900.0,9302920000.0,3823629600.0
2100.0,2530306300.0,1089847300.0,7071366700.0,2925814300.0,7493394000.0,5894274000.0,3158064400.0,6572726300.0,33883361000.0,5827028500.0,2522956000.0,1506617200.0,8902910000.0,3690084400.0
