time,FGOALS-F3-L,NORESM2-MM,ACCESS-CM2,CESM2,INM-CM5-0,ACCESS-ESM1-5,TAIESM1,CAMS-CSM1-0,BCC-CSM2-MR,CMCC-CM2-SR5,IPSL-CM6A-LR,GFDL-ESM4,EC-EARTH3-VEG,MRI-ESM2-0,EC-EARTH3,MPI-ESM1-2-HR,CESM2-WACCM,INM-CM4-8,CANESM5
2018.0,871622100000.0,871622100000.0,871622100000.0,871622100000.0,871622100000.0,871622100000.0,871622100000.0,871622100000.0,871622100000.0,871622100000.0,871622100000.0,871622100000.0,871622100000.0,871622100000.0,871622100000.0,871622100000.0,871622100000.0,871622100000.0,871622100000.0
2019.0,864401100000.0,864401100000.0,864401100000.0,864401100000.0,864401100000.0,864401100000.0,864401100000.0,864401100000.0,864401100000.0,864401100000.0,864401100000.0,864401100000.0,864401100000.0,864401100000.0,864401100000.0,864401100000.0,864401100000.0,864401100000.0,864401100000.0
2020.0,849013240000.0,849013240000.0,849013240000.0,849013240000.0,849013240000.0,849013240000.0,849013240000.0,849013240000.0,849013240000.0,849013240000.0,849013240000.0,849013240000.0,849013240000.0,849013240000.0,849013240000.0,849013240000.0,849013240000.0,849013240000.0,849013240000.0
2021.0,827993160000.0,834565050000.0,829430370000.0,820472700000.0,838924440000.0,834530300000.0,830439400000.0,843002000000.0,844017700000.0,828599960000.0,820307950000.0,846352300000.0,820007000000.0,831983000000.0,825727200000.0,846232160000.0,829065460000.0,845293550000.0,827426700000.0
2022.0,809763000000.0,821274940000.0,815255260000.0,807808140000.0,826296900000.0,830449200000.0,816602940000.0,826241840000.0,820805200000.0,813833700000.0,799611100000.0,842517250000.0,804784960000.0,824549200000.0,806072000000.0,835880500000.0,794697860000.0,818460000000.0,810450700000.0
2023.0,800732940000.0,814225560000.0,803942400000.0,783990650000.0,821626340000.0,823337940000.0,800950450000.0,821015900000.0,793926800000.0,796535160000.0,783475500000.0,823021500000.0,788245840000.0,810113700000.0,785561750000.0,825033500000.0,773328800000.0,800142900000.0,795634760000.0
2024.0,791733860000.0,798685500000.0,783443600000.0,761270400000.0,799612700000.0,824216500000.0,788143400000.0,807953800000.0,787267650000.0,798438850000.0,771271200000.0,819373500000.0,770115040000.0,784518800000.0,771805150000.0,811489560000.0,754667950000.0,770091800000.0,773755600000.0
2025.0,767393140000.0,783245800000.0,774539840000.0,734912200000.0,784090100000.0,806643100000.0,772399500000.0,795126700000.0,781902740000.0,788203440000.0,756170750000.0,826153570000.0,746580540000.0,759013900000.0,772587700000.0,796499440000.0,726048900000.0,754268000000.0,754478500000.0
2026.0,751053100000.0,761276200000.0,750495200000.0,715818530000.0,768443000000.0,795070300000.0,760619340000.0,792584100000.0,773203360000.0,780560200000.0,731560200000.0,823139760000.0,744676700000.0,737117500000.0,748319100000.0,787316500000.0,706564260000.0,723461100000.0,736924660000.0
2027.0,741726500000.0,742991460000.0,726707860000.0,700659200000.0,755521100000.0,768036630000.0,750246400000.0,796095400000.0,753728100000.0,773850300000.0,716837160000.0,800441500000.0,725475850000.0,729327300000.0,735668340000.0,784946800000.0,685649760000.0,707644500000.0,721126950000.0
2028.0,723980060000.0,734926400000.0,698453460000.0,688199600000.0,733377130000.0,744796400000.0,725909400000.0,782712770000.0,749331000000.0,763156400000.0,687619240000.0,787486540000.0,709527400000.0,711777500000.0,718175900000.0,775252200000.0,659091700000.0,690714800000.0,700159100000.0
2029.0,715321640000.0,729851300000.0,683310060000.0,674583940000.0,721083960000.0,728383700000.0,696396000000.0,783580700000.0,741134400000.0,743128300000.0,664729200000.0,772311300000.0,686119100000.0,691862100000.0,693512900000.0,769526000000.0,629651000000.0,683016060000.0,675352500000.0
2030.0,702693000000.0,718755400000.0,666440960000.0,663380800000.0,697252700000.0,704027950000.0,681412900000.0,774935300000.0,720618300000.0,725501740000.0,637664300000.0,758982250000.0,670132000000.0,674338300000.0,668691330000.0,760298200000.0,598466800000.0,672385900000.0,649773800000.0
2031.0,680051600000.0,698059400000.0,644395800000.0,653703050000.0,682004000000.0,671046760000.0,652361860000.0,764921050000.0,705589740000.0,704158200000.0,604048460000.0,752832000000.0,658364760000.0,652387000000.0,650119800000.0,738291500000.0,584128300000.0,660155800000.0,627557600000.0
2032.0,648648460000.0,673048360000.0,624349740000.0,637297750000.0,663735800000.0,643318700000.0,636228400000.0,753280100000.0,691553960000.0,698846350000.0,585657800000.0,741409900000.0,650849160000.0,627530400000.0,633219100000.0,741422400000.0,564394500000.0,642072400000.0,597065100000.0
2033.0,628783200000.0,658277400000.0,610890700000.0,619146640000.0,645933040000.0,609344160000.0,613673660000.0,742930450000.0,677952950000.0,685301800000.0,569736800000.0,733427200000.0,629615100000.0,607606800000.0,618841050000.0,729290800000.0,541771530000.0,626643500000.0,571185400000.0
2034.0,614585500000.0,641559200000.0,587332850000.0,606647940000.0,634174240000.0,584783700000.0,573430240000.0,733108800000.0,661866800000.0,678512030000.0,562135240000.0,706867700000.0,619690400000.0,598706700000.0,609008400000.0,727508700000.0,517513400000.0,613180900000.0,552184450000.0
2035.0,595942100000.0,619317200000.0,576423800000.0,585316700000.0,620504300000.0,558968300000.0,553542700000.0,713351900000.0,644851600000.0,664574100000.0,546994030000.0,696434700000.0,602907540000.0,592039300000.0,592013160000.0,709594600000.0,488248770000.0,596858240000.0,537086300000.0
2036.0,578191500000.0,599971700000.0,558366500000.0,562402560000.0,606018700000.0,549147700000.0,527273560000.0,699489700000.0,640929000000.0,654023000000.0,532403900000.0,689916700000.0,595895840000.0,578137160000.0,579024060000.0,697665700000.0,468256600000.0,575638340000.0,516399460000.0
2037.0,570757600000.0,584476000000.0,543313300000.0,544900680000.0,588868400000.0,537048350000.0,501497860000.0,680650000000.0,631997600000.0,640921400000.0,511561530000.0,668791300000.0,571677900000.0,564651400000.0,562171200000.0,678190700000.0,446331780000.0,549299620000.0,500644840000.0
2038.0,565175900000.0,565910100000.0,526079820000.0,521316040000.0,577048540000.0,525688400000.0,483907470000.0,671876200000.0,624537040000.0,623133850000.0,501528170000.0,658160550000.0,563318300000.0,539913650000.0,554609930000.0,670699500000.0,427571120000.0,534342100000.0,478668880000.0
2039.0,534791360000.0,541313860000.0,511310820000.0,497828000000.0,567400660000.0,498942740000.0,462222600000.0,650899500000.0,614579900000.0,597701000000.0,482232070000.0,637637400000.0,550632550000.0,525137640000.0,534838540000.0,662826450000.0,411901000000.0,514354700000.0,461413680000.0
2040.0,529200970000.0,523694700000.0,493602280000.0,479287380000.0,559678400000.0,470224760000.0,437013700000.0,645893000000.0,594055460000.0,578098200000.0,464675440000.0,623055670000.0,537369740000.0,502991000000.0,510033920000.0,655648160000.0,399415480000.0,499325400000.0,434904200000.0
2041.0,512553000000.0,500480000000.0,468979800000.0,450380560000.0,550992000000.0,453276140000.0,414793500000.0,638456500000.0,572526560000.0,555806200000.0,450328600000.0,617418000000.0,525272100000.0,480528270000.0,479726730000.0,649706900000.0,383966200000.0,485206400000.0,415293300000.0
2042.0,497158600000.0,478269400000.0,449264500000.0,437229880000.0,532558450000.0,440554000000.0,387152500000.0,638001700000.0,559680500000.0,532954550000.0,429525170000.0,605302100000.0,507923040000.0,463463840000.0,466114200000.0,641584500000.0,359591280000.0,461581000000.0,401288920000.0
2043.0,481269320000.0,467155940000.0,432676930000.0,417275940000.0,524092740000.0,421369540000.0,365583100000.0,635477800000.0,549963500000.0,510106300000.0,415104370000.0,586837850000.0,492172870000.0,443549550000.0,461404570000.0,629796630000.0,343039600000.0,447471160000.0,384982580000.0
2044.0,461915420000.0,450764240000.0,407101930000.0,400258270000.0,517135430000.0,403723260000.0,341289730000.0,612558960000.0,538771160000.0,495768730000.0,397920960000.0,563588240000.0,480367870000.0,422907770000.0,453298780000.0,614873560000.0,330648680000.0,436191040000.0,363497550000.0
2045.0,440416240000.0,425889460000.0,386778230000.0,382753240000.0,506695550000.0,387483300000.0,318460230000.0,611741200000.0,520503160000.0,485513530000.0,376193680000.0,533996000000.0,467067000000.0,403112130000.0,435053100000.0,597627200000.0,312186830000.0,428357060000.0,340679030000.0
2046.0,426650860000.0,410910820000.0,360928600000.0,368330670000.0,496933440000.0,371053460000.0,299731450000.0,603586300000.0,496429630000.0,475972530000.0,358888080000.0,524387500000.0,456959300000.0,386313750000.0,417306670000.0,589468600000.0,296016450000.0,411248820000.0,324490600000.0
2047.0,410146870000.0,383264400000.0,348304000000.0,353329740000.0,481598730000.0,357255350000.0,281235360000.0,582508150000.0,486065860000.0,460179370000.0,345829800000.0,515398530000.0,442940460000.0,373835960000.0,394878650000.0,575596700000.0,282156300000.0,396245140000.0,311872800000.0
2048.0,388674650000.0,362513830000.0,339886150000.0,338370900000.0,465812600000.0,346308940000.0,260266900000.0,572016200000.0,475254650000.0,438068900000.0,329526840000.0,500433550000.0,428329370000.0,355734980000.0,373691420000.0,562986700000.0,269294010000.0,384115340000.0,290323100000.0
2049.0,367268660000.0,345025580000.0,322679900000.0,327672460000.0,451493700000.0,331137120000.0,237771650000.0,551364850000.0,458607660000.0,417456720000.0,315428370000.0,485471880000.0,411944000000.0,340253250000.0,366748040000.0,542829450000.0,249779850000.0,375914300000.0,275677020000.0
2050.0,358725650000.0,328037660000.0,297881440000.0,314919880000.0,429713420000.0,318929700000.0,223324400000.0,543097600000.0,435274900000.0,402308300000.0,295817670000.0,470565750000.0,395933000000.0,324573330000.0,351027630000.0,527329530000.0,232707280000.0,371968250000.0,263822080000.0
2051.0,350082630000.0,315305800000.0,276364700000.0,296885030000.0,414534660000.0,299835400000.0,210434830000.0,532216300000.0,419739530000.0,387724080000.0,281230900000.0,462590180000.0,377002980000.0,314659400000.0,336871900000.0,513545800000.0,224416560000.0,366744100000.0,248441550000.0
2052.0,338223100000.0,298423940000.0,263417270000.0,281424600000.0,406648950000.0,289348100000.0,197575970000.0,525285900000.0,403478150000.0,376515070000.0,264176830000.0,453400820000.0,363535800000.0,309881900000.0,317767420000.0,503925960000.0,216147120000.0,359157270000.0,232254730000.0
2053.0,320724630000.0,284881700000.0,242437010000.0,263796000000.0,403546830000.0,271742390000.0,181701740000.0,516637750000.0,391690160000.0,357715870000.0,255599360000.0,441442860000.0,352439530000.0,292535340000.0,298004120000.0,494275760000.0,207833000000.0,350035740000.0,219179190000.0
2054.0,307989540000.0,270886500000.0,222232600000.0,251170160000.0,390072600000.0,259168190000.0,167019950000.0,500818970000.0,376207400000.0,337085140000.0,236868140000.0,424526000000.0,338473550000.0,282175400000.0,291656200000.0,482211100000.0,190596020000.0,345096800000.0,208073420000.0
2055.0,297203370000.0,258858650000.0,206837330000.0,235412650000.0,378593970000.0,244403220000.0,154553840000.0,487652900000.0,360846800000.0,322110000000.0,222655100000.0,417479300000.0,321142700000.0,272301300000.0,280456460000.0,464254660000.0,177722300000.0,333115300000.0,192092270000.0
2056.0,283593740000.0,248938800000.0,192484130000.0,221997380000.0,370830380000.0,228862460000.0,139874100000.0,488787670000.0,344550540000.0,300229800000.0,206726370000.0,400856700000.0,309856270000.0,252838430000.0,275323130000.0,445380300000.0,167942910000.0,315483130000.0,177687970000.0
2057.0,262802130000.0,235432620000.0,177059580000.0,206948700000.0,354548840000.0,214895770000.0,130222820000.0,479285900000.0,333358800000.0,282543200000.0,193082650000.0,386743700000.0,299973800000.0,239930870000.0,260699110000.0,432884250000.0,155195330000.0,303369550000.0,161126530000.0
2058.0,251214870000.0,222776980000.0,164094200000.0,194822640000.0,339893450000.0,199897380000.0,117604630000.0,475893140000.0,317560230000.0,264511060000.0,178280760000.0,370155750000.0,281199100000.0,226869660000.0,246671920000.0,415000920000.0,143907290000.0,295086850000.0,147983710000.0
2059.0,239127460000.0,210387780000.0,150622290000.0,183680040000.0,328041140000.0,186808160000.0,103935990000.0,466320420000.0,297149660000.0,252803860000.0,167050120000.0,364518800000.0,263121680000.0,217951860000.0,237766980000.0,398821500000.0,135256350000.0,285218700000.0,137309270000.0
2060.0,228090790000.0,193183630000.0,139719720000.0,170094580000.0,318739000000.0,172677330000.0,91047960000.0,460413140000.0,279321050000.0,238669510000.0,153346160000.0,348031680000.0,247036600000.0,204931550000.0,223725290000.0,386901300000.0,124588760000.0,277130900000.0,126279836000.0
2061.0,216679480000.0,179972780000.0,126105580000.0,156218970000.0,308106950000.0,157683680000.0,80772006000.0,448867200000.0,263514390000.0,221980150000.0,140932090000.0,333745320000.0,232583280000.0,195824200000.0,212778810000.0,372961080000.0,111852720000.0,267804050000.0,114837720000.0
2062.0,204207850000.0,164300360000.0,114607160000.0,144536700000.0,298743400000.0,144276470000.0,73360440000.0,431455440000.0,247363960000.0,206615400000.0,129237920000.0,318756850000.0,226437250000.0,189677780000.0,201942060000.0,355997250000.0,104986410000.0,257696120000.0,102796530000.0
2063.0,191991430000.0,150277540000.0,102774990000.0,134873120000.0,288578960000.0,134166090000.0,67494220000.0,413322300000.0,230164430000.0,191101960000.0,119186900000.0,309392080000.0,213746430000.0,179928370000.0,188830140000.0,346437650000.0,94931560000.0,247432480000.0,94118280000.0
2064.0,181708080000.0,138793570000.0,91225950000.0,122912720000.0,273511840000.0,123920840000.0,62931270000.0,404771730000.0,213316240000.0,182030420000.0,107499080000.0,299130320000.0,203382490000.0,171522080000.0,180843460000.0,332685840000.0,86296820000.0,239307770000.0,85176910000.0
2065.0,168442580000.0,127121390000.0,82280554000.0,114144480000.0,260769250000.0,112738660000.0,56463890000.0,397490450000.0,199138200000.0,169916220000.0,96418636000.0,287894180000.0,189405040000.0,165755630000.0,173649220000.0,317522640000.0,77665620000.0,230443270000.0,77521625000.0
2066.0,155318830000.0,116787090000.0,74725245000.0,105121200000.0,253109700000.0,103125820000.0,49550336000.0,384174060000.0,187118320000.0,157813030000.0,87211320000.0,277983300000.0,176026850000.0,156880960000.0,165792920000.0,296891100000.0,68709945000.0,220314350000.0,70084200000.0
2067.0,145573350000.0,106662085000.0,67938144000.0,96650830000.0,238655590000.0,93892530000.0,42985530000.0,380075870000.0,176877370000.0,145815750000.0,76251920000.0,267072620000.0,163684910000.0,148834400000.0,155950530000.0,287905900000.0,62148950000.0,210810900000.0,61336818000.0
2068.0,136523960000.0,98117620000.0,61687476000.0,88962400000.0,230617450000.0,82256536000.0,36048070000.0,376184640000.0,161070740000.0,132949970000.0,66718036000.0,258768450000.0,156668940000.0,138886200000.0,141552570000.0,279195700000.0,55647680000.0,201930470000.0,56368476000.0
2069.0,126288560000.0,89385000000.0,54131876000.0,82245575000.0,219851200000.0,73244630000.0,31462308000.0,366022000000.0,150612740000.0,121457110000.0,57854230000.0,246131100000.0,144315270000.0,132631310000.0,133472760000.0,269147960000.0,49810280000.0,192854590000.0,50633140000.0
2070.0,114887010000.0,80418370000.0,46785270000.0,73270395000.0,210779680000.0,63134884000.0,27083442000.0,348292640000.0,136834090000.0,111992740000.0,50157990000.0,232999000000.0,138139290000.0,128719990000.0,124514840000.0,253243600000.0,44696326000.0,187145630000.0,43980722000.0
2071.0,105753035000.0,72389550000.0,39947026000.0,66648527000.0,200393500000.0,54962170000.0,23306023000.0,340633160000.0,126678910000.0,102258080000.0,43322663000.0,215649040000.0,128689400000.0,118891670000.0,114744386000.0,239652270000.0,38721170000.0,178938640000.0,37411844000.0
2072.0,97765800000.0,66365993000.0,35730400000.0,59669545000.0,190985490000.0,46646210000.0,19869395000.0,331184180000.0,117154450000.0,95037820000.0,37625545000.0,211979580000.0,120755200000.0,110971630000.0,102604160000.0,228614930000.0,32996550000.0,169473280000.0,32492622000.0
2073.0,90474504000.0,59701030000.0,31511083000.0,53118005000.0,180945240000.0,40795443000.0,17317073000.0,326348000000.0,106782540000.0,86649600000.0,32263215000.0,204990090000.0,111154010000.0,103756460000.0,92800050000.0,215863890000.0,28661619000.0,163421270000.0,28124266000.0
2074.0,85000820000.0,53056520000.0,27594365000.0,46995694000.0,174862660000.0,34887606000.0,14384531000.0,317556820000.0,98234770000.0,78244730000.0,28102924000.0,198790900000.0,103819665000.0,97148000000.0,84615690000.0,205133460000.0,23967533000.0,154667910000.0,23992200000.0
2075.0,78392070000.0,47662432000.0,23601970000.0,40892900000.0,169236870000.0,30200306000.0,11389592000.0,313830670000.0,90407970000.0,70870640000.0,23091173000.0,190442060000.0,96236280000.0,90237800000.0,76862235000.0,193477000000.0,19809776000.0,147901940000.0,20355004000.0
2076.0,70825440000.0,43234050000.0,20302300000.0,35455920000.0,157870310000.0,25777293000.0,9019120000.0,306331120000.0,83054400000.0,63902400000.0,19343968000.0,182405780000.0,89457844000.0,82912264000.0,67251802000.0,184480460000.0,16775598000.0,138561110000.0,17020364000.0
2077.0,65221104000.0,39192216000.0,17338808000.0,32053852000.0,150093630000.0,21827400000.0,7415618000.0,296360770000.0,77217100000.0,58514928000.0,16084795000.0,178315480000.0,80540960000.0,78105305000.0,61518012000.0,170516640000.0,13890851000.0,132771730000.0,14385736000.0
2078.0,60338420000.0,34098538000.0,15228420000.0,28266895000.0,142196050000.0,18748553000.0,6165669400.0,286495930000.0,71651300000.0,51909693000.0,13032613000.0,171335650000.0,74499550000.0,73660590000.0,54324752000.0,161627770000.0,11776456000.0,126260130000.0,12386149000.0
2079.0,54220427000.0,30687476000.0,12812199000.0,24736500000.0,136883260000.0,16154845000.0,5186251300.0,283435760000.0,65530835000.0,45013852000.0,10734891000.0,161425260000.0,66309063000.0,69135320000.0,48415010000.0,151368070000.0,9749427000.0,120850590000.0,10546759000.0
2080.0,50304057000.0,27226298000.0,10994836000.0,21532604000.0,131144425000.0,13399999000.0,4488875000.0,273566830000.0,60753170000.0,39789515000.0,8739355000.0,155548430000.0,59787837000.0,64195440000.0,42848616000.0,143902440000.0,8369210000.0,115938640000.0,8819473000.0
2081.0,44969763000.0,23643218000.0,9244930000.0,18643440000.0,125085780000.0,10255999000.0,3922460200.0,265500970000.0,54827758000.0,35208060000.0,6959530500.0,148032400000.0,52531368000.0,59127760000.0,39272202000.0,136771340000.0,6767281700.0,110588010000.0,7406369000.0
2082.0,40579645000.0,20341174000.0,7939343000.0,15708568000.0,120015640000.0,8170686000.0,3411260400.0,252348200000.0,49895490000.0,30508511000.0,5772547600.0,142310260000.0,48007530000.0,54877467000.0,34109415000.0,127600470000.0,5840988000.0,105266676000.0,5998456000.0
2083.0,36990390000.0,17171902000.0,7048519700.0,13770047000.0,112422380000.0,6934334000.0,3019844600.0,242701250000.0,45761024000.0,26264738000.0,5013679600.0,134086010000.0,43462095000.0,52564693000.0,28681023000.0,117411545000.0,4929035300.0,99531140000.0,4885005300.0
2084.0,34094260000.0,15084206000.0,6429909500.0,11824577000.0,108249130000.0,5839955000.0,2689236700.0,232575750000.0,41789900000.0,22511913000.0,4525627400.0,128386270000.0,37829087000.0,47643390000.0,25273084000.0,110077160000.0,4303961000.0,94525910000.0,4098502400.0
2085.0,31185777000.0,13153115000.0,5515155500.0,10274536000.0,104003860000.0,5039560000.0,2368810000.0,224045500000.0,37589127000.0,19824443000.0,3974490000.0,122121126000.0,32608800000.0,44589253000.0,23232973000.0,101929116000.0,3682383000.0,88180930000.0,3483388200.0
2086.0,28413825000.0,11489897000.0,4951994400.0,8816845000.0,98457450000.0,4435397000.0,2130366300.0,216328590000.0,32998800000.0,17322197000.0,3632324600.0,114774800000.0,28988727000.0,41978660000.0,20383982000.0,96645960000.0,3299449600.0,84112810000.0,2894311200.0
2087.0,24842183000.0,9598064000.0,4494961000.0,7423417300.0,94183390000.0,3875098000.0,1897768000.0,202722900000.0,29617252000.0,15033285000.0,3169915400.0,107539380000.0,25527423000.0,39562383000.0,16885027000.0,90816270000.0,2910151000.0,79068430000.0,2544771300.0
2088.0,22473232000.0,8277267000.0,4194342700.0,6374337500.0,88571060000.0,3487510500.0,1765066400.0,191567480000.0,26944506000.0,13158012000.0,2804027600.0,102208995000.0,22994135000.0,36187443000.0,14771135000.0,83258570000.0,2654548500.0,74318980000.0,2276383000.0
2089.0,20274571000.0,7438991400.0,3853982500.0,5285737000.0,82670625000.0,2980294700.0,1669396900.0,185941400000.0,24799365000.0,10779631000.0,2484737300.0,97255326000.0,20645786000.0,33344113000.0,13104606000.0,76038990000.0,2424991700.0,68492562000.0,2049574400.0
2090.0,17940420000.0,6324586000.0,3618733000.0,4405910500.0,79264960000.0,2657689300.0,1536946400.0,181125510000.0,22870040000.0,8951138000.0,2203554300.0,91022344000.0,17750458000.0,31745176000.0,11184420000.0,68282240000.0,2327459600.0,63978860000.0,1870475600.0
2091.0,16292608000.0,5662324700.0,3320073000.0,3797220900.0,73730140000.0,2425548000.0,1426375700.0,170449130000.0,21160389000.0,7570720300.0,1981789200.0,86590830000.0,15084774000.0,29967581000.0,9078966000.0,61948200000.0,2154278100.0,60549992000.0,1682457700.0
2092.0,14852921000.0,5238739500.0,3069203500.0,3330886100.0,69100330000.0,2195857200.0,1368204500.0,163238660000.0,19643660000.0,6299127300.0,1848256900.0,81069070000.0,12300046000.0,28526959000.0,7748658000.0,55590343000.0,1969648300.0,56560026000.0,1441515300.0
2093.0,13190659000.0,4752839700.0,2802467300.0,3001195300.0,63495123000.0,2018825900.0,1319194100.0,154878300000.0,17682100000.0,5286711000.0,1712953100.0,74686710000.0,10440124000.0,26331984000.0,6923675600.0,49698185000.0,1793718500.0,53249417000.0,1287947100.0
2094.0,11748358000.0,4191673000.0,2625124000.0,2728043800.0,60645118000.0,1871364400.0,1237923500.0,146507070000.0,15806782000.0,4633897500.0,1581414500.0,70784336000.0,8731551000.0,24076972000.0,5821318700.0,44998283000.0,1663675600.0,49764930000.0,1209790000.0
2095.0,10460069000.0,3840251400.0,2407599900.0,2400584200.0,58405732000.0,1796231400.0,1187265500.0,137235050000.0,14213151000.0,4017471700.0,1462118900.0,67544910000.0,7201196000.0,21951738000.0,4807164400.0,41016332000.0,1516462800.0,46605808000.0,1188565000.0
2096.0,9280539000.0,3543498800.0,2180702000.0,2020905100.0,56194450000.0,1740523500.0,1107041000.0,128873290000.0,12771854000.0,3666096000.0,1335474700.0,64553970000.0,6388262000.0,20455793000.0,4172388900.0,38113653000.0,1430934500.0,42949190000.0,1150340700.0
2097.0,8311610000.0,3294697700.0,2016928000.0,1910179300.0,52909572000.0,1614066000.0,1068605060.0,120723950000.0,11567885000.0,3300936000.0,1231879200.0,62584828000.0,5767375000.0,18797020000.0,3592280300.0,34631487000.0,1330943000.0,40407044000.0,1084060400.0
