time,CAMS-CSM1-0,INM-CM5-0,CANESM5,BCC-CSM2-MR,ACCESS-ESM1-5,NORESM2-MM,CESM2,GFDL-ESM4,FGOALS-F3-L,ACCESS-CM2,IPSL-CM6A-LR,MPI-ESM1-2-HR,CESM2-WACCM,EC-EARTH3-VEG,INM-CM4-8,EC-EARTH3,MRI-ESM2-0
2024.0,2216929800.0,2311737600.0,2175388200.0,2182071800.0,2172384800.0,2150235000.0,2206192400.0,2215010000.0,2179604200.0,2168949200.0,2184037000.0,2200465200.0,2161829000.0,2149419500.0,2202042600.0,2095827000.0,2149786000.0
2025.0,2239832300.0,2220568300.0,2103776000.0,2184438300.0,2211090200.0,2193062100.0,2148952600.0,2181724000.0,2143715100.0,2142008600.0,2185397800.0,2167625500.0,2163274000.0,2135537300.0,2173873400.0,2054900900.0,2116657800.0
2026.0,2162121700.0,2148555000.0,2069881100.0,2163444500.0,2117970400.0,2111926800.0,2120591100.0,2175446500.0,2108637400.0,2078512900.0,2127390700.0,2118836700.0,2099604200.0,2112578200.0,2188798200.0,2010165800.0,2098377300.0
2027.0,2110467700.0,2121667000.0,2035758000.0,2133324000.0,2085642500.0,2072681200.0,2119818600.0,2132713600.0,2089791600.0,2050631200.0,2108214000.0,2088599000.0,2094607500.0,2061229400.0,2177676500.0,1950288300.0,2050189600.0
2028.0,2170289000.0,2145307000.0,2015170600.0,2143584800.0,2051968800.0,2060364700.0,2073843800.0,2112007600.0,2085093200.0,2009471000.0,2124777900.0,2066134900.0,2068114000.0,2021292500.0,2160998700.0,1885760500.0,2090260100.0
2029.0,2271688200.0,2071411200.0,1957863800.0,2206193700.0,2067861800.0,2037527600.0,2056050200.0,2109261400.0,2036659300.0,2003694300.0,2142523500.0,2050832400.0,2043739400.0,1990669000.0,2141286000.0,1848979600.0,2002615400.0
2030.0,2227987000.0,2048491000.0,1931917200.0,2070372500.0,1978831100.0,1983580300.0,2045349000.0,2057379100.0,2014175400.0,1948947800.0,2078653200.0,2051351400.0,2025574300.0,1940914700.0,2074186200.0,1794324400.0,1960033200.0
2031.0,2186139100.0,1993204100.0,1872272600.0,2063932400.0,1946201300.0,2018722800.0,2018210600.0,2033090600.0,1987676500.0,1951635800.0,2061640000.0,2024575900.0,1976093200.0,1888189300.0,2060505100.0,1725008100.0,1938155100.0
2032.0,2121804400.0,1980771800.0,1838089000.0,2036279800.0,1928898700.0,1988103000.0,1966442800.0,2022736400.0,1952569900.0,1907577500.0,2038604300.0,1970671100.0,1943376100.0,1868873700.0,2003373700.0,1706204700.0,1902882600.0
2033.0,2083475000.0,1976709000.0,1794661600.0,2005005200.0,1888048500.0,1957190000.0,1928399000.0,1978738000.0,1937168100.0,1879379600.0,1973674600.0,2004179100.0,1939123600.0,1819328300.0,1991973400.0,1596894500.0,1889858400.0
2034.0,2054280000.0,1928673700.0,1737558900.0,1962817900.0,1847409800.0,1896087400.0,1882376200.0,1978223000.0,1920111100.0,1803666700.0,1928293400.0,1973546000.0,1880101200.0,1787112400.0,1990238700.0,1531550200.0,1845275100.0
2035.0,2034031900.0,1868614900.0,1678696200.0,1925227300.0,1795775500.0,1848277200.0,1840313900.0,1898235400.0,1891547500.0,1771205600.0,1884880100.0,1936627600.0,1863411700.0,1869059000.0,1979639800.0,1496048000.0,1796560400.0
2036.0,2107406100.0,1863890200.0,1636203000.0,1889894300.0,1737962200.0,1883393400.0,1820557400.0,1865121900.0,1847249900.0,1723101200.0,1847113500.0,1903134200.0,1803655800.0,1744046600.0,1968917200.0,1428171300.0,1757383000.0
2037.0,2035327100.0,1805219700.0,1575167900.0,1871619800.0,1733138400.0,1840539100.0,1767862700.0,1860469500.0,1779421000.0,1684693500.0,1839402600.0,1867977500.0,1815901800.0,1697173000.0,1872716500.0,1351267500.0,1724494300.0
2038.0,2004962800.0,1756972800.0,1517260400.0,1832067500.0,1674972000.0,1763987000.0,1702163000.0,1803953300.0,1760147200.0,1641868000.0,1802955500.0,1829746600.0,1744034700.0,1655781000.0,1881319200.0,1277807200.0,1676657000.0
2039.0,1980734000.0,1714735900.0,1460017300.0,1812905000.0,1647907500.0,1792804700.0,1709253400.0,1778806700.0,1738283400.0,1593255200.0,1767780700.0,1797122600.0,1706478000.0,1622006300.0,1811987300.0,1213921300.0,1633693700.0
2040.0,2007375700.0,1673519600.0,1400759400.0,1777769000.0,1608871400.0,1716204300.0,1632325000.0,1727576700.0,1718646400.0,1535998200.0,1726691100.0,1792858800.0,1656476400.0,1658960000.0,1770005500.0,1155600100.0,1592203100.0
2041.0,1933561300.0,1637918600.0,1350240100.0,1748996100.0,1552296300.0,1667786200.0,1600324600.0,1684320300.0,1653272200.0,1498199000.0,1693568400.0,1745020800.0,1624629000.0,1628473200.0,1737815000.0,1086049200.0,1572439700.0
2042.0,1960358300.0,1609799400.0,1287934300.0,1765106800.0,1456629900.0,1628933100.0,1537602800.0,1637456400.0,1672612600.0,1424560000.0,1653083900.0,1695392800.0,1574085200.0,1519468500.0,1723151600.0,1031914240.0,1545386600.0
2043.0,1902614500.0,1577260300.0,1275300500.0,1724553000.0,1402812400.0,1584647200.0,1498608600.0,1612097400.0,1585614600.0,1365371600.0,1617570800.0,1667381000.0,1553416300.0,1467868000.0,1674971900.0,974070900.0,1483674900.0
2044.0,1877269600.0,1549023900.0,1220455800.0,1673245300.0,1372614900.0,1549906600.0,1451070700.0,1634530600.0,1539780200.0,1321712800.0,1570337500.0,1643139300.0,1539505000.0,1445975400.0,1646160100.0,917087940.0,1438102100.0
2045.0,1868918000.0,1483103000.0,1168579600.0,1638615800.0,1299057300.0,1505042700.0,1411526800.0,1582289500.0,1495323300.0,1275540500.0,1552338300.0,1615908600.0,1470429000.0,1381162800.0,1598159100.0,859576100.0,1389901200.0
2046.0,1827974300.0,1460206600.0,1129271700.0,1630451700.0,1276112500.0,1490376000.0,1360847900.0,1498315000.0,1509799600.0,1227850400.0,1483505000.0,1605987700.0,1429551500.0,1339895900.0,1568521000.0,795233200.0,1346047000.0
2047.0,1819900500.0,1421500000.0,1105290400.0,1593681800.0,1256767000.0,1466772500.0,1343960300.0,1474554100.0,1427402800.0,1199532000.0,1439209100.0,1590336900.0,1396484100.0,1299771400.0,1525629800.0,764570050.0,1318693900.0
2048.0,1778968700.0,1389367800.0,1034684000.0,1579327400.0,1206241000.0,1395961900.0,1289570400.0,1417532800.0,1382050400.0,1134721700.0,1396719900.0,1517746300.0,1396033000.0,1261331000.0,1659662200.0,719046660.0,1386703000.0
2049.0,1916846800.0,1349072500.0,989546300.0,1591199000.0,1216319600.0,1353763800.0,1228352600.0,1393705600.0,1347222800.0,1122843400.0,1342368300.0,1472115000.0,1329833500.0,1326098400.0,1508802600.0,684400700.0,1278855800.0
2050.0,1956726100.0,1341061900.0,940030300.0,1584442900.0,1168941300.0,1318213600.0,1195960800.0,1423521500.0,1331945000.0,1050597000.0,1311480000.0,1459053400.0,1290222800.0,1217079200.0,1439470800.0,651453760.0,1213787600.0
2051.0,1798592600.0,1285084000.0,899708400.0,1477693200.0,1094245600.0,1278248600.0,1159428500.0,1337630600.0,1294992900.0,992146370.0,1267145900.0,1403903900.0,1254085500.0,1234784600.0,1421064100.0,623123000.0,1177090800.0
2052.0,1693144700.0,1265784200.0,876238460.0,1441004300.0,1047935900.0,1235250800.0,1116048400.0,1294603400.0,1314860900.0,949892500.0,1201399800.0,1381774800.0,1217544200.0,1288499700.0,1428609200.0,599178100.0,1161129500.0
2053.0,1662592000.0,1221224100.0,833544600.0,1400034800.0,985490240.0,1195476400.0,1095496800.0,1274392800.0,1250701000.0,918504200.0,1186209400.0,1502753300.0,1191924600.0,1169954600.0,1352272000.0,578649300.0,1107516700.0
2054.0,1660202200.0,1275576300.0,788479900.0,1369137000.0,933019600.0,1154884900.0,1033760640.0,1251053600.0,1260808800.0,882861250.0,1134958800.0,1366260900.0,1151666300.0,1120578800.0,1362398100.0,548556300.0,1070792200.0
2055.0,1668575100.0,1190484200.0,761975500.0,1349359600.0,929442500.0,1158105700.0,991951040.0,1237752400.0,1192719200.0,856696770.0,1110286300.0,1292215000.0,1132576100.0,1093421700.0,1313858200.0,562144700.0,1044653800.0
2056.0,1634016400.0,1162825900.0,731667500.0,1336100200.0,878567100.0,1103781800.0,951117800.0,1268076200.0,1174283600.0,803219200.0,1052229760.0,1275246200.0,1089427800.0,1155356800.0,1313937200.0,572267840.0,1006398400.0
2057.0,1581683200.0,1098965400.0,699880800.0,1313903100.0,846639800.0,1072731800.0,910730430.0,1163188100.0,1109974800.0,769717700.0,1023574800.0,1257239400.0,1070570750.0,1027114300.0,1277334300.0,516868600.0,1007041300.0
2058.0,1574122200.0,1072091900.0,664664060.0,1308371600.0,812205630.0,1071424800.0,871937540.0,1246505900.0,1074326100.0,739165440.0,987278900.0,1212907400.0,1035194400.0,972501200.0,1248335700.0,477592130.0,948639550.0
2059.0,1569482200.0,1069798600.0,637636000.0,1266093600.0,777075700.0,1023744900.0,833212500.0,1122255200.0,1056077630.0,708693800.0,958989300.0,1170803800.0,1000948700.0,960288060.0,1203715700.0,547887400.0,916710850.0
2060.0,1531156100.0,1030340500.0,619789500.0,1254340500.0,776357200.0,999012500.0,794993100.0,1087176700.0,1032819700.0,680095300.0,957545100.0,1148879600.0,966753300.0,973772540.0,1207855000.0,460884930.0,883745400.0
2061.0,1514653600.0,1000044160.0,598965440.0,1228755800.0,758043260.0,979402900.0,763946300.0,1051167200.0,1010166800.0,664388100.0,890605630.0,1119162800.0,928783800.0,896386900.0,1152917100.0,434935650.0,847245900.0
2062.0,1595607400.0,959020800.0,583293900.0,1187202700.0,714739260.0,937882800.0,739471100.0,1027356000.0,1083776400.0,633516860.0,862082700.0,1108278300.0,897727740.0,873142000.0,1128111600.0,463907040.0,817149060.0
2063.0,1498047100.0,925075700.0,561259300.0,1243208400.0,680363650.0,915308200.0,713380860.0,1001215700.0,1036811800.0,608788200.0,833632500.0,1141707900.0,865196900.0,858997300.0,1080478600.0,420669000.0,780472900.0
2064.0,1523451500.0,903129700.0,547526850.0,1170409300.0,671317200.0,901727000.0,685598400.0,976921150.0,980366600.0,583255230.0,804500800.0,1129990700.0,840777340.0,827406100.0,1109244300.0,403568800.0,763114600.0
2065.0,1732132700.0,885699650.0,532257760.0,1140430700.0,652448500.0,875894460.0,666581060.0,1032585200.0,945282400.0,571482430.0,774530940.0,1076611200.0,816049800.0,804029060.0,1047480200.0,403478370.0,746358660.0
2066.0,1443240100.0,896507400.0,520821950.0,1125769500.0,629530050.0,853499970.0,642812400.0,993862340.0,949999400.0,538789300.0,765577500.0,1109013900.0,834994500.0,778150500.0,1018647040.0,388150080.0,722240400.0
2067.0,1445742600.0,853257900.0,502772900.0,1152106500.0,604614400.0,830531840.0,624797760.0,951757000.0,889834100.0,516976600.0,731014700.0,1126361700.0,786259000.0,753300740.0,1049630500.0,348478430.0,707885500.0
2068.0,1432411100.0,861855170.0,485986430.0,1082809700.0,585485100.0,809109000.0,603545540.0,915535040.0,858677200.0,519986400.0,739752450.0,1013635000.0,770254140.0,732388100.0,1020799040.0,331927550.0,692768600.0
2069.0,1424551800.0,815752400.0,482370100.0,1043981700.0,567057800.0,780171600.0,590919400.0,959281700.0,835438000.0,523509120.0,719490940.0,1001585300.0,753110460.0,712906100.0,966682800.0,325686940.0,665892300.0
2070.0,1454048400.0,858436200.0,461480740.0,1058839600.0,585714240.0,751586700.0,570410750.0,895291000.0,820157500.0,478193820.0,677059650.0,1100450000.0,719142850.0,698309300.0,965810100.0,317708400.0,654653200.0
2071.0,1393522400.0,841922750.0,454501340.0,985576260.0,553214700.0,732288960.0,559493900.0,872222300.0,806396200.0,462393820.0,659277440.0,989416000.0,695437900.0,689860400.0,911368700.0,308332300.0,638111600.0
2072.0,1380823200.0,878710200.0,428914240.0,1032571100.0,520381020.0,710481300.0,538433340.0,854910000.0,791560500.0,438976580.0,634847400.0,956500800.0,679691700.0,671849600.0,883194300.0,299905380.0,643103000.0
2073.0,1327482600.0,830229100.0,420587200.0,979451900.0,534909860.0,696989500.0,533098140.0,910426300.0,786179200.0,433747070.0,620239100.0,1001819100.0,662218560.0,716013800.0,861802900.0,291583500.0,739190800.0
2074.0,1308650600.0,799448770.0,401179550.0,1013550000.0,513700220.0,696202600.0,513570560.0,912337800.0,783660900.0,423242020.0,594919400.0,958561800.0,677021700.0,658677760.0,877494800.0,283264200.0,667851260.0
2075.0,1284565500.0,771811840.0,387943400.0,941182100.0,482086400.0,677061800.0,505239940.0,861936100.0,799110400.0,391026660.0,579212600.0,931034240.0,646214900.0,645682200.0,847085900.0,277704640.0,719550140.0
2076.0,1286010600.0,868758400.0,382640600.0,915798800.0,496553300.0,699502900.0,483006900.0,844197250.0,762334500.0,377188740.0,568964600.0,1071436160.0,626284100.0,626742800.0,811120300.0,271936400.0,649539200.0
2077.0,1267130100.0,795187900.0,375384350.0,894538750.0,458760500.0,663182200.0,471781820.0,848329700.0,749596300.0,369016960.0,584683800.0,921139900.0,631914500.0,602126800.0,807079300.0,267469900.0,629100200.0
2078.0,1244070100.0,731263360.0,371618750.0,878807300.0,454265730.0,648218750.0,457316350.0,851552450.0,733293400.0,361565730.0,538566300.0,899966660.0,598118900.0,642116800.0,772072770.0,261073860.0,595694900.0
2079.0,1251237400.0,755977300.0,368278720.0,906654800.0,432443870.0,626738560.0,446787740.0,836948300.0,738579400.0,357240900.0,524878080.0,889868800.0,574008900.0,578746600.0,789195200.0,268943300.0,587719200.0
2080.0,1274136200.0,727708700.0,364494460.0,867165600.0,424140960.0,611270660.0,434350880.0,833851700.0,788849540.0,356450850.0,510790370.0,863191550.0,611518800.0,571966500.0,818952060.0,256952580.0,567966400.0
2081.0,1227119200.0,713534600.0,348166820.0,876609660.0,408675230.0,593836800.0,424485100.0,820550000.0,716123970.0,333387840.0,498835650.0,875931200.0,558766300.0,542118200.0,766742700.0,248888750.0,554983230.0
2082.0,1214705000.0,729112200.0,341686850.0,870335000.0,509972900.0,609178100.0,418810560.0,828337660.0,714254900.0,332404200.0,488123070.0,924358500.0,588923000.0,526796220.0,728742800.0,246392900.0,577907140.0
2083.0,1195199500.0,694281100.0,336038340.0,841512600.0,398424580.0,570583600.0,407083940.0,796435840.0,688817500.0,334446140.0,476469980.0,881763100.0,559747600.0,506907680.0,727501900.0,246325730.0,610936400.0
2084.0,1249098200.0,792139000.0,331369400.0,820460400.0,388641600.0,555846900.0,402078940.0,762399940.0,787280200.0,308404960.0,464336060.0,887988700.0,540586600.0,508518240.0,726219700.0,251138270.0,554239200.0
2085.0,1254689900.0,706285250.0,318632450.0,807476540.0,384931940.0,575947200.0,400133060.0,744440400.0,705247300.0,318108100.0,455061980.0,827011600.0,521248060.0,486082800.0,764063400.0,262993420.0,525204960.0
2086.0,1181901300.0,708183100.0,313132400.0,798415000.0,450312220.0,552108100.0,383997630.0,729819650.0,685963700.0,328759170.0,448993760.0,860224450.0,530255550.0,475005440.0,765486800.0,235493070.0,532981570.0
2087.0,1204995100.0,656743360.0,309030200.0,784285060.0,379850530.0,531175000.0,381606900.0,814716500.0,685163300.0,296100160.0,437329150.0,894181800.0,501330080.0,465781220.0,718075970.0,280265540.0,577613400.0
2088.0,1208095400.0,709073540.0,305617760.0,771556350.0,387965200.0,537015500.0,368732450.0,777898240.0,677486600.0,297665540.0,431701800.0,919928200.0,520085060.0,457805980.0,801583800.0,236106380.0,531506000.0
2089.0,1189185200.0,701504100.0,321743170.0,768024960.0,395875330.0,519680600.0,360559900.0,711872500.0,709898050.0,278506020.0,424109380.0,801329800.0,489322980.0,441661000.0,795922600.0,234909600.0,527419330.0
2090.0,1186818400.0,696239200.0,297697200.0,775694850.0,429022620.0,505326660.0,352303870.0,689829600.0,745737540.0,271625760.0,412911740.0,783614700.0,479366140.0,428280400.0,768894300.0,236807150.0,520175200.0
2091.0,1162981500.0,671322900.0,298457540.0,809938750.0,377689100.0,493101980.0,346291500.0,696509700.0,695780900.0,266250930.0,406612500.0,893238700.0,472539840.0,466642340.0,725608300.0,226524320.0,509001300.0
2092.0,1211233200.0,760264500.0,296339170.0,827595000.0,347088740.0,484520770.0,341833730.0,700255600.0,639360900.0,263854700.0,402727200.0,815505200.0,474294400.0,427301950.0,675953900.0,223771470.0,547405100.0
2093.0,1185937300.0,694625600.0,302870600.0,748682100.0,353153900.0,493666240.0,339386400.0,681356700.0,630676000.0,258346820.0,399129180.0,774651900.0,461934750.0,410977000.0,645794940.0,245924540.0,493913540.0
2094.0,1351724500.0,633200800.0,286513100.0,749639040.0,338505300.0,473852300.0,336638980.0,663519170.0,626322600.0,254722720.0,391968030.0,823042560.0,451692260.0,416872350.0,645618900.0,255601760.0,628005200.0
2095.0,1358828200.0,777486600.0,282599000.0,718516030.0,340574240.0,466710300.0,324428000.0,660124000.0,615850940.0,273023680.0,409228540.0,783893700.0,442020450.0,401639900.0,646591500.0,228067200.0,654387200.0
2096.0,1204127500.0,855087740.0,287603870.0,722438700.0,335768500.0,456992130.0,319411620.0,645990660.0,596436400.0,250952670.0,427492320.0,757399550.0,441048060.0,396706270.0,859789060.0,235379060.0,690679360.0
2097.0,1147778200.0,675671040.0,274911700.0,696499260.0,374404130.0,452852030.0,316865800.0,652622300.0,588333950.0,244326860.0,409211550.0,797480400.0,436678980.0,381621820.0,1161490400.0,225779180.0,762731970.0
2098.0,1121470100.0,747464640.0,286244740.0,686546750.0,382307460.0,459361250.0,331235420.0,631147800.0,600284350.0,245118740.0,393960030.0,718091400.0,429086140.0,379477760.0,817466560.0,228928540.0,794450800.0
2099.0,1082064400.0,671587400.0,363129860.0,781631940.0,312256540.0,485466980.0,303323650.0,658026300.0,578835700.0,239182690.0,376482660.0,770677500.0,431968030.0,381887170.0,724045440.0,244432260.0,662864300.0
2100.0,1070719360.0,648555600.0,297642050.0,717267460.0,306211140.0,440523970.0,300655550.0,631615100.0,657438340.0,255115120.0,363991100.0,725560060.0,423170270.0,398159940.0,685773200.0,412772770.0,607491900.0
