time,BCC-CSM2-MR,EC-EARTH3-VEG,MRI-ESM2-0,INM-CM5-0,CAMS-CSM1-0,GFDL-ESM4,FGOALS-F3-L,MPI-ESM1-2-HR,NORESM2-MM,CESM2-WACCM,EC-EARTH3,CESM2,INM-CM4-8
2027.0,43069860000000.0,43904162000000.0,43842984000000.0,44118450000000.0,44093443000000.0,43936484000000.0,43664130000000.0,43833425000000.0,43918507000000.0,43935372000000.0,43539044000000.0,43823650000000.0,43706590000000.0
2028.0,42887362000000.0,43828237000000.0,43820947000000.0,44072664000000.0,44067208000000.0,43934700000000.0,43469955000000.0,43833987000000.0,43920466000000.0,43913810000000.0,43498980000000.0,43761854000000.0,43617320000000.0
2029.0,42771142000000.0,43730397000000.0,43835330000000.0,44076140000000.0,43990494000000.0,43868653000000.0,43447440000000.0,43804724000000.0,43760394000000.0,43855668000000.0,43413750000000.0,43741486000000.0,43411717000000.0
2030.0,42545493000000.0,43613078000000.0,43744260000000.0,44033448000000.0,43919370000000.0,43802760000000.0,43469270000000.0,43788366000000.0,43682630000000.0,43772683000000.0,43304480000000.0,43667746000000.0,43282310000000.0
2031.0,42274935000000.0,43512997000000.0,43616880000000.0,43971082000000.0,43900815000000.0,43629897000000.0,43301864000000.0,43727310000000.0,43538070000000.0,43705240000000.0,43307435000000.0,43553212000000.0,43163090000000.0
2032.0,42099123000000.0,43422702000000.0,43623270000000.0,43878130000000.0,43876340000000.0,43593088000000.0,43086848000000.0,43704367000000.0,43431758000000.0,43681490000000.0,43278796000000.0,43494886000000.0,43108770000000.0
2033.0,41839843000000.0,43446144000000.0,43533185000000.0,43808800000000.0,43880250000000.0,43520040000000.0,42990180000000.0,43680707000000.0,43395074000000.0,43572190000000.0,43172994000000.0,43418848000000.0,43048378000000.0
2034.0,41614280000000.0,43230607000000.0,43458670000000.0,43740022000000.0,43809630000000.0,43472938000000.0,42756383000000.0,43566097000000.0,43401085000000.0,43441060000000.0,43149506000000.0,43303070000000.0,43010033000000.0
2035.0,41451505000000.0,43151423000000.0,43338086000000.0,43695445000000.0,43793693000000.0,43502566000000.0,42694420000000.0,43541890000000.0,43258340000000.0,43259220000000.0,42997824000000.0,43123447000000.0,42865804000000.0
2036.0,41263437000000.0,43066417000000.0,43274073000000.0,43645588000000.0,43716887000000.0,43397480000000.0,42496646000000.0,43421582000000.0,43190367000000.0,43053646000000.0,42835684000000.0,42912704000000.0,42709344000000.0
2037.0,40996797000000.0,42918210000000.0,43141378000000.0,43578600000000.0,43741290000000.0,43425756000000.0,42267260000000.0,43380126000000.0,43184596000000.0,42901560000000.0,42714842000000.0,42766906000000.0,42572077000000.0
2038.0,40728403000000.0,42740680000000.0,43021253000000.0,43499634000000.0,43646263000000.0,43375286000000.0,42154764000000.0,43253870000000.0,43058394000000.0,42894790000000.0,42568480000000.0,42678030000000.0,42533627000000.0
2039.0,40458806000000.0,42592390000000.0,42952437000000.0,43443993000000.0,43596472000000.0,43236610000000.0,42031130000000.0,43167454000000.0,42984557000000.0,42800400000000.0,42499720000000.0,42612673000000.0,42346268000000.0
2040.0,40196528000000.0,42332080000000.0,42875040000000.0,43407160000000.0,43477520000000.0,43216947000000.0,41756456000000.0,43112060000000.0,42932660000000.0,42644135000000.0,42306753000000.0,42429206000000.0,42309433000000.0
2041.0,39962834000000.0,42117130000000.0,42719968000000.0,43334282000000.0,43389640000000.0,43123770000000.0,41501464000000.0,42957588000000.0,42824813000000.0,42439943000000.0,42099202000000.0,42325720000000.0,42184036000000.0
2042.0,39678565000000.0,41969900000000.0,42609167000000.0,43274400000000.0,43297595000000.0,43037636000000.0,41187168000000.0,42792950000000.0,42674670000000.0,42326150000000.0,42030823000000.0,42182837000000.0,42056240000000.0
2043.0,39379380000000.0,41755697000000.0,42430140000000.0,43239076000000.0,43251906000000.0,42950910000000.0,40866220000000.0,42594537000000.0,42652850000000.0,42125840000000.0,41891940000000.0,41975504000000.0,42040247000000.0
2044.0,39159130000000.0,41652810000000.0,42319940000000.0,43179640000000.0,43188547000000.0,42917420000000.0,40695190000000.0,42465562000000.0,42497660000000.0,41933730000000.0,41759166000000.0,41878940000000.0,41865865000000.0
2045.0,38814253000000.0,41482174000000.0,42214382000000.0,43092627000000.0,43155260000000.0,42823907000000.0,40460970000000.0,42371000000000.0,42452910000000.0,41821500000000.0,41697020000000.0,41630938000000.0,41785275000000.0
2046.0,38421427000000.0,41374430000000.0,42112607000000.0,42919990000000.0,43171615000000.0,42724200000000.0,40389290000000.0,42266220000000.0,42358138000000.0,41657270000000.0,41601733000000.0,41448603000000.0,41685665000000.0
2047.0,38185397000000.0,41205233000000.0,42059540000000.0,42765623000000.0,43138770000000.0,42559695000000.0,40185757000000.0,42129180000000.0,42169847000000.0,41454894000000.0,41395640000000.0,41210303000000.0,41510620000000.0
2048.0,37856650000000.0,41002807000000.0,41848505000000.0,42596185000000.0,43119760000000.0,42383362000000.0,40062350000000.0,41930914000000.0,42100960000000.0,41259610000000.0,41212787000000.0,40887660000000.0,41451673000000.0
2049.0,37473450000000.0,40786640000000.0,41736010000000.0,42456430000000.0,43034700000000.0,42353420000000.0,39858380000000.0,41759267000000.0,41983217000000.0,41079240000000.0,40964850000000.0,40765548000000.0,41363570000000.0
2050.0,37182492000000.0,40620324000000.0,41602380000000.0,42418730000000.0,43004182000000.0,42210645000000.0,39602396000000.0,41559660000000.0,41831050000000.0,40894477000000.0,40758883000000.0,40667007000000.0,41133263000000.0
2051.0,36881585000000.0,40413793000000.0,41412905000000.0,42382372000000.0,42965892000000.0,42008270000000.0,39524172000000.0,41354150000000.0,41760936000000.0,40577390000000.0,40599900000000.0,40539220000000.0,40868360000000.0
2052.0,36587056000000.0,40249925000000.0,41181216000000.0,42339247000000.0,42850730000000.0,41837998000000.0,39272350000000.0,41259004000000.0,41672820000000.0,40344590000000.0,40430377000000.0,40440833000000.0,40696535000000.0
2053.0,36352062000000.0,40059730000000.0,40920000000000.0,42288286000000.0,42720337000000.0,41662324000000.0,39106705000000.0,41125423000000.0,41617660000000.0,40062427000000.0,40320427000000.0,40146372000000.0,40554050000000.0
2054.0,36004480000000.0,39867782000000.0,40809194000000.0,42215313000000.0,42706530000000.0,41553104000000.0,38896327000000.0,40970943000000.0,41470320000000.0,39839620000000.0,40136973000000.0,39941120000000.0,40427797000000.0
2055.0,35719210000000.0,39642960000000.0,40555468000000.0,42067480000000.0,42572374000000.0,41348283000000.0,38690580000000.0,40812420000000.0,41427384000000.0,39573002000000.0,39838520000000.0,39822446000000.0,40321702000000.0
2056.0,35402363000000.0,39468840000000.0,40309290000000.0,42072290000000.0,42426417000000.0,41280306000000.0,38430575000000.0,40670370000000.0,41362364000000.0,39197423000000.0,39629620000000.0,39620560000000.0,40159584000000.0
2057.0,35044400000000.0,39264595000000.0,40022580000000.0,41970310000000.0,42369144000000.0,41130767000000.0,38244138000000.0,40552400000000.0,41242277000000.0,38882430000000.0,39485685000000.0,39467755000000.0,40021820000000.0
2058.0,34674122000000.0,38978745000000.0,39718507000000.0,41800388000000.0,42347810000000.0,41029734000000.0,37994187000000.0,40434920000000.0,41140607000000.0,38555015000000.0,39350272000000.0,39277056000000.0,39873790000000.0
2059.0,34349865000000.0,38814576000000.0,39453940000000.0,41670586000000.0,42150270000000.0,40938437000000.0,37762347000000.0,40291970000000.0,41027280000000.0,38297320000000.0,39032243000000.0,39110215000000.0,39694243000000.0
2060.0,34003518000000.0,38644490000000.0,39326610000000.0,41564290000000.0,42008750000000.0,40823786000000.0,37519882000000.0,40053350000000.0,40921470000000.0,37985853000000.0,38845026000000.0,38929880000000.0,39557030000000.0
2061.0,33530160000000.0,38355056000000.0,39090670000000.0,41429917000000.0,41882610000000.0,40632035000000.0,37189015000000.0,39838280000000.0,40732220000000.0,37648672000000.0,38658485000000.0,38625720000000.0,39526144000000.0
2062.0,33195680000000.0,38081286000000.0,38886533000000.0,41205535000000.0,41823267000000.0,40513634000000.0,36798570000000.0,39719753000000.0,40589203000000.0,37380730000000.0,38487596000000.0,38321636000000.0,39408405000000.0
2063.0,32817933000000.0,37724224000000.0,38671772000000.0,41136022000000.0,41719953000000.0,40362400000000.0,36510963000000.0,39506384000000.0,40394550000000.0,37063170000000.0,38266967000000.0,37955775000000.0,39294987000000.0
2064.0,32512097000000.0,37430783000000.0,38441157000000.0,40974135000000.0,41662215000000.0,40202800000000.0,36198853000000.0,39375770000000.0,40230573000000.0,36723910000000.0,37970992000000.0,37614304000000.0,39167260000000.0
2065.0,32278558000000.0,37219214000000.0,38190370000000.0,40824344000000.0,41602570000000.0,40082304000000.0,36023136000000.0,39147834000000.0,40013836000000.0,36428210000000.0,37696640000000.0,37352005000000.0,39004242000000.0
2066.0,31950805000000.0,37008517000000.0,37930693000000.0,40803940000000.0,41608960000000.0,39883733000000.0,35793775000000.0,38948047000000.0,39770483000000.0,36227902000000.0,37434272000000.0,36894612000000.0,38832615000000.0
2067.0,31685230000000.0,36720800000000.0,37663530000000.0,40703506000000.0,41542232000000.0,39758060000000.0,35658270000000.0,38822193000000.0,39559765000000.0,35897966000000.0,37281770000000.0,36527750000000.0,38672838000000.0
2068.0,31273630000000.0,36456150000000.0,37353893000000.0,40601030000000.0,41426890000000.0,39581953000000.0,35490770000000.0,38679356000000.0,39380903000000.0,35528510000000.0,36997226000000.0,36266117000000.0,38523740000000.0
2069.0,30978788000000.0,36165193000000.0,37013540000000.0,40498287000000.0,41256650000000.0,39385987000000.0,35153194000000.0,38521150000000.0,39209370000000.0,35168214000000.0,36758146000000.0,35936240000000.0,38326010000000.0
2070.0,30715171000000.0,35821684000000.0,36684826000000.0,40370793000000.0,41178578000000.0,39156580000000.0,34912829000000.0,38330050000000.0,39071586000000.0,34774058000000.0,36584477000000.0,35584056000000.0,38106920000000.0
2071.0,30357060000000.0,35391770000000.0,36300367000000.0,40291960000000.0,41105513000000.0,38948475000000.0,34543280000000.0,38064750000000.0,38988060000000.0,34380297000000.0,36307506000000.0,35233303000000.0,37885613000000.0
2072.0,30177772000000.0,35152804000000.0,35956464000000.0,40219974000000.0,41011854000000.0,38700380000000.0,34154612000000.0,37805670000000.0,38721177000000.0,34064450000000.0,36004925000000.0,34936057000000.0,37697280000000.0
2073.0,29942476000000.0,34736408000000.0,35645590000000.0,40122980000000.0,40806866000000.0,38547403000000.0,33872327000000.0,37582713000000.0,38511386000000.0,33700738000000.0,35591050000000.0,34602370000000.0,37521115000000.0
2074.0,29616966000000.0,34332897000000.0,35276433000000.0,39992520000000.0,40678910000000.0,38248798000000.0,33526429000000.0,37363080000000.0,38282210000000.0,33310087000000.0,35339560000000.0,34216482000000.0,37297806000000.0
2075.0,29299160000000.0,33990577000000.0,34775664000000.0,39889693000000.0,40521624000000.0,38009727000000.0,33174655000000.0,37168950000000.0,38151813000000.0,32960050000000.0,35006284000000.0,33869015000000.0,37078855000000.0
2076.0,29020440000000.0,33549917000000.0,34464743000000.0,39762600000000.0,40446690000000.0,37795045000000.0,32751164000000.0,36979253000000.0,37970150000000.0,32547493000000.0,34722880000000.0,33620692000000.0,36920460000000.0
2077.0,28762341000000.0,33049134000000.0,34168673000000.0,39608738000000.0,40346378000000.0,37574966000000.0,32417312000000.0,36720370000000.0,37788435000000.0,32085023000000.0,34227792000000.0,32965342000000.0,36789306000000.0
2078.0,28468807000000.0,32689877000000.0,33816456000000.0,39503330000000.0,40244552000000.0,37425180000000.0,32132305000000.0,36514596000000.0,37587666000000.0,31607273000000.0,33700377000000.0,32609418000000.0,36631155000000.0
2079.0,28192105000000.0,32220330000000.0,33445357000000.0,39403460000000.0,40166337000000.0,37238150000000.0,31899515000000.0,36282890000000.0,37403947000000.0,31152150000000.0,33226328000000.0,32072700000000.0,36460160000000.0
2080.0,27943305000000.0,31851383000000.0,32992982000000.0,39257050000000.0,40007348000000.0,37064817000000.0,31680499000000.0,36121984000000.0,37219985000000.0,30724195000000.0,32800353000000.0,31672607000000.0,36325280000000.0
2081.0,27675534000000.0,31410890000000.0,32611964000000.0,39088700000000.0,39938880000000.0,36854850000000.0,31386365000000.0,35872162000000.0,37107347000000.0,30402050000000.0,32344696000000.0,31227015000000.0,36135292000000.0
2082.0,27278063000000.0,30871530000000.0,32334152000000.0,38933470000000.0,39971222000000.0,36572050000000.0,30949207000000.0,35684060000000.0,36964795000000.0,29982628000000.0,31942444000000.0,30709220000000.0,36047350000000.0
2083.0,27023400000000.0,30432110000000.0,31931687000000.0,38748956000000.0,39844135000000.0,36372346000000.0,30593098000000.0,35378124000000.0,36864107000000.0,29559110000000.0,31542430000000.0,30162073000000.0,35854440000000.0
2084.0,26738178000000.0,30007779000000.0,31691610000000.0,38618000000000.0,39646660000000.0,36179823000000.0,30266250000000.0,35137560000000.0,36646730000000.0,29099150000000.0,31133680000000.0,29713840000000.0,35747617000000.0
2085.0,26437959000000.0,29509678000000.0,31320655000000.0,38468080000000.0,39528178000000.0,35952496000000.0,29988873000000.0,34878899000000.0,36459805000000.0,28576053000000.0,30645108000000.0,29234729000000.0,35560690000000.0
2086.0,26149718000000.0,28929230000000.0,30987824000000.0,38291592000000.0,39472935000000.0,35697840000000.0,29494178000000.0,34656724000000.0,36193215000000.0,28037282000000.0,30257908000000.0,28826493000000.0,35386844000000.0
2087.0,25861825000000.0,28596633000000.0,30604022000000.0,38010920000000.0,39344505000000.0,35552976000000.0,29203300000000.0,34387536000000.0,36010524000000.0,27501967000000.0,29905673000000.0,28435605000000.0,35261036000000.0
2088.0,25609437000000.0,28262620000000.0,30292630000000.0,37827383000000.0,39269740000000.0,35413146000000.0,28991956000000.0,34139894000000.0,35782266000000.0,27036020000000.0,29537937000000.0,28054536000000.0,35060909000000.0
2089.0,25314787000000.0,27807550000000.0,29977420000000.0,37665794000000.0,39133150000000.0,35169283000000.0,28682628000000.0,33909421000000.0,35633154000000.0,26452850000000.0,29090485000000.0,27523941000000.0,34903498000000.0
2090.0,25049552000000.0,27312043000000.0,29571590000000.0,37500770000000.0,39047610000000.0,34887856000000.0,28356802000000.0,33699626000000.0,35427323000000.0,25861344000000.0,28473616000000.0,27029796000000.0,34733153000000.0
2091.0,24759933000000.0,26888607000000.0,29208988000000.0,37334620000000.0,38970940000000.0,34664081000000.0,28038916000000.0,33485065000000.0,35252794000000.0,25251405000000.0,27786656000000.0,26468887000000.0,34560524000000.0
2092.0,24500458000000.0,26356380000000.0,28846076000000.0,37248444000000.0,38816420000000.0,34403699000000.0,27732832000000.0,33188305000000.0,34974468000000.0,24580964000000.0,27276050000000.0,25899674000000.0,34398674000000.0
2093.0,24116050000000.0,25848241000000.0,28431645000000.0,37159193000000.0,38644904000000.0,34121200000000.0,27255280000000.0,32857730000000.0,34768964000000.0,23920360000000.0,26792060000000.0,25352684000000.0,34240257000000.0
2094.0,23748621000000.0,25280532000000.0,27964977000000.0,36977856000000.0,38429700000000.0,33922092000000.0,27004173000000.0,32480450000000.0,34648988000000.0,23362823000000.0,26305379000000.0,24875155000000.0,34022219000000.0
2095.0,23339123000000.0,24795196000000.0,27621212000000.0,36781567000000.0,38197530000000.0,33617688000000.0,26766070000000.0,32173025000000.0,34510530000000.0,22736942000000.0,25828583000000.0,24472692000000.0,33838569000000.0
2096.0,22957015000000.0,24309180000000.0,27325240000000.0,36516902000000.0,38156990000000.0,33364778000000.0,26460318000000.0,31891030000000.0,34319672000000.0,22164424000000.0,25307747000000.0,24023226000000.0,33650438000000.0
2097.0,22654898000000.0,23908743000000.0,26904275000000.0,36419620000000.0,38036096000000.0,33106608000000.0,26199140000000.0,31535516000000.0,34054678000000.0,21570033000000.0,24912270000000.0,23522898000000.0,33466786000000.0
2098.0,22318928000000.0,23263606000000.0,26584059000000.0,36245240000000.0,37912167000000.0,32914058000000.0,25884359000000.0,31282970000000.0,33872738000000.0,21122332000000.0,24495457000000.0,23018078000000.0,33212953000000.0
2099.0,22018676000000.0,22821349000000.0,26301920000000.0,35925600000000.0,37839400000000.0,32645038000000.0,25631377000000.0,31104575000000.0,33688890000000.0,20489517000000.0,24036585000000.0,22357238000000.0,33000757000000.0
2100.0,21773767000000.0,22280472000000.0,25985173000000.0,35782765000000.0,37720664000000.0,32388919000000.0,25319067000000.0,30697733000000.0,33448064000000.0,20008707000000.0,23411569000000.0,21757767000000.0,32809167000000.0
