time,BCC-CSM2-MR,FGOALS-F3-L,CESM2,GFDL-ESM4,NORESM2-MM,EC-EARTH3-VEG,EC-EARTH3,INM-CM5-0,INM-CM4-8,CAMS-CSM1-0,CESM2-WACCM,MRI-ESM2-0,CMCC-CM2-SR5,MPI-ESM1-2-HR
2018.0,51619610000.0,51619610000.0,51619610000.0,51619610000.0,51619610000.0,51619610000.0,51619610000.0,51619610000.0,51619610000.0,51619610000.0,51619610000.0,51619610000.0,51619610000.0,51619610000.0
2019.0,51596472000.0,51596472000.0,51596472000.0,51596472000.0,51596472000.0,51596472000.0,51596472000.0,51596472000.0,51596472000.0,51596472000.0,51596472000.0,51596472000.0,51596472000.0,51596472000.0
2020.0,51579904000.0,51579904000.0,51579904000.0,51579904000.0,51579904000.0,51579904000.0,51579904000.0,51579904000.0,51579904000.0,51579904000.0,51579904000.0,51579904000.0,51579904000.0,51579904000.0
2021.0,51563560000.0,51563532000.0,51565662000.0,51559270000.0,51565134000.0,51548488000.0,51563870000.0,51597406000.0,51584520000.0,51563340000.0,51673563000.0,51567050000.0,52193624000.0,51596830000.0
2022.0,51530560000.0,51544744000.0,51543810000.0,51527455000.0,51532290000.0,51517145000.0,51536884000.0,51515986000.0,51549503000.0,51549460000.0,51614770000.0,51529134000.0,51710087000.0,51630834000.0
2023.0,51503337000.0,51533173000.0,51520414000.0,51537437000.0,51555316000.0,51493487000.0,51503276000.0,51478774000.0,51512914000.0,51534713000.0,51537250000.0,51500100000.0,51637500000.0,51539014000.0
2024.0,51471462000.0,51498980000.0,51494100000.0,51508740000.0,51553505000.0,51478557000.0,51498988000.0,51474678000.0,51497476000.0,51518380000.0,51516790000.0,51485557000.0,51563553000.0,51512850000.0
2025.0,51466780000.0,51481910000.0,51479233000.0,51490263000.0,51578806000.0,51452980000.0,51469250000.0,51492614000.0,51474290000.0,51497650000.0,51493667000.0,51458073000.0,51546386000.0,51495780000.0
2026.0,51457660000.0,51472642000.0,51463963000.0,51455795000.0,51505025000.0,51429868000.0,51438543000.0,51439776000.0,51461313000.0,51479306000.0,51489030000.0,51427004000.0,51526406000.0,51481660000.0
2027.0,51434013000.0,51455720000.0,51441086000.0,51462560000.0,51506156000.0,51406692000.0,51416965000.0,51418886000.0,51799896000.0,51481952000.0,51467084000.0,51396256000.0,51510330000.0,51522490000.0
2028.0,51409973000.0,51445630000.0,51427217000.0,51418825000.0,51483360000.0,51368920000.0,51404276000.0,51417985000.0,51455700000.0,51456310000.0,51448340000.0,51380620000.0,51487465000.0,51444736000.0
2029.0,51398398000.0,51433083000.0,51418767000.0,51408216000.0,51463750000.0,51348914000.0,51388076000.0,51386507000.0,51448190000.0,51441220000.0,51431990000.0,51373335000.0,51476873000.0,51446776000.0
2030.0,51383200000.0,51427610000.0,51407340000.0,51384350000.0,51462400000.0,51313213000.0,51415454000.0,51372106000.0,51416412000.0,51432583000.0,51428295000.0,51342512000.0,51460305000.0,51410210000.0
2031.0,51369110000.0,51393786000.0,51399176000.0,51369693000.0,51448520000.0,51280396000.0,51369200000.0,51347270000.0,51453227000.0,51433837000.0,51428008000.0,51325485000.0,51539840000.0,51379820000.0
2032.0,51354087000.0,51356127000.0,51390996000.0,51360550000.0,51446366000.0,51239743000.0,51355100000.0,51322716000.0,51485130000.0,51411010000.0,51450210000.0,51298124000.0,51445785000.0,51356150000.0
2033.0,51502875000.0,51346645000.0,51388400000.0,51329294000.0,51482230000.0,51280730000.0,51331470000.0,51319394000.0,51383656000.0,51409166000.0,51412283000.0,51267404000.0,51428900000.0,51330306000.0
2034.0,51345236000.0,51331793000.0,51388203000.0,51318830000.0,51423334000.0,51214504000.0,51333267000.0,51293946000.0,51361130000.0,51418993000.0,51397870000.0,51244528000.0,51406746000.0,51305230000.0
2035.0,51298476000.0,51318178000.0,51379266000.0,51305090000.0,51399983000.0,51182916000.0,51277500000.0,51281658000.0,51338596000.0,51368590000.0,51372077000.0,51204800000.0,51399164000.0,51294863000.0
2036.0,51265958000.0,51348730000.0,51350467000.0,51264934000.0,51393110000.0,51139682000.0,51235287000.0,51263726000.0,51298234000.0,51392295000.0,51358250000.0,51172400000.0,51384950000.0,51213144000.0
2037.0,51245097000.0,51276796000.0,51311088000.0,51233290000.0,51388750000.0,51092095000.0,51214107000.0,51320156000.0,51227943000.0,51352980000.0,51329420000.0,51135330000.0,51362470000.0,51163075000.0
2038.0,51221234000.0,51229303000.0,51273980000.0,51209482000.0,51360207000.0,51012444000.0,51165100000.0,51325956000.0,51211300000.0,51328803000.0,51310230000.0,51084480000.0,51344216000.0,51145564000.0
2039.0,51195880000.0,51192537000.0,51229954000.0,51161186000.0,51356447000.0,50968506000.0,51141673000.0,51197910000.0,51208210000.0,51300446000.0,51286135000.0,51044080000.0,51325686000.0,51125916000.0
2040.0,51123150000.0,51141177000.0,51204830000.0,51120157000.0,51361540000.0,50909037000.0,51095146000.0,51145535000.0,51243327000.0,51284890000.0,51329540000.0,50983764000.0,51297137000.0,51126670000.0
2041.0,51049013000.0,51085275000.0,51173980000.0,51082252000.0,51358732000.0,50846990000.0,51047285000.0,51056440000.0,51156484000.0,51260320000.0,51227140000.0,50941403000.0,51296035000.0,51077120000.0
2042.0,51006448000.0,51045990000.0,51138600000.0,51043283000.0,51293975000.0,50777170000.0,51013767000.0,51056378000.0,51139430000.0,51239790000.0,51205000000.0,50883285000.0,51229905000.0,51004590000.0
2043.0,50979580000.0,51007005000.0,51094274000.0,51019030000.0,51254190000.0,50657790000.0,50943844000.0,51022430000.0,51080940000.0,51221316000.0,51212083000.0,50816434000.0,51174797000.0,50954340000.0
2044.0,50950490000.0,50965385000.0,51049902000.0,50999226000.0,51233776000.0,50560586000.0,50887614000.0,50986440000.0,51038433000.0,51179848000.0,51157766000.0,50762723000.0,51150107000.0,50936180000.0
2045.0,50909250000.0,50870387000.0,50993943000.0,50951770000.0,51203450000.0,50451005000.0,50820964000.0,50951270000.0,51008045000.0,51146904000.0,51124277000.0,50690355000.0,51097362000.0,50936690000.0
2046.0,50834846000.0,50825196000.0,50956124000.0,50872940000.0,51177628000.0,50332336000.0,50769540000.0,50939216000.0,50952745000.0,51129692000.0,51100996000.0,50595996000.0,51070320000.0,50909020000.0
2047.0,50800440000.0,50773930000.0,50913310000.0,50821610000.0,51207754000.0,50166534000.0,50682520000.0,50896716000.0,50914810000.0,51103543000.0,51079200000.0,50492383000.0,51012575000.0,50863026000.0
2048.0,50756456000.0,50711260000.0,50877075000.0,50838730000.0,51157045000.0,50023023000.0,50564923000.0,50937946000.0,50888114000.0,51088237000.0,51061674000.0,50382377000.0,50986820000.0,50820230000.0
2049.0,50718913000.0,50665873000.0,50835360000.0,50794627000.0,51088404000.0,49880465000.0,50441486000.0,50828650000.0,50860390000.0,51055370000.0,51002098000.0,50304960000.0,50930620000.0,50796552000.0
2050.0,50666332000.0,50580000000.0,50795090000.0,50711093000.0,51049090000.0,49708544000.0,50289750000.0,50804000000.0,50845938000.0,51050234000.0,50947486000.0,50195186000.0,50881760000.0,50732810000.0
2051.0,50617016000.0,50462605000.0,50746140000.0,50657276000.0,51017020000.0,49525920000.0,50089170000.0,50765808000.0,50805080000.0,51000214000.0,50903347000.0,50061234000.0,50810696000.0,50655846000.0
2052.0,50549520000.0,50416540000.0,50684293000.0,50635088000.0,50987885000.0,49321837000.0,49912295000.0,50765603000.0,50759918000.0,50972836000.0,50851790000.0,49968440000.0,50749980000.0,50587455000.0
2053.0,50493972000.0,50349875000.0,50632250000.0,50547360000.0,50934760000.0,49137660000.0,49712140000.0,50736480000.0,50717372000.0,50925023000.0,50811707000.0,49833222000.0,50646350000.0,50505300000.0
2054.0,50439280000.0,50304442000.0,50573746000.0,50492430000.0,50909794000.0,48874803000.0,49507170000.0,50686110000.0,50672140000.0,50882070000.0,50800583000.0,49643200000.0,50560717000.0,50444890000.0
2055.0,50404663000.0,50155405000.0,50513236000.0,50445060000.0,50920673000.0,48589120000.0,49345905000.0,50646508000.0,50599748000.0,50856153000.0,50792387000.0,49451800000.0,50463224000.0,50398180000.0
2056.0,50329674000.0,50030838000.0,50448580000.0,50400600000.0,50868724000.0,48302227000.0,49075370000.0,50587080000.0,50528700000.0,50813510000.0,50728165000.0,49229152000.0,50375176000.0,50351190000.0
2057.0,50242724000.0,49965617000.0,50399736000.0,50331824000.0,50817560000.0,48012034000.0,48824800000.0,50568573000.0,50463457000.0,50778755000.0,50681500000.0,49070465000.0,50245874000.0,50275860000.0
2058.0,50170290000.0,49875210000.0,50359380000.0,50256843000.0,50985546000.0,47801647000.0,48558457000.0,50550100000.0,50402935000.0,50750500000.0,50643280000.0,48847364000.0,50111308000.0,50222928000.0
2059.0,50106170000.0,49815364000.0,50285842000.0,50177980000.0,50746556000.0,47492026000.0,48311562000.0,50490212000.0,50368676000.0,50721632000.0,50616260000.0,48672424000.0,50009272000.0,50162610000.0
2060.0,50000273000.0,49762898000.0,50211850000.0,50122465000.0,50681200000.0,47294990000.0,48090180000.0,50459316000.0,50272387000.0,50695983000.0,50578137000.0,48549843000.0,49894806000.0,50089267000.0
2061.0,49920070000.0,49682514000.0,50102020000.0,50056610000.0,50639315000.0,47145060000.0,47869374000.0,50401595000.0,50201555000.0,50666287000.0,50592813000.0,48327550000.0,49766960000.0,50008244000.0
2062.0,49801167000.0,49587446000.0,50012750000.0,49990730000.0,50579650000.0,46930400000.0,47622360000.0,50323403000.0,50114100000.0,50628112000.0,50481533000.0,48164040000.0,49622643000.0,49935098000.0
2063.0,49692090000.0,49511342000.0,49977135000.0,49958826000.0,50535617000.0,46712025000.0,47426175000.0,50286526000.0,49966290000.0,50646364000.0,50407780000.0,48001827000.0,49480410000.0,49881370000.0
2064.0,49644597000.0,49392650000.0,49913455000.0,49861333000.0,50489012000.0,46401057000.0,47134614000.0,50176455000.0,49842848000.0,50532938000.0,50354640000.0,47766335000.0,49278080000.0,49788408000.0
2065.0,49534247000.0,49235160000.0,49723912000.0,49772010000.0,50429854000.0,46086754000.0,46847582000.0,50100687000.0,49755767000.0,50477597000.0,50356265000.0,47596577000.0,49096106000.0,49728414000.0
2066.0,49437336000.0,49097920000.0,49667092000.0,49754477000.0,50376823000.0,45783642000.0,46633480000.0,50042290000.0,49678640000.0,50441073000.0,50295353000.0,47460420000.0,48918940000.0,49658896000.0
2067.0,49306132000.0,48901000000.0,49607440000.0,49781535000.0,50328240000.0,45470710000.0,46285800000.0,49938860000.0,49657328000.0,50372480000.0,50242314000.0,47303283000.0,48687500000.0,49543790000.0
2068.0,49180443000.0,48644563000.0,49537890000.0,49628066000.0,50252055000.0,45206060000.0,46019890000.0,49861247000.0,49582560000.0,50341368000.0,50163380000.0,47036924000.0,48512418000.0,49448780000.0
2069.0,49086923000.0,48522940000.0,49483230000.0,49534890000.0,50240140000.0,44873216000.0,45818840000.0,49801270000.0,49537626000.0,50299806000.0,50120670000.0,46880285000.0,48293843000.0,49368420000.0
2070.0,49035076000.0,48358110000.0,49413470000.0,49490780000.0,50164257000.0,44599575000.0,45614928000.0,49645904000.0,49514990000.0,50223100000.0,50008330000.0,46633120000.0,48120197000.0,49223635000.0
2071.0,48868360000.0,48261263000.0,49338626000.0,49402515000.0,50094170000.0,44275327000.0,45398040000.0,49559876000.0,49377767000.0,50184680000.0,49980560000.0,46391310000.0,47967097000.0,49097957000.0
2072.0,48608633000.0,48216620000.0,49203843000.0,49355112000.0,49999143000.0,44025078000.0,45142217000.0,49417654000.0,49296994000.0,50114437000.0,49975440000.0,46250664000.0,47658080000.0,48985290000.0
2073.0,48481083000.0,48139276000.0,49115943000.0,49270096000.0,49926600000.0,43715138000.0,44908840000.0,49325953000.0,49186357000.0,50071080000.0,49863676000.0,46112180000.0,47460348000.0,48844990000.0
2074.0,48396970000.0,48082790000.0,49055023000.0,49148090000.0,49865646000.0,43330638000.0,44694766000.0,49228140000.0,49006645000.0,50000687000.0,49811517000.0,45965880000.0,47214416000.0,48725050000.0
2075.0,48188396000.0,48050470000.0,48953110000.0,49075810000.0,49811423000.0,43061543000.0,44418535000.0,49116664000.0,48912183000.0,49924380000.0,49772440000.0,45766963000.0,46972010000.0,48568852000.0
2076.0,48112628000.0,47885850000.0,48909947000.0,49000650000.0,49671004000.0,42740904000.0,44161937000.0,49056990000.0,48829645000.0,49848943000.0,49726440000.0,45440557000.0,46735340000.0,48490398000.0
2077.0,47987370000.0,47872328000.0,48808042000.0,48869320000.0,49632750000.0,42477535000.0,43876200000.0,48987767000.0,48729805000.0,49755415000.0,49654714000.0,45177900000.0,46496830000.0,48413712000.0
2078.0,47895810000.0,47711687000.0,48695010000.0,48711150000.0,49565385000.0,42176156000.0,43612905000.0,48914047000.0,48568357000.0,49736065000.0,49563816000.0,44941754000.0,46235103000.0,48347976000.0
2079.0,47764320000.0,47629030000.0,48585680000.0,48645734000.0,49485566000.0,41836958000.0,43328414000.0,48792605000.0,48448737000.0,49693260000.0,49529730000.0,44753744000.0,46019555000.0,48258340000.0
2080.0,47701440000.0,47519830000.0,48473110000.0,48590150000.0,49420562000.0,41551856000.0,43042136000.0,48673493000.0,48272237000.0,49586532000.0,49454590000.0,44604563000.0,45739962000.0,48058570000.0
2081.0,47626950000.0,47340126000.0,48355185000.0,48443073000.0,49371865000.0,41118294000.0,42700796000.0,48548844000.0,48177990000.0,49546770000.0,49375072000.0,44476256000.0,45519786000.0,47899770000.0
2082.0,47500964000.0,47211897000.0,48267215000.0,48321810000.0,49293033000.0,40775614000.0,42433070000.0,48422425000.0,48132428000.0,49481654000.0,49313145000.0,44333540000.0,45224243000.0,47838798000.0
2083.0,47422013000.0,47140730000.0,48214573000.0,48199397000.0,49188536000.0,40450620000.0,42142503000.0,48318337000.0,47944495000.0,49442960000.0,49185214000.0,44168080000.0,44870470000.0,47771795000.0
2084.0,47292318000.0,47072874000.0,48078160000.0,48113213000.0,49042563000.0,40119140000.0,41859610000.0,48222390000.0,47843807000.0,49341542000.0,49108214000.0,43914076000.0,44390707000.0,47685570000.0
2085.0,47099834000.0,47048864000.0,48032047000.0,47953093000.0,48972587000.0,39754500000.0,41486725000.0,48084767000.0,47762944000.0,49257030000.0,48944062000.0,43634640000.0,44022886000.0,47616004000.0
2086.0,46989220000.0,46957460000.0,47971870000.0,47838810000.0,48868405000.0,39358444000.0,41246620000.0,47925006000.0,47634790000.0,49165505000.0,48811737000.0,43399004000.0,43567387000.0,47487550000.0
2087.0,46877810000.0,46824730000.0,47861060000.0,47751550000.0,48809930000.0,38983827000.0,40937140000.0,47754190000.0,47557374000.0,49101255000.0,48754545000.0,43170220000.0,43224470000.0,47387906000.0
2088.0,46789560000.0,46684615000.0,47759960000.0,47653390000.0,48702090000.0,38595015000.0,40620710000.0,47596667000.0,47409480000.0,49047260000.0,48657630000.0,42920080000.0,42816110000.0,47230130000.0
2089.0,46652924000.0,46557130000.0,47642563000.0,47507137000.0,48648626000.0,38239654000.0,40262353000.0,47462527000.0,47249367000.0,48987300000.0,48571236000.0,42709037000.0,42439344000.0,47120850000.0
2090.0,46522120000.0,46395093000.0,47544900000.0,47362380000.0,48536187000.0,37895580000.0,39970623000.0,47318524000.0,47114367000.0,48914436000.0,48488900000.0,42479247000.0,42057850000.0,47003017000.0
2091.0,46430160000.0,46324883000.0,47429947000.0,47187990000.0,48465846000.0,37481468000.0,39677526000.0,47218807000.0,46956577000.0,48806605000.0,48393530000.0,42217180000.0,41799025000.0,46892230000.0
2092.0,46237663000.0,46159180000.0,47311010000.0,47109943000.0,48368992000.0,37104693000.0,39286730000.0,47018086000.0,46850440000.0,48761620000.0,48335544000.0,41952840000.0,41430327000.0,46771930000.0
2093.0,46162678000.0,45967307000.0,47195406000.0,46999597000.0,48305365000.0,36640700000.0,38978605000.0,46900700000.0,46761775000.0,48691937000.0,48226107000.0,41746506000.0,41007223000.0,46608680000.0
2094.0,46027485000.0,45735450000.0,47117935000.0,46834926000.0,48207020000.0,36304880000.0,38583316000.0,46748668000.0,46691172000.0,48747753000.0,48130790000.0,41554570000.0,40585590000.0,46514823000.0
2095.0,45898543000.0,45607110000.0,47024198000.0,46735745000.0,48148840000.0,35987296000.0,38246187000.0,46595800000.0,46531973000.0,48584835000.0,48049324000.0,41368830000.0,40162365000.0,46380835000.0
2096.0,45686653000.0,45590577000.0,46917394000.0,46639080000.0,48084607000.0,35579507000.0,37918544000.0,46385030000.0,46349070000.0,48541815000.0,48028733000.0,41103413000.0,39781024000.0,46266090000.0
2097.0,45562487000.0,45515970000.0,46812180000.0,46553637000.0,48005267000.0,35277775000.0,37497668000.0,46189320000.0,46247776000.0,48469815000.0,47946457000.0,40937700000.0,39276507000.0,46148060000.0
2098.0,45414134000.0,45432082000.0,46724550000.0,46489730000.0,47908164000.0,34809770000.0,37186240000.0,46009580000.0,46098830000.0,48397734000.0,47880060000.0,40738288000.0,38809570000.0,46024030000.0
2099.0,45283566000.0,45370323000.0,46628200000.0,46404993000.0,47836770000.0,34395963000.0,36769990000.0,45804360000.0,45977300000.0,48340197000.0,47778664000.0,40567780000.0,38427250000.0,45889700000.0
2100.0,45246970000.0,45263610000.0,46498025000.0,46330802000.0,47760724000.0,33952135000.0,36306493000.0,45638880000.0,45817893000.0,48270103000.0,47601336000.0,40431776000.0,37941154000.0,45744247000.0
