time,IPSL-CM6A-LR,MRI-ESM2-0,CANESM5,CNRM-ESM2-1,UKESM1-0-LL
2022.0,17887400000000.0,18010690000000.0,17935978000000.0,17921064000000.0,17931375000000.0
2023.0,17792313000000.0,17835372000000.0,17792468000000.0,17977290000000.0,17764759000000.0
2024.0,17693185000000.0,17709240000000.0,17672148000000.0,17980436000000.0,17691646000000.0
2025.0,17507595000000.0,17563737000000.0,17618810000000.0,17872830000000.0,17488494000000.0
2026.0,17418261000000.0,17476969000000.0,17599883000000.0,17761468000000.0,17419565000000.0
2027.0,17356142000000.0,17382360000000.0,17486416000000.0,17640987000000.0,17225061000000.0
2028.0,17225236000000.0,17335681000000.0,17454414000000.0,17439486000000.0,16883804000000.0
2029.0,17072636000000.0,17175330000000.0,17303568000000.0,17408348000000.0,16640438000000.0
2030.0,16878178000000.0,17149440000000.0,17168511000000.0,17388828000000.0,16529272000000.0
2031.0,16624314000000.0,16875894000000.0,17031327000000.0,17251535000000.0,16312600000000.0
2032.0,16525223000000.0,16718481000000.0,16832006000000.0,17141772000000.0,16120929000000.0
2033.0,16470015000000.0,16572032000000.0,16776489000000.0,17026241000000.0,15839950000000.0
2034.0,16384031000000.0,16501578000000.0,16601404000000.0,16988122000000.0,15584187000000.0
2035.0,16348249000000.0,16468898000000.0,16495122000000.0,16943454000000.0,15311945000000.0
2036.0,16301842000000.0,16374593000000.0,16375539000000.0,16905119000000.0,15158373000000.0
2037.0,16175076000000.0,16253537000000.0,16176698000000.0,16834326000000.0,15034743000000.0
2038.0,16019110000000.0,16002480000000.0,16141171000000.0,16766679000000.0,14875374000000.0
2039.0,15907485000000.0,15815936000000.0,16046609000000.0,16660907000000.0,14646043000000.0
2040.0,15720853000000.0,15592456000000.0,15863702000000.0,16613239000000.0,14482847000000.0
2041.0,15597576000000.0,15494658000000.0,15624932000000.0,16530492000000.0,14288716000000.0
2042.0,15447762000000.0,15285865000000.0,15392334000000.0,16516194000000.0,13941917000000.0
2043.0,15274240000000.0,15111149000000.0,15221412000000.0,16432453000000.0,13631548000000.0
2044.0,15108985000000.0,14992627000000.0,15073682000000.0,16370998000000.0,13407705000000.0
2045.0,14909875000000.0,14848736000000.0,14969925000000.0,16238313000000.0,13254455000000.0
2046.0,14730989000000.0,14781248000000.0,14784781000000.0,16121487000000.0,13008202000000.0
2047.0,14573976000000.0,14647742000000.0,14598281000000.0,16026122000000.0,12776252000000.0
2048.0,14500699000000.0,14509887000000.0,14404843000000.0,15924384000000.0,12520673000000.0
2049.0,14288297000000.0,14413902000000.0,14343942000000.0,15740103000000.0,12275192000000.0
2050.0,14043065000000.0,14160577000000.0,14215920000000.0,15623391000000.0,12022646000000.0
2051.0,13864579000000.0,14001829000000.0,14078626000000.0,15478755000000.0,11752034000000.0
2052.0,13672637000000.0,13946394000000.0,13870532000000.0,15400790000000.0,11500540000000.0
2053.0,13597036000000.0,13840668000000.0,13660650000000.0,15309354000000.0,11282872000000.0
2054.0,13448430000000.0,13727537000000.0,13586773000000.0,15069659000000.0,11042750000000.0
2055.0,13284736000000.0,13568411000000.0,13397608000000.0,14943018000000.0,10745127000000.0
2056.0,13086070000000.0,13436870000000.0,13274100000000.0,14829158000000.0,10424378000000.0
2057.0,12975114000000.0,13262977000000.0,13068209000000.0,14810406000000.0,10100720000000.0
2058.0,12706502000000.0,13115088000000.0,12823844000000.0,14728456000000.0,9882064000000.0
2059.0,12538410000000.0,13005984000000.0,12600232000000.0,14692569000000.0,9703476000000.0
2060.0,12388563000000.0,12870234000000.0,12342739000000.0,14623092000000.0,9423287000000.0
2061.0,12228724000000.0,12730852000000.0,12181626000000.0,14536431000000.0,9141042000000.0
2062.0,12032557000000.0,12605144000000.0,11989206000000.0,14441849000000.0,8893828000000.0
2063.0,11849136000000.0,12510382000000.0,11744176000000.0,14370728000000.0,8656911000000.0
2064.0,11749601000000.0,12336553000000.0,11582511000000.0,14209993000000.0,8462102700000.0
2065.0,11536131000000.0,12249151000000.0,11421873000000.0,14150405000000.0,8192712000000.0
2066.0,11444700000000.0,12163099000000.0,11228019000000.0,14026861000000.0,7989983000000.0
2067.0,11348725000000.0,12024772000000.0,11085027000000.0,13992755000000.0,7777336400000.0
2068.0,11218545000000.0,11969826000000.0,10950438000000.0,13841114000000.0,7636820000000.0
2069.0,11021504000000.0,11879840000000.0,10810203000000.0,13743461000000.0,7405909000000.0
2070.0,10955192000000.0,11896803000000.0,10634994000000.0,13652045000000.0,7194398000000.0
2071.0,10876103000000.0,11826558000000.0,10547935000000.0,13534475000000.0,7016228000000.0
2072.0,10690477000000.0,11629244000000.0,10412194000000.0,13437437000000.0,6816106000000.0
2073.0,10593846000000.0,11547076000000.0,10320289000000.0,13338676000000.0,6603404000000.0
2074.0,10453698000000.0,11461433000000.0,10190674000000.0,13270242000000.0,6435875300000.0
2075.0,10269271000000.0,11382634000000.0,10068466000000.0,13141278000000.0,6297334300000.0
2076.0,10134807000000.0,11291053000000.0,9900362000000.0,13028774000000.0,6216324000000.0
2077.0,10100095000000.0,11177515000000.0,9744520000000.0,12991149000000.0,6002048500000.0
2078.0,10018272000000.0,11119124000000.0,9657183000000.0,12880342000000.0,5865721000000.0
2079.0,9859246000000.0,11014830000000.0,9565141000000.0,12828159000000.0,5731375400000.0
2080.0,9787184000000.0,10862921000000.0,9521345000000.0,12776873000000.0,5586078000000.0
2081.0,9756687000000.0,10809280000000.0,9372771000000.0,12587029000000.0,5457111000000.0
2082.0,9596480000000.0,10662791000000.0,9295650000000.0,12477362000000.0,5365746000000.0
2083.0,9434955000000.0,10605351000000.0,9199574000000.0,12368123000000.0,5262369000000.0
2084.0,9343631000000.0,10564253000000.0,9086437000000.0,12327570000000.0,5149223300000.0
2085.0,9299219000000.0,10505179000000.0,9047581000000.0,12194230000000.0,5124260000000.0
2086.0,9216944000000.0,10453514000000.0,9009442000000.0,12074415000000.0,5062561600000.0
2087.0,9087489000000.0,10367678000000.0,8936227000000.0,12003246000000.0,4977054000000.0
2088.0,9005172000000.0,10282941000000.0,8746833500000.0,11884041000000.0,4865676000000.0
2089.0,8929565000000.0,10218890000000.0,8665324000000.0,11796201000000.0,4733928500000.0
2090.0,8856579000000.0,10204457000000.0,8561417500000.0,11753159000000.0,4627664700000.0
2091.0,8776046000000.0,10236922000000.0,8516287000000.0,11692736000000.0,4551973000000.0
2092.0,8673821700000.0,10179420000000.0,8476563000000.0,11639857000000.0,4465404400000.0
2093.0,8606236300000.0,10161051000000.0,8418207700000.0,11515426000000.0,4335411700000.0
2094.0,8570245000000.0,10123063000000.0,8326382400000.0,11440368000000.0,4269224200000.0
2095.0,8456478000000.0,10100520000000.0,8233103000000.0,11414344000000.0,4222381200000.0
2096.0,8380859500000.0,10091362000000.0,8187448000000.0,11322336000000.0,4172435000000.0
2097.0,8364635000000.0,10066789000000.0,8188681000000.0,11291558000000.0,4077564700000.0
2098.0,8283041000000.0,10043495000000.0,8175280500000.0,11243181000000.0,4021670000000.0
2099.0,8212636500000.0,10018094000000.0,8113449600000.0,11224925000000.0,3966760400000.0
2100.0,8160257500000.0,10027281000000.0,8028374400000.0,11204037000000.0,3924961500000.0
