time,IPSL-CM5A-LR,GISS-E2-R,MPI-ESM-LR,GFDL-CM3,CNRM-CM5,CSIRO-MK3-6-0,CANESM2,NORESM1-M,GFDL-ESM2G,CCSM4,CESM1-CAM5
2018.0,3480095800000.0,3480095800000.0,3480095800000.0,3480095800000.0,3480095800000.0,3480095800000.0,3480095800000.0,3480095800000.0,3480095800000.0,3480095800000.0,3480095800000.0
2019.0,3475432300000.0,3475432300000.0,3475432300000.0,3475432300000.0,3475432300000.0,3475432300000.0,3475432300000.0,3475432300000.0,3475432300000.0,3475432300000.0,3475432300000.0
2020.0,3452667200000.0,3452667200000.0,3452667200000.0,3452667200000.0,3452667200000.0,3452667200000.0,3452667200000.0,3452667200000.0,3452667200000.0,3452667200000.0,3452667200000.0
2021.0,3436457800000.0,3436840000000.0,3439221300000.0,3443498000000.0,3441342500000.0,3442632000000.0,3444760000000.0,3448343400000.0,3443776600000.0,3429717500000.0,3435913800000.0
2022.0,3422844000000.0,3424340700000.0,3415498800000.0,3416141000000.0,3419273000000.0,3425536600000.0,3425374300000.0,3439974700000.0,3429836300000.0,3413239700000.0,3408013600000.0
2023.0,3414949000000.0,3414301600000.0,3407508000000.0,3401650000000.0,3398675700000.0,3409032000000.0,3406400600000.0,3424557000000.0,3420535000000.0,3395022200000.0,3381721800000.0
2024.0,3390403200000.0,3415048000000.0,3390323000000.0,3375088000000.0,3382396600000.0,3394034500000.0,3393221800000.0,3425079700000.0,3398741000000.0,3380221800000.0,3362669000000.0
2025.0,3373982500000.0,3415112200000.0,3377587000000.0,3344131400000.0,3362603100000.0,3384761600000.0,3377396700000.0,3414983700000.0,3385436000000.0,3363182700000.0,3339572000000.0
2026.0,3355032000000.0,3403378900000.0,3365813400000.0,3322906400000.0,3349358300000.0,3374738300000.0,3376013600000.0,3405894000000.0,3364500800000.0,3347663600000.0,3321903000000.0
2027.0,3336670500000.0,3389182400000.0,3346029300000.0,3290431200000.0,3346581000000.0,3375283000000.0,3347993300000.0,3394246300000.0,3338483000000.0,3332542800000.0,3287333000000.0
2028.0,3326032700000.0,3373253300000.0,3328562000000.0,3262858700000.0,3325391300000.0,3366635400000.0,3327799000000.0,3372821000000.0,3336763900000.0,3316828300000.0,3268306800000.0
2029.0,3299994800000.0,3354730400000.0,3302560600000.0,3240458700000.0,3298422200000.0,3363794600000.0,3310452000000.0,3364623200000.0,3326271800000.0,3302262300000.0,3246923700000.0
2030.0,3265160500000.0,3341497700000.0,3287018400000.0,3215039400000.0,3285076100000.0,3368486400000.0,3296898600000.0,3344076000000.0,3313892900000.0,3284317500000.0,3221226800000.0
2031.0,3236466500000.0,3325273800000.0,3285659000000.0,3174513500000.0,3269800500000.0,3371264000000.0,3285663600000.0,3325223800000.0,3294855400000.0,3274187500000.0,3198154000000.0
2032.0,3210724200000.0,3314500500000.0,3267908600000.0,3140057300000.0,3256519000000.0,3366876600000.0,3261928800000.0,3307466700000.0,3282659400000.0,3249673300000.0,3160066000000.0
2033.0,3174590800000.0,3307542700000.0,3246118000000.0,3118634600000.0,3239099000000.0,3352756700000.0,3234262200000.0,3287611000000.0,3270217600000.0,3235771800000.0,3132143400000.0
2034.0,3156941200000.0,3292059700000.0,3222439700000.0,3097860500000.0,3228675000000.0,3347169100000.0,3217348400000.0,3270957300000.0,3262349600000.0,3223305600000.0,3098367200000.0
2035.0,3136615000000.0,3284515700000.0,3217618000000.0,3071746000000.0,3208891600000.0,3333084000000.0,3202586000000.0,3249374200000.0,3252353200000.0,3196988400000.0,3073983000000.0
2036.0,3117577100000.0,3258190000000.0,3202013700000.0,3045263700000.0,3191363000000.0,3318201200000.0,3173893800000.0,3236287200000.0,3235250000000.0,3171403200000.0,3053145800000.0
2037.0,3089678000000.0,3242514700000.0,3182171800000.0,3018607300000.0,3184476800000.0,3308001000000.0,3148486000000.0,3215326000000.0,3227861000000.0,3155722200000.0,3032490400000.0
2038.0,3060622200000.0,3217614700000.0,3166712400000.0,2994446000000.0,3169836000000.0,3302839000000.0,3122688200000.0,3193454700000.0,3224204200000.0,3138619400000.0,3012425700000.0
2039.0,3036917000000.0,3192106500000.0,3144575600000.0,2970259800000.0,3146593900000.0,3288708700000.0,3098875800000.0,3168139200000.0,3213622200000.0,3117059000000.0,2979402000000.0
2040.0,3000206400000.0,3174021700000.0,3128910000000.0,2940275000000.0,3131802400000.0,3272253600000.0,3075896800000.0,3145303300000.0,3194752900000.0,3098744500000.0,2959135200000.0
2041.0,2961468000000.0,3141824700000.0,3107131800000.0,2921064800000.0,3108109300000.0,3273683400000.0,3053528300000.0,3123037000000.0,3191675300000.0,3072070800000.0,2938537000000.0
2042.0,2930235100000.0,3126098000000.0,3083119000000.0,2895820000000.0,3086390100000.0,3262582400000.0,3039605600000.0,3108198200000.0,3179037300000.0,3046105700000.0,2913472600000.0
2043.0,2900730600000.0,3110467300000.0,3064282200000.0,2865180700000.0,3079413200000.0,3264993000000.0,3021996300000.0,3073755000000.0,3164379000000.0,3015829600000.0,2884728500000.0
2044.0,2870188700000.0,3102023400000.0,3052378800000.0,2838297000000.0,3067564000000.0,3240695400000.0,3012694000000.0,3047214500000.0,3141760500000.0,2988852000000.0,2857390600000.0
2045.0,2839817700000.0,3079172800000.0,3032969600000.0,2823663600000.0,3044136200000.0,3220300000000.0,2984267500000.0,3020839200000.0,3125767000000.0,2962590300000.0,2811633600000.0
2046.0,2795789400000.0,3053169400000.0,3004354500000.0,2794296700000.0,3021996300000.0,3209314000000.0,2973070300000.0,2991359000000.0,3108492500000.0,2946266600000.0,2780354600000.0
2047.0,2763411200000.0,3030475900000.0,2972197300000.0,2774011000000.0,3009804000000.0,3199712400000.0,2937465300000.0,2977109400000.0,3093408800000.0,2922734200000.0,2759066600000.0
2048.0,2729932200000.0,3007429000000.0,2954722800000.0,2755630200000.0,2982955700000.0,3184849300000.0,2918222400000.0,2963074400000.0,3074053000000.0,2896331500000.0,2720135400000.0
2049.0,2694690000000.0,2987223200000.0,2938297000000.0,2740015000000.0,2961007000000.0,3180037700000.0,2888446200000.0,2943792200000.0,3047640800000.0,2868533800000.0,2693426300000.0
2050.0,2659345200000.0,2962055200000.0,2916389200000.0,2727541000000.0,2936521000000.0,3191711000000.0,2861555000000.0,2916073900000.0,3033428000000.0,2848516000000.0,2676776200000.0
2051.0,2632982500000.0,2946525600000.0,2900206800000.0,2707671000000.0,2917636000000.0,3204257000000.0,2834105000000.0,2894433600000.0,3020805600000.0,2815509700000.0,2644410000000.0
2052.0,2602837500000.0,2919373000000.0,2868433000000.0,2684840600000.0,2903381000000.0,3197390600000.0,2786044100000.0,2869363200000.0,2994095000000.0,2774110000000.0,2608092700000.0
2053.0,2575229500000.0,2905425000000.0,2843717400000.0,2672167700000.0,2895047800000.0,3193205700000.0,2755320300000.0,2843560400000.0,2982464700000.0,2743974800000.0,2572209400000.0
2054.0,2542646000000.0,2883431700000.0,2822793900000.0,2644242300000.0,2890916200000.0,3196736800000.0,2724687800000.0,2826787000000.0,2954022600000.0,2721815000000.0,2536472600000.0
2055.0,2513805200000.0,2862997800000.0,2807800500000.0,2613473000000.0,2866401000000.0,3199946700000.0,2694488300000.0,2807728400000.0,2932159000000.0,2693998300000.0,2505934400000.0
2056.0,2481321700000.0,2846546500000.0,2786211700000.0,2581393600000.0,2851866100000.0,3200276000000.0,2671916000000.0,2794910400000.0,2910206000000.0,2671281000000.0,2466159300000.0
2057.0,2454998500000.0,2840326000000.0,2762442800000.0,2557550500000.0,2832712300000.0,3184764600000.0,2647999400000.0,2779451500000.0,2887483000000.0,2649244800000.0,2436929000000.0
2058.0,2418788800000.0,2832839700000.0,2749507000000.0,2531385000000.0,2813633000000.0,3166017000000.0,2615557800000.0,2759297000000.0,2872934400000.0,2629985400000.0,2414151200000.0
2059.0,2385625700000.0,2820728200000.0,2730099500000.0,2512648000000.0,2788504000000.0,3153275700000.0,2590638300000.0,2741142300000.0,2859663600000.0,2605980800000.0,2390248700000.0
2060.0,2360268600000.0,2806874400000.0,2714066200000.0,2489077000000.0,2775377800000.0,3144410000000.0,2558577900000.0,2731112700000.0,2842561600000.0,2584028000000.0,2363656800000.0
2061.0,2333781000000.0,2786792300000.0,2698692800000.0,2473457000000.0,2765329000000.0,3130903200000.0,2542891400000.0,2713534600000.0,2833090600000.0,2557107500000.0,2338054500000.0
2062.0,2297064600000.0,2773611200000.0,2684973700000.0,2441488400000.0,2754811500000.0,3136682200000.0,2511062200000.0,2691191300000.0,2831953000000.0,2537903600000.0,2311964300000.0
2063.0,2269397400000.0,2759509400000.0,2677738800000.0,2418742100000.0,2733708400000.0,3131186300000.0,2482541700000.0,2679127100000.0,2804107700000.0,2510058000000.0,2290640000000.0
2064.0,2235560400000.0,2745481300000.0,2657219800000.0,2390729000000.0,2721839000000.0,3139782000000.0,2461555800000.0,2668574800000.0,2790920600000.0,2486310800000.0,2266266600000.0
2065.0,2211025800000.0,2735837000000.0,2644165300000.0,2363948500000.0,2709185600000.0,3128836800000.0,2431042000000.0,2656779400000.0,2766554500000.0,2466351400000.0,2243075000000.0
2066.0,2171814000000.0,2721945200000.0,2637061700000.0,2330263800000.0,2698580600000.0,3116709200000.0,2395989000000.0,2636966000000.0,2748199200000.0,2440725500000.0,2223708600000.0
2067.0,2135812900000.0,2715039000000.0,2625725000000.0,2301060200000.0,2694259100000.0,3116429000000.0,2371882000000.0,2617225200000.0,2732641500000.0,2422701000000.0,2208361600000.0
2068.0,2107301600000.0,2704655000000.0,2598396800000.0,2271985500000.0,2675382400000.0,3117434800000.0,2351117600000.0,2596482300000.0,2722931000000.0,2396311500000.0,2189981600000.0
2069.0,2081271400000.0,2694659000000.0,2577771500000.0,2254807800000.0,2668007500000.0,3099134800000.0,2329947100000.0,2584630300000.0,2709801100000.0,2373528600000.0,2175142700000.0
2070.0,2051298200000.0,2681350400000.0,2555766600000.0,2233785600000.0,2650439400000.0,3099813500000.0,2307219800000.0,2562579800000.0,2702364000000.0,2348284000000.0,2152566200000.0
2071.0,2021578000000.0,2667971300000.0,2533440000000.0,2202708200000.0,2642425400000.0,3104957500000.0,2290504400000.0,2543750700000.0,2699731400000.0,2319237800000.0,2122331500000.0
2072.0,1990126700000.0,2659282800000.0,2513257000000.0,2176423600000.0,2626213400000.0,3117990800000.0,2272415200000.0,2530407400000.0,2693316000000.0,2295918500000.0,2104300400000.0
2073.0,1968757100000.0,2654507600000.0,2493184700000.0,2157966500000.0,2601041800000.0,3133668300000.0,2250557400000.0,2505333800000.0,2677932800000.0,2272847700000.0,2086582400000.0
2074.0,1944185700000.0,2647224700000.0,2478706300000.0,2136609000000.0,2586085000000.0,3151458500000.0,2241822000000.0,2490540000000.0,2664424800000.0,2248762200000.0,2076476800000.0
2075.0,1920279200000.0,2634172600000.0,2466894000000.0,2117581900000.0,2565651000000.0,3165069500000.0,2224047800000.0,2465965800000.0,2648239000000.0,2225533000000.0,2051163300000.0
2076.0,1894155800000.0,2631476700000.0,2450435000000.0,2098763400000.0,2543034000000.0,3171371200000.0,2212834000000.0,2439660400000.0,2636352000000.0,2202465200000.0,2035242600000.0
2077.0,1877630600000.0,2619975400000.0,2436171800000.0,2071220300000.0,2517830500000.0,3169989000000.0,2194981900000.0,2424164600000.0,2625068600000.0,2188937300000.0,2012015100000.0
2078.0,1865123000000.0,2614517600000.0,2421671000000.0,2056122100000.0,2499913400000.0,3170754400000.0,2172873300000.0,2406826400000.0,2622443700000.0,2176776700000.0,1994160000000.0
2079.0,1842042100000.0,2608955700000.0,2400475000000.0,2034425300000.0,2485533500000.0,3162350300000.0,2149539100000.0,2389923000000.0,2607370500000.0,2158417500000.0,1973379800000.0
2080.0,1823357000000.0,2602300300000.0,2381460300000.0,2001897800000.0,2458913600000.0,3158766500000.0,2136716100000.0,2368104800000.0,2600303600000.0,2144319400000.0,1946459000000.0
2081.0,1804564800000.0,2602435000000.0,2369817700000.0,1968225500000.0,2441351000000.0,3163106600000.0,2121187200000.0,2354700000000.0,2590746300000.0,2130412600000.0,1923555700000.0
2082.0,1787633700000.0,2592819600000.0,2362830700000.0,1941991800000.0,2430441600000.0,3171199200000.0,2097284100000.0,2335668700000.0,2581347700000.0,2108232800000.0,1900351200000.0
2083.0,1764450900000.0,2583230000000.0,2352692300000.0,1918879400000.0,2419158700000.0,3169852600000.0,2072794600000.0,2320423000000.0,2573650400000.0,2087542300000.0,1873880200000.0
2084.0,1744099100000.0,2569489600000.0,2337671200000.0,1893032500000.0,2397846000000.0,3162509000000.0,2065341500000.0,2306480000000.0,2558617200000.0,2057763400000.0,1855756600000.0
2085.0,1732010000000.0,2567305000000.0,2324952300000.0,1878257700000.0,2384949700000.0,3162309700000.0,2050909100000.0,2287437600000.0,2554329300000.0,2038936800000.0,1842860500000.0
2086.0,1712455200000.0,2561898400000.0,2311160900000.0,1860455100000.0,2368646200000.0,3167089600000.0,2027522900000.0,2270338500000.0,2542136000000.0,2022904200000.0,1827188800000.0
2087.0,1692075200000.0,2557567600000.0,2302079700000.0,1834505200000.0,2356849100000.0,3161802700000.0,2012098900000.0,2255469400000.0,2530039300000.0,2013463600000.0,1808125300000.0
2088.0,1665727100000.0,2559376000000.0,2284015300000.0,1817349600000.0,2344678900000.0,3168724000000.0,1985335000000.0,2243117700000.0,2523174000000.0,1996302600000.0,1792834300000.0
2089.0,1651435600000.0,2550489700000.0,2275559300000.0,1796804200000.0,2323072000000.0,3151565200000.0,1958658000000.0,2226794300000.0,2514106400000.0,1976586300000.0,1784399300000.0
2090.0,1632649300000.0,2546072800000.0,2261510500000.0,1778937100000.0,2307680400000.0,3151289600000.0,1933573900000.0,2209486200000.0,2506117600000.0,1951197000000.0,1773279100000.0
2091.0,1606322500000.0,2549056300000.0,2242771700000.0,1763409000000.0,2290980500000.0,3145280000000.0,1919018300000.0,2183803800000.0,2486377400000.0,1925740500000.0,1750913900000.0
2092.0,1583114600000.0,2543908300000.0,2230897300000.0,1738630000000.0,2271097400000.0,3136710800000.0,1892558400000.0,2165621400000.0,2477989300000.0,1914331600000.0,1732487700000.0
2093.0,1562845800000.0,2538478800000.0,2219914800000.0,1714683200000.0,2257590400000.0,3129559000000.0,1880824500000.0,2148609000000.0,2472244700000.0,1899048200000.0,1717389400000.0
2094.0,1539462900000.0,2530179500000.0,2204682200000.0,1696683700000.0,2243028600000.0,3121456300000.0,1856100000000.0,2135799200000.0,2467095400000.0,1886957500000.0,1694909600000.0
2095.0,1524262200000.0,2519244500000.0,2189960800000.0,1671888100000.0,2235244000000.0,3113591200000.0,1834135700000.0,2119999200000.0,2459220600000.0,1863800500000.0,1675754900000.0
2096.0,1514731300000.0,2498635000000.0,2182553800000.0,1654979300000.0,2220284200000.0,3102875300000.0,1804215800000.0,2106790900000.0,2448907000000.0,1847421600000.0,1663000400000.0
2097.0,1499205900000.0,2487608400000.0,2170750100000.0,1627456700000.0,2208087000000.0,3114670000000.0,1785097000000.0,2091526900000.0,2445533200000.0,1832318100000.0,1643897300000.0
2098.0,1477884000000.0,2468929900000.0,2158208200000.0,1616853000000.0,2193994800000.0,3121915000000.0,1772130100000.0,2074780900000.0,2439854700000.0,1823639900000.0,1627180500000.0
2099.0,1456965600000.0,2457663700000.0,2145303900000.0,1600243400000.0,2187251800000.0,3125245600000.0,1752520300000.0,2053612900000.0,2436341000000.0,1808705000000.0,1606482500000.0
2100.0,1439909300000.0,2446974000000.0,2137448100000.0,1579891000000.0,2175653500000.0,3140472300000.0,1737765700000.0,2040166100000.0,2418738700000.0,1793710800000.0,1591211500000.0
