time,CNRM-CM5,GISS-E2-R,MPI-ESM-LR,GFDL-CM3,IPSL-CM5A-LR,CCSM4,CESM1-CAM5,GFDL-ESM2G,CSIRO-MK3-6-0,CANESM2,NORESM1-M
2018.0,3480095800000.0,3480095800000.0,3480095800000.0,3480095800000.0,3480095800000.0,3480095800000.0,3480095800000.0,3480095800000.0,3480095800000.0,3480095800000.0,3480095800000.0
2019.0,3475432300000.0,3475432300000.0,3475432300000.0,3475432300000.0,3475432300000.0,3475432300000.0,3475432300000.0,3475432300000.0,3475432300000.0,3475432300000.0,3475432300000.0
2020.0,3452667200000.0,3452667200000.0,3452667200000.0,3452667200000.0,3452667200000.0,3452667200000.0,3452667200000.0,3452667200000.0,3452667200000.0,3452667200000.0,3452667200000.0
2021.0,3438383000000.0,3434257000000.0,3435122700000.0,3431367200000.0,3446223000000.0,3436628700000.0,3426545300000.0,3440431600000.0,3436069000000.0,3439200800000.0,3438909300000.0
2022.0,3417251800000.0,3430296300000.0,3429148000000.0,3412201000000.0,3441370900000.0,3421766400000.0,3418013600000.0,3427429500000.0,3430530000000.0,3430952700000.0,3431201800000.0
2023.0,3405486000000.0,3416880600000.0,3419108300000.0,3397787000000.0,3428158300000.0,3402506200000.0,3400849000000.0,3413680600000.0,3420750300000.0,3427746000000.0,3430078200000.0
2024.0,3390019500000.0,3403166500000.0,3412556500000.0,3376576500000.0,3408677300000.0,3383611600000.0,3376009400000.0,3410081300000.0,3416089400000.0,3412577000000.0,3432021500000.0
2025.0,3384411700000.0,3387096300000.0,3402028800000.0,3349720900000.0,3400448000000.0,3372541500000.0,3346458700000.0,3398206500000.0,3389370700000.0,3393519600000.0,3424075000000.0
2026.0,3374534600000.0,3370173900000.0,3384211400000.0,3330496500000.0,3385589800000.0,3351440500000.0,3318888300000.0,3394572000000.0,3356410500000.0,3379353400000.0,3415183000000.0
2027.0,3354752700000.0,3361984200000.0,3372272300000.0,3302202000000.0,3366215700000.0,3321874000000.0,3291273500000.0,3390697600000.0,3334124600000.0,3357464600000.0,3405611500000.0
2028.0,3351946000000.0,3348580800000.0,3354748800000.0,3274051700000.0,3336126600000.0,3307715400000.0,3269328400000.0,3382794300000.0,3313303800000.0,3352744000000.0,3402927700000.0
2029.0,3334642000000.0,3319659500000.0,3330370400000.0,3262184200000.0,3326970000000.0,3281351300000.0,3242761400000.0,3379134000000.0,3312619000000.0,3324582600000.0,3368155300000.0
2030.0,3327019700000.0,3301682400000.0,3310157800000.0,3247880800000.0,3308544900000.0,3263223300000.0,3205710700000.0,3372799800000.0,3314803500000.0,3288690900000.0,3350939800000.0
2031.0,3318489000000.0,3289669000000.0,3301966600000.0,3232427000000.0,3292826400000.0,3230135200000.0,3180927600000.0,3372335800000.0,3316485000000.0,3269044500000.0,3339032500000.0
2032.0,3310805600000.0,3277432300000.0,3287710200000.0,3208570700000.0,3275965600000.0,3204528700000.0,3154242700000.0,3363935400000.0,3330192200000.0,3255700300000.0,3327439700000.0
2033.0,3297073200000.0,3256954700000.0,3270900700000.0,3174423600000.0,3245905800000.0,3176867600000.0,3133942500000.0,3346156000000.0,3327242000000.0,3243201500000.0,3306552000000.0
2034.0,3279627000000.0,3248402200000.0,3257081500000.0,3156027000000.0,3230213900000.0,3159266200000.0,3097922400000.0,3333548000000.0,3307838400000.0,3215326700000.0,3293313800000.0
2035.0,3268449700000.0,3220051900000.0,3237367300000.0,3127450500000.0,3202550300000.0,3153154300000.0,3072657000000.0,3313302000000.0,3300033800000.0,3199161000000.0,3298743300000.0
2036.0,3249811000000.0,3204263700000.0,3218115700000.0,3091609200000.0,3186772100000.0,3129815000000.0,3057367000000.0,3292976400000.0,3302726300000.0,3184097500000.0,3291665100000.0
2037.0,3247708600000.0,3199533300000.0,3203416000000.0,3061856900000.0,3176347700000.0,3099150300000.0,3030256000000.0,3285434800000.0,3311064000000.0,3169444200000.0,3269142800000.0
2038.0,3242928000000.0,3184948700000.0,3182166300000.0,3031846400000.0,3142882200000.0,3082777500000.0,3006807400000.0,3290060800000.0,3309229600000.0,3151548400000.0,3252598300000.0
2039.0,3231678500000.0,3173162400000.0,3156360600000.0,3012580300000.0,3123312300000.0,3066175000000.0,2990340800000.0,3279439000000.0,3311517000000.0,3141527100000.0,3240979600000.0
2040.0,3212368700000.0,3164581100000.0,3144467300000.0,2993529600000.0,3096061100000.0,3045999000000.0,2966277300000.0,3260595000000.0,3317371000000.0,3116738300000.0,3227506200000.0
2041.0,3198517200000.0,3151679200000.0,3137801300000.0,2962973300000.0,3071105000000.0,3012829600000.0,2942417500000.0,3248657300000.0,3316804200000.0,3119093000000.0,3222505300000.0
2042.0,3179049600000.0,3133236300000.0,3121980000000.0,2935435800000.0,3047762000000.0,3000737000000.0,2907711000000.0,3241804600000.0,3315124100000.0,3098969400000.0,3209958500000.0
2043.0,3165194000000.0,3118387700000.0,3100580200000.0,2906687500000.0,3023068000000.0,2974704000000.0,2887840400000.0,3232403000000.0,3306042700000.0,3075806000000.0,3197856600000.0
2044.0,3158250400000.0,3103518600000.0,3084798000000.0,2881696600000.0,2998085600000.0,2943835200000.0,2874895200000.0,3226044500000.0,3299798400000.0,3051579200000.0,3183502700000.0
2045.0,3131051000000.0,3079683000000.0,3072950800000.0,2853520000000.0,2973027000000.0,2917363400000.0,2856929700000.0,3208657200000.0,3297861000000.0,3037817000000.0,3162194800000.0
2046.0,3109273200000.0,3067868600000.0,3059961000000.0,2813077700000.0,2947493000000.0,2894031500000.0,2832374000000.0,3203884600000.0,3290614200000.0,3020467500000.0,3158233800000.0
2047.0,3094332600000.0,3048362200000.0,3033655100000.0,2789927600000.0,2921165500000.0,2865275000000.0,2807781000000.0,3192043600000.0,3285200700000.0,2993148100000.0,3154214400000.0
2048.0,3092929300000.0,3024945200000.0,3021276400000.0,2761805800000.0,2902247000000.0,2833689000000.0,2786900600000.0,3182337500000.0,3279162700000.0,2969818000000.0,3135138400000.0
2049.0,3073218700000.0,3000920200000.0,2994516800000.0,2739351800000.0,2876120800000.0,2810450800000.0,2761403400000.0,3170401800000.0,3271795400000.0,2955572000000.0,3119221300000.0
2050.0,3055057600000.0,2983008700000.0,2968948000000.0,2710262000000.0,2852801200000.0,2794577500000.0,2734733000000.0,3161528700000.0,3263098500000.0,2945891000000.0,3104539100000.0
2051.0,3048617800000.0,2975538600000.0,2953765000000.0,2688317400000.0,2828227300000.0,2780569500000.0,2724204000000.0,3136151400000.0,3267636200000.0,2934898000000.0,3087601000000.0
2052.0,3035175300000.0,2956591000000.0,2926212300000.0,2656178300000.0,2805539500000.0,2758577000000.0,2701661600000.0,3122999600000.0,3275283000000.0,2923304000000.0,3080902100000.0
2053.0,3018792400000.0,2958413000000.0,2910942100000.0,2633031200000.0,2777592000000.0,2737178400000.0,2683200900000.0,3107062500000.0,3267654600000.0,2899736500000.0,3053625500000.0
2054.0,3010168400000.0,2947018000000.0,2891072000000.0,2590215000000.0,2758074200000.0,2716004000000.0,2658717100000.0,3097117600000.0,3264465900000.0,2872303200000.0,3040430300000.0
2055.0,2996496000000.0,2928495000000.0,2871630800000.0,2558014500000.0,2742601000000.0,2698146700000.0,2640821400000.0,3096111200000.0,3260876000000.0,2841805800000.0,3032422500000.0
2056.0,2976413600000.0,2915776900000.0,2854813400000.0,2530017300000.0,2720793400000.0,2680768400000.0,2616403400000.0,3091410200000.0,3269072300000.0,2817343400000.0,3009347800000.0
2057.0,2956054200000.0,2900834400000.0,2837259000000.0,2517791000000.0,2685662400000.0,2662489000000.0,2599986100000.0,3094779500000.0,3269206000000.0,2794482000000.0,2990082600000.0
2058.0,2949598700000.0,2877946300000.0,2825705800000.0,2501402700000.0,2670205000000.0,2645507000000.0,2572387400000.0,3084913000000.0,3281630000000.0,2781909400000.0,2973810800000.0
2059.0,2929305800000.0,2882708400000.0,2814725000000.0,2489620400000.0,2652814400000.0,2635845600000.0,2549530800000.0,3074610200000.0,3290762300000.0,2748869000000.0,2950132100000.0
2060.0,2909656800000.0,2874725000000.0,2807187000000.0,2469169200000.0,2644999100000.0,2623836000000.0,2519117000000.0,3056485000000.0,3298912400000.0,2725279200000.0,2929564300000.0
2061.0,2905547000000.0,2877374000000.0,2781807000000.0,2447591300000.0,2618320200000.0,2623866700000.0,2490842500000.0,3050954600000.0,3293977000000.0,2702737000000.0,2898541700000.0
2062.0,2886553800000.0,2872726800000.0,2767993000000.0,2429563700000.0,2583823600000.0,2615113200000.0,2467031200000.0,3045415500000.0,3298780800000.0,2675539000000.0,2880827000000.0
2063.0,2867737400000.0,2869053000000.0,2752266400000.0,2419331700000.0,2561399300000.0,2595107000000.0,2434860000000.0,3043467200000.0,3294581800000.0,2652265500000.0,2877676800000.0
2064.0,2856762000000.0,2873722400000.0,2741288300000.0,2403746200000.0,2535540700000.0,2581811200000.0,2414565400000.0,3038626200000.0,3292679000000.0,2623293400000.0,2865960000000.0
2065.0,2836460000000.0,2862653000000.0,2725635700000.0,2383743000000.0,2513309000000.0,2572926000000.0,2396234400000.0,3022413600000.0,3300599500000.0,2612988500000.0,2845867000000.0
2066.0,2830669700000.0,2849944400000.0,2714719700000.0,2366361000000.0,2483420700000.0,2561746000000.0,2367214300000.0,3002701200000.0,3309237400000.0,2596482000000.0,2828583600000.0
2067.0,2831244600000.0,2848870400000.0,2704141000000.0,2353804300000.0,2454183500000.0,2547238000000.0,2344140400000.0,2998853200000.0,3314957400000.0,2586529000000.0,2811005000000.0
2068.0,2813035000000.0,2856504000000.0,2674549000000.0,2325852700000.0,2417850600000.0,2526710600000.0,2318210000000.0,2994941700000.0,3307811400000.0,2559634600000.0,2794664200000.0
2069.0,2801321600000.0,2838340300000.0,2656103600000.0,2299654600000.0,2395764700000.0,2513693800000.0,2301577000000.0,2987987000000.0,3318541700000.0,2552391300000.0,2779039700000.0
2070.0,2793933400000.0,2841425700000.0,2640348200000.0,2278843000000.0,2365414200000.0,2504855700000.0,2279571000000.0,2983838000000.0,3306355700000.0,2546143300000.0,2764546500000.0
2071.0,2781604500000.0,2828087600000.0,2630184300000.0,2258374200000.0,2342146300000.0,2492214300000.0,2255779500000.0,2987673800000.0,3306868000000.0,2528043300000.0,2753738600000.0
2072.0,2775849000000.0,2830526800000.0,2624773700000.0,2234255100000.0,2315185000000.0,2481899200000.0,2238686400000.0,2982133000000.0,3301261000000.0,2510283600000.0,2750176600000.0
2073.0,2765300400000.0,2829848200000.0,2613108000000.0,2214486600000.0,2297715500000.0,2465484200000.0,2216381000000.0,2977611600000.0,3304178000000.0,2499848200000.0,2742945000000.0
2074.0,2764215200000.0,2822416600000.0,2611467500000.0,2188724300000.0,2273695500000.0,2455114600000.0,2190416700000.0,2978664700000.0,3301518900000.0,2473190800000.0,2736841800000.0
2075.0,2761650900000.0,2814733200000.0,2596639000000.0,2166153700000.0,2254639000000.0,2449775300000.0,2163493700000.0,2973214700000.0,3304412000000.0,2451737100000.0,2729593000000.0
2076.0,2761731300000.0,2812590000000.0,2586312200000.0,2145760300000.0,2234259000000.0,2435896000000.0,2144067000000.0,2970349700000.0,3309345700000.0,2431111400000.0,2707660200000.0
2077.0,2745271800000.0,2808373000000.0,2583933500000.0,2119447100000.0,2214737500000.0,2420241600000.0,2126084800000.0,2970225000000.0,3315867600000.0,2403106800000.0,2694058000000.0
2078.0,2738975700000.0,2806863400000.0,2582432200000.0,2097100200000.0,2202471200000.0,2403317600000.0,2107862400000.0,2975379500000.0,3314922300000.0,2388386400000.0,2678047400000.0
2079.0,2732517000000.0,2817124700000.0,2572871300000.0,2080409400000.0,2179360800000.0,2391587700000.0,2088194500000.0,2976711400000.0,3307748200000.0,2365846700000.0,2668810700000.0
2080.0,2720425800000.0,2821049300000.0,2561998800000.0,2071606900000.0,2166366900000.0,2378128400000.0,2063667400000.0,2976338100000.0,3312516900000.0,2334790500000.0,2658049200000.0
2081.0,2705172200000.0,2820237700000.0,2546350700000.0,2051446500000.0,2147580400000.0,2369493400000.0,2053820600000.0,2980769400000.0,3324315400000.0,2313854400000.0,2644991000000.0
2082.0,2696823400000.0,2813437400000.0,2534663800000.0,2035606200000.0,2134570700000.0,2353702400000.0,2038132600000.0,2979862400000.0,3297632300000.0,2290162300000.0,2639430700000.0
2083.0,2688661800000.0,2806729400000.0,2519382000000.0,2025597600000.0,2116985200000.0,2340199900000.0,2020128500000.0,2978754300000.0,3284993300000.0,2272085400000.0,2626951800000.0
2084.0,2693151300000.0,2797909800000.0,2503926000000.0,2003044500000.0,2091916000000.0,2335394500000.0,2004212100000.0,2977621900000.0,3272762500000.0,2263501000000.0,2610423000000.0
2085.0,2688174800000.0,2791851000000.0,2492889300000.0,1984227600000.0,2069987000000.0,2328183700000.0,1991910100000.0,2977973100000.0,3272472000000.0,2250957000000.0,2586306400000.0
2086.0,2671654500000.0,2782458500000.0,2483300300000.0,1965162400000.0,2052212300000.0,2313653600000.0,1978996400000.0,2974808000000.0,3264474300000.0,2232961500000.0,2557713600000.0
2087.0,2667720700000.0,2788564700000.0,2470936000000.0,1952804000000.0,2030370200000.0,2303102600000.0,1968792100000.0,2978418300000.0,3251959500000.0,2216974600000.0,2543594800000.0
2088.0,2666059500000.0,2787777700000.0,2467069700000.0,1938171600000.0,2014334800000.0,2287766000000.0,1954254200000.0,2978850800000.0,3249222000000.0,2205666500000.0,2528685600000.0
2089.0,2658892800000.0,2778329300000.0,2463291400000.0,1924118200000.0,2001047800000.0,2276839400000.0,1945423700000.0,2978993000000.0,3234215200000.0,2194610600000.0,2506769800000.0
2090.0,2663935600000.0,2777238200000.0,2453819600000.0,1907550300000.0,1990398200000.0,2265044000000.0,1941533900000.0,2976117700000.0,3228310000000.0,2174312000000.0,2487631000000.0
2091.0,2662543000000.0,2772033900000.0,2441062000000.0,1897461800000.0,1969267000000.0,2253902800000.0,1932154200000.0,2968748800000.0,3208560800000.0,2158483100000.0,2467335500000.0
2092.0,2661128300000.0,2771865300000.0,2434810800000.0,1888798600000.0,1948113700000.0,2238944600000.0,1922148000000.0,2967523800000.0,3183406000000.0,2139591300000.0,2461162500000.0
2093.0,2661739100000.0,2765366000000.0,2427956500000.0,1869266400000.0,1932743400000.0,2216712000000.0,1911946700000.0,2962774000000.0,3171832800000.0,2116871800000.0,2444108800000.0
2094.0,2660900000000.0,2756947500000.0,2415633600000.0,1853815100000.0,1920037200000.0,2205246600000.0,1899678000000.0,2964553500000.0,3169146400000.0,2100606800000.0,2427087700000.0
2095.0,2656287600000.0,2763520200000.0,2408305400000.0,1842555000000.0,1915505600000.0,2188111600000.0,1884906200000.0,2957741000000.0,3166543500000.0,2088441000000.0,2408735800000.0
2096.0,2643372500000.0,2753147200000.0,2392109600000.0,1822937400000.0,1902275100000.0,2173237700000.0,1876893500000.0,2955191300000.0,3162475600000.0,2073160500000.0,2400778000000.0
2097.0,2629308000000.0,2751482800000.0,2389940600000.0,1805701500000.0,1885827000000.0,2161466900000.0,1873458400000.0,2953496000000.0,3154957600000.0,2061305200000.0,2394745000000.0
2098.0,2615822500000.0,2749677700000.0,2382341900000.0,1800966600000.0,1869813300000.0,2152082800000.0,1861415700000.0,2952990600000.0,3148346000000.0,2047928700000.0,2387640000000.0
2099.0,2617336400000.0,2742834200000.0,2373164500000.0,1787802600000.0,1859924500000.0,2132111400000.0,1848721100000.0,2953129000000.0,3133754800000.0,2032882700000.0,2381626700000.0
2100.0,2614284500000.0,2744828800000.0,2368503300000.0,1771946800000.0,1846452300000.0,2124180000000.0,1836069700000.0,2944095700000.0,3129788300000.0,2015513500000.0,2364875500000.0
