time,IPSL-CM5A-LR,CSIRO-MK3-6-0,NORESM1-M,CCSM4,GFDL-ESM2G,CESM1-CAM5,GFDL-CM3,GISS-E2-R
2028.0,40097247000.0,40322367000.0,40152785000.0,40250114000.0,40297400000.0,39943040000.0,39938515000.0,40408715000.0
2029.0,40096612000.0,40417575000.0,40104477000.0,40201503000.0,40349094000.0,39827034000.0,39848660000.0,40344187000.0
2030.0,39982723000.0,40295070000.0,40062865000.0,40145410000.0,40317383000.0,39734160000.0,39775343000.0,40338276000.0
2031.0,39939125000.0,40211046000.0,40017388000.0,40206758000.0,40209715000.0,39615840000.0,39672893000.0,40245880000.0
2032.0,39847424000.0,40217190000.0,39960570000.0,40094536000.0,40158814000.0,39511052000.0,39552754000.0,40245326000.0
2033.0,39756722000.0,40135037000.0,39924085000.0,40139010000.0,40204230000.0,39399023000.0,39453380000.0,40180520000.0
2034.0,39691900000.0,40063996000.0,39865385000.0,40013246000.0,40230277000.0,39260380000.0,39320654000.0,40103750000.0
2035.0,39597945000.0,40006152000.0,39789478000.0,39956850000.0,40250946000.0,39107203000.0,39186883000.0,40190145000.0
2036.0,39495500000.0,39976415000.0,39713200000.0,39956423000.0,40174477000.0,38991315000.0,39006745000.0,40144785000.0
2037.0,39390390000.0,39946880000.0,39664296000.0,39882244000.0,40017740000.0,38807240000.0,38815480000.0,40019153000.0
2038.0,39309672000.0,39883665000.0,39580900000.0,40048710000.0,39908110000.0,38634430000.0,38655980000.0,39954166000.0
2039.0,39170180000.0,40072980000.0,39630352000.0,39795507000.0,39878500000.0,38437265000.0,38453610000.0,39908192000.0
2040.0,39058264000.0,39826838000.0,39471116000.0,39764906000.0,39810744000.0,38250525000.0,38297200000.0,39844750000.0
2041.0,39043957000.0,39723830000.0,39335240000.0,39717790000.0,39753630000.0,38027915000.0,38095245000.0,39780850000.0
2042.0,38899507000.0,39667900000.0,39249980000.0,39594615000.0,39665940000.0,37830128000.0,37877490000.0,39903396000.0
2043.0,38764802000.0,39600360000.0,39147950000.0,39534140000.0,39640715000.0,37597876000.0,37663200000.0,39757380000.0
2044.0,38742700000.0,39518573000.0,39044014000.0,39450767000.0,39615046000.0,37378355000.0,37456265000.0,39627300000.0
2045.0,38580503000.0,39437580000.0,38939156000.0,39364256000.0,39552754000.0,37116190000.0,37218877000.0,39534682000.0
2046.0,38435865000.0,39352980000.0,38810403000.0,39275053000.0,39552442000.0,36843870000.0,36962550000.0,39554270000.0
2047.0,38326977000.0,39444510000.0,38685650000.0,39303614000.0,39579890000.0,36485420000.0,36767670000.0,39395672000.0
2048.0,38166940000.0,39260560000.0,38541017000.0,39137870000.0,39621177000.0,36152754000.0,36485290000.0,39345630000.0
2049.0,37984866000.0,39198980000.0,38450364000.0,39035590000.0,39515890000.0,35849940000.0,36209783000.0,39230110000.0
2050.0,37811180000.0,39072830000.0,38320853000.0,38920530000.0,39356035000.0,35533690000.0,35952566000.0,39163120000.0
2051.0,37662683000.0,39057633000.0,38212383000.0,38891885000.0,39241667000.0,35131690000.0,35633920000.0,39055647000.0
2052.0,37446627000.0,38933512000.0,38066610000.0,38734385000.0,39173018000.0,34726330000.0,35318723000.0,38986867000.0
2053.0,37318468000.0,38829253000.0,37896802000.0,38582630000.0,39049523000.0,34315796000.0,34978427000.0,38905135000.0
2054.0,37105990000.0,38717317000.0,37745897000.0,38427468000.0,39044030000.0,33974479000.0,34645820000.0,38847730000.0
2055.0,36931660000.0,38666945000.0,37577667000.0,38322455000.0,38885253000.0,33573040000.0,34290057000.0,38786340000.0
2056.0,36694270000.0,38534680000.0,37399056000.0,38176313000.0,38828870000.0,33117237000.0,33874584000.0,38713803000.0
2057.0,36508856000.0,38436660000.0,37181456000.0,38025937000.0,38883570000.0,32676065000.0,33498063000.0,38624740000.0
2058.0,36236923000.0,38325432000.0,36987396000.0,37918437000.0,38791420000.0,32319740000.0,33116723000.0,38491136000.0
2059.0,36037685000.0,38206657000.0,36807234000.0,37786444000.0,38680764000.0,31900402000.0,32679172000.0,38391546000.0
2060.0,35745935000.0,38181044000.0,36600040000.0,37617470000.0,38678090000.0,31428030000.0,32248545000.0,38287897000.0
2061.0,35459780000.0,38080147000.0,36368163000.0,37489455000.0,38583960000.0,30985976000.0,31876325000.0,38121520000.0
2062.0,35152765000.0,37991342000.0,36131790000.0,37303720000.0,38401830000.0,30495807000.0,31433185000.0,38133740000.0
2063.0,34847420000.0,38084100000.0,35885390000.0,37126038000.0,38266840000.0,30048582000.0,30954252000.0,37946974000.0
2064.0,34519347000.0,37791117000.0,35636777000.0,37012468000.0,38158275000.0,29646471000.0,30462010000.0,37839850000.0
2065.0,34236220000.0,37722046000.0,35378080000.0,36860420000.0,38056292000.0,29200622000.0,29907057000.0,37923080000.0
2066.0,33937950000.0,37528326000.0,35069235000.0,36648833000.0,38132593000.0,28729660000.0,29475019000.0,37703983000.0
2067.0,33688769000.0,37387244000.0,34799497000.0,36455535000.0,37937734000.0,28234630000.0,28998732000.0,37568344000.0
2068.0,33494720000.0,37299917000.0,34540847000.0,36283507000.0,37779767000.0,27758720000.0,28530469000.0,37431464000.0
2069.0,33189540000.0,37158117000.0,34320302000.0,36139905000.0,37631267000.0,27334484000.0,28122106000.0,37300080000.0
2070.0,32896010000.0,37008180000.0,34072175000.0,35952390000.0,37497120000.0,26803622000.0,27688333000.0,37130224000.0
2071.0,32610710000.0,36983706000.0,33726687000.0,35783393000.0,37378080000.0,26342177000.0,27263502000.0,36991394000.0
2072.0,32295895000.0,36775674000.0,33354609000.0,35574903000.0,37269850000.0,25923380000.0,26708224000.0,36824044000.0
2073.0,31937368000.0,36801008000.0,33030880000.0,35480318000.0,37157900000.0,25529500000.0,26155030000.0,36695007000.0
2074.0,31651207000.0,36554957000.0,32736700000.0,35346250000.0,37010952000.0,25120135000.0,25704670000.0,36565225000.0
2075.0,31274332000.0,36309852000.0,32386058000.0,35169784000.0,36848783000.0,24679836000.0,25160012000.0,36405903000.0
2076.0,31014945000.0,36144470000.0,31979358000.0,34948084000.0,36719542000.0,24342315000.0,24711230000.0,36294996000.0
2077.0,30822533000.0,36016288000.0,31598916000.0,34700595000.0,36593058000.0,23985820000.0,24201474000.0,36103350000.0
2078.0,30511575000.0,35805274000.0,31251472000.0,34466130000.0,36441043000.0,23575087000.0,23607738000.0,35930755000.0
2079.0,30155039000.0,35649190000.0,30923114000.0,34276033000.0,36306290000.0,23183477000.0,23128803000.0,35809070000.0
2080.0,29824498000.0,35461740000.0,30516513000.0,34138685000.0,36383340000.0,22708236000.0,22744568000.0,35621085000.0
2081.0,29457269000.0,35209077000.0,30138458000.0,33898768000.0,36142367000.0,22261279000.0,22209944000.0,35461116000.0
2082.0,29128020000.0,35013014000.0,29731506000.0,33715970000.0,35931357000.0,21915965000.0,21676399000.0,35334775000.0
2083.0,28725697000.0,34800886000.0,29291827000.0,33483751000.0,35791040000.0,21494716000.0,21098371000.0,35147820000.0
2084.0,28373043000.0,34613244000.0,28898666000.0,33227872000.0,35725386000.0,21000798000.0,20609536000.0,35101250000.0
2085.0,28071311000.0,34410287000.0,28519436000.0,32970550000.0,35612300000.0,20589634000.0,19932678000.0,34886110000.0
2086.0,27717575000.0,34201184000.0,28129778000.0,32709081000.0,35378910000.0,20216440000.0,19318127000.0,34892600000.0
2087.0,27361106000.0,33982691000.0,27748119000.0,32492710000.0,35225410000.0,19866487000.0,18766140000.0,34648162000.0
2088.0,26949308000.0,33733270000.0,27353448000.0,32246125000.0,35067730000.0,19479986000.0,18266704000.0,34414064000.0
2089.0,26522851000.0,33462470000.0,27057588000.0,32036844000.0,34888810000.0,18828622000.0,17853950000.0,34242734000.0
2090.0,26204363000.0,33269020000.0,26616609000.0,31809276000.0,34705097000.0,18295843000.0,17358832000.0,34027424000.0
2091.0,25825170000.0,33048402000.0,26098178000.0,31527750000.0,34506932000.0,17613550000.0,16913486000.0,33912250000.0
2092.0,25362354000.0,32847260000.0,25770224000.0,31220234000.0,34393973000.0,17227768000.0,16451020000.0,33715517000.0
2093.0,24977760000.0,32655047000.0,25357453000.0,30984456000.0,34255395000.0,16761091000.0,15933955000.0,33451920000.0
2094.0,24659034000.0,32398596000.0,24946258000.0,30733687000.0,34129760000.0,16233505000.0,15463325000.0,33264992000.0
2095.0,24411253000.0,32190663000.0,24611547000.0,30444683000.0,33981040000.0,15811567000.0,14965829000.0,33118069000.0
2096.0,24115012000.0,31932383000.0,24232352000.0,30180911000.0,33789930000.0,15419553000.0,14464136000.0,32945349000.0
2097.0,23766480000.0,31660425000.0,23730373000.0,29846170000.0,33660817000.0,14912373000.0,14075685000.0,32742074000.0
2098.0,23457483000.0,31330138000.0,23309892000.0,29680570000.0,33525828000.0,14508321000.0,13696211000.0,32518638000.0
2099.0,23181666000.0,31039144000.0,22994536000.0,29275564000.0,33298622000.0,14148200000.0,13292190000.0,32359420000.0
2100.0,22836044000.0,30745467000.0,22623220000.0,29027150000.0,33151474000.0,13663984000.0,12945200000.0,32198408000.0
