time,CESM2-WACCM,MIROC6,MPI-ESM1-2-HR,CNRM-CM6-1,KACE-1-0-G,IPSL-CM6A-LR,MRI-ESM2-0,EC-EARTH3,CANESM5,GFDL-ESM4,IITM-ESM,CNRM-ESM2-1,TAIESM1,UKESM1-0-LL
2016.0,2157378800.0,2157378800.0,2157378800.0,2157378800.0,2157378800.0,2157378800.0,2157378800.0,2157378800.0,2157378800.0,2157378800.0,2157378800.0,2157378800.0,2157378800.0,2157378800.0
2017.0,2131828600.0,2131828600.0,2131828600.0,2131828600.0,2131828600.0,2131828600.0,2131828600.0,2131828600.0,2131828600.0,2131828600.0,2131828600.0,2131828600.0,2131828600.0,2131828600.0
2018.0,2113159300.0,2113159300.0,2113159300.0,2113159300.0,2113159300.0,2113159300.0,2113159300.0,2113159300.0,2113159300.0,2113159300.0,2113159300.0,2113159300.0,2113159300.0,2113159300.0
2019.0,2104774800.0,2104774800.0,2104774800.0,2104774800.0,2104774800.0,2104774800.0,2104774800.0,2104774800.0,2104774800.0,2104774800.0,2104774800.0,2104774800.0,2104774800.0,2104774800.0
2020.0,2076257000.0,2076257000.0,2076257000.0,2076257000.0,2076257000.0,2076257000.0,2076257000.0,2076257000.0,2076257000.0,2076257000.0,2076257000.0,2076257000.0,2076257000.0,2076257000.0
2021.0,2019103000.0,2034210000.0,2034446500.0,2043363700.0,2053653600.0,2040464400.0,2045427800.0,2032641000.0,2025686700.0,2041392800.0,2024932700.0,2038586500.0,2026063900.0,2021493800.0
2022.0,1943458000.0,2006092800.0,2000453900.0,2008071200.0,2007609200.0,1981053200.0,2000324400.0,1993279400.0,1974318000.0,1996469400.0,2003336600.0,1995747800.0,1983350000.0,1966673700.0
2023.0,1866083800.0,1980811000.0,1957455700.0,1959758100.0,1966879500.0,1936140800.0,1965056600.0,1925501300.0,1911504600.0,1944961900.0,1969088300.0,1943769600.0,1941718500.0,1884820400.0
2024.0,1792235500.0,1952768000.0,1920690300.0,1921854500.0,1938160400.0,1886942300.0,1931460000.0,1885967400.0,1809941900.0,1908072200.0,1926795400.0,1913408500.0,1875500400.0,1810980000.0
2025.0,1692608000.0,1913150700.0,1877008000.0,1872908800.0,1895901800.0,1840343400.0,1884554000.0,1842836200.0,1719316400.0,1864072600.0,1875963800.0,1869010300.0,1803577200.0,1723121300.0
2026.0,1524674400.0,1869531400.0,1842499100.0,1807345900.0,1833534500.0,1766695200.0,1832216200.0,1765593000.0,1624029200.0,1799989200.0,1861415200.0,1812674700.0,1735642100.0,1629293400.0
2027.0,1397142500.0,1819675600.0,1798454000.0,1733407200.0,1763468700.0,1703423400.0,1784157400.0,1693225900.0,1496792600.0,1738409300.0,1808739200.0,1753781800.0,1672737300.0,1517611300.0
2028.0,1288138900.0,1775450800.0,1757622300.0,1672471400.0,1714455800.0,1640032000.0,1722781800.0,1620321700.0,1401862000.0,1683867300.0,1771263700.0,1685155600.0,1572839300.0,1373612300.0
2029.0,1171771500.0,1716753000.0,1728182100.0,1603931900.0,1657036500.0,1549719300.0,1648321400.0,1532900900.0,1315644300.0,1615703800.0,1734132500.0,1627752100.0,1468434700.0,1274300400.0
2030.0,1099306400.0,1633942400.0,1674723700.0,1513499800.0,1586861200.0,1460618100.0,1583384600.0,1460241800.0,1242224800.0,1526283600.0,1703927400.0,1577084800.0,1380186000.0,1210333300.0
2031.0,1032608600.0,1556204900.0,1609085000.0,1437473400.0,1530445800.0,1367570600.0,1508789100.0,1426617900.0,1179350100.0,1497758200.0,1679236600.0,1488235500.0,1310120300.0,1136393500.0
2032.0,970234400.0,1509008800.0,1538766100.0,1381639300.0,1464194800.0,1303947900.0,1434739600.0,1357161600.0,1105857200.0,1432740900.0,1642240800.0,1396273400.0,1239514600.0,1056140700.0
2033.0,918487300.0,1496636000.0,1481937900.0,1288867600.0,1399614800.0,1246608600.0,1340900900.0,1287209500.0,1040031400.0,1355360900.0,1619579300.0,1336473100.0,1163547500.0,1007030900.0
2034.0,886165700.0,1493327000.0,1440770600.0,1219148800.0,1336227800.0,1197735000.0,1277372000.0,1229150700.0,963876030.0,1295919200.0,1577411800.0,1266924800.0,1066206000.0,929992000.0
2035.0,838084700.0,1446558800.0,1369483600.0,1171216900.0,1281921300.0,1136404400.0,1235525800.0,1200318500.0,908070460.0,1256331100.0,1619590700.0,1252685400.0,962818240.0,856697600.0
2036.0,797929540.0,1411601900.0,1291879700.0,1101533800.0,1237504300.0,1095261700.0,1170443300.0,1153807100.0,869970500.0,1231573900.0,1549925200.0,1185054100.0,903303740.0,802259000.0
2037.0,758934600.0,1362018700.0,1244226300.0,1033031230.0,1187611500.0,1039486600.0,1103104900.0,1077766900.0,807107000.0,1185809300.0,1618768500.0,1111389300.0,842458800.0,760374850.0
2038.0,718525100.0,1335578600.0,1204544000.0,982865700.0,1122950300.0,1000294340.0,1041153700.0,1045423040.0,753505150.0,1138229100.0,1529230100.0,1076876900.0,768409860.0,718327800.0
2039.0,700986900.0,1319553400.0,1150754300.0,923292900.0,1069994500.0,951004000.0,988132800.0,1010606460.0,727403140.0,1103438600.0,1493115000.0,1016313600.0,693309250.0,658677570.0
2040.0,679934500.0,1303524700.0,1115402800.0,850684900.0,1005822000.0,915426600.0,936274240.0,955941760.0,674583300.0,1066979700.0,1493920100.0,942533900.0,637134600.0,617726000.0
2041.0,656920960.0,1260494200.0,1111166800.0,783406900.0,960119040.0,888368200.0,878767100.0,866701300.0,627465600.0,1034482300.0,1466718100.0,886699900.0,587413800.0,567846100.0
2042.0,626703740.0,1229552000.0,1095240300.0,785879900.0,905042500.0,858550300.0,835292700.0,781260300.0,597046900.0,1004762600.0,1429622900.0,852671940.0,536346340.0,522667550.0
2043.0,580511900.0,1208710500.0,1062557950.0,733654600.0,836905300.0,828539000.0,784500600.0,769304060.0,568552900.0,981753400.0,1408631000.0,791987460.0,503397540.0,487038720.0
2044.0,558203400.0,1187006100.0,1021507100.0,683208060.0,787708000.0,785633400.0,739761900.0,727535300.0,536385120.0,947750700.0,1367394800.0,734470460.0,477015140.0,446779400.0
2045.0,538994900.0,1153130800.0,999038900.0,667257860.0,742662100.0,732959550.0,709188400.0,680274750.0,492181500.0,909578900.0,1341517000.0,676836300.0,439254300.0,416108960.0
2046.0,504425600.0,1114102100.0,976088400.0,638377000.0,680104500.0,681862140.0,682660900.0,644415040.0,463831500.0,878671100.0,1290504000.0,626496900.0,406946400.0,392939360.0
2047.0,478838850.0,1061130800.0,961957060.0,601639000.0,638980540.0,641036350.0,648957300.0,582923600.0,425649860.0,859331840.0,1213325600.0,594821250.0,382068100.0,370193760.0
2048.0,459706700.0,1033185150.0,948554100.0,584873300.0,603191800.0,585920000.0,610741400.0,535400420.0,366152700.0,831831550.0,1140011300.0,557292350.0,363686700.0,345983100.0
2049.0,432401600.0,1002176800.0,918945000.0,558419460.0,566630400.0,535855260.0,592014200.0,540030000.0,345151300.0,786594900.0,1087868300.0,534981660.0,343529020.0,324377060.0
2050.0,398152450.0,960624400.0,879344960.0,529725980.0,537285760.0,499473340.0,569998100.0,511815600.0,321094750.0,733332200.0,994618000.0,500790340.0,316500600.0,314316860.0
2051.0,384733400.0,900617400.0,842455550.0,499743580.0,523780480.0,474849340.0,540260000.0,486039230.0,299463800.0,714583100.0,919548500.0,485172860.0,301357540.0,305050800.0
2052.0,374568060.0,860308700.0,815718000.0,473908220.0,495850400.0,454851620.0,529555260.0,453762620.0,279219330.0,680559170.0,836007300.0,464133250.0,294726850.0,284418240.0
2053.0,362762620.0,836925100.0,791631550.0,429658900.0,473998560.0,426941380.0,511664160.0,414976220.0,263696300.0,642281340.0,841164160.0,450109060.0,285355070.0,265440200.0
2054.0,351317860.0,813782500.0,757092700.0,411674800.0,464034660.0,406355070.0,489530660.0,405869470.0,252648930.0,610091000.0,781790660.0,444096770.0,274705920.0,256307890.0
2055.0,340205860.0,783221570.0,700745100.0,382683800.0,445816130.0,391893760.0,477098720.0,396248500.0,242047580.0,582217200.0,772550460.0,425383300.0,261812180.0,239453090.0
2056.0,330760960.0,756408300.0,660302600.0,352963700.0,421044380.0,377133950.0,457856350.0,385091100.0,231587920.0,548959800.0,763271300.0,412854720.0,249885380.0,217568200.0
2057.0,317249120.0,728103500.0,634064500.0,340019330.0,397907040.0,357665700.0,438707070.0,358276450.0,216478100.0,532812500.0,736210000.0,398918940.0,243296660.0,200834980.0
2058.0,302486200.0,695177150.0,603356200.0,335735140.0,368622340.0,342313900.0,423595970.0,343951840.0,204875970.0,510539600.0,698699650.0,390210000.0,235749550.0,182277890.0
2059.0,295758620.0,675912060.0,580782850.0,320512900.0,343158400.0,323133800.0,412976030.0,338298020.0,194597390.0,480382400.0,688282200.0,376045730.0,224496500.0,175062720.0
2060.0,287543680.0,665336100.0,569029300.0,300625150.0,314078800.0,306543700.0,397152450.0,325345730.0,179628770.0,453819170.0,677665340.0,358925440.0,208921250.0,166853250.0
2061.0,270189300.0,649244900.0,549236540.0,288512830.0,295993470.0,288903680.0,378553120.0,304700800.0,168070020.0,437975040.0,654313150.0,353631230.0,197993010.0,151595800.0
2062.0,251969380.0,640761150.0,519192580.0,276386720.0,277959780.0,277525700.0,368316670.0,298655140.0,152754420.0,415997400.0,640960400.0,340163740.0,184787310.0,143549330.0
2063.0,234078560.0,615494660.0,502325980.0,257687300.0,265168130.0,268311680.0,353393900.0,289772060.0,141781920.0,396170050.0,632715400.0,322344060.0,169767730.0,135479740.0
2064.0,216580240.0,593013440.0,486538500.0,248428800.0,254120860.0,255967020.0,341429380.0,274769150.0,134771140.0,383461730.0,614691600.0,298710200.0,160998620.0,127032490.0
2065.0,203977490.0,573229950.0,471934560.0,228671440.0,244291230.0,245729550.0,327685060.0,259412580.0,125862330.0,358570200.0,602101400.0,292898560.0,153115740.0,115240216.0
2066.0,183361310.0,566533200.0,444200700.0,211617660.0,242077780.0,235010610.0,309528160.0,252355180.0,117634410.0,346443700.0,590403300.0,274635260.0,145900740.0,101715530.0
2067.0,165741900.0,553207400.0,413896640.0,192641860.0,232663660.0,221489660.0,302278660.0,243154690.0,110041540.0,337895580.0,574175360.0,255203180.0,139833700.0,86868360.0
2068.0,156435950.0,534517660.0,396737200.0,172686930.0,226845970.0,210436700.0,289695900.0,224848530.0,99939410.0,320032480.0,571520100.0,234273200.0,131234640.0,79083960.0
2069.0,144144770.0,519208420.0,381059620.0,160985170.0,221283600.0,193075620.0,273499170.0,215325120.0,93709830.0,309435500.0,560824770.0,221453100.0,124523850.0,73846010.0
2070.0,135592480.0,504137060.0,365545540.0,149858800.0,214174930.0,177933420.0,265352720.0,211080420.0,84657064.0,293991040.0,552878200.0,204642620.0,119344650.0,69946620.0
2071.0,125197410.0,483366000.0,344276740.0,137036300.0,210111520.0,161471740.0,253452100.0,201647250.0,72221144.0,282013860.0,536076380.0,193210740.0,113588910.0,62414060.0
2072.0,115979890.0,469922100.0,329789980.0,127333990.0,198244960.0,146214560.0,240084860.0,187370020.0,64299070.0,272150940.0,531644800.0,174751630.0,104993540.0,58313560.0
2073.0,108031260.0,455057000.0,319543780.0,114196424.0,182754340.0,139685570.0,230104620.0,183956340.0,63329876.0,267027250.0,524144030.0,159772900.0,98683200.0,52808484.0
2074.0,100719770.0,435164300.0,305639170.0,105423940.0,178885060.0,131205910.0,217879940.0,178399570.0,56907430.0,254433520.0,558759100.0,147475150.0,93746820.0,50877876.0
2075.0,97177680.0,418675650.0,293494080.0,101047490.0,165452480.0,124700380.0,205560690.0,170423730.0,52772450.0,242014420.0,541202700.0,137394270.0,85483176.0,53266132.0
2076.0,88456470.0,400995260.0,284671970.0,93138470.0,154491820.0,120775976.0,197298500.0,158485980.0,50436870.0,232170340.0,527703520.0,128373630.0,81347200.0,49072504.0
2077.0,81932760.0,387974560.0,272973120.0,86070100.0,146629870.0,115385550.0,190739020.0,152966400.0,49460580.0,222868590.0,507827680.0,122888610.0,78894264.0,43954384.0
2078.0,75734510.0,379327330.0,266571060.0,79615660.0,140467540.0,111278210.0,182124260.0,148162300.0,46475310.0,213124420.0,497858560.0,113453870.0,76704720.0,41735520.0
2079.0,72347896.0,371634700.0,264121710.0,74057100.0,133629064.0,106514040.0,175941660.0,134969020.0,43727350.0,201464640.0,481284860.0,106007010.0,71554530.0,40237556.0
2080.0,68812300.0,360148350.0,256120220.0,69044904.0,125608250.0,102547280.0,170388270.0,123380590.0,42482990.0,193228860.0,465604640.0,96258060.0,69874936.0,38676188.0
2081.0,65746300.0,337517440.0,248563090.0,65659440.0,118211620.0,93763976.0,162195580.0,123253470.0,39943764.0,187715870.0,442144640.0,91696980.0,67616584.0,34517390.0
2082.0,61749324.0,320559940.0,241641310.0,61950430.0,113477160.0,83494510.0,155110610.0,118157860.0,36459340.0,177805230.0,420613000.0,83642664.0,61724244.0,31605776.0
2083.0,63665080.0,313074800.0,235401700.0,55865960.0,106436536.0,76640460.0,145089100.0,108700060.0,34589244.0,168216640.0,399798820.0,77142664.0,57189148.0,30426016.0
2084.0,58644950.0,299548770.0,222012370.0,53279588.0,97438120.0,69320200.0,138787550.0,102068750.0,32488482.0,163533500.0,381764600.0,73574860.0,55949732.0,27497472.0
2085.0,57201332.0,286248640.0,212808670.0,50596550.0,89630470.0,60742404.0,128656750.0,100052720.0,28533846.0,155607660.0,364961180.0,68237770.0,53228910.0,25541948.0
2086.0,55076310.0,274242340.0,201816580.0,46220844.0,84105784.0,58993490.0,120060820.0,96667740.0,26187382.0,150122530.0,360628860.0,64903948.0,50004612.0,24811426.0
2087.0,53162990.0,257509010.0,189259330.0,43082890.0,78910270.0,56366736.0,113801630.0,87452616.0,24970874.0,141990610.0,346263000.0,60135104.0,47445700.0,23962680.0
2088.0,50316844.0,249910290.0,177896860.0,41203720.0,76712584.0,52367856.0,107565150.0,79135256.0,23330978.0,135520510.0,338299420.0,57599050.0,45971344.0,23049644.0
2089.0,46625444.0,242545400.0,167782910.0,38635204.0,74342744.0,50522900.0,101527110.0,79185300.0,22035422.0,130862380.0,328510700.0,54936132.0,45106250.0,21182190.0
2090.0,42942196.0,232118370.0,164390860.0,34928680.0,72385380.0,48363372.0,100466360.0,76278776.0,21729106.0,123537660.0,321734800.0,54852036.0,43720470.0,19496488.0
2091.0,41332124.0,220397310.0,157031400.0,33593610.0,71345430.0,45439230.0,95221280.0,70557880.0,20593374.0,120453730.0,315128640.0,50694160.0,41263396.0,17639124.0
2092.0,38334292.0,214665260.0,151225100.0,31618484.0,68860056.0,43407660.0,92253896.0,66248084.0,18841158.0,115120216.0,304981120.0,48502040.0,38558116.0,16155516.0
2093.0,36312276.0,205221470.0,144347100.0,30163200.0,67965064.0,40833628.0,88327570.0,69066640.0,17611610.0,112761360.0,301649440.0,44856244.0,37054720.0,15532653.0
2094.0,35139930.0,196503300.0,141932060.0,27928284.0,66825636.0,39593344.0,87470376.0,66267110.0,17169726.0,107835500.0,294818600.0,41505430.0,35957788.0,14534101.0
2095.0,32760106.0,180552660.0,138481260.0,25708040.0,65013720.0,38335816.0,84813350.0,63549492.0,16303910.0,105315040.0,287608930.0,38752110.0,34806348.0,13732916.0
2096.0,30516072.0,169448600.0,134502640.0,23530782.0,63840580.0,36154820.0,83559950.0,60350292.0,14994736.0,101658000.0,288758100.0,35217060.0,33602800.0,12115413.0
2097.0,27520154.0,168028210.0,128390840.0,20774488.0,62921720.0,33965264.0,82386700.0,58979660.0,12643219.0,96616900.0,277392670.0,30910128.0,31475186.0,11399969.0
2098.0,25058658.0,161319580.0,120144200.0,17580176.0,60224108.0,32868230.0,79169080.0,58013344.0,12394302.0,96441340.0,270855840.0,28325424.0,30677228.0,11205057.0
2099.0,23332514.0,154686110.0,104301270.0,15910998.0,56764484.0,30984112.0,77936664.0,55654130.0,12299003.0,93076850.0,263703100.0,26004488.0,28783126.0,9980675.0
2100.0,22255818.0,148411800.0,95369620.0,14277490.0,52281310.0,29078438.0,75809370.0,53903076.0,10975463.0,88463680.0,266722560.0,24285962.0,27496590.0,9405411.0
