time,CCSM4,CANESM2,IPSL-CM5A-LR,MPI-ESM-LR,GISS-E2-R,GFDL-ESM2G,CSIRO-MK3-6-0,NORESM1-M,CNRM-CM5,CESM1-CAM5,GFDL-CM3
2012.0,2047172500.0,2047172500.0,2047172500.0,2047172500.0,2047172500.0,2047172500.0,2047172500.0,2047172500.0,2047172500.0,2047172500.0,2047172500.0
2013.0,2037956000.0,2037956000.0,2037956000.0,2037956000.0,2037956000.0,2037956000.0,2037956000.0,2037956000.0,2037956000.0,2037956000.0,2037956000.0
2014.0,2041383000.0,2041383000.0,2041383000.0,2041383000.0,2041383000.0,2041383000.0,2041383000.0,2041383000.0,2041383000.0,2041383000.0,2041383000.0
2015.0,2057318300.0,2057318300.0,2057318300.0,2057318300.0,2057318300.0,2057318300.0,2057318300.0,2057318300.0,2057318300.0,2057318300.0,2057318300.0
2016.0,2007733500.0,2007733500.0,2007733500.0,2007733500.0,2007733500.0,2007733500.0,2007733500.0,2007733500.0,2007733500.0,2007733500.0,2007733500.0
2017.0,1996571900.0,1996571900.0,1996571900.0,1996571900.0,1996571900.0,1996571900.0,1996571900.0,1996571900.0,1996571900.0,1996571900.0,1996571900.0
2018.0,1976256300.0,1976256300.0,1976256300.0,1976256300.0,1976256300.0,1976256300.0,1976256300.0,1976256300.0,1976256300.0,1976256300.0,1976256300.0
2019.0,1949224600.0,1949224600.0,1949224600.0,1949224600.0,1949224600.0,1949224600.0,1949224600.0,1949224600.0,1949224600.0,1949224600.0,1949224600.0
2020.0,1933861100.0,1933861100.0,1933861100.0,1933861100.0,1933861100.0,1933861100.0,1933861100.0,1933861100.0,1933861100.0,1933861100.0,1933861100.0
2021.0,1876532400.0,1897322100.0,1900933000.0,1883941100.0,1897948400.0,1900097000.0,1936975700.0,1929438100.0,1915377300.0,1942912500.0,1904272800.0
2022.0,1841243300.0,1845299300.0,1878523400.0,1845003300.0,1863404900.0,1861403800.0,1886348300.0,1896712600.0,2124846600.0,1883383000.0,1889965600.0
2023.0,1815779300.0,1817484200.0,1873048600.0,1884805600.0,1837912400.0,1840185600.0,1885774700.0,1879404200.0,1885108500.0,1852472300.0,1901265300.0
2024.0,1781557100.0,1793422000.0,1826000300.0,1846660900.0,1822906200.0,1822742900.0,1828949200.0,1863067500.0,1849089000.0,1814504000.0,1835425800.0
2025.0,1743403900.0,1777606700.0,1787950500.0,1786998400.0,1773820200.0,1848038400.0,1809689000.0,1806939500.0,1858563000.0,1863988200.0,1799337000.0
2026.0,1711134600.0,1738590500.0,1755294500.0,1744188000.0,1751094300.0,1803755800.0,1769673500.0,1799453200.0,1805481300.0,1746659200.0,1739644800.0
2027.0,2065410600.0,1705483800.0,1694524900.0,1700311700.0,1711723500.0,1760026900.0,1749363600.0,1751913100.0,1772119000.0,1695764200.0,1708108000.0
2028.0,1736826200.0,1660823000.0,1631406000.0,1682478700.0,1661665700.0,1730706400.0,1711976300.0,1779491000.0,1736258600.0,1631747000.0,1690191400.0
2029.0,1678784600.0,1692474100.0,1589877000.0,1676001500.0,1628290700.0,1684563000.0,1677809400.0,1663530500.0,1694548700.0,1583177300.0,1615348700.0
2030.0,1618822500.0,1608697200.0,1556898400.0,1637753300.0,1580583600.0,1652991900.0,1641780500.0,1614004500.0,1662186100.0,1544877700.0,1532887300.0
2031.0,1582684500.0,1573681400.0,1492805400.0,1593908900.0,1546773100.0,1624554200.0,1891731500.0,1568588900.0,1636117800.0,1565386800.0,1496712600.0
2032.0,1572021000.0,1494173200.0,1461262000.0,1545988600.0,1503352000.0,1631130400.0,1670047200.0,1522807300.0,1649065700.0,1485866600.0,1437200400.0
2033.0,1524543900.0,1443758700.0,1416881300.0,1600868900.0,1472651600.0,1546025700.0,1626536800.0,1486082400.0,1552648300.0,1458336600.0,1384445700.0
2034.0,1471032700.0,1418965200.0,1366454700.0,1462560900.0,1511856500.0,1512823600.0,1957948700.0,1441635800.0,1515031300.0,1479924400.0,1339198200.0
2035.0,1422637800.0,1378004400.0,1316181900.0,1429740500.0,1418216700.0,1479891300.0,1674581500.0,1406646500.0,1515166200.0,1406341900.0,1486567000.0
2036.0,1387140900.0,1337067900.0,1290009100.0,1391413500.0,1398519300.0,1634306800.0,1534145200.0,1379780600.0,1457946000.0,1356260200.0,1368669300.0
2037.0,1347945100.0,1277677700.0,1225196400.0,1363467900.0,1345967500.0,1586679000.0,1451886200.0,1442719600.0,1435996000.0,1340340900.0,1284806300.0
2038.0,1304875900.0,1215353300.0,1190277400.0,1364173200.0,1393846800.0,1468302100.0,1398368300.0,1324103400.0,1413876600.0,1298329600.0,1209405300.0
2039.0,1297484300.0,1177770100.0,1163941100.0,1381813900.0,1349462800.0,1451711700.0,1380737800.0,1290757400.0,1375480800.0,1261219600.0,1100554500.0
2040.0,1263921900.0,1146758400.0,1144288900.0,1292478800.0,1266553000.0,1457412500.0,1334201500.0,1534700400.0,1659452000.0,1231977000.0,1046649400.0
2041.0,1235697800.0,1070640600.0,1200974600.0,1237779100.0,1225188900.0,1392775000.0,1308686700.0,1232635900.0,1345787500.0,1177234600.0,1041952830.0
2042.0,1204606500.0,1052387650.0,1076781700.0,1223557500.0,1187474600.0,1355226200.0,1276862100.0,1659106200.0,1368537700.0,1176717400.0,993096500.0
2043.0,1178025700.0,1044751600.0,1142184600.0,1189983400.0,1204692000.0,1327382700.0,1238752300.0,1251797900.0,1283601800.0,1144315100.0,951233540.0
2044.0,1168238800.0,1008087700.0,1039527700.0,1148681300.0,1173915500.0,1343702500.0,1207412500.0,1202909700.0,1259693600.0,1098253400.0,915431040.0
2045.0,1135036500.0,963211500.0,1000842200.0,1099001900.0,1137420200.0,1310645600.0,1162270300.0,1168095400.0,1268269200.0,1055808260.0,883887800.0
2046.0,1139057900.0,927546000.0,983492700.0,1076269000.0,1116420100.0,1277902300.0,1134229400.0,1131424800.0,1221316500.0,1035360960.0,876489600.0
2047.0,1116679700.0,898219600.0,958742900.0,1123259000.0,1089258600.0,1252927500.0,1093977000.0,1100809000.0,1183397100.0,1007551100.0,832667100.0
2048.0,1090876300.0,864905900.0,938713400.0,1038726340.0,1162658400.0,1241520800.0,1050029900.0,1120499300.0,1168314100.0,990784830.0,804308000.0
2049.0,1040205600.0,846100300.0,1115145500.0,1025659300.0,1195824900.0,1205498600.0,1025770560.0,1079254400.0,1154188500.0,982665540.0,778360060.0
2050.0,1026295550.0,819457400.0,890956000.0,999963600.0,1099157600.0,1179547900.0,1013730300.0,1043501500.0,1125930100.0,956431170.0,744276600.0
2051.0,999731300.0,797923900.0,860438000.0,987805000.0,1055745660.0,1163863400.0,985651140.0,1024078850.0,1106426900.0,930653100.0,710880260.0
2052.0,1013990900.0,768124350.0,897772860.0,1214226200.0,1041015360.0,1223401600.0,968997800.0,1021938750.0,1214250400.0,925970900.0,671651700.0
2053.0,983587700.0,765799300.0,864009400.0,1013665500.0,1015848960.0,1494730600.0,942906240.0,984056450.0,1078155300.0,894645600.0,638607170.0
2054.0,960104400.0,932129500.0,889584800.0,951729300.0,1012136640.0,1162443000.0,933984500.0,952280200.0,1065056300.0,873650940.0,619972500.0
2055.0,942135400.0,731910800.0,843709600.0,1049216100.0,990675400.0,1112530000.0,895860000.0,936504900.0,1029169540.0,843261760.0,622203800.0
2056.0,927461440.0,705144100.0,797117400.0,916570750.0,1492692500.0,1117645600.0,876145860.0,920254140.0,1240366100.0,833668100.0,613838000.0
2057.0,915575200.0,695895550.0,777738100.0,908502340.0,1185920400.0,1134296800.0,848497540.0,905448770.0,1023311700.0,802532300.0,586661250.0
2058.0,909480400.0,669638660.0,764004740.0,883613400.0,998306700.0,1158207100.0,825352000.0,891803700.0,991602600.0,777429900.0,567086500.0
2059.0,889539460.0,936283140.0,740675300.0,861656000.0,1018671700.0,1095756200.0,823775900.0,866239000.0,1029261200.0,767314750.0,551369900.0
2060.0,888548860.0,697673700.0,772572500.0,849195600.0,1084630900.0,1160656900.0,808310600.0,1195784100.0,973989500.0,746784000.0,534096960.0
2061.0,858320200.0,645802050.0,718495940.0,1030984640.0,1431278200.0,1195985200.0,784875200.0,845064960.0,950009000.0,735946000.0,516491620.0
2062.0,846632000.0,622888960.0,702553150.0,838581900.0,1236155300.0,1072418370.0,823563400.0,835171500.0,932465600.0,723046200.0,507855200.0
2063.0,844417200.0,609249300.0,678058700.0,825985540.0,1108104300.0,1088959100.0,880657600.0,889048770.0,949605000.0,701093800.0,513098340.0
2064.0,824030850.0,699477600.0,669032450.0,800902900.0,1031225150.0,1055038660.0,760526900.0,800021250.0,930781760.0,677072000.0,468472830.0
2065.0,809672260.0,639767040.0,676396740.0,800104450.0,1000008640.0,1049325100.0,742364900.0,784881800.0,914276100.0,665595100.0,457530080.0
2066.0,782729660.0,618851100.0,758802200.0,967725760.0,1308422700.0,1354278500.0,726757440.0,775007200.0,890769700.0,696922600.0,432198720.0
2067.0,799188200.0,613804000.0,654082370.0,905740000.0,976909900.0,1226732400.0,764865900.0,753243800.0,873103940.0,687289900.0,442532260.0
2068.0,772256060.0,635759170.0,637127700.0,790984300.0,944932000.0,1266988200.0,876173250.0,912821060.0,871243200.0,629380540.0,420690200.0
2069.0,755588500.0,578399360.0,644959500.0,772337700.0,1083164700.0,1092440600.0,817061440.0,730590900.0,859684740.0,622964300.0,409520420.0
2070.0,738656960.0,564000400.0,635200100.0,767405000.0,997062500.0,1232474100.0,735010050.0,736489340.0,859610900.0,607171000.0,398828480.0
2071.0,741178560.0,868193000.0,614885300.0,752453400.0,1034532500.0,1053690600.0,716511600.0,919022340.0,966266400.0,627007000.0,393194080.0
2072.0,1040801340.0,634587650.0,784473500.0,738906800.0,1019930800.0,1039041900.0,703341200.0,1031037800.0,840453060.0,624331460.0,382600400.0
2073.0,725256300.0,603422500.0,616396300.0,726981950.0,952954100.0,1289049000.0,746170000.0,813814900.0,842984260.0,601147700.0,371571840.0
2074.0,707264060.0,729472260.0,609736450.0,717012400.0,941368640.0,1078891900.0,693145900.0,728164030.0,846981760.0,713837400.0,374297120.0
2075.0,768191700.0,626761600.0,612443600.0,705241200.0,959364400.0,1118640300.0,681708800.0,711666560.0,812056800.0,675859650.0,351851170.0
2076.0,701339460.0,703696060.0,587099100.0,693038800.0,1010836800.0,1215756300.0,740165440.0,695237200.0,790100030.0,624031360.0,343317860.0
2077.0,678410940.0,619440450.0,583327040.0,681539140.0,970593500.0,1049138800.0,655527230.0,678420160.0,842278100.0,586378430.0,337950430.0
2078.0,745845250.0,584258100.0,581047230.0,721615800.0,925297300.0,1064188100.0,646876350.0,682109500.0,767566300.0,583044800.0,399029060.0
2079.0,672553000.0,565801340.0,575093760.0,707133000.0,932326000.0,1045575200.0,635572400.0,660568600.0,761664260.0,632347650.0,320604800.0
2080.0,688873600.0,567527000.0,569290940.0,766405500.0,908869570.0,1029098400.0,618828700.0,646226700.0,746245440.0,575403800.0,321831780.0
2081.0,660374460.0,559762400.0,575678000.0,684329200.0,1045092300.0,1049767700.0,610791100.0,670479360.0,746329400.0,554803900.0,392393950.0
2082.0,704119740.0,563955200.0,568507400.0,675801540.0,1004686000.0,1053614700.0,660878800.0,626523400.0,742336700.0,544516860.0,330990200.0
2083.0,705203200.0,573886340.0,575785660.0,1074363000.0,951141900.0,1576039000.0,601075840.0,880847100.0,967654200.0,543004300.0,306078370.0
2084.0,648657900.0,552293000.0,579266900.0,956542460.0,912608450.0,1078571600.0,597343360.0,698696640.0,759235800.0,603328640.0,453349120.0
2085.0,658223200.0,546360260.0,582970560.0,813847500.0,905605440.0,1052076400.0,587592900.0,617654700.0,778888770.0,543344600.0,404349600.0
2086.0,1148137200.0,732343900.0,551007500.0,692604350.0,1112735600.0,1026476500.0,586994000.0,688446000.0,743632200.0,534212960.0,309759170.0
2087.0,757552000.0,545182400.0,554169800.0,684807360.0,932078600.0,1024208800.0,578997950.0,613686400.0,799947300.0,523472160.0,297979940.0
2088.0,947397440.0,532605400.0,549089600.0,831358850.0,951755200.0,1021621760.0,570607700.0,605327700.0,742962300.0,638771200.0,288918200.0
2089.0,699508200.0,530595500.0,602880800.0,664589500.0,944515840.0,1015598700.0,568324100.0,700324300.0,876360700.0,525960320.0,284164540.0
2090.0,701476350.0,523269570.0,697130240.0,765075840.0,899670100.0,1054650200.0,556609200.0,647447940.0,779312200.0,602772030.0,281370880.0
2091.0,871621300.0,518462660.0,667384800.0,676228350.0,888962100.0,1568373400.0,550357100.0,638011100.0,721206140.0,518935330.0,282747800.0
2092.0,657273600.0,514632400.0,690252100.0,654114200.0,884689860.0,1428955100.0,544712200.0,618204700.0,781870850.0,526129120.0,274276740.0
2093.0,658709440.0,682264500.0,586377300.0,709413570.0,921202560.0,1146298400.0,545117630.0,902732600.0,772014700.0,522781760.0,283549380.0
2094.0,634864500.0,552509440.0,562448200.0,1418662300.0,892997400.0,1072097300.0,538592960.0,818340540.0,779843100.0,664148400.0,276061000.0
2095.0,1159105500.0,527668640.0,712768900.0,770213500.0,887293440.0,1139905500.0,533474660.0,677925950.0,717222400.0,547475700.0,332758820.0
2096.0,820020030.0,542469950.0,630126800.0,1404560900.0,1131219500.0,1108303200.0,523093340.0,618481800.0,715161900.0,526220480.0,283581100.0
2097.0,971683100.0,513026660.0,572077630.0,709690800.0,1026157200.0,1099618200.0,523566340.0,945771840.0,722406500.0,513723420.0,327007100.0
2098.0,765979970.0,509357300.0,650255600.0,736288830.0,1010137500.0,1085810700.0,818927000.0,695894600.0,711010000.0,513846370.0,264082460.0
2099.0,803702460.0,508243740.0,582448300.0,721567170.0,913211840.0,1330489100.0,594590140.0,656715140.0,707681900.0,634167740.0,263733660.0
2100.0,702086200.0,515153150.0,568064830.0,688634600.0,926771900.0,1227615600.0,514665340.0,625606340.0,712021700.0,572137540.0,350112320.0
