time,MPI-ESM-LR,GISS-E2-R,CCSM4,CANESM2,IPSL-CM5A-LR,CNRM-CM5,GFDL-CM3,CSIRO-MK3-6-0,GFDL-ESM2G,NORESM1-M
2016.0,2007733500.0,2007733500.0,2007733500.0,2007733500.0,2007733500.0,2007733500.0,2007733500.0,2007733500.0,2007733500.0,2007733500.0
2017.0,1996571900.0,1996571900.0,1996571900.0,1996571900.0,1996571900.0,1996571900.0,1996571900.0,1996571900.0,1996571900.0,1996571900.0
2018.0,1976256300.0,1976256300.0,1976256300.0,1976256300.0,1976256300.0,1976256300.0,1976256300.0,1976256300.0,1976256300.0,1976256300.0
2019.0,1949224600.0,1949224600.0,1949224600.0,1949224600.0,1949224600.0,1949224600.0,1949224600.0,1949224600.0,1949224600.0,1949224600.0
2020.0,1933861100.0,1933861100.0,1933861100.0,1933861100.0,1933861100.0,1933861100.0,1933861100.0,1933861100.0,1933861100.0,1933861100.0
2021.0,1920637600.0,1901859300.0,1866523600.0,1890825000.0,1897449600.0,1907494700.0,1876124500.0,1892055000.0,1929526100.0,1897564800.0
2022.0,1887137900.0,1847129500.0,1824986600.0,1857016000.0,1859120600.0,1889731200.0,1818090800.0,1961526900.0,1869452000.0,1882414100.0
2023.0,1857527600.0,1801346000.0,1764361000.0,1825831800.0,1847123300.0,1867598300.0,1790204200.0,1847693400.0,1986771700.0,1857950200.0
2024.0,1950971600.0,1747709200.0,1736798600.0,1746400000.0,1816576000.0,1815828400.0,1740626300.0,1835720100.0,1855433500.0,1825621600.0
2025.0,1971039600.0,1802183200.0,1679436800.0,1711348200.0,1817036700.0,1776767200.0,1719462700.0,1818396000.0,1791175800.0,1774822100.0
2026.0,1917343400.0,1677178400.0,1647245800.0,1674863100.0,1758936000.0,1718224400.0,1659218700.0,1775896200.0,1740590100.0,1712754700.0
2027.0,1850137100.0,1654185000.0,1611594500.0,1632626000.0,1745706000.0,1672122000.0,1610505900.0,1790964600.0,1724856300.0,1679404700.0
2028.0,1816479400.0,1715475800.0,1704018700.0,1610469000.0,1718405400.0,1634067500.0,1593631000.0,1730080800.0,1690438900.0,1622592100.0
2029.0,1760287000.0,1601171100.0,1514227700.0,1612618100.0,1652524500.0,1551301500.0,1538661200.0,1684037800.0,1650668900.0,1563587000.0
2030.0,1722362500.0,1552492000.0,1498133200.0,1526426400.0,1596300700.0,1491911000.0,1491362300.0,1659802400.0,1589085400.0,1491477600.0
2031.0,1692013800.0,1522902100.0,1412425600.0,1539119500.0,1539173200.0,1782190300.0,1392047700.0,1617163100.0,1587818400.0,1536933900.0
2032.0,1618349000.0,1487081900.0,1371551700.0,1436727000.0,1492214900.0,1489761300.0,1368940400.0,1583516900.0,1542170500.0,1473750500.0
2033.0,1570063200.0,1437500700.0,1339572900.0,1396512900.0,1450798600.0,1445753100.0,1271567000.0,1525722800.0,1512565900.0,1384291800.0
2034.0,1530174200.0,1365368400.0,1294826200.0,1366533000.0,1396243500.0,1357968400.0,1230041500.0,1480152400.0,1553578000.0,1327816800.0
2035.0,1475250300.0,1337088100.0,1360174100.0,1287737600.0,1353937000.0,1362941700.0,1190201000.0,1447280000.0,1453127300.0,1284762200.0
2036.0,1430694400.0,1310228700.0,1241750900.0,1240838300.0,1298744200.0,1298487200.0,1128578200.0,1417381800.0,1422249600.0,1217778400.0
2037.0,1371263900.0,1287856600.0,1196485000.0,1206782700.0,1272056600.0,1270451700.0,1103647700.0,1365475200.0,1372774300.0,1187403000.0
2038.0,1361819500.0,1244686300.0,1202307500.0,1163869200.0,1210023400.0,1228333800.0,1060693760.0,1311541200.0,1348619100.0,1137916400.0
2039.0,1279933200.0,1200043400.0,1168457100.0,1118252200.0,1156607900.0,1205460700.0,1009585300.0,1263825700.0,1304546800.0,1100809500.0
2040.0,1266120100.0,1241368600.0,1095396000.0,1090639200.0,1220705900.0,1150171900.0,973530800.0,1227856900.0,1357281300.0,1055602100.0
2041.0,1236173600.0,1151912600.0,1070689200.0,1024834560.0,1099935700.0,1091552000.0,1050265800.0,1183720800.0,1241554200.0,1026749700.0
2042.0,1203590300.0,1118068400.0,1028581440.0,969923600.0,1033960060.0,1102683400.0,911230800.0,1147526500.0,1264444400.0,982727900.0
2043.0,1154702800.0,1099249800.0,989914000.0,928961300.0,1016383500.0,1045746560.0,864283460.0,1118617100.0,1229066100.0,948605760.0
2044.0,1114446300.0,1059055000.0,977269700.0,870305200.0,981441900.0,1001593800.0,817359940.0,1063896260.0,1185690900.0,903812100.0
2045.0,1047154940.0,1028010500.0,943892860.0,810657150.0,936157440.0,977154100.0,769509760.0,1042042940.0,1123535900.0,884384900.0
2046.0,1029594050.0,986197800.0,920506940.0,785524740.0,896445700.0,984505340.0,720801700.0,984143300.0,1094873000.0,845934500.0
2047.0,978534500.0,956026800.0,899658100.0,746088200.0,871828500.0,932052000.0,688130300.0,939588700.0,1061929860.0,834873150.0
2048.0,955446200.0,924696960.0,871015400.0,720845440.0,823350400.0,917892350.0,661662460.0,889968830.0,1032142850.0,803188400.0
2049.0,925719800.0,1268710700.0,853051100.0,664470900.0,790015940.0,884187300.0,629942800.0,861114940.0,995750340.0,763517060.0
2050.0,884860740.0,976320500.0,833605570.0,625395300.0,763682900.0,866136200.0,605764030.0,824953100.0,963910850.0,725837760.0
2051.0,857361900.0,886844400.0,808587840.0,588147650.0,720385900.0,830917100.0,575353100.0,784443200.0,963254500.0,699452100.0
2052.0,818407200.0,869290500.0,787486000.0,551079500.0,695381100.0,802725200.0,531214850.0,751879700.0,921883460.0,688813800.0
2053.0,869599040.0,856136200.0,757149300.0,524018100.0,658853900.0,767449100.0,492156800.0,720558500.0,896122800.0,658089200.0
2054.0,770053570.0,820808900.0,730321900.0,476024130.0,624875300.0,745173400.0,437731260.0,654719940.0,896147900.0,643061000.0
2055.0,717067460.0,830372160.0,706553000.0,440640860.0,611596000.0,726087100.0,391885000.0,613749300.0,864552800.0,622465700.0
2056.0,684442500.0,832966460.0,683483600.0,439013400.0,587775700.0,706130370.0,334990240.0,582742660.0,831225300.0,599470000.0
2057.0,659303800.0,767880200.0,654328800.0,453930020.0,553010200.0,693875200.0,317558460.0,538099140.0,812850560.0,574112100.0
2058.0,623545700.0,756186200.0,681882300.0,388402000.0,528481920.0,762102140.0,295087100.0,501564320.0,794872060.0,542252000.0
2059.0,613129660.0,722705500.0,612659800.0,346157300.0,511591460.0,682427970.0,272942080.0,456880670.0,774027100.0,506069760.0
2060.0,572186100.0,698994800.0,577434940.0,328241540.0,504972200.0,657169600.0,254388050.0,409466370.0,750074200.0,482057860.0
2061.0,533606700.0,684897860.0,552109700.0,317873380.0,470765440.0,640432400.0,245572560.0,377809440.0,722121660.0,474794460.0
2062.0,601899650.0,658031000.0,529655700.0,306663420.0,450549400.0,633270850.0,225581630.0,339541660.0,700464700.0,455143740.0
2063.0,573440060.0,628751940.0,511130400.0,280443170.0,434852830.0,608058300.0,203716580.0,298500860.0,670551940.0,434587100.0
2064.0,495762660.0,664760260.0,496634980.0,254970160.0,407912770.0,590792800.0,183129460.0,261218140.0,656788860.0,413437980.0
2065.0,472312860.0,579422200.0,475981920.0,229895780.0,381083070.0,568975740.0,176178270.0,224223870.0,619386200.0,396203260.0
2066.0,444509120.0,564232450.0,441305920.0,214605980.0,358264420.0,542224200.0,144828180.0,207381660.0,594840450.0,364093860.0
2067.0,413875800.0,555539260.0,420159800.0,194315740.0,342889150.0,529684640.0,131891550.0,187635470.0,578923840.0,348345400.0
2068.0,396728130.0,533606850.0,393035040.0,185550140.0,328216500.0,513089060.0,123294040.0,158553490.0,564717250.0,336633950.0
2069.0,383085540.0,510035360.0,376104800.0,171955200.0,315883170.0,488221980.0,114880440.0,138414900.0,537034900.0,331300350.0
2070.0,361393180.0,488311260.0,358295740.0,162768720.0,298847420.0,467894080.0,96064510.0,120953464.0,522759580.0,328595170.0
2071.0,341633250.0,479170800.0,344883070.0,152451620.0,283995170.0,451692130.0,79853700.0,106978950.0,497441920.0,313100770.0
2072.0,324362140.0,456950340.0,342044000.0,138678670.0,268421060.0,440459970.0,69769256.0,86565830.0,479821150.0,300125440.0
2073.0,302344160.0,448056000.0,322507140.0,125384350.0,250271400.0,424965980.0,60996424.0,81061530.0,474669820.0,289324380.0
2074.0,289684860.0,443551420.0,310562600.0,112172696.0,233917920.0,418871000.0,49014436.0,68430580.0,447000160.0,275512320.0
2075.0,355106200.0,431842500.0,282804320.0,108016250.0,206429980.0,402119000.0,45484590.0,57659260.0,454905860.0,260060780.0
2076.0,274971070.0,410527800.0,272231070.0,101703200.0,194542640.0,369080000.0,42788690.0,47448660.0,437997860.0,244473070.0
2077.0,262215570.0,407494270.0,259675490.0,82686100.0,183682500.0,350761100.0,39068148.0,45407972.0,436108380.0,230483490.0
2078.0,256262720.0,389249800.0,252429680.0,80224430.0,171620100.0,344097730.0,40052030.0,40662296.0,414753820.0,218735500.0
2079.0,245961460.0,383809540.0,242694420.0,75662536.0,143525120.0,325605470.0,34064190.0,40382004.0,390812580.0,205949810.0
2080.0,236490500.0,365656960.0,229631570.0,73993750.0,133525940.0,304989280.0,32919896.0,40438250.0,376712670.0,199041800.0
2081.0,225751060.0,366393280.0,217102450.0,68672010.0,121077896.0,286668400.0,30700040.0,36671656.0,372294200.0,192281780.0
2082.0,215654260.0,347387740.0,207698050.0,57375464.0,113467070.0,269828770.0,27191428.0,35524020.0,357012770.0,183961470.0
2083.0,202754980.0,345706300.0,195769760.0,48978664.0,96873010.0,263908980.0,25609192.0,34269460.0,344937500.0,177050190.0
2084.0,192327250.0,333000770.0,191743280.0,48314416.0,77762170.0,238515970.0,22364206.0,33628136.0,334516770.0,171783600.0
2085.0,184873140.0,324159360.0,179206160.0,43140604.0,69946230.0,228554960.0,19880864.0,29046156.0,314338660.0,159237580.0
2086.0,169537900.0,322496400.0,169842270.0,42467190.0,68703464.0,217036960.0,17080848.0,25595292.0,308521700.0,151025620.0
2087.0,153775200.0,313292220.0,160693220.0,39003344.0,63053736.0,207994780.0,16927136.0,23955546.0,301993380.0,146122300.0
2088.0,147026080.0,289764580.0,156741100.0,35990196.0,61144250.0,198109780.0,15402773.0,22086684.0,280131420.0,137211680.0
2089.0,138457400.0,276016320.0,148520200.0,34497940.0,53985852.0,189289300.0,15234273.0,21440096.0,262777070.0,132189976.0
2090.0,131750104.0,266912930.0,142040590.0,33017950.0,46273024.0,188026990.0,13360316.0,19309994.0,247653870.0,115495224.0
2091.0,112287704.0,260445710.0,137382940.0,28825930.0,45318252.0,177940620.0,12810320.0,18759028.0,236877090.0,111856990.0
2092.0,107846776.0,243730800.0,130145440.0,25753122.0,39950296.0,164424100.0,12216298.0,17902338.0,227694450.0,105245390.0
2093.0,100170150.0,231484880.0,118196984.0,24491642.0,38872764.0,157191420.0,10129149.0,17399684.0,217601440.0,100967260.0
2094.0,88874820.0,224913300.0,107911420.0,19818812.0,36152420.0,147024210.0,10098370.0,16718206.0,196258660.0,79999864.0
2095.0,80342670.0,219618530.0,100634330.0,17979812.0,35485260.0,141461970.0,9569193.0,14285432.0,177148980.0,76823816.0
2096.0,78081656.0,213762770.0,91152200.0,15577677.0,33273362.0,137874380.0,8834343.0,13854571.0,169589390.0,73794120.0
2097.0,75161880.0,220724750.0,82100950.0,14961712.0,32004442.0,129425430.0,8259711.0,13593842.0,160668130.0,71962080.0
2098.0,70311920.0,208143140.0,78594744.0,14275640.0,31334730.0,123170056.0,8011257.5,12638821.0,138507260.0,69347980.0
2099.0,64675644.0,202337940.0,77422820.0,11510608.0,28303500.0,119181770.0,7777337.5,12111751.0,131417470.0,64961864.0
2100.0,59755060.0,193730430.0,75281460.0,11452373.0,25669300.0,113757450.0,6496370.0,10414006.0,123948800.0,57795570.0
