time,CNRM-CM6-1,TAIESM1,EC-EARTH3,CNRM-ESM2-1,UKESM1-0-LL,IPSL-CM6A-LR,MIROC6,CANESM5,GFDL-ESM4,MPI-ESM1-2-HR,CESM2-WACCM,KACE-1-0-G,MRI-ESM2-0
2012.0,51669510000.0,51669510000.0,51669510000.0,51669510000.0,51669510000.0,51669510000.0,51669510000.0,51669510000.0,51669510000.0,51669510000.0,51669510000.0,51669510000.0,51669510000.0
2013.0,51613540000.0,51613540000.0,51613540000.0,51613540000.0,51613540000.0,51613540000.0,51613540000.0,51613540000.0,51613540000.0,51613540000.0,51613540000.0,51613540000.0,51613540000.0
2014.0,51588130000.0,51588130000.0,51588130000.0,51588130000.0,51588130000.0,51588130000.0,51588130000.0,51588130000.0,51588130000.0,51588130000.0,51588130000.0,51588130000.0,51588130000.0
2015.0,51609880000.0,51609880000.0,51609880000.0,51609880000.0,51609880000.0,51609880000.0,51609880000.0,51609880000.0,51609880000.0,51609880000.0,51609880000.0,51609880000.0,51609880000.0
2016.0,51604218000.0,51604218000.0,51604218000.0,51604218000.0,51604218000.0,51604218000.0,51604218000.0,51604218000.0,51604218000.0,51604218000.0,51604218000.0,51604218000.0,51604218000.0
2017.0,51556225000.0,51556225000.0,51556225000.0,51556225000.0,51556225000.0,51556225000.0,51556225000.0,51556225000.0,51556225000.0,51556225000.0,51556225000.0,51556225000.0,51556225000.0
2018.0,51552620000.0,51552620000.0,51552620000.0,51552620000.0,51552620000.0,51552620000.0,51552620000.0,51552620000.0,51552620000.0,51552620000.0,51552620000.0,51552620000.0,51552620000.0
2019.0,51537334000.0,51537334000.0,51537334000.0,51537334000.0,51537334000.0,51537334000.0,51537334000.0,51537334000.0,51537334000.0,51537334000.0,51537334000.0,51537334000.0,51537334000.0
2020.0,51519840000.0,51519840000.0,51519840000.0,51519840000.0,51519840000.0,51519840000.0,51519840000.0,51519840000.0,51519840000.0,51519840000.0,51519840000.0,51519840000.0,51519840000.0
2021.0,51498115000.0,51504288000.0,51560518000.0,51511706000.0,51515860000.0,51470397000.0,51756890000.0,52295467000.0,51529330000.0,51518964000.0,51566596000.0,51497630000.0,51521004000.0
2022.0,51639366000.0,51470420000.0,51426468000.0,51487425000.0,51475153000.0,51445910000.0,51508523000.0,51662606000.0,51686662000.0,51495477000.0,51555430000.0,51781837000.0,51502563000.0
2023.0,51613233000.0,51497017000.0,51331800000.0,51478966000.0,51565236000.0,51431514000.0,51468227000.0,51401183000.0,51523140000.0,51459826000.0,52467503000.0,51481730000.0,51505360000.0
2024.0,51484960000.0,51410000000.0,51269040000.0,51424104000.0,51398517000.0,51781755000.0,51406283000.0,51307655000.0,51473187000.0,51726774000.0,51611673000.0,51452547000.0,51489632000.0
2025.0,51582280000.0,51390906000.0,51203640000.0,51370164000.0,51756860000.0,51453157000.0,51374936000.0,51209580000.0,51641500000.0,51470057000.0,51500175000.0,51544760000.0,51415564000.0
2026.0,51539354000.0,51385078000.0,51166077000.0,51372175000.0,51225014000.0,51471120000.0,51335823000.0,51068834000.0,51562324000.0,51438563000.0,51483560000.0,51425450000.0,51404575000.0
2027.0,52519772000.0,51361985000.0,51119040000.0,51432480000.0,51161920000.0,51609367000.0,51289883000.0,50921450000.0,51441120000.0,51397740000.0,51454915000.0,51390505000.0,51381480000.0
2028.0,51463550000.0,51709407000.0,51038640000.0,51343800000.0,50974933000.0,51504562000.0,51270853000.0,50792920000.0,51377240000.0,51371573000.0,51618650000.0,51360140000.0,51333476000.0
2029.0,51436120000.0,51318350000.0,50954570000.0,51405943000.0,50848772000.0,51307917000.0,51295715000.0,50622788000.0,51363170000.0,51377450000.0,51460604000.0,51355670000.0,51293480000.0
2030.0,51419312000.0,51286720000.0,50846106000.0,51412943000.0,50641860000.0,51273363000.0,51239387000.0,50433774000.0,51326005000.0,51351060000.0,51435426000.0,51300913000.0,51258425000.0
2031.0,51397255000.0,51254270000.0,50763220000.0,51318043000.0,50399703000.0,51223826000.0,51192110000.0,50297123000.0,51453560000.0,51408146000.0,51449430000.0,51365773000.0,51247096000.0
2032.0,51672863000.0,51233935000.0,50598220000.0,51276366000.0,50079410000.0,51344105000.0,51148657000.0,50153312000.0,51542760000.0,51478270000.0,51386417000.0,51272140000.0,51209175000.0
2033.0,51374535000.0,51188220000.0,50521616000.0,51261660000.0,49882518000.0,51270504000.0,51131980000.0,49938210000.0,51313644000.0,51534120000.0,51470860000.0,51212366000.0,51324494000.0
2034.0,51357890000.0,51185440000.0,50378244000.0,51611374000.0,49633993000.0,51140166000.0,51074994000.0,49701437000.0,51295560000.0,51297235000.0,51442016000.0,51263377000.0,51149700000.0
2035.0,51343290000.0,51131867000.0,50263437000.0,51254284000.0,49406690000.0,51094688000.0,51035830000.0,49399087000.0,51291554000.0,51286856000.0,51387216000.0,51171963000.0,51122704000.0
2036.0,51397060000.0,51032818000.0,50086330000.0,51257860000.0,49057337000.0,50945577000.0,51002778000.0,49041300000.0,51267703000.0,51353740000.0,51432784000.0,51125817000.0,51085050000.0
2037.0,51385872000.0,50931610000.0,49955885000.0,51162534000.0,48699208000.0,50810820000.0,50980710000.0,48797827000.0,51226116000.0,51257330000.0,51336410000.0,51108260000.0,51044600000.0
2038.0,51901993000.0,50846610000.0,49670754000.0,51183636000.0,48378380000.0,50677450000.0,51250983000.0,48517590000.0,51200150000.0,51256205000.0,51310154000.0,50995597000.0,51026407000.0
2039.0,51321135000.0,50769400000.0,49407664000.0,51171156000.0,48120926000.0,50555480000.0,50919453000.0,48229315000.0,51172626000.0,51225338000.0,51306080000.0,50926400000.0,50928153000.0
2040.0,51280960000.0,50689884000.0,49168675000.0,51107550000.0,47844050000.0,50380160000.0,50816496000.0,47906558000.0,51135558000.0,51193400000.0,51255235000.0,50871288000.0,50814780000.0
2041.0,51245740000.0,50594330000.0,48936575000.0,51092128000.0,48418742000.0,50269016000.0,50698654000.0,47633875000.0,51104650000.0,51097220000.0,51223286000.0,50989523000.0,50727190000.0
2042.0,51579380000.0,50440950000.0,48664814000.0,51062510000.0,47504675000.0,50174476000.0,50618667000.0,47270580000.0,51108750000.0,51053700000.0,51209003000.0,50799650000.0,50655480000.0
2043.0,51732976000.0,50370724000.0,48375430000.0,52025713000.0,47310720000.0,50104308000.0,50525220000.0,46885876000.0,51045736000.0,51019137000.0,51251487000.0,50692360000.0,50669480000.0
2044.0,51236460000.0,50258706000.0,48100184000.0,52508578000.0,47008952000.0,49947110000.0,50447060000.0,46524957000.0,51059823000.0,51065692000.0,51267797000.0,50649880000.0,50556830000.0
2045.0,51154383000.0,50170660000.0,47841956000.0,51283620000.0,47219925000.0,49758610000.0,50371506000.0,46292840000.0,50983707000.0,50961160000.0,51119362000.0,50586157000.0,50457862000.0
2046.0,51137503000.0,50064327000.0,47519306000.0,51114220000.0,46820590000.0,49684370000.0,50349634000.0,45978470000.0,50946417000.0,50891407000.0,51209572000.0,50777240000.0,50372743000.0
2047.0,51093660000.0,49937720000.0,47175995000.0,51026520000.0,46546310000.0,49416847000.0,50210714000.0,45660406000.0,50892230000.0,50862137000.0,51090653000.0,50435363000.0,50273284000.0
2048.0,51016745000.0,49821536000.0,46831620000.0,50981480000.0,46144246000.0,49155540000.0,50022010000.0,45166973000.0,50851820000.0,50914770000.0,51030000000.0,50309040000.0,50178912000.0
2049.0,50969720000.0,49655853000.0,46443586000.0,51742170000.0,45856403000.0,48989040000.0,49863172000.0,44685470000.0,50845900000.0,50771395000.0,51005317000.0,50137096000.0,50061070000.0
2050.0,50879087000.0,49491960000.0,46145970000.0,51044225000.0,45529727000.0,48839487000.0,49729552000.0,44246626000.0,50833410000.0,50760704000.0,50988240000.0,49996930000.0,49956360000.0
2051.0,50814464000.0,49357940000.0,45913887000.0,50916925000.0,45182906000.0,48641700000.0,49486447000.0,43953607000.0,50797494000.0,50674150000.0,51052655000.0,49863320000.0,49886420000.0
2052.0,50753536000.0,49160950000.0,45627097000.0,50881350000.0,44905136000.0,48438436000.0,49301287000.0,43492635000.0,50693923000.0,50633384000.0,50989400000.0,49647645000.0,49712804000.0
2053.0,50714964000.0,48985510000.0,45399167000.0,50827690000.0,44555330000.0,48126150000.0,49071624000.0,43003430000.0,50611940000.0,50579160000.0,50940453000.0,49440436000.0,49487143000.0
2054.0,50594804000.0,48826266000.0,45082108000.0,50769834000.0,44278616000.0,47819514000.0,48757910000.0,42525483000.0,50559844000.0,50405536000.0,50891276000.0,49278276000.0,49328900000.0
2055.0,50488020000.0,48688840000.0,44713510000.0,50735770000.0,43753087000.0,47593980000.0,48544485000.0,42109293000.0,50531820000.0,50311730000.0,50849910000.0,49083183000.0,49237030000.0
2056.0,50389135000.0,48506260000.0,44378270000.0,50657630000.0,43166216000.0,47272514000.0,48312795000.0,41790263000.0,50617820000.0,50210914000.0,50823934000.0,48834097000.0,49070210000.0
2057.0,50264890000.0,48287240000.0,44042780000.0,50609140000.0,42603745000.0,46957396000.0,47989380000.0,41443860000.0,51964570000.0,50118857000.0,50812256000.0,48645132000.0,48904470000.0
2058.0,50214506000.0,48101110000.0,43759227000.0,50722190000.0,41984106000.0,46619140000.0,47697030000.0,41107784000.0,50404434000.0,50019580000.0,50726244000.0,48341920000.0,48660242000.0
2059.0,50008360000.0,47818854000.0,43532554000.0,50492727000.0,41489125000.0,46290612000.0,47331650000.0,40827785000.0,50301430000.0,49985655000.0,50689380000.0,48135254000.0,48462470000.0
2060.0,49869110000.0,47496712000.0,43036197000.0,50395943000.0,41013055000.0,45950353000.0,47051630000.0,40484860000.0,50252120000.0,49869492000.0,50677723000.0,47851440000.0,48278057000.0
2061.0,49723535000.0,47255036000.0,42570230000.0,50326184000.0,40565440000.0,45646586000.0,46674424000.0,40203993000.0,50149655000.0,49787620000.0,50591620000.0,47590273000.0,48063156000.0
2062.0,49542623000.0,46997914000.0,42204560000.0,50175738000.0,40090420000.0,45341870000.0,46293170000.0,39805920000.0,50025870000.0,49692996000.0,50533253000.0,47363790000.0,47929774000.0
2063.0,49336017000.0,46726062000.0,41776607000.0,50053325000.0,39674270000.0,45025480000.0,45846036000.0,39501242000.0,49955426000.0,49604810000.0,50515767000.0,47192320000.0,47735755000.0
2064.0,49157160000.0,46452760000.0,41191408000.0,49866977000.0,39401200000.0,44561895000.0,45525240000.0,39201400000.0,49971278000.0,49527083000.0,50429130000.0,46965826000.0,47574450000.0
2065.0,48911417000.0,46260625000.0,40772235000.0,49840500000.0,39073116000.0,44320195000.0,45039895000.0,38809387000.0,49872030000.0,49504477000.0,50386570000.0,46725235000.0,47347830000.0
2066.0,48687792000.0,46005006000.0,40514466000.0,49693280000.0,38753410000.0,44012500000.0,44744510000.0,38471086000.0,49772646000.0,49320616000.0,50324754000.0,46448366000.0,47178460000.0
2067.0,48452660000.0,45798056000.0,40107870000.0,49641484000.0,38386720000.0,43635606000.0,44399157000.0,37936685000.0,50067083000.0,49243275000.0,50270340000.0,46200713000.0,47007600000.0
2068.0,48277885000.0,45524360000.0,39717835000.0,49666765000.0,37931155000.0,43270935000.0,44085334000.0,37457355000.0,49732207000.0,49063064000.0,50157210000.0,46020944000.0,46777266000.0
2069.0,48003310000.0,45290643000.0,39334388000.0,49336234000.0,37437497000.0,42898840000.0,43721380000.0,37136650000.0,49617084000.0,48934285000.0,50140810000.0,45792068000.0,46580460000.0
2070.0,47801078000.0,44984648000.0,38747214000.0,49164650000.0,36761874000.0,42540274000.0,43283990000.0,36746002000.0,49464103000.0,48856070000.0,50013080000.0,45818930000.0,46303986000.0
2071.0,47575843000.0,44647420000.0,38354747000.0,48977793000.0,36296765000.0,42256960000.0,42859250000.0,36385305000.0,49359098000.0,48709714000.0,50109120000.0,45308070000.0,46029670000.0
2072.0,47260422000.0,44420520000.0,37854368000.0,48699180000.0,35856750000.0,41883136000.0,42335953000.0,35987333000.0,49221923000.0,48602726000.0,49945650000.0,45137740000.0,45879353000.0
2073.0,47006020000.0,44156360000.0,37474185000.0,48487670000.0,35323750000.0,41575105000.0,42033615000.0,35574305000.0,49071247000.0,48546685000.0,49843794000.0,44875350000.0,45668270000.0
2074.0,46652000000.0,43780678000.0,37032165000.0,48211880000.0,34796610000.0,41224820000.0,41577595000.0,35204526000.0,48951407000.0,48360830000.0,49797810000.0,44659454000.0,45422916000.0
2075.0,46211883000.0,43417485000.0,36569910000.0,47822238000.0,34284182000.0,40892125000.0,41168617000.0,34891280000.0,48788218000.0,48249890000.0,49943994000.0,44440980000.0,45162144000.0
2076.0,45703160000.0,43110840000.0,36173226000.0,47492415000.0,33810676000.0,40598430000.0,40773530000.0,34429747000.0,48577815000.0,48103313000.0,49723750000.0,44215284000.0,44806960000.0
2077.0,45347578000.0,42771292000.0,35800990000.0,47210004000.0,33186410000.0,40229552000.0,40465175000.0,34076203000.0,48445500000.0,47994683000.0,49645097000.0,43922063000.0,44487397000.0
2078.0,44932014000.0,42453250000.0,35326386000.0,46826850000.0,32621984000.0,39842587000.0,40140853000.0,33656201000.0,48280306000.0,47908930000.0,49535357000.0,43694420000.0,44262350000.0
2079.0,44592087000.0,42098627000.0,34874384000.0,46526206000.0,32065505000.0,39481717000.0,39615517000.0,33039892000.0,48125700000.0,47786484000.0,49449200000.0,43459785000.0,44059242000.0
2080.0,44242630000.0,41883670000.0,34375627000.0,46151754000.0,31469040000.0,39106204000.0,39132290000.0,32623430000.0,47952814000.0,47708240000.0,49360208000.0,43152785000.0,43817165000.0
2081.0,43804316000.0,41664880000.0,33883378000.0,45836374000.0,30843030000.0,38606127000.0,38714663000.0,32174123000.0,47940157000.0,47681335000.0,49273692000.0,42764087000.0,43555623000.0
2082.0,43325100000.0,41502910000.0,33324452000.0,45395005000.0,30287360000.0,38085304000.0,38163546000.0,31761965000.0,47604576000.0,47594010000.0,49251410000.0,42555610000.0,43350725000.0
2083.0,42828694000.0,41219318000.0,33025610000.0,45033636000.0,29737896000.0,37761053000.0,37873934000.0,31292115000.0,47358538000.0,47493840000.0,49137754000.0,42265776000.0,43129310000.0
2084.0,42300620000.0,40930520000.0,32682336000.0,44643516000.0,29337915000.0,37254900000.0,37903860000.0,30896350000.0,47229930000.0,47472517000.0,49012322000.0,41982650000.0,42936430000.0
2085.0,41806840000.0,40711450000.0,32234492000.0,44244546000.0,28798570000.0,36791880000.0,37441786000.0,30480603000.0,47101972000.0,47257375000.0,48891077000.0,41757778000.0,42756020000.0
2086.0,41308946000.0,40430400000.0,31695282000.0,43893375000.0,28252346000.0,36303217000.0,37061714000.0,30059899000.0,47012237000.0,47115887000.0,48780030000.0,41529627000.0,42397800000.0
2087.0,40804060000.0,40117870000.0,31160146000.0,43565564000.0,27677004000.0,35912897000.0,36678970000.0,29621811000.0,46693960000.0,47006056000.0,48734134000.0,41305410000.0,42203443000.0
2088.0,40399900000.0,39789388000.0,30621966000.0,43210584000.0,27156180000.0,35319770000.0,36260766000.0,29260860000.0,46462743000.0,46827766000.0,48627606000.0,41063930000.0,41948426000.0
2089.0,40010380000.0,39505002000.0,29930017000.0,42764140000.0,26642416000.0,34953680000.0,35814880000.0,28802226000.0,46328582000.0,46601600000.0,48475730000.0,40782040000.0,41668022000.0
2090.0,39569320000.0,39138095000.0,29188835000.0,42362474000.0,26017174000.0,34439897000.0,35363013000.0,28453868000.0,46177997000.0,46372870000.0,48364405000.0,40563380000.0,41391665000.0
2091.0,39115076000.0,38798890000.0,28309891000.0,41898490000.0,25507668000.0,33981714000.0,35110777000.0,27996610000.0,45969043000.0,46161334000.0,48430154000.0,40353178000.0,41060905000.0
2092.0,38690316000.0,38458016000.0,27782337000.0,41400963000.0,24976600000.0,33401754000.0,34581668000.0,27643976000.0,45781135000.0,46056100000.0,48235258000.0,40064623000.0,40763458000.0
2093.0,38190293000.0,38127755000.0,27209054000.0,40973510000.0,24524800000.0,32926605000.0,34112668000.0,27253887000.0,45609845000.0,45929440000.0,47997247000.0,39798930000.0,40422474000.0
2094.0,37612188000.0,37640307000.0,26646810000.0,40408846000.0,23913912000.0,32433926000.0,33597264000.0,26794582000.0,45382095000.0,45665776000.0,47903400000.0,39562936000.0,40232570000.0
2095.0,37076940000.0,37233754000.0,26190240000.0,40007877000.0,23143985000.0,31892756000.0,33141688000.0,26407160000.0,45227565000.0,45505868000.0,47756690000.0,39288017000.0,40011100000.0
2096.0,36598600000.0,36812500000.0,25587476000.0,39367090000.0,22363806000.0,31487367000.0,32781392000.0,26050767000.0,45002650000.0,45381670000.0,47587602000.0,38969180000.0,39824577000.0
2097.0,36036997000.0,36416200000.0,25068947000.0,38795084000.0,21625235000.0,31046662000.0,32233642000.0,25720609000.0,44872690000.0,45280223000.0,47424420000.0,38690615000.0,39502975000.0
2098.0,35590810000.0,35903300000.0,24279437000.0,38301590000.0,20861660000.0,30484664000.0,31783234000.0,25189460000.0,44763165000.0,45142840000.0,47182307000.0,38332125000.0,39316226000.0
2099.0,34905256000.0,35531620000.0,23396905000.0,37677847000.0,20007246000.0,30059944000.0,31295922000.0,24722946000.0,44587655000.0,44973375000.0,46970515000.0,38031880000.0,38981130000.0
2100.0,34259732000.0,35072238000.0,22539751000.0,37032866000.0,19211518000.0,29599680000.0,30700399000.0,24370370000.0,44387955000.0,44733150000.0,46781313000.0,37669630000.0,38790150000.0
