time,EC-EARTH3,GFDL-ESM4,MPI-ESM1-2-HR,CESM2-WACCM,IPSL-CM6A-LR,CNRM-CM6-1,UKESM1-0-LL,MRI-ESM2-0,KACE-1-0-G,CNRM-ESM2-1,TAIESM1,MIROC6,IITM-ESM,CANESM5
2016.0,52334450000.0,52334450000.0,52334450000.0,52334450000.0,52334450000.0,52334450000.0,52334450000.0,52334450000.0,52334450000.0,52334450000.0,52334450000.0,52334450000.0,52334450000.0,52334450000.0
2017.0,51847790000.0,51847790000.0,51847790000.0,51847790000.0,51847790000.0,51847790000.0,51847790000.0,51847790000.0,51847790000.0,51847790000.0,51847790000.0,51847790000.0,51847790000.0,51847790000.0
2018.0,50600063000.0,50600063000.0,50600063000.0,50600063000.0,50600063000.0,50600063000.0,50600063000.0,50600063000.0,50600063000.0,50600063000.0,50600063000.0,50600063000.0,50600063000.0,50600063000.0
2019.0,49024760000.0,49024760000.0,49024760000.0,49024760000.0,49024760000.0,49024760000.0,49024760000.0,49024760000.0,49024760000.0,49024760000.0,49024760000.0,49024760000.0,49024760000.0,49024760000.0
2020.0,47483860000.0,47483860000.0,47483860000.0,47483860000.0,47483860000.0,47483860000.0,47483860000.0,47483860000.0,47483860000.0,47483860000.0,47483860000.0,47483860000.0,47483860000.0,47483860000.0
2021.0,45902225000.0,47080235000.0,46432367000.0,48221840000.0,45950345000.0,46835065000.0,46515737000.0,44191070000.0,44820275000.0,47876334000.0,45862970000.0,46398560000.0,47413174000.0,46425678000.0
2022.0,45654786000.0,44724180000.0,45052510000.0,48072710000.0,45487730000.0,45601927000.0,45173555000.0,43424900000.0,43256996000.0,47384596000.0,44574646000.0,45588320000.0,48072094000.0,45046096000.0
2023.0,44567405000.0,44300317000.0,46521467000.0,47159510000.0,44923826000.0,45516104000.0,43046220000.0,41559036000.0,41962510000.0,46197305000.0,42859020000.0,43988410000.0,48839960000.0,43833758000.0
2024.0,44118770000.0,42415140000.0,45148676000.0,47695577000.0,43868860000.0,43781812000.0,42173750000.0,40161804000.0,39981785000.0,46745660000.0,42845640000.0,42518570000.0,47874480000.0,42299980000.0
2025.0,43121443000.0,41707155000.0,44409050000.0,46137086000.0,42361127000.0,43223884000.0,41353720000.0,38409667000.0,37679980000.0,45045998000.0,41493910000.0,40612237000.0,48693637000.0,40687485000.0
2026.0,42002833000.0,40695853000.0,44074180000.0,45141290000.0,41957683000.0,42964430000.0,39044930000.0,37420080000.0,35457454000.0,44543870000.0,38873158000.0,39286305000.0,47752704000.0,39661130000.0
2027.0,41242530000.0,40668770000.0,44938277000.0,43856170000.0,41413010000.0,41235784000.0,37291360000.0,36569320000.0,33708016000.0,43170537000.0,36705964000.0,37277350000.0,46384652000.0,38179320000.0
2028.0,38851040000.0,40025903000.0,46774493000.0,42266923000.0,41068302000.0,40501264000.0,36050067000.0,35379350000.0,32231715000.0,42437476000.0,35506344000.0,35912840000.0,44819840000.0,36361800000.0
2029.0,39668208000.0,39717884000.0,46365594000.0,40500007000.0,39365538000.0,39477470000.0,35892410000.0,33822013000.0,30064850000.0,41397846000.0,34997043000.0,34425262000.0,43586090000.0,35846100000.0
2030.0,38971875000.0,38302270000.0,44716732000.0,39294300000.0,37903073000.0,39561950000.0,34490372000.0,31578102000.0,29035434000.0,40505856000.0,33686716000.0,34934063000.0,43782450000.0,34381267000.0
2031.0,37248960000.0,37510420000.0,46070256000.0,37856720000.0,38080102000.0,37800040000.0,32177558000.0,30606836000.0,27414903000.0,39075760000.0,31176010000.0,33921333000.0,43264774000.0,33457285000.0
2032.0,36592673000.0,36608410000.0,46321500000.0,38036870000.0,36623098000.0,36548588000.0,30741975000.0,29654108000.0,25577548000.0,38837064000.0,29672330000.0,32052146000.0,42343520000.0,30882482000.0
2033.0,36595667000.0,36174803000.0,44513395000.0,35594953000.0,35435630000.0,35815444000.0,29311844000.0,30081421000.0,24785570000.0,38332470000.0,27562758000.0,31060660000.0,43636826000.0,29306094000.0
2034.0,35799912000.0,34890506000.0,42670960000.0,34725265000.0,34967175000.0,35212284000.0,27383310000.0,28624525000.0,24705747000.0,38148210000.0,26855379000.0,29240030000.0,45615034000.0,27821412000.0
2035.0,33545437000.0,33832059000.0,41219404000.0,33928161000.0,34463420000.0,34694046000.0,26138984000.0,27400899000.0,23217000000.0,36683640000.0,26043156000.0,28576102000.0,46329080000.0,26830928000.0
2036.0,32509852000.0,31967463000.0,41020250000.0,32758200000.0,32647545000.0,33835882000.0,25194682000.0,25919437000.0,22230192000.0,36276210000.0,24779188000.0,27816050000.0,46904070000.0,25400744000.0
2037.0,31876330000.0,30648048000.0,41064110000.0,33203430000.0,31316003000.0,32377514000.0,23295216000.0,25366900000.0,20722629000.0,35903740000.0,23404923000.0,27154692000.0,46231826000.0,24110301000.0
2038.0,30611544000.0,28604535000.0,42018808000.0,31900672000.0,30052207000.0,31981455000.0,21633630000.0,25293785000.0,20123314000.0,33723025000.0,22800456000.0,26919130000.0,45958150000.0,22618325000.0
2039.0,29606190000.0,27687231000.0,42719080000.0,30547239000.0,28775117000.0,31427783000.0,20586668000.0,24269206000.0,18986412000.0,33469151000.0,20897655000.0,25804302000.0,46601000000.0,22313580000.0
2040.0,28692804000.0,26516770000.0,42912186000.0,29284712000.0,27918170000.0,31654742000.0,19661287000.0,24072382000.0,18209565000.0,31899530000.0,19971015000.0,24664996000.0,45934120000.0,20961421000.0
2041.0,27917918000.0,25937727000.0,42257416000.0,28000176000.0,27134933000.0,31293794000.0,18333878000.0,23275725000.0,16737575000.0,30310435000.0,18446055000.0,24284797000.0,45492840000.0,19902958000.0
2042.0,27101932000.0,25506894000.0,43212890000.0,27095177000.0,25747360000.0,29660893000.0,17052074000.0,23099445000.0,15732929000.0,28737820000.0,18146520000.0,23949790000.0,44715710000.0,19287669000.0
2043.0,26459130000.0,25186828000.0,42281435000.0,26394819000.0,23889705000.0,28945695000.0,16230438000.0,22418584000.0,15175938000.0,26232318000.0,17728630000.0,23185205000.0,44659577000.0,18576920000.0
2044.0,25090955000.0,24594194000.0,43221197000.0,24744835000.0,23557876000.0,29049135000.0,15346979000.0,21972940000.0,15134509000.0,24482204000.0,17122972000.0,22649817000.0,45012644000.0,16744262000.0
2045.0,23401552000.0,24524710000.0,43174100000.0,23158692000.0,22787301000.0,28052617000.0,14698542000.0,21102970000.0,14642114000.0,22998460000.0,16508348000.0,22247666000.0,44882940000.0,16133299000.0
2046.0,22368545000.0,23191950000.0,42145255000.0,22774310000.0,21865310000.0,27586410000.0,13628919000.0,20357091000.0,13658975000.0,22091061000.0,15434570000.0,21500109000.0,45484175000.0,15157473000.0
2047.0,22191900000.0,22336553000.0,42168160000.0,20714166000.0,20671896000.0,26755903000.0,12328949000.0,20268683000.0,13364297000.0,21798052000.0,14429967000.0,21244870000.0,45913563000.0,14087237000.0
2048.0,21569780000.0,21811294000.0,41783706000.0,19309218000.0,19754902000.0,25849460000.0,11053969000.0,19998394000.0,12527625000.0,20859224000.0,13385915000.0,19787571000.0,46519210000.0,13754165000.0
2049.0,20765630000.0,21733120000.0,40476197000.0,19044940000.0,18275963000.0,25187922000.0,10279881000.0,19396485000.0,12192591000.0,19164373000.0,12431142000.0,19017957000.0,46734184000.0,12867829000.0
2050.0,20234062000.0,21296775000.0,39400063000.0,18484167000.0,17250908000.0,24750143000.0,9625803000.0,19064533000.0,11708577000.0,17770768000.0,11694340000.0,18449113000.0,47492317000.0,12331482000.0
2051.0,19646150000.0,20243784000.0,37096200000.0,17247644000.0,16373761000.0,23706835000.0,8913613000.0,19209159000.0,11358999000.0,17037974000.0,10848458000.0,18122842000.0,47564837000.0,11693242000.0
2052.0,18886676000.0,19784681000.0,36869070000.0,16410043000.0,15635002000.0,23332160000.0,8375010000.0,18810065000.0,10713204000.0,16591360000.0,10276270000.0,17262551000.0,48563675000.0,11322018000.0
2053.0,18181767000.0,18911912000.0,35671925000.0,15032238000.0,15148802000.0,22345945000.0,8261144000.0,18673674000.0,10332418000.0,16154721000.0,9652477000.0,16463244000.0,48204714000.0,10719805000.0
2054.0,17294750000.0,18094799000.0,34018500000.0,14655545000.0,14223368000.0,21815912000.0,7712994000.0,18217355000.0,9712354000.0,15989969000.0,9038349000.0,15773543000.0,48102535000.0,10505682000.0
2055.0,16445933000.0,18106012000.0,32741857000.0,13988124000.0,13178891000.0,21410804000.0,6896520000.0,17747583000.0,8875571000.0,15455091000.0,8889736000.0,15364179000.0,47504974000.0,10411779000.0
2056.0,15955731000.0,17413304000.0,31594633000.0,13060282000.0,11997841000.0,20150990000.0,6476338700.0,17132624000.0,8545288700.0,15516873000.0,8585708500.0,14597916000.0,46887068000.0,10290694000.0
2057.0,15588915000.0,16052441000.0,30177964000.0,12004188000.0,11209962000.0,19192500000.0,5988739000.0,16555961000.0,8612786000.0,15359347000.0,8271241000.0,13753814000.0,46906696000.0,9577003000.0
2058.0,15134626000.0,15415884000.0,27859306000.0,11495553000.0,10917724000.0,18463357000.0,5479875600.0,16241744000.0,8582249500.0,15198991000.0,7761562600.0,13815363000.0,48169763000.0,9480045000.0
2059.0,14198049000.0,14397217000.0,27119616000.0,10466833000.0,10127483000.0,18052927000.0,5011859000.0,15996996000.0,8371465000.0,15158746000.0,7262045000.0,12972472000.0,47642657000.0,8708900000.0
2060.0,13775458000.0,13890661000.0,24065214000.0,10021330000.0,9637153000.0,16977544000.0,4599051000.0,15199376000.0,8406339000.0,14649794000.0,7046755300.0,11904645000.0,48033950000.0,8146115000.0
2061.0,13593301000.0,13280307000.0,23557515000.0,9533614000.0,9334900000.0,16547602000.0,3975752200.0,14602833000.0,7968161000.0,14118546000.0,6551915500.0,10829514000.0,49590063000.0,7769028600.0
2062.0,13310382000.0,12705840000.0,22119555000.0,8977676000.0,8882327000.0,15305309000.0,3679544300.0,13818371000.0,7891173000.0,14044159000.0,6048633000.0,9949021000.0,49709597000.0,7366104600.0
2063.0,12378364000.0,12013064000.0,21719011000.0,8422380500.0,8454905300.0,14477613000.0,3207763200.0,13102130000.0,7915646500.0,13939914000.0,5529714000.0,9313893000.0,49489842000.0,7025746000.0
2064.0,11698181000.0,11912294000.0,20383220000.0,7998260000.0,8200438000.0,14346626000.0,2960404700.0,13020850000.0,7651987500.0,13179698000.0,5047127000.0,8534186500.0,48847966000.0,6681910000.0
2065.0,11229847000.0,11543165000.0,19591836000.0,7624064000.0,7640214000.0,13671355000.0,2850809000.0,12756120000.0,7089283000.0,12467205000.0,4492168000.0,7909372400.0,47772190000.0,6329918000.0
2066.0,10311036000.0,10736095000.0,18940766000.0,7350857000.0,7104296400.0,12560040000.0,2574621400.0,12431345000.0,6931438000.0,12197481000.0,4272691000.0,7462107600.0,46906794000.0,5934488600.0
2067.0,9610169000.0,9916877000.0,17962410000.0,7115180500.0,6635694600.0,12119514000.0,2315598800.0,11778165000.0,6761550300.0,11355296000.0,3848988000.0,7014743000.0,46271832000.0,5618569700.0
2068.0,9245842000.0,9342609000.0,16797060000.0,6600267000.0,6188673500.0,11614794000.0,2083671400.0,10723054000.0,6337519000.0,11096857000.0,3601252400.0,6661448000.0,45805490000.0,5454173700.0
2069.0,9011268000.0,8660412000.0,15804109000.0,6308561400.0,6018006000.0,11216068000.0,1846132200.0,10310606000.0,6413458400.0,10892185000.0,3440113700.0,6513427500.0,46005367000.0,5146854400.0
2070.0,8310520000.0,8800130000.0,14938938000.0,5908127000.0,5518990300.0,10898321000.0,1619429100.0,9747877000.0,6200572400.0,10544885000.0,3133726200.0,6571339300.0,44446000000.0,4801766400.0
2071.0,7803924000.0,8476659000.0,13882455000.0,5606058000.0,5021379000.0,10552385000.0,1397264400.0,9512468000.0,5753273000.0,10097483000.0,2911035600.0,6425549300.0,44146897000.0,4469585000.0
2072.0,7340199400.0,8113503000.0,13249203000.0,5412639000.0,4833597000.0,10106751000.0,1150258300.0,9151408000.0,5437039000.0,9881418000.0,2848788700.0,6086195700.0,42990950000.0,4391622000.0
2073.0,6792973300.0,7969007600.0,12653868000.0,5103578000.0,4503508500.0,9284267000.0,1026381630.0,8711198000.0,4979460600.0,9632404000.0,2652242200.0,5774124500.0,42679260000.0,3892509200.0
2074.0,6684584400.0,7713708500.0,12152260000.0,4941567500.0,4385070600.0,9028461000.0,930340100.0,7999294000.0,4785007000.0,9085393000.0,2487021800.0,5305898500.0,42666330000.0,3420208400.0
2075.0,6272055300.0,7238778400.0,11510938000.0,4692766700.0,4109849600.0,7908404000.0,903739700.0,7816057000.0,4470845000.0,8603102000.0,2229056300.0,4972870000.0,42856255000.0,3107627000.0
2076.0,5902117400.0,7174049000.0,10498736000.0,4486232000.0,3738411500.0,7070839300.0,828302200.0,7653622300.0,4111292400.0,8417444000.0,2240130600.0,4724863500.0,40211284000.0,2803310300.0
2077.0,5343123000.0,6877530000.0,10093459000.0,4155778000.0,3391377200.0,6544973000.0,838798660.0,7303260000.0,4013333200.0,8345801000.0,2129464000.0,4490057000.0,38432653000.0,2433345500.0
2078.0,4793687600.0,6522379000.0,9481200000.0,3901010200.0,3095371500.0,5930323500.0,743788000.0,6969296400.0,3767730400.0,8004262400.0,1934610200.0,4205912300.0,36758170000.0,2420160000.0
2079.0,4499332600.0,6347432000.0,8727506000.0,3473847800.0,2881105200.0,5630501400.0,705001700.0,6445828000.0,3547752000.0,7531242500.0,1887310300.0,3825182200.0,35650785000.0,2398218200.0
2080.0,4320233500.0,6195401700.0,8470592500.0,3382434800.0,2611245300.0,5258619400.0,695978800.0,5855317000.0,3339875800.0,7499909000.0,1750195000.0,3528189200.0,34541375000.0,2098521700.0
2081.0,3911839700.0,6004889600.0,7843492000.0,3293623300.0,2385955800.0,4886580700.0,708287200.0,5607823000.0,3143578400.0,7183125500.0,1602083700.0,3277743000.0,33203317000.0,1936117200.0
2082.0,3687488300.0,5922076000.0,7304900000.0,3043524900.0,2117157100.0,4576707000.0,698136500.0,5424479700.0,2921209600.0,6716144000.0,1540168200.0,3144146700.0,32259486000.0,1806777500.0
2083.0,3490830600.0,5757681000.0,7134128000.0,2679685000.0,2051098400.0,4473749000.0,644319700.0,5123402000.0,2721806800.0,6416500700.0,1517439900.0,2799829000.0,31768185000.0,1607890800.0
2084.0,3252552400.0,5429523000.0,6891745000.0,2565832200.0,1880563800.0,4207919900.0,584321600.0,4837768700.0,2446091800.0,6090590000.0,1416206000.0,2688102100.0,31022424000.0,1457984900.0
2085.0,3088277000.0,5338860500.0,6498789000.0,2456720100.0,1758433900.0,3874975700.0,539430850.0,4683391500.0,2277681700.0,5844357600.0,1360825100.0,2428688600.0,31093418000.0,1360568000.0
2086.0,2933707800.0,5118589400.0,6110280000.0,2236082400.0,1600504800.0,3671972600.0,520367650.0,4607062500.0,2085938800.0,5025140000.0,1325564900.0,2267470300.0,31670140000.0,1178455900.0
2087.0,2663695000.0,4824784000.0,5534487000.0,1932401000.0,1379409900.0,3436036400.0,492367700.0,4413207600.0,1852309200.0,4675983000.0,1241562200.0,2151609900.0,32697491000.0,981163200.0
2088.0,2510258400.0,4406265000.0,5252767000.0,1862929400.0,1302373600.0,2994986000.0,438213630.0,4071239200.0,1671454000.0,4222002700.0,1142695200.0,1974427400.0,31432335000.0,849820100.0
2089.0,2116671000.0,4166516700.0,5152502000.0,1739635300.0,1200685400.0,2701292000.0,406963970.0,3895838700.0,1570741100.0,3925582600.0,1029472060.0,1737551100.0,31001616000.0,839623500.0
2090.0,1791269900.0,3919062800.0,4871737300.0,1638244900.0,1084566300.0,2485860000.0,350893440.0,3539607800.0,1498576300.0,3599433000.0,956186940.0,1720949500.0,31361350000.0,768600260.0
2091.0,1765113700.0,3875729000.0,4416015000.0,1394170600.0,926942300.0,2297845000.0,318558700.0,3474809600.0,1436468400.0,3292073000.0,949544000.0,1685662100.0,30939783000.0,694118300.0
2092.0,1692510300.0,3573481500.0,4135159300.0,1314423000.0,815321660.0,2180537600.0,291028580.0,3238859300.0,1300386600.0,3179164000.0,850716160.0,1538093700.0,31467321000.0,674912500.0
2093.0,1581512000.0,3341102800.0,3828425200.0,1238306700.0,749590100.0,2036157600.0,240681490.0,3134500400.0,1260958700.0,2871922200.0,787990460.0,1438576600.0,30805670000.0,677933250.0
2094.0,1434709500.0,3390004200.0,3508117500.0,1193155200.0,681828540.0,1977675500.0,204309390.0,3047377000.0,1208979000.0,2571880700.0,710961540.0,1296108500.0,29765607000.0,595483970.0
2095.0,1357128200.0,3156551000.0,3327786800.0,1066281900.0,614642050.0,1849317000.0,187622670.0,2791970800.0,1127714400.0,2434114300.0,681195300.0,1218837600.0,28355318000.0,502883000.0
2096.0,1292691000.0,2958339600.0,3177915000.0,1053514000.0,543394900.0,1582547500.0,158295330.0,2800342800.0,1110677600.0,2383331800.0,620356200.0,1099725400.0,27079152000.0,450076500.0
2097.0,1200015900.0,2832098300.0,3061243000.0,968113860.0,476598660.0,1382231300.0,127247580.0,2761728500.0,1038788000.0,2210602200.0,531345000.0,922411700.0,26658255000.0,450929500.0
2098.0,1118398800.0,2798209300.0,2820136700.0,863927500.0,416477600.0,1107642900.0,116430760.0,2789557500.0,966889800.0,2090556400.0,474994400.0,802670460.0,25664467000.0,435718600.0
2099.0,999119170.0,2732358700.0,2774257200.0,807728700.0,366186880.0,993044740.0,95488700.0,2709252400.0,905843100.0,1976249700.0,432709980.0,731566460.0,25042979000.0,407427620.0
2100.0,926256640.0,2647382500.0,2762217700.0,711800500.0,325845600.0,864419140.0,87014970.0,2679839000.0,875657600.0,1825763500.0,385341660.0,757886460.0,24227625000.0,359361120.0
