time,NORESM1-M,CNRM-CM5,MPI-ESM-LR,CANESM2,CSIRO-MK3-6-0,GFDL-CM3,GFDL-ESM2G,IPSL-CM5A-LR,GISS-E2-R,CESM1-CAM5,CCSM4
2017.0,14186502000.0,14186502000.0,14186502000.0,14186502000.0,14186502000.0,14186502000.0,14186502000.0,14186502000.0,14186502000.0,14186502000.0,14186502000.0
2018.0,14113355000.0,14113355000.0,14113355000.0,14113355000.0,14113355000.0,14113355000.0,14113355000.0,14113355000.0,14113355000.0,14113355000.0,14113355000.0
2019.0,14035911000.0,14035911000.0,14035911000.0,14035911000.0,14035911000.0,14035911000.0,14035911000.0,14035911000.0,14035911000.0,14035911000.0,14035911000.0
2020.0,13948543000.0,13948543000.0,13948543000.0,13948543000.0,13948543000.0,13948543000.0,13948543000.0,13948543000.0,13948543000.0,13948543000.0,13948543000.0
2021.0,14187405000.0,13828602000.0,13868117000.0,13859364000.0,13826509000.0,13880101000.0,13955630000.0,13978040000.0,13906723000.0,13839460000.0,13853142000.0
2022.0,13799810000.0,13818011000.0,13751453000.0,13716399000.0,13808686000.0,13739320000.0,13778373000.0,13780031000.0,13852988000.0,13787679000.0,14161575000.0
2023.0,13702947000.0,13613105000.0,13663593000.0,13719944000.0,13617358000.0,13610899000.0,13657807000.0,13809543000.0,13738297000.0,13698683000.0,13784231000.0
2024.0,13602751000.0,13577484000.0,13571843000.0,13485157000.0,13703563000.0,13419316000.0,13678355000.0,13804335000.0,13624017000.0,13729197000.0,13643380000.0
2025.0,13447735000.0,13618688000.0,13452156000.0,13392118000.0,13509169000.0,13280257000.0,13614868000.0,13569428000.0,13613876000.0,13694473000.0,13494494000.0
2026.0,13363175000.0,13325733000.0,13427274000.0,13205152000.0,13437705000.0,13062830000.0,13381512000.0,13375032000.0,13419504000.0,13553265000.0,13568922000.0
2027.0,13581544000.0,13268222000.0,13266248000.0,13131490000.0,13776489000.0,12934339000.0,13502733000.0,13195122000.0,13419924000.0,13428709000.0,13301127000.0
2028.0,13179758000.0,13011003000.0,13056295000.0,12976638000.0,13413135000.0,12717884000.0,13397256000.0,13031055000.0,13173383000.0,13365353000.0,13145872000.0
2029.0,13014211000.0,12927423000.0,13128126000.0,12790283000.0,13253324000.0,12505397000.0,13277728000.0,12912766000.0,13077091000.0,13123480000.0,13081352000.0
2030.0,12889938000.0,12842288000.0,12881730000.0,12546009000.0,13028890000.0,12315930000.0,13151878000.0,12776953000.0,12934971000.0,12958588000.0,12897399000.0
2031.0,12662172000.0,12566625000.0,12722491000.0,12238925000.0,12969726000.0,12048224000.0,13045936000.0,12592055000.0,12751262000.0,12811040000.0,12760452000.0
2032.0,12556784000.0,12482275000.0,12623439000.0,12035785000.0,12912135000.0,11714219000.0,12918255000.0,12462194000.0,12577345000.0,12638686000.0,12594564000.0
2033.0,12339549000.0,12392779000.0,12369497000.0,11878372000.0,12768441000.0,11594364000.0,12759808000.0,12192569000.0,12424082000.0,12553300000.0,12397348000.0
2034.0,12123993000.0,12205218000.0,12262261000.0,11574082000.0,12587858000.0,11218236000.0,12866532000.0,12001273000.0,12147773000.0,12266124000.0,12213567000.0
2035.0,11919567000.0,11980971000.0,11974700000.0,11382512000.0,12419369000.0,10972919000.0,12733428000.0,11814030000.0,12013738000.0,12040993000.0,12090569000.0
2036.0,11742685000.0,11753721000.0,11833496000.0,11106433000.0,12288496000.0,10739357000.0,12554274000.0,11556842000.0,11862542000.0,11824371000.0,12024206000.0
2037.0,11611906000.0,11530013000.0,11625027000.0,10805264000.0,12105005000.0,10429474000.0,12356492000.0,11341917000.0,11630791000.0,11557426000.0,11797364000.0
2038.0,11208444000.0,11330448000.0,11497456000.0,10543957000.0,11868316000.0,10100315000.0,12244496000.0,11097733000.0,11457101000.0,11327048000.0,11684665000.0
2039.0,10973347000.0,11149754000.0,11294203000.0,10169694000.0,11759191000.0,9918568000.0,12062027000.0,10810724000.0,11218954000.0,11144028000.0,11693702000.0
2040.0,10733914000.0,10915362000.0,11014606000.0,10045319000.0,11518011000.0,9617031000.0,11958445000.0,10580809000.0,11131354000.0,11028475000.0,11459104000.0
2041.0,10518162000.0,10771388000.0,10843078000.0,9797926000.0,11274860000.0,9287210000.0,11943877000.0,10256683000.0,10936102000.0,10633933000.0,11457747000.0
2042.0,10226903000.0,10460741000.0,10692240000.0,9402966000.0,11049734000.0,8885383000.0,12173561000.0,9942422000.0,11152903000.0,10481662000.0,11220151000.0
2043.0,9953491000.0,10219984000.0,10571794000.0,9165966000.0,10833901000.0,8592992000.0,11880924000.0,9663828000.0,10648258000.0,10608836000.0,11127788000.0
2044.0,9691215000.0,10011617000.0,10359439000.0,8932953000.0,10604019000.0,8308030500.0,11671896000.0,9432675000.0,10615903000.0,10134101000.0,11057478000.0
2045.0,9375523000.0,9985676000.0,10159096000.0,8674834000.0,10418434000.0,7888478700.0,11507346000.0,9125888000.0,10378013000.0,9896566000.0,10807168000.0
2046.0,9141318000.0,9813861000.0,10018668000.0,8278223000.0,10155973000.0,7634721000.0,11332936000.0,8804961000.0,10286729000.0,9701352000.0,10579360000.0
2047.0,9213690000.0,9618787000.0,9835847000.0,8118638600.0,9928905000.0,7242054000.0,11210440000.0,8604674000.0,9957987000.0,9308412000.0,10798948000.0
2048.0,8694090000.0,9458583000.0,9663388000.0,7785356000.0,9673449000.0,7001984000.0,11098124000.0,8258833400.0,9772101000.0,9036247000.0,10233891000.0
2049.0,8449378300.0,9207885000.0,9883716000.0,7474950700.0,9442937000.0,6671830000.0,10819391000.0,8039161300.0,9669372000.0,8787495000.0,10074424000.0
2050.0,7992900000.0,8977708000.0,9749333000.0,7259032000.0,9153530000.0,6350896000.0,10712020000.0,7817307000.0,9494003000.0,8518396400.0,9922898000.0
2051.0,7797680600.0,8688527000.0,9322853000.0,7104175600.0,8818386000.0,6093495300.0,10582924000.0,7524832000.0,9408707000.0,8197504500.0,9798513000.0
2052.0,7371958000.0,8486652000.0,9130587000.0,6824149000.0,8424188000.0,5857161000.0,10401240000.0,7229314000.0,9253280000.0,7809064000.0,9580606000.0
2053.0,7085185500.0,8451298000.0,9082872000.0,6524223500.0,8162693000.0,5574311400.0,10267256000.0,6884336000.0,8980336000.0,7585733600.0,9425961000.0
2054.0,6889459700.0,8038632400.0,8884655000.0,6309385000.0,7861266400.0,5329880600.0,10009773000.0,6692791000.0,8799929000.0,7304027000.0,9246027000.0
2055.0,6656100400.0,8268318000.0,8687788000.0,6103461000.0,7565028400.0,5027590000.0,9863955000.0,6637097500.0,8635979000.0,7039132000.0,9249519000.0
2056.0,6449072000.0,7946647600.0,8509707300.0,5902707700.0,7369726500.0,4791936500.0,9769622000.0,6277687000.0,8480401000.0,6836125000.0,8980310000.0
2057.0,6115916300.0,7761017000.0,8340168700.0,5654637000.0,7178596400.0,4560301000.0,9520267000.0,6003439600.0,8278582300.0,6669637000.0,8858197000.0
2058.0,5863203000.0,7523331000.0,8171125000.0,5395182600.0,6914321400.0,4396151300.0,9321440000.0,6230612000.0,8058840600.0,6450222000.0,8737579000.0
2059.0,5642876400.0,7263482400.0,7918070000.0,5209682000.0,6661520000.0,4279461400.0,9158559000.0,5689857000.0,7927187500.0,6140715500.0,8587134500.0
2060.0,5466639000.0,7262655000.0,7744845000.0,4996194300.0,6312161300.0,4113805300.0,9055862000.0,5517025000.0,8155615700.0,5876252000.0,8539516400.0
2061.0,5358967000.0,6960158000.0,7538434600.0,4878040000.0,6151556600.0,3921233700.0,8810750000.0,5396026000.0,7842498000.0,5705723400.0,8282773500.0
2062.0,5186902000.0,6763927600.0,7613268500.0,4587690000.0,5868702700.0,3830944500.0,8601096000.0,5169508400.0,7591298000.0,5483524000.0,8261207600.0
2063.0,5014417000.0,6600275500.0,7284459500.0,4446713300.0,5548297700.0,3638566700.0,8424238000.0,4939441700.0,7944841000.0,5381085000.0,8038450700.0
2064.0,4896613000.0,6378787000.0,7126751700.0,4309073400.0,5351503400.0,3464838000.0,8267560400.0,4763001300.0,7388184000.0,5282992600.0,7949340000.0
2065.0,4760034300.0,6161693700.0,6925423600.0,4173985300.0,5242967600.0,3337164000.0,8056669000.0,4667042000.0,7287314000.0,5016745000.0,7747222500.0
2066.0,4618330000.0,6060500500.0,6818690600.0,4084087300.0,5045758000.0,3226066000.0,7978435000.0,4531185000.0,7218889000.0,4811065300.0,7598485500.0
2067.0,4492134400.0,5787937000.0,6687159000.0,3990730000.0,4810189000.0,3110084900.0,7742423000.0,4409084400.0,7268581000.0,4646100000.0,7418823000.0
2068.0,4423826400.0,5650812400.0,6754624000.0,3889655600.0,4586488300.0,3010906000.0,7407436000.0,4316540400.0,7020601300.0,4764853000.0,7293510700.0
2069.0,4401989600.0,5502935000.0,6444205000.0,3615414000.0,4426118000.0,2879487200.0,7154166300.0,4223812000.0,6985349600.0,4444665000.0,7168511000.0
2070.0,4217850000.0,5328810500.0,6433731600.0,3464079400.0,4277319000.0,2754825500.0,7081961500.0,4114647000.0,6943972000.0,4210200800.0,6989325000.0
2071.0,4126475800.0,5216138000.0,6228397600.0,3369710800.0,4172198100.0,2647966000.0,6858236000.0,3985964000.0,6890695700.0,3999551000.0,6826914300.0
2072.0,4021336800.0,5010538500.0,5979316000.0,3222723300.0,3954674400.0,2527959000.0,6658471400.0,3841797400.0,6713510000.0,4313946600.0,6640221000.0
2073.0,3939990000.0,4896703000.0,6602547700.0,3092304600.0,3786988500.0,2429444900.0,6519650300.0,3752785700.0,6615376400.0,3773268200.0,6493212000.0
2074.0,3891499800.0,4809595000.0,6083052500.0,2964095700.0,3638665500.0,2308911900.0,6520080000.0,3618134300.0,6459285500.0,3614093300.0,6365714400.0
2075.0,3772941000.0,4641523700.0,5865771500.0,2814899700.0,3464958700.0,2208353800.0,6560590300.0,3524451600.0,6391579000.0,3487673900.0,6183078000.0
2076.0,3796713000.0,4437303300.0,6459372500.0,2709326600.0,3404938500.0,2153566000.0,6097675300.0,4036260400.0,6363250000.0,3419570700.0,5986085400.0
2077.0,3652604000.0,4255739400.0,6361147000.0,2611874000.0,3256247800.0,2065254300.0,5948746000.0,3402155800.0,6228014600.0,3238676700.0,5896215600.0
2078.0,3519632000.0,4204403700.0,5728884700.0,2511104500.0,3135061200.0,1941903600.0,5938197500.0,3286952000.0,6216506000.0,3119888000.0,5775396000.0
2079.0,3428196000.0,4799525400.0,5602829300.0,2414570000.0,3018311000.0,2080037000.0,5658600400.0,3169552000.0,6237518300.0,2992871200.0,5645312500.0
2080.0,3303131400.0,4113953300.0,5458480000.0,2301241900.0,2926308000.0,1820246400.0,5434227000.0,3070708500.0,5985730600.0,2886088400.0,5510237000.0
2081.0,3161699800.0,4499179000.0,5345609000.0,2299895000.0,2891042000.0,1666105300.0,5279331000.0,2967758300.0,6323217000.0,2792565500.0,5316389400.0
2082.0,3101643300.0,3932189400.0,5390663000.0,2183868700.0,2748579300.0,1577521300.0,5165823500.0,2898599400.0,5904024000.0,2639162600.0,5217030700.0
2083.0,3068804600.0,3946933000.0,5269484500.0,2111793800.0,2672048400.0,1482325500.0,5133968400.0,2797973500.0,5757127700.0,2464318700.0,5158691000.0
2084.0,3017573000.0,3769826300.0,5088743000.0,2077773000.0,2579600100.0,1438563200.0,5074213000.0,2734984400.0,5894278000.0,2373792000.0,5295356400.0
2085.0,3113812000.0,3877451500.0,4985694000.0,1967525600.0,2615216600.0,1405805200.0,4871928000.0,2630820900.0,5725579300.0,2207279900.0,4952495000.0
2086.0,2912258000.0,3679944000.0,4907678000.0,1825899000.0,2396787200.0,1350202600.0,4753930000.0,2529302300.0,5581445000.0,2108255000.0,4840873000.0
2087.0,2765765600.0,3535215400.0,4845210000.0,1750759600.0,2302272800.0,1306826500.0,4724669400.0,2467853600.0,5498303000.0,1981968800.0,4727581000.0
2088.0,2679738000.0,3420891100.0,4773689300.0,1583707800.0,2113098900.0,1251639700.0,4549222400.0,2394249700.0,5396347000.0,1898281900.0,4617684500.0
2089.0,2619314700.0,3310992400.0,4797432000.0,1531983700.0,2077982300.0,1215167900.0,4478309000.0,2282626000.0,5321548300.0,1805193700.0,4574247000.0
2090.0,2664835800.0,3321088800.0,4695051300.0,1448198400.0,2006722800.0,1122676100.0,4407271000.0,2192421000.0,5226809000.0,1679802200.0,4646937000.0
2091.0,2469518800.0,3193873000.0,4589773300.0,1349105500.0,1936876700.0,1033566850.0,4285421000.0,2109010300.0,5534895000.0,1568654700.0,4463303700.0
2092.0,2391318800.0,3116420600.0,5066400300.0,1301635800.0,1838648300.0,1004931600.0,4203934000.0,2070940400.0,5194809300.0,1533936400.0,4334331400.0
2093.0,2393279500.0,3010797600.0,4526101500.0,1251138400.0,1748907800.0,960696770.0,4288558000.0,2010597400.0,5126986000.0,1528693900.0,4238098700.0
2094.0,2326396700.0,2909757000.0,4550961700.0,1197715100.0,2032689400.0,940280800.0,4049226500.0,1970766700.0,5178312700.0,1489625100.0,4211042300.0
2095.0,2196626700.0,2885730300.0,4782768600.0,1164888300.0,1651313900.0,883900900.0,3944281300.0,2002663800.0,5231860700.0,1389561700.0,4021053200.0
2096.0,2108725200.0,2740638500.0,4789481500.0,1111440800.0,1594199000.0,864860350.0,3863505700.0,1820116400.0,5011536400.0,1331926700.0,3936596200.0
2097.0,2004959500.0,2564681500.0,4449823000.0,1079257700.0,1524105900.0,833492160.0,3775209700.0,1778074400.0,5377511400.0,1256586100.0,3816464600.0
2098.0,1919583000.0,2579452400.0,4371514000.0,1109565300.0,1453313700.0,807479230.0,3926343700.0,1717831800.0,4959688000.0,1190025200.0,3919952100.0
2099.0,1860247600.0,2440391700.0,4598577700.0,1047869800.0,1430847900.0,785761400.0,3641860000.0,1669020400.0,4868432400.0,1199687400.0,3717435600.0
2100.0,1834269200.0,2360483800.0,4274201600.0,1007443000.0,1404406400.0,750080960.0,3575667200.0,1654769800.0,4816727600.0,1104513000.0,3583171600.0
