time,CNRM-CM5,CANESM2,IPSL-CM5A-LR,CCSM4,NORESM1-M,CSIRO-MK3-6-0,MPI-ESM-LR,GISS-E2-R,GFDL-ESM2G,GFDL-CM3
2013.0,33962093000.0,33962093000.0,33962093000.0,33962093000.0,33962093000.0,33962093000.0,33962093000.0,33962093000.0,33962093000.0,33962093000.0
2014.0,33933310000.0,33933310000.0,33933310000.0,33933310000.0,33933310000.0,33933310000.0,33933310000.0,33933310000.0,33933310000.0,33933310000.0
2015.0,33966873000.0,33966873000.0,33966873000.0,33966873000.0,33966873000.0,33966873000.0,33966873000.0,33966873000.0,33966873000.0,33966873000.0
2016.0,34956240000.0,34956240000.0,34956240000.0,34956240000.0,34956240000.0,34956240000.0,34956240000.0,34956240000.0,34956240000.0,34956240000.0
2017.0,33946814000.0,33946814000.0,33946814000.0,33946814000.0,33946814000.0,33946814000.0,33946814000.0,33946814000.0,33946814000.0,33946814000.0
2018.0,33945180000.0,33945180000.0,33945180000.0,33945180000.0,33945180000.0,33945180000.0,33945180000.0,33945180000.0,33945180000.0,33945180000.0
2019.0,33910325000.0,33910325000.0,33910325000.0,33910325000.0,33910325000.0,33910325000.0,33910325000.0,33910325000.0,33910325000.0,33910325000.0
2020.0,34081927000.0,34081927000.0,34081927000.0,34081927000.0,34081927000.0,34081927000.0,34081927000.0,34081927000.0,34081927000.0,34081927000.0
2021.0,33945915000.0,34719478000.0,33782596000.0,33749484000.0,33994226000.0,33762437000.0,33927643000.0,33735080000.0,33750032000.0,33842946000.0
2022.0,33774787000.0,33861597000.0,33689414000.0,33708993000.0,33727885000.0,33821923000.0,33927885000.0,33628527000.0,33695494000.0,33723337000.0
2023.0,33800108000.0,33745887000.0,33699355000.0,33787742000.0,33834478000.0,35415912000.0,33687384000.0,33564418000.0,34081855000.0,33648562000.0
2024.0,33708243000.0,33940412000.0,33681100000.0,33698510000.0,33712690000.0,34228080000.0,33793840000.0,33457562000.0,33720005000.0,33543557000.0
2025.0,33692244000.0,33685537000.0,33542540000.0,33520468000.0,33672286000.0,34146810000.0,33634007000.0,33365076000.0,33664150000.0,33449492000.0
2026.0,33627730000.0,33752863000.0,33744028000.0,33415434000.0,33590682000.0,33843671000.0,33544899000.0,33257015000.0,33739014000.0,33318410000.0
2027.0,33488480000.0,33569071000.0,33401635000.0,33317861000.0,33596967000.0,33862484000.0,33483514000.0,33170911000.0,33478230000.0,33204929000.0
2028.0,33386291000.0,33446340000.0,33542164000.0,33182155000.0,33506015000.0,33667627000.0,33416018000.0,33080214000.0,33328210000.0,33103610000.0
2029.0,33338628000.0,33297435000.0,33921352000.0,33108871000.0,33434268000.0,33596318000.0,33310499000.0,32986960000.0,33380454000.0,32965650000.0
2030.0,33274479000.0,33368353000.0,33255010000.0,33163717000.0,33325406000.0,33494266000.0,33223748000.0,32904080000.0,33305303000.0,32784417000.0
2031.0,33782264000.0,33159555000.0,34394505000.0,33085342000.0,33208800000.0,33429608000.0,33157902000.0,32750764000.0,33144769000.0,32656112000.0
2032.0,33201814000.0,32983196000.0,33802981000.0,32806627000.0,33075855000.0,33326004000.0,33044236000.0,32819073000.0,33453826000.0,32424067000.0
2033.0,32967985000.0,32825618000.0,33312344000.0,32692912000.0,32942879000.0,33327147000.0,32908413000.0,32577618000.0,33017373000.0,32196962000.0
2034.0,32869028000.0,32822155000.0,33142768000.0,32552024000.0,32899578000.0,33318361000.0,32811000000.0,32674773000.0,32929518000.0,31946408000.0
2035.0,32768340000.0,32591174000.0,32896055000.0,32405836000.0,32742414000.0,33083677000.0,32749578000.0,32469182000.0,32691597000.0,31632226000.0
2036.0,32600517000.0,32416252000.0,32722205000.0,32275444000.0,32601550000.0,33132910000.0,32627268000.0,32350022000.0,32456160000.0,31308870000.0
2037.0,32486076000.0,32296874000.0,32516375000.0,32246014000.0,32633731000.0,32912124000.0,32515080000.0,32405180000.0,32245246000.0,31027333000.0
2038.0,32343580000.0,32149620000.0,32560468000.0,32135990000.0,32361210000.0,32792377000.0,32438792000.0,32165323000.0,31977562000.0,30647527000.0
2039.0,32132039000.0,31957811000.0,33669337000.0,31997671000.0,32225688000.0,32666489000.0,32294240000.0,32116281000.0,31717523000.0,30306654000.0
2040.0,31979932000.0,31781308000.0,35507150000.0,32215972000.0,32023490000.0,33489342000.0,32115840000.0,31931937000.0,33445687000.0,29902199000.0
2041.0,31826410000.0,31573164000.0,34771150000.0,31892494000.0,31889514000.0,32581020000.0,31938056000.0,31794246000.0,31732340000.0,29557254000.0
2042.0,31713425000.0,31358829000.0,33972128000.0,31658037000.0,31856940000.0,32571140000.0,31731450000.0,31668873000.0,31675574000.0,29146771000.0
2043.0,31492356000.0,31166690000.0,33307520000.0,31741300000.0,31637217000.0,32344064000.0,32260037000.0,31448308000.0,31169798000.0,28686688000.0
2044.0,31346410000.0,31143123000.0,32798147000.0,31392326000.0,31488596000.0,32196311000.0,31829033000.0,31230433000.0,30981558000.0,28140839000.0
2045.0,31117625000.0,31220896000.0,32546157000.0,31288494000.0,31388631000.0,32001184000.0,31505265000.0,31037622000.0,31380322000.0,27801571000.0
2046.0,31016743000.0,30603618000.0,32372367000.0,31177769000.0,31263422000.0,32031780000.0,31165465000.0,30882298000.0,30911146000.0,27352713000.0
2047.0,30754306000.0,30396432000.0,32519266000.0,30952688000.0,31099206000.0,32221473000.0,30983952000.0,30863970000.0,30660850000.0,26772089000.0
2048.0,31867210000.0,30105680000.0,32151552000.0,30716439000.0,30888055000.0,31716340000.0,31173427000.0,30628655000.0,30528610000.0,26275330000.0
2049.0,30877555000.0,29896757000.0,31950633000.0,30495547000.0,31034485000.0,31469613000.0,30610618000.0,30386422000.0,30157646000.0,25677988000.0
2050.0,30497716000.0,30623100000.0,31944866000.0,30338232000.0,30598582000.0,31279374000.0,30416679000.0,30152000000.0,30036920000.0,25083863000.0
2051.0,30209513000.0,30518782000.0,31675544000.0,30725546000.0,30381429000.0,30992742000.0,30234192000.0,30008822000.0,29768122000.0,24623300000.0
2052.0,30092616000.0,29718225000.0,31458894000.0,30204525000.0,30279756000.0,30769620000.0,30041534000.0,29975507000.0,29502138000.0,24204960000.0
2053.0,29962566000.0,29283664000.0,31288793000.0,29978984000.0,30324740000.0,30863466000.0,29841007000.0,29903160000.0,29300842000.0,23883848000.0
2054.0,30009242000.0,29108191000.0,31083240000.0,29767483000.0,30103450000.0,30433950000.0,29645816000.0,29578922000.0,29209604000.0,23282387000.0
2055.0,29678633000.0,28850713000.0,30884252000.0,29811274000.0,29796213000.0,30251315000.0,29382971000.0,29426414000.0,28975636000.0,22724923000.0
2056.0,29484499000.0,28610259000.0,30693878000.0,29453080000.0,29858904000.0,30319442000.0,29538417000.0,29191475000.0,28814647000.0,22167880000.0
2057.0,29669362000.0,28499780000.0,31331210000.0,29527732000.0,29511725000.0,29850135000.0,29163168000.0,29011765000.0,28717677000.0,21707885000.0
2058.0,29219525000.0,28086305000.0,30650167000.0,29349417000.0,29319895000.0,29645795000.0,29022419000.0,29113842000.0,28654800000.0,21302696000.0
2059.0,29144918000.0,27997372000.0,30383050000.0,29000473000.0,29105314000.0,29418054000.0,28769348000.0,29027938000.0,28463006000.0,20809220000.0
2060.0,28877746000.0,27654363000.0,30097582000.0,29098720000.0,28976994000.0,29263753000.0,28662810000.0,28641776000.0,28470157000.0,20317512000.0
2061.0,28688170000.0,27295982000.0,30107767000.0,29094859000.0,28962089000.0,29145545000.0,28432410000.0,28625678000.0,28381350000.0,19925440000.0
2062.0,28542441000.0,27044674000.0,29800276000.0,28899946000.0,28621860000.0,29211503000.0,28928490000.0,28456407000.0,28037335000.0,19573217000.0
2063.0,28294470000.0,26686245000.0,29944492000.0,28815802000.0,28482398000.0,29327004000.0,28583506000.0,28545346000.0,28361458000.0,19196840000.0
2064.0,28174424000.0,26402456000.0,29713660000.0,28673567000.0,28260848000.0,29891869000.0,29400732000.0,28776319000.0,28439771000.0,18869418000.0
2065.0,28108265000.0,26224204000.0,29755462000.0,28433680000.0,28109435000.0,29599840000.0,28310514000.0,28271034000.0,27912315000.0,18557895000.0
2066.0,28195455000.0,25986191000.0,29393490000.0,28260385000.0,27965657000.0,28826995000.0,28109267000.0,28202748000.0,27705168000.0,18161089000.0
2067.0,27880083000.0,25763375000.0,29220385000.0,30005275000.0,27803152000.0,28603404000.0,27941308000.0,27972290000.0,31186889000.0,17903946000.0
2068.0,27578780000.0,27194186000.0,29043814000.0,28436886000.0,27608807000.0,28308564000.0,27852945000.0,27811189000.0,28660242000.0,17521783000.0
2069.0,27508074000.0,25506472000.0,28859552000.0,29444342000.0,27886920000.0,28064969000.0,29310943000.0,27657355000.0,27976240000.0,17177240000.0
2070.0,27557695000.0,25257738000.0,28695357000.0,28954616000.0,27441197000.0,28301752000.0,27514610000.0,27506725000.0,27701900000.0,16895134000.0
2071.0,27134132000.0,25115759000.0,28488385000.0,28049790000.0,27234228000.0,28181342000.0,27566103000.0,27652375000.0,28081805000.0,16621157000.0
2072.0,27059132000.0,24908202000.0,28723456000.0,27813526000.0,27148755000.0,27680985000.0,28043094000.0,27531560000.0,27503358000.0,16251924000.0
2073.0,29100925000.0,24849013000.0,28917117000.0,28346090000.0,28077687000.0,28402252000.0,27492940000.0,27319929000.0,27873390000.0,16070239000.0
2074.0,28180476000.0,24746060000.0,28414310000.0,27643662000.0,27301644000.0,27601678000.0,29991870000.0,27212569000.0,27617341000.0,15727404000.0
2075.0,28099348000.0,24495426000.0,28068876000.0,27795309000.0,26938667000.0,28046170000.0,28209695000.0,27086367000.0,27984069000.0,15432069000.0
2076.0,27012037000.0,24485880000.0,27816444000.0,27569115000.0,26788313000.0,27554275000.0,27316658000.0,27590175000.0,27356720000.0,15162029000.0
2077.0,27221551000.0,24254546000.0,27862987000.0,27411845000.0,26622876000.0,27711814000.0,27031687000.0,26921255000.0,27143561000.0,14862546000.0
2078.0,26767036000.0,24009224000.0,27567809000.0,27257856000.0,26528279000.0,27466912000.0,27359924000.0,27416470000.0,27304626000.0,14842823000.0
2079.0,26610720000.0,23810318000.0,27385300000.0,27985293000.0,26410904000.0,27169110000.0,27829416000.0,29561434000.0,27368462000.0,14535684000.0
2080.0,26402652000.0,24574665000.0,27210530000.0,26993467000.0,26221756000.0,26932510000.0,27276886000.0,27138527000.0,26978451000.0,14317524000.0
2081.0,26270861000.0,24138916000.0,26977356000.0,26815375000.0,26128505000.0,26813219000.0,28222175000.0,26939576000.0,26923459000.0,14056855000.0
2082.0,26185013000.0,23606458000.0,27948490000.0,27459310000.0,26050062000.0,26683843000.0,28959860000.0,29367884000.0,26797500000.0,13836941000.0
2083.0,26055029000.0,23393008000.0,26830647000.0,27481373000.0,26203720000.0,26510543000.0,27877851000.0,29140834000.0,27634150000.0,13690888000.0
2084.0,26716283000.0,23211817000.0,29311134000.0,27256099000.0,26024393000.0,26351591000.0,27441412000.0,28166894000.0,27005463000.0,13490160000.0
2085.0,25935612000.0,23376853000.0,28159625000.0,26778626000.0,25691472000.0,26259034000.0,26986310000.0,27705200000.0,27022367000.0,13351471000.0
2086.0,25747218000.0,23087702000.0,27155855000.0,27001768000.0,25556394000.0,26053485000.0,26939785000.0,27054143000.0,27008500000.0,13305482000.0
2087.0,26818757000.0,22778229000.0,26747093000.0,26511980000.0,25476127000.0,25978417000.0,28022092000.0,26858590000.0,26783924000.0,13198316000.0
2088.0,25638375000.0,22858934000.0,27282723000.0,26409937000.0,25364873000.0,26897820000.0,30221625000.0,28483670000.0,26987768000.0,12809869000.0
2089.0,25684908000.0,22820008000.0,27200594000.0,28167713000.0,25265648000.0,25966748000.0,31061540000.0,27819112000.0,26740713000.0,12648065000.0
2090.0,25575272000.0,22357074000.0,26861638000.0,26542140000.0,25262006000.0,25723355000.0,28172820000.0,27085652000.0,27957103000.0,12449434000.0
2091.0,25292753000.0,24322378000.0,26339754000.0,26190445000.0,25017616000.0,25562632000.0,28312210000.0,26748457000.0,26959220000.0,12261422000.0
2092.0,25215558000.0,22209464000.0,26296990000.0,26030514000.0,24927875000.0,25457295000.0,27636808000.0,28668318000.0,27141850000.0,12079616000.0
2093.0,25122550000.0,22748070000.0,26611649000.0,26040881000.0,24820600000.0,25347697000.0,28622900000.0,27151512000.0,27135690000.0,11959235000.0
2094.0,25073977000.0,22003823000.0,27103875000.0,26134847000.0,24693447000.0,26292664000.0,27436796000.0,28407362000.0,26833275000.0,11845940000.0
2095.0,24925164000.0,21927018000.0,26561358000.0,26356494000.0,24667800000.0,25537903000.0,27353696000.0,28719560000.0,26925584000.0,11719065000.0
2096.0,24859210000.0,24697272000.0,26039376000.0,25975874000.0,24864370000.0,25202213000.0,27386384000.0,28635939000.0,27363625000.0,11560204000.0
2097.0,24911444000.0,22047980000.0,25766273000.0,26113343000.0,24398064000.0,24948933000.0,27456715000.0,28196405000.0,26799866000.0,11365292000.0
2098.0,24799142000.0,22188888000.0,30349332000.0,26589434000.0,24585840000.0,24866476000.0,27321120000.0,27548619000.0,26841002000.0,11257959000.0
2099.0,25444407000.0,21692762000.0,26660370000.0,25896133000.0,24211524000.0,24715434000.0,28358046000.0,27553346000.0,26789460000.0,11149302000.0
2100.0,26527005000.0,22648060000.0,26668558000.0,25635721000.0,24357052000.0,24587465000.0,27274097000.0,27573854000.0,26655916000.0,10999334000.0
