time,NORESM1-M,CCSM4,IPSL-CM5A-LR,CANESM2,CNRM-CM5,CSIRO-MK3-6-0,GFDL-CM3,GFDL-ESM2G,GISS-E2-R,MPI-ESM-LR
2013.0,33962093000.0,33962093000.0,33962093000.0,33962093000.0,33962093000.0,33962093000.0,33962093000.0,33962093000.0,33962093000.0,33962093000.0
2014.0,33933310000.0,33933310000.0,33933310000.0,33933310000.0,33933310000.0,33933310000.0,33933310000.0,33933310000.0,33933310000.0,33933310000.0
2015.0,33966873000.0,33966873000.0,33966873000.0,33966873000.0,33966873000.0,33966873000.0,33966873000.0,33966873000.0,33966873000.0,33966873000.0
2016.0,34956240000.0,34956240000.0,34956240000.0,34956240000.0,34956240000.0,34956240000.0,34956240000.0,34956240000.0,34956240000.0,34956240000.0
2017.0,33946814000.0,33946814000.0,33946814000.0,33946814000.0,33946814000.0,33946814000.0,33946814000.0,33946814000.0,33946814000.0,33946814000.0
2018.0,33945180000.0,33945180000.0,33945180000.0,33945180000.0,33945180000.0,33945180000.0,33945180000.0,33945180000.0,33945180000.0,33945180000.0
2019.0,33910325000.0,33910325000.0,33910325000.0,33910325000.0,33910325000.0,33910325000.0,33910325000.0,33910325000.0,33910325000.0,33910325000.0
2020.0,34081927000.0,34081927000.0,34081927000.0,34081927000.0,34081927000.0,34081927000.0,34081927000.0,34081927000.0,34081927000.0,34081927000.0
2021.0,33860958000.0,33731174000.0,33933144000.0,33689401000.0,33827924000.0,33680800000.0,33739280000.0,33812277000.0,34027550000.0,33959657000.0
2022.0,33748666000.0,33636649000.0,33777023000.0,33598552000.0,33974581000.0,33639956000.0,33687888000.0,33841508000.0,33777652000.0,33829186000.0
2023.0,33766384000.0,33575991000.0,33906233000.0,33600768000.0,33767379000.0,33517850000.0,33656957000.0,33731060000.0,33744202000.0,33727388000.0
2024.0,33667394000.0,33478273000.0,33710164000.0,33455160000.0,33721807000.0,33399470000.0,33544899000.0,33641904000.0,33749000000.0,33635125000.0
2025.0,33585594000.0,33415385000.0,33600320000.0,33367929000.0,33964310000.0,33303950000.0,33447574000.0,33535340000.0,33600210000.0,33643252000.0
2026.0,33491098000.0,33479682000.0,33827041000.0,33363470000.0,33606020000.0,33157319000.0,33325030000.0,33642545000.0,33506111000.0,33767651000.0
2027.0,33403025000.0,33526047000.0,33647560000.0,33094203000.0,34190570000.0,33078333000.0,33217260000.0,33331240000.0,33537982000.0,34091278000.0
2028.0,33328360000.0,33507631000.0,33604786000.0,32971244000.0,33914636000.0,32946794000.0,33062906000.0,34109766000.0,33369199000.0,33701882000.0
2029.0,33191655000.0,33175323000.0,33406157000.0,32794044000.0,33652169000.0,32796287000.0,32888429000.0,34017436000.0,33266830000.0,33462153000.0
2030.0,33009052000.0,33093706000.0,33246435000.0,32691702000.0,33459956000.0,32626465000.0,32722045000.0,33268695000.0,33162920000.0,33430456000.0
2031.0,32880510000.0,32985030000.0,33136536000.0,32464105000.0,33387518000.0,32816316000.0,32606648000.0,33051930000.0,33280193000.0,33308064000.0
2032.0,32892858000.0,32772518000.0,33011476000.0,32345770000.0,33351266000.0,32443834000.0,32349053000.0,33011161000.0,33024692000.0,33168845000.0
2033.0,32676737000.0,32643133000.0,32842650000.0,32404285000.0,33307025000.0,32185690000.0,32125694000.0,32816105000.0,32865784000.0,33076130000.0
2034.0,32551156000.0,32742568000.0,32657740000.0,31999326000.0,33324448000.0,31895798000.0,31873602000.0,32718893000.0,32923427000.0,32930535000.0
2035.0,32416604000.0,32476072000.0,32427643000.0,31704316000.0,33177762000.0,31674774000.0,31596448000.0,32521007000.0,32642408000.0,32875629000.0
2036.0,32486656000.0,32272876000.0,32201902000.0,31400258000.0,33053295000.0,31600384000.0,31228346000.0,32316144000.0,32414863000.0,32653250000.0
2037.0,32212496000.0,32154570000.0,31882730000.0,31088888000.0,32975553000.0,31346004000.0,30922240000.0,32199844000.0,32189479000.0,32582724000.0
2038.0,32292968000.0,32090820000.0,31581458000.0,30810923000.0,32832952000.0,31189465000.0,30600233000.0,31986848000.0,31911772000.0,32478882000.0
2039.0,31940130000.0,31794864000.0,31112880000.0,30548316000.0,32736362000.0,30875746000.0,30016540000.0,31769180000.0,31709190000.0,32222777000.0
2040.0,31707382000.0,31611472000.0,30548005000.0,30178558000.0,32634137000.0,30518946000.0,29603099000.0,31687614000.0,31425178000.0,32005560000.0
2041.0,31485188000.0,31405300000.0,30090174000.0,29773718000.0,32438295000.0,30430816000.0,29047507000.0,31474500000.0,31190012000.0,31854297000.0
2042.0,31263443000.0,31311270000.0,29645492000.0,29522143000.0,32247992000.0,30012060000.0,28553056000.0,31193987000.0,30868822000.0,31615416000.0
2043.0,31007003000.0,31077960000.0,29291602000.0,29212350000.0,32048282000.0,29619864000.0,27964790000.0,30873467000.0,30485674000.0,31434066000.0
2044.0,30727766000.0,30777303000.0,29056907000.0,28803256000.0,31883778000.0,29347530000.0,27501445000.0,31101130000.0,30194455000.0,31324396000.0
2045.0,30440870000.0,30506166000.0,28399026000.0,28206242000.0,31606040000.0,29059506000.0,26948975000.0,30584984000.0,30024413000.0,31001776000.0
2046.0,30184014000.0,30262522000.0,27877124000.0,27890030000.0,31458535000.0,28752927000.0,26277808000.0,30326073000.0,29611071000.0,30464090000.0
2047.0,29881702000.0,30070020000.0,27110117000.0,27361743000.0,31288270000.0,28432525000.0,25695460000.0,30100836000.0,29164675000.0,30101076000.0
2048.0,29647176000.0,29698978000.0,26672495000.0,26945604000.0,30986985000.0,28291779000.0,25053370000.0,29797655000.0,28853002000.0,29995810000.0
2049.0,29296970000.0,29461051000.0,26054038000.0,26438453000.0,30706289000.0,27703108000.0,24321370000.0,29525318000.0,28504304000.0,29520914000.0
2050.0,28955304000.0,29200708000.0,25699424000.0,25883077000.0,30509603000.0,27391855000.0,23540052000.0,29266086000.0,28173584000.0,29185114000.0
2051.0,28645190000.0,28956422000.0,25202444000.0,25340213000.0,30267734000.0,27076186000.0,23621681000.0,29110130000.0,27667804000.0,28803600000.0
2052.0,28633102000.0,28819266000.0,24654922000.0,24759417000.0,29967346000.0,26981507000.0,22746542000.0,28662778000.0,27276900000.0,28480660000.0
2053.0,27940162000.0,28464648000.0,24094093000.0,24138955000.0,29729298000.0,27296113000.0,22017240000.0,28475714000.0,26981204000.0,28150330000.0
2054.0,27651795000.0,28117120000.0,23639816000.0,23521927000.0,29470155000.0,26440864000.0,21244529000.0,28228248000.0,26639618000.0,27813403000.0
2055.0,27380118000.0,27777430000.0,23124394000.0,22953810000.0,29078309000.0,25936409000.0,20624010000.0,27725912000.0,26229100000.0,28104710000.0
2056.0,27267447000.0,27447867000.0,22561042000.0,22535481000.0,28744663000.0,25450110000.0,20056418000.0,27328915000.0,25745380000.0,27148495000.0
2057.0,26724645000.0,27094650000.0,22167785000.0,21975546000.0,28517235000.0,25651284000.0,19444226000.0,26878398000.0,25303032000.0,26621094000.0
2058.0,26246136000.0,26743538000.0,21555240000.0,21377966000.0,28109492000.0,24763079000.0,18793650000.0,26435560000.0,24958718000.0,26141280000.0
2059.0,25858626000.0,26636964000.0,21004007000.0,20949027000.0,27726098000.0,24533352000.0,18127862000.0,25993886000.0,24553767000.0,25608956000.0
2060.0,25535638000.0,26190866000.0,20471718000.0,20356890000.0,27519105000.0,24016984000.0,17516378000.0,25591320000.0,24156731000.0,25229754000.0
2061.0,25200687000.0,25884412000.0,20053283000.0,19721288000.0,27446182000.0,23760441000.0,16960610000.0,25327548000.0,23823604000.0,24681615000.0
2062.0,25017029000.0,25498038000.0,19243672000.0,19178742000.0,26994141000.0,23379440000.0,16300366000.0,24992830000.0,23404386000.0,24102040000.0
2063.0,24629713000.0,25152340000.0,18695326000.0,18629583000.0,26768368000.0,22869221000.0,15544040000.0,24748829000.0,23090745000.0,23719414000.0
2064.0,24184860000.0,24859870000.0,18209910000.0,18288882000.0,26352290000.0,22359452000.0,14822516000.0,24498788000.0,22675479000.0,23115295000.0
2065.0,23823139000.0,24523637000.0,17474861000.0,17767752000.0,25979908000.0,21874354000.0,14067075000.0,24153256000.0,22348646000.0,22694121000.0
2066.0,23636998000.0,24214467000.0,16951064000.0,17136939000.0,25598240000.0,21493035000.0,13349217000.0,23820159000.0,22035632000.0,22215006000.0
2067.0,23174218000.0,23814089000.0,16376694000.0,16563160000.0,25302407000.0,21131491000.0,12742310000.0,23626461000.0,21749277000.0,21632844000.0
2068.0,22833950000.0,23440042000.0,15819278000.0,16129962000.0,24939379000.0,20738324000.0,12181113000.0,23274670000.0,21290906000.0,21163497000.0
2069.0,22376170000.0,22969616000.0,15410464000.0,15768595000.0,24668037000.0,20271081000.0,11617712000.0,22933651000.0,20850502000.0,20755487000.0
2070.0,21914681000.0,22476520000.0,14876564000.0,15304175000.0,24503091000.0,19851903000.0,11047955000.0,22668580000.0,20477300000.0,20347505000.0
2071.0,21494815000.0,22080938000.0,14289495000.0,14793628000.0,23988050000.0,19452017000.0,10576784000.0,22418065000.0,20177297000.0,19757453000.0
2072.0,21076646000.0,21739522000.0,13823994000.0,14713287000.0,23458769000.0,18986750000.0,9925727000.0,22199870000.0,19924180000.0,19327955000.0
2073.0,20728875000.0,21318291000.0,13454642000.0,14342979000.0,23093922000.0,18609031000.0,9311761000.0,22221543000.0,19445560000.0,19027462000.0
2074.0,20325562000.0,20946315000.0,12992416000.0,13849609000.0,22701087000.0,18100367000.0,8855681000.0,21778817000.0,19046625000.0,18574946000.0
2075.0,19881132000.0,20605235000.0,12611967000.0,13454112000.0,22493980000.0,17660305000.0,8355016000.0,21383168000.0,18675750000.0,18068408000.0
2076.0,19466641000.0,20228133000.0,12223621000.0,13157797000.0,22125625000.0,17028496000.0,7868813300.0,21071528000.0,18348780000.0,17510265000.0
2077.0,19027460000.0,19779664000.0,11826575000.0,12799901000.0,21739145000.0,16671588000.0,7574691300.0,20722223000.0,18001210000.0,17125897000.0
2078.0,18636530000.0,19320623000.0,11395102000.0,12394684000.0,21491636000.0,16192440000.0,7254306300.0,20348334000.0,17679620000.0,16708841000.0
2079.0,18185705000.0,18880719000.0,11201707000.0,11950052000.0,21151478000.0,15717839000.0,6812076000.0,19932766000.0,17341946000.0,16393996000.0
2080.0,17744482000.0,18634099000.0,10846138000.0,11945043000.0,20902074000.0,15376951000.0,6461994500.0,19685712000.0,17021719000.0,15883750000.0
2081.0,17497895000.0,18090596000.0,10401762000.0,11462184000.0,20551580000.0,15004500000.0,6055435000.0,19401284000.0,16806937000.0,15330915000.0
2082.0,17217528000.0,17672483000.0,9952615000.0,11183592000.0,20590186000.0,14638779000.0,5741919000.0,19045250000.0,16471340000.0,14856166000.0
2083.0,16877311000.0,17365795000.0,9566075000.0,10880279000.0,19845386000.0,14229003000.0,5396076000.0,18701836000.0,16111221000.0,14420129000.0
2084.0,16428080000.0,16985066000.0,9342422000.0,10581819000.0,19677057000.0,13947575000.0,5031991300.0,18327271000.0,15808869000.0,14068908000.0
2085.0,16069605000.0,16544701000.0,9079405000.0,10262319000.0,19338957000.0,13816123000.0,4788721700.0,17869265000.0,15542707000.0,14185113000.0
2086.0,15692934000.0,16171478000.0,8655027000.0,10001882000.0,18970722000.0,13399696000.0,4512192500.0,17469911000.0,15230870000.0,13451076000.0
2087.0,15298929000.0,15843698000.0,8437549600.0,9700330000.0,18484236000.0,13040496000.0,4256704800.0,17084397000.0,14905254000.0,13105061000.0
2088.0,15011275000.0,15532187000.0,8142086700.0,9438214000.0,18168314000.0,12784643000.0,3989217800.0,16668660000.0,14647476000.0,12753365000.0
2089.0,14660008000.0,15233511000.0,7758741000.0,9110211000.0,17837197000.0,12368039000.0,3810778000.0,16361957000.0,14412031000.0,12364556000.0
2090.0,14317957000.0,14846518000.0,7556859000.0,8856008000.0,17519487000.0,12045987000.0,3583226400.0,16078557000.0,14261714000.0,11911086000.0
2091.0,13924714000.0,14522052000.0,7417992700.0,8676807000.0,17209324000.0,11719249000.0,3302407700.0,15806100000.0,13996931000.0,11574144000.0
2092.0,13605003000.0,14167068000.0,7161046000.0,8301745700.0,16888467000.0,11396198000.0,3156468200.0,15466084000.0,13795777000.0,11258046000.0
2093.0,13246736000.0,13853905000.0,6890879000.0,8066550000.0,16575870000.0,11290457000.0,2834946800.0,15070447000.0,13541925000.0,10971442000.0
2094.0,12901820000.0,13462879000.0,6558833700.0,7901681700.0,16253948000.0,10933841000.0,2695163100.0,14606606000.0,13263912000.0,10673073000.0
2095.0,12600668000.0,13072856000.0,6257659000.0,7647564300.0,15941597000.0,10599062000.0,2534505700.0,14280008000.0,12970751000.0,10343717000.0
2096.0,12348188000.0,12789214000.0,6076791000.0,7533089300.0,15636118000.0,10385655000.0,2372978400.0,13963139000.0,12729131000.0,10026697000.0
2097.0,12087416000.0,12540573000.0,5887546000.0,7279724000.0,15402430000.0,10183389000.0,2243969300.0,13724892000.0,12484827000.0,9843811000.0
2098.0,11808025000.0,12233587000.0,5773504500.0,7113393700.0,15056780000.0,10024886000.0,2073683600.0,13305704000.0,12335996000.0,9632548000.0
2099.0,11563841000.0,11953627000.0,5512355300.0,6910992000.0,14760086000.0,9769798000.0,1891133800.0,13035600000.0,12082377000.0,9342215000.0
2100.0,11247457000.0,11754211000.0,5334063000.0,6773259300.0,14486952000.0,9583081000.0,1680763900.0,12745692000.0,11886556000.0,9091273000.0
