time,IPSL-CM6A-LR,UKESM1-0-LL,MPI-ESM1-2-HR,MRI-ESM2-0,GFDL-ESM4
2023.0,3556273300000.0,3501614400000.0,3543711000000.0,3478369600000.0,3534970200000.0
2024.0,3547824400000.0,3462315000000.0,3534456000000.0,3472825000000.0,3527078600000.0
2025.0,3521983000000.0,3413548500000.0,3517505900000.0,3437505800000.0,3519447800000.0
2026.0,3502220800000.0,3373217600000.0,3499817400000.0,3407017400000.0,3505959200000.0
2027.0,3499525000000.0,3313659300000.0,3477807800000.0,3370529600000.0,3485762800000.0
2028.0,3486386700000.0,3282854500000.0,3455594000000.0,3337038600000.0,3460150600000.0
2029.0,3480938600000.0,3244818000000.0,3433435200000.0,3309853000000.0,3443604800000.0
2030.0,3469054600000.0,3213481500000.0,3412042000000.0,3290014400000.0,3428348900000.0
2031.0,3454466800000.0,3176970600000.0,3398558500000.0,3265728300000.0,3424229800000.0
2032.0,3427868600000.0,3120519000000.0,3391701400000.0,3224435400000.0,3406897300000.0
2033.0,3394787600000.0,3086364700000.0,3371428000000.0,3203465000000.0,3390197000000.0
2034.0,3379778800000.0,3055077000000.0,3359479700000.0,3176007200000.0,3381146000000.0
2035.0,3362691000000.0,3020139300000.0,3350498400000.0,3137905400000.0,3354747000000.0
2036.0,3332143600000.0,2987908700000.0,3338363500000.0,3110733300000.0,3345575600000.0
2037.0,3318663600000.0,2962555000000.0,3332536300000.0,3090975000000.0,3333357000000.0
2038.0,3299341200000.0,2934935700000.0,3321823000000.0,3065340200000.0,3316087500000.0
2039.0,3278974500000.0,2901273500000.0,3305769500000.0,3041016400000.0,3298099200000.0
2040.0,3256538400000.0,2845348700000.0,3293306000000.0,3008368500000.0,3288138800000.0
2041.0,3254475800000.0,2813598400000.0,3282255000000.0,2962304300000.0,3272321800000.0
2042.0,3243672000000.0,2779860000000.0,3270385300000.0,2935805200000.0,3264594300000.0
2043.0,3233459000000.0,2740467300000.0,3269684600000.0,2912149000000.0,3248545900000.0
2044.0,3230750700000.0,2694107400000.0,3258373000000.0,2889909000000.0,3232916300000.0
2045.0,3221987000000.0,2657227600000.0,3247319500000.0,2872483000000.0,3223560400000.0
2046.0,3197626000000.0,2617509400000.0,3232496000000.0,2834556800000.0,3206675700000.0
2047.0,3186750000000.0,2559859200000.0,3222304200000.0,2806271400000.0,3198949800000.0
2048.0,3159515500000.0,2521925000000.0,3208436800000.0,2774810800000.0,3186364800000.0
2049.0,3140662300000.0,2483359800000.0,3190595000000.0,2756736700000.0,3169498700000.0
2050.0,3125904400000.0,2451319800000.0,3169775500000.0,2731112000000.0,3162892400000.0
2051.0,3104763000000.0,2390920800000.0,3144977200000.0,2715253000000.0,3151052700000.0
2052.0,3083011600000.0,2345857700000.0,3124777500000.0,2695725300000.0,3134322000000.0
2053.0,3060935200000.0,2308419400000.0,3115145000000.0,2672471800000.0,3130052300000.0
2054.0,3044543000000.0,2266525000000.0,3111978500000.0,2648412000000.0,3109165000000.0
2055.0,3027096300000.0,2229544700000.0,3103487400000.0,2629022000000.0,3102314300000.0
2056.0,3008510300000.0,2198106000000.0,3089135600000.0,2616306400000.0,3093496900000.0
2057.0,2981992600000.0,2169005400000.0,3074609000000.0,2598708400000.0,3078755500000.0
2058.0,2969402900000.0,2135324800000.0,3073613500000.0,2574256000000.0,3071068300000.0
2059.0,2946720600000.0,2095041300000.0,3066300700000.0,2556472600000.0,3067584700000.0
2060.0,2927311700000.0,2073446000000.0,3043452300000.0,2549170000000.0,3062657700000.0
2061.0,2909092700000.0,2033825500000.0,3026986700000.0,2525073000000.0,3040552200000.0
2062.0,2889100000000.0,1999740700000.0,3009235400000.0,2503553800000.0,3027313600000.0
2063.0,2866190000000.0,1967722200000.0,3002697000000.0,2483749700000.0,3011113600000.0
2064.0,2836766000000.0,1931563500000.0,2990180700000.0,2467261600000.0,2998977200000.0
2065.0,2819012700000.0,1897894500000.0,2977876100000.0,2458573000000.0,2991274000000.0
2066.0,2795450400000.0,1870387700000.0,2971773000000.0,2451764400000.0,2970098600000.0
2067.0,2773095300000.0,1833189500000.0,2960019200000.0,2442170700000.0,2948819800000.0
2068.0,2756358400000.0,1800113900000.0,2943034300000.0,2433769500000.0,2934518000000.0
2069.0,2743342000000.0,1766437000000.0,2933468700000.0,2420791800000.0,2923911700000.0
2070.0,2730665200000.0,1729885800000.0,2922024300000.0,2406066700000.0,2909789000000.0
2071.0,2715788000000.0,1701901800000.0,2914481300000.0,2399149800000.0,2901837300000.0
2072.0,2701059400000.0,1670663500000.0,2906439000000.0,2386185000000.0,2892913700000.0
2073.0,2677454400000.0,1641682600000.0,2897562000000.0,2375067600000.0,2877133000000.0
2074.0,2672909000000.0,1608421300000.0,2886543900000.0,2362933500000.0,2875119000000.0
2075.0,2663473000000.0,1573713900000.0,2877537600000.0,2355030700000.0,2871033600000.0
2076.0,2644186500000.0,1532452900000.0,2870508800000.0,2352882600000.0,2862673000000.0
2077.0,2630273500000.0,1491791600000.0,2864918800000.0,2346744300000.0,2855859000000.0
2078.0,2618337800000.0,1462545500000.0,2857155000000.0,2344593400000.0,2842885000000.0
2079.0,2607035400000.0,1423827500000.0,2846832200000.0,2337488200000.0,2839260400000.0
2080.0,2586833600000.0,1399025800000.0,2819630300000.0,2339668800000.0,2830378200000.0
2081.0,2571246500000.0,1370814700000.0,2814930800000.0,2332040000000.0,2825524000000.0
2082.0,2558262000000.0,1346801400000.0,2805085000000.0,2332382500000.0,2812879300000.0
2083.0,2536717000000.0,1308925000000.0,2790764600000.0,2325437000000.0,2804814000000.0
2084.0,2521304000000.0,1273709600000.0,2779840200000.0,2327283000000.0,2803389400000.0
2085.0,2497638300000.0,1247149600000.0,2773130700000.0,2329383000000.0,2797177000000.0
2086.0,2477903000000.0,1217586100000.0,2760204600000.0,2340267200000.0,2791976000000.0
2087.0,2466964600000.0,1188827000000.0,2748669200000.0,2341353800000.0,2793385800000.0
2088.0,2455440700000.0,1166307100000.0,2739281300000.0,2329855700000.0,2790729400000.0
2089.0,2433961400000.0,1148583000000.0,2741717700000.0,2328480400000.0,2788238800000.0
2090.0,2413136700000.0,1114444900000.0,2730894300000.0,2319108300000.0,2779845800000.0
2091.0,2397059400000.0,1091409200000.0,2728015200000.0,2318132800000.0,2762609300000.0
2092.0,2379569700000.0,1058889330000.0,2712842000000.0,2319646000000.0,2756322000000.0
2093.0,2374194000000.0,1032543100000.0,2695738200000.0,2322373500000.0,2748730600000.0
2094.0,2353855000000.0,1009185000000.0,2692901500000.0,2316349000000.0,2748520600000.0
2095.0,2346396000000.0,985250600000.0,2676504400000.0,2310177800000.0,2728746300000.0
2096.0,2334207800000.0,963700500000.0,2661112300000.0,2313845500000.0,2719483000000.0
2097.0,2321448700000.0,944043460000.0,2651662000000.0,2315616300000.0,2718081200000.0
2098.0,2317597500000.0,917388660000.0,2646015500000.0,2322540000000.0,2712289000000.0
2099.0,2301529700000.0,897159900000.0,2632449800000.0,2311954400000.0,2708065000000.0
2100.0,2293016300000.0,881826200000.0,2613511200000.0,2304838000000.0,2700028100000.0
