time,MRI-ESM2-0,IPSL-CM6A-LR,MPI-ESM1-2-HR,UKESM1-0-LL,GFDL-ESM4
2023.0,3517556500000.0,3532338000000.0,3517530800000.0,3536174000000.0,3555149500000.0
2024.0,3474139600000.0,3521075000000.0,3505585000000.0,3496162600000.0,3535792500000.0
2025.0,3445665800000.0,3506003000000.0,3493568700000.0,3470315200000.0,3520090300000.0
2026.0,3414612200000.0,3487897200000.0,3490433200000.0,3442663800000.0,3514868700000.0
2027.0,3386932000000.0,3473043000000.0,3484675700000.0,3403033300000.0,3499295800000.0
2028.0,3376028600000.0,3451227700000.0,3473267500000.0,3357154000000.0,3487146700000.0
2029.0,3340241200000.0,3439178000000.0,3468180300000.0,3325039000000.0,3483582600000.0
2030.0,3304563000000.0,3416651200000.0,3459609800000.0,3290684200000.0,3463615300000.0
2031.0,3270693400000.0,3392443300000.0,3441542600000.0,3260908800000.0,3462303600000.0
2032.0,3235105200000.0,3365493000000.0,3424392000000.0,3230484100000.0,3444688000000.0
2033.0,3194222000000.0,3345109000000.0,3406706000000.0,3174262600000.0,3424768500000.0
2034.0,3156905000000.0,3321304400000.0,3392832500000.0,3132041500000.0,3417125200000.0
2035.0,3113105800000.0,3288261700000.0,3367907600000.0,3092350000000.0,3400617200000.0
2036.0,3080979200000.0,3282163500000.0,3355309800000.0,3057455500000.0,3385007300000.0
2037.0,3059402400000.0,3271562600000.0,3346161500000.0,3033672200000.0,3373093600000.0
2038.0,3015400500000.0,3255311500000.0,3328597800000.0,2993402400000.0,3346286000000.0
2039.0,2989049200000.0,3235229700000.0,3305994700000.0,2949080700000.0,3317554000000.0
2040.0,2954725700000.0,3216659700000.0,3288099700000.0,2921553500000.0,3294642000000.0
2041.0,2926856000000.0,3205780500000.0,3270487300000.0,2869135100000.0,3260096700000.0
2042.0,2887431700000.0,3193465500000.0,3258869600000.0,2828044300000.0,3229593000000.0
2043.0,2855331700000.0,3164697300000.0,3236164300000.0,2793301000000.0,3217974400000.0
2044.0,2821217300000.0,3151467600000.0,3204765500000.0,2755570700000.0,3198312500000.0
2045.0,2788019100000.0,3119466700000.0,3189732300000.0,2698811500000.0,3192385400000.0
2046.0,2754023300000.0,3086142100000.0,3166395200000.0,2639012800000.0,3175928600000.0
2047.0,2711801300000.0,3052027800000.0,3150108200000.0,2588692400000.0,3165241500000.0
2048.0,2665439600000.0,3019884000000.0,3134513700000.0,2528393600000.0,3156191700000.0
2049.0,2633505000000.0,2980165000000.0,3126709000000.0,2467356500000.0,3120833000000.0
2050.0,2585205400000.0,2953914400000.0,3107050200000.0,2407238000000.0,3093542700000.0
2051.0,2548381800000.0,2930921200000.0,3100393000000.0,2360882200000.0,3082833000000.0
2052.0,2512075400000.0,2893474400000.0,3072330600000.0,2308184700000.0,3067630600000.0
2053.0,2476682800000.0,2865210600000.0,3052628000000.0,2261487700000.0,3048333400000.0
2054.0,2434278600000.0,2822553200000.0,3035332300000.0,2209828000000.0,3033126400000.0
2055.0,2401360000000.0,2773104500000.0,3010520000000.0,2169682700000.0,3014602000000.0
2056.0,2370024800000.0,2736242000000.0,2992904300000.0,2118773000000.0,2996932700000.0
2057.0,2337481400000.0,2690584000000.0,2973098600000.0,2065883700000.0,2978860000000.0
2058.0,2304518400000.0,2656276800000.0,2951792800000.0,2019138900000.0,2965835000000.0
2059.0,2282649300000.0,2628640300000.0,2950680300000.0,1961817700000.0,2939038000000.0
2060.0,2254715200000.0,2602522000000.0,2934927000000.0,1915943600000.0,2904840200000.0
2061.0,2220249600000.0,2559111300000.0,2928248400000.0,1857358000000.0,2880931000000.0
2062.0,2194735900000.0,2528365500000.0,2918297400000.0,1808268900000.0,2864762000000.0
2063.0,2168016700000.0,2490635600000.0,2898095800000.0,1764655900000.0,2854989900000.0
2064.0,2137773800000.0,2454945000000.0,2893546800000.0,1716920300000.0,2835517300000.0
2065.0,2119512900000.0,2427404400000.0,2873573500000.0,1662497500000.0,2815069000000.0
2066.0,2097617600000.0,2397564800000.0,2857843000000.0,1604538300000.0,2787228300000.0
2067.0,2081402900000.0,2364017500000.0,2838386400000.0,1542592300000.0,2772534000000.0
2068.0,2072103700000.0,2334546500000.0,2813385800000.0,1488168800000.0,2750715800000.0
2069.0,2051546000000.0,2309823700000.0,2795140300000.0,1443191300000.0,2733814300000.0
2070.0,2031573700000.0,2279477300000.0,2782191000000.0,1400438700000.0,2708394500000.0
2071.0,2005875000000.0,2240182500000.0,2763916300000.0,1355865900000.0,2688932000000.0
2072.0,1983284000000.0,2213064200000.0,2735878400000.0,1310524400000.0,2661969600000.0
2073.0,1969325900000.0,2180832800000.0,2712127400000.0,1271042800000.0,2639008000000.0
2074.0,1948614400000.0,2132852300000.0,2686203500000.0,1216997900000.0,2620123000000.0
2075.0,1928989500000.0,2088557700000.0,2657308400000.0,1164010600000.0,2604176000000.0
2076.0,1902692300000.0,2040132100000.0,2635587600000.0,1113469500000.0,2583692800000.0
2077.0,1886528100000.0,1993964400000.0,2617724400000.0,1059228800000.0,2565768200000.0
2078.0,1872776300000.0,1956798800000.0,2595659200000.0,1018161860000.0,2547037500000.0
2079.0,1847288700000.0,1905644900000.0,2578929400000.0,978858100000.0,2524163000000.0
2080.0,1836174700000.0,1855272900000.0,2558570300000.0,934552300000.0,2503518200000.0
2081.0,1820137200000.0,1813650500000.0,2539239000000.0,881803460000.0,2484000000000.0
2082.0,1806851600000.0,1772022100000.0,2512347200000.0,835371140000.0,2468487400000.0
2083.0,1792467000000.0,1725677300000.0,2485505200000.0,789251100000.0,2441222800000.0
2084.0,1781424200000.0,1698621400000.0,2461781000000.0,744099400000.0,2413468800000.0
2085.0,1762000600000.0,1661014200000.0,2444699000000.0,694671500000.0,2387487000000.0
2086.0,1731876400000.0,1633670700000.0,2428082600000.0,643861700000.0,2359929600000.0
2087.0,1712348500000.0,1601075300000.0,2414182100000.0,595629050000.0,2342895500000.0
2088.0,1689936600000.0,1567829900000.0,2392632900000.0,551662800000.0,2320151300000.0
2089.0,1662089700000.0,1540791900000.0,2372195000000.0,507408300000.0,2297890000000.0
2090.0,1637883400000.0,1513485800000.0,2357839300000.0,465099130000.0,2280743200000.0
2091.0,1613816700000.0,1475904400000.0,2332382000000.0,423672280000.0,2261331000000.0
2092.0,1589382700000.0,1431219200000.0,2312186400000.0,385308620000.0,2236818700000.0
2093.0,1563474800000.0,1387848400000.0,2294340400000.0,353484870000.0,2201620800000.0
2094.0,1554201700000.0,1360805900000.0,2276113000000.0,327616330000.0,2168881400000.0
2095.0,1533657100000.0,1328180000000.0,2259064500000.0,297182530000.0,2141932200000.0
2096.0,1522139500000.0,1291173500000.0,2241753000000.0,272440750000.0,2116997900000.0
2097.0,1504769500000.0,1252297800000.0,2227524000000.0,247204560000.0,2089717900000.0
2098.0,1480111800000.0,1221580700000.0,2213229000000.0,222996400000.0,2057531700000.0
2099.0,1459510300000.0,1186892300000.0,2195849200000.0,199697070000.0,2031058400000.0
2100.0,1444724200000.0,1152432700000.0,2176464800000.0,180353910000.0,2004337300000.0
