time,NORESM2-MM,CESM2-WACCM,CESM2,EC-EARTH3,INM-CM4-8,BCC-CSM2-MR,INM-CM5-0,MPI-ESM1-2-HR,MRI-ESM2-0,CAMS-CSM1-0,EC-EARTH3-VEG,FGOALS-F3-L,GFDL-ESM4
2021.0,13583588000.0,13635936000.0,13693770000.0,13668776000.0,13663352000.0,13667844000.0,13609246000.0,13676127000.0,13628421000.0,13635923000.0,13674945000.0,13710430000.0,13669896000.0
2022.0,13451361000.0,13495885000.0,13535783000.0,13485385000.0,13577245000.0,13706111000.0,13497550000.0,13545334000.0,13471632000.0,13549820000.0,13656005000.0,13518902000.0,13538234000.0
2023.0,13358353000.0,13351330000.0,13384004000.0,13345436000.0,13449442000.0,13523599000.0,13340551000.0,13431668000.0,13344652000.0,13478691000.0,13485160000.0,13377857000.0,13457891000.0
2024.0,13258855000.0,13419003000.0,13580975000.0,13219841000.0,13341268000.0,13327701000.0,13220650000.0,13301723000.0,13174196000.0,13455578000.0,13370838000.0,13212289000.0,13304190000.0
2025.0,13114776000.0,13087331000.0,13181440000.0,13072188000.0,13252974000.0,13201172000.0,13070702000.0,13162653000.0,13000998000.0,13193483000.0,13260370000.0,13116708000.0,13157597000.0
2026.0,12954510000.0,12918648000.0,13025484000.0,12946361000.0,13128131000.0,13072196000.0,12986786000.0,13110395000.0,12878703000.0,13024853000.0,13132103000.0,12987117000.0,13012299000.0
2027.0,12804759000.0,12778980000.0,12872178000.0,12790853000.0,13039403000.0,12927513000.0,12805573000.0,12965636000.0,12726977000.0,12870055000.0,13015394000.0,12754987000.0,12845335000.0
2028.0,12712515000.0,12582493000.0,12731122000.0,12650008000.0,12900474000.0,12823910000.0,12677527000.0,12847448000.0,12503337000.0,12912320000.0,12914065000.0,12561890000.0,12714496000.0
2029.0,12549158000.0,12495689000.0,12549818000.0,12475039000.0,12781074000.0,12699811000.0,12504823000.0,12754865000.0,12302061000.0,12835762000.0,12783729000.0,12387678000.0,12577968000.0
2030.0,12397581000.0,12364300000.0,12471286000.0,12299493000.0,12618179000.0,12557710000.0,12362334000.0,12583323000.0,12139109000.0,12651393000.0,12688066000.0,12198620000.0,12467765000.0
2031.0,12219152000.0,12133517000.0,12259054000.0,12120418000.0,12496779000.0,12385475000.0,12206531000.0,12523089000.0,11981597000.0,12698414000.0,12504718000.0,12135053000.0,12279824000.0
2032.0,12022737000.0,12024914000.0,12082860000.0,11926372000.0,12343642000.0,12305594000.0,12122822000.0,12431652000.0,11782659000.0,12481835000.0,12373081000.0,11883914000.0,12149246000.0
2033.0,11852581000.0,11874472000.0,11926596000.0,11727104000.0,12231877000.0,12073727000.0,11906608000.0,12264847000.0,11650787000.0,12374679000.0,12321507000.0,11714975000.0,12007309000.0
2034.0,11658762000.0,11657774000.0,11766791000.0,11556183000.0,12141893000.0,11899779000.0,11708289000.0,12161025000.0,11482880000.0,12196647000.0,12150969000.0,11483262000.0,11879480000.0
2035.0,11469584000.0,11617378000.0,11570021000.0,11364030000.0,11948199000.0,11742364000.0,11543436000.0,12017994000.0,11310908000.0,12122744000.0,12004853000.0,11349547000.0,11708492000.0
2036.0,11489648000.0,11406488000.0,11406546000.0,11182129000.0,11880774000.0,11578061000.0,11429724000.0,12017534000.0,11128044000.0,11971330000.0,11869612000.0,11148466000.0,11547502000.0
2037.0,11288288000.0,11263404000.0,11223223000.0,10972965000.0,11712148000.0,11456952000.0,11227545000.0,11754628000.0,10946033000.0,11848024000.0,11752892000.0,10905847000.0,11349861000.0
2038.0,10994073000.0,11150189000.0,11070267000.0,10787279000.0,11650582000.0,11286854000.0,11056968000.0,11574429000.0,10727252000.0,11814335000.0,11582775000.0,10665037000.0,11209856000.0
2039.0,10763300000.0,10960955000.0,10905253000.0,10590232000.0,11462242000.0,11122168000.0,10877839000.0,11411078000.0,10555190000.0,11634430000.0,11392652000.0,10460120000.0,11071998000.0
2040.0,10608882000.0,10906362000.0,10709035000.0,10382361000.0,11364265000.0,10913923000.0,10721111000.0,11409111000.0,10365943000.0,11502523000.0,11334185000.0,10340141000.0,10896261000.0
2041.0,10403803000.0,10709530000.0,10540795000.0,10162867000.0,11311643000.0,10886038000.0,10462640000.0,11186395000.0,10179282000.0,11438875000.0,11153690000.0,10037517000.0,10752923000.0
2042.0,10351139000.0,10518729000.0,10309164000.0,9962684000.0,11122302000.0,10660912000.0,10257669000.0,11064881000.0,9978756000.0,11434381000.0,10954296000.0,9760870000.0,10681559000.0
2043.0,10053721000.0,10339366000.0,10088965000.0,9744992000.0,11008079000.0,10543843000.0,10102191000.0,10984357000.0,9779319000.0,11143713000.0,10836546000.0,9522479000.0,10503215000.0
2044.0,9853693000.0,10082687000.0,9896047000.0,9510201000.0,10837293000.0,10428595000.0,9986119000.0,10838795000.0,9577019000.0,10998484000.0,10635939000.0,9274516000.0,10336591000.0
2045.0,9659172000.0,9868776000.0,9710872000.0,9309209000.0,10712985000.0,10273091000.0,9897771000.0,10658425000.0,9397645000.0,10872145000.0,10463281000.0,9091699000.0,10138245000.0
2046.0,9463408000.0,9685064000.0,9566501000.0,9106130000.0,10575790000.0,10054176000.0,9801410000.0,10505200000.0,9177807000.0,10825602000.0,10308560000.0,8941489000.0,9984991000.0
2047.0,9305505000.0,9476206000.0,9379142000.0,8938010000.0,10432583000.0,9944672000.0,9593398000.0,10345728000.0,9065869000.0,10673851000.0,10082918000.0,8858287000.0,9813164000.0
2048.0,9113698000.0,9283226000.0,9194383000.0,8763951000.0,10288695000.0,9762298000.0,9475275000.0,10206222000.0,8831161000.0,10478153000.0,9902295000.0,8481707000.0,9747257000.0
2049.0,8928113000.0,9167366000.0,9004658000.0,8564388400.0,10124164000.0,9591774000.0,9309487000.0,10056123000.0,8636063000.0,10350645000.0,9746331000.0,8345594000.0,9538318000.0
2050.0,8728861000.0,8940603000.0,8823558000.0,8369046000.0,9984172000.0,9396097000.0,9130390000.0,9916773000.0,8434069500.0,10166253000.0,9545709000.0,8277555700.0,9361482000.0
2051.0,8545849000.0,8727608000.0,8632287000.0,8185810000.0,9854224000.0,9241423000.0,8968373000.0,9762641000.0,8283865000.0,9999940000.0,9358846000.0,7994472000.0,9226794000.0
2052.0,8498706400.0,8680111000.0,8395087000.0,7992451600.0,9736149000.0,9090940000.0,8835168000.0,9607309000.0,8098688000.0,9833207000.0,9171225000.0,7770329000.0,9058211000.0
2053.0,8210348500.0,8384725500.0,8181405000.0,7793134600.0,9625553000.0,9010895000.0,8730234000.0,9452226000.0,7884040000.0,9705959000.0,9000060000.0,7564663300.0,8900594000.0
2054.0,8024186000.0,8183120000.0,7994207700.0,7625206300.0,9486872000.0,8810805000.0,8588801500.0,9288958000.0,7705757000.0,9565029000.0,8794364000.0,7392285000.0,8734914000.0
2055.0,7859947500.0,8001577500.0,7821574000.0,7447486500.0,9385481000.0,8593912000.0,8446953000.0,9092301000.0,7517615600.0,9439536000.0,8603446000.0,7202070500.0,8590223000.0
2056.0,7698967600.0,7827847700.0,7679238700.0,7273591000.0,9251768000.0,8469364700.0,8329808000.0,8927080000.0,7370231000.0,9296908000.0,8433137700.0,7034055000.0,8412593700.0
2057.0,7557476400.0,7690320000.0,7461397500.0,7037940700.0,9042927000.0,8273614300.0,8195955700.0,8729901000.0,7225902600.0,9134725000.0,8256738300.0,6845582000.0,8234336000.0
2058.0,7393159000.0,7492591000.0,7269779000.0,6843460600.0,8871101000.0,8085948400.0,8075110000.0,8507708400.0,7069498000.0,9173302000.0,8050604000.0,6701470000.0,8162052000.0
2059.0,7179588600.0,7307841000.0,7110652400.0,6682731000.0,8680416000.0,7927374000.0,7983851500.0,8313077000.0,6908416500.0,8853450000.0,7897351000.0,6496055000.0,7895935500.0
2060.0,7035369500.0,7145003000.0,6960802000.0,6517707000.0,8565149700.0,7696479000.0,7858268000.0,8082193000.0,6718339000.0,8681177000.0,7700887600.0,6539035600.0,7765148000.0
2061.0,6850009600.0,6981864000.0,6763282400.0,6340791000.0,8366394000.0,7507251700.0,7713026000.0,7845044000.0,6562746400.0,8720233000.0,7532441000.0,6246923000.0,7483532300.0
2062.0,6701434000.0,6831450000.0,6659626500.0,6215547400.0,8191637000.0,7317228500.0,7589468700.0,7694153000.0,6478771000.0,8605608000.0,7346776600.0,6091229000.0,7286382600.0
2063.0,6709228500.0,6671381500.0,6493225000.0,6036535300.0,8043728000.0,7159132000.0,7503182000.0,7477803500.0,6274645000.0,8403694000.0,7162328000.0,5986848300.0,7101946400.0
2064.0,6514142000.0,6445585400.0,6295010000.0,5865196500.0,7916184000.0,6980373500.0,7372404700.0,7286136000.0,6102997500.0,8236796400.0,6921422000.0,5791788000.0,6883507700.0
2065.0,6351531000.0,6241271300.0,6148466000.0,5723657000.0,7749771300.0,6781582300.0,7255099000.0,7079353300.0,5957839400.0,8014752000.0,6749179400.0,5625908000.0,6709253000.0
2066.0,6210093600.0,6037849600.0,6034839600.0,5633432600.0,7635684400.0,6554409000.0,7153737700.0,6989709300.0,5789943300.0,7859620000.0,6541782000.0,5501469700.0,6502714000.0
2067.0,6064717000.0,5892237000.0,5875469300.0,5509296600.0,7503698000.0,6375165400.0,7062519000.0,6773144000.0,5599005700.0,7849675000.0,6332796400.0,5390653400.0,6334494700.0
2068.0,5927170000.0,5827190300.0,5688405500.0,5336759300.0,7386841600.0,6196762000.0,6926871600.0,6636308500.0,5455895000.0,7638970400.0,6172416000.0,5254960600.0,6192735700.0
2069.0,5802640400.0,5619203000.0,5546765000.0,5208997400.0,7301193000.0,5983063000.0,6834521000.0,6447404000.0,5313178600.0,7552580000.0,5993091000.0,5196026000.0,6042375700.0
2070.0,5674935300.0,5453228000.0,5435896000.0,5077305000.0,7223725000.0,5813207000.0,6735239000.0,6246011400.0,5213298000.0,7409172500.0,5797927000.0,5082388500.0,5902741500.0
2071.0,5552700000.0,5310425600.0,5272730600.0,4970352000.0,7093065700.0,5609073000.0,6659878400.0,6077754400.0,5043226600.0,7271767000.0,5731079700.0,4914366500.0,5725809700.0
2072.0,5440633000.0,5191706600.0,5128339500.0,4815193000.0,6912669000.0,5516142000.0,6533547000.0,5930686000.0,4928822000.0,7110464000.0,5548344000.0,4796999000.0,5574440000.0
2073.0,5338228700.0,5055202000.0,4978811400.0,4655463000.0,6792514600.0,5393301500.0,6418105000.0,5775112000.0,4809831400.0,6997998000.0,5381894700.0,4852703700.0,5417706500.0
2074.0,5216457000.0,4883031600.0,4879748000.0,4525097500.0,6689254400.0,5199071000.0,6335275500.0,5651489000.0,4641732000.0,6925062700.0,5224384500.0,4629082000.0,5260888600.0
2075.0,5092751000.0,4773592000.0,4747211000.0,4415440400.0,6551974000.0,5035967000.0,6239823400.0,5494534700.0,4523469300.0,6814748700.0,5081297000.0,4539232000.0,5102058000.0
2076.0,4980294700.0,4662573600.0,4627844000.0,4313092600.0,6437973000.0,4882507300.0,6167551500.0,5386730000.0,4447440000.0,6701909500.0,4910666000.0,4412609000.0,4974827500.0
2077.0,4882566000.0,4531480000.0,4494297600.0,4199821300.0,6322490400.0,4737408500.0,6061262300.0,5236408300.0,4313536000.0,6582304000.0,4759482000.0,4315390000.0,4991831600.0
2078.0,4760232000.0,4479078400.0,4369395000.0,4084533000.0,6205892000.0,4581361000.0,5966356000.0,5144009700.0,4201283000.0,6479727000.0,4618438700.0,4240162300.0,4677674000.0
2079.0,4664460300.0,4332805600.0,4227533800.0,4006992600.0,6102244400.0,4436662000.0,5876819500.0,5008619000.0,4109240000.0,6434560500.0,4497554400.0,4186556200.0,4520956000.0
2080.0,4560727000.0,4219866000.0,4103978800.0,3897442000.0,5979492000.0,4313932300.0,5801300500.0,4911905000.0,4005149700.0,6273709000.0,4405577000.0,4052756000.0,4397369300.0
2081.0,4756133400.0,4106667800.0,3955945500.0,3789184300.0,5879427600.0,4292248800.0,5739916300.0,4816950000.0,3903481900.0,6175785500.0,4243726800.0,3972833300.0,4278302000.0
2082.0,4392207000.0,4099569400.0,3854686000.0,3688760800.0,5764067000.0,4121766100.0,5651454000.0,4707058700.0,3817915600.0,6047881700.0,4099626800.0,3861576000.0,4155281200.0
2083.0,4270816300.0,3947486700.0,3731042800.0,3616016400.0,5645057500.0,3999913000.0,5596499000.0,4653280000.0,3718158800.0,6049441300.0,3985058800.0,3766351400.0,4043689000.0
2084.0,4160169700.0,3846769200.0,3602151700.0,3550261200.0,5535491600.0,3923513600.0,5464352000.0,4555979300.0,3616269300.0,5865973000.0,3865931300.0,3661574100.0,3929996000.0
2085.0,4072608300.0,3775270700.0,3501088300.0,3442569500.0,5453615600.0,3785518800.0,5400546300.0,4459642000.0,3538503400.0,5760222700.0,3768293000.0,3574120400.0,3790836000.0
2086.0,3970744000.0,3679916500.0,3401911600.0,3376981500.0,5363356000.0,3658578400.0,5328845000.0,4358738000.0,3470383900.0,5655310000.0,3635210500.0,3656683500.0,3706763500.0
2087.0,3896328700.0,3611918300.0,3293357800.0,3280097500.0,5322993700.0,3528382000.0,5216510000.0,4242856400.0,3393657900.0,5545487000.0,3517638400.0,3472360400.0,3575813600.0
2088.0,3807135200.0,3508120300.0,3183115500.0,3203596500.0,5239018000.0,3434498800.0,5135262000.0,4151216400.0,3302820000.0,5416344600.0,3455948300.0,3398670600.0,3476333000.0
2089.0,3723033300.0,3439180800.0,3054039300.0,3129641200.0,5154645500.0,3335488300.0,5061768000.0,4092763400.0,3224665300.0,5312376300.0,3316941300.0,3328843300.0,3393238500.0
2090.0,3686582000.0,3359473200.0,2941297400.0,3045425700.0,5068074500.0,3286023400.0,4986453500.0,4085961500.0,3135497000.0,5700731000.0,3195669000.0,3204559600.0,3292198400.0
2091.0,3574594000.0,3281869000.0,2860665300.0,2997323500.0,5038071300.0,3190187500.0,4900167000.0,3983908400.0,3099249400.0,5138504700.0,3083273000.0,3140603000.0,3246642200.0
2092.0,3486695200.0,3233560600.0,2770845000.0,2931607800.0,4942210000.0,3096157400.0,4827806700.0,3902890500.0,3027911000.0,4987277000.0,2934346800.0,3191222300.0,3130969000.0
2093.0,3396603100.0,3106764500.0,2686111200.0,2856015000.0,4852895000.0,3016953900.0,4745495000.0,3832531200.0,2961567500.0,4854683600.0,2827658200.0,3136433200.0,3071032300.0
2094.0,3340756500.0,3032745200.0,2603858200.0,2788736000.0,4773680600.0,2932048600.0,4674102000.0,3757778700.0,2886605800.0,4740989400.0,2727956500.0,3012242000.0,3032957700.0
2095.0,3262908400.0,2954195000.0,2559313400.0,2719352800.0,4713225000.0,2854505700.0,4580324000.0,3696771600.0,2929066000.0,4648214500.0,2608041700.0,2956958700.0,2944280000.0
2096.0,3216299300.0,2897288700.0,2461397200.0,2645447200.0,4653973500.0,2764302000.0,4497897500.0,3629858000.0,2777244000.0,4540817000.0,2501968400.0,2937686000.0,2874384600.0
2097.0,3136583700.0,2814532000.0,2393589200.0,2574306000.0,4574783500.0,2703513300.0,4428406300.0,3613588500.0,2737724000.0,4597339600.0,2422326800.0,2854861600.0,2821661400.0
2098.0,3089087500.0,2745505800.0,2318393900.0,2494963500.0,4487410700.0,2626628600.0,4352487000.0,3513535000.0,2679769900.0,4378100700.0,2337211100.0,2815219500.0,2756349000.0
2099.0,3018968800.0,2691310300.0,2226415900.0,2427132700.0,4413484000.0,2581192000.0,4292316000.0,3440972000.0,2616489200.0,4290449400.0,2236517000.0,2817545500.0,2704152000.0
2100.0,2961005000.0,2611253500.0,2165412000.0,2351963100.0,4346892000.0,2477661000.0,4219006500.0,3383092500.0,2611554800.0,4178954000.0,2142636400.0,2713765000.0,2648315100.0
