time,MIROC6,IITM-ESM,CESM2-WACCM,CNRM-CM6-1,EC-EARTH3,MRI-ESM2-0,MPI-ESM1-2-HR,IPSL-CM6A-LR,KACE-1-0-G,TAIESM1,UKESM1-0-LL,CNRM-ESM2-1,GFDL-ESM4,CANESM5
2010.0,65109856000.0,65109856000.0,65109856000.0,65109856000.0,65109856000.0,65109856000.0,65109856000.0,65109856000.0,65109856000.0,65109856000.0,65109856000.0,65109856000.0,65109856000.0,65109856000.0
2011.0,63591640000.0,63591640000.0,63591640000.0,63591640000.0,63591640000.0,63591640000.0,63591640000.0,63591640000.0,63591640000.0,63591640000.0,63591640000.0,63591640000.0,63591640000.0,63591640000.0
2012.0,62325084000.0,62325084000.0,62325084000.0,62325084000.0,62325084000.0,62325084000.0,62325084000.0,62325084000.0,62325084000.0,62325084000.0,62325084000.0,62325084000.0,62325084000.0,62325084000.0
2013.0,61854302000.0,61854302000.0,61854302000.0,61854302000.0,61854302000.0,61854302000.0,61854302000.0,61854302000.0,61854302000.0,61854302000.0,61854302000.0,61854302000.0,61854302000.0,61854302000.0
2014.0,60450087000.0,60450087000.0,60450087000.0,60450087000.0,60450087000.0,60450087000.0,60450087000.0,60450087000.0,60450087000.0,60450087000.0,60450087000.0,60450087000.0,60450087000.0,60450087000.0
2015.0,59930956000.0,59930956000.0,59930956000.0,59930956000.0,59930956000.0,59930956000.0,59930956000.0,59930956000.0,59930956000.0,59930956000.0,59930956000.0,59930956000.0,59930956000.0,59930956000.0
2016.0,59548578000.0,59548578000.0,59548578000.0,59548578000.0,59548578000.0,59548578000.0,59548578000.0,59548578000.0,59548578000.0,59548578000.0,59548578000.0,59548578000.0,59548578000.0,59548578000.0
2017.0,58674102000.0,58674102000.0,58674102000.0,58674102000.0,58674102000.0,58674102000.0,58674102000.0,58674102000.0,58674102000.0,58674102000.0,58674102000.0,58674102000.0,58674102000.0,58674102000.0
2018.0,57557930000.0,57557930000.0,57557930000.0,57557930000.0,57557930000.0,57557930000.0,57557930000.0,57557930000.0,57557930000.0,57557930000.0,57557930000.0,57557930000.0,57557930000.0,57557930000.0
2019.0,55994750000.0,55994750000.0,55994750000.0,55994750000.0,55994750000.0,55994750000.0,55994750000.0,55994750000.0,55994750000.0,55994750000.0,55994750000.0,55994750000.0,55994750000.0,55994750000.0
2020.0,55352517000.0,55352517000.0,55352517000.0,55352517000.0,55352517000.0,55352517000.0,55352517000.0,55352517000.0,55352517000.0,55352517000.0,55352517000.0,55352517000.0,55352517000.0,55352517000.0
2021.0,56864854000.0,55157670000.0,54591087000.0,53847278000.0,54519350000.0,51991597000.0,55057506000.0,55355245000.0,55023750000.0,53266510000.0,54187782000.0,54043853000.0,53432000000.0,55558898000.0
2022.0,55571800000.0,55171290000.0,54883610000.0,52216107000.0,53500150000.0,52945932000.0,55768703000.0,56539664000.0,53527618000.0,51828056000.0,53081514000.0,54462284000.0,51190854000.0,55012848000.0
2023.0,52137554000.0,55351198000.0,54073110000.0,49753710000.0,53152080000.0,51668984000.0,56069410000.0,55649018000.0,50730740000.0,48454877000.0,52819157000.0,55424967000.0,49926760000.0,54117155000.0
2024.0,49239900000.0,54298180000.0,53712028000.0,48306920000.0,53643158000.0,50631110000.0,54460506000.0,53886042000.0,49635033000.0,45432697000.0,50829380000.0,54862740000.0,50599780000.0,52628017000.0
2025.0,47420973000.0,54139620000.0,52616454000.0,49495560000.0,52898690000.0,51701650000.0,53836886000.0,52213187000.0,50118844000.0,43887133000.0,49466570000.0,53651644000.0,51088605000.0,51045163000.0
2026.0,49750163000.0,49750774000.0,53591480000.0,49074655000.0,53197910000.0,50877100000.0,53980266000.0,50219500000.0,49817022000.0,42524553000.0,48313192000.0,55096984000.0,51499168000.0,48685322000.0
2027.0,50468254000.0,47837123000.0,53023805000.0,49248186000.0,53035835000.0,48619545000.0,54625694000.0,50550760000.0,48183222000.0,39551443000.0,46115630000.0,52385882000.0,49640194000.0,47397570000.0
2028.0,48978805000.0,45500555000.0,51516666000.0,50452087000.0,53163100000.0,50056335000.0,55007584000.0,50909037000.0,44657540000.0,38313026000.0,45089485000.0,51319620000.0,49547153000.0,45670564000.0
2029.0,50743063000.0,45068993000.0,50496115000.0,50474880000.0,52032946000.0,50105033000.0,53016880000.0,49391722000.0,43379073000.0,37555044000.0,43700390000.0,49470317000.0,48755114000.0,43747463000.0
2030.0,52271330000.0,46005002000.0,49393013000.0,49949320000.0,50448224000.0,48741730000.0,53953480000.0,50059390000.0,41256900000.0,36198613000.0,41087894000.0,46431683000.0,47227924000.0,42629860000.0
2031.0,52255797000.0,47617590000.0,49132847000.0,50061510000.0,48383280000.0,47754047000.0,54228333000.0,49014493000.0,38156984000.0,35052225000.0,38442947000.0,46460125000.0,47648730000.0,43059900000.0
2032.0,51136745000.0,48517435000.0,47896370000.0,49721962000.0,50530040000.0,47552705000.0,53906477000.0,48690970000.0,37265412000.0,33141352000.0,37361800000.0,46138597000.0,45877300000.0,42643345000.0
2033.0,52524134000.0,47371473000.0,46790537000.0,51451503000.0,50668410000.0,48865014000.0,54182703000.0,48530678000.0,35559612000.0,32004387000.0,36611840000.0,46814660000.0,46309410000.0,41910202000.0
2034.0,52450200000.0,48757350000.0,45141615000.0,50597720000.0,49903700000.0,47498960000.0,54061863000.0,47941660000.0,34851602000.0,30816702000.0,35133063000.0,46762267000.0,46640833000.0,41216180000.0
2035.0,52503183000.0,46954738000.0,45007405000.0,49748423000.0,48546845000.0,46200140000.0,52871053000.0,49778033000.0,34443047000.0,30519510000.0,34279680000.0,44943820000.0,47241970000.0,40691320000.0
2036.0,53519520000.0,47909528000.0,43287695000.0,50675257000.0,46374904000.0,46631182000.0,52258677000.0,48602083000.0,32813302000.0,29141674000.0,33094945000.0,45736370000.0,47098770000.0,40458387000.0
2037.0,51221516000.0,47201360000.0,41959563000.0,50158563000.0,47723864000.0,47579470000.0,52022714000.0,46306583000.0,31601912000.0,27232956000.0,32831984000.0,44876636000.0,47220388000.0,40364060000.0
2038.0,49567810000.0,48320184000.0,41888834000.0,47960050000.0,46722884000.0,47660474000.0,51021984000.0,44306792000.0,31689679000.0,26898498000.0,33046899000.0,43265868000.0,47406960000.0,38770405000.0
2039.0,48847553000.0,50578776000.0,41128227000.0,46713627000.0,46487090000.0,46596915000.0,51915137000.0,42713887000.0,29645343000.0,25857680000.0,31646607000.0,43911320000.0,47296370000.0,37095952000.0
2040.0,46828536000.0,50612646000.0,38426567000.0,46747173000.0,47726486000.0,45272687000.0,51407530000.0,40894100000.0,28513528000.0,24771168000.0,30322050000.0,43917218000.0,47814180000.0,35971228000.0
2041.0,47437690000.0,49773396000.0,37148856000.0,46531826000.0,47281410000.0,46323300000.0,48819438000.0,40402360000.0,27770765000.0,23469187000.0,29225204000.0,41282520000.0,48612782000.0,35780710000.0
2042.0,48119665000.0,48049640000.0,36774834000.0,45089403000.0,48682885000.0,45748355000.0,47549215000.0,39150960000.0,27249068000.0,23230091000.0,28228776000.0,39509220000.0,47861527000.0,34769162000.0
2043.0,46744654000.0,46858146000.0,35902530000.0,45028240000.0,46324322000.0,46203994000.0,45694020000.0,38276407000.0,27112920000.0,21669927000.0,26842100000.0,38916590000.0,47182942000.0,33945266000.0
2044.0,43954246000.0,46936280000.0,34830860000.0,42417787000.0,45282505000.0,45182415000.0,44533567000.0,38115664000.0,25558745000.0,20479408000.0,25330182000.0,37393285000.0,46152570000.0,33955178000.0
2045.0,41718930000.0,44358590000.0,32947595000.0,40405050000.0,45085438000.0,42139247000.0,45788280000.0,37296222000.0,24818438000.0,19630246000.0,24865796000.0,36364722000.0,45706842000.0,33337733000.0
2046.0,42966475000.0,43435815000.0,32911716000.0,39059677000.0,44040660000.0,38888710000.0,46392510000.0,37352420000.0,24958765000.0,18354203000.0,23490144000.0,34772435000.0,45311463000.0,32403128000.0
2047.0,42842173000.0,43933860000.0,31625863000.0,41296458000.0,43910873000.0,37909918000.0,43650904000.0,35360050000.0,24815147000.0,17670337000.0,22635028000.0,34017411000.0,43795948000.0,30418650000.0
2048.0,42215700000.0,44836766000.0,30716498000.0,42121134000.0,44473594000.0,36614025000.0,39696482000.0,33748492000.0,23962995000.0,16327480000.0,21165150000.0,32374300000.0,42032067000.0,30282936000.0
2049.0,41296980000.0,44093650000.0,29455022000.0,41629230000.0,45046555000.0,33976846000.0,38876148000.0,31809171000.0,23186018000.0,15432306000.0,20023603000.0,32269226000.0,42702213000.0,29046110000.0
2050.0,41232187000.0,44708356000.0,29231649000.0,40849547000.0,43831140000.0,32269460000.0,38633406000.0,30522320000.0,22326942000.0,14958332000.0,18785853000.0,32771645000.0,40834822000.0,27645438000.0
2051.0,40386850000.0,44961130000.0,27970615000.0,39092695000.0,42303090000.0,32226260000.0,36868690000.0,30083832000.0,21396710000.0,14452211000.0,17385110000.0,32003420000.0,39935283000.0,26801690000.0
2052.0,38237150000.0,47493070000.0,26782394000.0,36244873000.0,43626640000.0,29810500000.0,36023120000.0,29972273000.0,21282120000.0,14174424000.0,17086206000.0,31462183000.0,39372698000.0,25433317000.0
2053.0,38188687000.0,46787110000.0,26095223000.0,35740422000.0,43650654000.0,27800801000.0,34552205000.0,28032983000.0,20828551000.0,13334627000.0,16464691000.0,29827793000.0,39468140000.0,24311882000.0
2054.0,38682006000.0,47135050000.0,25230258000.0,34653560000.0,42782780000.0,27844006000.0,33163583000.0,26693368000.0,20050586000.0,13050094000.0,15594386000.0,29272844000.0,39589270000.0,23573428000.0
2055.0,38092968000.0,46848300000.0,24155300000.0,35421303000.0,41276715000.0,26729124000.0,31624770000.0,26315772000.0,19448656000.0,12741785000.0,14542029000.0,27991478000.0,38226660000.0,22853886000.0
2056.0,37881377000.0,45095320000.0,23275616000.0,35860480000.0,41266303000.0,26055780000.0,29948510000.0,25017795000.0,19583250000.0,12356251000.0,14369883000.0,27773108000.0,38747580000.0,22683406000.0
2057.0,37082796000.0,44886344000.0,23029387000.0,34070817000.0,41517662000.0,25644534000.0,27670581000.0,23830469000.0,19813196000.0,11777479000.0,13799580000.0,26826584000.0,37977510000.0,22402845000.0
2058.0,36406470000.0,45774496000.0,21929169000.0,32299225000.0,41898545000.0,25391710000.0,26287208000.0,22658884000.0,19873450000.0,11085886000.0,13023598000.0,25973688000.0,36355380000.0,21432814000.0
2059.0,36069240000.0,46406080000.0,20680716000.0,31419083000.0,40336273000.0,24773090000.0,25063346000.0,22499810000.0,18576812000.0,11051222000.0,12826737000.0,26965068000.0,35854897000.0,21053557000.0
2060.0,34702520000.0,46758855000.0,19529687000.0,30650700000.0,38246340000.0,24563974000.0,24100116000.0,20775363000.0,17506707000.0,10689273000.0,12425696000.0,27493577000.0,36114903000.0,20312009000.0
2061.0,32365520000.0,47721013000.0,18089193000.0,30142564000.0,39194190000.0,24283340000.0,23894866000.0,19152730000.0,16338614000.0,9843797000.0,12036347000.0,26790040000.0,34264470000.0,18953466000.0
2062.0,31553352000.0,47810146000.0,17079546000.0,30215549000.0,37654470000.0,23279528000.0,23753732000.0,18252585000.0,15873263000.0,9414615000.0,11391362000.0,26162830000.0,34640937000.0,17293816000.0
2063.0,31133514000.0,49605250000.0,16247026000.0,29133300000.0,36111917000.0,22906374000.0,23927282000.0,17400234000.0,15314314000.0,8934575000.0,10842000000.0,25774279000.0,33710709000.0,15916456000.0
2064.0,32730673000.0,50918707000.0,15168294000.0,28535894000.0,34112076000.0,22878372000.0,23019480000.0,16642401000.0,15096719000.0,8635026000.0,11114511000.0,24663456000.0,32000629000.0,14804306000.0
2065.0,31805660000.0,51287146000.0,14532447000.0,29018140000.0,32918276000.0,21457058000.0,22904642000.0,16279617000.0,14825169000.0,8222330000.0,10560234000.0,23122893000.0,32648680000.0,13417710000.0
2066.0,30273098000.0,51451460000.0,14958235000.0,28148520000.0,32245948000.0,20942143000.0,22990870000.0,15590700000.0,13877322000.0,7774227000.0,10109614000.0,23012592000.0,31066630000.0,13080875000.0
2067.0,30312030000.0,53716103000.0,14886283000.0,26805643000.0,31597520000.0,20650996000.0,22542696000.0,15256250000.0,13685081000.0,7206706700.0,9498047000.0,23239090000.0,30313726000.0,12064228000.0
2068.0,29140880000.0,52844640000.0,14106542000.0,26045032000.0,31757255000.0,19893037000.0,21831897000.0,14635779000.0,13263855000.0,7104755700.0,9195332000.0,23482474000.0,29307890000.0,11052169000.0
2069.0,27134327000.0,53176320000.0,13833421000.0,25809394000.0,30066674000.0,19992396000.0,21591146000.0,14473350000.0,12859642000.0,7102711000.0,8885327000.0,23094262000.0,28315177000.0,10194209000.0
2070.0,26657400000.0,52808630000.0,12995204000.0,25139345000.0,28438202000.0,19118422000.0,20949100000.0,13561295000.0,12538232000.0,6529484000.0,8440977400.0,21807686000.0,27934644000.0,9695461000.0
2071.0,25869883000.0,53758583000.0,12745182000.0,24238090000.0,28739211000.0,18732229000.0,21031528000.0,12639215000.0,11466386000.0,6267413500.0,8032605000.0,20846619000.0,26679610000.0,9210757000.0
2072.0,25031436000.0,53338366000.0,12519576000.0,23330032000.0,27447757000.0,18235156000.0,20248398000.0,11987283000.0,11235906000.0,6235439000.0,7513704400.0,21181104000.0,25373714000.0,8806584000.0
2073.0,23101510000.0,53520660000.0,12168289000.0,23323940000.0,26253025000.0,17312620000.0,19651363000.0,11561533000.0,11130123000.0,5784418300.0,7262127600.0,20491640000.0,24866085000.0,8401617000.0
2074.0,22374728000.0,50517406000.0,11956275000.0,21946186000.0,24303444000.0,16962186000.0,19199003000.0,10904755000.0,10857296000.0,5491057000.0,7108179000.0,19776480000.0,23359318000.0,8154742300.0
2075.0,21887764000.0,49675534000.0,11609303000.0,21430684000.0,23504302000.0,16374530000.0,18737928000.0,10655522000.0,10626270000.0,5178276400.0,6673662000.0,19355994000.0,23485555000.0,7766266400.0
2076.0,21897316000.0,46938710000.0,11216574000.0,19743773000.0,24205177000.0,15682755000.0,18066774000.0,10377698000.0,10202044000.0,4922958300.0,6768366600.0,18830193000.0,22950912000.0,7270117400.0
2077.0,20433334000.0,46082500000.0,11045290000.0,18559984000.0,22367265000.0,15773681000.0,17435855000.0,10137661000.0,9695859000.0,4628892000.0,6411540000.0,18075955000.0,21953085000.0,6895219000.0
2078.0,19387636000.0,45202300000.0,10843408000.0,18075312000.0,20904753000.0,15249854000.0,16734395000.0,9553308000.0,9414608000.0,4347547000.0,5919361500.0,17577564000.0,21474038000.0,6745583000.0
2079.0,18327732000.0,45406806000.0,10075906000.0,17042351000.0,20732074000.0,15227147000.0,16230305000.0,9218204000.0,8910406000.0,4085928200.0,5493859000.0,16860092000.0,21030791000.0,6494042000.0
2080.0,17612243000.0,43797897000.0,9541896000.0,16026364000.0,19568097000.0,14842318000.0,15944879000.0,8762819000.0,8737496000.0,3844362000.0,5268231700.0,15969020000.0,19504894000.0,6130702300.0
2081.0,17449060000.0,43807953000.0,9230583000.0,15154416000.0,18483622000.0,14473617000.0,15694696000.0,8408772000.0,8145595000.0,3645507800.0,4858114600.0,14937096000.0,18360750000.0,5833243000.0
2082.0,18037086000.0,44104350000.0,9131279000.0,13705343000.0,17580722000.0,14470552000.0,15465218000.0,8851926000.0,7683184600.0,3525345800.0,4654218000.0,14400517000.0,17625754000.0,5584376300.0
2083.0,17040420000.0,44682453000.0,8524334000.0,12826617000.0,16731535000.0,14082730000.0,15168437000.0,8667342000.0,7539640300.0,3354350600.0,4219142400.0,14100578000.0,17151652000.0,5540135000.0
2084.0,16306231000.0,43893130000.0,7971138600.0,11861974000.0,15674899000.0,13694345000.0,14712985000.0,8101996500.0,7126923000.0,3086747600.0,3984546300.0,13124451000.0,16245649000.0,5476338000.0
2085.0,15924262000.0,43820454000.0,7541961700.0,10966049000.0,14769483000.0,13491807000.0,13827518000.0,7829503000.0,6840489500.0,2972295200.0,3814249700.0,12811906000.0,15391870000.0,5349812000.0
2086.0,15956230000.0,41942780000.0,7307915000.0,10354983000.0,14209418000.0,13438459000.0,13451341000.0,7213909500.0,6485679000.0,2791754000.0,3702940400.0,12320029000.0,15132245000.0,5310483500.0
2087.0,16347952000.0,42203664000.0,6833142000.0,9795996000.0,13976164000.0,13274884000.0,12383117000.0,6759473000.0,6374391000.0,2730347000.0,3515649800.0,12040583000.0,14889183000.0,5260994000.0
2088.0,15785546000.0,41619816000.0,6789797400.0,9113120000.0,13506378000.0,13006234000.0,11543740000.0,6393730600.0,6103663000.0,2682306000.0,3346860300.0,12338064000.0,14297389000.0,5339437600.0
2089.0,14659571000.0,43120574000.0,6399656000.0,8475078000.0,12907399000.0,12821889000.0,11030965000.0,6003154400.0,5920241700.0,2599587000.0,2987277000.0,12504328000.0,13388422000.0,5028928000.0
2090.0,14138217000.0,42951254000.0,6098974700.0,7973129000.0,12146189000.0,12054529000.0,10462085000.0,5590966000.0,5655617000.0,2429109500.0,2845842400.0,11819649000.0,13076739000.0,4758094000.0
2091.0,13823587000.0,41840222000.0,5752489500.0,7702945000.0,12106459000.0,11261790000.0,9953499000.0,5428929000.0,5453509600.0,2394034000.0,2710233000.0,11479439000.0,12314832000.0,4632644000.0
2092.0,13505414000.0,42357590000.0,5618182700.0,7364978700.0,12429885000.0,10814089000.0,9660877000.0,5194166000.0,5249136600.0,2310866400.0,2631968000.0,10821493000.0,11958119000.0,4464627700.0
2093.0,13455440000.0,40020836000.0,5288531000.0,6781973000.0,12110797000.0,11204412000.0,9069859000.0,5113315300.0,4876025000.0,2130635300.0,2463358200.0,10383012000.0,11678235000.0,4407561700.0
2094.0,13288045000.0,39642650000.0,5055684000.0,6303864000.0,11448522000.0,11194805000.0,8663337000.0,4861195000.0,4500393000.0,2032977000.0,2345183500.0,10295993000.0,11931835000.0,4181259000.0
2095.0,13324663000.0,38829230000.0,4915125000.0,6013289000.0,10736575000.0,11108346000.0,8271839000.0,4485680600.0,4260411400.0,2007216800.0,2310512000.0,9604464000.0,11585702000.0,3899877600.0
2096.0,13119502000.0,37109555000.0,4725518300.0,5623956500.0,10103041000.0,10245028000.0,8355113500.0,4227872500.0,4037873200.0,1917331500.0,2169015600.0,8757417000.0,10905727000.0,3773009400.0
2097.0,12460605000.0,39186760000.0,4456273000.0,5473533000.0,9423678000.0,9722346000.0,8017983000.0,4159059500.0,3770045000.0,1794629600.0,2136811500.0,8051822000.0,10950358000.0,3522702300.0
2098.0,12316119000.0,40239616000.0,4337221600.0,5590746600.0,9237168000.0,9297568000.0,7949519000.0,4253747700.0,3477580500.0,1619257000.0,1989924500.0,7610025500.0,10793353000.0,3335588600.0
2099.0,12250747000.0,40837075000.0,4008806100.0,5483106000.0,8930978000.0,8480275500.0,7773270500.0,4031544600.0,3166172200.0,1565564900.0,1835969700.0,7552647000.0,10545101000.0,3177018000.0
2100.0,11347117000.0,41561250000.0,3737600800.0,5457742000.0,8887574000.0,7982900000.0,7493627400.0,4137583600.0,3066923000.0,1476555600.0,1728789500.0,7221182000.0,10451048000.0,2993925400.0
